slug	current_authors	rakuten_author
shinsounoizu	伊東フミ	海原望/DMM　GAMES
shinu-toki-wa-mabayuku	カズキ	小鳥游ミズキ
shinyaku-meruhien	えむけえ	鳥飼 やすゆき/Sound Horizon
shio-chan-to-boku	LeeGeorgie	T長
shio-taiou-na-watashi-no-danna-sama-wa-haisupekku-na-osananajimi	藤咲ユウ	藤咲 ゆう
shio-taiou-osananajimi-ni-amasugi-body-o-taberaremashita	竹若トモハル	南　志都
shiokaze-to-ryuu-no-sumika	キアチマチ	縞 あさと
shiosai-no-bon	ウヒョ助	塚脇永久/ナンジョウヨシミ
shiosai-no-majo	上田アキ	もぐす
shiota-sensei-to-amai-chan	くれよんカンパニー	なかとかくみこ
shiotaiou-no-shiota-kun	永遠幸	エトオミユキ
shippuu-densetsu-hikosa	山本航暉	山本晃
shiraishi-kun-no-doukyuusei	港川一臣	チノク
shiratama	あずまゆき	あづまゆき
shirayukihime-ni-kuchizuke	深緑野分	吉尾アキラ
shiritsu-hamanasu-chuukoutou-gakkou-danshiryou-no-tomadoi	住咲ゆづな	円山　晃
shiritsu-rpg-highschool	こいでたく	小出拓
shiritsu-tantei-firippu	ワタセセイゾウ	わたせせいぞう
shirobuta-kizoku-desu-zense-no-kioku-ga-haeta-node-hiyoko-na-otouto-sodatemasu-attomaaku-comic	藤丘ようこ	よこわけ
shirohebijou-ni-kisu-kudasai	由村	よはち
shiroi-machi-no-adoriaana	野妻まゆ美	野妻まゆみ
shiroi-suna-no-aquatope	studio HIP-CATs	桜木　蓮/projectティンガーラ
shirojishi-no-kodomotachi	菊池まりこ	高橋　那津子
shiroki-otome-no-jinrou	柴もなか	アジイチ/王月よう/クマ（人狼HOUSE）
shirokuma-wa-shieekaa-o-furemasen	TSUKURU	佐倉色
shiromajo-san-tono-henkyou-gurashi	青柳朔|Fuyusora	門司柿家/冬空/syow
shishitachi-no-kouya	由紀賢二	由起賢二
shishunki-koara-no-ichinichi	なか憲人	中憲人
shitou-iejimasen	新里堅進	しんざとけんしん
shitsuji-emu	さくら真呂	佐倉牡丹
shitsuji-ni-kokkyou-nante	赤夏	五十嵐嵐
shitsuji-to-torawarehime	徐園	水里友紀
shittaka-brillia	カトウハルアキ	珈琲
shitte-irukana-kisetsu-no-kotoba-to-gyouji	いそほゆうすけ	藤子・F・ 不二雄/青山 由紀
shizumare-vinsento	百井一途	かいれめく
shogi-shounen	おおきぼん太	おおきぽん太
shogun-ashikaga-yoshiaki	國津武士	しまたけひと
shogun-no-chi	FLOWERCHILD	今井ムジイ
shojo-kara-hajimeru-kekkon-seikatsu	冬坂ころも	柚樹ちひろ
shokatsu-koumei-1996	石ノ森章太郎	石森プロ
shoki-sakuhin-shuu	山岸凉子	山岸　涼子
shoki-skill-ga-benri-sugite-isekai-seikatsu-ga-tanoshisugiru	叶輝	サマハラ/霜月雹花
shokkyaku	ホ・ヨンマン	許英万/カン・スンジャ
shoku-no-gunshi	泉晴紀	泉昌之
shokuba-to-jitaku-de-gap-no-aru-papa	佐藤カケル	泡沫
shokubutsu-dai-tanken	藤子・F・不二雄	小学館
shokugyou-wa-kanteishi-desu-shingan-tte-nandesu-ka	にゃんたろう|鹿乃子	コノモト　ケント/渡　琉兎/ゆのひと
shokunin-otoko-kanda-kun	木下聡志	木下　さとし
shop-riido-koutarou	人見惠史	人見恵史/末田雄一郎
shosen-hitogoto-desukara	FrankMatt	富士屋 カツヒト/左藤 真通/清水 陽平(法律事務所アルシエン)
shosen-toppa	名和広	金谷拓海/篠月梟太郎
shota-oni	アカコッコ	中山幸
shotahiiroo-daipinchi-onee-san-kaijin-no-amasugiru-wana	広輪凪|鮭|和田ちん	アンソロジー
shotenin-hayama-komako	東裏友希	黒谷　知也
shotenin-makoto-no-ban-san	ジョポジョリン	さかき しん
shouan-to-hibi	藤野もやむ	桑佳　あさ
shoudoubutsu-kei-reijou-wa-koori-no-ouji-ni-dekiai-dekiaisareru	花房夜空	佐和井　ムギ/翡翠/亜尾　あぐ
shoujo-hana-zukan	泉すずしろ	雪狸
shoujo-manga-wa-okirai-desuka	さとまるまみ	森田 羊
shoujo-no-mousou-wa-itsu-hiraku	厦門潤	陸乃家鴨
shoujo-za-wairuzu	渡邉ポポ	ZHENA/HUN
shoujotachi-no-kakusei	萩尾望都	恩田 陸
shoujotachi-wa-kouya-o-mezasu	甘露アメ|平つくね	カヅチ/みなとそふと/松竜
shoukan-senki-samonnaito	神子島整	宮腰真知
shounan-genjiroo	くじらいいく子	くじらいいくこ
shounan-resukyuubu	東元俊哉	東元俊也
shounen	寺田育子	幸田育子/石田衣良
shounen-captain-serekuto	あろひろし	少年キャプテン編集部
shounen-esuefu-tanpen	藤子不二雄	藤子・Ｆ・不二雄
shounen-ninja-basara-kun	よしみいく|ADA	義見依久
shounen-ninja-basara-kun-fuyouhime-taikutsuki	よしみいく|ADA	義見依久
shounen-revolution	矢作俊彦	ダディ・グ-ス
shounen-shoujo-jinbutsu-nippon-no-rekishi	学習まんが集団|小井土繁	あおむら純
shounen-shoujo-wa-batsubatsusuru	厦門潤	陸乃家鴨
shounen-typhoon	小澤さとる	小沢さとる
shounen-venus	瑞垣みずほ	なるも　みずほ
shouni-geka-no-yuuka-sensei	赤澤正之	和乃　アヤ子
shousetsu-fajji	原田やよい	梶本ほこら
shouten-akatsuki-no-fundoshi-musume	イマイヒヅル	今井ひづる
shouwa-bankaraha	倉科遼	司敬
shouwa-no-kodomo	流水凜子	流水りんこ
show	くじらいいく子	くじらいいくこ
show-by-rock-plasmagica-purupuru-diary	風緒	美月　めいあ/株式会社サンリオ
shubarieeru	アカコッコ	だいせ
shuffle-comic-a-la-carte	コンプティーク編集部	コンプティーク
shugo-chara-chan	ナフタレン水嶋	PEACH-PIT
shujinkou-ja-nai	小城乃はな	メイジ/ウスバー/天野　英
shujuu-ribaashi-dog	どーるる	灰田ナナコ
shukoku-no-jin	槙えびし	槇えびし
shunka-torikaeshou	港川一臣	一石月下/チノク
shuraba-ya-ranko	塩崎雄二	塩崎ユウジ
shuryou-no-yumeka	竹村優作	古部 亮
shussei-to-sokai-soshite-sengo	藤子・F・不二雄	中野 晴信
shuten-dooji	梅澤春人	梅沢勇人
shuu-torawarete	山鳥おふう|上蓮かおり|卯崎ひとみ	アンソロジー
shuuchaku-bengoshi-no-ai-ga-omosugiru	あとのすけ	春乃まい/加地アヤメ
shuuen-no-majo-to-sekai-no-tabi	つきぼしりょう	片岡 とんち
shuugeki-angel-rumi	近石まさし	近石雅史
shuugoku-elite	椰子木虹	拓平
shuujin-to-kami-hikouki	幸路	紅村岬/猫ロ眠＠囚人P
shuumatsu-nani-shitemasu-ka-isogashii-desu-ka-sukuttemoratte-ii-desu-ka	槻木こうすけ	せうかなめ/枯野　瑛/ue
shuumatsu-no-harem-fantasia	LINKpub. 2019	SAVAN/LINK
shuumatsu-no-valkyrie-ki-tan-jack-za-ripper-no-file	後藤正人	イイヅカケイタ/終末のワルキューレ
shuumatsu-rocking-girl	石山りーち	石山り〜ち
shuumatsu-sekai-no-hakoiri-musume	円井大地	みああわ
shuumatsu-torein-doko-e-iku	竹輪つぼみ	酉村/「終末トレインどこへいく？」製作委員会
shuunen-ga-unda-shinkansen	六田登	日本放送協会
shuusen-no-lorelei	虎哉孝征	福井晴敏/長崎尚志
sidekick-fighting-rule	ジジ＆ピンチ	津島直人/ナズカトキオ
signal-100	龍翠	宮月新/近藤しぐれ
simoom	青樹緫	青樹総
sirius-to-mayu	こゆき	小森羊仔
siscon-onee-chan-to-kinishinai-imouto	的場りょう	桐灰　きねそ
sister-complex-2020	ゆあま	Tam-U/えらんと/草野　ほうき/ごくげつ/ZEN/滝乃　大祐
six	桃田テツ	照井にと
skill-kantei-ni-mezameta-node-akogare-no-kyonyuu-uketsukejou-o-kantei-shitara-maou-de-paddo-datta	瑠璃森しき花	妖精もちさん/高野ケイ
skincream-de-nurashite	みなみ遥	南かずか
skirt-darling	神田はるか	カワハラ恋
sky-hai-shinshou	髙橋ツトム	高橋ツトム
sky-high	髙橋ツトム	高橋ツトム
sky-high-karma	髙橋ツトム	高橋ツトム
sleeping-dead	小林嵩人	朝田 ねむい
slick-star	SYUFO	板橋しゅうほう
slime-tensei	電柱棒	月夜涙/わらびもちきなこ
slow-jet-coaster	藍田	佐倉 チカコ
smile-1998-2	かやまゆみ	加山弓
smile-de-arukou	高橋もとこ	福田素子（漫画家）
smile-wa-zero-gold	佐野たかよし	さのたかよし
smoky-nectar	OMEGA2-D	ミナヅキアキラ
sna-watashi-to-mna-sensei	大瑛ユキオ	しほのゆうじ
snowball-earth	小野寺こころ	辻次 夕日郎
sobakasunoshounen	竹宮惠子|ジーン・ポーター|村岡花子	竹宮恵子
sobakistan	TerleTSkiĭVitaliĭ|KatIA	ビタリー・テルレツキー/カティア/鈴木佑也
soccer-boy	大武ユキ	柴田文明
sodom-no-ichi	はるこ	田中文
sofii-no-sekai	GaarderJostein|Nicoby	ヨースタイン・ゴルデル/ヴァンサン・ザビュス/ニコビー/須田 朗/山本 知子
sofii-rose-to-ibara-no-warlock	永遠幸	エトオミユキ
sokubaku-infinitei	あさひ漫画家	あさひ
sokushi-cheat-ga-saikyou-sugite-isekai-no-yatsura-ga-marude-aite-ni-naranaindesuga-alpha-omega	納都花丸	藤孝剛志/成瀬ちさと
solo-dan	青葉	早神あたか
somari-to-mori-no-kami-sama	梅木泰祐	暮石ヤコ
sometimes-blue	戸崎映	雨野サン
sonic-the-hedgehog	セガゲームス|彩月つかさ|FlynnIan|Yardley!Tracy|Herm	イアン・フリン/ルビー・翔馬・ジェームズ
sonnano-aijanai	内田一奈	内田一菜
sono-dekiai-hansoku-desu	花本八満	立花 実咲/獅山 雨為
sono-koi-wa-kare-o-mushibamu	蘇我捨恥	猫野まりこ
sono-maid-kiken-ni-tsuki	マコトpub. 2024	マコト
sono-me-de-shikkari-daite-oke	yoshi漫画家	yoshi/阿賀直己
sono-rettou-kishi-level-999	舞嶋大	白石新/山崎千裕
sono-shimai-wa-tabun-koisuru-ashi-nanoda	白松	紺矢　ユキオ
sono-voice-yuuryou-desuka	四宮和	甘里 シュガー/さなだ はつね
sonogo-crows	髙橋ヒロシ	高橋ヒロシ
sora	ひきの真二	引野真二/矢島正雄
sora-ga-suki	竹宮惠子	竹宮恵子
sora-made-itchau	おわる	吉沢りょう
sora-no-seibun	河下水希	桃栗みかん
sora-to-umi-daishi-tenshou	志条ユキマサ	牛込覚心/牛次郎
sora-yori-takaku	宮下あきら	浅美裕子
sorairo-square	浜弓場双	双
soratobu-baiorin	中馬孝博	三原 和人
sore-wa-otona-no-jijou-desu	ながやま由貴	藤原 えみ
soredemo-ore-no-mono-ni-naru	いけがみ小5	高崎ぼすこ
soredemo-pen-wa-tomaranai	鈴木ミニラ	熊田龍泉
sorekara	バラエティ・アートワークス|富沢みどり	佐々木亮
sorette-maji-desuka	流水凜子|宮村詩乃	流水りんこ
soreyuke-uchuu-senkan-yamamoto-yooko-rimikkusu	御米椎	角井陽一/庄司卓
soshage-no-purannaa-san	(unknown)	九野　十弥/相良　ポン酢
soshite-boku-wa-tohou-ni-kureru	かやまゆみ	加山弓
sou-haburi	山悠希	渡辺千紘
soubou-no-daichi-horobu	田辺節雄	西村寿行
soujiya-kee	キシリモ	SJW/HSS
soukaigi	霧嶋珠生	霧島珠樹
soukoku-no-garou	猫井ミィ	猫井ヤスユキ/武論尊
soukon-no-shoujo-to-sourei-no-tabi	朝倉誠一	路那
soukou-akki-muramasa	IsII	Nitroplus/大知慶一郎
soukou-kihei-votoms-1995	今掛勇	矢立肇/高橋良輔
soukuu-no-maou-rudel	片山誠	永川成基/かたやままこと
souseki-to-london-miira-satsujin-jiken	文彦	島田荘司/嶋星光壱
soushitsu-mahoutsukai-no-saikyou-kenja	紅木春|藤沢里菜	近藤笑真/どまどま
soushouguu	遠野一実	遠野一生
souteigai-no-sweet-marriage	上田にく	佐倉リコ
souten-no-ken-regenesis	辻秀輝	原哲夫/武論尊/八津弘幸
souyoku-no-gift	高木秀栄	磯咲渓一/維真由騎
speace-ship-ee	タカノ綾	高野綾
speed-connection	池沢早人師	池沢さとし
speed-memorial-kabuki-densetsu	井出智香恵	井出知香恵
spider-man	池上遼一	平井和正
spider-verse	CoipelOlivier	ダン・スロット/秋友　克也
spin-out-kunieda-2015	坂井久仁江	国枝彩香
spirit-jump	オウム出版広報編集部	オウム出版/Ａｕｍ　ｍａｔ　ｓｔｕｄｉｏ
spray-king	三国シン	三國シン
spree-killer	麻斗	那貴りんご
spring-fields	田渕由美子	田淵由美子
spy-game-a-d-1600	田代弓矢	加藤清志
spy-kyoushitsu	槻木こうすけ	せうかなめ/竹町/トマリ
sss	MorrisonGrant	hatsuko/やまだ有見
stag-party	タケダケント	きょん
stage-s	さーもにずむ	針川 智也
stalker-jokers	大石普人	オオガ ヒロミチ/オオイシ ヒロト
stalker-kishi-no-seijitsu-na-kyuukon	シチ	笹原 智映/秋野 真珠/氷堂 れん
stallion	Captain Scarlet	キャプテンスカーレット
standard-daytime	獸木野生	伸たまき
star-ocean-blue-sphere	米山シヲ	水城葵
star-road	倉科遼	司敬
star-twinkle-precure	上北双子	上北 ふたご/東堂 いづみ
star-wars-1998	工藤俊生|LucasGeorge	田巻久雄
starting-gate	桂イチホ	S． 濃すぎ/Cygames
statement	ポロロッカ	黒木 ろく
steel-and-dead	三部敬	三部けい
steins-gate-2011	nini	さらち　よみ/5pb．×ニトロプラス
steins-gate-heiji-kyokusen-no-epigraph	ワンピ民俗学研究会	吉田　糺/志倉　千代丸/たきもと　まさし/huke/林　直孝（5pb．）
stella-no-mahou	黒澤真円	くろば・U
stelzer	近石まさし	近石雅史/集新矢
strange-academy	YoungSkottie|RamosHumberto	スコッティ・ヤング/ハンベルト・ラモス/小池 顕久
stranger-mukou-hadan	厘のミキ	凛野　ミキ/BONES
street-fighter-4-4koma-manga-oukoku	(unknown)	G．G．C．
street-fighter-tsuu-bui-rendetsu	馬場康誌	馬場　康士
street-fighter-zero2-koma-gyagu-battle	小林真文	アンソロジー
strike-uitchiizu-chiisaanya	たちきヤマト	立木大和
strike-uitchiizu-gekijouban	ms	藤林　真/島田フミカネ＆Projekt　Kagonish
strike-uitchiizu-koushiki-comic-arakaruto	Projekt Kagonish|島田フミカネ	角川書店
studio-cabana	藤田阿登	馬あぐり
studio-himitsu-kichi-gekijou	榊蒼十郎|花笠比郎|長谷川裕一＆スタジオ秘密基地|有賀悠羽揮	長谷川裕一（漫画家）
studio-jiburi-sakuhin-kanren-shiryoushuu	(unknown)	スタジオジブリ
sub-doru-sensational	小池ノクト	高昌ゆり
subarashikikana-jinsei-futatabi-tomorou	G3井田	北原 雅紀/若狭 星
subarashikikana-jinsei-masami	G3井田	香川 まさひと/若狭 星
subaru-to-suu-san	菊池まりこ	高橋　那津子
subete-hai-ni-nattemo	タケオキュージュウ	鬼八頭かかし/鮭no．マリネ
submarine-707f	小澤さとる	小沢さとる
submarine-nanamarunana	小澤さとる	小沢さとる
succubus-na-iinchou-ni-okotowarisaremashite	いーどぅー	い〜どぅ〜
sugar-no-kimochi	いとうかこ	伊藤かこ/説話社
sugiyama-genshou-irasuto-sakuhinshuu	すぎやま現象	すぎやまＧｅｎｓｈｏ
suhada-no-rinbu	村祖俊一	如月次郎
sui-gattsuo	七菱ヒロ	翠
suigetsurou-dreams	流水凜子	流水りんこ
suihee-riibe	東風実花	吾妻ナオミ
suiheisen-wa-yagate-matataku	茜田千	文乃　ゆき
suisei-no-gargantia	杉浩太郎	オケアノス/三途河ワタル
suisei-no-gargantia-meguru-kouro-haruka	狂zip	オケアノス/杉浩太郎
suit-ni-ai-o	明里もみじ	三浦　秀雄
suitei-nenrei-120-sai-kao-mo-shiranai-konyakusha-ga-jitsu-wa-chouzetsu-bikei-deshita	あさき美暮	シロヒ/茜音 かや/先崎 真琴
suiyou-kyoudai	西巻拓馬	小菊路 よう
suizoku-company	中川海二	イシイ 渡
sukatto-saibaemon	吉松孝博	サムシング吉松
sukeban-to-tenkousei	柴田文	ふじちか
suki	春キャベツ	祈崎ひな汰
suki-datta-gay-ga-hoka-no-josei-to-kekkon-shitemashita	七瀬	さいとう林子
suki-dayo-good-boy	川野暁子	花好 なぽ
suki-koso-momo-no-jouzunare	紀ノ上晟一	楠元 とうか
suki-nanoni-karada-dake	温泉川ワブ	栗原はるな
suki-nara-nugasete	上田にく	佐倉 リコ
suki-yorimo-chikaku	よの・志郎	マキノ
sukina-josei-no-type-wa	磯山晶	小泉すみれ（漫画家）
sukina-mono-wa-sukidakara-shouganai	つたえゆず	松平徹
sukitootta-gogo	尾崎未来	井上洋子（漫画家）
sukitte-itta-no-omae-darouga	marie漫画家	梅田みそ
sukoyaka-naru-toki-mo-kakeru-toki-mo	野口友梨子	野口 こゆり/ガク キリオ
sukumizu-uchuujin-ga-mina-san-ni-otsutae-shitai-koto-ga-arimasu	生方めぐみ	むうりあん
sukuna	とみ新蔵	山八喜村/臣新蔵
sukusuku	コージィ❤城倉	コージィ城倉
sukusuku-soramame	百山ネル	眉屋　まゆこ
sumikko-prima-u-15	うさとさや	三ツ沢大介
sunaakugari	大石普人	オオイシヒロト/宮部みゆき
sunao-ni-nareyo-kutteyaru	山本泰一郎	神崎柚
sundome-jieitai	片山誠	かたやま まこと
sundome-milky-way	ふなつ一輝	ふなつ かずき
sunstone	(unknown)	ステファン・セジク/上田 香子
sunuupii-no-motto-kiraku-ni	SchulzCharles Monroe	チャールズ・モンロー・シュルツ/谷川俊太郎
sunuupii-no-nonki-ga-ichiban	チャールズ・M.シュルツ	チャールズ・モンロー・シュルツ/谷川俊太郎
sunuupii-zenshuu	チャールズ・M・シュルツ|松岡和子	チャールズ・モンロー・シュルツ/谷川俊太郎
sunuupiitachi-no-kokoro-no-soudanshitsu	チャールズ M.シュルツ	チャールズ・モンロー・シュルツ/谷川俊太郎
sunuupiitachi-no-yasashii-kankei	チャールズ・M.シュルツ	チャールズ・モンロー・シュルツ/谷川俊太郎
supaidaaman-kizuna	関井シモン|渡辺進	水野 ハチ/小林 拙太
super-baby	青木庸	丸顔めめ
super-doll-licca-chan	征海美亜	征海未亜
super-giants	吉田竜夫	宮川一郎/桑田次郎
super-kaiki-fairu	藤堂Ryo	日本探検協会/藤堂りょう
super-robot-comic-getter-robo-hen	石川賢	G．G．C．
super-robot-taisen-alpha-4-koma-gyagu-battle	白石琴似	アンソロジー
super-robot-taisen-alpha-gaiden-4-koma-gyagu-battle	結城心一	アンソロジー
super-sentai-gahou	(unknown)	スタジオ・ハードデラックス株式会社
super-suto-4	(unknown)	コミックゲ-メスト編集部
supercar-no-ookami	池沢早人師	池沢さとし
superman-for-tomorrow	石川裕人	BRIAN　AZZARELLO
supeshiyaru-banguutara-mama	古谷三敏	中江嘉男/上野紀子
supinofu-de-aimashou	九重千花	いちかわ壱
supoon-nihongoban	大島豊|D	T・マクファーレン
surechigai-wa-fuufu-no-hajimari	沢田竜治	矢野　トシノリ
surfingman	梅沢春人	梅澤春人
suruga-meteor	戦記暗転	田中 ドリル
suruga-no-raita	塩崎雄二	塩崎ユウジ
susanoou	永井豪＆ダイナミックプロ	永井豪/ダイナミックプロダクション
susumamire-no-kishi	戯屋べんべ	comori/美浜　ヨシヒコ/fame
susume-dainaman	川野匠	池田匠
sutanbai-kiss	那須村さっこ	筋
suteishi-yuusha-maou-no-moto-de-restart	モクモクれん	ヤスウミ/市村鉄之助
suteki-tantei-labyrinth	深山和香	若山晴司/万城めいと
suterareta-kouhi	iNA漫画家	iNA/Yuna
suterareta-tensei-kenja	大沢祐輔	未来人A/クリカラマル/キッカイキ
suugaku-joshi	山口悠	安田まさえ
suupaaman-no-saigo	久世操|アダム・カウフマン	モンキー・パンチ
suzu-to-mitsugo-no-boyfriend	南部ワタリ	うちはら 香乃
suzume-kun-no-koe	天野雀	路田行
suzume-no-chun-chan	あなだ〔スペード〕もあ	あなだもあ
suzumiya-haruhi-no-kyouen	谷川流	角川書店
suzumiya-haruhi-no-yuuutsu	ツガノガク	みずのまこと
sweet-darling	辰巳仁	山田パン
sweet-embrace	みなみ遥	南かずか
sweet-home-2002	かやまゆみ	加山弓
sweetest-tripper	内田一奈	内田一菜
sword-art-online-progressive-kuraki-yuuyami-no-sukerutsuo	沖たばかり	川原　礫/ぷよちゃ/abec
sylvester	SYUFO	板橋しゅうほう
syrup-honey	伊藤ハチ	アンソロジー
taanee-gundam-tsuki-no-kaze	安田朗	あきまん
taberarechainayo	佐藤千恵	恩田ゆじ
tabi-to-gohan-to-shuumatsu-sekai	古町ゆき	文ノ梛
tabi-wa-all-pasu	ほなみ彩	少年FLY/高橋　美鈴(Friendly Land)/iimAn(Friendl
tabimiman	鳴原千	赤樫
tabun-kore-kara-ai-no-hibi	早蕨たまお	池森あゆ
tachibanaya-hanjouki	高橋もとこ	福田素子（漫画家）
tada-shiawasena-isekai-kazoku-seikatsu-tenseishite-kondo-koso-shiawase-ni-kurashimasu	君塚力	舞/水沢翔/えいひ
tadaima-okaeri	九重千花	いちかわ壱
tahiti-girl	石津カユ	吉村佳/あおしまたかし
taian-butsumetsu	石川ちか	石川チカ
taiichi-kun-ni-ezukesarete-masu	尾藤麻論	にわの池
taiko-no-tatsujin	大野純二	おおのじゅんじ
tailor-mori	がっきー	iko
taimashi-to-akuma-chan	髭乃慎士	トナミショウ
taishou-no-kondate	ジョポジョリン	さかき しん
taishou-otome-karte	編著	野広実由
taishou-shinkon-roman	くろばR	ナガトカヨ/砂川雨路
taishou-yuurei-apaato-houmeikan-no-shinmai-kanrinin	宇島葉	トモエキコ/竹村優希/カズアキ
taka-o-kukurouka	内田カヲル	内田かおる
takada-kun-wa-hajimete-ga-osuki	飛世	冴月ゆと
takaga-shishaku-chakunan-ni-kouki-na-hitotachi-ga-guigui-kite-comic	宮須弥	miyasumi
takamura-koutarou-chieko	村野守美	北川 太一
takane-no-hana-nara-ochitekoi	日向きょう	夏目あやの
takane-no-hana-wa-chirasaretai	右京あやね	左京亜也
takane-no-hana-wa-midasaretai	右京あやね	左京亜也
takao-no-tengu-to-datsu-haihiiru	氷堂涼二	氷堂リョージ
takao-no-tengu-to-midori-no-heijitsu	氷堂涼二	氷堂リョージ
takarakuji-de-40-oku-atattandakedo-isekai-ni-ijuu-suru	FLOWERCHILD	今井ムジイ/すずの木くろ/黒獅子
takarakuji-ga-atatta-no-de-level-1-kara-seiken-o-katte-miru	あたりめpub. 2022	あたりめ/羽田遼亮
takase-san-wa-dorukatsu-ni-muchuu-desu	印イェニ	師走ほりお
takatora-kun-to-omegatachi	小林嵩人	朝田　ねむい
takayukashiki-shoujo	帯屋ミドリ	滝川いづみ
takeda-shingen-2023	深谷陽|佐藤修弘|木村栄志	井上靖/小堺昭三
takeru-1997-2	葉月京	寺沢武一
takeru-no-chikai	能田茂	のだしげる/高橋三千綱
takumashii-ude-ni-ubawareru	原浩	フジキハルカ
tamage	稲荷家房之介	九条友淀
tamaokuri-no-shima	ささやななえこ	ささやななえ
tamaranai-no-wa-koi-nanoka	ナカガワパリ	空華 みあ
tamaroido-choucgandamu	神矢みのる	神谷みのる
tamarowa	伊藤里	山口 ミコト/まりお
tamer-san-no-vuiaaruemuemuoo-ikusei-nisshi	上下|沢村治太郎	うえした/ジャジャ丸
tamer-shimai-no-mofumofu-haishin	鵜吉しょう	Nokko/龍翠/水玉子
tanaka-no-atelier	山内コウタロウ	折月なおやす/ぶんころり
taneda-mikio-de-gozaimasu	ウヒョ助	塚脇永久
tange-sazen	伊藤隆夫|湖玉次吉	手塚治虫
tanin-doushi	尾崎未来	井上洋子（漫画家）
tanin-ni-wa-mienai-oryouri-no-sensei	榊間おつぶ	榊󠄀こつぶ
tanken-driland	新崎コウ|今野ユウキ	坂口龍狼/グリー
tanku-chea	渡邉たろう	やしろ 学
tanoshii-shinsengumi	渡辺電機(株)	渡辺電機
tanoshiku-nakayoku-yasashikune	杉基イクラ	くおん摩緒
tantei-higurashi-tabito-no-sagashimono	菅原竜	すがはら　竜/山口　幸三郎/煙楽
tantei-no-shikigami	紅城蒼	田辺　ゆがた
tanuki-to-kitsune-to-satogurashi	小石川イオリ	くみちょう
tanukitsu	石川ちか	石川チカ
taoreru-toki-wa-maenomeri	いのうえさきこ	井上咲子
taresokare	ハイソンヤギ	モリコロス
tasukete-dokutaa-dokuta	三葦十夢	神内 アキラ
tatara-no-tsuji-ni	ささやななえこ	ささやななえ
tatarigami-no-shokutaku	水沢充	水沢クロマル
tate-no-yuusha-no-nariagari	あいやーぼーる	藍屋球/アネコ　ユサギ/弥南　せいら
tate-no-yuusha-no-toaru-ichinichi	鳴原千	赤樫/アネコ　ユサギ/弥南　せいら
tatoe-todokanu-ito-dato-shitemo	真船佳奈	tMnR
tatoeba-rasutodanjon-mae-no-mura-no-shounen-ga-joban-no-machi-no-shokudou-de-hataraku-nichijou	篠原悠希	サトウとシオ/草中/和狸ナオ
tatsuki-ryou-senshuu	竜樹諒	たつき諒
tatsuki-to-tamaki	沖尚樹	吉田 ユウマ
tatta-ka-ta-ka-maru-kun	(unknown)	せのおえりか/せのおしょうご
teal-blue-no-hairo	石川オレオ	河井あぽろ
teddy-boy	やぎざわ梨穂	源氏街子
teens-blues	コージィ❤城倉	コージィ城倉
teihen-suit-cheat-madoushi-ni-tenshoku-suru	たしろたくや	kimimaro/タシロタクヤ
teiirekkusu-na-kanojo	映画館	三三
teion-buranketto	坂井久仁江	国枝彩香
teiou-joushi-no-choukyou-sekkusu	松本ゆうか	空海リク
teiou-joushi-no-dekiai-sekkusu	松本ゆうか	空海リク
teira-to-kera	高妍	市川　ヒロ
tejina-senpai	ささのゆゆすけ	アズ
tekichuu	能田茂	のだしげる
tekitoo-na-maid-no-onee-san-to-erasou-de-ichizu-na-botsu-chan	jin	大原　ロロン
tekken-shoujo-urami-chan	小石川イオリ	くみちょう
tekketsu-no-amaryllis	三木よう子	久遠社
tekuteku	山崎峰水	山崎浩
telepathy-shoujo-ran	いーだ俊嗣	いーだ敏嗣/あさのあつこ
telomere	維邪之托刀	鶴川かきお
ten-o-ugokasu	カエデミノル	森しんいち
tenamonya-gousokkyuu	内山まもる	内田まもる/末田雄一郎
tenchi-meisatsu	槙えびし	槇 えびし/冲方 丁
tenchou-dame-zettai	細堀ゆかり	柴 なつみ
tenchura	こうきくう	茶々/伏瀬/みっつばー
tendou-no-singularity	浪咲ゆか	大崎　ミツル/砂阿久　雁/長谷　敏司
tengoku-abe-2002	安部慎一	安部　愼一
tengoku-ya-jigoku	ねてる	泉昌之
tenjouura-kara-douzo-yoroshiku	加藤えりこ	くるひなた/加藤絵理子
tenka-hyakken-shun	桂イチホ	多門　結之/天華百剣プロジェクト
tenka-ichi-dai-katsugeki	古澤純也	ふるじゅん
tenkeiteki-na-akuyuu	水樹和佳子	水樹和佳
tenma-no-sora	倉科遼	智中天/北森鴻
tenmasou-no-sanshimai	髙橋ツトム	高橋ツトム
tennen-na-koroshiya-san-to-fuun-na-oyome-san	吉舎和幸	卯月 たける
tennen-shiyoku-danji-burai	高橋和希	高橋一雅
tenohira-kaitakumura-de-isekai-kenkokuki	サカガキ	ヤツタガナクト/星崎　崑/あるや
tenohira-neko	海月れおな	鷹野 久
tensai-majo-no-maryoku-gare	山草遊	辻島 もと
tensai-mangaka-no-satou-san-love-ni-tsuitewa-munou-desu	角川青羽 (上海) 文化創意有限公司	ポンキチ/丸丸子/角川青羽
tensei-akujo-no-kurorekishi	まめちょろ	冬夏アキハル
tensei-babaa-wa-misugosenai	マツリ|橋広功	文月路亜/ナカノムラアヤスケ
tensei-gotoki-de-nigerareruto-demo-nii-san	玉盛順一朗	ユリシロ/紙城　境介/木鈴　カケル
