slug	current_authors	rakuten_author
tensei-idol-to-doruota-no-kishi	沙嶋カタナ	佐久本あゆ
tensei-jijo-no-chiebukuro	Emipub. 2021	Emi+/江本マシメサ
tensei-joou-no-mattari-nonbiri-isekai-recipe	風緒	池知奈々/雨宮れん
tensei-joou-wa-ai-yori-ryouchi-ga-hoshii-node-seiryaku-kekkon-o-kibou-shimasu	サコpub. 2023	サコ/柊 一葉
tensei-kizoku-no-bannou-kaitaku	カタケイ	錬金王/Kuron/るれくちぇ/成瀬 ちさと
tensei-kyuuketsuki-san-wa-ohirune-ga-shitai	咲良	ちょきんぎょ。/47AgDragon
tensei-majo-wa-horobi-o-tsugeru	柴宮幸	sora/柚原　テイル
tensei-ouji-wa-daraketai	TENGEN	朝比奈和/堀代ししゃも
tensei-ouji-wa-renkinjutsushi-to-nari-koukokusuru	桂イチホ	月夜涙 (GAノベル／SBクリエイティブ刊)/S.濃すぎ/新堂アラタ
tensei-reijou-wa-seirei-ni-aisarete-saikyou-desu	はなpub. 2021	はな
tensei-shita-akuyaku-reijou-wa-fukushuu-o-nozomanai-the-comic	鶏尾	あかこ/磐秋ハル
tensei-shitara-butouha-reijou	伊恵中二	白瀬やや/きゃる
tensei-shitara-koutei-deshita	久松エイト	櫛灘ゐるゑ
tensei-shitara-koutei-deshita-umarenagara-no-koutei-wa-konosaki-ikinokoreru-ka-comic	久松エイト|魔石の硬さ	櫛灘ゐるゑ
tensei-shitara-mob-deshita-namida-shibou-flag-o-kaihi-suru-tame-yakushi-ni-narimasu	虎井シグマ	橘ミズキ/江本マシメサ/雪子
tensei-shitara-ore-ga-heroine-de-aitsu-ga-yuusha-datta	あかうめ	みずのもと
tensei-yakushi-wa-isekai-o-meguru	くっきぃ	マツオカヨシノリ/山川イブキ
tenshi-no-3p-no-3p	大宮宮美	蒼山　サグ/おーみや/てぃんくる
tenshi-no-heart-rhythm	極楽院櫻子	さくらあしか
tenshi-no-uta-nishida-2007	西田ヒガシ	西田東
tenshin-ranman	太田早紀	ほんだちはる
tenshinowakka	ささやななえこ	ささやさなえ
tenshoku-no-shinden-o-hirakimashita	まおpub. 2020	吉沢はたろう/土鍋
tenshou-ero-elf-no-naka-no-hito-wa-29-sai-shojo-ol-desu	清水しの	蒼田カヤ
tera-formars-gaiden-rain-hard	木村聡	橘賢一/貴家悠
teramen	明日かかん	白井慶太
terebi-no-sekai	奥谷通教	奥道則
terigaki	久保田眞二	久保田真二
teriyaki-uesutan	高木かな子	高木かなこ
terror-night	青インク	月見 隆士
terumi-terumi-terumi	徳田春生	岡田鯛
teruya-kun-wa-hodasarenai	桂イチホ	茶藤あんこ
teryouri-otoko-no-yuuwaku	しおた道子|桜月ナナカ|龍本みお	アンソロジー
tesla-note	和武はざの	三宮 宏太/西田 征史/久保 忠佳
tesouka-michiru	さくらい	西谷泰人/miyako
test-ni-deru-kamo-eitango	上重☆さゆり	じょうさゆり
tetsu-no-ou	佐野隆	さの隆
tetsugaku-letra	夢花李	佐原 ミズ
tezuka-gakuen	呉由姫|筑波さくら|ながやま由貴	手塚治虫
tezuka-osamu-1996	伴俊男	小学館
thats-arajin	SYUFO	板橋しゅうほう
the-athletes	田近康平	淡田青
the-bad-guys	BlabeyAaron	アーロン・ブレイビー/中井はるの
the-big-o	ありがひとし	有賀ヒトシ
the-boulder	あまみね	蜜浦 ミノル
the-boxer	LEEHYE	JH
the-boys	シンギョウガク	ガース・エニス/ダリック・ロバートソン/椎名 ゆかり
the-combat	望月三起也	南聖二
the-drift-girl	飯島祐輔	飯島ゆうすけ
the-hitman	松枝尚嗣	堀井覚司
the-idolmster-million-live-theater-days-4-komashiataa-no-nichijou	mizuki|せるげい|ima	アンソロジー
the-king	倉科遼	司敬
the-konbatto	あさりよしとお	南聖二
the-next-generation	麻宮騎亜	菊池　通隆
the-red-thread	森長あやみ	晴山　日々子/Lazysheep
the-spy-s-family	松枝尚嗣	堀井覚司
the-walking-dead	AdlardCharles	ロバート・カークマン/トニー・ムーア
the-witcher	QuerioJoe	ポール・トビン/ジョー・ケリオ/江原 健/本間 覚
the-x-files	望月三起也	かきざき和美
third-gear	胡原おみ|須本壮一	本そういち/狩撫麻礼
third-human	維邪之托刀	鶴川かきお
third-street	須本壮一	本そういち
thrill-kun	板井れんたろう	坂井　れんたろう
tickets	いーだ俊嗣	すんぢ
ticktack-gangan	あきづきりょう	秋月亮
tiger-mask	辻なおき	辻まさき/梶原一騎
time-diver-govison	阿部忍	柿沼秀樹/菊池通隆
to-heart-2	御形屋はるか	高雄　右京
to-heart-2-2005	きたうみつな	御形屋　はるか/AQUAPLUS
toaru-joshidaisei-no-nichijou-ni-miru	こんちき	山田　秀樹
toaru-kagaku-no-mental-out	灰村キヨタカ	鎌池　和馬/乃木　康仁/はいむら　きよたか
toaru-majutsu-no-baacharon	灰村キヨタカ	鎌池　和馬/ひびぽん/はいむら　きよたか/竹/カトキ　ハジメ/涼風　涼
toaru-mei-tantei-to-joshu-no-rabukome-teki-nichijou-tantei-wa-mou-shinde-iru	オノヤマコズエ	二語十/うみぼうず/炒芽　もやし
toaru-ohime-sama-no-hanashi	芋畑サリー	亜乃　アメ助
toaru-tenin-to-kyaku-no-hanashi	えむだ	幸子
toban-sama-no-enmusubi	濱田みふみ	三村　たけ/東堂　燦/白谷　ゆう
tobe-ippatsu	つちやスミオ	つちやすみお/えざきまん
tobidase-doubutsu-no-mori	大崎亮平	コーヘー
tobidase-tsuzui-san	内野こめこ	つづ井
tobira-wa-hiraku-ikutabimo	竹宮惠子	竹宮恵子
toheart2-anotherdays	浜弓場双	双/Leaf
tokaku-no-kyoudai	アオキタクト	十束椿
tokedase-mizore-chan	酒井敦朗	足袋 はなお
toki-o-tomeru-shokeinin-wa-gisoutsuma	田中守pub. 2021	田中守
tokiiro-kazoku	墨リンダ	淡沢さわ
tokijiku-no-kaku-no-konomi	山岸凉子	山岸　涼子
tokimeki-no-ikenie	ひよどり祥子	うぐいす 祥子
tokiwasou-seishun-monogatari	手塚治虫	知里高央/横山孝雄
tokiwasure-no-sutehime	(unknown)	荒巻美由希/坂口いく
tokkou-jimuin-minowa	蓮乗寺メイ	小川圭
toko-r55	月島冬二	イワシタシゲユキ
tokubetsu-ja-nai-hi	FLOWERCHILD	稲空穂
tokugawa-15	赤のキノコ	斯波浅人
tokugawa-no-mashira	昭時大紀	藤田かくじ
tokumei-research-200x	幡地英明	FERC/中村　修
tokumu-daizero-kikan-no-nichijou-itanroku	ビリー・バリバリー	アキハル　ノビタ
tokyo-2018	上条淳士	上條 淳士
tokyo-7th-sisters	中村颯希	山吹ざらめ/Donuts/茂木　伸太郎
tokyo-batsu-tengoku	なかはら★ももた	なかはら桃太
tokyo-beni-rashin	高嶋ひろみ	南京ぐれ子
tokyo-blue	ワタセセイゾウ	わたせせいぞう
tokyo-d	空木哲生	祀木円
tokyo-eden	ワタセセイゾウ	わたせせいぞう
tokyo-eighties	大石知征	安童夕馬
tokyo-hyakki-yakou	宮川サトシ	宮川さとし
tokyo-kaidou	望月峯太郎	望月ミネタロウ
tokyo-kakutou-doll	たちばなかおる	みやすのんき/橘かおる（漫画家）
tokyo-karumen	花小路ゆみ	花小路小町
tokyo-myuumyuu	征海美亜	征海未亜
tokyo-rinkaiten	hal	ハル
tokyo-saitei-saiaku-saikou	八守りょう	鳥 トマト
tokyo-sekaimeshi-kikou	井上咲子	いのうえさきこ
tokyo-shiki	hal	ハル
tokyo-tabi-sanpo	山口ヨシノブ	山口よしのぶ
tokyo-tower-koibito-tachi-no-tatakai	菊池としを	日本放送協会
tomadoi-no-shichueeshon	たむら純子	田村純子
tomo-no-shi-o-koete	高岩ヨシヒロ	日本放送協会
tomodachi-ga-watashi-o-wakarase-ni-kuru-node-shouri-no-megami-no-chikara-o-karite-kocchi-mo	ZuccheriLaura	ショウマケイト
tomodachi-ijou	おかざき真里	オカザキマリ
tomodachi-magunetto	八色	まご
tomodachi-no-imouto-ga-ore-ni-dake-uzai	(unknown)	三河ごーすと（GA文庫／SBクリエイティブ刊）/平岡 平/トマリ
tomodachi-o-tsukurou	ZuccheriLaura	ショウマ ケイト
tomodachi-wa-kiss-shinai	鮫類	参号ミツル
tomoe-mami-no-heibonna-nichijou	玖乃緑	Magica　Quartet/あらたまい
tomogui	ジジ＆ピンチ	RAZEN/金沢　伸明
tonari-no-801chan-kojima-2008	もこやま仁	仁/小島アジコ
tonari-no-heya-no-paranoia	みなみ遥	南かずか
tonari-no-kuuderella-o-amayakashitara-uchi-no-aikagi-o-watasu-koto-ni-natta	むつき潤|熊乃げん骨	雪仁/かがちさく/青島　かなえ
tonari-no-mono-desu	なつみ×ちさと	なつみ/ちさと
tonari-no-seki-ni-natta-bishoujo-ga-horesaseyou-to-karakatte-kuru-ga-itsu-no-ma-nika-kaeriuchi-ni	あぐにゅん	宮古蜂/荒三水
tonari-no-seki-no-james-kun	yutakapub. 2025	yutaka
tonari-no-uchuujin-ga-kowai	小手万里	阿東　里枝
tondemo-skill-de-isekai-hourou-meshi-sui-no-daibouken	綿桐さや	双葉もも/江口連/雅
tonton-touma	綱渕貴仁	網渕貴仁
tonton-wanko-baggu	上重☆さゆり	上重さゆり
toono-tabemonogatari	人見惠史	人見恵史
toorigakari-ni-wan-point-adobaisu-shiteiku-type-no-yankee	中村朝	おつじ
toorisugari-ni-koroshitai	竹宮惠子	竹宮恵子
toppu-10	ザンダー・キャノン|ジーン・ハー	アラン・ムーア/ャスダ　シゲル
tora-kun-wa-kyou-mo-ojou-sama-ni-tamesareru	つわぶき杏	菊乃 杏
tora-no-ko-ga-nanoni-semattekuru-hanashi	日本サぱ協会	吾笠花
tori-kurasuta-ni-sasagu-tori-4-koma	よしだ☆かおる	よしだかおる
torikagohimezono	長谷部百合	長谷川百合
torima-furo-ikane	中川海二	イシイ 渡
toron-ni-kobun	火浦R	アンソロジー
toshigoro-no-otokonoko-to-are	右京あやね	左京亜也
toshinosa-dekiai	やもり四季	神無月なな/斉河 燈
toshishita-dekiai-tokidoki-ookami	なもなき	蝶らら
toshishita-kun-ga-asa-made-hanashite-kuremasentsu	桜谷シュウ	岡田 衣代
toshishita-no-ryuugi	黒沢椎	円屋榎英
toshishita-onzoushi-to-konzen-etchi	まつだいお	星乃 みなみ
toshiue-no-kare-wa-amaku-daku	古賀てっ子	古賀てっこ
tosouya-harii	髙橋雄一郎	高橋雄一郎
toto-to-poncho	タイガー立石	タイガ-立石
totsugawa-keibu-hanzai-report	小山田いく|服部あゆみ|瀬畑純|鳥羽笙子|宗美智子|風祭壮太|大舞キリコ	西村京太郎
totsugawa-keibu-mystery-special	中西ゆか|苑場凌	西村京太郎
totsugawa-keibu-to-meitanteitachi	渋沢サツキ|小山田いく|浦川まさる＆佳弥|鳥羽笙子|宗美智子|大舞キリコ	アンソロジー
totsuneetsu	うおやま	児玉 潤
totsuzen-papa-ni-natta-saikyou-dragon-no-kosodate-nikki	冴木ぽてり	火事屋/蛙田アメコ
tottegorannasai	高倉あつこ	高倉あつ子
tou-no-kanri-o-shitemiyou	ぷにちゃん|えかきびと|リスノ	盧恩＆雪笠(Friendly Land)/早秋/雨神
tou-no-shotou-no-itoori-otome	esk|ニシキギカエデ	佃　繁奈/渡来　みずね/チェリ子
tou-rippuru-kun	竹宮惠子	竹宮恵子
toudoukunchi-no-maid-shota	由葵るゆ	びみ太
tougenkyou-e-youkoso	仲乃商店	水谷麻志/イダタツヒコ
touhou-chirei-kiden	るれくちぇ	ZUN/銀木犀
touken-ranbu-hanamaru	HIDERO	橋野 サル/「刀剣乱舞ーONLINE-」より(DMM GAMES/Nitropl
touken-ranbu-online-kizuna	綾峰欄人|横島一|河田雄志|清水栄一|猪原賽|アラキマリ	アンソロジー
toukoku-no-subaru	後藤	カトウ チカ/小林 裕和/カトウ コトノ
toukyouzman	桑田二郎	桑田次郎/久米穣
toukyuu-hands-niwa-midoriepuron-no-kamigami-ga-iru	瑠沢るか	るかぽん
towa-no-quon	備前やすのり	備前　安規/BONES
toyotomi-hideyoshi-chiba-1996	大林かおる	小和田 哲男
tozaki-san-wa-boku-ni-dake-tsumetai	saku漫画家	saku
trans-venus	田巻久雄	たまきひさお
transformers-classics	FurmanSimon|BudianskyBob|石川陽介|Macchioral	ボブ・バディアンスキー/フランク・スプリンガー
transformers-more-than-meets-the-eye	MilneAlex|神山りお|RaizeJames	ジェームズ・ロバーツ/小池　顕久
transit	いーだ俊嗣	すんぢ
trap-kiken-na-motokare	ruu漫画家	ruu
trash-can	藍川さとる	古張乃莉
travel	横山裕一	横山祐一
trench-flowers	BessGeorges	香深村れん
trouble-travel	愁☆一樹	愁一樹
tsubaki-knight-club	丸山哲弘	哲弘
tsubaki-kun-no-netsu-ni-oboretai	上乃凛子	北ムラサキ
tsubasa-wa-yomigaetta	石川森彦	日本放送協会
tsuburaya-age	小林たつよし	市川 森一
tsuchikaburi-no-elena-hime	夢木みつる	晴海 ひつじ
tsuda-umeko	みやぞえ郁雄	津田塾大学・津田梅子資料室
tsugaru-seishun-sanga	倉科遼	司敬
tsugi-no-kuuhaku-o-umeyo	夏のティー	新本 浦子
tsugunai-mahou-shoujo-karenza	岬ねおん	宮月 新/下内 遼太
tsui-no-hito	村瀬佳子	清水 俊
tsuihousareta-ossan-boukensha-jitsu-wa-party-menbaa-ni-yabai-hodo-shitawarete-ita	こわたりひろ	勇希ギンモ/秋月静流
tsuihousareta-ouji-no-teii-dakkan	コミックルーム|はやさかめばゑ	ボビー大澤/COMIC ROOM
tsuihousareta-sareta-kazetsukai-renseijutsushi-to-jidaiokure-no-saikyou-mahoutsukai	第616特別情報大隊|舞嶋大	山崎千裕/雪野宮竜胆/苺野しずく
tsuihousareta-sareta-renkinjutsushi-adaruto-guzzu-de-sekai-o-sukuu	中浦トモキ	上田 勇李
tsuihousareta-sareta-renkinjutsushi-san-saikyou-no-dungeon-o-tsukurimasenka	芋畑サリー	未来人A/三登 いつき/吐兎モノロブ
tsuihousareta-sareta-tensei-juukishi-wa-game-chishiki-de-musou-suru	まつたけうめ	猫子/武六甲理衣/じゃいあん
tsuihousareta-suru-gawa-no-monogatari	渡嘉敷拓馬	鷲見 九/モンチ02/コダケ
tsuioku-no-aashiveru	縞	Cygames/壱月たか/綾峰欄人
tsuiraku-jk-to-haijin-kyoushi	三月ソラ	sora
tsuisekisha	倉科遼	司敬
tsuiteru-kanojo-fujima-2005	藤真拓哉	雑破　業
tsukarekitta-onna-ga-shinuhodo-iyasareru-tame-ni	しおだまりん	山口　えいと
tsuki-ga-kirei-desune-suzuyuki-2015	すずゆき	えだお
tsuki-ga-michibiku-isekai-douchuu	鷹木骰子	木野コトラ/あずみ圭
tsuki-no-hikari-hoshi-no-michi	浅見侑	Lee
tsuki-no-omoide	シバ	三橋乙揶
tsuki-to-nosutarujiya	くもぎり太郎	一条和春
tsuki-to-suppin	メソポたみあ	アケガタ ユウ
tsuki-wa-hitsuji-o-kazoenai	studio HIP-CATs	桜木　蓮
tsukiko-no-fushigi	水樹和佳子	水樹和佳
tsukimigusa	伊丹澄一	小野田真央
tsukipro-the-animation	直山	朝谷コトリ/ふじわら
tsukitousagi	九重リココ	小虎
tsukiyo-no-gourmet	ENZO	舞城 王太郎/奥西 チエ
tsukurogu	鹿子木灯	今村　朝希
tsukushi-hiyori	八海薫	上田ゆい
tsuma-shougakusei-ni-naru	花形怜	村田椰融
tsumande-kande-switch-on	秋月綾	川野タニシ
tsumari-souiu-koto-karada-wa-ai-ni-hairimasuka	花本八満	獅山雨為
tsumi-to-batsu	岩下博美	フョ-ドル・ミハイロヴィチ・ドストエフス/汐見朝子
tsunkoro-tasuke	山崎匡佑	山崎享祐
tsuppari-seito-to-nakimushi-sensei	六田登	日本放送協会
tsurami-sougokankei	大岩ケンヂ	大岩ケンジ
tsurenai-hodo-aokute-azatoi-cry-ni-akai	tomomi漫画家	tomomi
tsurenai-kanojo-no-hitorijime	四宮和	甘里 シュガー
tsurezuregusa	しもがやぴくす＆みらい戻	しもがやぴくす
tsutsumi-tainoshin-houchouroku	岡田屋鉄蔵	崗田屋愉一
tsutte-tabetai-gyaruzawa-san	ふなつ一輝	ふなつ かずき
tsuukai-maihoomu	池沢早人師	池沢さとし
tsuyameku-yami-to-oboreru-hikari	安部沙槻	沙槻
tsuzure-no-leghorn	kanbe	五辻みどろ
tutti	恩田時夫	片桐了
twin-1989	厦門潤	亜藤潤子
twin-reincarnation	村正みかど	浜村俊基・藤澤紀幸
twin-role	夢木みつる	晴海ひつじ
twindle-no-hakoniwa	オノタケオ	稚野 まちこ
twinkle-heart	井口ユミ	ひらいけい/寺田憲史
twinkle-kitchen	北村有香	きたむら ゆうか
twins	影崎由那	影崎夕那
twins-sing	うさとる	ゴリラスロウ
two-beliefs	PutriYasmine	内谷
two-on-the-road	ワタセセイゾウ	わたせせいぞう
uanpu-meshimase	砂倉そーいち	砂倉そ-いち
uchi-no-apaato-no-yousei-san	SharpLiam	あまからするめ
uchi-no-danna-ga-ama-chan-de	たみふる	雷蔵/神楽坂 淳
uchi-no-hentai-maid-ni-osowareteru	saku漫画家	saku
uchi-no-isourou-ga-sekai-o-shouakushiteiru	いーどぅー	い〜どぅ〜/七条剛
uchi-no-maid-to-kekkonsuru-tame-nara-ore-wa-harem-o-tsukuru	森名尚	火野あかり
uchi-no-maou-kamimasenyo	人類補完計画監視委員会	おとうさん
uchi-no-neko-ga-yuu-koto-nya	(unknown)	猫大好き同盟
uchi-no-obaa-chan-ga-motoyan-ni-nerawarete-imasu	中島諒	星倉ハル
uchi-no-otoutodomo-ga-sumimasen	尾崎あきら	オザキ アキラ
uchi-wa-wakarete-kurashiteru	神田はるか	カワハラ 恋
uchida-kachou-no-himitsu-no-jouji	MartinaDiego	おとねこね
uchinanchu	仲宗根みいこ	仲曽根ミーコ
uchira-wa-mabudachi	安房さとる	やまもとりえ
uchouten-kazoku	牛込トラジ	岡田祐/森見登美彦
uchuu-no-stellvia	あきづきりょう	秋月　亮/XEBEC
uchuu-seibutsu-mojakou	藤子不二雄	藤子・Ｆ・不二雄
uchuu-senkan-yamato	ひおあきら|企画	松本零士/藤川桂介
uchuu-senkan-yamato-1993	ひおあきら	松本零士/藤川桂介
uchuu-senkan-yamato-2199-higan-no-ace	中西達郎	東まゆみ/西崎義展
uchuujin-puruka	関﨑俊三	関崎 俊三
ude-to-dokyou-no-torakkubin	はやせ淳	日本放送協会
udedori	ミナヤマカエル	先御 見瑠人
udegashi-no-ten	安部譲二	政岡としや/阿部譲二
uemura-naomi	本庄敬	中出水 勲
uesugi-kenshin	岡村賢二	さいとう・たかを
ufo-robo-grendizer	岡崎優|桜多吾作|ダイナミックプロダクション	永井豪
uguisudani-dead-zone	モチ漫画家|マシマロウ	井深 みつ/三日閉 両
uizaadorii-4koma-4-ga-oukoku	(unknown)	アンソロジーGGC
ukiyo-hatsukoi-emaki	くろばR	ナガトカヨ
ukkari-haitchatta-itoko-to-mitchaku-geemuchuu	米餅昭彦	なめぞう
ukkari-heika-no-ko-o-ninshinshiteshimaimashita	はるこ	西野向日葵/田中文
ukulea	MIDORIpub. 2024.9	MIDORI
ultra-choudensetsu	居村眞二	居村真二
ultra-danchi-kyuu	大石普人	オオイシヒロト
ultra-m	Woody-Rinn	森林りんご
ultra-ninpouchou-flash	御童カズヒコ	御堂カズヒコ
ultra-seven-productions-1998	伊東章夫|桑田二郎|中沢啓治|福元一義	桑田次郎
ultra-superstar	オオシマヒロユキ	おおしまひろゆき
ultraman-80-uchuu-daisensou	居村眞二	居村真二
ultraman-g	島本和彦	清水栄一（漫画家）/下口智裕
umamusume-pretty-derby-umamusumeshi	縞|あきのみどり	浅草 九十九/Cygames
umayako-no-hime-miko	山岸凉子	山岸　涼子
umehara	格 折笠|ケンゴロー 西出|マキ 友井	梅原　大吾/西出　ケンゴロー/折笠　格
umi-no-tairiku-noa-plus	じゅきあきら・T・	じゅきあきら
umibe-no-q	KINACO	背川昇
umineko-no-naku-party-ni-tea-party-of-the-witches	30M先	平こさか/竜騎士07
uminekotei-he-youkoso	村尾ただよし	村尾忠義/剣名舞
under-dog	冨田望pub. 2022	冨田 望
undercover-cops	氏賀Y太	古葉美一
uni-uni-uni-uni	つっつ	青田めい
unjou-ni-utaite-kimi-o-matsu	花形怜	村田椰融
unmei-no-aite-wa-joushi-datta	(unknown)	MUGEN FACTORY
unmei-no-hito-to-deaeru-koisuru-app	背筋	結城　にこ/弥生　万智
unmei-no-makimodoshi	舞嶋大	木村 風太
unmei-no-noroware-ouji-to-mahou-gakkou-de-futatabi-koi-ni-ochiru	凪咲夕	佐倉 ロゼ/すめうむ
unmei-o-shinjinai-kare-ga-iu-niwa	オトクニ	おむ・ザ・ライス
