slug	title	year	missing
mitsu-ai	蜜逢い	2015	両方欠
mitsuama-kisu	蜜甘キス	2015	両方欠
mitsue-baa-chan-to-boku	みつえばあちゃんとボク	2015	両方欠
miyamoto-san-maji-de-yametekudasaitsu	宮本さん本気でヤメてくださいっ	2015	両方欠
mizuiro-museum	みずいろミュージアム	2015	両方欠
mizuki-shigeru-no-izumi-kyouka-den	水木しげるの泉鏡花伝	2015	両方欠
mizuki-shigeru-no-nippon-ryouiki	水木しげるの日本霊異記	2015	両方欠
mobile-suit-gundam-anaheim-record	機動戦士ガンダムANAHEIM RECORD	2015	両方欠
mobile-suit-gundam-gaiden-rebellion	機動戦士ガンダム外伝REBELLION	2015	両方欠
mohaya-watashi-wa-kifujin-desu	もはや私は貴腐人です	2015	両方欠
momoiro-armet	ももいろアーメット	2015	両方欠
momopuro-zetto-z-super-star-rendetsu	ももプロZ AEスーパースター列伝	2015	両方欠
momotarou-kun	モモタロウくん	2015	両方欠
monban-kaeru-wa-shagamitai	門番カエルはしゃがみたい	2015	両方欠
money-football	マネーフットボール	2015	両方欠
monochrome	モノクローム	2015	両方欠
mononoke-dk	モノノケDK	2015	両方欠
mononokesou-no-niitodomo	もののけ荘のニートども	2015	両方欠
monster-satsujin-jiken	モンスター殺人事件	2015	両方欠
more-than-waazu	モアザンワーズ	2015	両方欠
mori-no-crisis	森のクライシス	2015	両方欠
moriawase-girl	盛り合わせガール	2015	キャッチ欠
motoyan	元ヤン	2015	両方欠
mouheki	モウヘキ	2015	両方欠
mouse-guard	マウスガード	2015	両方欠
mujuuryoku-girl	無重力ガール	2015	両方欠
mukade	百足	2015	両方欠
murakami-san-no-tokoro	村上さんのところ	2015	両方欠
mushishi-2015	蟲師	2015	両方欠
musuko-no-ore-eno-taido-ga-kihonteki-ni-hidoi-node-manga-ni-shite-mimashita	息子の俺への態度が基本的にヒドイので漫画にしてみました。	2015	両方欠
musumeaji	娘味	2015	両方欠
muteki-no-ofutari-sama-sakaba	無敵のおふたりさま酒場	2015	両方欠
my-animal	マイアニマル	2015	両方欠
nagata-masami-love-joshi-tanpenshuu	永田正実 恋愛女子短編集	2015	両方欠
nagisa-nite	なぎさにて	2015	両方欠
naisho-no-toguro-san	ナイショの戸黒さん	2015	両方欠
nakahara-aya-love-joshi-tanpenshuu	中原アヤ恋愛女子短編集	2015	両方欠
nakaseta-sekinin-tottekure	泣かせた責任とってくれ	2015	両方欠
nama-aruaru-akahaji-etchi-dokusha-toukou-best	〔○生〕あるある赤面エッチ読者投稿ベスト	2015	両方欠
nama-fuyu-no-shinuka-to-omotta-dokusha-toukou-best	〔○生〕冬の死ぬかと思った読者投稿ベスト	2015	両方欠
nama-natsu-dai-hanseikai-esupii-dokusha-toukou-best	〔○生〕夏大反省会SP 読者投稿ベスト	2015	両方欠
nama-natsu-kyuushi-ni-isshou-dokusha-toukou-best	〔○生〕夏九死に一生読者投稿ベスト	2015	両方欠
nama-oshigoto-urabanashi-dokusha-toukou-best-moto-staff-ga-gekihaku-shougeki-yabayaba-gyoukai-hi	〔○生〕お仕事ウラ話読者投稿ベスト 元スタッフが激白!衝撃ヤバヤバ業界(秘)スクープ416p!!	2015	両方欠
nama-tondemo-kankon-sousai-dokusha-toukou-best-kekkonshiki-koborebanashi-shinrou-shinpu-dotabata	〔○生〕トンデモ冠婚葬祭読者投稿ベスト 結婚式こぼれ話!新郎新婦ドタバタ目撃談416p!!	2015	両方欠
nama-ukkari-dai-shitsugen-dokusha-toukou-best	〔○生〕うっかり大失言読者投稿ベスト	2015	両方欠
namae-o-tsukete-hozon-shimasuka	名前をつけて保存しますか?	2015	両方欠
namakemono-diet	なまけものダイエット	2015	両方欠
namida-100-mantsubu-no-real-mamoritai	涙100万粒のリアル まもりたい	2015	両方欠
namida-no-akurya	涙の乙女	2015	両方欠
nanako-santeki-na-nichijou-rivaivaru	菜々子さん的な日常REVIVAL	2015	両方欠
nanatsu-no-taizai-irasuto-collection	七つの大罪 イラストコレクション	2015	両方欠
nani-shitenno-kami-sama	何してんの神様	2015	両方欠
naniwa-meshigurashi	ナニワめし暮らし	2015	両方欠
nanji-ore-ni-ai-o-chikae	汝、オレに愛を誓え	2015	両方欠
nano-ranger	ナノレンジャー	2015	両方欠
nanoha-yougashiten-no-ii-shigoto	なのは洋菓子店のいい仕事	2015	両方欠
nante-koddai-farao-kun	なんて古っ代!ファラオくん	2015	両方欠
nari-yuki-living	なり×ゆきリビング	2015	両方欠
nariyuki	成り行き	2015	キャッチ欠
naru-doma	ナルどマ	2015	両方欠
natsuhada-no-taion	夏肌の体温	2015	両方欠
natsukashi-famicom-monogatari	懐かしファミコン物語	2015	両方欠
nee-chan-to-ore-to-tokidoki-sensei	ねーちゃんとオレと、ときどき先生。	2015	両方欠
nefiruteitei-no-kyouzou	ネフェルティティの胸像	2015	両方欠
nekkoro-comic	ネッコロCOMIC	2015	両方欠
neko-douraku-odango	ねこ道楽 おだんご	2015	両方欠
neko-mo-ondake	猫も、オンダケ	2015	両方欠
neko-nanka-yondemo-konai-sonogo	猫なんかよんでもこない。その後	2015	両方欠
neko-nanode-mousugu-shinimasu	猫なのでもうすぐ死にます	2015	両方欠
neko-no-sekai-niwa-hako-ga-aru	猫の世界には箱がある	2015	両方欠
neko-no-te-wa-karinai	猫の手はかりない!	2015	両方欠
neko-tan	ねこたん。	2015	両方欠
neko-wa-matatabi	猫はまたたび	2015	両方欠
nekokei-kanojo-to-soushoku-otoko	猫系彼女と草食男子	2015	両方欠
nekomachi-shujuu	猫まち主従	2015	両方欠
nekoneko-darling	ねこねこダーリン	2015	両方欠
nekoneko-family	ねこねこファミリー	2015	両方欠
nekota-kojirou	猫田小次郎	2015	両方欠
nekoto-san-wa-neko-o-kabutte-iru	猫戸さんは猫をかぶっている	2015	両方欠
nene-san-no-supi-seikatsu	ねねさんのスピ生活	2015	両方欠
nettou-yakyuu-joshi	熱闘!野球女子	2015	両方欠
new-frontier	ニューフロンティア	2015	両方欠
news-it	NEWS×it	2015	キャッチ欠
nezumi-kage-o-tatsu	鼠、影を断つ	2015	両方欠
nibanme-no-otoko	二番目の男	2015	両方欠
night-king	Night King	2015	両方欠
nijigen-janpin	二次元JUMPIN'	2015	両方欠
nikoben	ニコべん!	2015	両方欠
nikuyoku-max-yarite-ol-no-nurenure-gyoumu	肉欲max!!ヤり手OLのヌレヌレ業務	2015	両方欠
ninfu	ニンフ	2015	両方欠
ningyohensei	人魚變生	2015	両方欠
nippon-no-rekishi-2015-10	日本の歴史	2015	両方欠
nippon-no-rekishi-2015-2	日本の歴史	2015	両方欠
nippon-no-rekishi-2015-3	日本の歴史	2015	両方欠
nippon-no-rekishi-2015-4	日本の歴史	2015	両方欠
nippon-no-rekishi-2015-5	日本の歴史	2015	両方欠
nippon-no-rekishi-2015-6	日本の歴史	2015	両方欠
nippon-no-rekishi-2015-7	日本の歴史	2015	両方欠
nippon-no-rekishi-2015-8	日本の歴史	2015	両方欠
nippon-no-rekishi-2015-9	日本の歴史	2015	両方欠
niwa-no-zabutoninu	庭のざぶとん犬	2015	両方欠
noa-no-ahobune	ノアの阿呆舟	2015	両方欠
noblesse	NOBLESSE	2015	両方欠
nohi-manga	ノヒマンガ	2015	両方欠
nokonoko-nishi-2015	のこのこ!	2015	キャッチ欠
norowareta-akai-hon	呪われた赤い本	2015	両方欠
nyan-kara-nyanko	にゃんからにゃんこ	2015	両方欠
obenkyo-no-ato-de-xxsuru	おベンキョのあとで××する?	2015	両方欠
oboreru-youni-dekite-iru	溺れるようにできている。	2015	キャッチ欠
ochikubo	おちくぼ	2015	両方欠
odette	オデット	2015	両方欠
odoranai-nara-shineba-ii-noni	躍らないなら死ねばいいのに	2015	両方欠
oedo-hankachou	大江戸犯科帖	2015	両方欠
oedo-kashibana	おえどかしばな	2015	両方欠
oedo-makanaichou	お江戸まかない帖	2015	両方欠
oedo-sake-douraku	大江戸酒道楽	2015	両方欠
oedo-wa-nyanto-kou-datta	お江戸はニャンとこうだった	2015	両方欠
office-love-tactics	オフィスラブ・タクティクス	2015	両方欠
ohanashi-ni-narimasen	お話になりません	2015	両方欠
ohitori-sama-joshi-no-pochitto-otoriyose	おひとりさま女子のポチッとお取り寄せ	2015	両方欠
oiroke-hitozuma-yariyari-nikki	お色気人妻ヤリヤリ日記	2015	両方欠
oishii-kamishama	おいしい神しゃま	2015	キャッチ欠
oishii-kaori	おいしいかおり	2015	両方欠
oishiinihon-no-kurashi-to-shichijuunikou	美味しい!日本のくらしと七十二候	2015	両方欠
okaikogurumi	おかいこぐるみ!	2015	両方欠
okaka	おかか	2015	両方欠
okazaki-ni-sasagu	岡崎に捧ぐ	2015	両方欠
okubyou-no-ana	臆病の穴	2015	両方欠
okubyoumono-to-ookami-chan	臆病モノとおおかみちゃん	2015	両方欠
okuda-tamio-ni-naritai-boy-deau-otoko-subete-kuruwaseru-girl	奥田民生になりたいボーイ出会う男すべて狂わせるガール	2015	両方欠
olive	オリーブ!	2015	両方欠
omakawa	おまかわ	2015	両方欠
omoibito	想い人	2015	両方欠
omoide-teiryuujo	おもいで停留所	2015	両方欠
onee-san-wa-gaman-dekinai	お姉さんは我慢できない	2015	両方欠
oneimo	おねいも	2015	両方欠
onigiri-chisa	おにぎりちさ	2015	キャッチ欠
onii-chan-gacha	お兄ちゃん、ガチャ	2015	キャッチ欠
onikujo	オニクジョ	2015	両方欠
oniman	おにまん	2015	両方欠
onmitsu-bouchou	隠密包丁	2015	両方欠
onmyouji-abeno-seimei-ibun	陰陽師安倍晴明異聞	2015	両方欠
onna-hakushaku-to-koi-no-okite	女伯爵と恋の掟	2015	両方欠
onna-shiokiya-kagyou-oedo-midarebana	女仕置屋稼業大江戸乱れ花	2015	両方欠
onsen-takkyuu-companions	温泉卓球☆コンパニオンズ!	2015	両方欠
ooeru-desu-kyabajou-hajimemashita	OLですが、キャバ嬢はじめました	2015	両方欠
oogata-shinjin-no-kyouikugakari	大型新人の教育係	2015	キャッチ欠
ookami-angel-no-karei-na-mujun	オオカミ天使の華麗な矛盾	2015	キャッチ欠
ookami-san-to-himitsu-no-harem	狼さんとひみつのハーレム	2015	両方欠
oomorimikosurihan-gekijou-noboriryuu	大盛!!みこすり半劇場昇り竜	2015	両方欠
order-wa-tantei-ni	オーダーは探偵に	2015	両方欠
ore-dake-no-kanojo	俺だけのカノジョ	2015	両方欠
ore-no-mono-ni-narinayo	オレのものになりなよ	2015	両方欠
ore-no-puroresu-neta-daremo-kuitsukanaindaga	俺のプロレスネタ、誰も食いつかないんだが。	2015	両方欠
ore-sama-to-watashi	俺様と私	2015	両方欠
ore-to-kanojo-to-owaru-sekai	オレと彼女と終わる世界	2015	両方欠
ore-wa-ko-o-mite-sodatou-to-omou	オレは子をみて育とうと思う	2015	両方欠
oretachi-shouginzoku	オレたち将棋ん族	2015	両方欠
oretchi-4-koma	オレっち4コマ	2015	両方欠
orochi-no-koi	オロチの恋	2015	両方欠
osananajimi-wa-doesu-otoko	幼なじみはドS男子!	2015	キャッチ欠
osanazuma-no-hoshi	おさな妻の星	2015	両方欠
oshiete-dossensei	教えてドS先生	2015	両方欠
oshiri-sawaritagaru-hito-nannano	お尻触りたがる人なんなの	2015	キャッチ欠
otogi-no-kuni-no-memento-mori	おとぎの国のメメントモリ	2015	両方欠
otogi-no-regaria	御伽のレガリア	2015	両方欠
otoko-no-propose	男のプロポーズ	2015	両方欠
otokuyou-mainichi-kaa-san	お徳用毎日かあさん	2015	両方欠
otome-no-tenioha	乙女のてにをは	2015	キャッチ欠
otome-tetsugaku	乙女哲学	2015	両方欠
otona-no-sonna-yatsua-inee	大人のそんな奴ァいねえ!!	2015	両方欠
otoroshi	おとろし	2015	両方欠
otoufu-dimension	おとうふ次元	2015	両方欠
otouto-no-kao-shite-warau-nowa-mou-yameru	弟の顔して笑うのはもう、やめる	2015	両方欠
otsuberu-to-zou-kenjuu-kouenrin	オツベルと象 虔十公園林	2015	両方欠
otto-ikumenka-keikaku-funtou-nikki	夫イクメン化計画奮闘日記	2015	両方欠
ottsu-kiimu-gensou	オッツ・キイム幻想	2015	両方欠
ou-no-emono-wa-muku-na-hanayome	王の獲物は無垢な花嫁	2015	両方欠
ou-no-niwa	王の庭	2015	両方欠
ougon-no-rafu-2	黄金のラフⅡ	2015	両方欠
ouji-sama-no-shanai-jijou	王子様の社内事情	2015	両方欠
outline	アウトライン	2015	両方欠
oya-ga-taoreta-sakurai-san-no-baai	親が倒れた! 桜井さんちの場合	2015	両方欠
oyaji-to-aniki-special	親父と兄貴スペシャル	2015	両方欠
oyako-recipe	おやこレシピ	2015	両方欠
oyakusoku-consultant-suzuki-oumichi	お約束コンサルタント鈴木王道	2015	両方欠
oyaoya-kodomo	おやおやこども。	2015	両方欠
oyasuiminbu	おやすいみん部	2015	両方欠
panda-no-pa	パンダのパ	2015	両方欠
pandorahearts-there-is	PandoraHearts「There is.」	2015	両方欠
panna-cotta	PANNA COTTA	2015	両方欠
pantei-sutokkingu-no-youna-sora-no-shita	パンティストッキングのような空の下	2015	両方欠
papirusu-wa-kami	パピルスは神	2015	両方欠
parade	Parade	2015	両方欠
paradrugs	PARADRUGS	2015	両方欠
peanuts-essence	ピーナッツエッセンス	2015	両方欠
petit-fleur	プチ・フルール	2015	両方欠
pi-nyan	πニャン	2015	両方欠
pink-no-keiyakusho-ni-sainshimasu	ピンクの契約書♂にサインします!	2015	両方欠
pinkyuu	ピンキュー★★★	2015	両方欠
pochi-no-mure-plus-wan	ポチの群れ plusワン!	2015	両方欠
pokedoru	ポケドル	2015	両方欠
poseidon-no-zaihou	ポセイドンの財宝	2015	両方欠
presence	PRESENCE	2015	両方欠
pretty-max	プリマックス	2015	両方欠
price	PRICE	2015	両方欠
prince-of-sahara	プリンスオブサハラ	2015	両方欠
psycho-pass-2	PSYCHO-PASS 2	2015	両方欠
puaa-nante-mou-shimai	ぷあーなんてもうしまい	2015	両方欠
puchi-hontou-ni-atta-yukai-na-hanashi-abunai-basho-ni-itte-kyuu	ぷち本当にあった愉快な話危ない場所に逝ッテQ	2015	両方欠
puchi-hontou-ni-atta-yukai-na-hanashi-geki-kowa-shinrei-makkusu	ぷち本当にあった愉快な話 激コワ!!心霊MAX	2015	両方欠
puchi-hontou-ni-atta-yukai-na-hanashi-gekiyaba-yatsu-chan-rendetsu	ぷち本当にあった愉快な話 激ヤバ!!ヤっちゃん列伝	2015	両方欠
puchi-hontou-ni-atta-yukai-na-hanashi-kindan-taiken-esupii	ぷち本当にあった愉快な話禁断体験SP	2015	両方欠
puchi-hontou-ni-atta-yukai-na-hanashi-mokugeki-jiken-genba-esupii	ぷち本当にあった愉快な話目撃!!事件現場SP	2015	両方欠
puchi-hontou-ni-atta-yukai-na-hanashi-saikyou-shinrei-taiken-esupii	ぷち本当にあった愉快な話最恐!!心霊体験SP	2015	両方欠
puchi-hontou-ni-atta-yukai-na-hanashi-shougeki-shitennou-esupii	ぷち本当にあった愉快な話笑撃!!四天王SP	2015	両方欠
puchi-hontou-ni-atta-yukai-na-hanashi-tanin-no-fukou-de-ooini-warota-esupii	ぷち本当にあった愉快な話他人の不幸で大いにワロタSP	2015	両方欠
puchi-hontou-ni-atta-yukai-na-hanashi-taxi-untenshu-ga-mita-kowai-hanashi	ぷち本当にあった愉快な話 タクシー運転手が見た怖い話	2015	両方欠
puro-yakyuu-densetsu-no-meishoubu-special	プロ野球伝説の名勝負スペシャル	2015	両方欠
puurusaido-no-ouji-sama	プールサイドの王子様	2015	両方欠
queen-no-nedan	クイーンの値段	2015	両方欠
rabukome-kareshi-to-18kin-kanojo	ラブコメ彼氏と18禁彼女	2015	両方欠
radiant	ラディアン	2015	両方欠
raipunittsu	ライプニッツ	2015	両方欠
rakka-ryuusui-no-jou	落花流水の情	2015	両方欠
rakuen-ichiba	楽園市場	2015	両方欠
rakuen-tsuushinsha-kidan-biburioteeku-rivu	楽園通信社綺談 ビブリオテーク・リヴ	2015	両方欠
ramen-kuitee	ラーメン食いてぇ!	2015	両方欠
ranking-girl	ランキンガール	2015	両方欠
rascal	ラスカル	2015	両方欠
rasenjin-douji-jouei	螺旋人同時上映	2015	両方欠
razuueru-hosoki-no-koufuku-fuyu-gourmet	ラズウェル細木の幸腹冬グルメ	2015	両方欠
re-monster	Re:Monster	2015	両方欠
re-teen-mayu-no-naka-de-mou-ichido-10-dai-no-kimi-to-au	re:teen 繭の中でもう一度10代のキミと会う	2015	両方欠
reiai-araiansu	レイアイ同盟	2015	両方欠
reikai-annainin	霊界案内人	2015	両方欠
reinousha-ogata-katsumi-selection-yamamoto-mayuri-tokushuu	霊能者緒方克巳セレクション 山本まゆり特集	2015	両方欠
reji-yori-ai-o-komete	レジより愛をこめて	2015	両方欠
rekijoruno	歴女るの!	2015	両方欠
rekishi-ga-motto-yoku-wakaru	歴史がもっとよくわかる	2015	両方欠
rekishi-jinbutsu-den	歴史人物伝	2015	両方欠
rekitan	レキタン!	2015	両方欠
remains-jc	リメインズ・JC	2015	両方欠
rengoku-game	煉獄ゲーム	2015	両方欠
rengoku-no-karma	煉獄のカルマ	2015	説明欠
rengoku-no-torisuagion	煉獄のトリスアギオン	2015	説明欠
renjou-desperado	恋情デスペラード	2015	説明欠
reprise	リプライズ	2015	両方欠
request-o-yoroshiku	リクエストをよろしく	2015	説明欠
retasu-2-kobun-no-suteki	レタス2個分のステキ	2015	両方欠
retriever-hachi	レトリーバー・ハチ	2015	両方欠
revenge-h	リベンジH	2015	両方欠
revolt	REVOLT	2015	説明欠
ri-zero-kara-hajimeru-isekai-seikatsu	Re:ゼロから始める異世界生活	2015	両方欠
ri-zero-kara-hajimeru-isekai-seikatsu-dai-nishou	Re: ゼロから始める異世界生活 第二章	2015	説明欠
ri-zero-kara-hajimeru-isekai-seikatsu-dai-sanshou-touruusu-obu-zero	Re:ゼロから始める異世界生活 第三章Truth of Zero	2015	説明欠
ribbon-no-kishi-nakayoshi-orijinaruban-fukkoku-daizenshuu	リボンの騎士 ≪なかよしオリジナル版≫ 復刻大全集	2015	説明欠
ribbon-no-koro	リボンのころ	2015	両方欠
rimokon-kareshi	リモコン彼氏	2015	両方欠
rion-san-meiwaku-desu	リオンさん、迷惑です。	2015	両方欠
riot-girl	ライオット・ガール	2015	説明欠
ritou-mermaid	離島♥マーメイド	2015	両方欠
rival-2015	ライバル	2015	両方欠
robodatchi	ロボダッチ	2015	両方欠
robot-no-momo-chan	ロボットのモモちゃん	2015	両方欠
