slug	title	volumes	missing
taishou-yotogi-roman	大正夜伽浪漫	2	説明欠
tenren	天恋	2	両方欠
shitsugo-no-ken	失語の拳	2	説明欠
suki-dayo-good-boy	好きだよグッドボーイ	2	両方欠
ninshin-shitara-shinitakunatta	妊娠したら死にたくなった	2	両方欠
youkai-buster-murakami	妖怪バスター村上	2	説明欠
youjuu-sama-no-gochisou-chan	妖獣様のごちそうちゃん	2	説明欠
konyaku-haki-shita-kizumono-reijou-wa-chiyujutsushi-ni-deshiiri-shimasu-comic	婚約破棄した傷物令嬢は、治癒術師に弟子入りします!@COMIC	2	両方欠
konyaku-haki-shimashita-ga-onzoushi-no-aisare-niizuma-ni-narimashita	婚約破棄しましたが、御曹司の愛され新妻になりました	2	両方欠
uchuusen-ga-sounan-shitakedo-me-no-mae-ni-chikyuugata-wakusei-ga-atta-kara-imamade-no-jinsei-o	宇宙船が遭難したけど、目の前に地球型惑星があったから、今までの人生を捨ててイージーに生きたい	2	両方欠
jitsu-wa-seiyoku-sugoi-ndesu	実は性欲スゴイんです…	2	両方欠
ieiri-kun-ga-ningen-janai	家入くんが人間じゃない	2	両方欠
kaseifu-kun-wa-mei-tantei	家政夫くんは名探偵!	2	両方欠
ryousha-no-ikemen-douryou-wa-shikou-no-playmate	寮舎のイケメン同僚は至高のプレイメイト	2	両方欠
tera-no-tonari-ni-oni-ga-sumu	寺の隣に鬼が棲む	2	両方欠
shatei-gokuburi-yumi-oji-san	射程極振り弓おじさん	2	両方欠
shoujo-manga-nara-kanawanai-koi	少女マンガなら叶わない恋	2	説明欠
shikabane-kaigo	屍介護	2	説明欠
subako-no-ouji-sama	巣箱の王子様	2	説明欠
teito-ayakashi-yashiki-no-keiyaku-hanayome	帝都あやかし屋敷の契約花嫁	2	両方欠
shiawase-ni-shitara-dame-desu-ka	幸せにしたらダメですか?	2	両方欠
genmetsu-camera	幻滅カメラ	2	両方欠
haiki-sareta-ore-to-tsuihousareta-sareta-akuyaku-reijou	廃棄された俺と追放された悪役令嬢	2	両方欠
bengonin-yuragi-no-shoudou	弁護人ゆらぎの衝動	2	両方欠
koukyuu-no-enou	後宮の炎王	2	両方欠
chuuken-ashisuto-kareshi-ni-aisaretai	忠犬アシスト彼氏に愛されたい	2	両方欠
akujo-o-koroshite	悪女を殺して	2	両方欠
akuyaku-no-joou-ni-tensei-shitakedo-kakushi-chara-ga-kakuretenai	悪役の王女に転生したけど、隠しキャラが隠れてない。@COMIC	2	両方欠
akuyaku-reijou-wa-dance-ga-shitai	悪役令嬢はダンスがしたい	2	両方欠
keito-sama-ni-wa-omitooshi	慧都様にはお見通し!?	2	両方欠
goumon-dekirumon	拷問できるもんっ!	2	両方欠
suterareta-seijo-wa-dungeon-de-kakusei-shimashita	捨てられた聖女はダンジョンで覚醒しました	2	説明欠
tantei-eeai-no-real-deep-learning	探偵AIのリアル・ディープラーニング	2	両方欠
binwan-joushi-to-oboreru-koi-pafuyuumu	敏腕上司と溺れる恋～Perfume～	2	両方欠
suufun-go-no-mirai-ga-wakaru-you-ni-nattakedo-onnagokoro-wa-wakaranai	数分後の未来が分かるようになったけど、女心は分からない。	2	両方欠
shinsekai-birudaazu	新世界ビルダーズ!	2	説明欠
shinjuku-69-heaven	新宿69ヘヴン	2	両方欠
shouwa-bousou-rendetsu-bakuon-rettou	昭和暴走列伝!爆音列島	2	両方欠
saijoukyuu-no-seijo-rashii-desu-ryuuou-sama-no-hanayome-ni-wa-narimasen	最上級の聖女らしいですが、竜王様の花嫁にはなりません!	2	両方欠
saikyou-eiyuu-to-muhyoujou-kawaii-ansatsusha-no-raburabu-shinkon-seikatsu	最強英雄と無表情カワイイ暗殺者のラブラブ新婚生活	2	両方欠
honmei-janakya-yokatta-no-ni	本命じゃなきゃよかったのに	2	両方欠
tokyo-jiraiya	東京ジライヤ	2	両方欠
tokyo-dungeon-tower	東京ダンジョンタワー	2	両方欠
gokujou-onzoushi-to-omiai-kon	極上御曹司とお見合い婚	2	両方欠
gokudou-domu-sabu	極道dom/sub	2	両方欠
shoutai-fumei-to-kyoufu	正体不明と恐怖	2	両方欠
bushinden	武神伝	2	両方欠
shinu-made-bazuttero	死ぬまでバズってろ!!	2	両方欠
shikei-ga-kakutei-shita-tensei-reijou-wa-reitetsu-choukan-no-tsuma-ni-natte-sandome-no-jinsei-o	死刑が確定した転生令嬢は、冷徹長官の妻になって三度目の人生を謳歌します!	2	説明欠
shinigami-sama-to-oyome-sama	死神様とお嫁様	2	両方欠
shinigami-koujo-no-kekkon	死神皇女の結婚	2	説明欠
zannen-nagara-haha-no-musume-wa-soko-no-bishoujo-dewa-naku-watashi-desu	残念ながら、母の娘はそこの美少女ではなく私です!!!	2	両方欠
tono-sama-to-watashi	殿さまとわたし	2	説明欠
doro-no-kuni	泥の国	2	両方欠
seijun-sentouryoku-1-man-koe-no-douki-to-mieru-watashi	清純戦闘力1万超えの同期と視えるわたし	2	両方欠
dekiai-mitsugi	溺愛蜜儀	2	両方欠
toudaimori-to-kamome-no-ko	灯台守とかもめの子	2	説明欠
taku-kun-no-ikinobi-gohan	炊くんの生きのびごはん	2	両方欠
mugen-seichou-no-card-tsukai	無限成長のカード使い	2	両方欠
monoushinai-gata-kirakira-blue	物失型キラキラブルー	2	キャッチ欠
tokumu-daizero-kikan-no-nichijou-itanroku	特務第零機関の日常異端録	2	説明欠
juushin-sama-no-ikenie	獣神様の生贄	2	両方欠
ouji-sama-haishinsha-kareshi-o-aishiteru	王子様配信者彼氏を愛してる	2	両方欠
gendaishi-no-naka-no-golgo-13	現代史の中のゴルゴ13	2	両方欠
umarekawattemo-anata-no-juusha-desu	生まれ変わってもあなたの従者です	2	説明欠
tanuma-dono-to-gennai-san-tokidoki-tokugawa-family	田沼殿と源内さん～ときどき徳川ファミリー～	2	両方欠
isekai-soopurando-kaguya-gaiden-anzu-quest	異世界ソープランド輝夜外伝あんずクエスト	2	両方欠
isekai-cheat-suit-ando-mahoutsukai	異世界チート戦士&魔法使い	2	キャッチ欠
isekai-abarenbou-fuufu	異世界暴れん坊夫婦	2	両方欠
i-tan-no-shukusai	異端の祝祭	2	両方欠
koutei-heika-no-senzoku-shisho-hime	皇帝陛下の専属司書姫	2	両方欠
ishida-mitsunari-no-tsuma-wa-taihen	石田三成の妻は大変	2	両方欠
shachi-kun-to-uzasugiru-kouhai-no-hanashi	社畜くんとウザすぎる後輩の話	2	両方欠
shukufuku-sarenai-kodomotachi	祝福されないこどもたち	2	両方欠
kami-spec-kami-darling	神スペック神ダーリン	2	両方欠
watashi-dake-ga-miyachi-miyuki-o-aishite-iru	私だけが宮地美雪を愛している	2	説明欠
watashi-ni-ai-o-sakebasete	私に愛を叫ばせて	2	説明欠
watashi-no-megami-ga-kyou-mo-oseru	私の女神が今日も推せる	2	説明欠
watashi-no-konyakusha-sama-no-dokuzetsu-ga-sugiru	私の婚約者様の毒舌が過ぎる	2	両方欠
watashi-no-oshi-ga-kyou-mo-saikou-ni-toutoi-node-zenryoku-de-shiawase-ni-suru	私の推しが今日も最高に尊いので、全力で幸せにする!	2	両方欠
watashi-wa-erabarenai	私は選ばれない	2	説明欠
watashi-o-futta-hito-no-kozukuri-aite-ni-meizeraremashita	私を振った人の子作り相手に命ぜられました	2	両方欠
watashi-o-oidasu-nowa-ii-desukedo-kono-ie-no-kusuri-tsukutta-no-zenbu-watashi-desu-yo	私を追い出すのはいいですけど、この家の薬作ったの全部私ですよ?	2	説明欠
himitsu-no-wakaoku-sama	秘密の若奥様	2	両方欠
himitsu-no-shinkon-seikatsu	秘蜜の新婚生活	2	両方欠
doutei-eshi-no-isekai-fasshon-kakumei	童貞絵師の異世界ファッション革命	2	両方欠
hakoniwa-kidan	箱庭綺談	2	両方欠
sunao-janai-noha-heart-no-sei	素直じゃないのはハートのせい	2	両方欠
tsui-no-hanayome	終の花嫁	2	説明欠
shuumatsu-kimi-to	終末、君と	2	説明欠
shuumatsu-rocking-girl	終末ロッキンガール	2	両方欠
senjou-no-hito	線場のひと	2	説明欠
tsumi-no-atoaji	罪のあと味	2	両方欠
gunjou-no-stranger	群青のストレンジャー	2	両方欠
oibore-yuusha-no-ise-kaigo	老いぼれ勇者の異世介護	2	両方欠
seikou-tenshi-yarinikuru	聖交天使ヤリニクル	2	両方欠
sei-kishi-no-ore-ga-suki-ni-natta-heroine-ga-zokuzoku-to-aitsu-no-harem-menbaa-ni-natte	聖騎士の俺が好きになったヒロインが続々とアイツのハーレムメンバーになってしまうんだけど俺の何がいけないのか誰か教えてくれ!!	2	説明欠
shokuba-no-ikemen-eigyou-wa-risou-no-kainushi-sama	職場のイケメン営業は理想の飼い主様	2	説明欠
shokugyou-shitateya-tan-tan-to-buiaaruemuemuoo-jikkyou-comic	職業、仕立屋。淡々と、VRMMO実況。@COMIC	2	両方欠
shokugyou-wa-kanteishi-desu-shingan-tte-nandesu-ka	職業は鑑定士ですが〈神眼〉ってなんですか?	2	両方欠
chou-ha-nakutomo-shokuyoku-ha-aru	腸はなくとも食欲はある!	2	両方欠
unubore-miira-tori	自惚れミイラとり.	2	説明欠
hanamura-chan-sefure-ga-iru-kekkon-tte-ari-desu-ka	花村ちゃん、セフレがいる結婚ってアリですか?	2	両方欠
hanairo-local-world	花色ローカルワールド	2	両方欠
wakakusa-doumei	若草同盟	2	両方欠
wakaba-chan-wa-wakarasetai	若葉ちゃんはわからせたい!	2	説明欠
eikoku-rouman-giga-forest-aibii	英国浪漫戯画フォレストアイビー	2	両方欠
eiyuu-sama-wakeari-osanazuma-wa-ikaga-desuka	英雄様、ワケあり幼妻はいかがですか?	2	両方欠
ochikobore-reijou-wa-koushaku-kakka-kara-no-dekiai-ni-kizukanai	落ちこぼれ令嬢は、公爵閣下からの溺愛に気付かない	2	両方欠
ura-shakaika-kengaku	裏社会科けんがく	2	両方欠
oya-ga-saikon-shite-kyuu-ni-imouto-ga-dekita	親が再婚して急に妹ができた	2	両方欠
mamedanuki-no-bakeru	豆狸のバケル	2	両方欠
migawari-no-konin	身代わりの婚姻	2	両方欠
migawari-honeymoon	身代わりハネムーン	2	両方欠
karada-kara-hajimaru-gokujou-mitsuai	身体から始まる極上蜜愛	2	両方欠
miyori-no-nai-onnanoko	身寄りのない女の子	2	両方欠
korogaru-hoshikuzu-domo	転がる星屑ども	2	両方欠
tensei-idol-to-doruota-no-kishi	転生アイドルとドルオタの騎士	2	両方欠
tensei-healing-life-inou-skill-chiyu-no-chikara-de-isekai-harem	転生ヒーリングライフ異能スキル『治癒』の力で異世界ハーレム	2	両方欠
tensei-rasubosu-majo-wa-doku-potion-de-kusuriya-o-hajimeru	転生ラスボス魔女は毒ポーションで薬屋を始める。	2	説明欠
tensei-dai-majo-no-isekai-kurashi-kodai-rome-fuu-kokka-de-hajimeru-mahou-kenkyuu-comic	転生大魔女の異世界暮らし～古代ローマ風国家で始める魔法研究～@COMIC	2	説明欠
tensei-joou-wa-osananajimi-no-dekiai-houimou-kara-nigedashitai	転生王女は幼馴染の溺愛包囲網から逃げ出したい	2	両方欠
henkyou-no-mahou-kusushi	辺境の魔法薬師	2	両方欠
houjin-dakkan	邦人奪還	2	両方欠
tetsuwan-xavier	鉄腕ザビエル	2	説明欠
renkinjutsu-iie-item-gousei-desu	錬金術?いいえ、アイテム合成です!	2	両方欠
tatakau-tsubasa-ni-kanpai-o	闘う翼に乾杯を。	2	説明欠
genkaiotakugagisoukoibitohajimetaken	限界オタクが偽装恋人はじめた件	2	説明欠
rien-saremashita-saikon-shimashita	離縁されました。再婚しました。	2	説明欠
kaminari-narite-haru-kitaru	雷鳴りて春来たる	2	両方欠
seisetsu-no-nirvana	霽雪のニルヴァーナ	2	説明欠
itadaki-no-lvitsa	頂のリヴィーツァ	2	キャッチ欠
takane-no-shachou-wa-kohana-o-medetai	高嶺の社長は小花を愛でたい	2	両方欠
majo-no-suupu	魔女のスープ	2	両方欠
mazoku-no-pet-ni-narimashite	魔族のペットになりまして	2	両方欠
sakana-to-mizu-no-mori	魚と水の森	2	説明欠
takatora-kun-to-omegatachi	鷹虎くんとオメガたち	2	説明欠
ryuujin-no-musume	龍神の娘	2	説明欠
100-ten-hyakunin-kyoudai-hyaku-monogatari	100点!!100人兄弟100物語	2	両方欠
10-nen-goshi-no-fukushuu	10年越しの復讐	2	両方欠
13-banme-no-tenisha-isekai-de-kami-o-mezasu	13番目の転移者、異世界で神を目指す	2	両方欠
1-tai-2-kousai-wa-rabukome-ni-hairimasuka	1: 2交際はラブコメに入りますか?	2	両方欠
ichibyousakiwakoi	1秒先は、恋	2	説明欠
21xx-nen-konden-einen-shizaihou	21XX年墾田永年私財法	2	両方欠
3000-nen-fuuin-sareshi-jaryuu-chan-to-tomodachi-ni-narimashita	3000年封印されし邪龍ちゃんと友達になりました	2	キャッチ欠
3itches-san-majo	3itches三魔女	2	両方欠
and-again	And again	2	両方欠
black-letter	BLACK LETTER	2	両方欠
beat-again	Beat againビートアゲイン	2	両方欠
dog-matic	DOG MATIC	2	キャッチ欠
draken-code	DRAKEN・CODE	2	両方欠
dr-2025	Dr	2	両方欠
duel-masters-lost-gekka-no-shinigami	Duel Masters LOST～月下の死神～	2	キャッチ欠
fg-formula-girl	FGフォーミュラガール	2	キャッチ欠
find	FIND	2	両方欠
fate-grand-order-makuai-no-monogatari	Fate/Grand Order幕間の物語	2	両方欠
helpful	Helpful	2	両方欠
knights-of-scarlet	Knights of Scarlet	2	両方欠
mys	MYS	2	キャッチ欠
murder-hotel	Murder hotel	2	両方欠
no-murder-no-life	No murder No life	2	両方欠
riot-tsukada-2025	RIOT	2	両方欠
speak	SPEAK	2	両方欠
sentinel-loverse	Sentinel loverse	2	両方欠
the-band	THE BAND	2	両方欠
two-beliefs	TWO BELIEFS	2	両方欠
the-good-father	The Good Father	2	説明欠
the-die-is-cast	The die is cast	2	両方欠
untitled-flowers	Untitled Flowers	2	両方欠
vampxia	Vampxia	2	両方欠
villain-na-oku-sama	Villainな奥さま	2	説明欠
hihou-seisokei-de-utte-ita-teihen-haishinsha-ukkari-haishin-o-kiri-wasureta-mama-esuesu-kyuu	〈悲報〉清楚系で売っていた底辺配信者、うっかり配信を切り忘れたままSS級モンスターを拳で殴り飛ばしてしまう	2	両方欠
anatanokoigokorowamachigaidesu	あなたの恋心は間違いです!	2	説明欠
anata-no-mirai-o-yurusanai	あなたの未来を許さない	2	両方欠
anata-no-amai-kiba-de	あなたの甘い牙で	2	両方欠
anomamakisushitokitakatta	あのまま、キスしときたかった	2	説明欠
ayakashi-yashiki-no-mayakashi-fuufu	あやかし屋敷のまやかし夫婦	2	両方欠
arashi-to-ibuki	あらしといぶき	2	キャッチ欠
ijiwaru-ouji-sama-idol-no-stage-ura-wa-scandal-fukahi-no-dekiai-deshita	いじわる王子様アイドルのステージ裏は、スキャンダル不可避の溺愛でした	2	両方欠
isshoniichaokka	いっしょにいちゃおっか	2	説明欠
itsukaojousamaninaritaikeidanjonhaishinshagahonmononoojousamani	いつかお嬢様になりたい系ダンジョン配信者が本物のお嬢様になるまで	2	説明欠
iroha-no-mon	いろはの門	2	両方欠
inbirinomura-kaonoonajiotokotachi	いんびりの村	2	説明欠
usagi-wa-kaku-katariki	うさぎはかく語りき	2	説明欠
usamimi-jakkupotto	うさ耳ジャックポット	2	両方欠
uchinorukanara-kaigainosugoiinutowagayanoaikendotchimotamaran	うちのルカなら。	2	説明欠
uchi-no-seisokei-iinchou-ga-katsute-chuunibyou-idol-datta-koto-o-ore-dake-ga-shitte-iru	うちの清楚系委員長がかつて中二病アイドルだったことを俺だけが知っている。	2	両方欠
uchi-no-inu-wa-motto-kawaikatta	うちの犬はもっと可愛かった	2	説明欠
etchi-na-no-wa-watashi-no-sei-ja-arimasen	えっちなのはわたしのせいじゃありません	2	両方欠
ebisuko	えびすこ!	2	両方欠
otsu-san-dakedo-seijo-desu	おっさんだけど聖女です	2	両方欠
otsu-san-wa-isekai-de-omoi-o-togeru	おっさんは異世界で想いを遂げる	2	両方欠
otsukare-seijo-wa-goei-kishi-to-toubou-seikatsu-o-mankitsu-suru	おつかれ聖女は護衛騎士と逃亡生活を満喫する	2	両方欠
otonashiku-nakineiri-suruto-demo-omoimashita-ka	おとなしく泣き寝入りするとでも思いましたか?	2	両方欠
oharaibako-no-tensai-fuyo-jutsushi-wa-henkyou-de-yuuyuu-jiteki-ni-kurashitai	おはらい箱の天才付与術師は、辺境で悠々自適に暮らしたい	2	両方欠
orizuru	おりずる	2	両方欠
odekakesaki-wa-isekai-desu-ka	お出かけ先は異世界ですか?	2	両方欠
omae-yobawari-de-konyaku-haki-ringoku-de-jiyuu-o-ouka-suru-node-douzo-okamainaku	お前呼ばわりで婚約破棄?隣国で自由を謳歌するのでどうぞお構いなく!	2	両方欠
ojou-no-ai-wa-ore-no-mono	お嬢の愛は俺のもの	2	両方欠
ojou-sama-zange-suru	お嬢様、懺悔する。	2	両方欠
ojousamakei-teihen-dungeon-haishinsha-meiwakukei-o-bokottara-bazutte-densetsu-ni-nattemasuwa	お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ!?	2	キャッチ欠
otsukare-sama-desu-godou-san	お疲れ様です後堂さん	2	両方欠
okazari-seijo-no-hazu-ga-shin-no-chikara-ni-mezameta-you-desu	お飾り聖女のはずが、真の力に目覚めたようですthe comic	2	両方欠
kaisei-to-popcorn	かいせいとポップコーン	2	両方欠
katasumi-no-kioku	かたすみのきおく	2	キャッチ欠
kawaii-doumei	かわいい同盟	2	両方欠
kiyasuku-fureru-na-kuro-bara-ni	きやすく触れるな黒薔薇に	2	両方欠
koitsu-wa-dame-da-to-shitte-iru-vii-ensemble	こいつはダメだと知っているvie ensemble	2	両方欠
kochira-koukyuu-hikage-no-uranai-beya	こちら後宮日陰の占い部屋	2	両方欠
kono-koi-o-itsuka-kitto-koukai-suru	この恋をいつかきっと後悔する	2	キャッチ欠
kono-koi-o-mou-shitteru	この恋をもう知ってる	2	両方欠
kore-ga-koi-da-to-shitte-iru	これが恋だと知っている	2	両方欠
konzukushi	こんづくし	2	両方欠
gochisousamawanichoumede	ごちそうさまは二丁目で	2	説明欠
go-shujin-sama-miryou-shichaimashita	ご主人様、魅了しちゃいました!	2	両方欠
shiawase-no-hitokuchi	しあわせのひとくち	2	両方欠
shouyusashi-no-kuishin-bon-okawari	しょうゆさしの食いしん本おかわり	2	両方欠
janai-koumei-tensei-ki-gunshi-no-shi-da-to-iwaremashitemo-comic	じゃない孔明転生記。軍師の師だといわれましても@COMIC	2	両方欠
zundamon-tv	ずんだもんTV!	2	説明欠
souiu-ie-no-ko-no-hanashi	そういう家の子の話	2	両方欠
