slug	title	volumes	missing
yama-tahata-tokidoki-layer-onee-san	山、田畑、時々レイヤーお姉さん	2	説明欠
hameraremashita-ga-shiawase-ni-narimashita	嵌められましたが、幸せになりました	2	両方欠
sasen-sareta-guild-shokuin-ga-henkyou-de-jimichi-ni-katsuyaku-suru-hanashi	左遷されたギルド職員が辺境で地道に活躍する話	2	両方欠
kyodai-seibutsu-bakari-no-isekai-o-parukuuru-to-ashiba-skill-de-musou-suru	巨大生物ばかりの異世界をパルクールと足場スキルで無双する。	2	両方欠
makimodori-koushaku-reijou-desu-maou-cheat-de-saikyou-yuusha-ni-narimashita	巻き戻り公爵令嬢ですが魔王チートで最強勇者になりました!?	2	両方欠
heisei-kochikame-26-nen	平成こち亀26年	2	両方欠
heisei-kochikame-27-nen	平成こち亀27年	2	両方欠
heisei-kochikame-28-nen	平成こち亀28年	2	両方欠
toshinosa-dekiai	年の差溺愛	2	両方欠
toshishita-no-rinjin-ni-sewa-dekiaisaretemasu	年下の隣人に世話されてます	2	両方欠
kyousei-jashin-shinkou-play	強制じゃしん信仰プレイ	2	両方欠
katashiro-misawo-no-hanayome-shugyou	形代ミサヲの花嫁修業っ!?	2	両方欠
yakutatazu-to-iware-yuusha-party-o-tsuihousareta-sareta-ore-saikyou-skill-jakuten-kanpa-ga-kakusei	役立たずと言われ勇者パーティを追放された俺、最強スキル《弱点看破》が覚醒しました	2	両方欠
koukyuu-ijo-wa-nigerarenai	後宮医女は逃げられない	2	両方欠
kaiki-kuukan-zozozozoon	怪奇空間ゾゾゾゾーン	2	両方欠
koi-no-seizu-to-neko-hiyori	恋の星図と猫日和	2	両方欠
akuyaku-reijou-ni-tensei-suru-mo-mahou-ni-muchuu-de-itara-ouji-ni-dekiai-saremashita	悪役令嬢に転生するも魔法に夢中でいたら王子に溺愛されました	2	両方欠
akuyaku-reijou-no-mamahaha-wa-ni-ga-omoi-node-zenryoku-de-shiawase-route-mezashimasu	悪役令嬢の継母は荷が重いので、全力で幸せルート目指します	2	両方欠
akuyaku-reijou-wa-zenryoku-de-oshi-ni-kakin-shitai	悪役令嬢は、全力で推しに課金したい!	2	両方欠
akuyaku-reijou-cinderella	悪役令嬢シンデレラ	2	両方欠
ai-o-tabete-ikite-iru	愛を食べて生きている	2	キャッチ欠
waga-koi-wa-shinoburedo	我が恋はしのぶれど	2	説明欠
tenohira-neko	手のひらねこ	2	説明欠
tesouka-michiru	手相家MICHIRU	2	両方欠
daite-ii-nara-dakasero-yo	抱いていいなら、抱かせろよ	2	両方欠
soujiya-no-futari	掃除屋のふたり	2	両方欠
houkago-metabaasu	放課後メタバース	2	両方欠
sanpo-suru-onnanoko	散歩する女の子	2	両方欠
bunmei-kaika-meshi	文明開化めし	2	両方欠
bungou-tantei-akutagawa-ryuunosuke-wa-suiri-suru	文豪探偵芥川龍之介は推理する	2	両方欠
ashita-kawari-ni-koroshimasu	明日、代わりに殺します。	2	両方欠
ashitamokiminiainiiku	明日もきみに会いに行く	2	説明欠
hoshi-no-kirby-yurutto-pupupu	星のカービィゆるっとプププ	2	両方欠
saijaku-boukensha-ga-kanzen-drop-de-gendai-saikyou	最弱冒険者が【完全ドロップ】で現代最強	2	両方欠
saiaikon	最愛婚	2	説明欠
asahinata-sensei-wa-himitsu-no-shinsatsu-o-shite-iru-rashii	朝日向先生は秘密の診察をしているらしい	2	両方欠
mokuyoubi-no-shiefurera	木曜日のシェフレラ	2	両方欠
shuiro-no-stella-date-arisa	朱色のステラ	2	両方欠
kitare-parettodan	来たれ、パレット団!	2	キャッチ欠
tokyo-phantom-pain	東京ファントムペイン	2	説明欠
kakuge-jogakuen	格ゲ女学園	2	両方欠
sakura-no-you-na-boku-no-koibito	桜のような僕の恋人	2	説明欠
sakura-no-sekai	桜の世界	2	説明欠
tsubaki-kun-no-netsu-ni-oboretai	椿くんの熱におぼれたい	2	説明欠
mobile-suit-crossbone-gundam-rabu-ando-piisu	機動戦士クロスボーン・ガンダムLOVE & PIECE	2	両方欠
tsugi-wa-sasetene-hajimete	次はさせてねはじめて	2	説明欠
jiki-hotel-ou-no-kyuuai-ga-amakute-zurukute-sakaraemasen	次期ホテル王の求愛が甘くて、ずるくて、逆らえません	2	両方欠
shinitagari-no-kanzen-hanzai-to-heya-ni-furu-shichijimae-no-ame	死にたがりの完全犯罪と部屋に降る七時前の雨@COMIC	2	説明欠
shi-no-mori-no-majo-ha-ai-o-shiranai	死の森の魔女は愛を知らない	2	説明欠
shindara-akuyaku-reisoku-de-maboroshi-no-omega-nante-joudan-ja-nai	死んだら悪役令息で幻のΩなんて冗談じゃない!	2	両方欠
shikeishuu-mahou-gakkou-nite-kyouben-o-furuu	死刑囚、魔法学校にて教鞭を振るう	2	両方欠
shinigami-ramen	死神らーめん	2	説明欠
shinigamineko-no-jizu-wa-nasakebukai	死神猫のジズは情け深い	2	両方欠
zangyaku-sugiru-isekai-demo-suzuki-wa-kawaii	残虐すぎる異世界でも鈴木は可愛い	2	説明欠
yatchae-ukita-san	殺っちゃえ!!宇喜多さん	2	説明欠
mizu-no-revolver	水のリボルバー	2	両方欠
houmatsu-ni-kami-wa-madoromu	泡沫に神は微睡む	2	両方欠
inma-desu-katabutsu-kishidanchou-no-mousou-dake-de-onaka-ippai-desu	淫魔ですが、堅物騎士団長の妄想だけでお腹いっぱいです!	2	両方欠
dekikon	溺婚	2	キャッチ欠
dekiai-mo-keiyaku-no-uchi-ni-hairimasu-ka	溺愛も契約のうちに入りますか?	2	両方欠
dekiai-shinan	溺愛指南	2	両方欠
mukuchi-na-miyashita-san-no-shikiyoku-channel	無口な宮下さんの色欲チャンネル	2	両方欠
susumamire-no-kishi	煤まみれの騎士	2	両方欠
oukoku-wa-akujou-no-hitsugi	王国は悪嬢の棺	2	両方欠
rifujin-na-wake-de-tsuihousareta-sareta-oukyuu-madoushi-no-watashi-desu-ringoku-no-ouji-sama-to-go	理不尽な理由で追放された王宮魔道師の私ですが、隣国の王子様とご一緒しています!?	2	両方欠
umarekawattara-teisou-gyakuten-sekai	生まれ変わったら貞操逆転世界	2	説明欠
isekai-de-youhei-ni-natta-ore-desu	異世界で傭兵になった俺ですが	2	両方欠
isekai-ni-tensei-shitakedo-trouble-taishitsu-nanode-shinpai-desu	異世界に転生したけどトラブル体質なので心配です	2	両方欠
isekai-lingerie-shop	異世界ランジェリーショップ	2	両方欠
isekai-tensei-shitara-naze-uwasa-no-reikoku-ouji-ni-dekiai-sarete-torawaretemasu	異世界転生したら、なぜか噂の冷酷王子に溺愛されて囚われてます。	2	両方欠
byoujaku-uso-reijou-wa-konyaku-haki-shitai	病弱 (嘘) 令嬢は婚約破棄したい	2	両方欠
itagaru-kimi-ga-tamaranai	痛がるキミがタマらない!	2	両方欠
hattatsu-shougai-na-watashitachi	発達障害なわたしたち	2	両方欠
shin-momotarou-densetsu	真MoMo太郎伝説	2	両方欠
shinken-ni-shisu	真剣にシす	2	両方欠
megane-otoko-no-okiniiri	眼鏡男子のお気に入り	2	両方欠
kikazaru-hina-wa-mada-koi-o-shiranai	着飾るヒナはまだ恋を知らない	2	両方欠
hametsu-no-koibito	破滅の恋人	2	キャッチ欠
shachiku-kishi-ga-esu-rank-boukensha-ni-hirowarete-himo-ni-naru-hanashi	社畜騎士がSランク冒険者に拾われてヒモになる話	2	両方欠
shinmei-no-rescue	神命のレスキュー	2	両方欠
shinen-no-kariudo	神苑の狩人	2	説明欠
watashitachi-wa-moto-joshi-desu	私たちは元女子です	2	説明欠
himitsu-de-shutsu-san-suru-hazu-ga-gokujou-shachou-no-shuuchaku-ai-ni-tsukamarimashita	秘密で出産するはずが、極上社長の執着愛に捕まりました	2	両方欠
toppatsuteki-kurieito-family	突発的クリエイトファミリー	2	両方欠
ryuuou-sama-kono-kekkon-wa-nakatta-koto-ni-shite-kudasai	竜王サマ、この結婚はなかったことにしてください!	2	両方欠
ryuusei-kyuushi	竜生九子	2	両方欠
taketora-kun-watashi-no-chippai-sodatete-kudasai	竹虎くん、私のちっぱい育てて下さい!	2	両方欠
hakoniwa-prince-wa-junpaku-niwashi-o-itometai	箱庭プリンスは純白庭師を射止めたい	2	両方欠
shirouto-yankee-kiki-ippatsu-ripurei	素人ヤンキー♂危機一発!!replay	2	説明欠
konpeki-no-reconquista	紺碧のレコンキスタ	2	両方欠
shuuren	終恋	2	両方欠
shuumatsu-mikke	終末ミッケ	2	両方欠
ketsugou-otoko	結合男子	2	両方欠
kekkon-wa-yoteibi-no-ato	結婚は予定日のあと	2	両方欠
kekkon-dokushin-kizoku	結婚独身貴族	2	両方欠
utsukushii-bakemono	美しいばけもの	2	説明欠
bishuurou-ga-hanarenai	美周郎がはなれない	2	両方欠
mikawa-beruno-to-ika-gorira-no-choujigen-joshikai	美川べるのといかゴリラの超次元女子会	2	両方欠
bikei-ouji-ga-nigate-na-hatenkou-mobu-reijou-wa-jibun-rashiku-ikite-ikitai	美形王子が苦手な破天荒モブ令嬢は自分らしく生きていきたい!	2	両方欠
seijo-ni-nante-narimasen	聖女になんてなりませんっ!	2	説明欠
mune-ga-dokiwa-sou	胸がドキワ荘	2	両方欠
wakiyaku-tensei-shita-otome-wa-shinitakunai	脇役転生した乙女は死にたくない	2	説明欠
wakadanna-sama-no-iinari-ni-wa-narimasen	若旦那サマの言いなりにはなりません!	2	両方欠
eikoku-hakushaku-to-geshukunin-no-mitsugoto	英国伯爵と下宿人の密事	2	両方欠
sourei-no-annainin	葬礼の案内人.	2	両方欠
sagesumu-shisen-ga-saikou-desu	蔑む視線が最高です。	2	説明欠
mushi-no-joou-mayu-no-tabi	虫の皇女マユの旅	2	両方欠
kodoku-no-imootaru	蠱毒のイモータル	2	両方欠
ura-de-yancha-na-gouinda-san	裏でやんちゃな剛院田さん	2	説明欠
ura-no-villain-san	裏のヴィランさん	2	説明欠
saiyuuki-2023	西遊記	2	両方欠
shinyuu-wa-akujo	親友は悪女	2	説明欠
kaiboui-imamiya-junkyouju-no-suiri	解剖医・今宮准教授の推理	2	両方欠
kioku-soushitsu-ni-natta-no-de-kazoku-no-naka-de-ichiban-shinyou-dekisou-na-onii-sama-o-tayoru-koto	記憶喪失になったので、家族の中で一番信用できそうなお兄様を頼ることにしました	2	両方欠
keishichou-autosaidaa	警視庁アウトサイダー	2	両方欠
akage-no-toa-to-tsumi-no-kishidan	赤毛のトアと罪の騎士団	2	両方欠
chou-ten-chan	超てんちゃん!	2	両方欠
chou-tantei-file-rain-code	超探偵事件簿レインコード	2	両方欠
tensei-shitara-shouwa-chuuken-resuraa-datta-ken	転生したら昭和中堅レスラーだった件	2	両方欠
tensei-yoshitsune-wa-shizuka-ni-kurashitai	転生義経は静かに暮らしたい	2	両方欠
tensei-seijo-maou-aaku-ninomi-hatsujou-su	転生聖女、魔王アークにのみ発情ス	2	説明欠
tensei-onmyouji-kamo-kazuki-nidoto-jigoku-wa-gomen-nanode-enma-daiou-no-shinki-de-musou-shimasu	転生陰陽師・賀茂一樹～二度と地獄はご免なので、閻魔大王の神気で無双します～@COMIC	2	説明欠
tensei-majo-wa-ryuuzoku-no-mamono-sama-ni-kakowaremasu	転生魔女は竜族の魔物様に囲われます	2	説明欠
tenraku-reijou-koori-no-kikoushi-o-hirou	転落令嬢、氷の貴公子を拾う	2	両方欠
henkyou-no-nouson-de-boku-wa-mahou-de-asobu	辺境の農村で僕は魔法で遊ぶ	2	両方欠
tsuihousareta-sareta-botsuraku-reijou-wa-kobushi-hitotsu-de-isekai-o-ikinobiru	追放された没落令嬢は拳ひとつで異世界を生き延びる!	2	両方欠
tsuihousareta-saikyou-kuzu-kenja-no-henkyou-kosodate-surooraifu	追放最凶クズ〈?〉賢者の辺境子育てスローライフ	2	両方欠
nigasanai	逃がさない。	2	両方欠
nigennayo-oku-san	逃げんなよ、奥さん。	2	キャッチ欠
shindou-kun-wa-toriatsukai-chuui-kouhai-ga-seiteki-sugite-komattemasu	進藤くんは取り扱い注意。	2	説明欠
unmei-dakedo-aiirenai	運命だけどあいいれない	2	説明欠
haruka-naru-manner-battle	遥かなるマナーバトル	2	両方欠
yoi-to-yukusue	酔いとゆくすえ	2	両方欠
yoinochi-hareyaka	酔いのち晴れやか	2	両方欠
yopparai-touzoku-dorei-no-shoujo-o-kau	酔っぱらい盗賊、奴隷の少女を買う	2	両方欠
kinun-supi-sanpo	金運スピ散歩	2	両方欠
suzuki-tensei	鈴木転生	2	説明欠
tekketsu-kyuhhie	鉄血キュッヒェ	2	説明欠
ginga-haisou-starlight-express	銀河配送スターライトエクスプレス	2	両方欠
yamindoru-hikaru-chan	闇んドル☆光ちゃん	2	両方欠
abiou-jigoku-o-deru	阿鼻王地獄を出る	2	両方欠
sekigan-no-shoujo	隻眼の少女.	2	両方欠
yatoinushi-to-shitemo-ii-desu-ka	雇い主と、シてもいいですか?	2	両方欠
denmou-jusou-noroi-san	電網呪相ノロイさん	2	両方欠
seishun-buta-yarou-wa-orusuban-imouto-no-yume-o-minai	青春ブタ野郎はおるすばん妹の夢を見ない	2	説明欠
seishun-butayarou-wa-yumemiru-shoujo-no-yume-o-minai	青春ブタ野郎はゆめみる少女の夢を見ない	2	説明欠
seishun-tou	青春島	2	両方欠
otomachi-record	音街レコード	2	キャッチ欠
tabetakunatchatta	食べたくなっちゃった	2	説明欠
youhouka-to-mitsu-yakushi-no-hanayome	養蜂家と蜜薬師の花嫁	2	両方欠
takase-san-wa-dorukatsu-ni-muchuu-desu	高瀬さんはドル活に夢中です	2	説明欠
takada-kyoutou-no-dasshutsu	高田教頭の脱出	2	両方欠
oni-no-tsumadoi	鬼の妻問い	2	両方欠
majo-no-hakoniwa	魔女の箱庭	2	両方欠
mahou-shoujo-live	魔法少女Live!	2	両方欠
mahou-shoujo-senmetsu-heiki-kinniku-shoujo	魔法少女殲滅兵器筋肉少女	2	両方欠
maou-wa-senkyou-gakuen-de-koi-o-suru	魔王は仙境学園で恋をする	2	両方欠
makai-no-aisare-shiiiioo-wa-moto-yuusha	魔界の愛されCEOは元勇者	2	両方欠
tasogare-out-focus-long-take	黄昏アウトフォーカスlong take	2	説明欠
kuroi-majo-to-shiroi-seijo-no-hazama-de	黒い魔女と白い聖女の狭間で	2	両方欠
kuro-no-gurotesuku	黒のグロテスク	2	両方欠
kurosaki-kun-no-iinari-ni-nante-naranai-s	黒崎くんの言いなりになんてならないS	2	両方欠
kuroneko-no-gokko	黒猫の○○ごっこ	2	両方欠
damatte-ore-ni-aisaretokeba	黙って俺に愛されとけば?	2	キャッチ欠
damatte-ore-ni-dakarero-yo	黙って俺に抱かれろよ	2	両方欠
ryuuko-2023	龍子	2	両方欠
15-shoujo-to-hyouryuuki	15少女と漂流記	2	両方欠
2-dome-no-karada-wa-gaman-ga-dekinai	2度目のカラダは我慢ができない	2	両方欠
3-nen-sangumi-tanaka-tarou	3年3組田中太郎	2	両方欠
haruki-murakami-manga-stories	HARUKI MURAKAMI MANGA STORIES	2	両方欠
happy-table-harapeko-girl-wa-mitasaretai	Happy Tableはらぺこガールは満たされたい!	2	両方欠
i-m-your-prisoner	I'm your prisoner	2	キャッチ欠
roaming	Roaming	2	両方欠
spell	SPELL	2	説明欠
synduality-ellie	SYNDUALITY ELLIE	2	説明欠
za-last-chef-kuma-no-ryourinin	The Last Chef熊の料理人	2	両方欠
v-drive	Vドライブ!	2	両方欠
wet-sand	Wet Sand	2	両方欠
koko-kara-saki-wa-yuuryou-desu-majime-otto-ni-etchi-na-service	※ここから先は有料です!マジメ夫にえっちなサービス!?	2	両方欠
tsukiuta-gekijouban-rabbits-kingdom	「ツキウタ。」劇場版ラビッツキングダム	2	両方欠
noroi-no-ko-to-shiitagerareta-reijou-wa-koori-no-hakushaku-ni-dekiai-dekiaisareru	「呪いの子」と虐げられた令嬢は氷の伯爵に溺愛される	2	両方欠
anoko-ni-naisho-no-vtuber	あの子にナイショのVTuber!	2	両方欠
ayakashikazokunoyoukoreijou-onmyoujitoseiryakukekkonsuru	あやかし華族の妖狐令嬢、陰陽師と政略結婚する	2	説明欠
ii-gomibun-dana-ore-ni-kureyo	いいご身分だな、俺にくれよ	2	両方欠
itsuki-to-yuusei	いつきと優成	2	両方欠
uichi-no-shima	ういちの島	2	説明欠
uchira-wa-mabudachi	うちらはマブダチ	2	両方欠
oishii-yosei-no-sugoshikata	おいしい余生の過ごし方	2	両方欠
oishisou-dane-sorumaani	おいしそうだねソルマーニ	2	キャッチ欠
ore-no-shoya-wa-nando-attemo-ii	おれの初夜は何度あってもいい.	2	両方欠
ojou-sama-wa-chikyuu-no-sweets-ni-shinryaku-sarekakete-iru	お嬢様は地球のスイーツに侵略されかけている	2	両方欠
okiraku-reijou-wa-konyaku-haki-ni-hokusoemu	お気楽令嬢は、婚約破棄にほくそ笑む	2	両方欠
okitsunesamanookiniiri	お狐様のお気に入り	2	説明欠
katawarezuki-no-yoru-ni-naite	かたわれづきの夜に鳴いて	2	両方欠
karisome-konyakusha-ni-dekiai-dekiaisaretemasu	かりそめ婚約者に溺愛されてます	2	両方欠
kimi-wa-yoru-no-juunin	きみは夜の住人	2	キャッチ欠
keroyoi-niigataben-sakaba	けろよい!新潟弁酒場	2	両方欠
kodomo-no-kuni	こどものくに	2	両方欠
kono-koi-wa-kitto-amasugiru	この恋はきっと、甘すぎる	2	キャッチ欠
kore-wa-kitto-unmei-no-koi	これはきっと、運命の恋	2	両方欠
gobusata-na-izumi-san-ni-dakaremasu	ご無沙汰な伊澄さんに抱かれます	2	両方欠
saunoa	さうのあっ!	2	説明欠
sara-kun-wa-ouji-no-kiss-de-me-o-samasu	さらくんは王子のキスで目を覚ます	2	説明欠
zatsutabi-another-side-byuu	ざつ旅-Another Side View-	2	両方欠
shibanban	しばんばん	2	説明欠
shakoutchi	しゃこうっち。	2	説明欠
shiranai-koto-kenkyuukai	しらないこと研究会	2	両方欠
soshite-nagai-yoru-ga-aketa-nara	そして長い夜が明けたなら	2	説明欠
sono-me-de-shikkari-daite-oke	その目でしっかり抱いておけ	2	説明欠
tayutau-kemuri-wa-tsukamenai	たゆたう煙は掴めない	2	説明欠
tsukitate-omo-chan	つきたて!オモちゃん	2	説明欠
tsukumo-no-yorozudokoro	つくもの万処	2	説明欠
tsumari-souiu-koto-karada-wa-ai-ni-hairimasuka	つまりそういうコト。	2	説明欠
tekuteku-himitsu-risaachi	てくてくっ!秘密リサーチ	2	両方欠
tonari-no-koroshiya-chan	となりの殺し屋ちゃん	2	説明欠
dou-agaitemo-akuyaku-reijou	どうあがいても悪役令嬢!	2	両方欠
nande-momo-san-wa	なんでモモさんは	2	両方欠
hajimemashite-orenoshinyuu	はじめまして、オレの親友	2	両方欠
butto-bird	ぶっとバード	2	両方欠
poyopoyo-shinryaku-sutaadamu	ぽよぽよ侵略スターダム!	2	両方欠
maou-chan	まおうちゃん	2	両方欠
mochiron-oshite-ne	もちろん推してね!?	2	両方欠
yuru-days	ゆるデイズ	2	説明欠
yokubare-ningen-san	よくばれ!人間さん	2	両方欠
rinku-life-raburaibu	りんく!らいふ!ラブライブ!	2	両方欠
wakaranai-desu-yoshida-san	わからないです吉田さん	2	説明欠
watashi-no-okaa-san	わたしのお母さん	2	説明欠
watashi-no-shouko	わたしの証拠	2	両方欠
the-idolm-ster-million-live-blooming-clover-encore	アイドルマスターミリオンライブ!Blooming Clover〈encore〉	2	両方欠
academic-hype	アカデミックハイプ	2	両方欠
akiresu	アキレス	2	両方欠
elite-keishi-no-dokusenyoku-ni-karametorare-dekiai-sarete-imasu	エリート警視の独占欲に絡めとられ溺愛されています	2	両方欠
ookami-to-haru-no-uta	オオカミと春の歌	2	両方欠
occult-journey-etsuran-chuui	オカルトジャーニー〈閲覧注意〉	2	両方欠
onikogi	オニコギ	2	両方欠
karasuya-satoshi-no-shin-bikkuri-curry	カラスヤサトシの新びっくりカレー	2	両方欠
kandata-onee-san-no-jigoku-surooraifu	カンダタおねえさんの地獄スローライフ	2	両方欠
king-the-land	キング・ザ・ランド	2	両方欠
gal-reijou-no-shitsuji-kun	ギャル令嬢の執事くん	2	両方欠
gukkenhaibu	グッケンハイブ	2	両方欠
kokage-chan-wa-koi-no-noroi-ni-maketakunai	コカゲちゃんは恋の呪いに負けたくない	2	両方欠
cosmo-vs	コスモVS!	2	両方欠
komyuryoku-zero-no-kami-eshi-to-osananajimi-no-teihen-sakka	コミュ力ゼロの神絵師と幼なじみの底辺作家	2	両方欠
korokoro-kedama-nikki	コロコロ毛玉日記	2	両方欠
cyalume-papa	サイリウム・パパ!!	2	両方欠
sakiyomi	サキヨミ!	2	両方欠
sasakure-impact	ササクレ・インパクト	2	両方欠
salvia-no-bouquet	サルビアのブーケ	2	説明欠
sugar-girl-drip	シュガーガール・ドリップ	2	説明欠
sugar-skull-to-deep-kiss	シュガースカルとディープキス	2	説明欠
shinkon-quest	シンコンクエスト	2	説明欠
sukimamono	スキマモノ	2	説明欠
susumu-x-minoru	ススム×ミノル	2	説明欠
spy-kyoushitsu-4-bu	スパイ教室4部	2	説明欠
supinofu-de-aimashou	スピンオフで会いましょう	2	説明欠
sultan-s-suite	スルタン・スイート	2	説明欠
sofii-no-sekai	ソフィーの世界	2	両方欠
sorokyan-numa-no-mineko-san	ソロキャン沼のミネコさん	2	両方欠
solar-eclipse	ソーラーエクリプス	2	両方欠
danball-bachelor	ダンボールバチェラー	2	両方欠
toi-et-moi	トワ・エ・モア	2	説明欠
do-kuzu	ド屑	2	両方欠
nakashi-shimai-no-heni-kiroku	ナカ●シ姉妹のヘン●イ記録	2	キャッチ欠
net-de-kirai-na-aitsu-no-keshikata	ネットできらいなあいつの消し方	2	両方欠
honey-blood	ハニーブラッド	2	両方欠
hundred-note	ハンドレッドノート	2	両方欠
harem-yori-heion-o	ハーレムより平穏を!	2	両方欠
baka-de-yowakute-buzama-demo	バカで弱くて無様でも	2	キャッチ欠
bakishimi	バキしみ	2	両方欠
batsuichi-kachou-to-koisuru-ouji	バツイチ課長と恋する王子.	2	両方欠
hydra	ヒドゥラ	2	両方欠
himitsu-no-shanai-love-ga-haran-nandesu-kedo	ヒミツの社内恋愛が波乱なんですけど?	2	キャッチ欠
fortuna	フォルトゥーナ	2	両方欠
bullbuster	ブルバスター	2	両方欠
play-shita-oboe-mo-nai-game-teki-na-sekai-ni-mayoikondara	プレイした覚えもないゲーム的な世界に迷い込んだら	2	両方欠
hereteku-no-ana	ヘレテクの穴	2	両方欠
mind-reversi	マインド・リバーシ	2	両方欠
my-fair-killer	マイ・フェア・キラー	2	両方欠
mitsuki-kun-chotto-matte	ミツキくんちょっと待って!	2	キャッチ欠
mon-chan-to-watashi	モンちゃんと私	2	両方欠
monkey-d-luffy	モンキー・D・ルフィ	2	両方欠
yankee-to-futago-no-tsukurikata	ヤンキーと双子の作り方	2	両方欠
yankee-assistant-no-ashizawa-kun-ni-koi-o-shita	ヤンキーアシスタントの芦沢くんに恋をした	2	説明欠
yandere-cafe-e-youkoso	ヤンデレカフェへようこそ	2	説明欠
yandere-ouji-sama-ni-aisarechaimashita	ヤンデレ王子様に愛されちゃいました	2	両方欠
yanbaru-no-tatakai	ヤンバルの戦い	2	両方欠
rival-ten-no-onna-ni-kyoumi-nanka-neeyo	ライバル店の女に興味なんかねぇよ	2	説明欠
raki-kun-wa-makai-de-kaima-shitai	ラキくんは魔界デ解魔したい!	2	両方欠
loop-10-kaime-no-koushaku-reijou-wa-outaishi-ni-dekiai-sarete-imasu	ループ10回目の公爵令嬢は王太子に溺愛されています	2	両方欠
room-tours	ルーム・ツアーズ	2	両方欠
leda-no-majutsushi	レダの魔術師	2	キャッチ欠
red-rule	レッドルール	2	両方欠
rock-in-soul	ロッキン・ソウル	2	説明欠
romantic-dark	ロマンティック・ダーク	2	説明欠
ichimanbai-no-seijo-ga-oshieru-sei-kyouiku	一万倍の聖女が教える聖教育	2	両方欠
shanghai-loser	上海ルーザー	2	説明欠
furin-shita-gawa-kanojo	不倫シタ側彼女	2	両方欠
sekai-sukui-owatta-kedo-kioku-soushitsu-no-onnanoko-hirotta	世界救い終わったけど、記憶喪失の女の子ひろった@COMIC	2	両方欠
sekaiju-no-mamono-tsukai	世界樹の魔物使い	2	両方欠
ryousei-alpha	両性α	2	両方欠
otome-no-chikyuu-no-hashirikata	乙女の地球の走りかた.	2	両方欠
kyou-kara-akujo-ni-narimasu	今日から悪女になります!	2	両方欠
sasana-nana-no-kyuumei	佐々々奈々の究明.	2	両方欠
sahashi-kun-no-ayakashi-hiyori	佐橋くんのあやかし日和	2	説明欠
yomei-wazuka-dakara-to-tsuihousareta-sareta-seijo-desu-junrei-no-tabi-ni-detara-chou-kenkou-ni	余命わずかだからと追放された聖女ですが、巡礼の旅に出たら超健康になりました	2	説明欠
yomei-wazuka-no-wakiyaku-reijou	余命わずかの脇役令嬢	2	両方欠
benri-sugiru-chuutoriaru-skill-de-isekai-poyonpoyon-seikatsu	便利すぎるチュートリアルスキルで異世界ぽよんぽよん生活	2	両方欠
shakkin-reijou-to-yamikin-ouji-no-gokuama-hensai-life	借金令嬢と闇金王子の極甘返済ライフ!	2	両方欠
moto-cheat-makeppanashi	元チート★敗けっぱなし.	2	両方欠
moto-saikyou-kouryakusha-nozomanu-dungeon-haishin-de-musou-shite-shimau	元最強攻略者、望まぬダンジョン配信で無双してしまう	2	両方欠
kyoujin-taisen	兇人大戦	2	両方欠
zennou-madoushi	全能魔導士	2	両方欠
meikon-no-hanayome-wa-aisareru	冥婚の花嫁は愛される	2	両方欠
reitetsu-shachou-to-kozukuri-kon	冷徹社長と子づくり婚	2	両方欠
toudoukunchi-no-maid-shota	凍堂くんちのメイドショタ	2	説明欠
zense-koitsu-ni-korosaremashita	前世こいつに殺されました	2	両方欠
zense-de-koroshita-aite-no-tantou-henshuu-ni-narimashita	前世で殺した相手の担当編集になりました	2	説明欠
kengi-mo-mahou-mo-chuuto-hanpa-dakara-to-kandou-sareta-shounen-dai-seirei-ni-misomerare-saikyou-no	剣技も魔法も中途半端だからと勘当された少年、大精霊に見初められ最強のオールラウンダーとなる。	2	両方欠
tasukete-herupumii	助けてヘルプミー	2	説明欠
kitaguni-yurayura-kikou	北国ゆらゆら紀行	2	両方欠
senbansha-isekai-tsuushoubu	千万社異世界通商部	2	説明欠
kuchi-hatchoubori	口八丁堀	2	両方欠
doukyoningakonoyonomonjanai	同居人がこの世のモンじゃない. 第2巻	2	説明欠
meitantei-conan-harouin-no-hanayome	名探偵コナンハロウィンの花嫁	2	両方欠
kimi-ga-mata-kakidasu-sen	君がまた描きだす線	2	両方欠
sakimidareru-wa-yuri-no-hana	咲き乱れるは百合の花	2	説明欠
zeni-100-paasento-no-imouto-akui-hyakupaasento-no-imouto	善意100%の妹、悪意100%の妹。	2	両方欠
zenryou-na-furyou-koukousei-no-nichijou	善良な不良高校生の日常	2	説明欠
kissa-koudou-to-jinkaku	喫茶行動と人格	2	両方欠
shuuai-renbo	囚愛恋慕	2	両方欠
danchou-sama-no-amai-yuuwaku	団長様の甘い誘惑	2	両方欠
chiteikai-kidan	地底界奇談	2	両方欠
ochite-oborete-nomikonde-yandere-osananajimi-no-midara-na-kyouai	堕ちて、溺れて、呑み込んでヤンデレ幼なじみの淫らな狂愛	2	両方欠
shio-taiou-na-watashi-no-danna-sama-wa-haisupekku-na-osananajimi	塩対応な私の旦那様はハイスペックな幼馴染!?	2	両方欠
natsumikan-hayato-no-round-lesson	夏蜜柑颯斗のラウンドレッスン	2	両方欠
yoru-no-manimani	夜のまにまに	2	説明欠
yakei-no-rembrandt	夜警のレンブラント	2	両方欠
yume-kara-sametemo-soba-ni-ite	夢から覚めてもそばにいて.	2	説明欠
daikichi-soba	大吉蕎麦	2	両方欠
yamato-nadeshiko-wa-kujikenai	大和撫子はくじけない。	2	説明欠
