verdict	signals	series_key	title	vols	first_date	last_date	imprints	authors	isbn
著者は本番に在る(作品は別)		name:ナターシャ・オークリー|name:砂漠に魅せられて	砂漠に魅せられて	1	2011-04	2011-04	ハーレクインコミックス	たむら純子 / ナターシャ・オークリー	9784596953162
著者は本番に在る(作品は別)		name:佳門サエコ|name:痴漢ダイアリー	痴漢ダイアリー	1	2011-04	2011-04	Cita cita series	佳門サエコ	9784832287488
著者は本番に在る(作品は別)		name:キャロル・マリネッリ|name:異国に結ぶ恋	異国に結ぶ恋	1	2011-04	2011-04	ハーレクインコミックス	宗真仁子 / キャロル・マリネッリ	9784596953124
本番に完全に無い		name:スナエハタ|name:猫の目のホロスコープ	猫の目のホロスコープ	1	2011-04	2011-04	Canna Comics	スナエハタ	9784829685044
著者は本番に在る(作品は別)		name:山田2丁目|name:狼さん、そろそろ準備はいいですか	狼さん、そろそろ準備はいいですか	1	2011-04	2011-04	Canna Comics	山田2丁目	9784829685051
著者は本番に在る(作品は別)		name:チャールズ|name:気持ちが楽になるスヌーピー	気持ちが楽になるスヌーピー	1	2011-04	2011-04	祥伝社新書	谷川俊太郎 / チャールズ M.シュルツ	9784396112363
同著者で題が包含(同一作品疑い)		name:龍樹丈|name:死刑囚の遺産 スペシャル	死刑囚の遺産 スペシャル	1	2011-04	2011-04	Gコミックス	上農ヒロ昭 / 龍樹丈	9784537157895
著者は本番に在る(作品は別)		name:うさぎねこ|name:機密データ流出事件簿	機密データ流出事件簿	1	2011-04	2011-04	Missy comics	村松麻由 / 渡辺やよい / 幸	9784776730774
著者は本番に在る(作品は別)		name:西村しゅうこ|name:最高のモテ期の見つけ方	最高のモテ期の見つけ方	1	2011-04	2011-04	Drap comics	西村しゅうこ	9784862529985
著者は本番に在る(作品は別)		name:奥田七緒|name:授業のあとでキスをして	授業のあとでキスをして	1	2011-04	2011-04	あすかコミックスCL-DX	奥田七緒	9784048546263
本番に完全に無い		name:鮎川未緒|name:愛蜜のまりあ	愛蜜のまりあ	1	2011-04	2011-04	フラワーコミックスアルファ	鮎川未緒	9784091337832
本番に完全に無い		name:克元かさね|name:愛シェアハウス	愛シェアハウス	1	2011-04	2011-04	恋愛MAX COMICS	克元かさね	9784253135429
著者は本番に在る(作品は別)		name:リー・ウイリアムズ|name:恋するドレスメーカー	恋するドレスメーカー	1	2011-04	2011-04	Emerald comics	中村地里 / リー・ウイリアムズ	9784776730859
著者は本番に在る(作品は別)		name:川島彩|name:好きでどうしようもない	好きでどうしようもない	1	2011-04	2011-04	Missy comics	川嶋彩	9784776730873
本番に完全に無い		name:マツキヨコ|name:奇遇ですね、うちもそんな感じです。	奇遇ですね、うちもそんな感じです。	1	2011-04	2011-04		マツキヨコ	9784048741927
著者は本番に在る(作品は別)		name:天王寺ミオ|name:天王寺ミオ	天王寺ミオ	1	2011-04	2011-04	K-book comics	天王寺ミオ	9784861234859
著者は本番に在る(作品は別)	文庫	name:本庄りえ|name:声のない夜	声のない夜	1	2011-04	2011-04	ジュネット文庫	本庄りえ	9784904468784
著者は本番に在る(作品は別)		name:木村聡|name:地球侵略!コルレオニス	地球侵略!コルレオニス	1	2011-04	2011-04	Jump comics SQ	木村聡	9784088702483
著者は本番に在る(作品は別)		name:魚住直子|name:園芸少年	園芸少年	1	2011-04	2011-04	講談社コミックスなかよし	森永あい / 魚住直子	9784063643053
同著者で題が包含(同一作品疑い)		name:イケダケイ|name:全力ウサギの今日から全力!	全力ウサギの今日から全力!	1	2011-04	2011-04	メディアファクトリーのキャラクターブック	イケダケイ	9784840138710
著者は本番に在る(作品は別)		name:上原ひびき|name:兄vs弟	兄vs弟	1	2011-04	2011-04	Missy comics	上原ひびき / 米谷たかね / 桃果コウ	9784776730880
著者は本番に在る(作品は別)		name:ソフィー・ウエストン|name:億万長者は女嫌い	億万長者は女嫌い	1	2011-04	2011-04	ハーレクインコミックス	藤本さみ / ソフィー・ウエストン	9784596953117
本番に完全に無い		name:柚谷晴日|name:僕のあの子	僕のあの子	1	2011-04	2011-04	Cita cita series	柚谷晴日	9784832287471
著者は本番に在る(作品は別)		name:夏乃あゆみ|name:今夜の予定、どうでしょう?	今夜の予定、どうでしょう?	1	2011-04	2011-04	Chara comics	夏乃あゆみ	9784199604720
著者は本番に在る(作品は別)		name:梨花チマキ|name:一回だけのひと	一回だけのひと	1	2011-04	2011-04	Karen comics	梨花チマキ	9784537127287
著者は本番に在る(作品は別)		name:エルジェ|name:レッド・ラッカムの宝	レッド・ラッカムの宝	1	2011-04	2011-04	タンタンの冒険 / タンタンの冒険旅行	川口恵子 / Hergé / エルジェ	9784834025088
著者は本番に在る(作品は別)		name:北別府ニカ|name:レシート	レシート	1	2011-04	2011-04	花音コミックス	北別府ニカ	9784832287433
著者は本番に在る(作品は別)		name:エマ・ダーシー|name:ルール破りの恋	ルール破りの恋	1	2011-04	2011-04	ハーレクインコミックス	長崎真央子 / エマ・ダーシー	9784596953179
著者は本番に在る(作品は別)		name:ムロ・ゾノフスキー|name:リーマン教師the mobile	リーマン教師the mobile	1	2011-04	2011-04	ビッグコミックス モバman	ムロ・ゾノフスキー	9784091837707
本番に完全に無い		name:細山敏之|name:マンガ ケインズ大不況は解決できる!	マンガ ケインズ大不況は解決できる!	1	2011-04	2011-04		石田おさむ / 細山敏之	9784062157131
著者は本番に在る(作品は別)		name:津寺里可子|name:プリンスと禁じられた恋	プリンスと禁じられた恋	1	2011-04	2011-04	Emerald comics	津寺里可子	9784776730842
本番に完全に無い		name:天元コウ|name:ブラッド・オブ・ボンゴレ	ブラッド・オブ・ボンゴレ	1	2011-04	2011-04	Clapコミックスanthology	天元コウ	9784862017611
本番に完全に無い		name:箱田コハ|name:ブラッシュ・up	ブラッシュ・up	1	2011-04	2011-04	CR comics	箱田コハ	9784861768415
著者は本番に在る(作品は別)		name:巴天舞|name:フラジール	フラジール	1	2011-04	2011-04	YCコミックス	巴天舞	9784785935924
著者は本番に在る(作品は別)		qid:Q11276104|name:ヒゲの妊婦（43）	ヒゲの妊婦（43）	1	2011-04	2011-04	Kiss	ひうらさとる	9784063377194
著者は本番に在る(作品は別)		name:ハワード・フィリップス・ラヴクラフト|name:ダンウィッチの怪	ダンウィッチの怪	1	2011-04	2011-04	クラッシックcomic	原田雅史 / 宮崎陽介 / ハワード・フィリップス・ラヴクラフト	9784569795829
著者は本番に在る(作品は別)		name:桜川園子|name:ジェネラル・ブラッド	ジェネラル・ブラッド	1	2011-04	2011-04	Super be×boy comics	桜川園子	9784862639486
著者は本番に在る(作品は別)	文庫;雑誌名っぽい	name:えぐちゆう|name:コミック森村誠一棟居警部補の事件簿	コミック森村誠一棟居警部補の事件簿	1	2011-04	2011-04	秋田文庫	大舞キリコ / えぐちゆう / 森村誠一	9784253171472
著者は本番に在る(作品は別)		name:キャロル・マリネッリ|name:キスは闇に紛れて	キスは闇に紛れて	1	2011-04	2011-04	ハーレクインコミックス	夏木未央 / キャロル・マリネッリ	9784596953148
本番に完全に無い		name:楽田トリノ|name:キスから始まる処方箋	キスから始まる処方箋	1	2011-04	2011-04	Drap comics	楽田トリノ	9784864360265
著者は本番に在る(作品は別)		name:もろおか紀美子|name:カーマ・スートラ～淫靡の聖典～	カーマ・スートラ～淫靡の聖典～	1	2011-04	2011-04	まんがグリム童話	もろおか紀美子	9784821171446
同著者で題が包含(同一作品疑い)		name:ミキマキ|name:カレンダーボーイfinal	カレンダーボーイfinal	1	2011-04	2011-04	Wings comics	ミキマキ / 進藤ウニ / 守里ゆうじ	9784403671036
著者は本番に在る(作品は別)		name:アレキサンドラ・セラーズ|name:カサノヴァに恋してる	カサノヴァに恋してる	1	2011-04	2011-04	ハーレクインコミックス	サクヤカイシ / SellersAlexandra	9784596953131
著者は本番に在る(作品は別)		name:阿部摘花|name:エリート王子とビンカン子猫	エリート王子とビンカン子猫	1	2011-04	2011-04	Missy comics	阿部摘花	9784776730866
本番に完全に無い		name:犬井まき|name:アトピっ子育て	アトピっ子育て	1	2011-04	2011-04		犬井まき	9784774790596
著者は本番に在る(作品は別)		name:桃月はるか|name:アイドルだって恋をする	アイドルだって恋をする	1	2011-04	2011-04	アクアコミックス	桃月はるか	9784775516652
本番に完全に無い		name:「やりすぎコージー」プロジェクトチーム|name:やりすぎ芸人ビンボー烈伝 the comic	やりすぎ芸人ビンボー烈伝 the comic	1	2011-04	2011-04			9784847019715
著者は本番に在る(作品は別)		name:エルジェ|name:ふしぎな流れ星	ふしぎな流れ星	1	2011-04	2011-04	タンタンの冒険 / タンタンの冒険旅行	川口恵子 / Hergé / エルジェ	9784834025064
著者は本番に在る(作品は別)		name:エルジェ|name:なぞのユニコーン号	なぞのユニコーン号	1	2011-04	2011-04	タンタンの冒険 / タンタンの冒険旅行	川口恵子 / Hergé / エルジェ	9784834025071
著者は本番に在る(作品は別)		name:一之瀬綾子|name:それは恋ね	それは恋ね	1	2011-04	2011-04	ディアプラスコミックス	一之瀬綾子	9784403663055
同著者で題が包含(同一作品疑い)		qid:Q11268005|name:これはゾンビですか?はい、メガ盛りマシマシです	これはゾンビですか?はい、メガ盛りマシマシです	1	2011-04	2011-04	ドラゴンコミックスエイジ	さっち / 木村心一	9784047127197
本番に完全に無い		name:松下キック|name:ことらん	ことらん	1	2011-04	2011-04	Spade comics	松下キック	9784403621017
著者は本番に在る(作品は別)		name:椎名秋乃|name:くるすけ恋愛事情	くるすけ恋愛事情	1	2011-04	2011-04	アクアコミックス	椎名秋乃	9784775516676
著者は本番に在る(作品は別)		name:北別府ニカ|name:きみのはじめて	きみのはじめて	1	2011-04	2011-04	あすかコミックスCL-DX	北別府ニカ	9784048546270
本番に完全に無い		name:もろづみすみとも|name:きっと夢みるヤマアラシ	きっと夢みるヤマアラシ	1	2011-04	2011-04	Citron comics	もろづみすみとも	9784862639622
著者は本番に在る(作品は別)		name:木下けい子|name:うちの王子いりませんか	うちの王子いりませんか	1	2011-04	2011-04	Chara comics	木下けい子	9784199604737
著者は本番に在る(作品は別)		name:小嶋ララ子|name:いやよやめてよ	いやよやめてよ	1	2011-04	2011-04	Be×boy comics	小嶋ララ子	9784862639479
著者は本番に在る(作品は別)		name:冬乃郁也|name:ある日、僕らが恋に落ちたら	ある日、僕らが恋に落ちたら	1	2011-04	2011-04	ディアプラスコミックス	冬乃郁也	9784403663062
著者は本番に在る(作品は別)		name:Circus|name:uni.	uni.	1	2011-04	2011-04	角川コミックス・エース	柴嶺タカシ / CIRCUS	9784047156838
著者は本番に在る(作品は別)		qid:Q11388934|name:fellows	fellows	1	2011-04	2011-04	BEAM COMIX	高橋拡那 / 雁須磨子 / 森薫	9784047271975
本番に完全に無い		qid:Q11435935|name:Wings songs.	Wings songs.	1	2011-04	2011-04	Gum comics	大本海図	9784847037696
本番に完全に無い		name:Spray|name:Steal!	Steal!	1	2011-04	2011-04	Be×boy comics	赤名芽衣子 / Spray	9784862639455
本番に完全に無い		name:野原ひろみ|name:Seki-lala美少女	Seki-lala美少女	1	2011-04	2011-04	ACTION COMICS	野原ひろみ	9784575839050
★本番に在る(題+著者一致)		qid:Q1096358|name:Mr.シークレットフロア	Mr.シークレットフロア	1	2011-04	2011-04	Be×boy comics	あさぎり夕 / 剣解	9784862639448
著者は本番に在る(作品は別)		name:田倉トヲル|name:5人の男子と世界の不思議	5人の男子と世界の不思議	1	2011-04	2011-04		田倉トヲル	9784758012171
本番に完全に無い		name:冬凪れく|name:30歳の保健体育 ラブフラグ編	30歳の保健体育 ラブフラグ編	1	2011-04	2011-04	4コマkingsぱれっとcomics	冬凪れく	9784758081153
本番に完全に無い		name:甘夏|name:1エロDK	1エロDK	1	2011-04	2011-04	Nichibun comics	甘夏	9784537127270
著者は本番に在る(作品は別)		name:鶴永いくお|name:赤いハイヒール	赤いハイヒール	1	2011-03-31	2011-03-31	芳文社コミックス	鶴永いくお	9784832232396
本番に完全に無い		name:ブライアン・リー・オマリー|name:スコット・ピルグリム＆インフィニット・サッドネス	スコット・ピルグリム＆インフィニット・サッドネス	1	2011-03-30	2011-03-30		O'MalleyBryan Lee	9784863323155
著者は本番に在る(作品は別)		name:氷室桜|name:アクマで契約	アクマで契約	1	2011-03-28	2011-03-28	Kaiohsha comics. Gush comics	氷室桜	9784796401463
本番に完全に無い		name:マクロスエース編集部|name:マクロスコミックゼントラ盛り	マクロスコミックゼントラ盛り	1	2011-03-26	2011-03-26	角川コミックス・エース		9784047156753
