slug	題	巻書誌に無い著者	頁の巻数	照合できた巻数	巻書誌にある著者	reason
shokugyou-onna	職業:女	大久保ニュー	2	2	ふめいちゃん / ニュー / 大久保 / 大久保ニューふめいちゃん	
shokugyou-shitateya-tan-tan-to-buiaaruemuemuoo-jikkyou-comic	職業、仕立屋。淡々と、VRMMO実況。@COMIC	わだくちろ	2	2	コナタエル	
shokuryou-jinrui-ri	食糧人類Re:	イナベカズ	7	7	イナベ / イナベカズ蔵石ユウ水谷健吾 / カズ / ユウ / 健吾 / 水谷 / 蔵石	
shokuryou-jinrui-ri	食糧人類Re:	蔵石ユウ	7	7	イナベ / イナベカズ蔵石ユウ水谷健吾 / カズ / ユウ / 健吾 / 水谷 / 蔵石	
shokuryou-seisei-skill-o-te-ni-ireta-node-isekai-de-shoukai-o-tachiageyou-to-omoimasu	食料生成スキルを手に入れたので、異世界で商会を立ち上げようと思います	slkn	6	6	slkn(MFブックス) / ごてん / ごてんslkn(MFブックス)もやし / もやし	
shokushu-majutsushi-no-nariagari	触手魔術師の成り上がり	夜桜エレル	4	4	〆鯖 / エレル / コハダ / 夜桜 / 夜桜エレル飯田栄静〆鯖コハダ / 栄静 / 飯田	
shokushu-majutsushi-no-nariagari	触手魔術師の成り上がり	飯田栄静	4	4	〆鯖 / エレル / コハダ / 夜桜 / 夜桜エレル飯田栄静〆鯖コハダ / 栄静 / 飯田	
shokutaku-no-kishi	食卓の騎士	武王丸	3	3	今泉伸二	
shokutaku-no-mukougawa	食卓の向こう側	佐藤弘	1	1	佐藤弘（編集者） / 魚戸おさむ / 魚戸おさむ佐藤弘（編集者）	
shokutaku-no-mukougawa	食卓の向こう側	渡辺美穂	1	1	佐藤弘（編集者） / 魚戸おさむ / 魚戸おさむ佐藤弘（編集者）	
shoot-no-sekai-ni-gon-nakayama-ga-tensei-shite-shimatta-ken	シュート!の世界にゴン中山が転生してしまった件	中山雅史	5	5	中山 / 司 / 外池 / 外池達宏中山雅史大島司 / 大島 / 達宏 / 雅史	
shoot-no-sekai-ni-gon-nakayama-ga-tensei-shite-shimatta-ken	シュート!の世界にゴン中山が転生してしまった件	外池達宏	5	5	中山 / 司 / 外池 / 外池達宏中山雅史大島司 / 大島 / 達宏 / 雅史	
shoot-no-sekai-ni-gon-nakayama-ga-tensei-shite-shimatta-ken	シュート!の世界にゴン中山が転生してしまった件	大島司	5	5	中山 / 司 / 外池 / 外池達宏中山雅史大島司 / 大島 / 達宏 / 雅史	
shooting-star-bebop-cowboy-bebop	シューティングスタービバップ	矢立肇	2	2	久雅カイン	
shop-skill-sae-areba-danjonka-shita-sekai-demo-rakushou-da	『ショップ』スキルさえあれば、ダンジョン化した世界でも楽勝だ	十本スイ	3	3	たのそ / たのそ十本スイ夜ノみつき / みつき / スイ / 十本 / 夜ノ	
shosen-hitogoto-desukara	しょせん他人事(ひとごと)ですから	富士屋カツヒト	10	10	カツヒト / 富士屋 / 富士屋カツヒト左藤真通清水陽平(法律事務所アルシエン) / 富士屋カツヒト左藤真通清水陽平（法律事務所アルシエン)	
shosen-hitogoto-desukara	しょせん他人事(ひとごと)ですから	左藤真通	10	10	カツヒト / 富士屋 / 富士屋カツヒト左藤真通清水陽平(法律事務所アルシエン) / 富士屋カツヒト左藤真通清水陽平（法律事務所アルシエン)	
shoshi-hyakuen	諸子百苑	彭傑	4	4	Land) / Land） / 少年FLY / 彭傑&王士豪(Friendly / 彭傑（Friendly / 彭傑（FriendlyLan	
shoshi-hyakuen	諸子百苑	横浜中華学院	4	4	Land) / Land） / 少年FLY / 彭傑&王士豪(Friendly / 彭傑（Friendly / 彭傑（FriendlyLan	
shotahiiroo-daipinchi-onee-san-kaijin-no-amasugiru-wana	ショタヒーロー大ピンチ!?おねえさん怪人の甘すぎる罠	和田ちん	1	1	アンソロジー	
shotahiiroo-daipinchi-onee-san-kaijin-no-amasugiru-wana	ショタヒーロー大ピンチ!?おねえさん怪人の甘すぎる罠	広輪凪	1	1	アンソロジー	
shotahiiroo-daipinchi-onee-san-kaijin-no-amasugiru-wana	ショタヒーロー大ピンチ!?おねえさん怪人の甘すぎる罠	鮭	1	1	アンソロジー	
shoufumarii	娼婦マリー	高取英	1	1	村祖俊一	
shougeki-wa-bougyo-shitsutsu-kaesu-noga-touzendesu	衝撃は防御しつつ返すのが当然です	TO～KU	3	3	TO〜KU / TO〜KU水玉 / TO〜KU水玉仁藤あかね / 仁藤あかね / 水玉	
shoujiki-fudou-san	正直不動産	大谷アキラ	24	24	アキラ / 光博 / 夏原 / 大谷 / 大谷アキラ夏原武水野光博 / 武 / 水野	
shoujiki-fudou-san	正直不動産	水野光博	24	24	アキラ / 光博 / 夏原 / 大谷 / 大谷アキラ夏原武水野光博 / 武 / 水野	
shoujo-nemu	少女・ネム	カリブ・マーレイ	1	1	木崎ひろすけ	
shoujo-null	少女Null	中西鼎	4	4	あきま / あきま中西鼎 / 中西 / 鼎	
shoujo-wa-isekai-de-satsuriku-no-sainou-ni-mezameru	少女は異世界で『殺戮の才能』に目覚める	小﨑基広	3	3	小崎基広 / 岸馬きらく / 岸馬きらく小崎基広	
shoujotachi-wa-kouya-o-mezasu	少女たちは荒野を目指す	平つくね	3	3	みなとそふと / みなとそふとカヅチ松竜 / カヅチ / カヅチみなとそふと松竜 / 松竜	
shoukan-senki-samonnaito	召喚戦記サモンナイト	神子島整	4	4	宮腰真知	
shoukanou-rekusu	召喚王レクス	バースディ	5	5	公弥杏捺 / 原ひろあき / 原ひろあき公弥杏捺	
shoukanou-rekusu	召喚王レクス	原裕朗	5	5	公弥杏捺 / 原ひろあき / 原ひろあき公弥杏捺	
shoukoku-no-altair-san	小国のアルタイルさん	カトウコトノ	1	1	カトウ / コトノ / シイナ / ソガ / ソガシイナカトウコトノ	
shoukoku-no-altair-san	小国のアルタイルさん	ソガシイナ	1	1	カトウ / コトノ / シイナ / ソガ / ソガシイナカトウコトノ	
shoukoujo-nakagawa-1983	小公女	F.H.バーネット	2	2	エリザ / バーネット / フランシス / フランシスエリザバーネット中川佳子 / 中川佳子	
shoukoujo-seira	小公女セイラ	岡田惠和	2	2	岡田恵和 / 田中美菜子 / 田中美菜子岡田恵和	
shouma-shinwa-senki	小魔神話戦記	黄龍洙	3	3	梁慶一 / 黄竜洙 / 黄竜洙梁慶一	
shoumetsu-shita-akuyaku-reijou	消滅した悪役令嬢	桑島黎音	1	1	マロン株式 / 北川あじゅ / 北川あじゅマロン株式	
shounen-ninja-basara-kun	少年忍者バサラくん	ADA	3	3	義見依久	
shounen-ninja-basara-kun-fuyouhime-taikutsuki	「少年忍者バサラくん」芙蓉姫退屈記	ADA	2	2	義見依久	
shounen-shoujo-jinbutsu-nippon-no-rekishi	少年少女人物日本の歴史	学習まんが集団	25	4	あおむら純	
shounen-shoujo-jinbutsu-nippon-no-rekishi	少年少女人物日本の歴史	小井土繁	25	4	あおむら純	
shounen-tantei-q	少年探偵Q	円陣	2	2	しんがぎん	
shounenin-ushijima-kun	少年院ウシジマくん	山崎童々	7	7	山崎 / 昌平 / 真鍋 / 真鍋昌平山崎童々 / 童々	
shounenin-ushijima-kun	少年院ウシジマくん	真鍋昌平	7	7	山崎 / 昌平 / 真鍋 / 真鍋昌平山崎童々 / 童々	
shounentachi-no-ita-natsu	少年たちのいた夏	二橋進吾	2	2	北条司	
shousetsu-no-kami-sama	小説の神様	手名町紗帆	3	3	手名町 / 沙呼 / 相沢 / 相沢沙呼手名町紗帆 / 紗帆	
shousetsu-no-kami-sama	小説の神様	相沢沙呼	3	3	手名町 / 沙呼 / 相沢 / 相沢沙呼手名町紗帆 / 紗帆	
shoushimin-shunki-gentei-ichigo-taruto-jiken	〈小市民〉春期限定いちごタルト事件	米澤穂信	3	3	アンリ / 穂信 / 米澤 / 米澤穂信紗川アンリ / 紗川	
shoushimin-shunki-gentei-ichigo-taruto-jiken	〈小市民〉春期限定いちごタルト事件	紗川アンリ	3	3	アンリ / 穂信 / 米澤 / 米澤穂信紗川アンリ / 紗川	
shoutai	小隊	柏葉比呂樹	1	1	文次 / 柏葉 / 比呂樹 / 砂川 / 砂川文次柏葉比呂樹	
shoutai	小隊	砂川文次	1	1	文次 / 柏葉 / 比呂樹 / 砂川 / 砂川文次柏葉比呂樹	
shoutai-fumei-to-kyoufu	正体不明と恐怖	脊髄引き抜きの刑	4	4	フライ / 引き抜きの刑 / 脊髄 / 脊髄引き抜きの刑フライ	
shouwa-no-gurazeni	昭和のグラゼニ	森高夕次	10	9	夕次 / 川 / 森高 / 森高夕次川	
shouwa-tennou-monogatari	昭和天皇物語	志波秀宇	19	19	一利 / 一成 / 半藤 / 半藤一利 / 永福 / 純一 / 能條 / 能條純一 / 能條純一半藤一利 / 能條純一半藤一利永福一成	
shouwa-tennou-monogatari	昭和天皇物語	永福一成	19	19	一利 / 一成 / 半藤 / 半藤一利 / 永福 / 純一 / 能條 / 能條純一 / 能條純一半藤一利 / 能條純一半藤一利永福一成	
show-ha-shou-ten	ショーハショーテン!	小畑健	11	11	健 / 小畑 / 小畑健浅倉秋成 / 浅倉 / 秋成	
show-ha-shou-ten	ショーハショーテン!	浅倉秋成	11	11	健 / 小畑 / 小畑健浅倉秋成 / 浅倉 / 秋成	
shrink-seishinkai-yowai	Shrink～精神科医ヨワイ～	七海仁	18	18	七海 / 七海仁月子 / 仁 / 月子 / 月子七海仁	
shuffle-navel-2004	SHUFFLE!	Navel	6	6	日下皓	
shugo-chara	しゅごキャラ!	PEACH‐PIT	18	18	PEACH-PIT	
shugo-chara	しゅごキャラ!	Peach-Pit	18	18	PEACH-PIT	
shugo-chara-chan	しゅごキャラ!ちゃん	PEACH‐PIT	4	4	PEACH-PIT / ナフタレン水嶋 / ナフタレン水嶋PEACH-PIT	
shuiro-no-kamen	朱色の仮面	那波なばな	8	8	Dr.Poro / なばな / 那波 / 那波なばなDr.Poro	
shukufuku-no-campanella	祝福のカンパネラ	ういんどみるOasis	3	3	虎向ひゅうら	
shukufuku-no-campanella-balzare-tortilla-sisters	祝福のカンパネラバルツァーレ!トルティア姉妹!	ういんどみるOasis	2	2	候之奏枝	
shunkashuutou-daikousha-haru-no-mai	春夏秋冬代行者 春の舞	小松田なっぱ	8	8	なっぱ / スオウ / 佳奈 / 小松田 / 小松田なっぱ暁佳奈スオウ / 暁	
shunkashuutou-daikousha-haru-no-mai	春夏秋冬代行者 春の舞	暁佳奈	8	8	なっぱ / スオウ / 佳奈 / 小松田 / 小松田なっぱ暁佳奈スオウ / 暁	
shura-no-mon-iden-fudekage	修羅の門異伝 ふでかげ	川原正敏	8	8	宏之 / 川原 / 正敏 / 飛永 / 飛永宏之 / 飛永宏之川原正敏	
shureishi	狩霊士	高岡佳昭	3	3	流木念	
shururun-yukikohime-chan-feat-dororon-enma-kun	シュルルン雪子姫ちゃんfeat.ドロロンえん魔くん	永井豪	1	1	天津冴	
shuu-torawarete	囚トラワレテ	上蓮かおり	1	1	アンソロジー	
shuu-torawarete	囚トラワレテ	卯崎ひとみ	1	1	アンソロジー	
shuu-torawarete	囚トラワレテ	山鳥おふう	1	1	アンソロジー	
shuuchaku-ai	執着愛	四位広猫	1	1	甘野有記 / 甘野有記鐘刻マコモ / 鐘刻マコモ	
shuudoushi-falco	修道士ファルコ	斉藤麻実子	6	6	青池保子	
shuujin-to-kami-hikouki	囚人と紙飛行機	猫ロ眠@囚人P	3	3	猫ロ眠＠囚人P / 紅村岬 / 紅村岬猫ロ眠＠囚人P	
shuukoku-yoyo	秋国夜夜	東野海	2	2	東野 / 東野海栗山青 / 栗山 / 海 / 青	
shuukoku-yoyo	秋国夜夜	栗山青	2	2	東野 / 東野海栗山青 / 栗山 / 海 / 青	
shuumatsu-no-harem-fantasia-gakuen	終末のハーレムファンタジア学園	LINK	3	3	LINK&SAVAN / 安藤岡田 / 安藤岡田LINK&SAVAN	
shuumatsu-no-harem-fantasia-gakuen	終末のハーレムファンタジア学園	SAVAN	3	3	LINK&SAVAN / 安藤岡田 / 安藤岡田LINK&SAVAN	
shuumatsu-no-kiken-na-asobi	週末の危険な遊び	ヴィッキー・L. トンプソン	1	1	L / トンプソン / ヴィッキー / 松川祐里子 / 松川祐里子ヴィッキーLトンプソン	
shuumatsu-wa-mato-london	週末は魔都ロンドン	デニス・ホイートリー	2	2	デニス / ホイートリー / 中貫えり / 中貫えりデニスホイートリー	
shuyaku-no-hatsutaiken-watashi-ga-ubatchaimashita	主役の初体験、私が奪っちゃいました	HwangDoTol	5	5	DoTol / Hwang / MSG / MSGTeavaHwangDoTol / Teava	
side-born-e	サイドボーン	三条陸	3	3	林崎文博	
silent-m-bius-qd	サイレントメビウスQD	企画	5	5	保坂 / 敬 / 歩 / 重馬 / 重馬敬 / 騎亜 / 麻宮 / 麻宮騎亜 / 麻宮騎亜重馬敬 / 麻宮騎亜重馬敬保坂歩	
silver	シルバー	ペニー・ジョーダン	9	9	藤田和子（漫画家）	
silver	シルバー	藤田和子	9	9	藤田和子（漫画家）	
sk-chill-out	SK∞エスケーエイトチルアウト!	Bones	1	1	トリヤス / トリヤスボンズ内海紘子 / ボンズ / 内海紘子	
skate-leading-stars	スケートリーディングスターズ	TEAM SLS	2	2	SLS / TEAM / TEAMSLS枢やな長岡千秋澄生澄佳 / 枢やな / 澄生澄佳 / 長岡千秋	
skeleton-office	スケルトン・オフィス	佐藤スズ	3	3	スズ / ミミズ / 佐藤 / 佐藤スズ真木ミミズ / 真木	
skeleton-office	スケルトン・オフィス	真木ミミズ	3	3	スズ / ミミズ / 佐藤 / 佐藤スズ真木ミミズ / 真木	
skill-banbutsu-shihai-ni-mezameta-otsu-san-wa-dungeon-de-seikei-o-tateru-koto-ni-shimashita	スキル〈万物支配〉に目覚めたおっさんは、ダンジョンで生計を立てることにしました	原田臙	2	2	シミズヒロノリ / 原田 / 原田臙岸本和葉シミズヒロノリ吉武 / 吉武 / 和葉 / 岸本 / 臙	
skill-banbutsu-shihai-ni-mezameta-otsu-san-wa-dungeon-de-seikei-o-tateru-koto-ni-shimashita	スキル〈万物支配〉に目覚めたおっさんは、ダンジョンで生計を立てることにしました	岸本和葉	2	2	シミズヒロノリ / 原田 / 原田臙岸本和葉シミズヒロノリ吉武 / 吉武 / 和葉 / 岸本 / 臙	
skill-build-online	スキル・ビルド・オンライン	大寺義史	3	3	凪 / 大寺 / 立華 / 立華凪大寺義史 / 義史	
skill-build-online	スキル・ビルド・オンライン	立華凪	3	3	凪 / 大寺 / 立華 / 立華凪大寺義史 / 義史	
skill-rendaa-no-torikaeshi	技巧貸与(スキル・レンダー)のとりかえし	小山ナオト	12	12	ショウリ / チーコ / ナオト / 小山 / 黄波戸井 / 黄波戸井ショウリ小山ナオトチーコ	
skill-rendaa-no-torikaeshi	技巧貸与(スキル・レンダー)のとりかえし	黄波戸井ショウリ	12	12	ショウリ / チーコ / ナオト / 小山 / 黄波戸井 / 黄波戸井ショウリ小山ナオトチーコ	
skirt-o-haita-ojii-san	スカートをはいたおじいさん	イトウモロコ	2	2	ちべた店長 / ちべた店長イトウモロコ / イトウ / モロコ	
sky-walker	スカイウォーカー	いくえみ綾	1	1	いくえみ / いくえみ綾奥田民生 / 奥田 / 民生 / 綾	
sky-walker	スカイウォーカー	奥田民生	1	1	いくえみ / いくえみ綾奥田民生 / 奥田 / 民生 / 綾	
slayers-light-magic	スレイヤーズ ライト・マジック	あらいずみるい	2	2	佐々木心	
slayers-light-magic	スレイヤーズ ライト・マジック	神坂一	2	2	佐々木心	
slayers-light-magic	スレイヤーズ ライト・マジック	響天地丸	2	2	佐々木心	
slayers-premium	スレイヤーズぷれみあむ	あらいずみるい	1	1	トミイ大塚 / トミイ大塚神坂一 / 神坂一	
slayers-special	スレイヤーズすぺしゃる	あらいずみるい	4	4	トミイ大塚 / トミイ大塚神坂一 / トミー大塚 / トミー大塚神坂一 / 神坂一	
slime-master-chan-no-vrmmo	スライムマスターちゃんのVRMMO	アザレアほか	2	1	おこさまランチ / おこさまランチアザレアきんし / きんし / アザレア	
slime-seijo	スライム聖女	八緒あいら	7	7	あいら / 八緒 / 午子 / 午子八緒あいら	
slime-wa-saikyou-taru-kanousei-o-himete-iru-nikaime-no-jinsei-chanto-slime-to-mukiaimasu-comic	スライムは最強たる可能性を秘めている～2回目の人生、ちゃんとスライムと向き合います～@COMIC	犬型大	2	2	オサフネオウジ	
small-world	スモールワールド	サタミシュウ	1	1	花小路ゆみ	
small-world	スモールワールド	松本ひなつ	1	1	花小路ゆみ	
smile-shooter	スマイル☆シューター	二条南莉	1	1	山佐株式会社 / 山佐株式会社森崎くるみ / 森崎くるみ	
smile-shooter	スマイル☆シューター	山佐	1	1	山佐株式会社 / 山佐株式会社森崎くるみ / 森崎くるみ	
snack-world	スナックワールド	萬屋不死身之介	3	3	レベルファイブ / 不死身之介 / 萬屋 / 萬屋不死身之介レベルファイブ	
snoopy	SNOOPY	SchulzCharles Monroe	10	10	M / シュルツ / チャールズ / チャールズMシュルツ谷川俊太郎 / 谷川俊太郎	
snow-in-the-dark	Snow in the Dark	二戸原太輔	1	1	叶恭弘	
sobakasu-no-shounen	そばかすの少年	ジーン・ポーター	1	1	竹宮恵子	
sobakasu-no-shounen	そばかすの少年	村岡花子	1	1	竹宮恵子	
sobakistan	サバキスタン	KatIA	4	4	カティア / テルレツキー / ビタリー / ビタリーテルレツキーカティア鈴木佑也 / 鈴木佑也	
sobakistan	サバキスタン	TerleTSkiĭVitaliĭ	4	4	カティア / テルレツキー / ビタリー / ビタリーテルレツキーカティア鈴木佑也 / 鈴木佑也	
sobaya-genan	そば屋幻庵	しな	18	18	かどたひろし / かどたひろし梶研吾 / 梶研吾	
sofii-no-sekai	ソフィーの世界	ヨースタイン・ゴルデル	2	2	ゴルデル / ザビュス / ニコビー / ヨースタイン / ヨースタインゴルデルヴァンサンザビュスニコビー須田朗山本知子 / ヴァンサン /	
sokuratesu-no-benmei	ソクラテスの弁明	バラエティ・アートワークス	1	1	プラトン / プラトン横井謙仁 / 横井謙仁	
solaris	ソラリス	LemStanisław	2	2	スタニスワフ / スタニスワフレム森泉岳土 / レム / 森泉岳土	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	BreckleHeather	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	FlynnIan	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	GrahamReggie	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	HermsMatt	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	HernandezJennifer	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	ItoLeonardo	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	LawrenceJack	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	RubyShoma James	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	StanleyEvan	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	ThomasAdam Bryce	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	TramontanoPriscilla	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	WellsLamar	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	Yardley!Tracy	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	ほのかあかり	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	セガ (2020年)	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	セガゲームス	8	8	イアン / イアンフリンルビー翔馬ジェームス / イアンフリンルビー翔馬ジェームズ / ジェームス / ジェームズ / フリン / ルビー 	
sonic-to-yuuki-no-tsuru-gi	ソニックと勇気のつるぎ	今田 ユウキ	2	1	ユウキ / 今田 / 今田ユウキ株式会社セガ / 株式会社セガ	
sonna-hiroki-mo-isekai-e	そんなヒロキも異世界へ	さがら梨々	3	3	さがら / 健太郎 / 岡本 / 岡本健太郎さがら梨々 / 梨々	
sonna-hiroki-mo-isekai-e	そんなヒロキも異世界へ	岡本健太郎	3	3	さがら / 健太郎 / 岡本 / 岡本健太郎さがら梨々 / 梨々	
sono-akujo-ni-ki-o-tsukete-kudasai	その悪女に気をつけてください	Blue Canna	3	3	Berry / Blue / BlueCannaSodaIceBerry / Canna / Ice / Soda / SodaIceBlu	
sono-akujo-ni-ki-o-tsukete-kudasai	その悪女に気をつけてください	Soda Ice	3	3	Berry / Blue / BlueCannaSodaIceBerry / Canna / Ice / Soda / SodaIceBlu	
sono-boukensha-toriatsukai-chuui	その冒険者、取り扱い注意。	Sin Guilty	12	12	M.B / SinGuilty(ツギクル) / 満月シオン / 満月シオンSinGuilty(ツギクル)M.B	
sono-hen-no-kusa-demo-kuttoke-to-tsuihousareta-sareta-munou-skill-shokubutsu-kui-mochi-tenseisha	「その辺の草でも食っとけ」と追放された無能スキル〈植物食い〉持ち転生者、エルフの里で幻の植物を食べて無双する	Chihiro	3	3	CHIHIRO / すかいふぁーむ / やまと / 餅田 / 餅田やまとすかいふぁーむCHIHIRO	
sono-hen-no-kusa-demo-kuttoke-to-tsuihousareta-sareta-munou-skill-shokubutsu-kui-mochi-tenseisha	「その辺の草でも食っとけ」と追放された無能スキル〈植物食い〉持ち転生者、エルフの里で幻の植物を食べて無双する	餅田やまと	3	3	CHIHIRO / すかいふぁーむ / やまと / 餅田 / 餅田やまとすかいふぁーむCHIHIRO	
sono-munou-jitsu-wa-sekai-saikyou-no-mahoutsukai	その無能、実は世界最強の魔法使い	三川彡	8	8	てい / 三川 / 彡 / 白兎 / 緒方 / 蒼乃 / 蒼乃白兎緒方てい三川彡	
sono-munou-jitsu-wa-sekai-saikyou-no-mahoutsukai	その無能、実は世界最強の魔法使い	蒼乃白兎	8	8	てい / 三川 / 彡 / 白兎 / 緒方 / 蒼乃 / 蒼乃白兎緒方てい三川彡	
sono-rettou-kishi-level-999	その劣等騎士、レベル999	山﨑千裕	11	11	SBクリエイティブ刊） / 三弥カズトモ / 山&#64017;千裕 / 山崎千裕 / 白石新 / 白石新山崎千裕 / 白石新山崎千裕三弥カ	
sono-yubi-dake-ga-shitteiru	その指だけが知っている	胡原おみ	1	1	小田切ほたる / 小田切ほたる神奈木智 / 神奈木智	
soodowaarudo-peraperaazu	ソード・ワールド ぺらぺらーず	藤沢さなえ	1	1	かわく / かわく藤澤さなえグループSNE / グループSNE / 藤澤さなえ	
sora-chan-no-boushi	空ちゃんのぼうし	水野石文	2	2	たかなししずえ	
sora-eno-tegami	空への手紙	福田素子	8	8	横田雅史 / 福田素子（漫画家） / 福田素子（漫画家）横田雅史	
sora-eno-tegami	空への手紙	編著	8	8	横田雅史 / 福田素子（漫画家） / 福田素子（漫画家）横田雅史	
sora-meshi	宇宙(そら)めし!	宇宙航空研究開発機構	6	6	なつお / 日向 / 日向なつお	
sora-o-oyogu-onna	空を泳ぐ女	倉科遼	1	1	倉科 / 倉科遼玉置一平 / 玉置一平 / 遼	
sora-o-tobu-3tsu-no-houhou	空を飛ぶ、3つの方法。	La'cryma	2	2	霜月絹鯊	
sora-o-tobu-3tsu-no-houhou	空を飛ぶ、3つの方法。	神夜優	2	2	霜月絹鯊	
soramori	ソラモリ	千葉きよかず	2	2	きよかず / もとか / 千葉 / 千葉きよかず村上もとか / 村上	
soramori	ソラモリ	村上もとか	2	2	きよかず / もとか / 千葉 / 千葉きよかず村上もとか / 村上	
soran	宙舞	小林信也	3	3	秋重学	
sorcerian	ソーサリアン	MEIMU	15	15	Meimu / 一本木蛮 / 久保田真二 / 佐治二郎 / 八雲ひろし / 吉富昭仁 / 夢来鳥ねむ / 沢田翔 / 河本ひろし / 真鍋譲	
sore-tte-douka-to-omoimasu	それってどうかと思います!	仁美慧	4	3	仁美 / 仁美慧柑菜 / 慧 / 柑菜	
sore-yuke-marine-chan	それゆけまりんちゃん	宮塢さなえ	2	2	野々村秀樹	
soredemo-oya-o-aisuru-kodomotachi	それでも、親を愛する子供たち	うえのともや	5	5	うえの / ともや / マサカズ / 剛 / 押川 / 押川剛鈴木マサカズうえのともや / 鈴木 / 鈴木マサカズ押川剛うえのともや	
soredemo-oya-o-aisuru-kodomotachi	それでも、親を愛する子供たち	押川剛	5	5	うえの / ともや / マサカズ / 剛 / 押川 / 押川剛鈴木マサカズうえのともや / 鈴木 / 鈴木マサカズ押川剛うえのともや	
soredemo-oya-o-aisuru-kodomotachi	それでも、親を愛する子供たち	鈴木マサカズ	5	5	うえの / ともや / マサカズ / 剛 / 押川 / 押川剛鈴木マサカズうえのともや / 鈴木 / 鈴木マサカズ押川剛うえのともや	
soredemo-shimasuka-osoushiki	それでもしますか、お葬式?	三奈仁胡	4	4	ハルコ / 三奈 / 仁胡 / 岡井 / 岡井ハルコ三奈仁胡	
soredemo-shimasuka-osoushiki	それでもしますか、お葬式?	岡井ハルコ	4	4	ハルコ / 三奈 / 仁胡 / 岡井 / 岡井ハルコ三奈仁胡	
sorekara	それから	バラエティ・アートワークス	1	1	佐々木亮	
sorekara	それから	夏目漱石	1	1	佐々木亮	
sorekara	それから	富沢みどり	1	1	佐々木亮	
sorette-maji-desuka	それってマジですか!?	宮村詩乃	3	3	流水りんこ	
sorette-maji-desuka	それってマジですか!?	流水凛子	3	3	流水りんこ	
sorette-pakuri-janai-desuka	それってパクリじゃないですか?	奥乃桜子	1	1	ともみ / 奥乃 / 桜子 / 臼井 / 臼井ともみ奥乃桜子	
sorette-pakuri-janai-desuka	それってパクリじゃないですか?	臼井ともみ	1	1	ともみ / 奥乃 / 桜子 / 臼井 / 臼井ともみ奥乃桜子	
