slug	題	巻書誌に無い著者	頁の巻数	照合できた巻数	巻書誌にある著者	reason
soreyuke-uchuu-senkan-yamamoto-yooko-rimikkusu	それゆけ!宇宙戦艦ヤマモト・ヨーコRemix	御米椎	8	8	庄司卓 / 角井陽一 / 角井陽一庄司卓	
soro-yoi-sakaba	ソロ酔い酒場	なかはら桃太	2	2	せんべろnet / なかはら / なかはらももたせんべろnetひろみん / ひろみん / ももた	
soshite-daremo-inakunatta	そして誰もいなくなった	ChristieAgatha	3	3	アガサ / アガサクリスティー二階堂彩 / クリスティー / 二階堂彩	
soshite-setsuna-wa-kurikaesu	そして刹那は繰り返す	七星 のる	1	1	のる / 七星 / 俊 / 廣瀬 / 廣瀬俊七星のる	
soshite-setsuna-wa-kurikaesu	そして刹那は繰り返す	廣瀬 俊	1	1	のる / 七星 / 俊 / 廣瀬 / 廣瀬俊七星のる	
sotsugyou-album-no-kanojotachi	卒業アルバムの彼女たち	三河ごーすと	5	4	ごーすと / 三河 / 伸びた / 伸びた髪三河ごーすと / 髪	
sotsugyou-album-no-kanojotachi	卒業アルバムの彼女たち	伸びた髪	5	4	ごーすと / 三河 / 伸びた / 伸びた髪三河ごーすと / 髪	
sotsugyou-m-1998	卒業M+	有栖川ケイ	4	4	西臣匡子	
souchou-shihatsu-no-sappuukei	早朝始発の殺風景	山田シロ彦	2	2	シロ彦 / 山田 / 山田シロ彦青崎有吾 / 有吾 / 青崎	
souchou-shihatsu-no-sappuukei	早朝始発の殺風景	青崎有吾	2	2	シロ彦 / 山田 / 山田シロ彦青崎有吾 / 有吾 / 青崎	
souchousama-dekiaichuu-ni-tsuki	総長さま、溺愛中につき。	蕾無 リリック	1	1	かめ乃 / かめ乃＊あいら＊（スターツ出版）蕾無リリック / リリック / 蕾無 / ＊あいら＊（スターツ出版）	
soukai-genyuu-den	双界幻幽伝	くまの柚子	3	3	あまさかえで / あまさかえで木村千世 / 木村千世	
soukoku-no-garou	蒼黒の餓狼	原哲夫	6	6	武論尊 / 猫井ヤスユキ / 猫井ヤスユキ武論尊	
soukou-akki-muramasa	装甲悪鬼村正 英雄編	IsII	3	3	Nitroplus / Nitroplusニトロプラス / Nitroplus大知慶一郎 / ニトロプラス / 大知慶一郎	
soukou-kihei-votoms	装甲騎兵ボトムズ	高橋良輔	3	3	のなかみのる	
soukou-kihei-votoms-1995	装甲騎兵ボトムズ	今掛勇	1	1	矢立肇 / 矢立肇高橋良輔 / 高橋良輔	
soukou-kihei-votoms-at-stories	装甲騎兵ボトムズAT stories	矢立肇	2	2	山崎努 / 岡島正晃 / 曽野由大 / 曽野由大山崎努 / 曽野由大岡島正晃	
soukou-kihei-votoms-at-stories	装甲騎兵ボトムズAT stories	高橋良輔	2	2	山崎努 / 岡島正晃 / 曽野由大 / 曽野由大山崎努 / 曽野由大岡島正晃	
soukou-kihei-votoms-crimson-eyes	装甲騎兵ボトムズ CRIMSON EYES	高橋良輔	2	2	杉村麦太 / 杉村麦太矢立肇 / 矢立肇	
sourei-no-annainin	葬礼の案内人.	一那	2	2	咲間はち子	
souri-club	総理倶楽部	佐倉ケンイチ	7	7	ケンイチ / 佐倉 / 日丸屋 / 日丸屋秀和佐倉ケンイチ / 秀和	
souri-club	総理倶楽部	日丸屋秀和	7	7	ケンイチ / 佐倉 / 日丸屋 / 日丸屋秀和佐倉ケンイチ / 秀和	
souri-o-korose	総理を殺せ	森高夕次	2	2	阿萬和俊	
sousei-no-akuerion	創聖のアクエリオン	サテライト	6	6	河森正治 / 河森正治浅川圭司 / 浅川圭司 / 浅川圭司河森正治	
soushirou-100-man-doru-heart	宗志郎100万$ハート	川島健三	2	2	橋本きんいち	
sousou-no-furiiren	葬送のフリーレン	山田鐘人	15	15	アベツカサ / 八目 / 山田 / 山田鐘人アベツカサ / 山田鐘人アベツカサ八目迷 / 迷 / 鐘人	
souten-kouro	蒼天航路	李學仁	54	54	イハギン / イハギン王欣太 / 學仁 / 李 / 欣太 / 王 / 王欣太 / 王欣太李學仁	
souyoku-no-busoutsukai	双翼の武装使い	サノリン	3	3	sanorin / 進行諸島 / 進行諸島sanorin	
souzoku-tantei	相続探偵	幾田羊	7	7	幾田 / 弓絵 / 羊 / 西荻 / 西荻弓絵幾田羊	
souzoku-tantei	相続探偵	西荻弓絵	7	7	幾田 / 弓絵 / 羊 / 西荻 / 西荻弓絵幾田羊	
spec-ten	SPEC ～天～	西荻弓絵	2	2	了春刀	
spectreman-heroes	スペクトルマンヒーローズ	FrankMatt	1	1	フランク / マット / マットフランク金谷裕 / 金谷裕	
spectreman-heroes	スペクトルマンヒーローズ	LopesGonçalo	1	1	フランク / マット / マットフランク金谷裕 / 金谷裕	
spectreman-heroes	スペクトルマンヒーローズ	ウェブニック	1	1	フランク / マット / マットフランク金谷裕 / 金谷裕	
spectreman-heroes	スペクトルマンヒーローズ	シェイダンカン	1	1	フランク / マット / マットフランク金谷裕 / 金谷裕	
spectreman-heroes	スペクトルマンヒーローズ	バラスデル	1	1	フランク / マット / マットフランク金谷裕 / 金谷裕	
spectreman-heroes	スペクトルマンヒーローズ	パドロロベルト・リベラ	1	1	フランク / マット / マットフランク金谷裕 / 金谷裕	
spectreman-heroes	スペクトルマンヒーローズ	ピープロダクション	1	1	フランク / マット / マットフランク金谷裕 / 金谷裕	
spectreman-heroes	スペクトルマンヒーローズ	フォスターロウリー	1	1	フランク / マット / マットフランク金谷裕 / 金谷裕	
spectreman-heroes	スペクトルマンヒーローズ	南波健二	1	1	フランク / マット / マットフランク金谷裕 / 金谷裕	
spectreman-heroes	スペクトルマンヒーローズ	彩月つかさ	1	1	フランク / マット / マットフランク金谷裕 / 金谷裕	
spider-man-brand-new-day	スパイダーマン:ブランニュー・デイ	グレッグ・ランド	3	3	ゲイル / スロット / ダン / ダンスロットフィルヒメネス高木亮 / ダンスロットボブゲイルマルコスマーティン / ヒメネス / フィル	
spider-man-brand-new-day	スパイダーマン:ブランニュー・デイ	サルバドール・ラロッカ	3	3	ゲイル / スロット / ダン / ダンスロットフィルヒメネス高木亮 / ダンスロットボブゲイルマルコスマーティン / ヒメネス / フィル	
spider-man-brand-new-day	スパイダーマン:ブランニュー・デイ	スティーブ・マクニーブン	3	3	ゲイル / スロット / ダン / ダンスロットフィルヒメネス高木亮 / ダンスロットボブゲイルマルコスマーティン / ヒメネス / フィル	
spider-man-brand-new-day	スパイダーマン:ブランニュー・デイ	ゼブ・ウェルズ	3	3	ゲイル / スロット / ダン / ダンスロットフィルヒメネス高木亮 / ダンスロットボブゲイルマルコスマーティン / ヒメネス / フィル	
spider-man-brand-new-day	スパイダーマン:ブランニュー・デイ	ダン・スロット	3	3	ゲイル / スロット / ダン / ダンスロットフィルヒメネス高木亮 / ダンスロットボブゲイルマルコスマーティン / ヒメネス / フィル	
spider-man-brand-new-day	スパイダーマン:ブランニュー・デイ	フィル・ウィンスレード	3	3	ゲイル / スロット / ダン / ダンスロットフィルヒメネス高木亮 / ダンスロットボブゲイルマルコスマーティン / ヒメネス / フィル	
spider-man-brand-new-day	スパイダーマン:ブランニュー・デイ	フィル・ヒメネス	3	3	ゲイル / スロット / ダン / ダンスロットフィルヒメネス高木亮 / ダンスロットボブゲイルマルコスマーティン / ヒメネス / フィル	
spider-man-brand-new-day	スパイダーマン:ブランニュー・デイ	ボブ・ゲイル	3	3	ゲイル / スロット / ダン / ダンスロットフィルヒメネス高木亮 / ダンスロットボブゲイルマルコスマーティン / ヒメネス / フィル	
spider-man-brand-new-day	スパイダーマン:ブランニュー・デイ	マイク・デオダート	3	3	ゲイル / スロット / ダン / ダンスロットフィルヒメネス高木亮 / ダンスロットボブゲイルマルコスマーティン / ヒメネス / フィル	
spider-man-brand-new-day	スパイダーマン:ブランニュー・デイ	マイク・デオダード	3	3	ゲイル / スロット / ダン / ダンスロットフィルヒメネス高木亮 / ダンスロットボブゲイルマルコスマーティン / ヒメネス / フィル	
spider-man-brand-new-day	スパイダーマン:ブランニュー・デイ	マーク・グッゲンハイム	3	3	ゲイル / スロット / ダン / ダンスロットフィルヒメネス高木亮 / ダンスロットボブゲイルマルコスマーティン / ヒメネス / フィル	
spider-man-octopus-girl	スパイダーマン:オクトパスガール	別天荒人	4	4	別天 / 別天荒人古橋秀之 / 古橋 / 秀之 / 荒人	
spider-man-octopus-girl	スパイダーマン:オクトパスガール	古橋秀之	4	4	別天 / 別天荒人古橋秀之 / 古橋 / 秀之 / 荒人	
spider-verse	スパイダーバース	オリビア・コワペル	1	1	スロット / ダン / ダンスロット秋友克也 / 秋友克也	
spider-verse	スパイダーバース	ダン・スロット	1	1	スロット / ダン / ダンスロット秋友克也 / 秋友克也	
stage-girls	ステージガールズ	上野毛あさみ	2	2	黒岩よしひろ	
stage-nanbaa-1	ステージナンバー1	瀬口恵子	3	3	石丸朋子	
stage-nanbaa-1	ステージナンバー1	藤本ひとみ	3	3	石丸朋子	
stalker-kishi-no-seijitsu-na-kyuukon	ストーカー騎士の誠実な求婚	秋野真珠	2	2	れん / 智映 / 氷堂 / 真珠 / 秋野 / 笹原 / 笹原智映秋野真珠氷堂れん	
stalker-kishi-no-seijitsu-na-kyuukon	ストーカー騎士の誠実な求婚	笹原智映	2	2	れん / 智映 / 氷堂 / 真珠 / 秋野 / 笹原 / 笹原智映秋野真珠氷堂れん	
stalker-shachou-no-karei-naru-kyuukon	ストーカー社長の華麗なる求婚	如月一花	3	3	みちる / 一花 / 如月 / 明治 / 明治みちる如月一花	
stalker-shachou-no-karei-naru-kyuukon	ストーカー社長の華麗なる求婚	明治みちる	3	3	みちる / 一花 / 如月 / 明治 / 明治みちる如月一花	
stalker-shikkaku	ストーカー失格	島崎康行	4	4	如来 / 島崎 / 康行 / 梶原 / 梶原如来島崎康行	
stalker-shikkaku	ストーカー失格	梶原如来	4	4	如来 / 島崎 / 康行 / 梶原 / 梶原如来島崎康行	
star-ocean-2-sekando-evoryuushon	スターオーシャン2セカンドエヴォリューション	スクウェア・エニックス	3	3	よしだもろへ / よしだもろへスクウェアエニックス / エニックス / スクウェア	
star-twinkle-precure	スター☆トゥインクルプリキュア	上北ふたご	2	2	いづみ / ふたご / 上北 / 上北ふたご東堂いづみ / 東堂	
star-twinkle-precure	スター☆トゥインクルプリキュア	東堂いづみ	2	2	いづみ / ふたご / 上北 / 上北ふたご東堂いづみ / 東堂	
star-wars-1998	スター・ウォーズ	ジョージ・ルーカス	6	6	ジョージ / ジョージルーカスヒロモト森一 / ジョージルーカス工藤俊生 / ジョージルーカス田巻久雄 / ヒロモト森一 / ルーカス / 	
star-wars-hanranshatachi	STAR WARS反乱者たち	Lucasfilm Ltd	3	3	ウォルト / カンパニー / ディズニー / ルーカスフィルム / 洸 / 青木 / 青木洸ルーカスフィルムウォルトディズニーカンパニー	
star-wars-hanranshatachi	STAR WARS反乱者たち	青木洸	3	3	ウォルト / カンパニー / ディズニー / ルーカスフィルム / 洸 / 青木 / 青木洸ルーカスフィルムウォルトディズニーカンパニー	
star-wars-leia-joou-no-shiren	STAR WARSレイア-王女の試練-	GrayClaudia	2	2	Claudia / Gray / ウォルト / カンパニー / ディズニー / 春壱 / 春壱ClaudiaGrayウォルトディズニーカンパ	
star-wars-leia-joou-no-shiren	STAR WARSレイア-王女の試練-	Lucasfilm Ltd	2	2	Claudia / Gray / ウォルト / カンパニー / ディズニー / 春壱 / 春壱ClaudiaGrayウォルトディズニーカンパ	
star-wars-mandalorian	スター・ウォーズ: マンダロリアン	Lucasfilm Ltd	4	4	ウォルト / カンパニー / ディズニー / ルーカスフィルム / ルーカスフィルムウォルトディズニーカンパニー大沢祐輔 / 大沢祐輔	
starry-sky	Starry☆Sky	honeybee	4	4	皆川ハル	
stars	スターズ	川島健三	2	2	柳沢きみお	
steins-gate	シュタインズ・ゲート	5pb.	3	2	5pb． / Nitroplus / さらちよみ / さらちよみ5pb．Nitroplus	
steins-gate	シュタインズ・ゲート	ニトロプラス	3	2	5pb． / Nitroplus / さらちよみ / さらちよみ5pb．Nitroplus	
steins-gate-2013	Steins;Gate	5pb.	4	4	5pb． / 成家慎一郎 / 成家慎一郎5pb．	
steins-gate-2013	Steins;Gate	ニトロプラス	4	4	5pb． / 成家慎一郎 / 成家慎一郎5pb．	
steins-gate-boukan-no-rebellion	Steins ; Gate 亡環のリベリオン	5pb.	3	3	5pb． / 水田ケンジ / 水田ケンジ5pb．	
steins-gate-boukan-no-rebellion	Steins ; Gate 亡環のリベリオン	ニトロプラス	3	3	5pb． / 水田ケンジ / 水田ケンジ5pb．	
steins-gate-heiji-kyokusen-no-epigraph	Steins;Gate 閉時曲線のエピグラフ	企画	2	2	huke / たきもとまさし / 吉田糺 / 吉田糺志倉千代丸 / 吉田糺志倉千代丸たきもとまさしhuke林直孝（5pb．） / 志倉千代丸	
steins-gate-shijou-saikyou-no-slight-fever	STEINS;GATE 史上最強のスライトフィーバー	5pb.	2	2	5pb．×ニトロプラス / とねね / 森田柚花 / 森田柚花5pb．×ニトロプラスとねね	
steins-gate-shijou-saikyou-no-slight-fever	STEINS;GATE 史上最強のスライトフィーバー	ニトロプラス	2	2	5pb．×ニトロプラス / とねね / 森田柚花 / 森田柚花5pb．×ニトロプラスとねね	
steve-jobs	スティーブ・ジョブズ	ウォルター・アイザックソン	6	6	W． / アイザックソン / ウォルター / マリ / ヤマザキ / ヤマザキマリ / ヤマザキマリアイザックソンW． / ヤマザキマリアイ	
strand	ストランド	益子リョウヘイ	5	5	NUMBER8 / NUMBER8益子リョウヘイ / リョウヘイ / 益子	
strange-academy	ストレンジ・アカデミー	スコッティ・ヤング	3	3	スコッティ / スコッティヤングハンベルトラモス小池顕久 / ハンベルト / ヤング / ラモス / 小池 / 顕久	
strange-academy	ストレンジ・アカデミー	ハンベルト・ラモス	3	3	スコッティ / スコッティヤングハンベルトラモス小池顕久 / ハンベルト / ヤング / ラモス / 小池 / 顕久	
stratos-4	ストラスト・フォー	スタジオ・ファンタジア	1	1	桐嶋たける	
strawberry-panic	ストロベリー・パニック!	公野桜子	2	2	たくみなむち / たくみなむち公野櫻子 / 公野櫻子	
street-tenshi	ストリート天使	川島健三	2	2	橋本きんいち	
strike-uitchiizu	ストライクウィッチーズ	ms	2	2	たなか友基	
strike-uitchiizu	ストライクウィッチーズ	京極しん	2	2	たなか友基	
strike-uitchiizu	ストライクウィッチーズ	島田フミカネ	2	2	たなか友基	
strike-uitchiizu-1937-1937-fusoukai-jihen	ストライクウィッチーズ零 1937扶桑海事変	Projekt Kagonish	2	2	にんげん	
strike-uitchiizu-1937-1937-fusoukai-jihen	ストライクウィッチーズ零 1937扶桑海事変	島田フミカネ	2	2	にんげん	
strike-uitchiizu-chiisaanya	ストライクウィッチーズ小ぃサーニャ	Projekt Kagonish	2	2	たちきヤマト / 島田フミカネ / 島田フミカネたちきヤマト / 立木大和	
strike-uitchiizu-chiisaizu	ストライクウィッチーズ小ぃさいズ	Projekt Kagonish	2	2	たちきヤマト / たちきヤマト島田フミカネ＆ProjektKagonish / 島田フミカネ＆ProjektKagonish	
strike-uitchiizu-chiisaizu	ストライクウィッチーズ小ぃさいズ	島田フミカネ	2	2	たちきヤマト / たちきヤマト島田フミカネ＆ProjektKagonish / 島田フミカネ＆ProjektKagonish	
strike-uitchiizu-koushiki-comic-arakaruto	ストライクウィッチーズ公式コミックアラカルト	Projekt Kagonish	1	1	角川書店	
strike-uitchiizu-koushiki-comic-arakaruto	ストライクウィッチーズ公式コミックアラカルト	島田フミカネ	1	1	角川書店	
strike-witches-dai-501-tougou-sentou-koukuudan	ストライクウィッチーズ第501統合戦闘航空団	Projekt Kagonish	4	4	島田フミカネ＆ProjektKagonish / 水崎弘明 / 水崎弘明島田フミカネ＆ProjektKagonish	
strike-witches-dai-501-tougou-sentou-koukuudan	ストライクウィッチーズ第501統合戦闘航空団	島田フミカネ	4	4	島田フミカネ＆ProjektKagonish / 水崎弘明 / 水崎弘明島田フミカネ＆ProjektKagonish	
struck	ストラック	末田今日也	3	3	桑沢篤夫	
studio-himitsu-kichi-gekijou	スタジオ秘密基地劇場	有賀悠羽揮	2	2	長谷川裕一（漫画家）	
studio-himitsu-kichi-gekijou	スタジオ秘密基地劇場	榊蒼十郎	2	2	長谷川裕一（漫画家）	
studio-himitsu-kichi-gekijou	スタジオ秘密基地劇場	花笠比郎	2	2	長谷川裕一（漫画家）	
studio-himitsu-kichi-gekijou	スタジオ秘密基地劇場	長谷川裕一＆スタジオ秘密基地	2	2	長谷川裕一（漫画家）	
