title	kana	authors	vols	lacking
これは経費で落ちません! : 経理部の森若さん.	コレワケイヒデオチマセン:ケイリブノモリワカサン	青木祐子/森こさち	[13]	巻不連続[13];v1書影無(楽天)
転がる姉弟.	コロガルキョウダイ	森つぶみ	[6]	巻不連続[6];v1書影無(楽天)
こんな異世界のすみっこで : ちっちゃな使役魔獣とすごす、ほのぼの魔法使いライフ.	コンナイセカイノスミッコデ:チッチャナシエキマジュウトスゴスホノボノマホウツカイ	栗崎きんぐ/いちい千冬	[1]	題不一致(NDL/楽天):こんな異世界のすみっこで ち
婚約破棄した相手が毎日謝罪に来ますが、復縁なんて絶対にありえません!	コンヤクハキシタアイテガマイニチシャザイニキマスガフクエンナンテゼッタイニアリエ	櫻井みこと/いちいち	[2]	巻不連続[2];v1書影無(楽天)
ゴジラライバルズ. ROUND3	ゴジラライバルズ	マット・フランク [ほか]/マット・フランク [ほか] アート	[3]	巻不連続[3];v1書影無(楽天)
サーヴァントビースト = Servant Beasts.	サーヴァントビースト	森野鈴鹿	[2]	巻不連続[2];v1書影無(楽天)
最凶の魔王に鍛えられた勇者、異世界帰還者たちの学園で無双する.	サイキョウノマオウニキタエラレタユウシャイセカイキカンシャタチノガクエンデムソウ	紺野千昭/岩葉	[3]	巻不連続[3];v1書影無(楽天)
最底辺であがく僕は、異世界で希望に出会う : 自分だけゲームのような異世界に行けるようになったので、レベルを上げてみんなを見返します.	サイテイヘンデアガクボクワイセカイデキボウニデアウ:ジブンダケゲームノヨウナイセ	かたやままこと/風の吹くまま気の向くまま	[1]	題不一致(NDL/楽天):最底辺であがく僕は、異世界で
愛されていますが離婚しましょう : 許嫁夫婦の片恋婚.	アイサレテイマスガリコンシマショウ:イイナズケフウフノカタコイコン	安崎羽美/黒乃梓	[2]	巻不連続[2];v1書影無(楽天)
アイドルマスターシャイニーカラーズコヒーレントライト = THE IDOLM@STER SHINY COLORS CoherentLight.	アイドルマスターシャイニーカラーズコヒーレントライト	バンダイナムコエンターテインメント/緒原博綺	[2]	巻不連続[2];v1書影無(楽天)
あおざくら : 防衛大学校物語.	アオザクラ:ボウエイダイガッコウモノガタリ	二階堂ヒカル	[34]	巻不連続[34];v1書影無(楽天)
青春鉄道. 2025年度版	アオハルテツドウ	青春	[2025]	巻不連続[2025];v1書影無(楽天)
アガルタゲーム = AGARTHA GAME.	アガルタゲーム	青海兼/倭川佐	[3]	巻不連続[3];v1書影無(楽天)
亜空の聖女 : 妹に濡れ衣を着せられた最強魔術師は、正体を隠してやり直す.	アクウノセイジョ:イモウトニヌレギヌオキセラレタサイキョウマジュツシワショウタイ	芳澤勇介/ラチム	[3]	巻不連続[3];v1書影無(楽天)
悪役御曹司の勘違い聖者生活 : 二度目の人生はやりたい放題したいだけなのに.	アクヤクオンゾウシノカンチガイセイジャセイカツ:ニドメノジンセイワヤリタイホウダ	戦上まい子/木の芽	[2]	巻不連続[2];v1書影無(楽天)
悪役聖女のやり直し : 冤罪で処刑された聖女は推しの英雄を救うために我慢をやめます.	アクヤクセイジョノヤリナオシ:エンザイデショケイサレタセイジョワオシノエイユウオ	山夜みい/野崎もと	[2]	巻不連続[2];v1書影無(楽天)
悪役令嬢、セシリア・シルビィは死にたくないので男装することにした。.	アクヤクレイジョウセシリアシルビィワシニタクナイノデダンソウスルコトニシタ	秋山シノ/秋桜ヒロロ	[7]	巻不連続[7];v1書影無(楽天)
悪役令嬢に転生したら異臭漂う世界だったので、いい香りで救います!	アクヤクレイジョウニテンセイシタライシュウタダヨウセカイダッタノデ、イイカオリデ	桜庭あさみ/ひなの琴莉	[2]	巻不連続[2];v1書影無(楽天)
明日ちゃんのセーラー服 = AKEBI's sailor uniform.	アケビチャンノセーラーフク	博	[14]	巻不連続[14];v1書影無(楽天)
あした、君と恋を知る : even more.	アシタ、キミトコイオシル:evenmore	日向きょう	[2]	巻不連続[2];v1書影無(楽天)
味いちもんめ季節膳 : 花板	アジイチモンメキセツゼン:ハナイタ	あべ善太/倉田よしみ	[1]	題不一致(NDL/楽天):味いちもんめ季節膳 花板
アソコ洗い屋さん! : あの子が蕩ける濃密性交	アソコアライヤサン:アノコガトロケルノウミツセイコウ	トヨ	[1]	v1書影無(楽天)
当て馬モブ令嬢が必死に瞬殺回避したら、気づけば全キャラ攻略してました!?	アテウマモブレイジョウガヒッシニシュンサツカイヒシタラキズケバゼンキャラコウリャ	桜あげは 原作・脚本/うに	[2]	巻不連続[2];v1書影無(楽天)
ATRI : My Dear Moments.	アトリ:マイディアモーメンツ	ANIPLEX.EXE/じゃこ	[4]	巻不連続[4];v1書影無(楽天)
貴方に未練はありません! : 浮気者の婚約者を捨てたら王子様の溺愛が待っていました.	アナタニミレンワアリマセン:ウワキモノノコンヤクシャオステタラオウジサマノデキア	蒼空ユキヤ/水垣するめ	[1]	題不一致(NDL/楽天):貴方に未練はありません!〜浮
あなたのお城の小人さん : 御飯下さい、働きますっ.	アナタノオシロノコビトサン:ゴハンクダサイ、ハタラキマスッ	美袋和仁, п猫R/栗原一実	[1]	題不一致(NDL/楽天):あなたのお城の小人さん 〜御
あの夏が飽和する。 = That summer is saturated.	アノナツガホウワスル	武富智/カンザキイオリ	[4]	巻不連続[4];v1書影無(楽天)
阿武ノーマル = abunormal.	アブノーマル	川上大和/タイジュン	[4]	巻不連続[4];v1書影無(楽天)
あぶらぶ : 夫婦でアブノーマルなラブしませんか?	アブラブ:フウフデアブノーマルナラブシマセンカ	ありしゃん	[1]	題不一致(NDL/楽天):あぶらぶ 夫婦でアブノーマル
あまからびっち	アマカラビッチ	香山リム	[1]	v1書影無(楽天)
甘くて熱くて息もできない.	アマクテアツクテイキモデキナイ	蜂巣	[3]	巻不連続[3];v1書影無(楽天)
あやかし恋紡ぎ : 儚き乙女は妖狐の王に溺愛される.	アヤカシコイツムギ:ハカナキオトメワヨウコノオウニデキアイサレル	杣抹茶/伊月ともや	[2]	巻不連続[2];v1書影無(楽天)
アラフォー賢者の異世界生活日記 : 気ままな異世界教師ライフ.	アラフォーケンジャノイセカイセイカツニッキ:キママナイセカイキョウシライフ	寿安清/招来	[14]	巻不連続[14];v1書影無(楽天)
アルス・ゲーティア = Ars Goetia : 無能と呼ばれた少年は、72の悪魔を使役して無双する.	アルスゲーティア	駒吉/北川ニキタ	[2]	巻不連続[2];v1書影無(楽天)
ある日から使えるようになった転移魔法が万能で生きるのが楽しくなりました = The transfer magic I got one day is all-round so it's fun to live.	アルヒカラツカエルヨウニナッタテンイマホウガバンノウデイキルノガタノシクナリマシ	まるせい/市渡コナヒキ	[2]	巻不連続[2];v1書影無(楽天)
暗黒騎士の俺ですが最強の聖騎士をめざします.	アンコクキシノオレデスガサイキョウノパラディンオメザシマス	西島ふみかる/白縫餡	[14, 15]	巻不連続[14, 15];v1書影無(楽天)
暗黒デルタ = ANKOKU DELTA.	アンコクデルタ	有波	[2, 3]	巻不連続[2, 3];v1書影無(楽天)
アンドロイドは地雷系の夢を見る。 = ANDROID DREAMS OF JIRAIKEI GIRL.	アンドロイドワジライケイノユメオミル	ぶりすけ	[2]	巻不連続[2];v1書影無(楽天)
家で無能と言われ続けた俺ですが、世界的には超有能だったようです.	イエデムノウトイワレツズケタオレデスガ、セカイテキニワチョウユウノウダッタヨウデ	Kimimaro/鈴木匡	[5]	巻不連続[5];v1書影無(楽天)
いえない秘密の愛し方.	イエナイヒミツノアイシカタ	卯蟹うか	[2]	巻不連続[2];v1書影無(楽天)
異刻メモワール = INTER-DIMENSIONAL MEMOIR. 巻ノ3	イコクメモワール	るん太	[3]	巻不連続[3];v1書影無(楽天)
居酒屋ぼったくり.	イザカヤボッタクリ	秋川滝美/しわすだ	[10]	巻不連続[10];v1書影無(楽天)
イジワル御曹司の甘美な毒牙 = The sweet poisonous fang of the wicked scion : その求愛からは逃げられない.	イジワルオンゾウシノカンビナドクガ	朱琳/河野美姫	[2]	巻不連続[2];v1書影無(楽天)
異世界ウォーキング = Walking in another world.	イセカイウォーキング	あるくひと/小川慧	[8]	巻不連続[8];v1書影無(楽天)
異世界支配のスキルテイカー : ゼロから始める奴隷ハーレム. volume18	イセカイシハイノスキルテイカー:ゼロカラハジメルドレイハーレム	柑橘ゆすら/笠原巴	[18]	巻不連続[18];v1書影無(楽天)
異世界転生騒動記.	イセカイテンセイソウドウキ	高見梁川/ほのじ	[13]	巻不連続[13];v1書影無(楽天)
異世界で土地を買って農場を作ろう.	イセカイデトチオカッテノウジョウオツクロウ	岡沢六十四/細雪純	[9]	巻不連続[9];v1書影無(楽天)
異世界ではじめる二拠点生活 : 空間魔法で王都と田舎をいったりきたり.	イセカイデハジメルニキョテンセイカツ:クウカンマホウデオウトトイナカオイッタリキ	丸山りん/錬金王	[4]	巻不連続[4];v1書影無(楽天)
異世界刀匠の魔剣製作ぐらし.	イセカイトウショウノマケンセイサクグラシ	荻原数馬/慕潔	[2]	巻不連続[2];v1書影無(楽天)
異世界メイドの三ッ星グルメ : 現代ごはん作ったら王宮で大バズリしました.	イセカイメイドノミツボシグルメ:ゲンダイゴハンツクッタラオウキュウデオオバズリシ	モリタ/U4	[3]	巻不連続[3];v1書影無(楽天)
異世界メタラー = isekai metaller.	イセカイメタラー	かすが龍。	[3]	巻不連続[3];v1書影無(楽天)
異世界らくらくサバイバル = Isekai rakuraku survival : 生存スキル強者の俺が美少女四人と暮らす無人島生活. Volume04	イセカイラクラクサバイバル	絢乃/最上工路, 聖橋蘭	[4]	巻不連続[4];v1書影無(楽天)
異世界料理道.	イセカイリョウリドウ	EDA/こちも	[11]	巻不連続[11];v1書影無(楽天)
一生働きたくない俺が、クラスメイトの大人気アイドルに懐かれたら.	イッショウハタラキタクナイオレガクラスメイトノダイニンキアイドルニナツカレタラ	岸本和葉/三崎弓	[3]	巻不連続[3];v1書影無(楽天)
偽りの聖女は竜国の魔法使いになりました = THE FALSE SAiNT BECAME A WiZARD OF THE DRAGON KiNGDOM.	イツワリノセイジョワリュウコクノマホウツカイニナリマシタ	松河美衣/日之影ソラ	[3]	巻不連続[3];v1書影無(楽天)
いもうとサンクチュアリ	イモウトサンクチュアリ	vanilla	[1]	v1書影無(楽天)
淫獄団地.	インゴクダンチ	搾精研究所/丈山雄為	[7]	巻不連続[7];v1書影無(楽天)
引退魔王は悠々自適に暮らしたい : ※女勇者「許さない...絶対にだ!」.	インタイマオウワユウユウジテキニクラシタイ:オンナユウシャユルサナイゼッタイニダ	ふちかたつー/山川海	[1]	題不一致(NDL/楽天):引退魔王は悠々自適に暮らした
淫魔なわたしを愛してください!	インマナワタシオアイシテクダサイ	佐倉紫/ぽこた	[2]	巻不連続[2];v1書影無(楽天)
陰陽ブラザーズ = Fateful Brothers.	インヨウブラザーズ	日高チトセ	[2]	巻不連続[2];v1書影無(楽天)
噓とか恋とか = Lies,love and so on....	ウソトカコイトカ	六つ花えいこ/加瀬アオ	[2]	巻不連続[2];v1書影無(楽天)
ウチでは飼えません!	ウチデワカエマセン!	わたぬきめん	[2]	巻不連続[2];v1書影無(楽天)
虚ろなるレガリア = THE HOLLOW REGALIA.	ウツロナルレガリア	うがつまつき/三雲岳斗	[4]	巻不連続[4];v1書影無(楽天)
生まれた直後に捨てられたけど、前世が大賢者だったので余裕で生きてます = Since my previous life was a wise man,I can afford to live. : 最強赤ちゃん大暴走.	ウマレタチョクゴニステラレタケドゼンセガダイケンジャダッタノデヨユウデイキテマス	九頭七尾, 鍋島テツヒロ/遠田マリモ	[9]	巻不連続[9];v1書影無(楽天)
裏切られたので、王妃付き侍女にジョブチェンジ!	ウラギラレタノデ、オウヒツキジジョニジョブチェンジ!	雉間ちまこ/青山克己	[5]	巻不連続[5];v1書影無(楽天)
裏世界ピクニック.	ウラセカイピクニック	宮澤伊織/水野英多	[13]	巻不連続[13];v1書影無(楽天)
英雄教室.	エイユウキョウシツ	新木伸/岸田こあら	[20]	巻不連続[20];v1書影無(楽天)
英雄ブランの人生計画 = Hero Blanc's Plan. : 第二の人生は雑用係でお願いします.	エイユウブランノキャリアプラン	青佐のり/美紅	[1]	題不一致(NDL/楽天):英雄ブランの人生計画 〜第二
え、神絵師を追い出すんですか?	エカミエシオオイダスンデスカ	乙津きみ子/宮城こはく	[2]	巻不連続[2];v1書影無(楽天)
S級ギルドを追放されたけど、実は俺だけドラゴンの言葉がわかるので、気付いたときには竜騎士の頂点を極めてました。.	エスキュウギルドオツイホウサレタケドジツワオレダケドラゴンノコトバガワカルノデキ	ひそな/三木なずな	[5]	巻不連続[5];v1書影無(楽天)
Sランクパーティから解雇された〈呪具師〉 : 『呪いのアイテム』しか作れませんが、その性能はアーティファクト級なり......!	エスランクパーティカラカイコサレタジュグシ:ノロイノアイテムシカツクレマセンガソ	LA軍/小川錦	[9]	巻不連続[9];v1書影無(楽天)
MFゴースト = MF GHOST.	エムエフゴースト	しげの秀一	[21]	巻不連続[21];v1書影無(楽天)
エリート上司は求愛の機会を逃さない.	エリートジョウシワキュウアイノキカイオノガサナイ	水守真子/秀真	[3]	巻不連続[3];v1書影無(楽天)
エルフ化の秘薬 : TSメスイキH	エルフカノヒヤク:ティーエスメスイキエッチ	かんむり	[1]	v1書影無(楽天)
エルフ奴隷と築くダンジョンハーレム : 異世界で寝取って仲間を増やします.	エルフドレイトキズクダンジョンハーレム:イセカイデネトッテナカマオフヤシマス	火野あかり/ツキシタカグヤ	[3]	巻不連続[3];v1書影無(楽天)
えろいことするために巨乳美少女奴隷を買ったはずが、お師匠さまと慕われて思った通りにいかなくなる話.	エロイコトスルタメニキョニュウビショウジョドレイオカッタハズガオシショウサマトシ	佐藤36/煮豆シューター	[5]	巻不連続[5];v1書影無(楽天)
美味しんぼ : 名品集. 小麦の香りにうっとり♡茹でたてうどん編	オイシンボ:メイヒンシュウ	雁屋哲/花咲アキラ	[1]	題不一致(NDL/楽天):美味しんぼ名品集 小麦の香り
王空騎士団と救国の少女 : 空を飛ぶ少女アイリスの物語.	オウクウキシダントキュウコクノショウジョ:ソラオトブショウジョアイリスノモノガタ	守雨/松尾葉月	[1]	題不一致(NDL/楽天):王空騎士団と救国の少女 〜空
王国へ続く道 : 奴隷剣士の成り上がり英雄譚.	オウコクエツズクミチ:ドレイケンシノナリアガリハーレムライフ	伊藤寿規/湯水快	[15]	巻不連続[15];v1書影無(楽天)
黄金の経験値 = the golden experience point.	オウゴンノケイケンチ	原純/霜月汐	[2]	巻不連続[2];v1書影無(楽天)
王子様なんて、こっちから願い下げですわ! : 追放された元悪役令嬢、魔法の力で見返します.	オウジサマナンテコッチカラネガイサゲデスワ:ツイホウサレタモトアクヤクレイジョウ	春原まい/柏てん	[6]	巻不連続[6];v1書影無(楽天)
王弟殿下の恋姫 : 王子と婚約を破棄したら、美麗な王弟に囚われました.	オウテイデンカノコイヒメ:オウジトコンヤクオハキシタラビレイナオウテイニトラワレ	甘夏みのり/神山りお	[2]	巻不連続[2];v1書影無(楽天)
大きくなったら女の子 = The Big Girl's World.	オオキクナッタラオンナノコ	御厨稔	[2]	巻不連続[2];v1書影無(楽天)
大判鬼平犯科帳 : 山吹屋お勝	オオバンオニヘイハンカチョウ:ヤマブキヤオカツ	さいとう・たかを/池波正太郎	[1]	題不一致(NDL/楽天):大判鬼平犯科帳 山吹屋お勝
大雪海のカイナ.	オオユキウミノカイナ	弐瓶勉/武本糸会	[4]	巻不連続[4];v1書影無(楽天)
推しは推せるときに推せ!	オシワオセルトキニオセ!	優風	[5]	巻不連続[5];v1書影無(楽天)
おせん : 和な女.	オセン:ワナヒト	きくち正太	[4]	巻不連続[4];v1書影無(楽天)
落ちこぼれだった兄が実は最強 = My older brother who was a dropout is actually the strongest : 史上最強の勇者は転生し、学園で無自覚に無双する.	オチコボレダッタアニガジツワサイキョウ	村上よしゆき/茨木野	[11]	巻不連続[11];v1書影無(楽天)
落ちこぼれ令嬢は、公爵閣下からの溺愛に気付かない : 婚約者に指名されたのは才色兼備の姉ではなく、私でした.	オチコボレレイジョウワコウシャクカッカカラノデキアイニキズカナイ:コンヤクシャニ	アルト/柏りんこ	[3]	巻不連続[3];v1書影無(楽天)
おっさん底辺治癒士と愛娘の辺境ライフ = The Frontier life of the low-class Ossan healer and the lovely girl : 中年男が回復スキルに覚醒して、英雄へ成り上がる.	オッサンテイヘンチユシトマナムスメノヘンキョウライフ	空賀ミガク/飯田栄静	[10]	巻不連続[10];v1書影無(楽天)
おっさん冒険者の異世界放浪記 : 若返りスキルで地道に生き延びる.	オッサンボウケンシャノイセカイホウロウキ:ワカガエリスキルデジミチニイキノビル	なまず太郎/曽山彦介	[3]	巻不連続[3];v1書影無(楽天)
男嫌いな美人姉妹を名前も告げずに助けたら一体どうなる?	オトコギライナビジンシマイオナマエモツゲズニタスケタライッタイドウナル	司馬淳子/みょん	[2]	巻不連続[2];v1書影無(楽天)
乙女ゲームは終了しました.	オトメゲームワシュウリョウシマシタ	悠十/丸山詩葡	[3]	巻不連続[3];v1書影無(楽天)
おにあい	オニアイ	だいじ	[1]	v1書影無(楽天)
お文具といっしょ. その10	オブングトイッショ	お文具	[10]	巻不連続[10];v1書影無(楽天)
お見合い相手はSSSレア!? : 29歳家事手伝い、スパダリ幼なじみとお試し婚始めました.	オミアイアイテワSSSレア!?:29サイカジテツダイ、スパダリオサナナジミトオタ	南香かをり	[3]	巻不連続[3];v1書影無(楽天)
思い出食堂. No. 78 (豚汁とおむすび編)	オモイデショクドウ		[78]	巻不連続[78];著者無;v1書影無(楽天)
俺だけ不遇スキルの異世界召喚叛逆記 : 最弱スキル〈吸収〉が全てを飲み込むまで.	オレダケフグウスキルノイセカイショウカンハンギャクキ:サイジャクスキルキュウシュ	すかいふぁーむ/高幡隆盛	[8]	巻不連続[8];v1書影無(楽天)
俺だけレベルが上がる世界で悪徳領主になっていた.	オレダケレベルガアガルセカイデアクトクリョウシュニナッテイタ	わるいおとこ/えすお	[3]	巻不連続[3];v1書影無(楽天)
俺の指で乱れろ。 : 閉店後のサロン、意地悪に焦らされて.	オレノユビデミダレロ:ヘイテンゴノサロンイジワルニジラサレテ	neco	[8]	巻不連続[8];v1書影無(楽天)
俺、勇者じゃないですから。 : VR世界の頂点に君臨せし男。転生し、レベル1の無職からリスタートする.	オレユウシャジャナイデスカラ:ヴイアールセカイノチョウテンニクンリンセシオトコテ	心音ゆるり/伊咲ウタ	[7]	巻不連続[7];v1書影無(楽天)
俺は星間国家の悪徳領主! = I am the Villainous Lord of the Interstellar Nation.	オレワセイカンコッカノアクトクリョウシュ	三嶋与夢/灘島かい	[7]	巻不連続[7];v1書影無(楽天)
終わりのセラフ = Seraph of the end.	オワリノセラフ	鏡貴也/山本ヤマト	[33]	巻不連続[33];v1書影無(楽天)
おんなのこのまゆ : 昭和式メイド閑話抄.	オンナノコノマユ:ショウワシキメイドカンワショウ	ユイザキカズヤ/あるけ	[3]	巻不連続[3];v1書影無(楽天)
Only Sense Online.	オンリーセンスオンライン	アロハ座長/羽仁倉雲	[20]	巻不連続[20];v1書影無(楽天)
かくりよの宿飯 : あやかしお宿に嫁入りします。.	カクリヨノヤドメシ:アヤカシオヤドニヨメイリシマス	冬葉つがる/友麻碧	[6]	巻不連続[6];v1書影無(楽天)
影の宮廷魔術師 = The Court Wizard in Shadow : 無能だと思われていた男、実は最強の軍師だった.	カゲノキュウテイマジュツシ	羽田遼亮/白石琴似	[7]	巻不連続[7];v1書影無(楽天)
貸した魔力は〈リボ払い〉で強制徴収 : 用済みとパーティー追放された俺は、可愛いサポート妖精と一緒に取り立てた魔力を運用して最強を目指す。.	カシタマリョクワリボバライデキョウセイチョウシュウ:ヨウズミトパーティーツイホウ	飯島しんごう/まさキチ	[3]	巻不連続[3];v1書影無(楽天)
風よ雲よ剣よ : 道明寺炎上	カゼヨクモヨケンヨ:ドウミョウジエンジョウ	さいとう・たかを	[1]	題不一致(NDL/楽天):風よ雲よ剣よ 道明寺炎上
カット&ペーストでこの世界を生きていく.	カットアンドペーストデコノセカイオイキテイク	咲夜, 天野ハザマ/加藤コウキ	[13]	巻不連続[13];v1書影無(楽天)
株式会社マジルミエ.	カブシキガイシャマジルミエ	岩田雪花/青木裕	[14]	巻不連続[14];v1書影無(楽天)
神を〈神様ガチャ〉で生み出し放題 : 実家を追放されたので、領主として気ままに辺境スローライフします.	カミオカミサマガチャデウミダシホウダイ:ジッカオツイホウサレタノデリョウシュトシ	こはるんるん/一竜輝	[4]	巻不連続[4];v1書影無(楽天)
神々の加護で生産革命 = production revolution by blessing of gods : 異世界の片隅でまったりスローライフしてたら、なぜか多彩な人材が集まって最強国家ができてました.	カミガミノカゴデセイサンカクメイ	トトキハルキ/風来山	[4]	巻不連続[4];v1書影無(楽天)
神様とオタクくんのハッピーライフ. 下	カミサマトオタククンノハッピーライフ	倉橋蝶子	[1]	題不一致(NDL/楽天):神様とオタクくんのハッピーラ
神様とオタクくんのハッピーライフ. 上	カミサマトオタククンノハッピーライフ	倉橋蝶子	[1]	題不一致(NDL/楽天):神様とオタクくんのハッピーラ
神達に拾われた男.	カミタチニヒロワレタオトコ	蘭々/Roy	[13]	巻不連続[13];v1書影無(楽天)
からかい上手〈?〉の西片さん	カラカイジョウズノニシカタサン	稲葉光史/山本崇一朗	[1]	題不一致(NDL/楽天):からかい上手(?)の西片さん
からかい上手の〈元〉高木さん.	カラカイジョウズノモトタカギサン	稲葉光史/山本崇一朗	[23]	巻不連続[23];v1書影無(楽天)
カラダが恋する契約結婚 : 冨永夫妻は今夜も離婚できません。.	カラダガコイスルケイヤクケッコン:トミナガフサイワコンヤモリコンデキマセン	いち	[4]	巻不連続[4];v1書影無(楽天)
カルトオンデマンド = CULT ON DEMAND : 潜入捜査官と8人の女優たち.	カルトオンデマンド	殺野高菜/オオイシヒロト	[4]	巻不連続[4];v1書影無(楽天)
監禁王.	カンキンオウ	マサイ/あしもとよいか	[5]	巻不連続[5];v1書影無(楽天)
勘違いの工房主 : 英雄パーティの元雑用係が、実は戦闘以外がSSSランクだったというよくある話.	カンチガイノアトリエマイスター:エイユウパーティノモトザツヨウガカリガジツワセン	時野洋輔/古川奈春	[7]	巻不連続[7];v1書影無(楽天)
学園裏サービス	ガクエンウラサービス	霞雪誠	[1]	v1書影無(楽天)
喜花坊の寵姫 : 恋と縁は宴より始めよ.	キカボウノチョウキ:コイトエニシワウタゲヨリハジメヨ	酒井さゆり/和知杏佳	[1]	題不一致(NDL/楽天):喜花坊の寵姫 恋と縁は宴より
キグナスの乙女たち : 新・魔法科高校の劣等生.	キグナスノオトメタチ:シンマホウカコウコウノレットウセイ	La-na/佐島勤	[5]	巻不連続[5];v1書影無(楽天)
傷モノの花嫁 : 虐げられた私が、皇國の鬼神に見初められた理由.	キズモノノハナヨメ:シイタゲラレタワタシガ、コウコクノキジンニミソメラレタリユウ	友麻碧/藤丸豆ノ介	[5]	巻不連続[5];v1書影無(楽天)
鬼畜島 : 終わりなき地獄	キチクジマ:オワリナキジゴク	外薗昌也	[1]	題不一致(NDL/楽天):鬼畜島 終わりなき地獄
鬼畜島 : ダスト・エンペラー.	キチクジマ:ダスト・エンペラー	外薗昌也	[2]	巻不連続[2];v1書影無(楽天)
きちじつごよみ.	キチジツゴヨミ	岩岡ヒサエ/北尾詩津花, 岡村奈奈	[2]	巻不連続[2];v1書影無(楽天)
機動戦士ガンダムさん. 22の巻	キドウセンシガンダムサン	大和田秀樹/矢立肇, 富野由悠季	[22]	巻不連続[22];v1書影無(楽天)
機動戦士ガンダムラストホライズン = MOBILE SUIT GUNDAM RUST HORIZON.	キドウセンシガンダムラストホライズン	吉野弘幸 シナリオ/寺田ケンイチ	[4]	巻不連続[4];v1書影無(楽天)
気になる聖凪の頭の中は.	キニナルセイナノアタマノナカワ	小麦ムギ	[3]	巻不連続[3];v1書影無(楽天)
きみが誰でも愛してる = WHOEVER YOU ARE,I LOVE YOU.	キミガダレデモアイシテル	萩原ケイク	[3]	巻不連続[3];v1書影無(楽天)
君の刀が折れるまで = Until your sword breaks. : 月宮まつりの恋難き.	キミノカタナガオレルマデ	イノウエ	[4]	巻不連続[4];v1書影無(楽天)
君は冥土様。 = You are Ms.servant.	キミワメイドサマ	しょたん	[9]	巻不連続[9];v1書影無(楽天)
教師の俺らはシてもいいでしょ? : マジメ先生はチャラ男先生に敵わない	キョウシノオレラワシテモイイデショ:マジメセンセイワチャラオセンセイニカナワナイ	菜花	[1]	題不一致(NDL/楽天):教師の俺らはシてもいいでしょ
強制じゃしん信仰プレイ : このぽんこつを崇めろって正気ですか?	キョウセイジャシンシンコウプレイ:コノポンコツオアガメロッテショウキデスカ?	機織機/川崎命大	[3]	巻不連続[3];v1書影無(楽天)
今日の閣下はどなたですか? = Sir,who are you today?	キョウノカッカワドナタデスカ	珠樹みつね/春臣あかり	[1]	題不一致(NDL/楽天):今日の閣下はどなたですか?1
今日もカレーですか? : カレーなる日々。	キョウモカレーデスカ?:カレーナルヒビ。	藤川よつ葉/あづま笙子	[1]	題不一致(NDL/楽天):今日もカレーですか?カレーな
今日もベランダで = On the balcony again today.	キョウモベランダデ	糸川一成	[6]	巻不連続[6];v1書影無(楽天)
虚構推理 = Invented inference.	キョコウスイリ	城平京/片瀬茶柴	[22]	巻不連続[22];v1書影無(楽天)
きらきら、あおい = My First Blue.	キラキラアオイ	ito	[2]	巻不連続[2];v1書影無(楽天)
嫌われ者の令嬢は、私が愛しましょう。~いまさら溺愛してきても、もう遅いです!~ = I will love the hated daughter.Even if you dote on her now.it's already to	キラワレモノノレイジョウワワタシガアイシマショウイマサラデキアイシテキテモモウオ	暮田呉子/藍原ナツキ	[1]	題不一致(NDL/楽天):嫌われ者の令嬢は、私が愛しま
キリングライン = KILLING LINE.	キリングライン	モリエサトシ	[3]	巻不連続[3];v1書影無(楽天)
キルニル = KILLNIRU : 先生が殺し屋って本当ですか?	キルニル	広瀬べろせ	[1]	題不一致(NDL/楽天):キルニル〜先生が殺し屋って本
きれいなオネエさんは野獣でした!? : エリートさんと社畜女子. 新婚編 上	キレイナオネエサンワヤジュウデシタ!?:エリートサントシャチクジョシ	小松原千鳥	[1]	題不一致(NDL/楽天):きれいなオネエさんは野獣でし
きれいなオネエさんは野獣でした!? : エリートさんと社畜女子. 新婚編 下	キレイナオネエサンワヤジュウデシタ!?:エリートサントシャチクジョシ	小松原千鳥	[1]	題不一致(NDL/楽天):きれいなオネエさんは野獣でし
キングダム = KINGDOM : 完全版.	キングダム	原泰久	[15, 16, 17, 18]	巻不連続[15, 16, 17, 18];v1書影無(楽天)
金田一37歳の事件簿 = The Case File of Kindaichi age 37.	キンダイチサンジュウナナサイノジケンボ	天樹征丸/さとうふみや	[17]	巻不連続[17];v1書影無(楽天)
菌と鉄 = FUNGUS AND IRON.	キントテツ	片山あやか	[6]	巻不連続[6];v1書影無(楽天)
キン肉マン.	キンニクマン	ゆでたまご	[86]	巻不連続[86];v1書影無(楽天)
ギャルがシルバニアファミリーを溺愛したら。 : #ギャルバニア.	ギャルガシルバニアファミリーオデキアイシタラ:ギャルバニア	岡野く仔	[4]	巻不連続[4];v1書影無(楽天)
ギャル弁 = Gal Lawyer : 歌舞伎町の幽霊.	ギャルベン	ヨウイチ	[4, 5]	巻不連続[4, 5];v1書影無(楽天)
ぎゅってして	ギュッテシテ	花札さくらの	[1]	v1書影無(楽天)
ギルドの受付嬢ですが、残業は嫌なのでボスをソロ討伐しようと思います.	ギルドノウケツケジョウデスガザンギョウワイヤナノデボスオソロトウバツシヨウトオモ	香坂マト/優木すず	[5]	巻不連続[5];v1書影無(楽天)
くーねるまるた ぬーぼ = Ku Neru Maruta Novo.	クーネルマルタヌーボ	高尾じんぐ	[15]	巻不連続[15];v1書影無(楽天)
