hakui-no-eiyuu	manga.v2	isekai	isekai<tag+text:異世界
hakushaku-reijou-wa-yandere-danna-sama-to-ateuma-shinario-o-kaihi-suru	manga.v2	isekai	isekai<tag+text:転生/乙女ゲー/前世
hamburger-chan-isekai-tensei-enikki	manga.v2	isekai	isekai<tag+text:異世界/転生
hametsu-flag-kaihi-no-tame-yamaoku-e-hikikomotteita-saikyou-no-akuyaku-wa-tasuketa-heroine-ni-yotte	manga.v2	isekai	isekai<tag+text:転生
hanamaru-gacen-meshi	manga.v2	gourmet	gourmet<tag+text:食堂/飯
hanasaku-kitchen	manga.v2	gourmet	gourmet<tag+text:料理/飯
hangyaku-no-yuusha	manga.v2	isekai	isekai<tag+text:異世界/召喚
hanitora	manga.v2	isekai	isekai<tag+text:異世界
hansuke-kuimonochou	manga.v2	gourmet	gourmet<tag+text:料理/グルメ
happy-table-harapeko-girl-wa-mitasaretai	manga.v2	gourmet	gourmet<tag+text:料理/グルメ;romcom<text:ラブコメ
hara-ga-hettewa-ikuji-wa-dekinu	manga.v2	gourmet	gourmet<tag+text:グルメ/ごはん/レシピ
harapeko-galaxy	manga.v2	gourmet	gourmet<tag+text:グルメ/飯/調理
harapeko-otoko-meshi	manga.v2	gourmet	gourmet<tag+text:グルメ/ごはん/飯
harapeko-oyako-to-moto-kare-yanushi	manga.v2	gourmet	gourmet<tag+text:料理
harapeko-seijo-to-manpuku-majo-no-isekai-surooraifu	manga.v2	isekai	isekai<tag+text:異世界
haru-to-mahou-no-kagi	manga.v2	isekai	isekai<tag+text:別世界
haruka-naru-toki-no-naka-de-6	manga.v2	isekai	isekai<tag+text:異世界
haruka-naru-toki-no-naka-de-7	manga.v2	isekai	isekai<tag+text:異世界
hatarake-oji-san-no-mori	manga.v2	isekai	isekai<tag+text:トリップ
hataraku-futari-no-gohoubi-meshi	manga.v2	gourmet	gourmet<tag+text:グルメ/飯
hataraku-maou-sama-no-meshi	manga.v2	gourmet	gourmet<tag+text:グルメ/飯/ケーキ
hate-modoru-isekai-tensei	manga.v2	isekai	isekai<tag+text:異世界/転生;romcom<text:ラブコメ
hatsukoi-tensei-near-death-goddess	manga.v2	isekai	isekai<tag+text:転生;romcom<text:ラブコメ
hazure-potion-ga-shouyu-datta-node-ryouri-suru-koto-ni-shimashita	manga.v2	isekai	isekai<tag+text:異世界
hazure-shoku-item-master-ga-hazure-item-deku-doll-o-tsukattara-sekaiichi-no-boukensha-ni-nareta-ken	manga.v2	isekai	isekai<tag+text:異世界
