vols	base	brand	pub	first_date	last_date	isbns
3	ハイシーズン!!	mimi.comics	ジュリアン	2014-11	2015-04	9784864570923,9784864572101,9784864572279
3	Basket Darling	K-Book Selection	ブライト出版	2014-11	2015-02	9784861235832,9784861235849,9784861236037
3	真・恋姫・無双 萌将伝 画竜点睛之巻	EARTH STAR Books	泰文堂	2015-02	2015-04	9784803006872,9784803007152,9784803007251
3	未確認で進行形コミックアンソロジー	DNAメディアコミックス	一迅社	2014-03	2014-05	9784758007962,9784758008068,9784758008006
3	辻堂さんの純愛ロードコミックアンソロジー	DNAメディアコミックス	一迅社	2013-02	2013-09	9784758007344,9784758007719,9784758007467
3	テイルズオブヴェスペリア コミックアンソロジー	DNAメディアコミックス	一迅社	2009-10	2011-01	9784758005111,9784758005937,9784758006033
3	テイルズオブエクシリア2 コミックアンソロジー	DNAメディアコミックス	一迅社	2013-04	2013-10	9784758007634,9784758007801,9784758007412
3	テイルズオブエクシリア 4コマKINGS	DNAメディアコミックス	一迅社	2011-12	2012-07	9784758006637,9784758006781,9784758006941
3	テイルズオブエクシリア コミックアンソロジー	DNAメディアコミックス	一迅社	2012-01	2012-08	9784758006675,9784758006835,9784758007023
3	Tiger＆Bunnyコミックアンソロジー	DNAメディアコミックス	一迅社	2011-09	2012-09	9784758006491,9784758006583,9784758006682
3	STEINS;GATEコミックアンソロジー タイムトラベラーズテイル	DNAメディアコミックス	一迅社	2011-07	2013-05	9784758006286,9784758006514,9784758007474
3	Tiger＆Bunny 4コマKINGS	DNAメディアコミックス	一迅社	2011-11	2012-07	9784758006590,9784758006699,9784758006842
3	GOD EATER BURSTコミックアンソロジー	DNAメディアコミックス	一迅社	2011-02	2011-08	9784758006170,9784758006439,9784758006088
3	漫画人妻快楽庵	ぶんか社ムック	ぶんか社	2016-02	2016-08	9784821166411,9784821166503,9784821166626
3	HEROボーイフレンド	F-BOOK selection	ブライト出版	2016-04	2017-05	9784861236679,9784861236709,9784861237140
3	ことわざ	くもんのまんがおもしろ大事典	くもん出版	1995-02-10	1995-02-10	9784875768951,9784875768968,9784875768975
3	松のからさわぎ		TrampHouse	2016-10	2016-12	9784866250489,9784866250472,9784866250465
3	MATSU MANIA	PARODIA COMICS	鹿砦社	2017-05	2017-08	9784846390013,9784846390044,9784846390051
3	Days on Ice	PARODIA COMICS	鹿砦社	2017-05	2017-09	9784846390006,9784846390020,9784846390068
3	少年天使max	光彩コミックス	光彩書房	2000-02	2001-06	9784877750879,9784877750404,9784877750282
3	全軍突撃!ガンパレードマーチ		ムービック	2001-08	2002-03	9784896015324,9784896015461,9784896015584
3	全軍突撃!ガンパレード・マーチ		ムービック	2002-08	2003-04	9784896015881,9784896016055,9784896016406
3	コミック真・三國無双3アンソロジー	Koei game comics	光栄	2004-02	2004-05	9784775801376,9784775801383,9784775801390
3	恋話		朝日ソノラマ	2004-10	2004-12	9784257905097,9784257905110,9784257905202
3	竜鳴ツンデレ白書	Fox comics	文苑堂	2007-05	2008-05	9784903421292,9784903421315,9784903421360
3	最速emotion	Oak comix	オークラ出版	2000-04	2000-12	9784872785906,9784872786422,9784872786897
3	97京vs庵fight!	G-collection	ムービック	1998-05	1999-01	9784896013559,9784896013696,9784896014105
3	ラストチルドレン	Oak comix	オークラ出版	1996-09	1997-07	9784872781090,9784872781564,9784872780390
3	怪宴	北辰コミックス同人アンソロジー	北辰堂出版	2009-08	2010-02	9784904086544,9784904086599,9784904086674
3	ルリルリでいこう	ラポートコミックス	ラポート	1997-11	1998-10	9784897992662,9784897992853,9784897993119
3	りりかる囲碁少年	KTCアンソロジーコミックス	キルタイムコミュニケーション	2000-07	2001-10	9784860320034,9784906650521,9784906650620
3	みずいろアンソロジーコミック	マジキューコミックス	エンターブレイン	2002-04	2002-09	9784757708181,9784757708457,9784757709607
3	ふしぎ星の☆ふたご姫おはなしシリーズ	小学館のテレビ絵本	小学館	2005-08	2006-04	9784091157638,9784091157621,9784091157614
3	ビッグ・バン	レモンピープル・コミックス	久保書店	1988-02	1989-09	9784765905046,9784765905114,9784765905138
3	はむこみ!	キューティ・ペット・シアター	エニックス	1998-10	1999-04	9784870254381,9784870253865,9784757500198
3	超時空世紀オーガス	テレビ名作・アニメ版	小学館	1983-12	1984-06	9784091017253,9784091017222,9784091017215
3	ねこミックス		宙出版	2001-12	2002-04	9784872878356,9784872878363,9784872878370
3	ジョージ秋山傑作選集	文華コミックス	日本文華社	1984-10	1984-12	9784821190959,9784821190997,9784821191031
3	コミック三國志トゥルーエピソード		光栄	2005-06	2005-10	9784775803127,9784775803202,9784775803219
3	マンガで見る「幸福の科学」	OR books	幸福の科学出版	1993-01	1994-01	9784876881864,9784876881949,9784876882007
3	SDクラブ		バンダイ	1988-09	1989-05	9784891890223,9784891893521,9784891893637
3	D.C.～ダ・カーポ～キャラクターコミック		ジャイブ	2005-03	2005-09	9784861761164,9784861761157,9784861762154
3	Cyber comix		バンダイ	1988-04	1989-07	9784891890285,9784891893392,9784891893491
3	スマッシュプリンス・プラス	KTCアンソロジーコミックス	キルタイムコミュニケーション	2002-09	2004-01	9784860320294,9784860320461,9784860320614
3	コミックバーニー	Oak comix成年	オークラ出版	1995-06	1996-02	9784900780866,9784900780491,9784900780248
3	くらもちふさこ選集		集英社	1992-09	1993-05	9784087827057,9784087827033,9784087827019
3	南国少年パプワくん	TVアニメ版コミックス	エニックス	1993-05	1993-09	9784870257153,9784870257115,9784870257245
3	ユリイカ		青土社	1997-08	2004-12	9784791701278,9784791700783,9784791700202
3	マリーとエリーのアトリエアンソロジーコミック	ブロスコミックス	エンターブレイン	2001-05-09	2002-03	9784757707726,9784757706293,9784757704176
3	機動戦艦ナデシコフィルムブック	ニュータイプフィルムブック	角川書店ニュータイプ	1997-03	1997-06	9784048527750,9784048528160,9784048528009
3	Moon fight!	Poe backs	ふゅーじょんぷろだくと	1993-07	1994-02	9784893931481,9784893931375,9784893931344
3	Love prince　他校特集	エーピーセレクション	ハイランド	2003-07	2004-08	9784894863606,9784894863118,9784894862791
3	小説FUDGE		桜桃書房			9784756703637,9784756700544,9784871838139
3	Kanon 4コママンガ劇場		エニックス	2001-08	2002-10	9784757507944,9784757506299,9784757505117
3	スターオーシャン セカンドストーリー 4コママンガ劇場		エニックス	2002-05	2003-03	9784757508941,9784757508194,9784757506893
3	スターオーシャン Till the End of Time DIRECTOR'S CUT 4コママンガ劇場		スクウェア・エニックス	2004-04	2004-10	9784757512672,9784757512092,9784757511644
3	テイルズオブデスティニー2	Bros.comics EX	エンターブレイン	2003-09	2004-02	9784757715516,9784757717091,9784757716384
3	映画版ビー・バップ・ハイスクール	講談社ヒットブックス	講談社	1986-09	1988-01	9784061777071,9784061777019,9784061777040
3	×-kids	Cult comics	笠倉出版社	1998-05	1999-05	9784773005578,9784773005554,9784773005745
3	ポケットモンスターダイヤモンド・パール　おはなしシリーズ	小学館のテレビ絵本	小学館	2007-03	2008-03	9784091162137,9784091162120,9784091162113
3	碁サイン!	Oak comix	オークラ出版	2002-03	2002-10	9784872788983,9784775500224,9784872789546
3	子どもの昭和史	別冊太陽	平凡社	1987-12	1999-02	9784582942347,9784582942248,9784582943238
3	黒魂-BLACK SOUL-		東京漫画社	2006-12	2010-08	9784904101803,9784902671209,9784902671797
3	サイキックフォース コミックアンソロジー		ブロッコリー	1997-01	1997-08	9784938867324,9784938867492,9784938867362
3	まんが学校の怪談	講談社まんが百科	講談社	1994-11	1995-04	9784062590235,9784062590129,9784062590037
3	まんがクリィミーマミ	講談社のこどもテレビブック	講談社	1983-08	1983-12	9784061085770,9784061085725,9784061085718
3	花丸漫画	花丸コミックス	白泉社	1995-04	1995-08	9784592200048,9784592200031,9784592200024
3	トランスフォーマーアルマダ	Jive American comicsシリーズ	ジャイブ	2003-12	2004-12	9784861760631,9784902314212,9784902314069
3	シュガシュガルーン	講談社のテレビ絵本	講談社	2005-09	2005-12	9784063443622,9784063443585,9784063443516
3	死ぬ気で笑え!M-1パラダイス	北辰コミックス同人アンソロジー	北辰堂出版	2007-10	2008-07	9784904086193,9784904086018,9784904086094
3	月姫ごちゃまぜ!!		宙出版	2003-03	2004-02	9784776790143,9784872878936,9784872878639
3	月姫	ラポートコミックス	ラポート	2002-12	2003-04	9784897994703,9784897994666,9784897994642
3	月姫コミックアンソロジー	DNAメディアコミックス	一迅社	2002-06	2006-05	9784758003117,9784758000581,9784758000468
3	暴走・ルーキーズ!	OKS comix	オークス	2005-06	2005-10	9784861052644,9784861052552,9784861052392
3	アニメーションノート	Seibundo mook	誠文堂新光社	2006-01	2006-10	9784416806609,9784416806319,9784416805428
3	ペルソナアンソロジーコミック	Bros.comics EX	エンターブレイン	2009-06	2009-08	9784757750241,9784757749917,9784757749214
3	戦国basaraアンソロジーコミック	Bros.comics EX	エンターブレイン	2006-02	2006-08	9784757728417,9784757727410,9784757725218
3	咎狗の血アンソロジーコミック	B's log comics	エンターブレイン	2005-08	2005-11	9784757724723,9784757724440,9784757723641
3	咎狗の血アンソロジー	ビーズログコミックス	角川グループパブリッシング	2010-06	2010-11	9784047268708,9784047263819,9784047268692
3	ワタルロード	FRESH-PACKS	青磁ビブロス	1991-05	1991-12	9784882710967,9784882710875,9784882710752
3	マンガ夜話	キネ旬ムック	キネマ旬報社	2000-02	2001-06	9784873765716,9784873765532,9784873765334
3	ボンゴレ狂想曲	北辰コミックス同人アンソロジー	北辰堂出版	2007-12	2008-05	9784904086155,9784904086070,9784904086056
3	電脳闘姫	OKS comix	オークス	2004-12	2005-06	9784861052415,9784861051968,9784861051760
3	ファイアーファイターズ	Oak comix	オークラ出版	1997-08	1998-06	9784872782691,9784872782226,9784872781670
3	ルチル アンソロジー	SCHOLAR LC RUTILE SERIES	スコラ	1998-06-16	1999-03-16	9784796289191,9784796289023,9784796288729
3	Vis a vis		ムービック	1997-12	1998-10	9784896013818,9784896013221,9784896013580
3	テイルズオブリバース	スーパーコミック劇場	スクウェア・エニックス	2005-04	2005-10	9784757514065,9784757514638,9784757515406
3	ナデシコでいこう	ラポートコミックス	ラポート	1997-05	1998-08	9784979993044,9784979992535,9784979992474
3	トリックプレイ	OKS comix	オークス	2003-05	2003-09	9784861050497,9784861050213,9784861050299
3	テニス1000％	MARoコミックス	MARo編集部	2004-04	2004-12	9784861170300,9784861170218,9784861170133
3	ちょびひなα	Oak comix	オークラ出版	2001-08	2001-10	9784872788358,9784872788204,9784872788099
3	こみっくパーティー	エニックススーパーコミック劇場	エニックス	2001-10	2002-04	9784757506541,9784757505070,9784757505490
3	うちの猫	ラポートコミックス	ラポート	1998-12	1999-05	9784897993157,9784897993294,9784897993232
3	いんぷっと	Oak comix	オークラ出版	1996-01	1996-05	9784900780552,9784900780545,9784900780538
3	Self judge	北辰同人アンソロジーコミックス	風林館	2004-12	2005-03	9784861235030,9784861235023,9784861235016
3	Monster hunter portable 2nd Gオフィシャルアンソロジーコミック	カプコンオフィシャルブックス	カプコン	2009-01	2009-05	9784862332219,9784862332097,9784862332066
3	Lovers	北辰コミックス同人アンソロジー	風林館	2006-01	2006-05	9784861235160,9784861235153,9784861235122
3	Jumpスクランブル!	北辰コミックス同人アンソロジー	風林館	2006-06	2006-08	9784861235191,9784861235184,9784861235177
3	Daria		ムービック	1997-12	1999-04	9784896014280,9784896014167,9784896013306
3	Comic zauber	Double edge comics	桜桃書房	1996-05	1996-12	9784756706201,9784756706041,9784756702982
3	Comic will	ラポートコミックス	ラポート	1994-12	1995-08	9784897991726,9784897991610,9784897991535
3	CLANNAD	マジキューコミックス	エンターブレイン	2004-07	2004-10	9784757720114,9784757719774,9784757719545
3	Can・d		オークラ出版	1998-08	1999-02	9784872783995,9784872783520,9784872783131
3	緋色の剣	Oak comix	オークラ出版	1995-09	1997-03	9784900780477,9784872781083,9784872780062
3	まんがグリム童話	まんがグリム童話	ぶんか社	2004-09	2004-12	9784821181025,9784821181186,9784821181193
3	アニマル天国	Oak comix	オークラ出版	2002-08	2002-12	9784775500682,9784775500491,9784775500033
3	ビバ!テニ	AN COMICS	イースト・プレス	2003-08	2004-06	9784872574524,9784872574135,9784872573732
3	WILD WINGS	GAME＆ANIME COMICS	桜桃書房	1996-01	1996-03	9784756702913,9784756702852,9784756702838
3	DUNK SHOT	ピンクデライトコミックス	桜桃書房	1995-08	1995-11	9784756702760,9784756702715,9784756702746
3	カムラッドエンジェル	ハイランドセレクション	ハイランド	1997-04	1997-08	9784938827434,9784938827397,9784938827359
