n	type	imprint	series_key	excluded	isbns
1	standard	Shueisha girls comics = SGコミックス	qid:Q11548799|name:月虹		9784088550077
1	standard	創美社コミックス	qid:Q11548799|name:月虹		9784420220262
1	standard	EYE-COM BOOKS	qid:Q11548972|name:こんなもんいかがっすかぁ		9784756106315
1	standard	ワニマガジン・コミックス	qid:Q11549573|name:水の誘惑		9784898293140
1	bunkobon	ホーム社漫画文庫	qid:Q11549680|name:永久保怪異談		9784834275032
1	bunkobon	ホーム社漫画文庫	qid:Q11549680|name:永久保貴一の極めて怖い話		9784834275063
1	standard	ハロウィン コミックス	qid:Q11549680|name:生き人形		9784257919018
1	standard	少年キャプテンコミックススペシャル	qid:Q11550422|name:GIVE ME たまちゃん!		9784198331207
1	standard	ビームコミックス	qid:Q11550422|name:ちいさなのんちゃん		9784047262805
1	standard	KCDX	qid:Q11551540|name:ロックマン		9784063771084
1	standard	BC paperback collection = ビッグコミックスペーパーバックコレクション	qid:Q11551675|name:ゴミ屋敷とトイプードルと私|sub:#港区会デビュー		9784098630608
1	standard		qid:Q11552493|name:フラグのジョー		9784893677365
1	standard		qid:Q11553699|name:ファミコンランナー高橋名人物語		9784257904540
1	standard	My first wide	qid:Q11553712|name:モンキーターン		9784091626608
1	standard	PRINCESS COMICS α	qid:Q11553925|name:清水鏡		9784253195423
1	standard	PRINCESS COMICS α	qid:Q11553925|name:衣がえしの君		9784253195416
1	standard	ホームコミックス	qid:Q1155646|name:ちびまる子ちゃん		9784834230109
1	standard		qid:Q1155646|name:ちびまる子ちゃん		9784834280210
1	standard	MOMOKO BOMBER COMICS	qid:Q1155646|name:永沢君		9784087920413
1	standard	IKKICOMIX	qid:Q1155646|name:永沢君		9784091883421
1	standard	MOMOKO BOMBER COMICS	qid:Q1155646|name:神のちから		9784087920383
1	standard	IKKICOMIX	qid:Q1155646|name:神のちから		9784091883414
1	standard	Akita top comics	qid:Q11557657|name:ジャントニオbomb		9784253240116
1	standard	Akita top comics wide	qid:Q11557657|name:ヤマチャン		9784253240710
1	standard	KPC	qid:Q11558238|name:伝染歌	除外レーベル	9784063742374
1	standard		qid:Q11560265|name:見えない林檎		9784063175264
1	standard		qid:Q11560265|name:風の暦		9784088621036
1	standard	Shueisha girls remix	qid:Q11560284|name:カンナさーん!	除外レーベル	9784081138104
1	standard	Shueisha girls remix	qid:Q11560284|name:ハガネの女	除外レーベル	9784081130450
1	standard		qid:Q11560284|name:夜廻り猫		9784047341784
1	standard	講談社プラチナコミックス	qid:Q11561418|name:その「おこだわり」、俺にもくれよ!!	除外レーベル	9784063858822
1	standard	ぴっかぴかコミックス カラー版	qid:Q11564466|name:オシャレ魔女・ラブandベリー		9784091480651
1	standard	SP pocket wide	qid:Q11565237|name:二兎物語		9784845855414
1	standard	アリババコミックス	qid:Q11565237|name:帝都邀撃隊		9784418031573
1	standard	アリババコミックス	qid:Q11565237|name:撃墜王		9784418071135
1	standard	航空劇画名作コレクション	qid:Q11565237|name:撃墜王		9784499228619
1	standard	アリババコミックス	qid:Q11565237|name:明けの彗星		9784418031351
1	standard		qid:Q11565237|name:碧の孤狼		9784499205962
1	standard	アリババコミックス	qid:Q11565237|name:空母艦攻隊		9784418051281
1	standard	アリババコミックス	qid:Q11565237|name:迎撃戦闘隊		9784418051441
1	standard	アリババコミックス	qid:Q11565237|name:飛燕独立戦闘隊		9784418041091
1	standard		qid:Q11565267|name:怨歌劇場		9784309277233
1	bunkobon	講談社漫画文庫	qid:Q11565267|name:滝田ゆう名作劇場		9784063601589
1	standard	Akita handy comics	qid:Q11566384|name:オヤマ!菊之助		9784253188388
1	standard	Akita top comics	qid:Q11566384|name:オヤマ!菊之助		9784253188395
1	standard	Akita top comics wide	qid:Q11566384|name:オヤマ!菊之助		9784253188401
1	standard	講談社プラチナコミックス	qid:Q11569561|name:ぎゅわんぶらあ自己中心派	除外レーベル	9784063778793
1	standard	Bamboo comics	qid:Q11569561|name:ノーマーク爆牌党		9784812457832
1	standard		qid:Q11571998|name:華本さんちのご兄弟		9784847037139
1	standard	Tenmaコミックスj	qid:Q11572030|name:図書館の妖精		9784871826280
1	standard	フラワーコミックススペシャル	qid:Q11574110|name:ねこ、はじめました		9784098716821
1	standard	Bell comics = ベルコミックス	qid:Q11575167|name:おまつり源さん		9784938752361
1	standard	モーニングカラーKC	qid:Q11575182|name:SWEET WHEELS		9784063248623
1	standard		qid:Q11575427|name:サラリーマン田中K一がゆく!		9784041061268
1	standard		qid:Q11575427|name:マンガ家田中K一がゆく!		9784041061275
1	standard		qid:Q11575427|name:昆虫物語ピースケの冒険		9784757211872
1	standard	YKベストコミックス	qid:Q11575458|name:Bad boys		9784785965006
1	standard	Jump comics +	qid:Q11576043|name:サマータイムレンダ		9784088830308
1	standard	Queen's comics	qid:Q11577130|name:桃子について		9784088650784
1	standard	Goma books	qid:Q11577376|name:風林火山		9784814918393
1	standard	HMB	qid:Q11579371|name:その日仙境に龍はおちて		9784834273687
1	standard	角川コミックス・エース	qid:Q11579443|name:セーラー服物語		9784047134317
1	standard	古典コミックシリーズ	qid:Q11583138|name:老子		9784198903039
1	standard	古典コミックシリーズ	qid:Q11583138|name:荘子		9784198903664
1	standard	Bonita Comics Alpha	qid:Q11583140|name:浅草ヤング妖品店		9784253096492
1	standard	バーガーKC	qid:Q11583507|name:こともなし凶一郎!!		9784063046199
1	standard	講談社プラチナコミックス	qid:Q11583610|name:スマグラー	除外レーベル	9784063861440
1	standard	20 century comics	qid:Q11584823|name:750ライダー		9784845817221
1	standard	講談社コミックスMe	qid:Q11584832|name:セクシーポーズで決めて		9784061783522
1	standard	SUN WIDE COMICS	qid:Q11585349|name:エルフ		9784257961178
1	standard	Missy comics	qid:Q11585871|name:翼はよみがえった		9784776716716
1	standard	YK ours comics	qid:Q11586417|name:カタリベ		9784785939243
1	standard	YK ours comics	qid:Q11586417|name:人斬り龍馬		9784785939236
1	standard		qid:Q11586884|name:私立彩陵高校超能力部		9784901978323
1	standard	Be×boy comics	qid:Q11587665|name:秘密で、花園。		9784862635099
1	standard	DENGEKI COMICS	qid:Q11588861|name:GO! GO! セイバーズ		9784073101895
1	standard	My first big	qid:Q11590453|name:織田信長推理帳	除外レーベル	9784091183231
1	standard		qid:Q11592067|name:オオカミが出てきた日		9784895840071
1	standard	福山庸治選集	qid:Q11592067|name:ドン・ジョヴァンニ		9784896675672
1	standard	Paper comics	qid:Q11592067|name:夜は散歩者		9784930787262
1	standard	Paper comics	qid:Q11592067|name:死神交換イタシマス		9784930787224
1	standard	モーニングKCDX	qid:Q11593991|name:生活		9784063759242
1	standard	マジカルミステリーホラー	qid:Q11596472|name:死体処理請負人アマネ		9784921181710
1	standard	ミッシィコミックスDX	qid:Q11599172|name:あおいちゃんパニック!		9784391913910
1	standard	BEAM COMIX	qid:Q11599172|name:ちょっとコマーシャル		9784757747432
1	standard	アスキーコミックス	qid:Q11599172|name:てきぱきワーキン・ラブ		9784756112460
1	standard		qid:Q11599172|name:はたらきもの		9784257904618
1	standard		qid:Q11599172|name:ばばろあえほん		9784257904687
1	standard	BEAM COMIX	qid:Q11599172|name:ひまわりえのぐ		9784047266032
1	standard	講談社コミックスなかよし	qid:Q11599172|name:ハジメルド物語		9784061084797
1	standard	BEAM COMIX	qid:Q11599172|name:パイナップルみたい		9784757747425
1	standard		qid:Q11599172|name:虹色〔音符〕爆発娘❤		9784257904670
1	standard	YKベスト	qid:Q11599805|name:どげせんR		9784785939953
1	standard	官能劇画大全「昭和の浮世絵」	qid:Q11599978|name:恥辱の刻印		9784434053214
1	standard	官能劇画大全「昭和の浮世絵」	qid:Q11599978|name:愛縄物語		9784434076688
1	standard	官能劇画大全「昭和の浮世絵」	qid:Q11599978|name:淫獣の森		9784434051142
1	standard	官能劇画大全「昭和の浮世絵」	qid:Q11599978|name:淫虐の貴婦人		9784434053580
1	standard	官能劇画大全「昭和の浮世絵」	qid:Q11599978|name:純縄物語		9784434077876
1	standard	官能劇画大全「昭和の浮世絵」	qid:Q11599978|name:縄夫人		9784434065774
1	standard	官能劇画大全「昭和の浮世絵」	qid:Q11599978|name:美熟夫人		9784434076824
1	standard	官能劇画大全「昭和の浮世絵」	qid:Q11599978|name:貴婦人狩り		9784434048975
1	standard	官能劇画大全「昭和の浮世絵」	qid:Q11599978|name:鬼畜と隷嬢		9784434059247
1	standard	篠原烏童選集	qid:Q11603611|name:妖獣の門		9784257902454
1	standard	KCDX	qid:Q11603764|name:家政婦が黙殺		9784063758832
1	standard		qid:Q11604577|name:たぶん惑星		9784909646033
1	standard	ビームコミックス	qid:Q11610262|name:ワガランナァー		9784757706354
1	standard	My first big special	qid:Q11611036|name:だから笑介	除外レーベル	9784091184115
1	standard	KCフェニックス	qid:Q11611979|name:翔丸		9784063290080
1	standard	ちゃおコミックススペシャル	qid:Q11612023|name:放課後エデン		9784091396099
1	standard	Nichibun comics	qid:Q11614539|name:女神さまのいうとおり		9784537149500
1	standard		qid:Q11615162|name:美味しんぼ		9784091795113
1	standard	My first big special remix	qid:Q11615515|name:CAとお呼びっ!	除外レーベル	9784091085313
1	standard		qid:Q11615515|name:モテずに死ねるか!		9784022142092
1	standard	YKベスト	qid:Q11616465|name:ドトウの笹口組		9784785958541
1	standard	Craft comics	qid:Q11617968|name:赤の原遊戯		9784813008385
1	standard	講談社コミックスミー	qid:Q11619664|name:くちびるのポリシー		9784061783072
1	standard	講談社コミックスMe	qid:Q11619664|name:スイート・スキャンダル		9784061783027
1	standard	講談社コミックスビーラブ	qid:Q11619664|name:ドアを開けたら殺意		9784063173345
1	standard	講談社コミックスMe	qid:Q11619664|name:彼女売ります		9784061783263
1	standard		qid:Q11619664|name:指輪の吐息		9784061783386
1	standard	講談社コミックスビーラブ	qid:Q11619664|name:砂糖菓子の心理学		9784063173536
1	standard	講談社コミックスビーラブ	qid:Q11619664|name:私についてのスキャンダル		9784063173598
1	standard		qid:Q11619664|name:食虫花		9784063173307
1	standard		qid:Q11619664|name:魅せられた殺人者		9784061783201
1	standard	Missy comics	qid:Q11619700|name:東京タワー恋人たちの戦い		9784776712831
1	standard		qid:Q11620404|name:パールガーデン		9784582287943
1	standard		qid:Q11620790|name:好きっていいなよ。		9784063649482
1	standard		qid:Q11620792|name:妖魔の封印		9784885705946
1	standard	Bamboo comics	qid:Q11621646|name:火葬場で働く僕の日常		9784801977686
1	standard	あすかコミックスDX	qid:Q11624649|name:天女木蘭		9784048528542
1	standard	あすかコミックスDX	qid:Q11624649|name:幽蘭露		9784048526548
1	standard	あすかコミックスDX	qid:Q11624649|name:春夢		9784048526777
1	standard	あすかコミックスDX	qid:Q11624649|name:桃花流水		9784048529129
1	standard	Bunkasha comics	qid:Q11624649|name:桃花流水		9784821174362
1	standard	あすかコミックスDX	qid:Q11624649|name:楊柳春		9784048527521
1	standard	あすかコミックスDX	qid:Q11624649|name:紅花怨		9784048529853
1	standard		qid:Q11624649|name:錦瑟		9784391914832
1	standard	あすかコミックスDX	qid:Q11624649|name:雪裏春		9784048529792
1	standard	Paper comics	qid:Q11626418|name:Shion		9784930787217
1	standard		qid:Q11626493|name:ちづかマップ		9784063758634
1	standard	ニュータイプ100%コミックス	qid:Q11627987|name:ディエンビエンフー		9784048538909
1	standard	ACTION COMICS	qid:Q11628495|name:Rush		9784575935530
1	standard	Giga comics	qid:Q11628495|name:一緒に遭難したいひと		9784391920406
1	standard	Leedcafe comics	qid:Q11629984|name:Garage		9784845870332
1	standard		qid:Q11631941|name:紀信		9784835452425
1	standard		qid:Q11633126|name:悪魔に魅せられて		9784063168020
1	standard	ガンガンコミックスonline	qid:Q11635312|name:キューカンバー×サンドイッチ		9784757539402
1	standard	マンガショップシリーズ	qid:Q11638086|name:なげろ健一		9784775912317
1	standard	Chara comics	qid:Q11638094|name:能瀬くんは大迷惑!!		9784199601392
1	standard	アクションコミックス	qid:Q11638679|name:アカシアの道		9784575934328
1	standard		qid:Q11638679|name:兄帰る		9784781619491
1	standard	BEAM COMIX	qid:Q11638679|name:宝の嫁		9784047295483
1	standard	BEAM COMIX	qid:Q11638679|name:月影の御母		9784047308671
1	standard	BEAM COMIX	qid:Q11638679|name:水の蛇		9784047345744
1	standard	BEAM COMIX	qid:Q11638679|name:猫の草子		9784047306875
1	standard		qid:Q11638679|name:移り気本気		9784883791811
1	standard	BEAM COMIX	qid:Q11638679|name:美しの首		9784047308664
1	standard		qid:Q11638679|name:花散る里		9784883792788
1	standard	BEAM COMIX	qid:Q11638679|name:説経小栗判官		9784047301825
1	standard	アスキーコミックス	qid:Q11638680|name:ハイパーあんな		9784756111890
1	standard	My first big special	qid:Q11639800|name:火消し屋小町	除外レーベル	9784091082039
1	standard	KPC	qid:Q11643425|name:きらきらひかる	除外レーベル	9784063533309
1	standard	レディースコミック	qid:Q11644242|name:アデル		9784592152156
1	standard	あすかコミックス	qid:Q11644242|name:カフェ・ド・きまぐれビーチ		9784049249255
1	standard	あすかコミックス	qid:Q11644242|name:今夜もねむれない		9784049242546
1	standard	あすかコミックス	qid:Q11644242|name:彼と彼女のイエイエ		9784049249156
1	standard	あすかコミックス	qid:Q11644242|name:恋スルメロディ娘。		9784049249194
1	standard	あすかコミックス	qid:Q11644242|name:涙の果実		9784049249361
1	standard	レディースコミック	qid:Q11644242|name:立ち枯れの森		9784592152187
1	standard	花とゆめCOMICS	qid:Q11644242|name:￥十億少女		9784592177470
1	standard	Shueisha jump remix	qid:Q11644550|name:ハッピーピープル	除外レーベル	9784081065530
1	standard	ヤングジャンプ・コミックスBJ	qid:Q11644550|name:ハッピーピープル		9784088768878
1	standard	Gコミックス	qid:Q11644656|name:仇討		9784537159004
1	standard	SHONEN MAGAZINE COMICS	qid:Q11645030|name:課長バカ一代		9784063130010
1	standard	講談社プラチナコミックス	qid:Q11645592|name:とろける鉄工所	除外レーベル	9784063776881
1	standard	BEAM COMIX	qid:Q11647067|name:かねひらだもの		9784757704404
1	standard	BEAM COMIX	qid:Q11647067|name:金平劇場		9784757717244
1	standard	スーパー・ビジュアル・コミックス	qid:Q11648379|name:ステキに野蛮人		9784091602572
1	standard	Hard comics	qid:Q11648379|name:朱鷺色怪魔		9784886536136
1	standard	スーパービジュアル・コミックス	qid:Q11648379|name:蒼い妖魔たち		9784091602565
1	standard	Ascii comix	qid:Q11648445|name:おとなのしくみ		9784893668592
1	standard		qid:Q11651898|name:クリームソーダシティ		9784778322830
1	standard	講談社の創作絵本	qid:Q11653021|name:ぼくのくれよん		9784061322837
1	standard	プチコミックフラワーコミックスα	qid:Q11653135|name:あなたのオモチャ		9784091353108
1	standard	プチコミックフラワーコミックスα	qid:Q11653135|name:もっと×2あなたのオモチャ		9784091360663
1	standard	プチコミックフラワーコミックスα	qid:Q11653135|name:もっと×3あなたのオモチャ		9784091360670
1	standard	プチコミックフラワーコミックスα	qid:Q11653135|name:もっとあなたのオモチャ		9784091353207
1	standard	ホラーミステリーコミックス	qid:Q11653424|name:夜間閲覧室		9784821194261
1	standard	日本漫画家名作シリーズ	qid:Q11653884|name:ぼくの西鉄ライオンズ		9784797700046
1	standard	Be×boy comics	qid:Q11654993|name:いまどきの思春期		9784799711606
1	standard	Be×boy comics	qid:Q11654993|name:わがままキッチン		9784862635693
1	standard	Be×boy comics	qid:Q11654993|name:デジャブ。		9784862635532
1	standard	Be×boy comics	qid:Q11654993|name:メロメロのしくみ		9784799711767
1	standard	Be×boy comics	qid:Q11654993|name:恋姫		9784862635365
1	standard	Be×boy comics	qid:Q11654993|name:花のある生活		9784862635358
1	standard	ビッグコミックススペシャル	qid:Q11655444|name:キョウイチ		9784091822833
1	standard	九龍コミックス	qid:Q11655497|name:血を吸う教室		9784309728070
1	standard	FC	qid:Q11659171|name:連続恋愛劇場		9784396766108
1	standard		qid:Q11659711|name:キスしてほしい?		9784796296427
1	standard		qid:Q11659711|name:紫天使はご機嫌ななめ		9784796296229
1	standard	MFコミックス. ジーンシリーズ	qid:Q11661464|name:青春鉄道		9784046853554
1	standard	Akita top comics wide	qid:Q11664746|name:ゆず		9784253240727
1	standard		qid:Q11664746|name:ナナカド町綺譚		9784253104166
1	standard	アスペクトコミックス	qid:Q11664746|name:子午線を歩く人		9784757205093
1	standard	アスペクトコミックス	qid:Q11664746|name:観光王国		9784757205109
1	standard	ファミ通ブックス	qid:Q11666811|name:ドラネコシアター		9784893661913
1	standard	Ascii comix	qid:Q11668112|name:ブレイク-エイジ		9784756108937
1	standard	My first big special	qid:Q11668719|name:上海ワンダーランド	除外レーベル	9784091185129
1	standard	あすかコミックス	qid:Q11668955|name:いっぱしマン		9784049242706
1	standard	あすかコミックス	qid:Q11668955|name:ナンパちゃん		9784049240863
1	standard	あすかコミックス	qid:Q11668955|name:ローマで夜だった		9784049240696
1	standard	講談社コミックスビーラブ	qid:Q11668955|name:ワルツを踊る女		9784063173185
1	standard	ASUKA COMICS DX	qid:Q11668955|name:伯爵と呼ばれた男		9784048523707
1	standard	マイベストリミックス	qid:Q11668955|name:情事の達人	除外レーベル	9784592840558
1	standard	あすかコミックス	qid:Q11668955|name:愛しているよ		9784049240726
1	standard	あすかコミックス	qid:Q11668955|name:愛し合ってなんかいられない		9784049240641
1	standard	Young rose´ comics	qid:Q11668955|name:汚い奴		9784049280715
1	standard	JOUR COMICS YOUNG	qid:Q11668955|name:汚い奴		9784575331349
1	standard	4	qid:Q11668955|name:私は薔薇		9784575721515
1	standard	5	qid:Q11668955|name:私は薔薇		9784575721522
1	standard	あすかコミックス	qid:Q11668955|name:空っぽハイスクール		9784049240788
1	standard	花音コミックス	qid:Q11668955|name:詩人は一日にして成らず		9784832282728
1	standard	あすかコミックス	qid:Q11668955|name:赤鼻のアズナブル		9784049240610
1	standard	Dobun comics	qid:Q11669199|name:サルタン防衛隊		9784810392029
1	standard	LEGEND ARCHIVES COMICS	qid:Q11669199|name:悪霊		9784805004388
1	standard	Dobun comics	qid:Q11669199|name:悪霊		9784810392043
1	standard	Missy comics	qid:Q11669571|name:友の死を越えて		9784776718154
1	standard	KCDX	qid:Q11670885|name:リーマンギャンブラーマウス		9784063755893
1	standard	ピュアフルコミックス	qid:Q11673044|name:無頼猫		9784861768316
1	standard	ボニータコミックススペシャル	qid:Q11673225|name:ガラスの墓標		9784253157193
1	standard	ボニータ コミックス α	qid:Q11673225|name:ピアノソナタ殺人事件		9784253096775
1	bunkobon	ホラーMコミック文庫	qid:Q11673225|name:赤い沼		9784821170241
1	standard	マイベストリミックス	qid:Q11673673|name:パタリロ!	除外レーベル	9784592840664
1	standard	ワイドKC	qid:Q11673888|name:楽屋裏		9784065166048
1	standard	角川コミックス・エース	qid:Q11675407|name:渡くんの××が崩壊寸前		9784041027974
1	standard	HMB	qid:Q11675527|name:秘書・恵純18歳		9784834274813
1	standard	Shueisha jump remix	qid:Q11676101|name:なつきクライシス	除外レーベル	9784081060757
1	standard	Boys love	qid:Q11676465|name:仏頂baby		9784575725971
1	standard	Action comics. Coinsアクションオリジナル	qid:Q11678480|name:復讐の未亡人		9784575999181
1	standard	ニチブンコミックス	qid:Q116937144|name:修羅がゆく		9784537038828
1	standard	アニメKC	qid:Q1188657|name:茄子 アンダルシアの夏	除外レーベル	9784063101874
1	standard		qid:Q119292|name:花ざかりの君たちへ		9784592732211
1	standard	My first wide	qid:Q1195859|name:最強伝説 黒沢		9784091628183
1	standard	SHONEN SUNDAY COMICS SPECIAL	qid:Q1207548|name:機動警察パトレイバー		9784091261571
1	standard	K-BO COMICS	qid:Q124480179|name:三連アルチザン		9784861232879
1	standard	講談社のテレビ絵本	qid:Q126920661|name:ヤッターマン	除外レーベル	9784063444445
1	standard		qid:Q128840517|name:ワイルド★ラン		9784886534170
1	standard	Shueisha jump remix	qid:Q128840778|name:隠密剣士	除外レーベル	9784081067565
1	standard	KCDX	qid:Q1319237|name:あしたのジョー		9784063754971
1	standard	KPC	qid:Q1319237|name:タイガーマスク	除外レーベル	9784063747621
1	standard	YKコミックス	qid:Q1319237|name:赤き血のイレブン		9784785913960
1	standard	Judy comics	qid:Q1319777|name:さくらんぼ爆弾		9784778011321
1	standard	小学館ライブラリー	qid:Q1319777|name:オシャベリな目玉焼		9784094600544
1	standard	My first casual	qid:Q1319777|name:新・同棲時代		9784091610768
1	standard	My first casual	qid:Q1319777|name:非婚家族		9784091610522
1	standard	Shueishaジャンプremix	qid:Q1321466|name:いいゆだね!	除外レーベル	9784081138562
1	standard	Shueishaジャンプremix	qid:Q1335515|name:血界戦線	除外レーベル	9784081136681
1	standard	Ohta comics	qid:Q1335558|name:輝け!大東亜共栄圏		9784778322779
1	standard		qid:Q1353888|name:紅い花		9784575305494
1	aizoban	豪華愛蔵版	qid:Q1358489|name:カムイ伝		9784091701022
1	standard		qid:Q1358489|name:カムイ伝		9784091701039
1	standard	BIG COMICS SPECIAL	qid:Q1358489|name:カムイ外伝		9784091826992
1	standard		qid:Q1358489|name:サスケ		9784091900876
1	standard	My first big special	qid:Q1358489|name:忍者旋風	除外レーベル	9784091086099
1	standard	My first big special	qid:Q1358489|name:真田剣流	除外レーベル	9784091086273
1	standard	ACTION COMICS	qid:Q1370780|name:ルパン三世		9784575998344
1	bunkobon	双葉文庫名作シリーズ	qid:Q1370780|name:逆イソップ物語		9784575723052
1	standard	BIG COMICS SPECIAL	qid:Q1377779|name:はるかなる朝		9784091846976
1	standard	BIG COMICS SPECIAL	qid:Q1377779|name:イワン・デジャビュの一日		9784091846983
1	bunkobon	幻冬舎コミックス漫画文庫	qid:Q1377779|name:スターダストメモリーズ		9784344813021
1	deluxe	バーズコミックスデラックス	qid:Q1377779|name:スターダストメモリーズ		9784789781817
1	bunkobon	MF文庫	qid:Q1377779|name:ブルーシティー		9784889919684
1	bunkobon	スコラ漫画文庫シリーズ	qid:Q1377779|name:ベムハンター・ソード		9784796203890
1	standard	LEGEND ARCHIVES COMICS	qid:Q1377779|name:妖女伝説		9784805004449
1	standard	BIG COMICS SPECIAL	qid:Q1377779|name:巨人たちの伝説		9784091841087
1	bunkobon	MF文庫	qid:Q1377779|name:巨人たちの伝説		9784840100182
1	bunkobon	幻冬舎コミックス漫画文庫	qid:Q1377779|name:滅びし獣たちの海		9784344813632
1	deluxe	バーズコミックスデラックス	qid:Q1377779|name:滅びし獣たちの海		9784789781824
1	standard		qid:Q1388268|name:笑う吸血鬼		9784253103107
1	standard	BEAM COMIX	qid:Q1388268|name:風の魔転郎		9784047263437
1	standard	サンデーGXコミックス CHRONICLE	qid:Q1390701|name:BLACK LAGOON		9784091574824
1	standard	サンデーGXコミックス	qid:Q1390701|name:SHOOK UP!		9784091572615
1	standard		qid:Q1439795|name:悪魔で候		9784088550985
1	standard		qid:Q1504165|name:日本の兄弟		9784838722006
1	standard	Big spirits comics special	qid:Q1504165|name:青い春		9784091857347
1	standard	マジカルホラー	qid:Q1617383|name:地獄の子守唄		9784434052514
1	standard	マジカルホラーシリーズ	qid:Q1617383|name:地獄変		9784434065798
1	standard	マジカルホラー	qid:Q1617383|name:赤い蛇		9784434065781
1	standard		qid:Q1617383|name:赤い蛇		9784792603267
1	standard		qid:Q1621194|name:ヨコハマ買い出し紀行		9784063301960
1	standard	サンデーGXコミックス 10year's chronicle	qid:Q1626187|name:吼えろペン		9784091572271
1	standard	サンデーGXコミックス	qid:Q1626187|name:燃えよペン		9784091571915
1	standard		qid:Q1626187|name:燃える!!女子プロレス		9784835455297
1	standard	JOUR COMICS. PENSION YAMASHINA SERIES	qid:Q16264777|name:風のペンション		9784575339741
1	standard	ビームコミックス	qid:Q16264845|name:ドリル園児		9784047267817
1	standard	BEAM COMIX	qid:Q16264845|name:俺に血まなこグレートremix		9784757707313
1	standard	ビームコミックス	qid:Q16264845|name:空飛べ!プッチ		9784047267824
1	standard	路草COMICS	qid:Q16770166|name:レタイトナイト		9784867910085
1	standard	DNA comics	qid:Q17130418|name:でんせつの乙女		9784758000383
1	standard	ヤングユーコミックス	qid:Q17158599|name:花盛りの庭		9784088641515
1	standard	マンサンQコミックス	qid:Q17212046|name:巨乳家族		9784408167947
1	standard		qid:Q17212545|name:この靴しりませんか?		9784592710950
1	standard		qid:Q17212545|name:チュニクチュニカ		9784592710295
1	standard		qid:Q17212545|name:夜盗姫		9784592710387
1	standard	トクマ・コミックス	qid:Q1721423|name:ライオン		9784197870523
1	standard	アッパーズKC	qid:Q1721423|name:告白		9784063460933
1	standard	KPC	qid:Q1721423|name:告白	除外レーベル	9784063718638
1	bunkobon	双葉文庫名作シリーズ	qid:Q1721423|name:愛物語		9784575723144
1	standard	Earlly comics	qid:Q1721423|name:愛物語		9784847030789
1	standard	アニメKC	qid:Q1721423|name:沈黙の艦隊	除外レーベル	9784061744844
1	standard	アクションコミックス	qid:Q1721423|name:獣のように		9784575815832
1	standard	KPC	qid:Q1721423|name:生存	除外レーベル	9784063718515
1	standard		qid:Q17217426|name:獣医師の事件簿		9784873174518
1	standard	Feel comics swing	qid:Q17220907|name:森文大学男子寮物語		9784396766221
1	standard	講談社コミックス	qid:Q17221115|name:東京卍リベンジャーズ		9784065245774
1	standard	講談社キャラクターズA	qid:Q17221115|name:東京卍リベンジャーズ		9784065328712
1	standard	ビッグコミックススペシャル	qid:Q17230546|name:あじさいの唄		9784091840943
1	standard	Media comix	qid:Q17231459|name:強化人間物語		9784073048176
1	standard		qid:Q17350320|name:ケシゴムライフ		9784838729975
1	standard		qid:Q17350320|name:昼間のパパは光ってる		9784838729982
1	standard	希望コミックス	qid:Q17572|name:T・Pぼん		9784267900334
1	standard	てんとう虫コミックススペシャル = Tentomushi comics special	qid:Q17572|name:とっておきドラえもん		9784099432089
1	standard	100年ドラえもん	qid:Q17572|name:ドラえもん		9784091793331
1	standard	SHOGAKUKAN ENGLISH COMICS	qid:Q17572|name:ドラえもん	除外レーベル	9784092270213
1	standard	藤子・F・不二雄大全集	qid:Q17572|name:バケルくん		9784091434142
1	standard	My first big	qid:Q17572|name:パーマン	除外レーベル	9784091091932
1	standard	中公コミックス	qid:Q17572|name:パーマン		9784124102024
1	standard	The complete works of Fujiko・F・Fujio	qid:Q17572|name:ポコニャン		9784091434746
1	standard	藤子・F・不二雄大全集	qid:Q17572|name:ミラ・クル・1		9784091434456
1	standard	The complete works of Fujiko・F・Fujio	qid:Q17572|name:モジャ公		9784091434821
1	standard	藤子・F・不二雄大全集	qid:Q17572|name:モッコロくん		9784091434500
1	standard	The complete works of Fujiko・F・Fujio	qid:Q17572|name:中年スーパーマン左江内氏		9784091434852
1	standard	中公コミックス	qid:Q17572|name:中年スーパーマン左江内氏		9784124102888
1	standard	てんとう虫コミックスワイドスペシャル	qid:Q17572|name:大長編ドラえもん		9784091761118
1	standard	ビッグコミックススペシャル	qid:Q17572|name:未来の想い出		9784098627233
1	standard		qid:Q17572|name:未来の想い出		9784099431679
1	standard	The complete works of Fujiko・F・Fujio	qid:Q17572|name:海の王子		9784091434166
1	standard	H ＆ C comics	qid:Q18054544|name:先生、あのね!		9784813030881
1	standard	Ganganwing comics remix	qid:Q181569|name:ひぐらしのなく頃に 綿流し編	除外レーベル	9784757524644
1	standard	HANAMARU COMICS PREMIUM	qid:Q18545836|name:逃げる花嫁のしつけ方		9784592720447
1	standard		qid:Q1857540|name:聖者は夜やってくる		9784403611469
1	standard	MONTHLY SHONEN MAGAZINE COMICS	qid:Q188129|name:capeta		9784063584523
1	standard	BEAM COMIX	qid:Q188129|name:曽田正人作品集		9784757717237
1	standard	SJR	qid:Q18817888|name:磯部磯兵衛物語	除外レーベル	9784081152339
1	standard	講談社プラチナコミックス	qid:Q1906779|name:らくてんパパ	除外レーベル	9784063776935
1	standard		qid:Q193300|name:0マン		9784778031800
1	standard	Anime book	qid:Q193300|name:Black Jack		9784253103237
1	standard	小学館叢書	qid:Q193300|name:MW		9784091971814
