slug	title	authors	year	publisher	total_volumes
milky-lady	ミルキー☆レディー	高橋千鶴	1981	kodansha	2
ricky-typhoon	リッキー台風	平松伸二	1981	shueisha	9
wild-way	ワイルドウェイ	井上大助	1981	kodansha	4
ichibanbyou	一番病	水木しげる	1981	asahi-sonorama	1
seikimatsu-kenkyuujo	世紀末研究所	小林よしのり	1981	(unknown)	2
rettou-198x	列島198X	沖一	1981	kodansha	2
hatsukoi-scandal	初恋スキャンダル	尾瀬あきら	1981	shogakukan	18
gekiga-marukusu	劇画マルクス	芳谷圭児	1981	(unknown)	1
nanseiheki	南西壁	村上もとか	1981	shogakukan	1
kuchiyaku-mondo-kawaitesourou	唇役主丞乾いて候	小島剛夕	1981	studio-ship	14
shoujo-exorcist	少女エクソシスト	黒田みのる	1981	(unknown)	3
makimono-no-kai	巻物の怪	水木しげる	1981	asahi-sonorama	1
hissatsu-surumegatame	必殺するめ固め	つげ義春	1981	(unknown)	1
kanashimi-wa-utawanai	悲しみは歌わない	福原ヒロ子	1981	shueisha	3
aishite-himeko-san	愛して❤姫子さん	柴門ふみ	1981	akita	4
kasuribana	掏摸花	小島剛夕・船越晞古・昴すまる	1981	(unknown)	3
shinyaku-seisho-1981	新約聖書	いけうち誠一	1981	tairiku-shobo	1
mukashi-asonda-jooji	昔遊んだジョージ	武田京子	1981	kodansha	7
haru-ranman	春爛漫	本宮ひろ志	1981	(unknown)	1
toudai-kaishingeki	東大快進撃	小林よしのり	1981	shogakukan	6
momoiro-gakuen	桃色学園	小野新二	1981	kodansha	4
mobile-suit-gundam-tsuu-ai-senshihen	機動戦士ガンダムⅡ哀戦士編	富野喜幸	1981	kodansha	4
shisha-no-mon	死者の門	黒田みのる	1981	(unknown)	3
saiai	殺愛	池上遼一	1981	studio-ship	3
kokkei-no-kouzou	滑稽の構造	田河水泡	1981	kodansha	1
yuikosutoorii	由比子Story	神奈幸子	1981	kodansha	1
tatamidori-kasajirou	畳捕り傘次郎	小島剛夕	1981	koike-shoin	7
me-hitotsu-no-kami	目ひとつの神	水木しげる	1981	asahi-sonorama	1
mariko-no-nikki	真理子の日記	文月今日子	1981	shogakukan	2
akiiro-sutoorii	秋色すとおりい	しらいしあい	1981	akita	1
waratte-denka	笑って!殿下	星野めみ	1981	shueisha	8
kekkon-game	結婚ゲーム	村生ミオ	1981	shogakukan	13
zoku-kimi-iro-no-hibi	続・きみ色の日々	前原滋子	1981	kodansha	1
munasawagi-no-houkago	胸さわぎの放課後	村生ミオ	1981	kodansha	16
chabangeki	茶番劇	石坂啓	1981	asahi-sonorama	2
bara-no-kobeya-ni-yurino-shindai	薔薇の小部屋に百合の寝台	宮西計三	1981	kubo-shoten	1
bara-bi-shoujo	薔薇美少女	柳沢きみお	1981	akita	3
satsuma-gishiden	薩摩義士伝	平田弘史	1981	leed	6
saketa-pasupooto	裂けた旅券	御厨さと美	1981	shogakukan	12
dougenzaka-street	道玄坂ストリート	内村月子	1981	kodansha	1
harukanaru-umi-e	遥かなる海へ	津雲むつみ	1981	shueisha	12
tekireiki	適齢期	庄司陽子	1981	kodansha	1
kinyoubi-no-shinshitsu	金曜日の寝室	北野英明・阿部牧郎	1981	france-shoin	10
tsuri-baka-taishou	釣りバカ大将	桜多吾作	1981	shogakukan	10
zeni-gari	銭狩り	居村眞二	1981	akita	7
suzume-no-oyado	雀のお宿	みやはら啓一	1981	shogakukan	3
kaze-no-memowaaru	風のメモワール	前原滋子	1981	kodansha	1
mamonogatari	魔物語	叶精作	1981	shogakukan	30
2-nen-7-kumi-onna-tomodachi	2年7組❤女ともだち	文月今日子	1982	kodansha	1
d-boy	D-Boy	柳沢きみお	1982	kodansha	1
flight	FLIGHT	樹村みのり	1982	asahi-sonorama	1
eejanai-ka	ええじゃない課	山上たつひこ	1982	akita	6
katabamishou	かたばみ抄	あすなひろし	1982	asahi-sonorama	1
kimagure-mairoodo	きまぐれマイロード	村生ミオ	1982	kodansha	2
koronde-pockle	ころんでポックル	いがらしゆみこ	1982	kodansha	3
shiawase-shinkirou-3	しあわせしんきろう3	牧野和子	1982	kodansha	2
shiinokidoori-no-matchi	しいの木通りのマッチ	沼野正子	1982	kaiseisha	1
scramble-game	すくらんぶるゲーム	川原由美子	1982	shogakukan	5
suzume-no-chun-chan	すずめのチュンちゃん	あなだ〔スペード〕もあ	1982	kodansha	3
taishita-mondai-ja-nai	たいした問題じゃない	速星七生	1982	asahi-sonorama	1
teens-march	てぃーんず・まーち	舟木こお	1982	akita	8
tokimeite-pako	ときめいて❤パコ	せがわ真子	1982	akita	5
dosanko	どさんこ	ダイナマイト鉄	1982	nihon-bungeisha	5
dotsukiri-angel	どっきり!エンジェル	本山一城	1982	kodansha	2
hajimete-no-sayonara	はじめてのサヨナラ	芳谷圭児	1982	shueisha	4
higami-chan-jam	ひがみちゃん・Jam	ぬまじりよしみ	1982	hakusensha	3
futaridaka	ふたり鷹	新谷かおる	1982	shogakukan	30
butsubutsu-boukenki	ぶつぶつ冒険記	吾妻ひでお	1982	tokyo-sanseisha	1
hohoemi-zuumingu	ほほえみzooミング	たかなししずえ	1982	kodansha	2
yakekuso-mokushiroku	やけくそ黙示録	吾妻ひでお	1982	asahi-sonorama	1
yoroshiku-shunpei	よろしく春平	里見桂	1982	asahi-sonorama	2
im-sorry	アイム・ソーリー	重富奎子	1982	shogakukan	8
anoano-tongarashi	アノアノとんがらし	えんどコイチ	1982	akita	4
encore-ellie-doing	アンコール★エリーDoing!	吉田まゆみ	1982	kodansha	1
elf	エルフ	石坂啓	1982	asahi-sonorama	2
count-11	カウント11	ほそかわ春	1982	shogakukan	5
garla	ガルラ	永井豪	1982	asahi-sonorama	1
kurara-hakusho	クララ白書	みさきのあ	1982	shogakukan	3
grapefruit-strawberry	グレープフルーツストロベリー	ささやななえこ	1982	shogakukan	1
kobo-chan	コボちゃん	植田まさし	1982	(unknown)	60
siren-suit	サイレン戦士	ひおあきら	1982	asahi-sonorama	2
zile	ザイル	村上もとか	1982	shogakukan	1
silhouette	シルエット	内村月子	1982	kodansha	1
shinjirarenation	シンジラレネーション	大島弓子	1982	asahi-sonorama	1
justy	ジャスティ	岡崎つぐお	1982	shogakukan	5
jungle-boogie	ジャングル・ブギ	ますむらひろし	1982	asahi-sonorama	2
scandal-tsuushin	スキャンダル通信	いしかわじゅん	1982	kodansha	1
stardust-story	スターダスト・ストーリー	柿崎普美	1982	shueisha	2
star-road	スターロード	倉科遼	1982	akita	3
soup-man	スープーマン	はまだよしみ	1982	kodansha	3
touch-my-heart	タッチマイ・ハート	伊東愛子	1982	asahi-sonorama	1
taaji-maharubyou-no-aru-machi	タージ・マハル廟のある町	竜樹諒	1982	akita	1
daiyashoujo	ダイヤ少女	黒田みのる	1982	(unknown)	3
dantotsu	ダントツ	水島新司	1982	akita	7
tim-tim-circus	ティム・ティム・サーカス	いがらしゆみこ・名木田恵子	1982	kodansha	2
take-off	テイク☆オフ!	神奈幸子	1982	kodansha	1
diana-no-taikan	ディアナの戴冠	はやかわ文子	1982	akita	3
dreamer	ドリーマー	奥友志津子	1982	akita	5
dream-street	ドリーム❤ストリート	佐伯かよの	1982	akita	2
nyarome-no-omoshiro-konpyuuta-tanken	ニャロメのおもしろコンピュータ探険	赤塚不二夫	1982	(unknown)	1
nyarome-no-omoshiro-uchuuron	ニャロメのおもしろ宇宙論	赤塚不二夫	1982	kadokawa	2
nyarome-no-omoshiro-seimei-kagaku-kyoushitsu	ニャロメのおもしろ生命科学教室	赤塚不二夫	1982	(unknown)	1
nemuta-kun	ネムタくん	吾妻ひでお	1982	asahi-sonorama	3
pachikko-bojou	パチっ子慕情	永松潔	1982	nihon-bungeisha	3
pappyun-boy	パッピュンボーイ	村上としや	1982	kodansha	2
pinto-pittashi	ピントぴったし!	石田まさよし	1982	shogakukan	8
fuji-santarou-meibamen	フジ三太郎名場面	サトウサンペイ	1982	asahi-shimbun	19
bridal-ring	ブライダルリング	内村月子	1982	kodansha	1
bravo-la-nesshii	ブラボー!ラ・ネッシー	竹宮惠子	1982	shogakukan	1
maiko-usomitai	マイコうそみたい	えびはら武司	1982	gakken	1
maikon-deka	マイコン刑事	すがやみつる・下条よしあき	1982	akita	4
masukomi-guerrilla	マスコミゲリラ	長谷川法世	1982	byakuya-shobo	2
macho-taste	マッチョテイスト	中村真理子	1982	shogakukan	2
manhattan-ni-dakarete	マンハッタンに抱かれて	石井まゆみ	1982	kodansha	1
mutsugorou-ga-yuku	ムツゴロウが征く	川崎のぼる	1982	shogakukan	13
medusa-yamagishi-1982	メデュウサ	山岸凉子	1982	asahi-sonorama	1
ragtime-blues	ラグタイムブルース	石渡治	1982	shogakukan	6
little-mafia	リトル・マフィア	モンキー・パンチ	1982	asahi-sonorama	1
riberute-144-jikan	リベルテ144時間	大島弓子	1982	asahi-sonorama	1
waltz-no-niau-koro	ワルツの似合うころ	高口里純	1982	hakusensha	2
sesou-aburidashi	世相あぶり出し	山藤章二	1982	shinchosha	2
jiken-bunkasai	事件・文化祭	はしもとてつじ	1982	kubo-shoten	1
futari-no-shiki	二人の四季	瀬戸みのり	1982	kodansha	2
ningenkyouki	人間兇器	中野喜雄	1982	nihon-bungeisha	23
densetsu-kyojin-ideon	伝説巨神イデオン	富野喜幸	1982	kodansha	4
ore-no-onnatachi	俺の女たち	本宮ひろ志	1982	(unknown)	2
rokushin-gattai-god-mars	六神合体ゴットマーズ	横山光輝	1982	asahi-sonorama	1
fuyu-no-shinkirou	冬の蜃気楼	神奈幸子	1982	kodansha	1
kita-no-mogura	北の土竜	石川サブロウ	1982	shueisha	21
kita-no-doryuu	北の土龍	石川サブロウ	1982	shueisha	21
harajuku-furiiku	原宿フリーク	南部ひろみ	1982	shogakukan	5
yoshida-akimi	吉田秋生	吉田秋生	1982	(unknown)	1
tenma-no-sora	天馬の空	倉科遼	1982	hakusensha	4
taiyou-no-aji-ga-suru	太陽の味がする	大山和栄	1982	shogakukan	3
taiyou-no-kiba-daguramu	太陽の牙ダグラム	森藤よしひろ	1982	kodansha	3
youkihiden	妖鬼妃伝	美内すずえ	1982	kodansha	1
kannosenritsu	姦の旋律	間宮聖士	1982	kubo-shoten	1
hime-kuzushi	姫くずし	竹宮惠子・滝瀬源一	1982	shogakukan	1
shoujo-sa-tan	少女サタン	黒田みのる	1982	(unknown)	3
shoujo-monogatari	少女物語	羽中ルイ	1982	(unknown)	1
hidarimaki-daigaku-karatebu-sanjou	左巻大学空手部参上	一本木尊	1982	nihon-bungasha	4
fukushuu-no-kyoujuu	復讐の兇獣	谷村ひとし	1982	houbunsha	6
wasure-kuhee	忘れ苦兵衛	神江里見	1982	koike-shoin	6
ai-no-uta-ni-naritai	愛の歌になりたい	荻丸雅子	1982	shogakukan	6
yubiwa-monogatari-ozawa	指環物語	小沢真理	1982	kodansha	1
sutegoma-ichi	捨て駒いち	政岡としや	1982	kodansha	8
gekisai-uchuuken	撃殺!宇宙拳	破李拳竜	1982	kubo-shoten	5
houkago-nana	放課後ナナ	地引かずや	1982	nihon-bungeisha	6
shin-karate-jigokuhen	新カラテ地獄変	中城けんたろう	1982	kodansha	14
shin-goyoukiba	新御用牙	神田たけ志	1982	koike-shoin	3
nippon-no-don	日本の首領	城野晃	1982	houbunsha	6
soushun-no-uta	早春の詩	村野守美	1982	nihon-bungeisha	1
asuka-komoriuta	明日香子守歌	和田慎二	1982	hakusensha	1
hoshi-no-reel	星のリール	板本こうこ	1982	kodansha	5
jukai-no-toriko	樹海の虜	名香智子	1982	asahi-sonorama	1
mobile-suit-gundam-3	機動戦士ガンダムⅢめぐりあい宇宙編	富野喜幸	1982	kodansha	5
kibun-wa-mou-sensou	気分はもう戦争	大友克洋	1982	kadokawa	2
kibun-wa-groovy	気分はグルービー	佐藤宏之	1982	akita	13
tsugaru-seishun-sanga	津軽青春山河	倉科遼	1982	akita	5
genji-monogatari-1989	源氏物語	つぼいこう	1982	(unknown)	3
genji-monogatari-masaki-1983	源氏物語	赤塚不二夫	1982	gakken	3
genji-monogatari-miyagi-2010	源氏物語	真崎春望	1982	gakken	3
genji-monogatari-shin-1991	源氏物語	とみ新蔵	1982	(unknown)	3
genji-monogatari-yanagawa-1989	源氏物語	柳川創造	1982	(unknown)	3
horobi-no-utage	滅びの宴	田辺節雄	1982	akita	7
hyouryuu-kansen-000	漂流幹線000	松本零士	1982	daitosha	4
neko-no-wakusei	猫の惑星	立原あゆみ	1982	asahi-sonorama	1
nekomekozou	猫目小僧	楳図かずお	1982	(unknown)	5
koshien-no-uta	甲子園の詩Ⅱ	筒井昌章	1982	kodansha	4
mahiru-lullaby	真昼・ららばい	牧美也子	1982	shogakukan	4
makoto-goodbye	真琴・グッドバイ	高橋葉介	1982	asahi-sonorama	1
madogiwazoku-no-pop-chan	窓ぎわ族のポップちゃん	風間宏子	1982	shogakukan	4
bishoujo-genmukan	美少女幻夢館	村祖俊一	1982	kubo-shoten	1
hanenashi-teinkaa-beru	羽なしティンカー・ベル	柳沢きみお	1982	shogakukan	3
chouzume-koujou-no-shoujo	腸詰工場の少女	高橋葉介	1982	tokyo-sanseisha	1
jitensha-ni-notte	自転車にのって…	夢野一子	1982	shogakukan	2
kusakanmuri-no-hime	草冠の姫	大島弓子	1982	asahi-sonorama	1
bara-yawa	薔薇夜話	水野英子	1982	(unknown)	1
fukugou-sensen	複合戦線	新谷かおる	1982	akita	1
harukanari-yume-no-kanata	遥かなり夢のかなた	竹宮惠子	1982	shogakukan	1
kagami-no-kuni-no-bishoujo	鏡の国の美少女	村祖俊一	1982	kubo-shoten	1
aoi-noa	青いノア	黒田みのる	1982	(unknown)	3
seishun-rabu-try	青春ラブ・トライ	北川康春	1982	akita	5
menkui-egure-keibu	面くいエグレ警部	新田たつお	1982	akita	2
kaze-no-kinkan	風の金冠	板本こうこ	1982	kodansha	2
souseiki	騒世紀	望月三起也	1982	asahi-sonorama	2
majo-ga-kuru-yakata	魔女がくる館	ムッシュー・田中	1982	rippu-shobo	3
majo-no-hoshi	魔女の星	黒田みのる・古出幸子	1982	(unknown)	3
majo-kuroi-misa	魔女黒井ミサ	古賀新一	1982	akita	2
with-me	-with me.	石本華子	1983	kodansha	2
25-ji-no-cinderella	25時のシンデレラ	川原由美子	1983	shogakukan	1
3d-koshien-purakon-taisaku	3D甲子園プラコン大作	たかや健二・十川俊一郎	1983	shogakukan	6
5gatsu-5-iin	5月クィーン	碧ゆかこ	1983	akita	1
nanatsubu-no-houseki	7つぶの宝石	一条ゆかり	1983	shueisha	1
bamboo-house	BAMBOO HOUSE	山田章博	1983	tokyo-sanseisha	1
biijiiemu-wa-iranai	B・G・Mはいらない	前原滋子	1983	kodansha	5
bkyuu-doriimingu	B級どりいみんぐ	地引かずや	1983	nihon-bungeisha	7
day-in-day-out	DAY IN,DAY OUT	内田美奈子	1983	asahi-sonorama	2
juudoo-shitetsu	JUDOしてっ!	山上たつひこ	1983	akita	5
jun-1983	Jun	森下裕美	1983	shueisha	1
misty	Misty	成毛厚子	1983	kodansha	1
running-dai-2-bu	RUNNING第2部	上座理保	1983	shueisha	2
sand-lander	SAND LANDER	御厨さと美	1983	asahi-sonorama	1
see-you-again-satonaka-1983	SEE YOU AGAIN	里中満智子	1983	kodansha	1
shimokitazawa-4-beat-soldier	SHIMOKITAZAWA 4 BEAT SOLDIER	たなか亜希夫	1983	futabasha	2
ah-my-mikan	あ!Myみかん	柳沢きみお	1983	shogakukan	6
atatte-kudakero	あたって砕けろ!	古田久恵	1983	shogakukan	3
anta-ga-waruitsu	あんたが悪いっ	いがらしみきお	1983	jitsugyo-no-nihon	3
igarashi-mikio-no-shikotama-datta	いがらしみきおのしこたまだった!	いがらしみきお	1983	hakusensha	2
itsumademo-dokomademo	いつまでもどこまでも	阿乱霊	1983	kubo-shoten	1
itsumo-weekend	いつもウィークエンド	内村月子	1983	akita	2
ugomeku-yami	うごめく闇	田中しょう	1983	shueisha	1
uchi-no-ko-1toushou	うちの子1等賞!	おおにし真	1983	kodansha	1
oira-soramaru	おいら空丸	青沼貴子	1983	shueisha	3
oshin	おしん	宗美智子	1983	shueisha	2
otome-kibun	おとめ気分	三浦浩子	1983	shogakukan	10
omiya-san	おみやさん	石ノ森章太郎	1983	shogakukan	4
omoshiro-kagaku-asobi	おもしろ科学あそび	穴久保幸作	1983	kodansha	1
ore-no-saakitto	おれのサーキット	飛鳥弓樹	1983	kodansha	7
ore-no-pink-star	おれのピンク星	茶木ひろみ	1983	shueisha	2
ore-no-round	おれのラウンド	金井たつお	1983	shueisha	3
ore-no-mune-de-naite-kure	おれの胸で泣いてくれ	宮川匡代	1983	shueisha	1
ore-wa-namazumono	おれはナマズ者	はしもとみつお	1983	shogakukan	6
odeai-asobase	お出合いあそばせ	木原敏江	1983	hakusensha	1
oyama-no-taishou	お山の大将	山崎匡佑	1983	kodansha	2
katte-ni-shiwasu	かってに師走	三山節子	1983	shueisha	1
kabadon-to-naomichiyan	かばどんとなおみちゃん	山根赤鬼	1983	gakken	2
kinoii-santa	きのいいサンタ	さとうわきこ	1983	kinnohoshi	1
kimi-dake-no-film	きみだけのフィルム	尾崎未来	1983	shueisha	1
gyanbarugyangu	ぎゃんばるGang	むつ利之	1983	kodansha	4
guutara-mama	ぐうたらママ	古谷三敏・ファミリー企画	1983	hakusensha	3
goodbye-kid	ぐっばいキッド	中原千束	1983	shogakukan	2
kohitsuji-nikki	こひつじ日記	ごとう和	1983	asahi-sonorama	2
konnichiwa-maikon	こんにちはマイコン	すがやみつる	1983	shogakukan	2
gontakure	ごんたくれ	中尾雄吉	1983	nihon-bungeisha	6
samishiidoumei	さみしい同盟	柴門ふみ	1983	kodansha	1
sayonara-wa-kotoba-dewa-iwanai	さよならは言葉ではいわない	いがらしゆみこ・森永真理	1983	kodansha	1
shocking-pink-33-13	しょっきんぐぴんく33 1/3	風間すずめ	1983	kodansha	5
sukoshi-dake-bara-iro	すこしだけバラ色	樫みちよ	1983	shueisha	2
sono-na-mo-agarou	その名もあがろう	六田登	1983	shogakukan	3
tanpopo-dayori	たんぽぽ便り	大山和栄	1983	akita	1
chotto-shitteru	ちょっとォ知ってるゥ?	飯塚修子	1983	shueisha	2
tokoton-boy	とことんボーイ	沼よしのぶ	1983	kodansha	2
nakenashi-no-love-story	なけなしのラブストーリィ	清原なつの	1983	shueisha	1
kawa-akira-kessakushuu-1	なんとかしてよォ	河あきら	1983	shogakukan	1
neko-ga-miteita	ねこが見ていた	万里村奈加	1983	kodansha	1
hai-time	はい Time	耕野裕子	1983	shueisha	1
happy-time	はっぴぃ待夢	やまき美子	1983	shueisha	2
baajin-road	ばあじんロード	金井たつお	1983	shueisha	6
batsutenbou-monogatari	ばってんぼう物語	若林美樹	1983	shueisha	2
hitori-moyou	ひとり模様	市東亮子	1983	akita	1
hitoiro-no-kisetsu	ひと色の季節	いがらしゆみこ・そうだふみえ	1983	kodansha	2
furaido-egg-moon	ふらいど・えっぐ・むーん	めるへんめーかー	1983	hakusensha	1
busuttare-aiko	ぶすったれ愛子	泉万里	1983	shueisha	3
hoero-toushi	ほえろ!闘志	井上コオ	1983	kodansha	5
masaka-yappari-hontouni	まさかやっぱりほんとうに?	川崎苑子	1983	shueisha	1
300-ga-edo-bakufu-300nen	まんが江戸幕府300年	北村幹雄	1983	gakken	1
megane-iro-no-koi-wazurai	めがね色の恋わずらい	渡千枝	1983	kodansha	1
mechanko-koushien	めちゃんこ甲子園	進藤博子	1983	shueisha	2
yannoka-koratsu	やんのかコラッ	いがらしみきお	1983	byakuya-shobo	1
yukkuri-dabo-san	ゆっくりダボさん	古谷三敏	1983	futabasha	6
utopia	ゆーとぴあ	上村一夫	1983	shogakukan	9
wagatomo-minami-juujisei	わが友南十字星	ビッグ錠	1983	shueisha	1
iron-muscle	アイアンマッスル	永井豪・ダイナミックプロダクション	1983	kodansha	5
i-am-a-girl	アイ・アム a girl	風間宏子	1983	akita	1
aspirin-age	アスピリンエイジ	波間信子	1983	kodansha	1
an-to-non	アンとノン	よだひでき	1983	nihon-bungeisha	2
