slug	edition	巻	理由	候補
golgo-13	bunkobon	20	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	21	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	22	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	23	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	24	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	25	canonical結線頁=fill無効(canonical本体へ)	
good-girl	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
good-girl	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
good-girl	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
green-teii-dream	standard	2	検証不通過(内挿/楽天逆引き)	9784091306821,9784091338228
green-teii-dream	standard	3	検証不通過(内挿)	9784091306838
guutara-mama	standard	2	検証不通過(外挿)	9784592760214
guutara-mama	standard	3	検証不通過(外挿)	9784592760221
gyanbarugyangu	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
hadashi-no-gen	standard	8	候補生成不能(帯非線形+楽天逆引き無し)	
hagure-houchounin-mushuku-abare-ita-gousuke	standard	2	検証不通過(外挿)	9784197801756
haguregumo	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
haguregumo	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
haguregumo	standard	5	候補生成不能(帯非線形+楽天逆引き無し)	
haguregumo	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
haguregumo	standard	7	候補生成不能(帯非線形+楽天逆引き無し)	
haguregumo	standard	8	候補生成不能(帯非線形+楽天逆引き無し)	
hajime-ningen-gon	standard	2	検証不通過(外挿)	9784052009297
hajime-ningen-gon	standard	3	検証不通過(外挿)	9784052009303
hajime-ningen-gon	standard	4	検証不通過(外挿)	9784052009310
hajime-ningen-gon	standard	5	検証不通過(外挿)	9784052009327
hajime-ningen-gon	standard	7	検証不通過(外挿)	9784052009341
hajimete-no-sayonara	standard	1	検証不通過(外挿)	9784088570815
hajimete-no-sayonara	standard	2	検証不通過(外挿)	9784088570822
hakka-shoujo	standard	5	候補生成不能(帯非線形+楽天逆引き無し)	
hakkyuu-no-uta	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
hakkyuu-no-uta	standard	7	候補生成不能(帯非線形+楽天逆引き無し)	
hakkyuu-no-uta	standard	8	候補生成不能(帯非線形+楽天逆引き無し)	
hakkyuu-no-uta	standard	9	候補生成不能(帯非線形+楽天逆引き無し)	
hakuchuumu	standard	2	検証不通過(外挿)	9784061047341
hana-matsumoto-2002	standard	2	検証不通過(外挿)	9784939138102
hana-matsumoto-2002	standard	5	検証不通過(外挿)	9784939138133
hana-matsumoto-2002	standard	7	検証不通過(外挿)	9784939138157
hana-matsumoto-2002	standard	8	検証不通過(外挿)	9784939138164
hana-matsumoto-2002	standard	10	検証不通過(外挿)	9784939138188
hana-matsumoto-2002	standard	14	検証不通過(外挿)	9784939138225
hana-matsumoto-2002	standard	17	検証不通過(外挿)	9784939138256
hana-matsumoto-2002	standard	21	検証不通過(外挿)	9784939138294
hana-no-bijohime	standard	1	検証不通過(外挿)	9784091301710
hana-no-sanchoume-chiku	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
hana-no-sanchoume-chiku	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
hana-no-sanchoume-chiku	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
hana-no-sanchoume-chiku	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
hana-no-sanchoume-chiku	standard	5	候補生成不能(帯非線形+楽天逆引き無し)	
hana-no-sanchoume-chiku	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
hana-takeda-1988	standard	5	検証不通過(外挿)	9784091730251
hana-takeda-1988	standard	7	検証不通過(外挿)	9784091730275
hana-takeda-1988	standard	8	検証不通過(外挿)	9784091730282
hana-takeda-1988	standard	10	検証不通過(外挿)	9784091730305
hana-takeda-1988	standard	14	検証不通過(外挿)	9784091730343
hana-takeda-1988	standard	17	検証不通過(外挿)	9784091730374
hana-takeda-1988	standard	21	検証不通過(外挿)	9784091730411
hananosakitarou	shinsoban	4	canonical結線頁=fill無効(canonical本体へ)	
happouyabure	standard	6	検証不通過(楽天逆引き)	9784884754181
harajuku-fasshon-monogatari	standard	1	検証不通過(外挿/楽天逆引き)	9784061014787,9784061014787
harajuku-furiiku	standard	1	検証不通過(外挿)	9784091310316
harajuku-furiiku	standard	2	検証不通過(外挿)	9784091310323
harajuku-furiiku	standard	3	検証不通過(外挿)	9784091310330
hard-ando-ruuzu	shinsoban	1	canonical結線頁=fill無効(canonical本体へ)	
hard-ando-ruuzu	shinsoban	5	canonical結線頁=fill無効(canonical本体へ)	
hard-ando-ruuzu	standard	1	canonical結線頁=fill無効(canonical本体へ)	
hard-boiled	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
harenchi-gakuen	shinsoban	1	canonical結線頁=fill無効(canonical本体へ)	
harenchi-gakuen	shinsoban	3	canonical結線頁=fill無効(canonical本体へ)	
harenchi-gakuen	shinsoban	4	canonical結線頁=fill無効(canonical本体へ)	
harenchi-gakuen	shinsoban	5	canonical結線頁=fill無効(canonical本体へ)	
harenchi-gakuen	shinsoban	6	canonical結線頁=fill無効(canonical本体へ)	
harenchi-gakuen	shinsoban	7	canonical結線頁=fill無効(canonical本体へ)	
haru-chan	standard	1	canonical結線頁=fill無効(canonical本体へ)	
haru-chan	standard	2	canonical結線頁=fill無効(canonical本体へ)	
haru-chan	standard	3	canonical結線頁=fill無効(canonical本体へ)	
haru-ga-kita	other	1	canonical結線頁=fill無効(canonical本体へ)	
harukanaru-koshien	standard	7	検証不通過(楽天逆引き)	9784091928979
harukanaru-koshien	standard	8	検証不通過(楽天逆引き)	9784091928986
harukanaru-koshien	standard	9	候補生成不能(帯非線形+楽天逆引き無し)	
harukanaru-koshien	standard	10	候補生成不能(帯非線形+楽天逆引き無し)	
hashi-no-shita-no-gyaruson	standard	1	検証不通過(外挿)	9784088602417
heart-kiyatsuchi-izumichiyan	standard	7	候補生成不能(帯非線形+楽天逆引き無し)	
heart-kiyatsuchi-izumichiyan	standard	9	候補生成不能(帯非線形+楽天逆引き無し)	
helvetica-standard	standard	2	検証不通過(外挿)	9784047157576
helvetica-standard	standard	3	検証不通過(外挿)	9784047157583
henshin-ninja-arashi	standard	3	検証不通過(外挿)	9784886533265
henshin-ninja-arashi	standard	4	検証不通過(外挿)	9784886533272
hey-cathy	standard	1	canonical結線頁=fill無効(canonical本体へ)	
hi-to-koori	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
hiatari-ryoukou	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
higami-chan-jam	standard	1	検証不通過(外挿)	9784592114215
higami-chan-jam	standard	2	検証不通過(外挿)	9784592114222
himitsu-de-naito	standard	1	検証不通過(外挿)	9784408430133
hitokui-yashiki	standard	1	検証不通過(外挿)	9784828012476
hitokui-yashiki	standard	3	検証不通過(外挿)	9784828012490
hitori-toranpu	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
hittoraa-no-musuko	standard	1	canonical結線頁=fill無効(canonical本体へ)	
hittoraa-no-musuko	standard	2	canonical結線頁=fill無効(canonical本体へ)	
hittoraa-no-musuko	standard	3	canonical結線頁=fill無効(canonical本体へ)	
hiyaku-monogatari	standard	2	検証不通過(外挿/楽天逆引き)	9784835459585,9784106030208
hiyaku-monogatari-bai-yooko	standard	2	検証不通過(外挿)	9784886800046
hommage	standard	1	検証不通過(外挿)	9784897992020
hondemotteesupaa	standard	1	検証不通過(外挿)	9784061729568
hondemotteesupaa	standard	2	検証不通過(外挿)	9784061729575
hone-no-saki	standard	2	検証不通過(外挿)	9784087821345
honoo-mau	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
honoo-no-romance	standard	1	検証不通過(外挿/楽天逆引き)	9784091301819,9784062608312
honoo-no-romance	standard	2	検証不通過(外挿)	9784091301826
honoo-no-romance	standard	3	検証不通過(外挿/楽天逆引き)	9784091301833,9784062608336
honoo-no-romance	standard	4	検証不通過(外挿/楽天逆引き)	9784091301840,9784062608466
honoo-no-romance	standard	6	検証不通過(外挿)	9784091301864
honoo-no-romance	standard	7	検証不通過(外挿)	9784091301871
honoo-no-romance	standard	8	検証不通過(外挿)	9784091301888
honoo-no-romance	standard	9	検証不通過(外挿)	9784091301895
hontoni-atta-kowai-hanashi	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	8	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	10	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	13	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	15	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	17	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	18	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	19	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	20	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	21	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	22	候補生成不能(帯非線形+楽天逆引き無し)	
hontoni-atta-kowai-hanashi	standard	24	候補生成不能(帯非線形+楽天逆引き無し)	
horobi-no-fue	bunkobon	2	検証不通過(外挿/楽天逆引き)	9784253015448,9784253108072
horror-occult-kyousaku-daizenshuu	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
houkago-nana	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
houkago-nana	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
houkago-nana	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
hyakuoku-no-hiru-to-senoku-no-yoru	bunkobon	1	canonical結線頁=fill無効(canonical本体へ)	
hyouman	standard	1	検証不通過(外挿)	9784775910252
ibu-no-musukotachi	standard	6	検証不通過(楽天逆引き)	9784253070478
ibu-no-musukotachi	standard	7	検証不通過(楽天逆引き)	9784253070485
ichigeki-den	standard	6	検証不通過(内挿/楽天逆引き)	9784091502360,9784197890538
idol-sousei-densetsu-princess	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
idol-sousei-densetsu-princess	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
iga-no-kagemaru	bunkobon	1	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	bunkobon	3	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	bunkobon	5	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	bunkobon	6	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	bunkobon	8	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	2	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	3	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	4	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	5	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	6	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	7	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	8	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	9	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	10	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	11	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	12	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	13	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	14	canonical結線頁=fill無効(canonical本体へ)	
iga-no-kagemaru	standard	15	canonical結線頁=fill無効(canonical本体へ)	
igano-kabamaru	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
ikenai-inbiteeshon	standard	1	検証不通過(楽天逆引き)	9784061021747
ikichiwosuuyoujo	standard	1	検証不通過(外挿)	9784828010359
im-sorry	standard	1	検証不通過(外挿)	9784091315212
im-sorry	standard	2	検証不通過(外挿)	9784091315229
im-sorry	standard	3	検証不通過(外挿)	9784091315236
im-sorry	standard	4	検証不通過(外挿)	9784091315243
in-shuu-densetsu-taikoubou-denki	standard	3	検証不通過(内挿)	9784267904332
in-shuu-densetsu-taikoubou-denki	standard	6	検証不通過(内挿)	9784267904363
in-shuu-densetsu-taikoubou-denki	standard	9	検証不通過(内挿)	9784267904394
ippei-zenshuu	shinsoban	2	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	3	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	4	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	5	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	6	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	7	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	8	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	9	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	10	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	11	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	12	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	13	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	14	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	15	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	17	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	18	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	19	canonical結線頁=fill無効(canonical本体へ)	
ippei-zenshuu	shinsoban	20	canonical結線頁=fill無効(canonical本体へ)	
iraka-no-nami	standard	6	検証不通過(外挿)	9784061010918
iraka-no-nami	standard	7	検証不通過(外挿)	9784061010925
iraka-no-nami	standard	8	検証不通過(外挿)	9784061010932
iraka-no-nami	standard	9	検証不通過(外挿)	9784061010949
iraka-no-nami	standard	10	検証不通過(外挿)	9784061010956
ishi-no-hana	standard	6	検証不通過(楽天逆引き)	9784267900600
ishinomori-shoutarou-super-girls-comic-deluxe	standard	1	検証不通過(外挿)	9784894528208
isshokenmei-hajime-hajime-kun	shinsoban	12	canonical結線頁=fill無効(canonical本体へ)	
isshokenmei-hajime-hajime-kun	standard	1	canonical結線頁=fill無効(canonical本体へ)	
isshokenmei-hajime-hajime-kun	standard	2	canonical結線頁=fill無効(canonical本体へ)	
isshokenmei-hajime-hajime-kun	standard	3	canonical結線頁=fill無効(canonical本体へ)	
isshokenmei-hajime-hajime-kun	standard	4	canonical結線頁=fill無効(canonical本体へ)	
isshokenmei-hajime-hajime-kun	standard	5	canonical結線頁=fill無効(canonical本体へ)	
isshokenmei-hajime-hajime-kun	standard	6	canonical結線頁=fill無効(canonical本体へ)	
itadakiyasubee	standard	3	検証不通過(外挿)	9784061012431
itoshi-no-kamira	standard	1	検証不通過(外挿/楽天逆引き)	9784063193930,9784063193862
itsumo-houkago	standard	2	検証不通過(内挿)	9784091503220
itsumokokoronitaiyouwo	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
ittsu-toshishita-jidai	standard	2	検証不通過(外挿)	9784091306623
ittsu-toshishita-jidai	standard	3	検証不通過(外挿)	9784091306630
jankihokutosei	standard	1	検証不通過(外挿)	9784773001181
janus-no-kagami	standard	2	検証不通過(外挿)	9784088550091
jarinko-chie	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
jarinko-chie	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
jarinko-chie	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
jarinko-chie	standard	32	候補生成不能(帯非線形+楽天逆引き無し)	
jidankoushouninemu	standard	2	検証不通過(外挿)	9784812458020
jikken-doll-dummy-oscar	standard	1	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	2	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	3	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	4	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	5	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	6	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	7	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	8	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	9	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	10	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	11	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	12	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	13	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	14	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	15	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	16	canonical結線頁=fill無効(canonical本体へ)	
jikken-doll-dummy-oscar	standard	17	canonical結線頁=fill無効(canonical本体へ)	
junpaku-no-chi	standard	2	canonical結線頁=fill無効(canonical本体へ)	
junpaku-no-chi	standard	3	canonical結線頁=fill無効(canonical本体へ)	
junpaku-no-chi	standard	4	canonical結線頁=fill無効(canonical本体へ)	
juushin-liger	standard	2	検証不通過(外挿)	9784886531285
kai	standard	3	検証不通過(外挿)	9784253108584
kai-riki-ran-shin-quan	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
kaibutsu-kun	standard	14	検証不通過(楽天逆引き)	9784835430133
kaibutsu-kun-1988	standard	14	canonical結線頁=fill無効(canonical本体へ)	
kaidan-koiningyou	standard	1	検証不通過(外挿)	9784828010199
kaidanfutariiwa-sama	standard	1	検証不通過(外挿)	9784828010267
kaidanfutariiwa-sama	standard	2	検証不通過(外挿)	9784828010274
kaidanshisaniwa	standard	1	検証不通過(外挿)	9784575831931
kaidanyukionna	standard	2	検証不通過(外挿)	9784828080420
kaijin-doumei	standard	2	検証不通過(外挿)	9784889915310
kaiketsu-raionmaru	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
kaikyaku-sengen	standard	12	検証不通過(外挿)	9784906533886
kaikyaku-sengen	standard	14	検証不通過(外挿)	9784906533909
kaikyaku-sengen	standard	15	検証不通過(外挿)	9784906533916
kaizou	standard	1	検証不通過(外挿)	9784883150991
kakkoii-sukiyaki	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
kaminokokuin	standard	3	canonical結線頁=fill無効(canonical本体へ)	
kaminokokuin	standard	4	canonical結線頁=fill無効(canonical本体へ)	
kamuigaiden	standard	15	検証不通過(内挿)	9784091808455
kanon-takemiya-1986	standard	8	検証不通過(外挿)	9784403611179
kanon-usami-2003	standard	8	検証不通過(外挿)	9784091382283
karate-baka-ichidai	standard	1	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	2	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	3	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	4	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	5	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	6	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	7	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	8	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	9	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	10	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	11	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	12	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	13	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	14	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	15	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	16	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	17	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	18	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	19	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	20	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	21	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	22	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	23	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	25	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	26	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	27	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	28	canonical結線頁=fill無効(canonical本体へ)	
karate-baka-ichidai	standard	29	canonical結線頁=fill無効(canonical本体へ)	
karate-sangokushi	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
kariudo-bachi	standard	1	検証不通過(外挿)	9784091803214
kariudo-bachi	standard	2	検証不通過(外挿)	9784091803221
kariudo-no-seiza	standard	4	検証不通過(外挿)	9784061783263
kariudo-no-seiza	standard	5	検証不通過(外挿)	9784061783270
katsu-kaishuu	standard	2	検証不通過(外挿)	9784862254221
katte-ni-shirokuma	standard	1	canonical結線頁=fill無効(canonical本体へ)	
kaze-kakeru-kuni-no-shii-chan	standard	2	検証不通過(外挿)	9784049242065
kaze-no-darutaniyan	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
kaze-no-saburou	standard	1	canonical結線頁=fill無効(canonical本体へ)	
kaze-no-saburou	standard	2	canonical結線頁=fill無効(canonical本体へ)	
kaze-to-ki-no-uta	standard	3	canonical結線頁=fill無効(canonical本体へ)	
kaze-to-ki-no-uta	standard	4	canonical結線頁=fill無効(canonical本体へ)	
kaze-to-ki-no-uta	standard	5	canonical結線頁=fill無効(canonical本体へ)	
kaze-to-ki-no-uta	standard	6	canonical結線頁=fill無効(canonical本体へ)	
kaze-to-ki-no-uta	standard	8	canonical結線頁=fill無効(canonical本体へ)	
kaze-to-ki-no-uta	standard	9	canonical結線頁=fill無効(canonical本体へ)	
kaze-to-ki-no-uta	standard	11	canonical結線頁=fill無効(canonical本体へ)	
kemonomichi-kagemaru-1980	bunkobon	1	canonical結線頁=fill無効(canonical本体へ)	
kemonomichi-kagemaru-1980	bunkobon	2	canonical結線頁=fill無効(canonical本体へ)	
kemonomichi-kagemaru-1980	bunkobon	3	canonical結線頁=fill無効(canonical本体へ)	
kemonomichi-kagemaru-1980	bunkobon	4	canonical結線頁=fill無効(canonical本体へ)	
kemonomichi-kagemaru-1980	bunkobon	5	canonical結線頁=fill無効(canonical本体へ)	
kemonomichi-kagemaru-1980	bunkobon	6	canonical結線頁=fill無効(canonical本体へ)	
kenka-ramen	standard	14	候補生成不能(帯非線形+楽天逆引き無し)	
ki-tan-club	standard	1	canonical結線頁=fill無効(canonical本体へ)	
ki-tan-club	standard	2	canonical結線頁=fill無効(canonical本体へ)	
kibaken	standard	11	候補生成不能(帯非線形+楽天逆引き無し)	
kibimama-chan	standard	2	検証不通過(外挿)	9784090017223
kick-off	standard	1	canonical結線頁=fill無効(canonical本体へ)	
kick-off	standard	2	canonical結線頁=fill無効(canonical本体へ)	
kick-off	standard	3	canonical結線頁=fill無効(canonical本体へ)	
kikkunooni	standard	4	検証不通過(外挿)	9784944154517
kinmedaruman	standard	1	検証不通過(外挿)	9784091404510
kinmedaruman	standard	2	検証不通過(外挿)	9784091404527
kinmedaruman	standard	3	検証不通過(外挿)	9784091404534
kinzoo-no-agatte-nanbo	standard	4	検証不通過(内挿)	9784915289606
kinzoo-no-agatte-nanbo	standard	5	検証不通過(内挿)	9784915289613
kinzoo-no-agatte-nanbo	standard	8	検証不通過(外挿)	9784915289644
kiriko-ekisupuresu	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
kiriko-ekisupuresu	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
kiriko-ekisupuresu	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
kisushitehoshii	standard	2	検証不通過(外挿)	9784796241694
kita-no-doryuu	standard	5	検証不通過(内挿)	9784088613055
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	standard	172	候補生成不能(帯非線形+楽天逆引き無し)	
koi-to-naru	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
koigatari	standard	1	検証不通過(外挿)	9784892891397
koikina-yatsura	standard	1	検証不通過(外挿)	9784088531182
kojira	standard	2	検証不通過(外挿)	9784091490124
kokodake-no-futari	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
kokodake-no-futari	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
kokomame-chan	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
koma-ga-mau	standard	1	canonical結線頁=fill無効(canonical本体へ)	
komandaa-0	standard	1	canonical結線頁=fill無効(canonical本体へ)	
koshien-no-tsuchi	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
koshien-no-uta	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
kotetsu-no-daibouken	standard	8	候補生成不能(帯非線形+楽天逆引き無し)	
kou-chan-no-shichii-o-yumemite	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
kou-u-to-ryuu-hou-sentaro-1987	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
koufuku-no-susume	standard	1	検証不通過(外挿/楽天逆引き)	9784812451120,9784884755867
koufuku-no-susume	standard	2	検証不通過(外挿/楽天逆引き)	9784812451137,9784884756918
kozure-ookami	bunkobon	8	canonical結線頁=fill無効(canonical本体へ)	
kozure-ookami	bunkobon	9	canonical結線頁=fill無効(canonical本体へ)	
kozure-ookami	other	1	canonical結線頁=fill無効(canonical本体へ)	
kuchiyaku-mondo-kawaitesourou	deluxe	1	canonical結線頁=fill無効(canonical本体へ)	
kuchiyaku-mondo-kawaitesourou	deluxe	2	canonical結線頁=fill無効(canonical本体へ)	
kuchiyaku-mondo-kawaitesourou	deluxe	3	canonical結線頁=fill無効(canonical本体へ)	
kuchiyaku-mondo-kawaitesourou	deluxe	4	canonical結線頁=fill無効(canonical本体へ)	
kuchiyaku-mondo-kawaitesourou	deluxe	6	canonical結線頁=fill無効(canonical本体へ)	
kugishi-sabuyan	standard	6	検証不通過(外挿)	9784061010635
kugishi-sabuyan	standard	7	検証不通過(外挿)	9784061010642
kumasannoshiki	standard	1	検証不通過(外挿)	9784253106801
kuroi-hohoemi	standard	1	canonical結線頁=fill無効(canonical本体へ)	
kurokishi-monogatari	standard	2	検証不通過(外挿)	9784930892645
kuwadou	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
kyokutou-tengoku	standard	1	検証不通過(外挿)	9784897993423
kyou-kara-wa-binetsujin	standard	2	検証不通過(内挿)	9784898290620
kyou-kara-wa-binetsujin	standard	3	検証不通過(内挿)	9784898290637
kyoufu-shinbun	standard	2	canonical結線頁=fill無効(canonical本体へ)	
