sid	series_key	title	kana	n_isbn	isbn1
56964	name:平田京子|name:19、20歳	19、20歳	19 20サイ	1	9784063653076
56965	name:五月女えむ|name:19歳のポルノエンデバー	19歳のポルノエンデバー	19サイ ノ ポルノ エンデバー	1	9784801962798
56966	name:佐藤こず枝|name:19歳のレッスン	19歳のレッスン	19サ イ ノレッスン	1	9784088498546
56971	name:吉田ゆうこ|name:1DKえっち	1DKえっち	1DK エッチ	1	9784403666049
56972	name:秋月ルコ|name:1DKにふたり	1DKにふたり	1DK ニ フタリ	1	9784199605635
56973	name:森田富士|name:1LDK・執事	1LDK・執事	1LDK シツジ	1	9784091331090
56974	name:れもんえんど|name:1LDK淫魔付き	1LDK淫魔付き	1LDK インマツキ	1	9784773062229
56978	name:なるせいさ|name:1と2と15	1と2と15	1 ト 2 ト 15	1	9784801957558
56980	name:甘夏|name:1エロDK	1エロDK	1 エロ DK	1	9784537127270
56982	name:木本隆|name:1コマ・マンガ性善説	1コマ・マンガ性善説	1コマ マンガ セイゼンセツ	1	9784797416022
56985	name:住屋昭博|name:1ポンドの悲しみ	1ポンドの悲しみ	1ポンド ノ カナシミ	1	9784088776057
56986	name:木藤亜也|name:1リットルの涙	1リットルの涙	1リットル ノ ナミダ	1	9784344813038
56987	name:藤臣花恋|name:1・2・3 GO!!	1・2・3 GO!!	イチ ニ サン ゴー	1	9784887410992
56988	name:雪路凹子|name:1一	1一	ワンイチ	1	9784829685655
56989	name:しばたま|name:1万人がいいね!した心ゆさぶる本当の話	1万人がいいね!した心ゆさぶる本当の話	イチマンニン ガ イイネ シタ ココロ ユサブル	1	9784046047045
56990	name:hitomi|name:1人と一人の3650日	1人と一人の3650日	ヒトリ ト ヒトリ ノ 3650ニチ	1	9784801968653
56992	name:ひびきゆうぞう|name:1億円の花嫁	1億円の花嫁	1オクエン ノ ハナヨメ	1	9784575723519
56993	name:伊万里すみ子|name:1億年も愛してる	1億年も愛してる		1	9784063174120
57000	name:ゆうみ・えこ|name:1年後の3.11 被災地13のオフレコ話	1年後の3.11 被災地13のオフレコ話	1ネンゴ ノ 3 11 ヒサイチ 13 ノ オフ	1	9784773018264
57004	name:まちだ紫織|name:1日だけ君の彼女	1日だけ君の彼女	イチニチ ダケ キミ ノ カノジョ	1	9784098702848
57007	name:常倉三矢|name:1等7億円が当たった俺の3日間	1等7億円が当たった俺の3日間	1トウ 7オクエン ガ アタッタ オレ ノ ミッ	1	9784832291362
57008	name:早坂静|name:2 SHOTデビュー!!	2 SHOTデビュー!!	ツー ショット デビュー	1	9784592204190
57009	name:よしだりょう|name:2.5次元なカレシ事情	2.5次元なカレシ事情	ニテンゴジゲン ナ カレシ ジジョウ	1	9784434263255
57010	name:いぬかいゆず|name:2.5次元な彼と私の恋愛事情	2.5次元な彼と私の恋愛事情	2.5ジゲンナ カレ ト ワタクシ ノ レンアイ	1	9784776747772
57011	name:夏目かつら|name:2.5次元の恋	2.5次元の恋	2.5ジゲン ノ コイ	1	9784537136333
57013	name:夏目ココロ|name:2.5次元セイユウ★Show	2.5次元セイユウ★Show	ニテンゴ ジゲン セイユウ ショウ	1	9784047289895
57020	name:小守ゆきち|name:202号室の×××ちゃん	202号室の×××ちゃん	202ゴウシツ ノ ホニャララチャン	1	9784832246010
57022	name:ゆずひ|name:20センチのおてつだい	20センチのおてつだい	ニジッセンチ ノ オテツダイ	1	9784049121780
57029	name:宇佐美圭司|name:20世紀美術	20世紀美術	ニジュッセイキビジュツ	1	9784004303374
57032	name:高田祐子|name:20代最後の日	20代最後の日	20ダイ サイゴ ノ ヒ	1	9784088651026
57035	name:海野留珈|name:20歳OL独りでできるもん	20歳OL独りでできるもん	20サイ OL ヒトリ デ デキルモン	1	9784832234161
57048	name:森枝麻知|name:21時のなな子	21時のなな子	ニジュウイチジ ノ ナナコ	1	9784088491110
57052	name:村上左知|name:22時のルール	22時のルール	22ジ ノ ルール	1	9784537128444
57053	name:結城アオ|name:22時までのヒミツのレッスン	22時までのヒミツのレッスン	ニジュウニジ マデ ノ ヒミツ ノ レッスン	1	9784866252094
57054	name:緒花|name:23:45 Re ;	23:45 Re ;		1	9784758076104
57056	name:あがた愛|name:23時のタイムシフト	23時のタイムシフト	23ジ ノ タイム シフト	1	9784801961951
57057	name:佐々木りん|name:23歳、オフィスで飼い馴らされる。	23歳、オフィスで飼い馴らされる。	23サイ 、 オフィス デ カイナラサレル 。	1	9784396703493
57058	name:桃井すみれ|name:24Hダーリン	24Hダーリン	ニジュウヨン エッチ ダーリン	1	9784091388261
57060	name:日高七緒|name:24の微熱	24の微熱	24 ノ ビネツ	1	9784391904239
57062	name:千葉リョウコ|name:24時間、お世話つきで	24時間、お世話つきで	24ジカン 、 オセワ ツキ デ	1	9784832290990
57063	name:ゆかりす|name:24時間いっしょ夫婦の日常	24時間いっしょ夫婦の日常	ニジュウヨジカン イッショ フウフ ノ ニチジョ	1	9784434241970
57064	name:夏咲たかお|name:24時間イキっぱなし!?	24時間イキっぱなし!?	24ジカン イキッパナシ	1	9784801962040
57066	name:天王寺ミオ|name:24時間営業中	24時間営業中	24ジカン エイギョウチュウ	1	9784862636775
57076	name:青山りさ|name:29歳、セフレに恋していいですか?	29歳、セフレに恋していいですか?	29サイ セフレ ニ コイシテ イイデスカ	1	9784821178599
57077	name:三咲|name:29歳、彼氏なし。ケダモノ社長とセレブ同棲!?	29歳、彼氏なし。ケダモノ社長とセレブ同棲!?	29サイ カレシ ナシ 。 ケダモノ シャチョウ	1	9784774731391
57078	name:伊さらこてん|name:29歳、溺れるケモノな恋。	29歳、溺れるケモノな恋。	29サイ オボレル ケモノ ナ コイ	1	9784776743750
57079	name:はちくもりん|name:29歳のガラスの靴	29歳のガラスの靴	29サイ ノ ガラス ノ クツ	1	9784776749066
57083	name:アントニオ|name:2B B-BOY BADBOY	2B B-BOY BADBOY	ツー ビー ビー ボーイ バッド ボーイ	1	9784253155298
57087	name:小雨田ゆう|name:2LDKに住みつく恋	2LDKに住みつく恋	2LDK ニ スミツク コイ	1	9784758073226
57091	name:中邑冴|name:2×	2×	2 バイ	1	9784408433240
57092	name:介錯|name:2×2	2×2	ツー バイ ツー	1	9784834284553
57093	name:ことぶき夏南|name:2×4	2×4	2 バイ 4	1	9784091375520
57095	name:樋口卓美|name:2ねんめのテレパシー	2ねんめのテレパシー	2ネンメ ノ テレパシー	1	9784420112161
57096	name:アサミジョー|name:2まいめ	2まいめ	2マイメ	1	9784063377415
57097	name:風緒|name:2ウィーク・サマー・シークレット	2ウィーク・サマー・シークレット	ツー ウィーク ・ サマー ・ シークレット	1	9784832291447
57098	name:スティーブン・グラント|name:2ガンズ	2ガンズ	ツーガンズ	1	9784796871686
57099	name:河野やす子|name:2ストライク3ボール	2ストライク3ボール	ツー ストライク スリー ボール	1	9784091390196
57102	name:河井英槻|name:2丁目の小さな魚	2丁目の小さな魚	2チョウメ ノ チイサナ サカナ	1	9784799725245
57103	name:阿曽利子|name:2人のこんな困難	2人のこんな困難	フタリ ノ コンナ コンナン	1	9784592155201
57105	name:山口ねね|name:2回に一度は息を吐く	2回に一度は息を吐く	ニカイ ニ イチド ワ イキ オ ハク	1	9784776736110
57106	name:たかやなぎさ|name:2学期は恋びより	2学期は恋びより	2ガッキ ワ コイビヨリ	1	9784088508535
57107	name:三崎汐|name:2年3組の面々	2年3組の面々	2ネン 3クミ ノ メンメン	1	9784344833272
57108	name:てらだこうじ|name:2年8ケ月	2年8ケ月	ニネン ハチカゲツ	1	9784883794539
57112	name:一城れもん|name:2度目の恋の始まりは	2度目の恋の始まりは	2ドメ ノ コイ ノ ハジマリ ワ	1	9784048543057
57113	name:百山ネル|name:2度目の恋はカラダから	2度目の恋はカラダから	2ドメ ノ コイ ワ カラダ カラ	1	9784821179718
57115	name:ヌリア・タマリット|name:2枚のコイン|sub:アフリカで暮らした3か月	2枚のコイン	ニマイ ノ コイン	1	9784763409744
57117	name:渋江ヨフネ|name:2番目のα	2番目のα	2バンメ ノ a	1	9784799746691
57118	name:花田祐実|name:2番目のあなた	2番目のあなた	2バンメ ノ アナタ	1	9784253135290
57119	name:水槻れん|name:2番目の女	2番目の女	2バンメ ノ オンナ	1	9784063410785
57120	name:九条Aoi|name:2階のマリア	2階のマリア	2カイ ノ マリア	1	9784537129052
57122	name:阿部国之|name:3.11震災の語り部畠山卓也 石巻からの声	3.11震災の語り部畠山卓也 石巻からの声	サン イチイチ シンサイ ノ カタリベ ハタケヤ	1	9784785952396
57123	name:夢殿|name:3000の昼と夜	3000の昼と夜	サンゼン ノ ヒル ト ヨル	1	9784882711650
57124	name:星名あんじ|name:30までに死にたい	30までに死にたい	サンジュウ マデ ニ シニタイ	1	9784866691657
57127	name:トモエキコ|name:30代女ヲタクが転生してJKになりました	30代女ヲタクが転生してJKになりました	30ダイ オンナ オタク ガ テンセイシテ JK	1	9784801972025
57129	name:あきやま耕輝|name:30分でわかる昭和現代史	30分でわかる昭和現代史	サンジップン デ ワカル ショウワ ゲンダイシ	1	9784575944075
57130	name:めぐみけい|name:30歳、ワケアリ同棲はじめました。	30歳、ワケアリ同棲はじめました。	30サイ 、 ワケアリ ドウセイ ハジメマシタ 	1	9784821139286
57131	name:本崎月子|name:30歳、恋は初夜のあとで	30歳、恋は初夜のあとで	30サイ コイ ワ ショヤ ノ アト デ	1	9784776744559
57132	name:夏原サイケ|name:30歳からのカミングアウト	30歳からのカミングアウト	30サイ カラノ カミングアウト	1	9784801964587
57133	name:冬凪れく|name:30歳の保健体育 ラブフラグ編	30歳の保健体育 ラブフラグ編	30サイ ノ ホケン タイイク	1	9784758081153
57134	name:亜未子|name:30歳処女、今夜初めて男性に抱かれます	30歳処女、今夜初めて男性に抱かれます	30サイ ショジョ 、 コンヤ ハジメテ ダンセ	1	9784774731926
57135	name:やまもとりえ|name:30歳女子、ネコを飼いはじめました。	30歳女子、ネコを飼いはじめました。	サンジッサイ ジョシ ネコ オ カイハジメマシタ	1	9784834284898
57136	name:つむみ|name:30歳童貞、今日から魔法使いになりました。	30歳童貞、今日から魔法使いになりました。	サンジッサイ ドウテイ キョウ カラ マホウツカ	1	9784866691725
57138	name:さとう智子|name:30秒の神話	30秒の神話	サンジュウビョウ ノ シンワ	1	9784061066564
57139	name:御手洗直子|name:31歳BLマンガ家が婚活するとこうなる	31歳BLマンガ家が婚活するとこうなる	サンジュウイッサイ ビーエル マンガカ ガ コン	1	9784403671272
57140	name:宮花みん|name:31歳イケメンその恋、プラトニック	31歳イケメンその恋、プラトニック	サンジュウイッサイ イケメン ソノ コイ プラト	1	9784596589118
57141	name:御手洗直子|name:31歳ゲームプログラマーが婚活するとこうなる	31歳ゲームプログラマーが婚活するとこうなる	サンジュウイッサイ ゲーム プログラマー ガ コ	1	9784403671746
57143	name:月島綾|name:32歳、恋愛結婚は欲張りですか?	32歳、恋愛結婚は欲張りですか?	32サイ 、 レンアイ ケッコン ワ ヨクバリデ	1	9784821136476
57146	name:サンチェ|name:33歳パパ、発情期の息子に交尾を迫られています!?	33歳パパ、発情期の息子に交尾を迫られています!?	サンジュウサンサイ パパ ハツジョウキ ノ ムス	1	9784434282874
57149	name:本崎月子|name:35歳、不純な恋	35歳、不純な恋	35サイ フジュンナ コイ	1	9784776742500
57153	name:倉田けい|name:365日アカチャン満喫生活	365日アカチャン満喫生活	サンビャクロクジュウゴニチ アカチャン マンキツ	1	9784046048332
57155	name:村上左知|name:37℃スピリッツ	37℃スピリッツ	37ド スピリッツ	1	9784537131178
57158	name:石原理|name:38度線	38度線	38ドセン	1	9784882716945
57159	name:タナカケンイチロウ|name:38歳独身、シェアハウスで青春しています	38歳独身、シェアハウスで青春しています	サンジュウハッサイ ドクシン シェア ハウス デ	1	9784863209336
57161	name:大日野カルコ|name:39歳、私いつまでこのまんま?|sub:アラフォーからのマインドリセット	39歳、私いつまでこのまんま?	サンジュウキュウサイ ワタシ イツマデ コノマン	1	9784781618371
57164	name:松基羊|name:3LDK、王子つき	3LDK、王子つき	3LDK  オウジ ツキ	1	9784866570075
57165	name:ミナヅキアキラ|name:3LDKおおかみ付き	3LDKおおかみ付き	サンエルディーケー オオカミツキ	1	9784047297333
57166	name:箱石タミィ|name:3Pエロティカ	3Pエロティカ	スリーピー エロティカ	1	9784866572390
57168	name:星名あんじ|name:3Pラヴァーズシェアハウス	3Pラヴァーズシェアハウス	サンピー ラヴァーズ シェア ハウス	1	9784910526072
57169	name:戯あひさ|name:3P恋愛ゲーム!	3P恋愛ゲーム!	3P レンアイ ゲーム	1	9784774730707
57177	name:谷口亜夢|name:3つちがいの恋物語	3つちがいの恋物語	ミッツ チガイ ノ コイ モノガタリ	1	9784061066328
57178	name:もうひとつの研究所|name:3つのお店	3つのお店	ミッツ ノ オミセ	1	9784861526855
57179	name:鶴ひさ子|name:3つの秘宝と魔界宮殿	3つの秘宝と魔界宮殿	ミッツ ノ ヒホウ ト マカイ キュウデン	1	9784062590228
57180	name:友井美穂|name:3つ数えてkissをしろ!!	3つ数えてkissをしろ!!	3ツ カゾエテ kiss オ シロ	1	9784088471426
57182	name:靴川|name:3カクカンケイ	3カクカンケイ	3カク カンケイ	1	9784537136425
