sid	series_key	title	kana	n_isbn	isbn1
154987	name:ローリー・フォスター|name:愛より深く	愛より深く		1	9784596958990
154988	name:サンドラ・マートン|name:愛をなくした夜	愛をなくした夜		1	9784596951915
154989	name:ベティ・ニールズ|name:愛をはぐくんで	愛をはぐくんで		1	9784596959560
154991	name:ヘレン・ブルックス|name:愛を信じないあなた	愛を信じないあなた		1	9784596956330
154992	name:ヘレン・ブルックス|name:愛を信じるその日まで	愛を信じるその日まで		1	9784596746740
154993	name:アニー・ウエスト|name:愛を偽る誓い	愛を偽る誓い		1	9784596590701
154994	name:BlakeMaya|name:愛を償うウエディング	愛を償うウエディング		1	9784302102624
154995	name:長谷川悦子|name:愛を告げる蘭	愛を告げる蘭		1	9784091680921
154996	name:キャット・キャントレル|name:愛を夢見たシンデレラ	愛を夢見たシンデレラ		1	9784596334978
154997	name:シャロン・ケンドリック|name:愛を宿したウエイトレス	愛を宿したウエイトレス		1	9784596636270
154998	name:スーザン・マレリー|name:愛を忘れた大富豪	愛を忘れた大富豪		1	9784596012098
154999	name:パトリシア・ワデル|name:愛を忘れた放蕩貴族	愛を忘れた放蕩貴族		1	9784776732457
155000	name:アンドレア・ローレンス|name:愛を忘れた氷の女王	愛を忘れた氷の女王		1	9784596976451
155001	name:ルーシー・ゴードン|name:愛を忘れた理由	愛を忘れた理由		1	9784596974365
155002	name:エミリー・ローズ|name:愛を忘れた花嫁	愛を忘れた花嫁		1	9784596954763
155003	name:エマ・ダーシー|name:愛を拒むひと	愛を拒むひと		1	9784872872422
155004	name:マヤ・バンクス|name:愛を拒む大富豪	愛を拒む大富豪		1	9784596976178
155005	name:朝よひら|name:愛を振りきれ	愛を振りきれ		1	9784823606748
155006	name:テレサ・サウスウィック|name:愛を捨てたシーク	愛を捨てたシーク		1	9784596950581
155007	name:ペニー・ジョーダン|name:愛を捨てた理由	愛を捨てた理由		1	9784596974297
155008	name:キャシー・ウィリアムズ|name:愛を捨てた罪	愛を捨てた罪		1	9784596955319
155009	name:スーザン・フォックス|name:愛を捨てないで	愛を捨てないで		1	9784596958044
155010	name:ロビン・ドナルド|name:愛を捨てる理由	愛を捨てる理由		1	9784596758491
155011	name:DarcyEmma|name:愛を望まない恋人	愛を望まない恋人		1	9784302116010
155012	name:ヘレン・ビアンチン|name:愛を演じる二人	愛を演じる二人		1	9784596012173
155013	name:アビー・グリーン|name:愛を知った一週間	愛を知った一週間		1	9784596953841
155014	name:アニー・ウエスト|name:愛を知らないプリンス	愛を知らないプリンス		1	9784596979025
155015	name:ジェニー・ルーカス|name:愛を知らない伯爵	愛を知らない伯爵		1	9784596591111
155016	name:Jbn|name:愛を知らない兄弟は	愛を知らない兄弟は		1	9784861239120
155017	name:ミシェル・リード|name:愛を知らない恋人	愛を知らない恋人		1	9784596990327
155019	name:カレン・ウィドン|name:愛を知らない王女	愛を知らない王女		1	9784596950185
155020	name:マヤ・バンクス|name:愛を知らない花婿	愛を知らない花婿		1	9784596976109
155021	name:インディア・グレイ|name:愛を知らなかった花嫁	愛を知らなかった花嫁		1	9784596973009
155022	name:マリオン・レノックス|name:愛を知るための9カ月	愛を知るための9カ月		1	9784596316219
155023	name:ダイアナ・ハミルトン|name:愛を知る日まで	愛を知る日まで		1	9784596978110
155024	name:ヘレン・ブルックス|name:愛を禁じた二人	愛を禁じた二人		1	9784596975171
155025	name:バーバラ・マクマーン|name:愛を禁じた契約	愛を禁じた契約		1	9784596952363
155026	name:アマンダ・ブラウニング|name:愛を禁じた理由	愛を禁じた理由		1	9784596974112
155027	name:rasu|name:愛を積む楽園	愛を積む楽園		1	9784824015860
155028	name:キャサリン・スペンサー|name:愛を置き去りに	愛を置き去りに		1	9784596958372
155029	name:リー・ウィルキンソン|name:愛を裏切った罰	愛を裏切った罰		1	9784596957115
155030	name:ミランダ・リー|name:愛を見失う前に	愛を見失う前に		1	9784596954282
155031	name:リン・グレアム|name:愛を試された公爵	愛を試された公爵		1	9784596975577
155032	name:ミランダ・リー|name:愛を試す一週間	愛を試す一週間		1	9784596954572
155033	name:ペニー・ジョーダン|name:愛を請う予感	愛を請う予感		1	9784596709370
155034	name:リンゼイ・アームストロング|name:愛を運ぶダイアリー	愛を運ぶダイアリー		1	9784596972835
155035	name:キャレン・T・ウィッテンバーグ|name:愛を運ぶドレス	愛を運ぶドレス		1	9784596956293
155036	name:ミシェル・セルマー|name:愛を願いし王女	愛を願いし王女		1	9784596955425
155038	name:こだま翠果|name:愛を騙るは、いつわりの	愛を騙るは、いつわりの		1	9784823608919
155040	name:オーツカヒロキ|name:愛ラブshock!!	愛ラブshock!!		1	9784796618311
155042	name:マルグリット・デュラス|name:愛人(ラマン)	愛人(ラマン)		1	9784845860395
155043	name:マーガレット・メイヨー|name:愛人という罰	愛人という罰		1	9784596953728
155044	name:ジェシカ・スティール|name:愛人と呼ばれて	愛人と呼ばれて		1	9784596414731
155045	name:メラニー・ミルバーン|name:愛人と呼ばれても	愛人と呼ばれても		1	9784596976147
155047	name:サラ・クレイヴン|name:愛人のルール	愛人のルール		1	9784596990419
155048	name:ケイトリン・クルーズ|name:愛人のレッスン	愛人のレッスン		1	9784596975461
155049	name:メラニー・ミルバーン|name:愛人の値段	愛人の値段		1	9784596333018
155050	name:ケイト・ヒューイット|name:愛人は涙を信じない	愛人は涙を信じない		1	9784596976987
155051	name:リン・グレアム|name:愛人を演じて	愛人を演じて		1	9784596316189
155052	name:ダニー・コリンズ|name:愛人以下の花嫁	愛人以下の花嫁		1	9784596589286
155053	name:サリー・ウェントワース|name:愛人契約	愛人契約		1	9784596416933
155055	name:サラ・マニング|name:愛人契約は恋のレッスン	愛人契約は恋のレッスン		1	9784776737636
155056	name:スザンナ・カー|name:愛人島	愛人島		1	9784596958501
155057	name:ルイーズ・フラー|name:愛人記念日	愛人記念日		1	9784596589750
155060	name:KRN|name:愛囚	愛囚		1	9784596992338
155062	name:柚津木さび|name:愛執の籠	愛執の籠		1	9784910582665
155063	name:黒岬光|name:愛執の虜	愛執の虜		1	9784821175505
155064	name:團屋林悟|name:愛執ロマンティシズム	愛執ロマンティシズム		1	9784041165232
155065	name:上川きち|name:愛執染着	愛執染着		1	9784864956406
155066	name:めるぼ❤るん|name:愛奴の宴	愛奴の宴		1	9784925148092
155068	name:リン・グレアム|name:愛妾の娘	愛妾の娘		1	9784596956682
155070	name:NiNO|name:愛属ブラッドバース	愛属ブラッドバース		1	9784047340275
155072	name:ばせう|name:愛想が尽きない	愛想が尽きない		1	9784047373631
155076	name:いちかわ響|name:愛焦がれるのは、不器用でかわいいキミにだけ	愛焦がれるのは、不器用でかわいいキミにだけ		1	9784909408075
155077	name:杉谷エコ|name:愛焦がれキャラメリゼ	愛焦がれキャラメリゼ		1	9784832297098
155078	name:黒岬光|name:愛玩の檻	愛玩の檻		1	9784821174751
155079	name:今市勝大|name:愛華が奔る	愛華が奔る		1	9784785962029
155081	name:仁嶋中道|name:愛追うふたり	愛追うふたり		1	9784047369740
155082	name:上川きち|name:愛重執心	愛重執心		1	9784864955553
155084	name:尾崎七千夏|name:感じてGO!	感じてGO!		1	9784063412222
155086	name:矢間野狐|name:感じる?ＪＫエッチな秘メゴト	感じる?ＪＫエッチな秘メゴト		1	9784862974204
155087	name:いつまちゃん|name:感受点	感受点		1	9784098534111
155091	name:ふじさきやちよ|name:感情を殺すのをやめた元公爵令嬢は、みんなに溺愛されています!@COMIC	感情を殺すのをやめた元公爵令嬢は、みんなに溺愛されています!@COMIC		1	9784867944585
155092	name:ほたるいか|name:感情を脱がせて	感情を脱がせて		1	9784758078153
155093	name:映画「感染列島」制作委員会|name:感染列島	感染列島		1	9784091824455
155095	name:桃聖純矢|name:慎みなさい篠宮くん!	慎みなさい篠宮くん!		1	9784065381120
155096	name:桃聖純矢|name:慎みなさい篠宮くん!|sub:お義父さんとは呼ばせない	慎みなさい篠宮くん!		1	9784065352816
155097	name:桃聖純矢|name:慎みなさい篠宮くん!|sub:お義父さんとは呼ばせない.	慎みなさい篠宮くん!		1	9784065343715
155098	name:MatherAnne|name:慕ってはいけない公爵	慕ってはいけない公爵		1	9784302113569
155101	name:桃ノ李子|name:慧ちゃん、ダメって言わないで	慧ちゃん、ダメって言わないで		1	9784867870952
155104	name:ミランダ・リー|name:憂いのシーク	憂いのシーク		1	9784596583154
155106	name:都会|name:憂鬱どうぶつ〈株〉	憂鬱どうぶつ〈株〉		1	9784253303361
155107	name:キャロル・モーティマー|name:憂鬱なクリスマス	憂鬱なクリスマス		1	9784596973528
155108	name:サリー・ウェントワース|name:憂鬱なプリンセス	憂鬱なプリンセス		1	9784596416964
155109	name:ミシェル・ダナウェイ|name:憂鬱なプロポーズ	憂鬱なプロポーズ		1	9784596972064
155110	name:アビー・グリーン|name:憂鬱な城主	憂鬱な城主		1	9784596581457
155111	name:ミランダ・リー|name:憂鬱な花嫁	憂鬱な花嫁		1	9784596952769
155112	name:マヤ・バンクス|name:憎いのに恋しくて	憎いのに恋しくて		1	9784596976031
155113	name:アンジェラ・ウェルズ|name:憎い誘惑	憎い誘惑		1	9784596956903
155114	name:河飯じろう|name:憎くて憎くて愛しい僕の芳一くん	憎くて憎くて愛しい僕の芳一くん		1	9784910582078
155115	name:リン・グレアム|name:憎しみが情熱に変わるとき	憎しみが情熱に変わるとき		1	9784596975072
155116	name:リン・グレアム|name:憎しみの代償	憎しみの代償		1	9784596973153
155117	name:ルーシー・モンロー|name:憎しみは愛の横顔	憎しみは愛の横顔		1	9784596972972
155118	name:リサ・クレイパス|name:憎しみもなにもかも	憎しみもなにもかも		1	9784776738251
155121	name:ケイト・ウォーカー|name:憎めども恋しくて	憎めども恋しくて		1	9784596953896
155122	name:かきのたね|name:憐れなΩに歪んだ愛を	憐れなΩに歪んだ愛を		1	9784911186268
155124	name:しりのあな|name:憑かれによく効く治療法	憑かれによく効く治療法		1	9784864424424
155125	name:山森めぐみ|name:憑きそい	憑きそい		1	9784594089344
155126	name:クレイン|name:憑くほど愛して|sub:イケメン御曹司の生き霊にストーカーされています	憑くほど愛して		1	9784596531360
155127	name:勿夜AGE|name:憑炎のイフリータ	憑炎のイフリータ		1	9784801984776
155128	name:勿夜AGE|name:憑炎のイフリータ|sub:ついでにあたしが異世界を救っちゃう	憑炎のイフリータ		1	9784801981126
155129	name:ペニー・ジョーダン|name:憧れから愛へ	憧れから愛へ		1	9784596581501
155130	name:いとうまりこ|name:憧れのアニメーターになったら超絶ブラックでした	憧れのアニメーターになったら超絶ブラックでした		1	9784801943902
155131	name:エマ・ダーシー|name:憧れのウエディング	憧れのウエディング		1	9784596957528
155133	name:生方うぶ|name:憧れの人に奪われました	憧れの人に奪われました		1	9784866694832
155134	name:澤村御影|name:憧れの作家は人間じゃありませんでした	憧れの作家は人間じゃありませんでした		1	9784046854346
155135	name:鳥飼やすゆき|name:憧れの公爵令嬢と王子に溺愛されています!?|sub:傷心令嬢の幸せ、ときどきカエル?	憧れの公爵令嬢と王子に溺愛されています!?		1	9784299044228
155136	name:ミナミカズキ|name:憧れの刑事部に配属されたら、上司が鬼に憑かれてました	憧れの刑事部に配属されたら、上司が鬼に憑かれてました		1	9784046853097
155137	name:三川ケイヤ|name:憧れの王子サマに押しかけ同棲されてます	憧れの王子サマに押しかけ同棲されてます		1	9784344849648
155139	name:堀ボリ|name:懐いた人魚と溺愛交尾をする話	懐いた人魚と溺愛交尾をする話		1	9784046852571
155141	name:いくたはな|name:懐かないかのじょ。	懐かないかのじょ。		1	9784047369115
155142	name:シャーロット・ラム|name:懐しのサルコンヌ	懐しのサルコンヌ		1	9784596957894
155144	name:古宮九時|name:成り代わり令嬢のループライン	成り代わり令嬢のループライン		1	9784046854780
155148	name:あがた愛|name:成仏させたい私の萌え|sub:BLコミックエッセイアンソロジー	成仏させたい私の萌え		1	9784041145555
155149	name:百地元|name:成仏させてよ!	成仏させてよ!		1	9784107727428
155150	name:深見東州|name:成功の道	成功の道		1	9784886925138
155151	name:ナカガワパリ|name:成瀬は恋が証明できない	成瀬は恋が証明できない		1	9784065352984
155152	name:ナカガワパリ|name:成瀬は恋が証明できない.	成瀬は恋が証明できない.		1	9784065340622
155157	name:奥橋睦|name:成金商家物語	成金商家物語		1	9784576250687
155161	name:さきしたせんむ|name:成長痛	成長痛		1	9784864425544
155162	name:てらちあ|name:我が1円くん	我が1円くん		1	9784091541253
155163	name:nu|name:我が不徳の致すところです	我が不徳の致すところです		1	9784813033127
155165	name:セントラルド熊|name:我が名はミエーヌ	我が名はミエーヌ		1	9784022144201
155166	name:葵日向|name:我が妹のためならば	我が妹のためならば		1	9784801988453
155169	name:有木映子|name:我が愛しの宮廷魔術師	我が愛しの宮廷魔術師		1	9784047377011
155170	name:こゆき漫画家|name:我が焔炎にひれ伏せ世界	我が焔炎にひれ伏せ世界		1	9784040759517
155171	name:Mika Pikazo|name:我が焔炎にひれ伏せ世界	我が焔炎にひれ伏せ世界		1	9784040753737
155173	name:アサナエアラタ|name:我儘オメガの性欲管理法	我儘オメガの性欲管理法		1	9784041125656
155174	name:遊木|name:我儘猫と恋々	我儘猫と恋々		1	9784866696294
155181	name:伊勢崎ゆず|name:我慢の後は、野蛮なごほうび♡	我慢の後は、野蛮なごほうび♡		1	9784821171798
155187	name:毒田ペパ子|name:或いは、私の名探偵	或いは、私の名探偵		1	9784046853783
155190	name:10番台のドンちゃん|name:或るハナビの一生	或るハナビの一生		1	9784893676566
155192	name:川石テツヤ|name:戦え!セブンガー|sub:ウルトラ怪獣シリーズEX怪獣ボールセブンガー	戦え!セブンガー		1	9784099431051
155196	name:てんてこまい|name:戦争さえなければ	戦争さえなければ		1	9784046849076
155198	name:Teamバンミカス|name:戦争と平和	戦争と平和		1	9784054069251
155199	name:さわさかえ|name:戦争の傷あと	戦争の傷あと		1	9784323064031
155202	name:おやぬ|name:戦傑(エインヘリ)の花嫁	戦傑(エインヘリ)の花嫁		1	9784758025010
155206	name:カプコン|name:戦国BASARA3 ～鬼神の如く～	戦国BASARA3 ～鬼神の如く～		1	9784041204306
155211	name:赤星たつみ|name:戦国basaraバトルヒーローズ	戦国basaraバトルヒーローズ		1	9784048679541
155212	name:華師|name:戦国†恋姫 ～乙女絢爛☆戦国絵巻～ ば～さす!	戦国†恋姫 ～乙女絢爛☆戦国絵巻～ ば～さす!		1	9784048651714
155219	name:犬山秋彦|name:戦国武将	戦国武将		1	9784198627409
155222	name:高橋圭也|name:戦国武将呪術バトル	戦国武将呪術バトル		1	9784022752994
155223	name:コーエーテクモゲームス|name:戦国無双～武士たちの関ヶ原～	戦国無双～武士たちの関ヶ原～		1	9784063714210
155226	name:山田英生|name:戦地の物語	戦地の物語		1	9784480440372
155244	name:並木伸一郎|name:戦慄!!呪いの都市伝説モンスター	戦慄!!呪いの都市伝説モンスター		1	9784063740172
155245	name:荒川ホラー研究会|name:戦慄!!愛の呪いスペシャル	戦慄!!愛の呪いスペシャル		1	9784537151459
155246	name:稲川淳二|name:戦慄!!稲川淳二恐怖劇場	戦慄!!稲川淳二恐怖劇場		1	9784845840649
155249	name:天ヶ江ルチカ|name:戦火に散った女たち	戦火に散った女たち		1	9784821181896
155250	name:天川まなる|name:戦火の中のオタクたち	戦火の中のオタクたち		1	9784794973474
155251	name:大河内一楼|name:戦獄ReBORN	戦獄ReBORN		1	9784091541154
155258	name:明け方とばり|name:戦車の飼い方	戦車の飼い方		1	9784041160367
155261	name:清澄炯一|name:戦野の一服	戦野の一服		1	9784537145045
155269	name:水海こなた|name:扇情パブロフ	扇情パブロフ		1	9784801983809
155273	name:75|name:手と手をつないでアンダンテ	手と手をつないでアンダンテ		1	9784199609510
155274	name:スーザン・フォックス|name:手なずけられた花嫁	手なずけられた花嫁		1	9784596415271
155276	name:乃々うたこ|name:手のかかるきみなので	手のかかるきみなので		1	9784799763834
155277	name:創美社|name:手のひらに月の雫	手のひらに月の雫		1	9784088487878
155278	name:そらと|name:手のひらに雨夜の星	手のひらに雨夜の星		1	9784866537108
155280	name:柚木ゆー|name:手のひらサイズの君にキス	手のひらサイズの君にキス		1	9784344854451
155281	name:園瀬もち|name:手は口ほどに愛を乞う	手は口ほどに愛を乞う		1	9784403680106
155283	name:山田ノノノ|name:手を伸ばしたら、つばさ	手を伸ばしたら、つばさ		1	9784403667893
155285	name:大多ミノル|name:手切れ金代わりに渡されたトカゲの卵、実はドラゴンだった件	手切れ金代わりに渡されたトカゲの卵、実はドラゴンだった件		1	9784434360923
155286	name:下枝咲彩|name:手塚治虫MISSING PIECES	手塚治虫MISSING PIECES		1	9784845643547
155296	name:手塚眞|name:手塚治虫と戦争	手塚治虫と戦争		1	9784778033279
155297	name:海野一雄|name:手塚治虫の描いた戦争	手塚治虫の描いた戦争		1	9784022616753
155298	name:森晴路|name:手塚治虫イラストコレクション	手塚治虫イラストコレクション		1	9784901769709
155301	name:シェイクスピア|name:手塚治虫シェイクスピア漫画館	手塚治虫シェイクスピア漫画館		1	9784408414836
155302	name:中野晴行|name:手塚治虫マンガ音楽館	手塚治虫マンガ音楽館		1	9784480037275
155303	name:中野晴行|name:手塚治虫ミステリーファイル	手塚治虫ミステリーファイル		1	9784778032838
155307	name:森晴路|name:手塚治虫恐怖・怪奇譚	手塚治虫恐怖・怪奇譚		1	9784778032821
155314	name:人間まお|name:手術室の中で働いています。|sub:オペ室看護師が見た生死の現場	手術室の中で働いています。		1	9784801938205
155315	name:新美南吉|name:手袋を買いに	手袋を買いに		1	9784776714330
155317	name:月煮ゆう|name:手違いですが、ヒロインです。	手違いですが、ヒロインです。		1	9784758032780
155318	name:手塚治虫|name:手塚治虫大人漫画大全.	手塚治虫大人漫画大全.		1	9784336074812
155323	name:マーゴ・マグワイア|name:打ち寄せる波のごとく	打ち寄せる波のごとく		1	9784596012470
155324	name:サラ・クレイヴン|name:打ち捨てられたドレス	打ち捨てられたドレス		1	9784596951045
155325	name:ベティ・ニールズ|name:打ち明けられない恋心	打ち明けられない恋心		1	9784596976710
155326	name:シャンテル・ショー|name:打ち砕かれた愛	打ち砕かれた愛		1	9784596955685
155332	name:リンダ・ウィズダム|name:折れたハイヒール	折れたハイヒール		1	9784776732228
155334	name:ダフネ・クレア|name:抜け落ちた愛の記憶	抜け落ちた愛の記憶		1	9784596975881
155335	name:相川泰元|name:抜刀ろまんす	抜刀ろまんす		1	9784938827717
155336	name:ほり恵利織|name:抜刀ろまんす	抜刀ろまんす		1	9784938827182
155337	name:ぺこまる|name:抱いてあげます。『マグロ』でも。|sub:ナマイキ御曹司は私を上手に美味しくする	抱いてあげます。『マグロ』でも。		1	9784821153916
155339	name:えだちほほ|name:抱いてください、冬己さん。	抱いてください、冬己さん。		1	9784910803326
155340	name:さとう蜂子|name:抱いて欲しけりゃ啼いてみろ	抱いて欲しけりゃ啼いてみろ		1	9784911186381
155341	name:島みのり|name:抱いて濡れて溶けあって|sub:部長秘書の熟れた泉	抱いて濡れて溶けあって		1	9784864952996
155342	name:歩田でこた|name:抱いて終わりにするわけない!	抱いて終わりにするわけない!		1	9784824012418
155348	name:伏夜俄|name:抱かれないとでも思ったか?|sub:フルスペック弁護士の溺愛事情	抱かれないとでも思ったか?		1	9784815530716
155349	name:向井亜紀|name:抱きしめたい。	抱きしめたい。		1	9784063653137
155350	name:舞木サチ|name:抱きしめて、見つめて、キスして	抱きしめて、見つめて、キスして		1	9784046831422
155351	name:桃山プール|name:抱きしめてもいいですか?	抱きしめてもいいですか?		1	9784801983762
155354	name:神山あんず|name:抱き枕、のち、溺愛。|sub:イケメンCEOとベッドの中で一線を越えて	抱き枕、のち、溺愛。		1	9784776753643
155356	name:神林イチトラ|name:押しかけアサシンちゃんは王都最凶の看板娘	押しかけアサシンちゃんは王都最凶の看板娘		1	9784434358227
155357	name:京古|name:押しかけ淫魔くんとXLサイズの社畜さん	押しかけ淫魔くんとXLサイズの社畜さん		1	9784861239984
155358	name:雨宮かよう|name:押しかけ鬼婿のWプロポーズ事情	押しかけ鬼婿のWプロポーズ事情		1	9784815550646
155359	name:藤村綾生|name:押しつよテラピストドクター	押しつよテラピストドクター		1	9784775530368
155361	name:木虎こん|name:押し入れドラゴン	押し入れドラゴン		1	9784041168882
155363	name:あかいこうじ|name:押忍!番長攻略づくし	押忍!番長攻略づくし		1	9784861911590
155364	name:鈴間くさり|name:担忍のシノブ先生	担忍のシノブ先生		1	9784091540126
155365	name:吾瀬わぎもこ|name:拈華を待っていた	拈華を待っていた		1	9784801987449
155366	name:イヴォンヌ・リンゼイ|name:拒まれたイタリア富豪	拒まれたイタリア富豪		1	9784596748324
155367	name:マリー・フェラレーラ|name:拒まれたプリンセス	拒まれたプリンセス		1	9784596950161
155368	name:フィオナ・マッカーサー|name:拒まれた無垢な想い	拒まれた無垢な想い		1	9784596532428
155369	name:トリッシュ・モーリ|name:拒まれた純潔	拒まれた純潔		1	9784596951540
155370	name:エリザベス・パワー|name:拒みきれない蜜の味	拒みきれない蜜の味		1	9784596584021
155371	name:アン・メイザー|name:拒絶された億万長者	拒絶された億万長者		1	9784596954022
155372	name:ヘレン・ビアンチアン|name:拒絶された花婿	拒絶された花婿		1	9784596973085
155373	name:キャサリン・ジョージ|name:拒絶された花嫁	拒絶された花嫁		1	9784596973771
155374	name:アキミツ|name:拗らせくんはファンでいたい	拗らせくんはファンでいたい		1	9784861239137
155375	name:なるせいさ|name:拗らせ幼なじみの執着愛	拗らせ幼なじみの執着愛		1	9784801974883
155376	name:シャンテル・ショー|name:招かれざるシンデレラ	招かれざるシンデレラ		1	9784596955142
155377	name:ケイト・ヒューイット|name:招かれざるプリンセス	招かれざるプリンセス		1	9784596953063
155379	name:ミランダ・リー|name:招かれざる恋人	招かれざる恋人		1	9784596774361
155382	name:サラ・ウッド|name:招待状のない結婚式	招待状のない結婚式		1	9784596956668
155384	name:神﨑新|name:拝啓、世間様。	拝啓、世間様。		1	9784107725462
155387	name:クロマメ|name:拝啓、花婿はじめました。	拝啓、花婿はじめました。		1	9784862977243
155389	name:布施龍太|name:拝啓勇者様。幼女に転生したので、もう国には戻れません!|sub:伝説の魔女は二度目の人生でも最強でした	拝啓勇者様。幼女に転生したので、もう国には戻れません!		1	9784821156924
155398	name:馬籠ヤヒロ|name:拷問天獄	拷問天獄		1	9784592161936
155399	name:徳重甫|name:拷問椅子探偵	拷問椅子探偵		1	9784091253798
155400	name:ぽん|name:拾ったものは大切にしましょう	拾ったものは大切にしましょう		1	9784434366437
155401	name:AteRa|name:拾った奴隷たちが旅立って早十年、なぜか俺が伝説になっていた@COMIC	拾った奴隷たちが旅立って早十年、なぜか俺が伝説になっていた@COMIC		1	9784867949122
155403	name:笹宮じろ|name:拾った猫の愛し方	拾った猫の愛し方		1	9784799768532
155404	name:カーラ・ケリー|name:拾われた1ペニーの花嫁	拾われた1ペニーの花嫁		1	9784596768926
155406	name:くろいラテ|name:拾われ天才錬金術師の恋	拾われ天才錬金術師の恋		1	9784778136642
155407	name:家目やこ|name:持ちつ持たれつ甘やかされて	持ちつ持たれつ甘やかされて		1	9784758025263
155408	name:猪谷かなめ|name:指一本触れられない鉄壁令嬢と猛毒公爵の初恋リベンジ	指一本触れられない鉄壁令嬢と猛毒公爵の初恋リベンジ		1	9784821110919
155409	name:ISIKI|name:指先、体温、とける距離	指先、体温、とける距離		1	9784344852167
155410	name:つつい|name:指先から滑り落ちるバレッタ	指先から滑り落ちるバレッタ		1	9784758077637
155413	name:光成沢美|name:指先で紡ぐ愛	指先で紡ぐ愛		1	9784063652987
155414	name:飴屋じゃこ|name:指活。	指活。		1	9784910582498
155415	name:ルーシー・モンロー|name:指環はロシアンゴールド	指環はロシアンゴールド		1	9784596429063
155416	name:森瑶子|name:指輪	指輪		1	9784049280463
155417	name:キャロライン・アンダーソン|name:指輪が語る真実	指輪が語る真実		1	9784596952165
155418	name:サンドラ・マートン|name:指輪に愛の紋章を	指輪に愛の紋章を		1	9784596978790
155419	name:リズ・フィールディング|name:指輪の跡が消えるまで	指輪の跡が消えるまで		1	9784596774026
155421	name:キム・ローレンス|name:指輪より愛を	指輪より愛を		1	9784596756763
155422	name:創美社|name:指輪をちょうだい	指輪をちょうだい		1	9784088624457
155424	name:埜々やんす|name:挑発的ラブアクシデント	挑発的ラブアクシデント		1	9784824002594
155425	name:南々子|name:挙句の果てに恋	挙句の果てに恋		1	9784403680342
155426	name:依子|name:振り向いてつかまえて	振り向いてつかまえて		1	9784910526591
155427	name:高城可奈|name:捕われの姫君	捕われの姫君		1	9784391915273
155428	name:海空りく|name:捕虜英雄	捕虜英雄		2	9784592165552
155429	name:みよしあやと|name:捕食対象ひなどりくんアンコール	捕食対象ひなどりくんアンコール		1	9784861239106
155431	name:蜜野このみ|name:捧げられた奴隷は悪魔憑きの王を虜にする	捧げられた奴隷は悪魔憑きの王を虜にする		1	9784867870679
155432	name:ヘレン・ビアンチン|name:捨てたはずの愛	捨てたはずの愛		1	9784596951595
155433	name:天野ハザマ|name:捨てられおっさんと邪神様の異世界開拓生活|sub:スローライフと村造り、時々ぎっくり腰	捨てられおっさんと邪神様の異世界開拓生活		1	9784821129676
155434	name:ナタリー・リバース|name:捨てられたシンデレラ	捨てられたシンデレラ		1	9784596953940
155435	name:兎原シイタ|name:捨てられた令嬢は、いつの間にかに拾われる|sub:隣国で王太子に溺愛されてます	捨てられた令嬢は、いつの間にかに拾われる		1	9784866753645
155436	name:でんでらりゅうば|name:捨てられた冤罪令息、麗しき奔放皇女に拾われる。	捨てられた冤罪令息、麗しき奔放皇女に拾われる。		2	9784065406212
155437	name:木城木ゆみこ|name:捨てられた壁令嬢、北方騎士団の癒やし担当になる	捨てられた壁令嬢、北方騎士団の癒やし担当になる		1	9784575424089
155441	name:Henie|name:捨てられた王女の秘密の寝室	捨てられた王女の秘密の寝室		3	9784758019460
155443	name:リン・グレアム|name:捨てられた花婿	捨てられた花婿		1	9784596975348
155444	name:冬野まゆ|name:捨てられた花嫁はエリート御曹司の執愛に囚われる	捨てられた花嫁はエリート御曹司の執愛に囚われる		1	9784434333231
155445	name:ナルカワシス|name:捨てられるはずの悪妻なのに冷徹侯爵様に溺愛されています	捨てられるはずの悪妻なのに冷徹侯爵様に溺愛されています		1	9784046600356
155452	name:園内かな|name:捨てられ姫はイジワル王に奪われる|sub:キスは仕事に含みません!	捨てられ姫はイジワル王に奪われる		1	9784776752226
155453	name:yoccopub. 2021|name:捨てられ才女は家族とのんびり生きることにします	捨てられ才女は家族とのんびり生きることにします		1	9784046600103
155454	name:ねくたー|name:捨てられ最強王子は実力でどんな女も抱きまくる	捨てられ最強王子は実力でどんな女も抱きまくる		1	9784799218013
155458	name:村沢黒音|name:捨てられ聖女のもふもふ保護活動	捨てられ聖女のもふもふ保護活動		2	9784575422511
155461	name:まえばる蒔乃|name:捨てられ花嫁の再婚	捨てられ花嫁の再婚		1	9784046842596
155464	name:登龍乃月|name:捨てられ雑用テイマーですが、森羅万象を統べてもいいですか?	捨てられ雑用テイマーですが、森羅万象を統べてもいいですか?		1	9784434375026
155465	name:和田真尚|name:捨てられ騎士の逆転記!	捨てられ騎士の逆転記!		2	9784824204301
155466	name:オウカ|name:捨てられ騎士の逆転記!	捨てられ騎士の逆転記!		1	9784891999353
155467	name:オウカ|name:捨てられ騎士の逆転記!|sub:女神と始めた第二の人生は伝説級の英雄だった件.	捨てられ騎士の逆転記!		1	9784824200969
155468	name:三河尻あび|name:捨てる紙、拾う春	捨てる紙、拾う春		1	9784861178047
155470	name:木田さっつ|name:捨て猫たちのトーチカ	捨て猫たちのトーチカ		1	9784046828354
155478	name:日巻いと|name:掌中の花明かり	掌中の花明かり		1	9784434318924
155483	name:嶋二|name:探しものは愛ですか?	探しものは愛ですか?		1	9784866538440
