first_date	latest_date	n_vols	slug	title	missing	genres	authors
1984-08-25	1987-05-25	7	ahoken-jakkii	あほ拳ジャッキー	both	comedy,action,school	ぜんきよし
1986-09-25	1987-05-25	7	annonzoku	安穏族	both	drama,comedy	石坂啓
1986-05-23	1987-05-25	7	hazunde-ikki	はずんでイッキ!	both	sports,school,romance	宗美智子
1986-09-18	1987-07-17	7	hip-hop-ouendan	ヒップホップ応援団	both	music,comedy,school	うちやましゅうぞう
1985-05-25	1987-07-25	7	utatte-nana-chan	歌って!ナナちゃん	both	music,school	奥村真理子
1985-09-18	1987-11-17	7	famicom-fuuunji	ファミコン風雲児	both	sports,comedy,slice-of-life	池原しげと
1985-12-25	1988-01-01	7	koyamasou-no-kirawaremono	小山荘のきらわれ者	catch	romance,romcom,slice-of-life	なかじ有紀
1987-02-26	1988-08-23	7	one	One	both	romance,drama	宮川匡代
1979-07-25	1988-10-06	7	hananosakitarou	花の咲太郎	both	comedy	ジョージ秋山
1985-10-18	1989-01-19	7	kattobi-heart	かっとびハート	both	sports,comedy	山科けいすけ
1988-08-15	1989-01-25	7	yokosuka-opu	横須賀OP.	both	drama,slice-of-life,music	谷村ひとし
1986-04-15	1989-04-10	7	kochira-saitama-yamanoue-daigaku-bokushingubu	こちら埼玉 山の上大学ボクシング部	both	sports,school,comedy	唯洋一郎
1987-02-18	1989-05-17	7	rajikaru-sukyantei	らじかる好キャンティ	both	sports,drama	山口かつみ
1988-01-25	1989-05-25	7	lovely-mari-chan	ラブリーまりちゃん	both	romance,school	上原きみこ
1989-08-15	1989-08-15	7	boukyou-suit	望郷戦士	both	action,drama,war	北崎拓
1987-08-15	1989-08-15	7	ninja-boy-tonton-tobimaru	忍者ボーイとんとん飛丸	both	adventure,comedy	ひすわし
1989-08-15	1989-08-15	7	oni-no-hidetora	鬼のヒデトラ	both	action,drama	吉田聡
1988-02-20	1989-09-20	7	palette-no-mori	パレットの森	both	fantasy,slice-of-life,romance	前田恵津子
1986-11-15	1989-12-15	7	teiitaimu	ティータイム	both	comedy	Birthday/あんくるさむ/むらかわみちお/新田真子/松原香織/沖由佳雄
1990-05-19	1990-05-19	7	okatte-biyoushitsu	お勝手美容室	both	comedy,slice-of-life	北見けんいち
1985-11-07	1990-09-07	7	susanoou-densetsu	凄ノ王伝説	both	fantasy,action,supernatural	永井豪
1990-09-10	1990-09-10	7	yankee	ヤンキー	both	action,school,drama	山本よしふみ
1989-06-01	1990-11-01	7	machine-head	マシンヘッド	both	mecha,sci-fi,action	(unknown)
1988-08-20	1991-02-20	7	time-limit-nina	タイムリミット!新菜	both	romance,school,drama	聖鈴子
1989-09-25	1991-07-25	7	happy-mari-chan	ハッピーまりちゃん	catch	drama,sports	上原きみこ
1988-11-28	1991-07-27	7	nemonogatari	寝物語	both	romance,drama	柳沢きみお
1990-03-15	1991-07-30	7	sangers	サンガース	both	fantasy,drama	笠原倫
1988-01-05	1991-10-15	7	koumorijou-nau-za-hero	こうもり城NOW THE HERO!	both	fantasy,supernatural,comedy	星川とみ
1991-04-15	1992-02-15	7	dabo	ダボ	both	action,school	かどたひろし
1990-12-11	1992-08-11	7	uchinoko-nanbiki	うちの子なんびき?	both	comedy,slice-of-life	富永裕美
1991-06-20	1992-08-20	7	virgin-blue	バージンブルー	both	romance	森丘茉莉
1991-04-22	1992-10-12	7	tumbling	タンブリング	both	sports,school	鎌田洋次
1990-10-17	1993-02-06	7	yoshiie-douwa	ヨシイエ童話	both	comedy,drama	業田良家
1990-07-10	1993-03-09	7	yaksa	YAKSA	both	action,supernatural,historical	ハヤトコウジ
1993-03-27	1993-05-27	7	uradoori-light	裏通り雷人	both	action,drama	笠太郎
1981-10-15	1993-07-01	7	scrap-stick	スクラップスチック	both	comedy	いしいひさいち
1990-04-25	1993-08-25	7	bikkuriman-ai-no-suit-head-rokoko	ビックリマン愛の戦士ヘッドロココ	both	fantasy,action	藤井みどり
1958-09-01	1993-08-28	7	gekkou-kamen	月光仮面	catch	action	みね武/桑田次郎/村山一夫/井上球二
1992-09-22	1993-09-22	7	sutedoujimatsudairatadashiteru	捨て童子松平忠輝	both	historical,drama	横山光輝
1992-05-16	1993-11-12	7	kiza	KIZA	both	drama,action	畠山耕太郎/松田康志
1990-11-20	1993-11-20	7	abunai-haihiiru	あ・ぶ・な・いハイヒール	both	romance,comedy	佐香厚子
1990-12-06	1993-12-06	7	kouriyuu-densetsu-vuirugasuto	甲竜伝説 ヴィルガスト	both	fantasy,mecha,action	すみだひろゆき
1993-11-22	1993-12-17	7	angel	Angel	catch	comedy,ecchi,romance	遊人
1985-03-01	1993-12-17	7	ura-deka	うら刑事	both	action,drama	緒方恭二
1994-02-06	1994-02-06	7	twin-chikyuu	Twin・地球	both	sci-fi,action	矢島たすく
1994-02-21	1994-02-21	7	oku-no-iromichi	奥の色道	both	drama,ecchi	成田アキラ
1993-12-20	1994-03-20	7	nippon-no-rekishi	マンガ 日本の歴史 現代篇	both	historical,drama	石ノ森章太郎
1991-02-13	1994-05-13	7	green-dream	緑夢	both	fantasy,drama	三浦実子
1994-06-24	1994-06-24	7	kabanmochi-shunkichi	カバン持ち駿吉	both	drama,comedy	高井研一郎
1994-03-15	1994-07-15	7	ossu-shourinji	オッス!少林寺	both	comedy,sports	菊田洋之
1988-05-15	1994-11-15	7	baito-kun-books	バイトくんブックス	both	comedy,slice-of-life	いしいひさいち
1994-12-06	1995-03-06	7	shoogun	ショーグン	catch	action,comedy,drama	所十三
1994-04-09	1995-04-07	7	touryuuden	闘龍伝	both	drama,action	谷村ひとし
1993-01-01	1995-04-22	7	utahime	う・た・ひ・め	catch	ecchi	清水としみつ
1993-03-29	1995-07-28	7	lov-ho	Lov-Ho!	both	comedy,school	山口ヨシノブ
1989-11-22	1995-08-10	7	toyotomi-hideyoshi-ihon-taikouki	豊臣秀吉 異本太閤記	both	action,drama	横山光輝
1992-12-25	1995-08-25	7	arashi-no-jiei-boy-buttobi-fight	嵐のJボーイ ぶっとび闘人	both	soccer,sports	樫本学ヴ
1992-02-13	1995-09-10	7	super-mario-4-koma-manga-oukoku	スーパーマリオ 4コマまんが王国	both	comedy,4-koma	G・G・C
1992-08-17	1996-01-12	7	ring	RiNG	syn	sports	市野治美
1996-03-20	1996-03-20	7	yasei-densetsu	野性伝説	both	action	矢口高雄
1992-07-06	1996-04-05	7	koukou-no-hitotachi	高校の人達	both	comedy,school,slice-of-life	葛原兄
1992-09-18	1996-04-19	7	kadobeni-project	角紅プロジェクト	both	drama	中川雅之
1996-04-25	1996-04-25	7	waru-seiden	ワル正伝	both	action,school	影丸穣也
1993-06-15	1996-05-15	7	suto-tsuu-bakushou-4-koma-gyagu-gaiden	ストⅡ 爆笑!!4コマギャグ外伝	both	4-koma,action,comedy	橋口隆志
1991-12-04	1996-08-13	7	tokyo-guardian	トーキョー・ガーディアン	both	action,supernatural,school	佐野真砂輝＆わたなべ京/佐野真砂輝/わたなべ京
1988-09-05	1996-08-21	7	ooi-yamabiko	オーイ!!やまびこ	both	adventure,drama	矢口高雄
1994-10-15	1996-12-15	7	shousetsu-fajji	小説FUDGE	both	romance,drama	原田やよい
1993-08-10	1997-01-10	7	kyougeki-burai-ryouran	京劇的無頼繚乱	both	historical,drama,romance	西魚リツコ
1996-12-10	1997-01-30	7	slayers-next-film-book	スレイヤーズNEXT フィルムブック	both	fantasy	(unknown)
1997-04-21	1997-04-21	7	kaze-no-tsubasa	風の翼	both	soccer,sports	鎌田洋次
1995-11-20	1997-06-25	7	ranmaru-toripuru-ekkusu	乱丸XXX	catch	comedy,ecchi,romance,romcom,school,slice-of-life	乾はるか
1996-03-19	1997-09-19	7	kimi-dake-o-mitsumeteru	君だけをみつめてる	both	romance,school	七瀬あゆむ
1995-06-23	1997-09-25	7	natsu-no-rakuin	夏の烙印	both	romance,drama,school	夏生ひばり
1995-02-10	1997-09-25	7	tenshi-no-jikuusen	天使の時空船	catch	sci-fi,fantasy	松本零士
1995-09-08	1997-10-09	7	onaka-ha-suita	おなかはすいた?	both	gourmet,romance,comedy	東城三紀夫
1997-10-10	1997-10-10	7	tantei-bose-21-kyuusan	探偵ボーズ21休さん	both	mystery	三浦とりの
1992-04-09	1998-02-09	7	teyandei-baby	てやんでいbaby	both	comedy,ecchi	とみさわ千夏
1995-07-14	1998-03-17	7	uranai-gakuen-star-dice	占い学園スターダイス	both	fantasy,school,supernatural	琴川彩
1997-03-07	1998-05-10	7	janjan-baribari	ジャンジャンバリバリ	both	comedy,drama	石山東吉
1995-07-06	1998-06-05	7	plamo-wars	プラモウォーズ	both	action,school	今木商事
1996-04-12	1998-07-13	7	hanjuku-restaurant	半熟レストラン	both	comedy	荻丸雅子
1994-10-12	1998-09-10	7	seikimatsu-darling	世紀末・ダーリン	both	comedy,romance	なると真樹
1997-10-23	1998-10-22	7	naisen-893	内線893	both	drama,comedy	山本康人
1996-09-24	1998-11-24	7	j	J	both	action,drama,suspense	里見桂
1996-11-15	1999-03-17	7	kick-kick	Kick!Kick!!	both	sports,school	奥谷通教
1991-12-10	1999-04-10	7	jinrouzoushi	人狼草紙	both	fantasy,supernatural	楠桂
1996-02-13	1999-07-01	7	teppen-1993	てっぺん	both	sports,drama	万里村奈加
1998-06-17	1999-07-16	7	g-hard	G・hard	both	action,drama	所十三/史村翔
1987-07-29	1999-09-19	7	sons	Sons	both	drama	三原順
1995-10-07	1999-11-08	7	mangetsu-no-yoru	満月の夜	both	romance,drama	原田梨花
1992-04-13	1999-12-09	7	pajama-date	パジャマ・デート	both	romance,school	木村千歌
1991-06-10	2000-05-01	7	gokuraku-family	極楽ファミリー	both	comedy,slice-of-life	唯洋一郎
1999-01-19	2000-05-19	7	bourgeois-deka	ブルジョワ刑事	both	drama	水穂しゅうし
1995-09-29	2000-05-29	7	live	LIVE!!	both	sports,drama	市東亮子
1998-03-17	2000-07-17	7	kochira-shinjuku-frippers	こちら新宿FIPPERS	both	drama,comedy	渋染かずき
1997-06-04	2000-08-03	7	comic-inagawa-junji-no-sugooku-kowai-hanashi	コミック稲川淳二のすごーく恐い話	both	horror	琴川彩/風忍/洋介犬/河原達弘/瀬河美紀/井上芳之助/稲川淳二/桜水樹/ダイナミックプロダクション/野口千里/津上柊子/河村万理/鯖玉弓/黒百合姫/こきま大
2000-04-24	2000-08-23	7	chou-shoujo-asuka	超少女明日香	both	action,sci-fi	和田慎二
1992-03-19	2000-09-19	7	ame-no-hi-wa-koi-o-suru	雨の日は恋をする	both	romance,drama	坂井久仁江
1999-12-15	2000-11-16	7	nakuyo-uguisu	泣くようぐいす	both	baseball,sports	木多康昭
1995-05-17	2000-11-17	7	jiji-baba-fight	じじばばファイト!	both	comedy,action	西川伸司
2000-06-30	2001-01-20	7	kurikara-monmon	倶利伽羅もんもん	both	historical,supernatural	永久保貴一
1998-11-01	2001-01-23	7	the-skull-man	スカルマン	both	action,horror,supernatural	MEIMU/石ノ森章太郎
1999-09-17	2001-02-19	7	boing	Boing	both	comedy,ecchi	山口譲司
1996-12-17	2001-02-22	7	pachinko-don-quixote	パチンコ・ドンキホーテ	both	sports,comedy,drama	谷村ひとし
1999-06-03	2001-03-02	7	daikuukou	大空港	both	drama	野口賢
2000-08-08	2001-03-13	7	ee-kami-san-o-isseki	えーカミさんを一席	both	comedy,drama	星野めみ
2001-04-04	2001-04-04	7	sekaiichi-saoshina-otoko-date-senzou	世界一さお師な男伊達千蔵	both	sports,comedy	高橋ゆたか
1999-11-19	2001-04-19	7	autosaidaa-higashi-sousuke	アウトサイダー東宗介	both	drama,action	森田信吾
2000-07-21	2001-04-23	7	hana-no-uta	花のうた	both	drama,slice-of-life	守村大
1999-04-19	2001-05-18	7	songai-hoken-chousain-gori	損害保険調査員ゴリ	both	drama,mystery	愛馬広秋
1999-09-22	2001-05-23	7	order-made	Order-Made	both	romance,drama	高梨みどり
2001-06-12	2001-06-12	7	tezuka-osamu-kyoufu-tanpenshuu	手塚治虫恐怖短編集	both	horror,supernatural	手塚治虫
2000-05-17	2001-06-15	7	ryouma-e	龍馬へ	both	action	むつ利之
1998-01-19	2001-06-19	7	full-power-monkey	フルパワーmonkey	both	action,comedy,school	亜太川ふみひろ
1999-10-19	2001-06-19	7	mad-buru-2000	マッド・ブル2000	catch	action,comedy,drama,mystery	井上紀良
1999-02-22	2001-06-22	7	sore-wa-enokida	それはエノキダ!	both	comedy,slice-of-life	須賀原洋行
1999-02-04	2001-08-08	7	great-bakusou-yarou-again	グレイト爆走野郎AGAIN	both	sports,school,comedy	三原雄介
2000-04-14	2001-10-12	7	valkyrie-profile-4koma-4-ga-gekijou	ヴァルキリープロファイル 4コママンガ劇場	both	comedy,fantasy,4-koma	(unknown)
2001-02-07	2001-10-21	7	bishou-hari	美少玻璃	both	drama,fantasy,romance	小澤奈央/松本ゆうか/摩耶薫子/たちばなれい/大出なつみ
2001-10-25	2001-10-25	7	tokyo-karumen	東京カルメン	both	romance,drama	花小路ゆみ
2001-04-07	2002-02-12	7	island	アイランド	both	horror,action,supernatural	梁慶一
2000-03-27	2002-02-27	7	valkyrie-profile-2000	ヴァルキリープロファイル	catch	comedy,fantasy	魔神ぐり子
2001-05-05	2002-04-20	7	gakuen-senki-muryou	学園戦記ムリョウ	both	sci-fi,school,drama	滝沢ひろゆき
1995-05-15	2002-04-20	7	kuma-chan	くまちゃん	both	comedy,slice-of-life	片桐澪
1993-04-15	2002-09-18	7	mayumi	まゆみ!	both	romance,school	田辺真由美
2000-05-20	2002-09-20	7	mirai-ningen-go-go-go	未来人間GO GO GO	both	comedy	佐藤まさき
2001-05-25	2003-02-28	7	shuumahha	しゅーまっは	both	comedy,school	伯林
1985-02-26	2003-07-30	7	soldier-boy	ソルジャーボーイ	both	action,drama	川原由美子
1986-09-06	2003-12-10	7	abare-tendou	あばれ天童	both	historical,action	横山光輝
2003-12-10	2003-12-10	7	the-cop	ザ・コップ	both	action	叶精作
2003-06-25	2004-02-25	7	usshii-tono-hibi	ウッシーとの日々	both	essay	はた万次郎
2002-06-06	2004-05-06	7	uhha-harem-gakuseiryou	ウッハ!ハーレム学生寮	catch	ecchi	松浦まどか
2004-05-13	2004-05-13	7	honki-sandaana	本気!samdhana	both	action,drama	立原あゆみ
2001-10-15	2004-09-05	7	madman-call	Madman Call	both	suspense,drama	津寺里可子
2004-02-14	2005-04-21	7	gush-mania	GUSH mania	both	bl	葛井美鳥/千歳ぴよこ
2004-04-27	2005-05-30	7	comic-sengoku-musou-samurai-wars	コミック戦国無双 サムライウォーズ	both	historical,action,samurai	(unknown)
2004-03-25	2005-12-10	7	double-soul	ダブルソウル	both	action,supernatural,school	真壁太陽
2004-07-25	2006-01-20	7	junk	JUNK	both	sci-fi,action	麻宮騎亜
2004-03-12	2006-03-13	7	pink-no-idenshi	PINKの遺伝子	catch	ecchi,romance	柚月純
2006-04-10	2006-04-10	7	erementar-gerad-soukuu-no-senki	EREMENTAR GERAD 蒼空の戦旗	catch	action,adventure,fantasy,romance	東まゆみ
2003-10-27	2006-05-27	7	seisenki-eruna-saga-tsuu	聖戦記エルナサーガ Ⅱ	both	fantasy,action	堤抄子
2003-03-30	2006-06-30	7	suminonchi-no-jijou	墨野ん家の事情	both	comedy,school,slice-of-life	オオノサトシ
2005-01-30	2006-10-30	7	yokujou-shii-makkusu	欲情〔C〕MAX	both	romance,ecchi	右京あやね
2004-04-25	2006-12-25	7	nanairo-miracle	なないろ☆ミラクル	both	fantasy,romance	かなき詩織
2003-03-17	2007-02-16	7	reijuuki	霊獣記	both	action,fantasy,supernatural	岡田鯛
2006-04-30	2007-03-23	7	comic-2-2-samurai-survivor	コミック戦国無双2 サムライサバイバー	both	historical,action,samurai	光栄
1980-10-25	2007-08-30	7	todoroke-ichiban	とどろけ!一番	both	sports,drama,comedy	のむらしんぼ
2006-10-10	2007-10-05	7	tsubaki-knight-club	椿ナイトクラブ	both	action,comedy	哲弘
1990-07-25	2008-05-20	7	d-walk	D-walk	both	romance,drama	立野真琴
2004-11-05	2008-09-02	7	kouchuu-tar-mushi-king	甲虫王者ムシキング	catch	action,adventure,fantasy	今賀俊
2004-03-01	2008-10-29	7	shounen-shinkaron	少年進化論	both	romance,school	くさなぎ俊祈
2001-12-03	2009-05-07	7	haken-desu	派遣です!	both	drama,comedy	おおた綾乃
2008-08-10	2009-06-20	7	punisher	PUNISHER	both	action,school	佐渡川準
2007-10-23	2009-10-23	7	fukkatsu-dai-san-yakyuubu	復活!!第三野球部	both	baseball,sports	むつ利之
2008-07-17	2009-11-17	7	urasouke-yondaime-hattori-hanzou-karoku	裏宗家四代目服部半蔵花録	both	historical,samurai,action	かねた丸
2009-12-03	2009-12-03	7	nanairo-kamen	七色仮面	both	action,sci-fi	一峰大二
1933-12-05	1969-09-25	6	norakuro-gochou	のらくろ伍長	both	comedy,war	田河水泡
1934-12-09	1969-09-25	6	norakuro-gunsou	のらくろ軍曹	both	comedy,war	田河水泡
1937-05-14	1969-10-15	6	norakuro-shoui	のらくろ少尉	both	comedy,war	田河水泡
1975-06-01	1976-08-05	6	tsuraize-boku-chan	つらいぜ!ボクちゃん	catch	comedy,drama,slice-of-life	高橋亮子
1977-07-20	1978-03-20	6	shikkari-chounan	しっかり!長男	catch	romcom,comedy,slice-of-life	高橋亮子
1981-07-15	1982-05-15	6	dash-shoutarou	ダッシュ!翔太郎	both	sports	西岡たか史
1981-09-20	1982-09-05	6	runrun-company	るんるんカンパニー	both	comedy,slice-of-life	とり・みき
1983-01-15	1983-01-15	6	sangunshin-sanjou	三軍神参上!	both	fantasy,action	宮原ナオ
1983-01-15	1983-05-15	6	ore-wa-namazumono	おれはナマズ者	both	sports,comedy	はしもとみつお
1982-07-25	1983-06-10	6	houkago-nana	放課後ナナ	both	school	地引かずや
1982-08-10	1983-07-15	6	eejanai-ka	ええじゃない課	both	comedy,gag,slice-of-life,4-koma	山上たつひこ
1981-06-15	1983-10-14	6	ohayou-sora	おはよう空!	both	sports,school	まさき輝
1983-04-25	1983-12-25	6	baajin-road	ばあじんロード	both	romance	金井たつお
1984-06-25	1984-07-25	6	pinkunokaatenni	ピンクのカーテン〔★〕2	catch	ecchi,romance,slice-of-life	ジョージ秋山
1983-11-15	1984-09-15	6	harumi-120-paasento	春美120％	both	comedy,romance,sports	岡崎つぐお
1984-05-20	1985-01-15	6	moero-ichifu	燃えろ!一歩	both	sports	堂上まさ志/企画/明石のぼる
1983-10-25	1985-05-25	6	3d-koshien-purakon-taisaku	3D甲子園プラコン大作	both	baseball,sports	たかや健二/十川俊一郎
1983-05-25	1985-07-25	6	zeroyon-kyuuta	ゼロヨンQ太	both	sports,comedy	池田淳一
1982-10-20	1985-07-31	6	saishuu-sensou-densetsu	最終戦争伝説	both	sci-fi,fantasy,drama	山田ミネコ
1985-03-18	1985-10-26	6	oda-nobunaga	織田信長	both	action,drama	横山光輝
1985-11-20	1985-12-20	6	batorunaito-ken	バトルナイト剣	both	action,fantasy	岡崎沙実
1986-04-01	1986-04-01	6	please-mr-jockman	プリーズMr.ジョックマン	both	sports,school	佐藤宏之
1981-08-10	1986-04-25	6	arumaito-senmenki	あるまいとせんめんき	both	romance	しらいしあい
1985-06-25	1986-04-30	6	melty-lemon-for-boys	メルティ・レモン FOR BOYS	both	romcom,ecchi	MEIMU/みやすのんき/士郎正宗
1986-03-15	1986-05-15	6	koike-kazuo-no-za-shibi-golf	小池一夫のザ・シビゴルフ	both	sports,drama	芳谷圭児
1986-07-10	1986-07-10	6	downtown-mogu	ダウンタウンモグ	both	comedy,school	古谷三敏/ファミリー企画/市原吉之
1985-04-01	1986-09-15	6	hard-boiled	ハードBOYルド	both	action,comedy	谷村ひとし/D
1986-11-01	1987-05-10	6	reflex-1987	Reflex	both	action,sci-fi	Ken-G/あらきあきら/フレッド・ケリー/中山たろう
1986-10-18	1987-06-17	6	shinpen-gegege-no-kitarou	新編ゲゲゲの鬼太郎	both	supernatural,horror	水木しげる
1981-12-30	1987-07-01	6	harukanaru-umi-e	遥かなる海へ	both	romance,drama	津雲むつみ
1987-07-01	1987-09-01	6	bogey	ボギー	both	action,sports	芳谷圭児
1983-11-25	1987-09-10	6	farukon-50	ファルコン50	both	sci-fi	聖悠紀
1986-10-30	1987-09-30	6	heart-no-kuni-no-juliet	ハートの国のジュリエット	both	romance,fantasy	浦川佳弥
1987-03-17	1987-10-17	6	aogeba-toutoshi	仰げば尊し!	both	baseball,sports	所十三
1987-06-20	1987-10-20	6	b-w	B/W	both	romance,drama	池田さとみ
1985-07-20	1987-11-20	6	happouyabure	はっぽうやぶれ	both	sports,drama	かわぐちかいじ
1986-06-30	1987-11-28	6	famicom-rannaa-takahashi-meijin-monogatari	ファミコンランナー高橋名人物語	both	sports,drama	河合一慶
1987-12-17	1987-12-17	6	odoron-angel	おどろんエンジェル	both	comedy,fantasy	青沼貴子
1987-12-25	1987-12-25	6	sweet-raburabu	Sweetらぶらぶ	both	romance,comedy	井口ユミ
1986-11-25	1988-01-25	6	gin-no-oni-1986	銀の鬼	both	romance	茶木宏実
1986-09-10	1988-01-25	6	kugishi-hourouki	釘師放浪記	both	drama,comedy	石神保
1987-10-06	1988-03-05	6	erinuki-tensai-bakabon	えりぬき天才バカボン	both	comedy	赤塚不二夫
1984-04-15	1988-03-15	6	tottemo-hijikata-kun	とってもひじかた君	both	comedy	鈴宮和由
1985-02-18	1988-06-17	6	yatsupa-ahoogan-yo	やっぱ!アホーガンよ	both	comedy,school	柴山みのる
1988-10-02	1988-10-02	6	mugen-yasou	夢幻夜想	both	fantasy,romance	佐々木みすず
1988-08-26	1989-01-27	6	black-shoukai-henkirou	ブラック商会変奇郎	both	horror,supernatural,mystery	藤子不二雄Ⓐ/藤子不二雄
1989-01-15	1989-05-15	6	sensei-ga-suki	先生が好き	both	romance,school	望月あきら
1987-08-20	1989-06-20	6	angel-1987	エンジェル	both	romance,drama	高瀬由香
1988-11-22	1989-06-23	6	kumo-ni-noru	雲にのる	both	drama,fantasy	本宮ひろ志
1989-01-20	1989-07-21	6	shounen-esuefu-tanpen	少年SF短篇	both	sci-fi,drama	藤子不二雄
1989-06-02	1989-09-02	6	shin-bikkuriman-omoshiro-land	新・ビックリマンおもしろランド	both	adventure,fantasy	(unknown)
1989-07-10	1989-09-08	6	keisatsuken-monogatari	警察犬物語	both	drama	石川サブロウ
1988-11-01	1990-02-01	6	oratorio-scape	ORATORIO SCAPE	both	fantasy,music	沢田翔
1989-10-28	1990-03-27	6	yume-koujou	夢工場	both	drama,slice-of-life	弘兼憲史
1990-03-30	1990-03-30	6	tottemo-iin	とっても医院	both	romcom	みやはら啓一
1982-05-25	1990-04-05	6	super-kid	すーぱあキッド	both	comedy,school	谷地恵美子
1988-09-20	1990-08-20	6	tonbi-generation	TONBI!ジェネレーション	both	romance,drama	佐柄きょうこ
1989-07-17	1990-11-17	6	neppuu-kids	熱風kids	both	sports,comedy	うちやましゅうぞう
1989-08-25	1990-11-25	6	miniyon-toppu	ミニ四トップ	both	sports	たなかてつお
1968-08-05	1990-12-20	6	chako-chan-no-nikki	チャコちゃんの日記	catch	slice-of-life	今村洋子
1988-05-15	1991-03-15	6	shounen-janki-higashi	少年雀鬼-東-	both	sports	中島徹
1990-08-23	1991-05-23	6	taiheiki	太平記	both	historical,drama	横山まさみち
1989-10-25	1991-07-25	6	gin-no-toushiyuuzu	銀のトウシューズ	both	drama,music	上原きみこ
1990-12-15	1991-12-15	6	otokichi-kun-no-piano-monogatari	音吉君のピアノ物語	both	music,drama,romance	林倫恵子
1990-07-05	1992-02-03	6	kakatte-kinasai	かかってきなさい!	both	romance,comedy	谷地恵美子
1992-02-13	1992-05-11	6	dengeki-gurentai	電劇愚連隊	both	comedy,action	国友やすゆき
1990-12-01	1992-05-15	6	ariel-comic	ARIEL COMIC	both	comedy,mecha	笹本祐一
1990-10-25	1992-05-19	6	tankii	童乩	both	supernatural,horror,historical	石川優吾
1992-06-28	1992-06-28	6	go-west-2004	Go!west	both	adventure,comedy	巣田祐里子
1989-02-17	1992-07-17	6	hana-no-asuka-gumi-gaiden	花のあすか組!外伝	catch	action,drama	高口里純
1991-11-15	1992-09-15	6	sengoku-koshien	戦国甲子園	both	baseball,sports	桐山光侍
1989-12-23	1992-09-30	6	koihamirakuru	恋はミラクル!	catch	comedy,drama,ecchi,romance	雨宮淳
1992-05-20	1992-11-20	6	akitsushima	秋津島	both	historical,drama,supernatural	うつぎ鳥子
1993-03-12	1993-06-11	6	nippon-no-don	日本の首領	both	action,mystery,suspense	城野晃
1993-03-14	1993-08-20	6	dokudane-tokuhain-kasuga	毒ダネ特派員・カスガ	both	drama	さいとう・たかを
1992-01-06	1994-01-06	6	kyuuketsuki-ni-chigainai	吸血鬼にちがいない	both	supernatural,romance	山田卓司
1994-01-10	1994-02-10	6	manga-bungaku-zenshuu	漫画文学全集	both	comedy,drama	東海林さだお
1993-04-02	1994-03-04	6	chibi	Chibi	both	comedy	高橋陽一
1993-01-12	1994-04-12	6	buya-jitsuroku-andou-gumi	ブヤ 実録・安藤組	both	action,historical	神田たけ志
1992-11-17	1994-04-16	6	birdy-birdy	バーディーバーディー	both	sports	中西やすひろ
1994-01-05	1994-07-15	6	haou-no-mori	覇王の森	both	historical,drama	石山東吉
1993-08-17	1994-08-17	6	hi5	Hi5!	both	sports,comedy	松田尚正
1994-10-03	1994-10-03	6	mondai-sararii-man	問題サラリーMAN	both	comedy,drama	中崎タツヤ
1991-07-13	1994-12-17	6	sekigan-no-ryuu	隻眼の竜	both	action,drama	横山光輝
1992-08-08	1995-02-09	6	ryoushuusho-monogatari	領収書物語	both	comedy	前川つかさ
1993-06-01	1995-03-08	6	ue-o-muite-arukou	上をむいて歩こう	both	sports,drama	山口かつみ
1991-07-25	1995-03-25	6	waao-kenchiyan	わ～お!ケンちゃん	both	comedy,school,gag	竹村よしひこ
1991-10-27	1995-04-29	6	maria	マリア	both	action	土山しげる
1994-04-23	1995-08-09	6	chou-kowai-gakkou-no-kaidan	超こわい学校の怪談	both	horror,school	阿部ゆたか＆学校の怪談調査団
1995-08-20	1995-08-20	6	i-love-you	I love you	both	romance,school	高瀬由香
1990-01-17	1996-01-08	6	biibappu-kaizokuban	Be-bop 海賊版	catch	comedy,slice-of-life	小林まこと/まんひるめめおか
1996-01-10	1996-01-10	6	project-arudora	プロジェクト魔王	both	fantasy,comedy	ハルノ宵子
1993-04-25	1996-06-25	6	mandragora	マンドラゴラ	both	horror,supernatural	高階良子
1996-07-11	1996-07-11	6	butou-no-teiou	武闘の帝王	both	action,drama	緒方恭二
1994-09-09	1996-08-09	6	tokyo-biijiei	東京BJ	both	drama	柳沢きみお
1995-01-10	1996-08-20	6	case-hard	ケースハード	both	sci-fi,action	松本零士
1995-12-15	1996-09-15	6	super-bomberman	スーパーボンバーマン	both	action,comedy	むさしのあつし
1994-09-19	1996-09-19	6	azumi-manma-miia	あずみマンマ・ミーア	both	historical,action,samurai	若尾はるか
1996-12-10	1996-12-10	6	bang-2	Bang!!!2	both	action	鈴木ダイ
1995-06-13	1997-05-13	6	doonika-shitai	どーにかしたい!!	both	romcom,school	湖東美朋
1997-05-26	1997-05-26	6	hajime-ningen-gon	はじめ人間ゴン	both	comedy,adventure	篠田ひでお
1996-08-23	1997-08-22	6	rhythm	リズム	both	music,drama	山本康人
1996-12-10	1997-08-25	6	kusabue-no-koro	草笛の季節	both	historical,drama	村野守美
1995-08-30	1997-08-30	6	pingu-comic	Pingu Comic	both	comedy	ミッシェル・ニー
1996-05-15	1997-09-25	6	yattane-ramos-kun	やったね!ラモズくん	both	comedy,soccer,sports	樫本学ヴ
1997-04-19	1997-10-20	6	wings	WINGS	both	sports,drama	鎌田洋次
