slug	title	seed_max	page_max	missing	status	title_id	next_cid
itaikena-hitomi	いたいけな瞳	5	8	3	completed	322042	322042_006
boku-ga-dorobou-ni-natta-wake	ボクが泥棒になった理由	1	4	3	completed	264539	264539_002
kuroha-to-nijisuke	クロハと虹介	1	4	3	completed	60006955	60006955_002
chisa-pon	ちさ×ポン	5	8	3	completed	202796	202796_006
horobi	滅日	2	5	3	completed	8540	8540_003
lupin-iii-m	ルパン三世M	5	8	3	completed	20026655	20026655_006
watari	ワタリ	4	7	3	completed	490467	490467_005
anata-no-omocha	あなたのオモチャ	1	4	3	completed	183017	183017_002
tasogaredou-e-youkoso	黄昏堂へようこそ	4	7	3	completed	20007027	20007027_005
super-maid-chirumi-san	スーパーメイドちるみさん	9	12	3	completed	254379	254379_010
tatakau-maid-san	戦うメイドさん!	3	6	3	completed	292992	292992_004
asatte-dance	あさってDANCE	4	7	3	completed	1190	1190_005
battle-club	バトルクラブ	3	6	3	completed	60004331	60004331_004
gakuen-kakumeiden-mitsurugi	学園革命伝ミツルギ	7	10	3	completed	385467	385467_008
spriggan	スプリガン	8	11	3	completed	194224	194224_009
hipunoshisu-maiku-division-rap-battle-side-b-b-m-t-c	ヒプノシスマイク	3	6	3	completed	624315	624315_004
seiken-densetsu-legend-of-mana	聖剣伝説 レジェンドオブマナ	2	5	3	completed	20041359	20041359_003
shiori-to-shimiko	栞と紙魚子	1	4	3	completed	245309	245309_002
souryuuden	創竜伝	2	5	3	completed	60001174	60001174_003
shabake-manga	しゃばけ漫画	1	4	3	completed	446395	446395_002
sutegataki-hitobito	捨てがたき人々	2	5	3	completed	210415	210415_003
mr-boy	Mr.ボーイ	1	4	3	completed	298118	298118_002
crew-de-gozaimasu	CREWでございます!	1	4	3	completed	445382	445382_002
gajumaru-family	がじゅまるファミリー	6	9	3	completed	20004843	20004843_007
touring-express-tokubetsuhen	ツーリング・エクスプレス特別編	4	7	3	completed	545997	545997_005
mesu-yo-kagayake	メスよ輝け!!	12	15	3	completed	401476	401476_013
free	FREE	3	6	3	completed	20008858	20008858_004
ningyoushi-no-yoru	人形師の夜	3	6	3	completed	246762	246762_004
kurukuru-kurin	クルクルくりん	3	6	3	completed	418379	418379_004
madame-to-misutaa	マダムとミスター	2	5	3	completed	300937	300937_003
target	ターゲット	2	5	3	completed	20010584	20010584_003
pittari	ぴったり!!	1	4	3	completed	352005	352005_002
tenshi-no-serenade	天使のセレナーデ	2	5	3	completed	177127	177127_003
suimeikyuu	水迷宮	4	7	3	completed	1289690	1289690_005
ol-kyousoukyoku	OL狂騒曲	1	4	3	completed	277356	277356_002
shutsudou-miniska-police	出動!!ミニスカポリス	3	6	3	completed	7830	7830_004
ultra-seven	ウルトラセブン	3	6	3	completed	372572	372572_004
jibaku-shounen-hanako-kun	地縛少年花子くん	25	27	2	ongoing	315812	315812_026
kimi-wa-yotsuba-no-clover	きみは四葉のクローバー	9	11	2	ongoing	1705096	1705096_010
clover-1997	Clover	2	4	2	completed	139927	139927_003
exorcist-no-kiyoshi-kun	悪祓士のキヨシくん	8	10	2	ongoing	20105407	20105407_009
d-n-angel	D・N・ANGEL	13	15	2	completed	182444	182444_014
tensei-goblin-dakedo-shitsumon-aru	転生ゴブリンだけど質問ある?	14	16	2	ongoing	803287	803287_015
anatatachi-soredemo-sensei-desu-ka	あなた達それでも先生ですかっ!	5	7	2	ongoing	20089575	20089575_006
shachou-to-sake-to-hoshi	社長と酒と星	7	9	2	ongoing	1950019	1950019_008
sei-naru-otome-to-himegoto-o	聖なる乙女と秘めごとを	11	13	2	ongoing	1691883	1691883_012
samuwan-herutsu	さむわんへるつ	3	5	2	ongoing	20161945	20161945_004
boku-to-roboko	僕とロボコ	26	28	2	ongoing	855753	855753_027
tera-e	地球へ…	3	5	2	completed	302461	302461_004
orochi	おろち	4	6	2	completed	280858	280858_005
guilty-circle	ギルティサークル	20	22	2	ongoing	1006463	1006463_021
giant-ojou-sama	ジャイアントお嬢様	11	13	2	ongoing	20038854	20038854_012
sensou-wa-onna-no-kao-o-shite-inai	戦争は女の顔をしていない	4	6	2	ongoing	704662	704662_005
new-york-new-york	ニューヨーク・ニューヨーク	2	4	2	completed	181522	181522_003
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	こちら葛飾区亀有公園前派出所	201	203	2	completed	188599	188599_202
battle-studies	バトルスタディーズ	48	50	2	ongoing	60001030	60001030_049
marginal	マージナル	3	5	2	completed	269361	269361_004
golden-man	ゴールデンマン	9	11	2	completed	1563653	1563653_010
doesu-obake-ga-nekasete-kurenai	ドSおばけが寝かせてくれない	1	3	2	completed	1296162	1296162_002
hiniiru	ヒニイル	3	5	2	completed	296548	296548_004
five	ファイブ	13	15	2	completed	374099	374099_014
urabaito-toubou-kinshi	裏バイト:逃亡禁止	18	20	2	ongoing	806515	806515_019
rekkyou-sensen	列強戦線	7	9	2	ongoing	1506898	1506898_008
nightmare-maker	Nightmare maker	4	6	2	completed	131393	131393_005
the-moon	ザ・ムーン	4	6	2	completed	288115	288115_005
taika-no-risei	タイカの理性	6	8	2	ongoing	1824808	1824808_007
yume-neko-nekuto	ゆめねこねくと	8	10	2	ongoing	1716516	1716516_009
togainu-no-chi	咎狗の血	8	10	2	completed	141291	141291_009
bijo-ga-yajuu	美女が野獣	3	5	2	completed	390961	390961_004
dear-mine	ディアマイン	2	4	2	completed	222553	222553_003
yaseppochi-to-futoccho	やせっぽちとふとっちょ	1	3	2	completed	724129	724129_002
koi-suru-lip-teinto	恋するリップ・ティント	5	7	2	ongoing	20114968	20114968_006
shanaou-yoshitsune	遮那王義経	22	24	2	completed	275872	275872_023
tende-shouwaru-cupid	てんで性悪キューピッド	2	4	2	completed	268418	268418_003
genei-musou	幻影夢想	3	5	2	completed	322461	322461_004
cyborg-jii-chan-g	CYBORGじいちゃんG	2	4	2	completed	206770	206770_003
tokyo-toy-box	東京トイボックス	1	3	2	completed	932424	932424_002
aisai-no-ura-aka	愛妻の裏アカ	7	9	2	ongoing	1686176	1686176_008
supasu-pa	すぱすぱ	4	6	2	completed	1225504	1225504_005
miiko-desu	みい子で～す！	4	6	2	completed	211087	211087_005
yuugeki-uchuu-senkan-nadeshiko	遊撃宇宙戦艦ナデシコ	2	4	2	completed	1340991	1340991_003
cambria	カンブリア	1	3	2	completed	2324045	2324045_002
ekiben-hitoritabi	駅弁ひとり旅	15	17	2	completed	14030	14030_016
sakendeyaruze	叫んでやるぜ!	3	5	2	completed	20005689	20005689_004
aisareteru-baai-ja-nai-no	愛されてる場合じゃないの	3	5	2	completed	20143865	20143865_004
yuusha-no-musume-to-midoriiro-no-mahoutsukai	勇者の娘と緑色の魔法使い	1	3	2	completed	60221258	60221258_002
milk-crown	ミルククラウン	2	4	2	completed	183175	183175_003
kanpachi	かんぱち	8	10	2	completed	207214	207214_009
shin-sommelier-shun-no-wine	新ソムリエ瞬のワイン	6	8	2	completed	240581	240581_007
za-change	ざ・ちぇんじ!	2	4	2	completed	352507	352507_003
oki-ni-mesu-mama-1994	お気に召すまま。	1	3	2	completed	20099620	20099620_002
genma-taisen	幻魔大戦	2	4	2	completed	264728	264728_003
ao-no-tatsuki	あおのたつき	19	21	2	ongoing	689584	689584_020
zenra-zip	全裸. zip	1	3	2	completed	469840	469840_002
breakdown	ブレイクダウン	5	7	2	completed	8830	8830_006
colorful-palette	カラフル・パレット	3	5	2	completed	210507	210507_004
shiharu-genesis	しはるじぇねしす	4	6	2	completed	206378	206378_005
gekikara-kachou	激辛課長	1	3	2	ongoing	821805	821805_002
ashiarai-yashiki-no-juunintachi	足洗邸の住人たち。	11	13	2	completed	1461057	1461057_012
mayonaka-no-jewel	真夜中のジュエル	1	3	2	completed	183840	183840_002
hamster-club	ハムスター倶楽部	1	3	2	completed	617788	617788_002
senkou-shoujo	閃光少女	1	3	2	completed	220141	220141_002
extreme-summer-shooter-s	EXTREME SUMMER SHOOTER'S!	1	3	2	completed	981320	981320_002
hajimete-no-onii-chan	はじめてのおにいちゃん	3	5	2	ongoing	20139161	20139161_004
giratsuki-joushi-to-gisou-kekkon	ギラつき上司と偽装結婚!?	6	8	2	completed	650980	650980_007
yuuyake-banchiyou	夕やけ番長	15	17	2	completed	228585	228585_016
so-what	So what?	4	6	2	completed	246755	246755_005
kimama-ni-idol	気ままにアイドル	5	7	2	completed	10001686	10001686_006
futari-2-omakase	2人におまかせ	4	6	2	completed	60001113	60001113_005
high-heel-cop	ハイヒールCOP	3	5	2	completed	265797	265797_004
change	チェンジ	3	5	2	completed	20060635	20060635_004
apparel-dog	アパレルドッグ	6	8	2	ongoing	1719189	1719189_007
angel	Angel	5	7	2	completed	29490	29490_006
tonari-wa-scramble	隣はSCRAMBLE	2	4	2	completed	199160	199160_003
niizuma-no-sodatekata	新妻のそだて方	1	3	2	completed	60000748	60000748_002
sorairo-no-melody	空色のメロディ	3	5	2	completed	318117	318117_004
kigen-2600nen-no-play-ball	紀元2600年のプレイボール	3	5	2	completed	265805	265805_004
kowamote-sensei-no-oshinagaki	怖面先生のおしながき	1	3	2	completed	60226519	60226519_002
hustle-de-ikou	ハッスルで行こう	4	6	2	completed	317633	317633_005
tokiiro-triangle	朱鷺色三角	3	5	2	completed	199172	199172_004
nazo-no-ano-mise	謎のあの店	1	3	2	completed	266752	266752_002
hai-kibun-sakanahime	杯気分!肴姫	5	7	2	completed	27670	27670_006
tetsusabi-haien	鉄錆廃園	4	6	2	completed	335331	335331_005
sengoku-kaijuuki-raigora	戦国怪獣記ライゴラ	3	5	2	ongoing	1657131	1657131_004
takatsuki-jokyouju-no-inbina-hibi	鷹月助教授の淫靡な日々	4	6	2	completed	35700	35700_005
sakura-to-ageha	桜と揚羽	1	3	2	ongoing	2277508	2277508_002
tatsuki-ryou-senshuu	たつき諒選集	1	3	2	completed	1103894	1103894_002
ps-genki-desu-shunpei	P.S.元気です、俊平	9	11	2	completed	678846	678846_010
tsue-to-tsubasa	杖と翼	4	6	2	completed	502181	502181_005
sekai-no-owari-no-yousaiten	世界の終わりの洋裁店	1	3	2	completed	60227105	60227105_002
kami-ni-se-o-muketa-otoko	神に背を向けた男	3	5	2	completed	392519	392519_004
umakake	馬賭け	5	7	2	ongoing	1804657	1804657_006
minna-musical	みんなミュージカル!	1	3	2	completed	201110	201110_002
onna-no-ko-monogatari	おんなのこ物語	3	5	2	completed	639342	639342_004
uchi-no-baai-wa	ウチの場合は	13	15	2	completed	198118	198118_014
maruichiteki-fuukei	まるいち的風景	2	4	2	completed	222558	222558_003
witch-watch	ウィッチウォッチ	26	28	2	ongoing	950316	950316_027
nigejouzu-no-wakagimi	逃げ上手の若君	25	27	2	completed	961446	961446_026
yoru-wa-mijikashi-arukeyo-otome	夜は短し歩けよ乙女	3	5	2	completed	431922	431922_004
imouto-wa-shitte-iru	妹は知っている	7	9	2	ongoing	1803851	1803851_008
miwa-san-narisumasu	ミワさんなりすます	16	18	2	ongoing	20037491	20037491_017
spanish-harem	スパニッシュ・ハーレム	4	6	2	completed	302458	302458_005
bad-da-ne-yoshio-kun	BADだねヨシオくん!	3	5	2	completed	381337	381337_004
wankorobee	わんころべえ	1	3	2	completed	60000334	60000334_002
shin-gyaku-hakkenden-outcolors	新逆八犬伝アウトカラーズ	1	3	2	completed	60009507	60009507_002
isekai-kaeri-no-daikenja-sama-wa-sore-demo-kossori-kurashite-iru-tsumori-desu	異世界帰りの大賢者様はそれでもこっそり暮らしているつもりです	8	10	2	completed	1096237	1096237_009
dainana-joshikai-houkou	第七女子会彷徨	8	10	2	completed	258116	258116_009
afurete-koborete-gaman-dekinai	溢れて零れて、我慢できない	1	3	2	completed	607470	607470_002
ore-o-dame-ni-suru-yuki-chan-sensee	俺をダメにするユキちゃんせんせー	2	4	2	ongoing	1538067	1538067_003
the-jojolands	The JOJOLands	7	9	2	ongoing	1486542	1486542_008
juuousei	獣王星	3	5	2	completed	223309	223309_004
chinyuuki	珍遊記	4	6	2	completed	188062	188062_005
angorumoa	アンゴルモア	10	12	2	completed	301576	301576_011
juliet-no-tamago	ジュリエットの卵	3	5	2	completed	322039	322039_004
renaiteki-shunkan	恋愛的瞬間	3	5	2	completed	336602	336602_004
ningen-shikkaku	人間失格	1	3	2	completed	364984	364984_002
thomas-no-shinzou	トーマの心臓	1	3	2	completed	269358	269358_002
little-witch-academia	リトルウィッチアカデミア	1	3	2	completed	358525	358525_002
uwagaki	ウワガキ	2	4	2	completed	20053676	20053676_003
ribon-no-kishi	リボンの騎士	3	5	2	completed	141481	141481_004
fortune-arterial	Fortune arterial	5	7	2	completed	14700	14700_006
majimoji-rurumo	まじもじるるも	7	9	2	completed	268090	268090_008
kuro-no-souzou-shoukanshi	黒の創造召喚師	1	3	2	completed	422416	422416_002
mushi-to-gankyuu-to-tedibea	蟲と眼球とテディベア	4	6	2	completed	208327	208327_005
gakuen-aidorumasutaa-gold-rush	学園アイドルマスターgold rush	6	8	2	ongoing	1758473	1758473_007
star-red	スター・レッド	1	3	2	completed	269357	269357_002
darling	DARLING	2	4	2	completed	179119	179119_003
kayashimashi-no-yuugana-seikatsu	茅島氏の優雅な生活	1	3	2	completed	174898	174898_002
yume-no-kodomo	夢の子供	4	6	2	completed	264813	264813_005
gakuen-utopia-manabi-straight	がくえんゆーとぴあ まなびストレート!	2	4	2	completed	462365	462365_003
abunai-oka-no-ie	あぶない丘の家	1	3	2	completed	269353	269353_002
beru-star-goutoudan	ベル☆スタア強盗団	1	3	2	completed	310246	310246_002
saint	SAINT	3	5	2	completed	692686	692686_004
boku-no-kawaii-joushi-sama	僕のかわいい上司さま	2	4	2	completed	256593	256593_003
conde-koma	コンデ・コマ	15	17	2	completed	189046	189046_016
loan-wolf	LOAN WOLF	1	3	2	completed	60009503	60009503_002
okini-mesumama	お気に召すまま	1	3	2	completed	338837	338837_002
dhanrepooto	D班レポート	1	3	2	completed	246767	246767_002
hyouyomi-no-victoria	票読みのヴィクトリア	6	8	2	completed	1719185	1719185_007
obito-no-hime-to-kubinashi-kishi	首の姫と首なし騎士	1	3	2	completed	208439	208439_002
watashi-ga-mama-yo	わたしがママよ	3	5	2	completed	294511	294511_004
denjin-arrow	電人アロー	3	5	2	completed	20012636	20012636_004
genwaku-no-matenrou	眩惑の摩天楼	3	5	2	completed	265666	265666_004
youkai-shimatsunin-trauma	妖怪始末人トラウマ!!	4	6	2	completed	224149	224149_005
mayonaka-o-sugitemo	真夜中をすぎても	1	3	2	completed	270754	270754_002
turkey-de-watashi-mo-kangaeta	トルコで私も考えた	2	4	2	completed	259206	259206_003
honba-joshikou-manual	本場ぢょしこうマニュアル	2	4	2	completed	637229	637229_003
pupa	pupa	3	5	2	completed	334283	334283_004
shwd	SHWD(シュード)	1	3	2	completed	2236564	2236564_002
kimi-ni-koisuru-hazu-ga-nai	君に恋するはずがない	1	3	2	completed	864381	864381_002
shirobako	SHIROBAKO	2	4	2	completed	724105	724105_003
senshun-kansoku	浅春観測	1	3	2	completed	983295	983295_002
touhai	凍牌	10	12	2	completed	506840	506840_011
gun-frontier	ガンフロンティア	1	3	2	completed	435065	435065_002
uchuu-kazoku-carlvinson	宇宙家族カールビンソン	11	13	2	completed	23830	23830_012
bannou-bunka-neko-musume	万能文化猫娘	1	3	2	completed	256654	256654_002
fotokano	フォトカノ	2	4	2	completed	204305	204305_003
konyakusha-ni-anata-wa-shourai-uwaki-o-shite-watashi-o-suteru-kara-wakarete-kudasai-to-itte-mita	婚約者に「あなたは将来浮気をしてわたしを捨てるから別れてください」と言ってみた	4	6	2	ongoing	1657133	1657133_005
nickelodeon	ニッケルオデオン	1	3	2	completed	291241	291241_002
full-metal-panic	フルメタル・パニック!	7	9	2	completed	145071	145071_008
taiho-shichauzo	逮捕しちゃうぞ	5	7	2	completed	26790	26790_006
angel-beats-the-4-koma	Angel Beats! the 4コマ	2	4	2	completed	290338	290338_003
nikaidou-jigoku-golf	二階堂地獄ゴルフ	13	15	2	ongoing	1482923	1482923_014
itoshino-nina	いとしのニーナ	2	4	2	completed	645802	645802_003
tende-furiizu	てんでフリーズ!	2	4	2	completed	60000562	60000562_003
mobile-suit-gundam-seed-astray	機動戦士ガンダムSEED ASTRAY	4	6	2	completed	412141	412141_005
akuma-kun	悪魔くん	1	3	2	completed	60004575	60004575_002
b-eyes	B-EYES	2	4	2	completed	222557	222557_003
ghost-rhapsody	ゴースト・ラプソディー	2	4	2	completed	936770	936770_003
tsuri-baka-tachi	釣りバカたち	5	7	2	completed	244675	244675_006
yotsumoji	よつもじ。	1	3	2	completed	694609	694609_002
isekai-teni-de-megami-sama-kara-shukufuku-o	異世界転移で女神様から祝福を!	3	5	2	ongoing	20108941	20108941_004
gomi-seisouin-no-nichijou	ゴミ清掃員の日常	1	3	2	completed	60013899	60013899_002
green-teii-dream	緑茶夢	2	4	2	completed	639343	639343_003
futari-de-ocha-o	ふたりでお茶を	1	3	2	completed	936773	936773_002
boku-dake-ga-shitteiru	ぼくだけが知っている	3	5	2	completed	325506	325506_004
akera-to-magozou	明楽と孫蔵	10	12	2	completed	20005176	20005176_011
shuumatsu-ni-aimashou	週末に会いましょう	3	5	2	completed	265665	265665_004
maico-2010	MAICO 2010	2	4	2	completed	60003109	60003109_003
chouyaku-hyakunin-isshu-utakoi	超訳百人一首 うた恋い。	2	4	2	completed	20057349	20057349_003
kono-kekkon-wa-douse-umaku-ikanai	この結婚はどうせうまくいかない	5	7	2	ongoing	20136159	20136159_006
hanzou-to-juusannin-no-kunoichitachi	半蔵と十三人の女忍たち	2	4	2	ongoing	2197356	2197356_003
ojou-no-ai-wa-ore-no-mono	お嬢の愛は俺のもの	3	5	2	ongoing	1718021	1718021_004
burari-tsuri-samurai	ぶらり釣り侍	1	3	2	ongoing	1144202	1144202_002
yosoji-to-futago-no-meshi-jijou	よそじとふたごのメシ事情	1	3	2	ongoing	1334238	1334238_002
