slug	title	seed_max	page_max	missing	status	title_id	next_cid
neko-neko-nihonshi	ねこねこ日本史	17	18	1	ongoing	282954	282954_018
seishounen-ashibe	青少年アシベ	8	9	1	completed	512973	512973_009
nakasetakute-doushiyou	泣かせたくてどうしよう	1	2	1	completed	1391948	1391948_002
tenshi-no-mure	天使の群れ	2	3	1	completed	249099	249099_003
manga-de-nyanko-daisensou	まんがで!にゃんこ大戦争	18	19	1	ongoing	640134	640134_019
sentou-meka-xabungle-another-gale	戦闘メカザブングルアナザー・ゲイル	8	9	1	ongoing	20053134	20053134_009
futsutsuka-na-kyuuketsuki-desu-suenagaku-yoroshiku-onegai-shimasu	ふつつかな吸血鬼ですが、末永くよろしくお願いします	2	3	1	ongoing	20146784	20146784_003
feathertouch-operation	フェザータッチ・オペレーション	2	3	1	completed	288285	288285_003
gin-no-jeek	銀のジーク	8	9	1	completed	964908	964908_009
koyoi-mo-omachishite-orimasu	今宵もお待ちしております	6	7	1	ongoing	20038200	20038200_007
san-jikisou-yami-baito	SAN値直葬!闇バイト	3	4	1	ongoing	1308154	1308154_004
shitaiyaku-reijou-ni-tensei-shitara-kuromaku-ouji-ni-shuuchaku-sarechaimashita	死体役令嬢に転生したら黒幕王子に執着されちゃいました	2	3	1	ongoing	20137917	20137917_003
kedamono-ouji-no-nise-koi-hanayome	獣王子の偽恋花嫁	2	3	1	ongoing	1999987	1999987_003
bremen-ii	ブレーメンⅡ	4	5	1	completed	242193	242193_005
katei-kyoushi-miki	家庭教師Miki	1	2	1	completed	145604	145604_002
jyajya	ジャジャ	39	40	1	ongoing	183091	183091_040
datsu-tan-typhoon	韃靼タイフーン	3	4	1	completed	143149	143149_004
harumei	ハルメイ	3	4	1	ongoing	1515076	1515076_004
kubishoi-yuusha	くびしょい勇者	3	4	1	ongoing	1691055	1691055_004
akina-chan-kamigakaru	アキナちゃん神がかる	5	6	1	ongoing	20075204	20075204_006
toutatsu-no-akuta	到達のアクタ	4	5	1	ongoing	1917602	1917602_005
yamataika	ヤマタイカ	5	6	1	completed	393087	393087_006
kiritani-san-chotsu-sore-kuunsuka	桐谷さんちょっそれ食うんすか!?	21	22	1	ongoing	397197	397197_022
brotherhood	ブラザーフッド	6	7	1	completed	680454	680454_007
av-joyuu-hajimemasu	AV女優はじめます。	1	2	1	completed	20187586	20187586_002
long-rider-stories	ろんぐらいだぁすとーりーず!	1	2	1	completed	958667	958667_002
shootokeeki-no-ichigo-wa-itsu-taberu	ショートケーキの苺はいつ食べる?	3	4	1	completed	20071493	20071493_004
sono-machi-no-ichimonji-san-ga-warau-toki	その町の一文字さんが笑うとき	2	3	1	ongoing	2083168	2083168_003
shiomi-kun-no-kyuutoushitsu-gohan	シオミくんの給湯室ごはん	2	3	1	ongoing	1804652	1804652_003
manfu-sensei-wa-kyuuketsuki	万府先生は吸血鬼	2	3	1	ongoing	1795783	1795783_003
noomaaku-bakuhaitou	ノーマーク爆牌党	8	9	1	completed	220081	220081_009
naori-wa-shinai-ga-mashi-ni-naru	なおりはしないが、ましになる	4	5	1	ongoing	921975	921975_005
uramiya-honpo-diablo	怨み屋本舗DIABLO	15	16	1	ongoing	1250315	1250315_016
medete-sawatte-amayakashite	愛でて、触って、甘やかして。	4	5	1	completed	1116598	1116598_005
mame-to-mugi	まめとむぎ	2	3	1	ongoing	20092628	20092628_003
otoyan	音やん	19	20	1	completed	178766	178766_020
ookami-kozou	狼小僧	2	3	1	completed	496890	496890_003
ringo-monogatari	林檎ものがたり	1	2	1	completed	20014160	20014160_002
genocide	ジェノサイド	1	2	1	completed	237688	237688_002
seisai-gakuen	制裁学園	8	9	1	completed	829183	829183_009
tropical-hanjirou	トロピカル半次郎	2	3	1	completed	20007750	20007750_003
midoriyama-koukou	緑山高校	19	20	1	completed	228555	228555_020
hardboiled-daddy	ハードボイルド・ダディ	2	3	1	completed	546448	546448_003
timetuber-yukari	TimeTuberゆかり	3	4	1	ongoing	20107327	20107327_004
kyuujou-no-charlotte	球場のシャーロット	2	3	1	ongoing	1589680	1589680_003
kandou-kizoku-na-ore-no-kuzu-gift-ga-tsuyosugiru	勘当貴族なオレのクズギフトが強すぎる!	3	4	1	ongoing	1800061	1800061_004
kissa-rougoku	喫茶牢獄	1	2	1	ongoing	20150579	20150579_002
dokuganryuu-date-masamune	独眼竜伊達政宗	1	2	1	completed	137057	137057_002
bokutachi-diary	ぼくたちダイアリー	2	3	1	completed	279175	279175_003
chuukou-ikkan-sasazuka-koukou-kosumebu	中高一貫!!笹塚高校コスメ部!!	6	7	1	completed	20040806	20040806_007
mojiponika	モジポニカ!	2	3	1	ongoing	2032389	2032389_003
akuma-kamoshirenai	悪魔かもしれない	5	6	1	completed	223902	223902_006
saitou-san	斉藤さん	13	14	1	completed	212201	212201_014
zainin-san-to-tanaka-san	罪人さんと、田中さん。	2	3	1	completed	316052	316052_003
captain-2	キャプテン2	19	20	1	ongoing	950308	950308_020
ketsu-battler	ケツバトラー	4	5	1	ongoing	20127768	20127768_005
fuyajou-no-stella	不夜城のステラ	1	2	1	ongoing	20117894	20117894_002
namae-no-nai-byouki	名前のない病気	3	4	1	ongoing	20118979	20118979_004
kaminari-sama-no-koigoromo	かみなり様の恋衣	2	3	1	ongoing	2143197	2143197_003
kami-voice	神☆ヴォイス	1	2	1	completed	185897	185897_002
yangotonaki-ichizoku	やんごとなき一族	20	21	1	ongoing	60008236	60008236_021
tokachi-hitoribocchi-nouen	十勝ひとりぼっち農園	19	20	1	completed	602472	602472_020
tokyo-camouflage-hour	ニュートーキョーカモフラージュアワー	13	14	1	completed	20046122	20046122_014
koutei-no-yakuzenhi	皇帝の薬膳妃	7	8	1	ongoing	20054451	20054451_008
higumagma	ヒグマグマ	5	6	1	ongoing	1634148	1634148_006
sayonara-gohan	さよならごはん	1	2	1	ongoing	20149667	20149667_002
tsukiaenakute-ii-noni	付き合えなくていいのに	4	5	1	completed	20052882	20052882_005
kabushiki-kaisha-5-nen-1-kumi	株式会社5年1組	4	5	1	completed	20102353	20102353_005
wakadanna-zukan	若旦那図鑑	1	2	1	completed	371094	371094_002
mitsu-o-ou	蜜を追う	1	2	1	ongoing	1627899	1627899_002
eshi-munechika	絵師ムネチカ	4	5	1	ongoing	20133080	20133080_005
midnight-ekisupuresu	夜天の星特急	1	2	1	completed	20018462	20018462_002
otona-no-1-peeshi-shinrigaku	おとなの1ページ心理学	3	4	1	completed	175264	175264_004
sayounara-konbanwa	左様なら今晩は	1	2	1	completed	706362	706362_002
hittsuki-mottsuki-neko-mogure	ひっつきもっつきねこもぐれ	1	2	1	completed	1322933	1322933_002
sahashi-kun-no-ayakashi-hiyori	佐橋くんのあやかし日和	2	3	1	ongoing	1589558	1589558_003
zakkyo-jidai	雑居時代	2	3	1	completed	352506	352506_003
shishi-no-musume	獅子の娘	11	12	1	completed	377785	377785_012
osakana-march	おさかなマーチ	2	3	1	completed	10001294	10001294_003
heikou-sekai-no-kimikimi-bokuboku	並行世界の君君僕僕	2	3	1	completed	1431841	1431841_003
okuda-no-hosomichi	奥田の細道	3	4	1	ongoing	20107325	20107325_004
nba	んば!	4	5	1	ongoing	20128539	20128539_005
hamushi-no-hertz	羽虫のヘルツ	1	2	1	completed	20129043	20129043_002
shinsei-motemote-oukoku	神聖モテモテ王国	6	7	1	completed	217922	217922_007
ano-hito-wa-kinou-to-onaji-sora-o-miageteru	あの人は昨日と同じ空を見上げてる	11	12	1	completed	717973	717973_012
yasashii-koe-yori-meshi-ga-ii	優しい声よりメシがいい	5	6	1	completed	20034407	20034407_006
golden-egg	ゴールデンエッグ	8	9	1	ongoing	1383393	1383393_009
konyakusha-sama-sashiagemasu	婚約者様差し上げます	6	7	1	ongoing	20062912	20062912_007
yoki-houritsuka-wa-ashiki-rinjin	よき法律家は悪しき隣人	7	8	1	ongoing	1719183	1719183_008
narcissist-shin-sama	ナルシスシン様	1	2	1	completed	21070	21070_002
musketeer-rouge	マスケティア・ルージュ	1	2	1	completed	141169	141169_002
donketsu-gaiden	ドンケツ外伝	7	8	1	completed	60002094	60002094_008
kotonoha-san-ga-koishiteru	琴ノ葉さんが恋してる	4	5	1	completed	366114	366114_005
saishoukan-sareta-yuusha-wa-ippanjin-to-shite-ikite-iku	再召喚された勇者は一般人として生きていく?	11	12	1	ongoing	881608	881608_012
sakai-miu-no-shoujo-manga-senki	酒井美羽の少女まんが戦記	3	4	1	ongoing	1223789	1223789_004
kujishi-no-ben	公事師の弁	3	4	1	ongoing	20143579	20143579_004
kimi-ga-amari-ni-amasugite	君があまりにあますぎて	2	3	1	ongoing	1952349	1952349_003
hoshi-to-michikusa	星とみちくさ	2	3	1	ongoing	20135151	20135151_003
hana-junrei	花巡礼	2	3	1	completed	303766	303766_003
jotei-neo-biki	女帝neo美姫	1	2	1	completed	10001522	10001522_002
youko-love-kiss	妖狐 + LOVE×Kiss!	3	4	1	completed	360670	360670_004
shinen-no-kariudo	神苑の狩人	2	3	1	completed	1404275	1404275_003
danchou-sama-no-amai-yuuwaku	団長様の甘い誘惑	2	3	1	ongoing	1753287	1753287_003
sasami-street	ささみストリート	2	3	1	completed	858769	858769_003
shinonomeryou-ki-tan	東雲寮奇譚	2	3	1	completed	20007028	20007028_003
soroete-choudai	そろえてちょうだい?	6	7	1	completed	333248	333248_007
dorufin	ドルフィン	16	17	1	ongoing	320958	320958_017
kakuei-ni-hanataba-o	角栄に花束を	17	18	1	ongoing	756233	756233_018
brother-jingi	ブラザー仁義	6	7	1	ongoing	1705098	1705098_007
sangaku-choujin-matsuoka	山岳超人マツオカ	3	4	1	ongoing	1984777	1984777_004
bidan-to-kaneko	美男と金子	1	2	1	ongoing	2005782	2005782_002
baierun-no-tenshi	バイエルンの天使	3	4	1	completed	20007740	20007740_004
metal-back	メタル・バック	2	3	1	completed	241629	241629_003
nazotoki-horror-show	ナゾトキ☆ホラーショー	1	2	1	completed	883931	883931_002
ubaware-seijo-to-noroware-kishidan-no-seiiki-hikikomori-surooraifu	奪われ聖女と呪われ騎士団の聖域引き篭もりスローライフ	4	5	1	completed	20078277	20078277_005
bakepen-no-mamiko-chan	バケペンのマミコちゃん	1	2	1	ongoing	20171975	20171975_002
green-glass	グリングラス	3	4	1	completed	256961	256961_004
janus-no-kagami	ヤヌスの鏡	3	4	1	completed	1057673	1057673_004
ten-made-agare	天まであがれ!	2	3	1	completed	523396	523396_003
naniwayu-ukyouden	なにわ遊侠伝	24	25	1	completed	288174	288174_025
fukujinchou-ki-tan	福神町綺譚	2	3	1	completed	366132	366132_003
inchiki-no-chikara-de-sengoku-no-yo-o-kakenukero	銭(インチキ)の力で、戦国の世を駆け抜ける。	8	9	1	ongoing	939028	939028_009
dungeon-oji-san	ダンジョンおじさん	2	3	1	ongoing	1881299	1881299_003
fuuunjitachi-bakumatsu-hen	風雲児たち 幕末編	29	30	1	completed	229010	229010_030
koumei-no-yome	孔明のヨメ。	18	19	1	ongoing	335071	335071_019
shippomachi-no-koo-sensei	しっぽ街のコオ先生	20	21	1	ongoing	478336	478336_021
akagamin-wa-dasshutsu-dekinai	あかがみんは脱出できない	3	4	1	completed	1435723	1435723_004
korette-harassment-desu-ka	これってハラスメントですか?	4	5	1	ongoing	20134114	20134114_005
batsu	罰	4	5	1	ongoing	20150745	20150745_005
usagi-mo-yumemiru-cream-sooda	うさぎも夢見るクリームソーダ	1	2	1	ongoing	20164770	20164770_002
ruutosoromon	ルーとソロモン	2	3	1	completed	299345	299345_003
mahou-no-rinobe	魔法のリノベ	8	9	1	ongoing	374758	374758_009
donketsu-dainishou	ドンケツ第2章	17	18	1	ongoing	60014478	60014478_018
kinme-ginme-nekoyakata	金目銀目ねこ館	5	6	1	ongoing	20032380	20032380_006
sakagura-kamoshi-kon	酒蔵かもし婚	2	3	1	ongoing	1847507	1847507_003
bebebebe-baby	ベベベベベイビー	4	5	1	ongoing	20063693	20063693_005
samayoi-reijou-douchuuki	さまよい令嬢道中記	2	3	1	ongoing	1790107	1790107_003
loafer-loafer	ローファー・ローファー	1	2	1	completed	20009471	20009471_002
meikyuuiri-tantei	迷宮入り探偵	1	2	1	completed	319619	319619_002
oedo-black-angels	大江戸ブラック・エンジェルズ	7	8	1	ongoing	929046	929046_008
maoni	マオニ	1	2	1	ongoing	1805561	1805561_002
kyou-kimi-no-te-o-totte-ano-sora-no-shita	今日きみの手をとってあの空の下	5	6	1	ongoing	20114901	20114901_006
sono-jubutsu-toriatsukai-chuui-ni-tsuki	その呪物、取扱注意につき	1	2	1	ongoing	20165339	20165339_002
maple-senki	メイプル戦記	2	3	1	completed	173743	173743_003
youkai-touzoku-mazarisharif	妖怪盗賊マザリシャリフ	2	3	1	completed	224150	224150_003
sanadadamashii	真田魂	4	5	1	completed	373163	373163_005
butsumetsu-kekkon	仏滅結婚	5	6	1	ongoing	1471836	1471836_006
mizu-muuchanneru-tonari-no-ban-kowadan	水ムーちゃんねる隣の晩怖談	7	8	1	ongoing	1450929	1450929_008
nekomata-jirushi-no-somemonoya-san	ねこまた印の染物屋さん	1	2	1	completed	1932849	1932849_002
kimi-ga-kantoku	君が監督!	3	4	1	ongoing	1994452	1994452_004
ushiro-ni-nanika-mietemasuga	うしろに何かみえてますが	5	6	1	completed	826333	826333_006
hello-my-baby-s	はろー!マイベイビーS	3	4	1	ongoing	20127788	20127788_004
scar-let	///SCAR-LET///	1	2	1	ongoing	20161953	20161953_002
yuu-m-ee-mikakunin-sougou-kakutougi	U.M.A～未確認総合格闘技～	5	6	1	ongoing	1881287	1881287_006
yami-no-hate-kara	闇の果てから	3	4	1	completed	225231	225231_004
korekara-ore-wa-kouhai-ni-dakaremasu	これから俺は、後輩に抱かれます	5	6	1	completed	723593	723593_006
kami-sama-no-arubaito	神様のアルバイト	4	5	1	completed	20063692	20063692_005
shuningayuku	主任がゆく!	29	30	1	completed	7790	7790_030
choujin-x	超人X	16	17	1	ongoing	1050552	1050552_017
isshou-senkin	一勝千金	6	7	1	ongoing	20066461	20066461_007
realist-maou-ni-yoru-seiiki-naki-isekai-kaikaku	リアリスト魔王による聖域なき異世界改革	12	13	1	ongoing	635128	635128_013
bijin-onnajoushi-takizawa-san	美人女上司滝沢さん	9	10	1	ongoing	464060	464060_010
kaii-to-otome-to-kamikakushi	怪異と乙女と神隠し	10	11	1	ongoing	743367	743367_011
maitsuki-niwatsuki-ooyatsuki	毎月庭つき大家つき	4	5	1	completed	20041205	20041205_005
nue-no-onmyouji	鵺の陰陽師	15	16	1	ongoing	1417133	1417133_016
tonari-no-stella	隣のステラ	9	10	1	ongoing	1127368	1127368_010
yowayowa-sensei	よわよわ先生	18	19	1	ongoing	1311528	1311528_019
yano-kun-no-futsuu-no-hibi	矢野くんの普通の日々	12	13	1	ongoing	1034557	1034557_013
honey-trap-shared-house	ハニートラップ・シェアハウス	8	9	1	ongoing	20043630	20043630_009
baoh-raihousha	バオー来訪者	1	2	1	completed	186579	186579_002
saasha-chan-to-classmate-wotaku-kun	サーシャちゃんとクラスメイトオタクくん	6	7	1	ongoing	20046103	20046103_007
aaru-teii-ee-sousha-wa-game-sekai-kara-kaerenai	RTA走者はゲーム世界から帰れない	6	7	1	ongoing	20063246	20063246_007
sekai-saisoku-no-level-up	世界最速のレベルアップ	9	10	1	ongoing	20040397	20040397_010
otoko-koukousei-dakedo-gal-ni-ts-shimashita	男子高校生だけどギャルにTSしました	2	3	1	ongoing	20109763	20109763_003
furou-fushi-shoujo-no-naedoko-ryokouki	不老不死少女の苗床旅行記	4	5	1	ongoing	20077514	20077514_005
inbi-na-doukutsu-no-sono-oku-de	淫靡な洞窟のその奥で	9	10	1	ongoing	20045402	20045402_010
daifuku-chan-to-ouji-sama	大福ちゃんと王子さま	9	10	1	ongoing	20036748	20036748_010
sonna-kazoku-nara-sutechaeba	そんな家族なら捨てちゃえば?	15	16	1	ongoing	975047	975047_016
ueno-kun-wa-kaihatsuzumi	上野くんは開発済み	8	9	1	ongoing	1793303	1793303_009
yuube-wa-otanoshimi-deshitane	ゆうべはお楽しみでしたね	12	13	1	ongoing	307567	307567_013
sonouchi-kekkon-made-iku-kedo-ima-wa-mada	そのうち結婚までいくけど今はまだ	1	2	1	completed	2099291	2099291_002
gacen-shoujo-to-ibunka-kouryuu	ゲーセン少女と異文化交流	11	12	1	completed	20029210	20029210_012
yan-senpai-wa-hitori-de-ikite-ikenai	ヤン先輩はひとりで生きていけない	2	3	1	ongoing	20128813	20128813_003
biieru-game-no-shujinkou-no-otouto-de-aru-koto-ni-kigatsukimashita	BLゲームの主人公の弟であることに気がつきました	4	5	1	ongoing	20040410	20040410_005
tenbou-daikaku	天傍台閣	5	6	1	ongoing	20109090	20109090_006
satsuma-gishiden	薩摩義士伝	5	6	1	completed	143341	143341_006
dragon-yashinatte-kudasai	ドラゴン養ってください	5	6	1	ongoing	20078818	20078818_006
dai-akutou-shounen	大悪党少年	4	5	1	ongoing	20132516	20132516_005
ayame-14	あやめ14	2	3	1	completed	297887	297887_003
jashin-kankin-harem-de-isekai-seifuku	邪神監禁ハーレムで異世界征服!	4	5	1	ongoing	20095313	20095313_005
robou-no-fujii	路傍のフジイ	6	7	1	ongoing	20068966	20068966_007
tabi	旅	1	2	1	completed	20043105	20043105_002
youheidan-no-ryouriban	傭兵団の料理番	4	5	1	ongoing	20095434	20095434_005
seishun-heavy-rooteeshon	青春ヘビーローテーション	19	20	1	ongoing	821345	821345_020
hajimete-no-sefure	はじめてのセフレ	2	3	1	ongoing	20145105	20145105_003
delivery	デリバリー	1	2	1	completed	131414	131414_002
magica	MAGICA	1	2	1	completed	876283	876283_002
aoi-kun-no-waidan-ga-tamaranai	アオイ君の猥談がたまらない!!	3	4	1	ongoing	20114699	20114699_004
kyou-eki-de-mita-kawaii-onnanoko	今日、駅で見た可愛い女の子。	6	7	1	ongoing	20058112	20058112_007
g-senjou-no-neko	G線上の猫	1	2	1	completed	254438	254438_002
funsou-deshitara-hatta-made	紛争でしたら八田まで	19	20	1	ongoing	726296	726296_020
keiri-no-natsutani-san-wa-gamandekinai	経理の夏谷さんはガマンできない	7	8	1	completed	828152	828152_008
otakon-no-susume	オタ婚のススメ!	4	5	1	ongoing	20102276	20102276_005
chicken-drop-zenya-no-monogatari	チキン 「ドロップ」前夜の物語	47	48	1	completed	269865	269865_048
suki-tte-ienakute-shinu	好きっていえなくて死ぬ!	3	4	1	ongoing	20149676	20149676_004
yonoi-tsukihiko-no-shiawase-na-jigoku	夜ノ井月彦の幸せな地獄	8	9	1	completed	20055140	20055140_009
tarou-kun-wa-yuganderu	太郎くんは歪んでる	1	2	1	completed	274632	274632_002
sousei-no-apokurifa	双星のアポクリファ	3	4	1	ongoing	2096928	2096928_004
thrill-hakase	スリル博士	1	2	1	completed	141466	141466_002
daikagaku-shoujo	大科学少女	2	3	1	completed	20049990	20049990_003
love-kanjou-no-marude-nai-osananajimi-manga	恋愛感情のまるでない幼馴染漫画	7	8	1	ongoing	548072	548072_008
genkai-ol-kirigiri-giriko	限界OL霧切ギリ子	2	3	1	ongoing	20148467	20148467_003
ryuujin-no-rinjin	竜人の隣人	2	3	1	ongoing	20138195	20138195_003
nadai-tsujisoba-isekai-ten	名代辻そば異世界店	4	5	1	ongoing	20085168	20085168_005
toraou-no-hanayome-san	虎王の花嫁さん	10	11	1	ongoing	20063698	20063698_011
tokyo-shinrou	東京§神狼	6	7	1	completed	20095124	20095124_007
kimi-ga-kokoro-ni-sumitsuita	きみが心に棲みついた	2	3	1	completed	476854	476854_003
sono-otoko-numa-ni-tsuki	その男、沼につき。	5	6	1	ongoing	20077915	20077915_006
hoshikuzu-no-ouji-sama	星屑の王子様	10	11	1	ongoing	20059748	20059748_011
nichijou-lock	日常ロック	11	12	1	ongoing	20035335	20035335_012
nekokaburi-no-ohime-sama	猫かぶりのお姫様	2	3	1	ongoing	20140135	20140135_003
bumper	バンプアー	4	5	1	ongoing	20108435	20108435_005
inkuiro-no-yoku-o-haku	インク色の欲を吐く	2	3	1	completed	20047735	20047735_003
yokohama-outsiders	横浜アウトサイダーズ	5	6	1	ongoing	20125429	20125429_006
koutei-to-yobareta-otoko	皇帝と呼ばれた男	2	3	1	completed	421400	421400_003
koukyuu-no-kenshi-nyokan	後宮の検屍女官	4	5	1	ongoing	20051448	20051448_005
tama-san	タマさん	5	6	1	completed	272715	272715_006
oshi-no-jinsei-watashi-no-isshou	推しの人生×私の一生	2	3	1	ongoing	1732868	1732868_003
meiwakusou-no-hitobito	めいわく荘の人々	22	23	1	completed	60003601	60003601_023
tenshi-to-diamond	天使とダイヤモンド	1	2	1	completed	303792	303792_002
yokosuka-robin	横須賀ロビン	1	2	1	completed	246756	246756_002
sensoumeshi	戦争めし	11	12	1	ongoing	328879	328879_012
midnight-dimension	ミッドナイトディメンション	1	2	1	completed	223395	223395_002
hana-wa-nido-sakimidareru	花は二度咲き乱れる	6	7	1	ongoing	20102283	20102283_007
dochinpira	どチンピラ	20	21	1	completed	140322	140322_021
usotsuki-na-hatsukoi-ouji-sama-wa-doesu-host	嘘つきな初恋～王子様はドSホスト～	8	9	1	completed	478285	478285_009
tobenai-usagi-to-kami-no-shima	跳べないウサギと神の島	3	4	1	ongoing	1777762	1777762_004
dekasugi-dekka-kun	デカ杉デッカくん	6	7	1	ongoing	883930	883930_007
ore-dake-wa-matomo-kun	オレだけはマトモくん	4	5	1	completed	20039274	20039274_005
tokidoki-bosotsu-to-roshiago-de-dereru-tonari-no-aarya-san	時々ボソッとロシア語でデレる隣のアーリャさん	9	10	1	ongoing	1308861	1308861_010
tensei-shitara-dainana-ouji-datta-node-kimama-ni-majutsu-o-kiwamemasu	転生したら第七王子だったので、気ままに魔術を極めます	23	24	1	ongoing	866756	866756_024
fukushuu-o-koinegau-saikyou-yuusha-wa-yami-no-chikara-de-senmetsu-musou-suru	復讐を希う最強勇者は、闇の力で殲滅無双する	18	19	1	ongoing	647106	647106_019
yuusha-ni-zenbu-ubawareta-ore-wa-yuusha-no-hahaoya-to-party-o-kumimashita	勇者に全部奪われた俺は勇者の母親とパーティを組みました!	7	8	1	ongoing	20060158	20060158_008
damedoru-to-sekai-1-dake-no-fun	ダメドルと世界に1人だけのファン	4	5	1	ongoing	1503374	1503374_005
tokyo-aliens	東京エイリアンズ	12	13	1	ongoing	851118	851118_013
isekai-de-haishin-katsudou-o-shitara-tairyou-no-yandere-shinja-o-umidashite-shimatta-ken	異世界で配信活動をしたら大量のヤンデレ信者を生み出してしまった件	7	8	1	ongoing	20062484	20062484_008
saikyou-no-madoushi-hiza-ni-ya-o-uketeshimatta-node-inaka-no-eihei-ni-naru	最強の魔導士。ひざに矢をうけてしまったので田舎の衛兵になる	11	12	1	ongoing	620950	620950_012
mikata-ga-yowasugite-hojo-mahou-ni-tesshite-ita-kyuutei-mahoushi-tsuihousareta-sarete-saikyou-o	味方が弱すぎて補助魔法に徹していた宮廷魔法師、追放されて最強を目指す	20	21	1	ongoing	1034061	1034061_021
namaiki-na-gal-ane-o-wakaraseru-hanashi	生意気なギャル姉を解らせる話	4	5	1	ongoing	20114323	20114323_005
level-e	レベルE	2	3	1	completed	268417	268417_003
monster-ga-afureru-sekai-ni-nattanode-suki-ni-ikitai-to-omoimasu	モンスターがあふれる世界になったので、好きに生きたいと思います	14	15	1	ongoing	586747	586747_015
magical-explorer-eroge-no-yuujin-chara-ni-tensei-shita-kedo-game-chishiki-tsukatte-jiyuu-ni-ikiru	マジカル★エクスプローラーエロゲの友人キャラに転生したけど、ゲーム知識使って自由に生きる	3	4	1	ongoing	20031425	20031425_004
ore-no-zense-no-chishiki-de-teihenshoku-tamer-ga-joukyuushoku-ni-natte-shimaisou-na-ken	俺の前世の知識で底辺職テイマーが上級職になってしまいそうな件	10	11	1	ongoing	965496	965496_011
shinimodori-joou-wa-ikinobiru-tame-ni-yuri-harem-o-tsukuru-koto-ni-shita	死に戻り王女は生き延びるために百合ハーレムを作ることにした	3	4	1	ongoing	1785144	1785144_004
almark	アルマーク	7	8	1	ongoing	20053961	20053961_008
black-na-kishidan-no-dorei-ga-white-na-boukensha-guild-ni-hikinukarete-esuranku-ni-narimashita	ブラックな騎士団の奴隷がホワイトな冒険者ギルドに引き抜かれてSランクになりました	10	11	1	ongoing	909514	909514_011
nengan-no-akuyaku-reijou-no-karada-o-te-ni-iretazo	念願の悪役令嬢の身体を手に入れたぞ!	10	11	1	ongoing	1529073	1529073_011
omae-ga-sekai-o-kowashitai-nara	おまえが世界をこわしたいなら	2	3	1	completed	198076	198076_003
akuma-ha-rosario-ni-kiss-o-suru	悪魔はロザリオにキスをする	1	2	1	completed	20075127	20075127_002
kutabire-salaryman-na-ore-nananenburi-ni-saikai-shita-bishoujo-jk-to-dousei-o-hajimeru	くたびれサラリーマンな俺、7年ぶりに再会した美少女JKと同棲を始める	3	4	1	ongoing	20097919	20097919_004
cool-na-megami-sama-to-isshokenmei-ni-sundara-amayakashisugite-ponkotsu-ni-shiteshimatta-ken-ni	クールな女神様と一緒に住んだら、甘やかしすぎてポンコツにしてしまった件について	5	6	1	ongoing	20078322	20078322_006
madogiwa-henshuu-to-baka-ni-sareta-ore-ga-futago-jk-to-doukyo-suru-koto-ni-natta	窓際編集とバカにされた俺が、双子JKと同居することになった	2	3	1	ongoing	20146640	20146640_003
ore-no-wakuchin-dake-ga-zonbika-shita-sekai-o-sukueru	俺のワクチンだけがゾンビ化した世界を救える	4	5	1	ongoing	1773005	1773005_005
kamikakushi-no-rakuen	神隠しの楽園	9	10	1	ongoing	20071360	20071360_010
uchi-no-deshi-ga-itsunomanika-jinrui-saikyou-ni-natteite-nanno-sainou-mo-nai-shishou-no-ore-ga-sore	うちの弟子がいつのまにか人類最強になっていて、なんの才能もない師匠の俺が、それを超える宇宙最強に誤認定されている件について	4	5	1	ongoing	1033561	1033561_005
hazure-zokusei-tsuchi-mahou-no-sei-de-henkyou-ni-tsuihousareta-sareta-node-gangan-ryouchi-kaitaku	ハズレ属性土魔法のせいで辺境に追放されたので、ガンガン領地開拓します!	4	5	1	ongoing	1319590	1319590_005
kobayashi-san-no-meidoragon-okomorigurashi-no-fafuniiru	小林さんちのメイドラゴン お篭りぐらしのファフニール	6	7	1	ongoing	20034911	20034911_007
marumaru-nameidosan	◯◯なメイドさん	2	3	1	ongoing	878716	878716_003
mizu-mahou-gurai-shika-torie-ga-naikedo-gendai-chishiki-ga-areba-juubun-da-yone	水魔法ぐらいしか取り柄がないけど現代知識があれば充分だよね?	2	3	1	ongoing	20134644	20134644_003
eater	Eater	4	5	1	completed	11210	11210_005
dungeon-ga-arawarete-5-nen-15-sai-de-dungeon-ni-idomu-koto-ni-shita	ダンジョンが現れて5年、15歳でダンジョンに挑むことにした。	4	5	1	ongoing	1605410	1605410_005
yankee-jk-kuzuhana-chan-another-side-of-heroine	ヤンキーJKクズハナちゃんアナザー・サイド・オブ・ヒロイン	3	4	1	ongoing	1849332	1849332_004
kanojo-ga-kuzu-o-aisuru-wake-wa	彼女がクズを愛するワケは。	3	4	1	ongoing	20107513	20107513_004
hoshokusha-kei-mahou-shoujo	捕食者系魔法少女	3	4	1	ongoing	20129113	20129113_004
tatsu-chan-docchi-toru	たっちゃん、どっちとる?	2	3	1	completed	20061931	20061931_003
dare-nimo-aisarenai	誰にも愛されない	1	2	1	completed	206725	206725_002
ato-muika-de-horobiru-gakeppuchi-kokka-no-harem-6-sarete-shimatta	あと6日で滅びる崖っぷち国家のハーレムに召喚されてしまった	3	4	1	ongoing	20133326	20133326_004
harem-souzoku	ハーレム相続	2	3	1	ongoing	20153971	20153971_003
anata-wa-watashi-ni-otosaretai	あなたは私におとされたい	12	13	1	completed	20036542	20036542_013
