slug	last_pub_year	anilist_status	anilist_end_year
seifuku-shinya-2-ji	2026	RELEASING	
seihantai-na-watashitachi	2026	RELEASING	
seiin-no-otome	2026	RELEASING	
seija-musou	2026	RELEASING	
seijo-ga-amayakashite-kureru-yasashii-danna-sama-o-boshuu-shitara-kokuou-heika-ga-rikkouho-shitekita	2026	RELEASING	
seijo-ja-nai-to-tsuihousareta-sareta-node-mofumofu-juusha-seijuu-to-onigiri-o-nigiru	2026	RELEASING	
seijo-ja-nakatta-node-oukyuu-de-nonbiri-gohan-o-tsukuru-koto-ni-shimashita	2026	RELEASING	
seijo-janai-to-misuteta-kuseni-imasara-tasukete-toka-iwaretemo	2026	-	
seijo-no-ane-desu-ga-imouto-no-tame-no-tokushu-maseki-ya-tokushu-yakusou	2026	-	
seijo-no-chikara-de-konyakusha-o-ubawaretakedo	2026	-	
seijo-no-hazuga-douyara-nottoraremashita	2026	RELEASING	
seijo-no-maryoku-wa-bannou-desu	2026	RELEASING	
seijo-no-watashi-ga-korosareta	2026	-	
seijo-sama-ni-konyakusha-o-ubawareta-node-mahoushi-hakubutsukan-ni-hikikomorimasu	2026	RELEASING	
seijo-sama-ni-minikui-kami-sama-tono-kekkon-o-oshitsukeraremashita	2026	RELEASING	
seijo-sama-no-gyaku-harem-kara-abureta-kishi-sama-ni-netsuretsu-ni-kyuuai-sarete-iru-ken	2026	RELEASING	
seijo-sama-o-osagashi-deshitara-imouto-de-machigai-arimasen-saa-douzo-otsure-kudasai-imasugu	2026	RELEASING	
seijo-wa-tokkuni-shoukan-sarete-iru-nippon-ni	2026	RELEASING	
seijoda-kedo-yami-ochi-shitara-hiyoko-ni-narimashita-comic	2026	-	
seijosamawatorikaekoattomaakukomikku	2026	-	
seijun-ecstasy-shinaito-derarenai-heya-de-mazoku-o-buttaoshimasu	2026	-	
seijuu-ni-sodaterareta-shounen-no-isekai-yururi-hourouki	2026	RELEASING	
seikatsu-hogo-tokku-o-deyo	2026	RELEASING	
seikatsu-man	2026	-	
seiken-ga-saikyou-no-sekai-de-shounen-wa-yumi-ni-aisareru	2026	FINISHED	2026
seimei-sama-no-ossharu-koto-ni-wa	2026	-	
seimori-seijo	2026	RELEASING	
seinaru-kago-mochi-reijou-wa-kishi-o-mezashite-iru-node-seijo-niwa-narimasen	2026	RELEASING	
seirei	2026	RELEASING	
seirei-gensouki	2026	RELEASING	
seirei-mahou-ga-tsukaenai-munou-da-to-konyaku-haki-sareta-node-imouto-no-dorei-ni-naru-yori	2026	RELEASING	
seireitachi-no-rakuen-to-risou-no-isekai-seikatsu	2026	RELEASING	
seiryaku-kekkon-kara-hajimaru-koufuku-mo-aru-to-shinjitemo-ii-desu-ka	2026	RELEASING	
seiryaku-kekkon-no-aite-ni-watashi-nokoto-suki-ni-natteto-oinori-shita	2026	-	
seiryaku-kekkon-no-hazu-ga-dekiai-danna-sama-ga-goshuushin-sugite-rikon-o-yurushite-kuremasen	2026	RELEASING	
seiryaku-kekkon-no-otto-ni-aisanakute-kekkoudesu-to-sengen-shitara	2026	-	
seiryaku-yori-ai-o-eranda-kekkon	2026	-	
seiryoku-ga-maryoku-ni-henkan-sareru-sekai-ni-tenshou-shimashita	2026	-	
seisai-gakuen	2026	RELEASING	
seishokuki	2026	RELEASING	
seishun-bakusou	2026	RELEASING	
seishun-buta-yarou-wa-precious-days-no-yume-o-minai	2026	-	
seishun-heavy-rooteeshon	2026	RELEASING	
seishun-matchingu-app	2026	-	
seishun-tetsudou-2027-nendoban	2026	-	
seiso-seijitsu-ni-ikiteitara-konyakusha-ni-uragirareta-no-de-yarinaoshi-no-sekai-de-wa-akuyaku	2026	RELEASING	
seisou-no-shinrishi	2026	RELEASING	
seito-sho-kun-kids	2026	RELEASING	
seitokai-nimo-ana-wa-aru	2026	RELEASING	
seiyoku-tsuyome-hanazawa-fusai-no-nure-iki-jijou	2026	-	
sekai-de-ichiban-ani-shiteru	2026	FINISHED	2026
sekai-de-ichiban-shiawase	2026	-	
sekai-de-yuiitsu-dungeon-sai-kasou-ni-toutatsu-shita-otoko-bishoujo-haishinsha	2026	-	
sekai-ikeoji-ikeoba-kikou-europe-asia-hen	2026	-	
sekai-ni-q-no-hitotsumami	2026	-	
sekai-no-hate-wa-shinai	2026	RELEASING	
sekai-no-owari-no-encore-encore	2026	RELEASING	
sekai-o-sukutta-saikyou-yuusha-ni-stalker-dekiaisareru-mura-musume-no-hanashi	2026	RELEASING	
sekai-o-tabi-shite-o-uchi-de-tsukutte	2026	-	
sekai-o-tsunagitsukusu-internet-miko	2026	-	
sekai-saikou-no-ansatsusha-isekai-kizoku-ni-tensei-suru	2026	RELEASING	
sekai-saikyou-no-debuff-ukeoinin	2026	-	
sekai-saikyou-no-inkya-dungeon-haishin-de-oku-bazuru	2026	RELEASING	
sekai-saikyou-no-kouei	2026	RELEASING	
sekai-saikyou-no-majo-hajimemashita	2026	RELEASING	
sekai-saikyou-no-maryokumochi-wa-heion-ni-kurashitai-nazeka-ou-taishi	2026	-	
sekai-saikyou-no-shitsuji	2026	-	
sekai-saisoku-no-level-up	2026	RELEASING	
sekai-wa-owattemo-ikiru-tte-tanoshii	2026	RELEASING	
sekaiichi-hatsukoi	2026	RELEASING	
sekaiju-no-mamono-tsukai	2026	RELEASING	
sekando-half-girls	2026	-	
sekigan-renkin-kenshi-no-yarinaoshi-ki-tan	2026	RELEASING	
sekigan-sanbou-no-inbina-dekiai	2026	-	
sekigan-sekiwan-sekikyaku-no-majutsushi	2026	RELEASING	
sekkaku-nouka-ni-tensei-shitanode-yuusha-wa-mezashimasen	2026	-	
sekkyaku-shugyou-bosatsuchan	2026	-	
sekokan	2026	-	
sen-no-skill-o-motsu-otoko	2026	RELEASING	
sen-sen-senki	2026	-	
senchi-kara-kaettekita-kita-takashi-kun-futsuu-ni-koukou-seikatsu-o-okuritai	2026	RELEASING	
sengoku-kaijuuki-raigora	2026	RELEASING	
sengoku-komachi-kurou-tan	2026	-	
sengoku-nehan-ibun	2026	-	
senjitsu-yuusha-kara-tasukete-itadaita-seiken-desu	2026	-	
senjou-no-seijo	2026	RELEASING	
senken-no-majutsushi-to-yobareta-kenshi	2026	RELEASING	
senki-survival-saga	2026	RELEASING	
senkounoboukensha	2026	-	
senmetsu-tokku-kaijuu-kanren-hanzairoku	2026	-	
sennen-kitsune	2026	RELEASING	
sennen-no-hanayome	2026	RELEASING	
sennenkimatsu-ni-hoeru-koi	2026	-	
sennou-skill-de-i-sekai-musou	2026	-	
senpai-jitaku-keibiin-no-koyou-wa-ikaga-desu-ka	2026	RELEASING	
senpai-sono-o-shiri-wa-fu-majimedesu	2026	-	
senpai-to-kouhai-dai-abare-no-hibi	2026	-	
senrihin-reijou-sheriru-wa-jibun-o-korosu-otto-o-kago-shitai	2026	-	
senritsu-no-majutsushi-to-goteijuu	2026	RELEASING	
sense	2026	RELEASING	
sensei-bokutachi-ga-sekai-o-horoboshimasu	2026	RELEASING	
sensei-bokutachi-wa-koroshite-imasen	2026	RELEASING	
sensei-nishie2026	2026	-	
sensei-to-boku-no-o-miai-kekkon	2026	-	
sensei-watashi-o-koroshite	2026	-	
senseiimakaraotoshiniikune	2026	-	
senshu-no-koutai-o-oshiraseitashimasu	2026	-	
sensou-kyoushitsu	2026	RELEASING	
sentai-daishikkaku	2026	RELEASING	
sentai-red-isekai-de-boukensha-ni-naru	2026	RELEASING	
sentai-taboo	2026	RELEASING	
sentimental-kiss	2026	RELEASING	
sentou-meka-xabungle-another-gale	2026	RELEASING	
senya-o-kago-mu	2026	-	
serena	2026	-	
serial-killer-isekai-ni-oritatsu	2026	RELEASING	
serial-killer-isekai-ni-oritatsu-isekai-battle-royal	2026	RELEASING	
serial-killer-land	2026	RELEASING	
servant-beasts	2026	RELEASING	
settai-maajan-ka	2026	RELEASING	
shachiku-chan-to-seikatsu-kaizenkei-shota-akuma	2026	-	
shachiku-kensei-haishinsha-ni-naru	2026	RELEASING	
shachiku-no-ore-dragon-ni-natsukareta-node-pet-haishin-o-hajimemasu	2026	RELEASING	
shachiku-tamer-kawaii-slime-no-okage-de-mujikaku-namama-musou-suru	2026	-	
shachou-ga-watashi-o-daku-wake	2026	-	
shachou-to-sake-to-hoshi	2026	RELEASING	
shachou-watashi-wa-anata-no-dansou-hisho-desu	2026	-	
shadow-asashinzu-world	2026	RELEASING	
shadows-house	2026	RELEASING	
shagai-torishimariyaku-shima-kousaku	2026	RELEASING	
shakkin-100-oku-no-kami-miko-onsen-yado-no-ossan-ni-kawareru	2026	-	
shakoukai-no-dokufu-to-yobareru-watashi	2026	RELEASING	
shakunetsu-no-koi	2026	-	
shamballad	2026	RELEASING	
shangurira-furonteia	2026	RELEASING	
shanhai-concession	2026	-	
shanpinion-no-majo	2026	RELEASING	
shayou-ni-kou	2026	-	
sheahapi	2026	-	
sherlock-plus-akademii	2026	-	
shi-hime-to-yobareta-mahoutsukai-to-henkyou-no-saikyou-kenshi	2026	-	
shiage-otoko-no-kuromoji	2026	RELEASING	
shiawase-kanako-no-koroshiya-seikatsu	2026	RELEASING	
shiawase-shokudou-no-isekai-gohan	2026	RELEASING	
shiawase-torimingu	2026	RELEASING	
shiba-reiji-no-hentai	2026	-	
shiba-tsuki-bukken	2026	RELEASING	
shibazakisan-no-kemono-michi	2026	-	
shiboritoranaide-onna-shounin-san	2026	RELEASING	
shiboritoranaide-onna-shouninsan-ex	2026	-	
shibou-yuugi-de-meshi-o-kuu	2026	RELEASING	
shibuya-near-family	2026	RELEASING	
shigo-shuppan	2026	RELEASING	
shigoto-kaeri-dokushin-no-bijin-joushi-ni-tanomarete	2026	RELEASING	
shigoto-ningen-na-hakushaku-reijou-wa-koori-no-saishou-sama-no-ai-o-miayamatte-iru	2026	-	
shihyakushiki	2026	RELEASING	
shii-chan-no-gochisou	2026	RELEASING	
shii-chan-to-neko	2026	-	
shiitagerare-joou-ni-tensei-shimashitaga-ryuujin-no-kago-o-motsu-saikyou-kishi-sama-ni-aisarete	2026	-	
shiitagerare-reijou-henkyou-no-iro-boke-roujin-no-gosai-ni-naruhazuga	2026	-	
shiitagerare-seijo-to-itto-koushaku-kari-hajime-kon-nohazu-ga-dekiai-s	2026	-	
shiitagerareta-ichigo-hime-wa-seijo-no-loop-ni-ichigo-de-aragau	2026	-	
shiitagerareta-shuusai-reijou-to-ringoku-no-haraguro-kenkyuusha-sama	2026	-	
shijou-saikou-no-ryouchi-sekkeishi	2026	-	
shijou-saikyou-no-mahou-kenshi-efuranku-boukensha-ni-tensei-suru	2026	RELEASING	
shijou-saikyou-orc-san-no-tanoshii-isekai-haaremuzukuri	2026	-	
shijuu-houchiden	2026	-	
shika-no-ko-nokonoko-koshitan-tan	2026	RELEASING	
shikakenin-fujieda-baian	2026	FINISHED	2021
shikareta-unmei-mo-tsukaiyou	2026	-	
shikei-shikkounin	2026	RELEASING	
shiki-hime-hajimemashita-shoukan-sareta-sekai-de-haru-o-tsukasadoru-o-	2026	-	
shikiyoku-hadou	2026	-	
shikkakumon-no-saikyou-kenja	2026	RELEASING	
shikkoku-no-bojou	2026	-	
shikkoku-no-neko-wa-dekiai-suru	2026	FINISHED	2025
shima-rock	2026	-	
shima-san	2026	RELEASING	
shimatsuya-souji	2026	RELEASING	
shimazaki-nana-atto-oshigoto-boshuuchuu	2026	RELEASING	
shimei-tehaishi	2026	-	
shimobenooujisama	2026	-	
shin-elf-san-wa-yaserarenai	2026	RELEASING	
shin-kobo-chan	2026	RELEASING	
shin-kureyon-shin-chan	2026	RELEASING	
shin-mobile-senki-gundam-w-0-5-preventer-7	2026	-	
shin-no-jitsuryoku-o-kakushiteiru-to-omowareteru-seireishi	2026	-	
shin-no-jitsuryoku-wa-girigiri-made-kakushite-iyou-to-omou	2026	RELEASING	
shin-no-seijo-de-aru-watashi-wa-tsuihousareta-saremashita-dakara-kono-kuni-wa-mou-owari-desu	2026	RELEASING	
shin-shiawase-no-jikan	2026	-	
shin-tan-kairou	2026	RELEASING	
shin-tennis-no-ouji-sama	2026	RELEASING	
shin-urashimatarou-gataroomanshougekijou	2026	-	
shinanonchi-no-ikuru	2026	-	
shinda-ouhi-wa-nidome-no-jinsei-o-tanoshimimasu	2026	-	
shindemiro-to-iwareta-node-shinimashita	2026	RELEASING	
shinen-no-jikenbo	2026	-	
shingetsu-no-ban-ni	2026	RELEASING	
shinigami-kishi-wa-unmei-no-konyakusha-o-hanasanai	2026	-	
shinigami-no-hanshin	2026	-	
shinigami-no-hatsukoi	2026	-	
shinigami-shoujo-wa-kage-kara-oshi-o-nagametai	2026	-	
shinigami-to-reijou-1-kan	2026	-	
shiniki-no-mahoutsukai	2026	RELEASING	
shinimodori-joou-wa-ikinobiru-tame-ni-yuri-harem-o-tsukuru-koto-ni-shita	2026	RELEASING	
shinimodori-no-akuyaku-reijou-wa-nidome-no-jinsei	2026	-	
shinimodori-no-barahime-wa-tekikoku-no-koushaku-ni-dekiai-sareru	2026	-	
shinimodori-no-mahou-gakkou-seikatsu-o-moto-koibito-to-puroroogu-kara	2026	RELEASING	
shinimodori-no-sachiusu-reijou-konsei-de-wa-saikyou-rasubosu-onii-sama-ni-dekiai-dekiaisaretemasu	2026	RELEASING	
shinimodori-reijou-no-karisome-kekkon	2026	RELEASING	
shinimodori-reijou-no-ruchetta	2026	FINISHED	2026
shining	2026	RELEASING	
shinitagari-no-eteruno	2026	RELEASING	
shinitagari-reijou-wa-kyuuketsuki-ni-dekiai-dekiaisareru	2026	RELEASING	
shinitakunai-node-eiyuu-sama-o-sodateru-koto-ni-shimasu	2026	RELEASING	
shiniyaku-wa-gomenna-node-suki-ni-sase-temoraimasu	2026	-	
shinja-zero-no-megami-sama-to-hajimeru-isekai-kouryaku	2026	RELEASING	
shinjin-henshuu-kun-ga-kawaisugite-muri	2026	-	
shinjite-ita-nakamatachi-ni-dungeon-okuchi-de-korosarekaketaga-gift-mugen-gacha-de-level-9999-no	2026	RELEASING	
shinju-no-nectar	2026	RELEASING	
shinjuku-badass-babies	2026	RELEASING	
shinjuku-kaishouroku-tenchou-miichan-to-yamada-san-gaiden	2026	-	
shinjuu-kishi-sama-no-senzoku-maid	2026	RELEASING	
shinka-no-mi	2026	RELEASING	
shinkan-100-okusatsu-kudasai	2026	RELEASING	
shinkurou-hashiru	2026	RELEASING	
shinkyo-no-oshiire-ni-maiban-isekai-kara-inmon-tsuki-ojisan-ga-kuru	2026	-	
shinmai-majo-no-i-sekai-o-kiraku-tabi	2026	-	
shinmai-otsu-san-boukensha-saikyou-party-ni-shinuhodo-kitaerarete-muteki-ni-naru	2026	RELEASING	
shinmai-shimai-no-futari-gohan	2026	RELEASING	
shino-to-ren	2026	RELEASING	
shinobigoto	2026	RELEASING	
shinohayu	2026	RELEASING	
shinpen-o-kiyometekara-denaoshitekudasaimase	2026	-	
shinpinoko-majutsugatsukaenaiochikoboresuuhijutsudenariagaru	2026	-	
shinrei-o-sagasu-dake-no-kantanna-o-shigoto	2026	-	
shinrei-shashin-mitsubai-manual	2026	-	
shinryakukei-vtuber-akirari-an	2026	-	
shinryuu-teikoku-no-dragon-tamer	2026	FINISHED	2026
shinshi-ga-hanayome-o-sagasutoki	2026	-	
shinshi-no-bannin	2026	-	
shintouki	2026	-	
shinu-unmei-ni-aru-akuyaku-reijou-no-ani-ni-tensei-shita-node-imouto-o-sodatete-mirai-o-kaetai-to	2026	RELEASING	
shinya-shokudou	2026	RELEASING	
shinyabaman-shinmamanokikennatouhikou	2026	-	
shinzou-no-yuuten	2026	-	
shiokaze-to-ryuu-no-sumika	2026	RELEASING	
shiomi-kun-no-kyuutoushitsu-gohan	2026	RELEASING	
shiotaiou-no-satou-san-ga-ore-ni-dake-amai-attomaaku-comic	2026	RELEASING	
shiotaiounaosananajimiganazekaoredakeniamaindesukedo	2026	-	
shiou-no-kikan	2026	RELEASING	
shippo-shokudou-no-donabe-gohan	2026	-	
shippo-to-gekirin	2026	-	
shippomachi-no-koo-sensei	2026	RELEASING	
shirando	2026	RELEASING	
shiratori-kazuko-wa-31-kaku	2026	-	
shirayukihime-no-ichizuna-koi	2026	-	
shirayukihimetonananinnokoibitotoiujuuhachikin-otomegeehiroinnitensei	2026	-	
shiretsu-to-sugee-koto-itteru-gal	2026	RELEASING	
shiritsu-sutopuri-shougakkou	2026	RELEASING	
shiritsu-teijou-gakuen	2026	RELEASING	
shiro-bara-wa-junketsu-no-shirushi	2026	-	
shiro-buta-ouji-o-produce	2026	-	
shiro-no-kekkaishi-eiko-mayoijin-no-zanzou	2026	-	
shiro-tengu-no-nieyome	2026	-	
shiro-to-kuro-shimozaki2026	2026	-	
shiro-yume-no-ori	2026	-	
shiroi-kekkon-kara-sannen-danna-sama-watashi-to-rien-shite-kudasai	2026	RELEASING	
shiroikekkonnodannasamatotsumugusaigonoikkagetsu	2026	-	
shironagasu-tou-e-no-kikan	2026	-	
shirotae-sama-himitsu-desuyo	2026	RELEASING	
shirouto-yori-mo-kuzu-nande	2026	-	
shiryou-majutsu-no-yougisha	2026	RELEASING	
shiryoujutsushi-nado-kegarawashii-to-shokei-sareta-node	2026	-	
shisan-100-oku-supadari-wasou-onzoushi-wa-haraguroi-kemono	2026	RELEASING	
shishosei	2026	RELEASING	
shishuuoroshi	2026	-	
shisuta-rejisuta	2026	RELEASING	
shita-kanda-toki-to-daitai-issho	2026	-	
shitai-katsugi-no-nemu	2026	RELEASING	
shitaiyaku-reijou-ni-tensei-shitara-kuromaku-ouji-ni-shuuchaku-sarechaimashita	2026	RELEASING	
shitsujidesu-ga-nani-ka	2026	-	
shitsurendou	2026	-	
shiunjike-no-kodomotachi	2026	RELEASING	
shizukanaru-don-mouhitotsu-no-saishuushou	2026	RELEASING	
shizuku-chan	2026	-	
shoho-mahou-shika-tsukawanai-nazo-no-rou-mahoutsukai-ga-tabi-o-suru	2026	-	
shokei-flag-mansai-no-kiraware-ouji-no-yarinaoshi	2026	-	
shokei-flag-no-akuyaku-kizoku-ni-tensei-shita-ga-shinitakunai	2026	-	
shokei-sareta-shi-ni-modorino-dai-roku-ouji-wa-kokoku-o-sute-ringoku-n	2026	-	
shokeisareruateumaoujiwatashigashiawaseniitashimasu	2026	-	
shokeisareta-kenja-wa-lich-ni-tenseishite-shinryaku-sensou-o-hajimeru	2026	RELEASING	
shokigai-kara-tabidatanai-yuusha-no-harem-life-yuushasama-konpura-teki-ni-out	2026	-	
shokubutsu-byourigaku-wa-ashita-no-kimi-o-negau	2026	RELEASING	
shokugyou-ouhidesu-node-ou-no-dekiai-wa-go-enryo-negaimasu	2026	-	
shokuryou-seisei-skill-o-te-ni-ireta-node-isekai-de-shoukai-o-tachiageyou-to-omoimasu	2026	RELEASING	
shoshi-hyakuen	2026	RELEASING	
shota-oni	2026	RELEASING	
shoufu-ochi-tsuihousareta-reijou-to-reikoku-kishi-no-dekiai-sugiru-zetsurin-shoya	2026	-	
shoujiki-fudou-san	2026	RELEASING	
shoujo-manga-ja-oshietekurenai	2026	-	
shoujo-manga-nara-kanawanai-koi	2026	RELEASING	
shoujo-ni-tensei-shita-serial-killer-wa-mujihi-ni-naaru-o-oitsumeru	2026	-	
shoujo-wa-isekai-de-satsuriku-no-sainou-ni-mezameru	2026	RELEASING	
shoujouhime	2026	-	
shoukan-sareta-migawari-no-nie-hime-wa-i-sekai-sabaku-no-zetsurin-kout	2026	-	
shoumetsu-shita-akuyaku-reijou	2026	-	
shounan-bakusouzoku-first-flag	2026	RELEASING	
shounen-auru-no-honwaka-isekai-life	2026	-	
shounen-in-za-fuddo	2026	-	
shounenin-ushijima-kun	2026	RELEASING	
shounin-skill-de-maoujou-no-kouryaku-o-mezasu	2026	RELEASING	
shouwa-mama-to-reiwa-kids	2026	-	
shouwa-no-gurazeni	2026	RELEASING	
shouwa-tennou-monogatari	2026	RELEASING	
shouwana-kimi-to-reiwana-boku	2026	-	
shouyusashi-no-kuishin-bon-okawari	2026	-	
shoya-ni-shippai-shita-yuunou-ou-wa-ubuna-niizuma-o-dekiai-shitai	2026	-	
shrink-seishinkai-yowai	2026	RELEASING	
shugo-chara-jewel-joker	2026	RELEASING	
shuku-seijo-ni-naremasen-deshita	2026	RELEASING	
shukusai-no-rinbu	2026	-	
shunka-torikaeshou	2026	RELEASING	
shunkashuutou-daikousha-haru-no-mai	2026	RELEASING	
shunrai-table-tennis	2026	RELEASING	
shura-no-hakoniwa	2026	RELEASING	
shuraba-marugoto-isekai-shoukan	2026	-	
shuryouchan	2026	-	
shutokou-esu-pii-eru-zero	2026	RELEASING	
shuuden-sugitara-mechakucha-yaritai	2026	-	
shuudengo-wa-amai-kisu-shite	2026	RELEASING	
shuudouin-sodachi-no-hanayome	2026	-	
shuugaku-ryokou-de-nakayokunai-group-ni-hairimashita	2026	-	
shuugen-no-kago	2026	-	
shuujin-tensei	2026	RELEASING	
shuukoku-yoyo	2026	FINISHED	2025
shuumatsu-nani-taberu	2026	-	
shuumatsu-neko-shounin	2026	-	
shuumatsu-no-harem-fantasia	2026	FINISHED	2026
shuumatsu-no-valkyrie	2026	RELEASING	
shuumatsu-no-valkyrie-ki-tan-jack-za-ripper-no-file	2026	RELEASING	
shuumatsu-no-valkyrie-kinden-kamigami-no-apocalypse	2026	RELEASING	
shuumatsu-partner	2026	-	
shuumatsu-touring	2026	RELEASING	
shuumatsu-yarakashi-meshi	2026	RELEASING	
shuumatsunokikennaasobi	2026	-	
shuyaku-no-hatsutaiken-watashi-ga-ubatchaimashita	2026	-	
shuzoku-hanshin-na-ore-wa-isekai-demo-futsuu-ni-kurashitai	2026	RELEASING	
silver-mountain	2026	RELEASING	
sister-dont-cry	2026	-	
sister-maria	2026	FINISHED	2004
skill-banbutsu-shihai-ni-mezameta-otsu-san-wa-dungeon-de-seikei-o-tateru-koto-ni-shimashita	2026	-	
skill-ga-nakereba-level-o-ageru	2026	RELEASING	
skill-rendaa-no-torikaeshi	2026	-	
skill-tree-no-kaijousha	2026	-	
skip-beat	2026	RELEASING	
skip-to-loafer	2026	RELEASING	
slime-master-chan-no-vrmmo	2026	-	
slime-seijo	2026	RELEASING	
slime-taikou-to-botsuraku-reijou-no-angai-shiawase-na-konyaku	2026	RELEASING	
slime-taoshite-300-nen-shiranai-uchi-ni-level-max-ni-nattemashita	2026	RELEASING	
slime-wa-saikyou-taru-kanousei-o-himete-iru-nikaime-no-jinsei-chanto-slime-to-mukiaimasu-comic	2026	RELEASING	
slow-start	2026	RELEASING	
smoke-blue-no-ame-nochi-hare	2026	RELEASING	
smoking-savage	2026	RELEASING	
snow-dome-town	2026	-	
snowball-earth	2026	RELEASING	
soara-to-mamono-no-ie	2026	RELEASING	
soba-gal-to-oji-san	2026	RELEASING	
soba-ni-ite-mai-dear	2026	-	
sodachisugita-tama-2	2026	-	
sofubo-o-tazune-te-iede-kyoudai-ninin-tabi	2026	-	
soiree-no-maku-ga-agarumade	2026	-	
sokuhi-ni-natta-kedo-betsu-ni-aisanakute-ii-desuyo	2026	-	
sokushi-cheat-ga-saikyou-sugite-isekai-no-yatsura-ga-marude-aite-ni-naranaindesuga-alpha-omega	2026	RELEASING	
solo-dan	2026	-	
sonic-to-yuuki-no-tsuru-gi	2026	-	
sonna-14-sai	2026	-	
sonna-kao-shite-sasotteru	2026	RELEASING	
sonna-kazoku-nara-sutechaeba	2026	RELEASING	
sonna-koto-egaite-iindesu-ka	2026	-	
sonna-ni-iu-nara-daiteyaru	2026	RELEASING	
sono-akuyaku-kizoku-mama-heroine-ga-suki-sugiru	2026	RELEASING	
sono-boukensha-toriatsukai-chuui	2026	RELEASING	
sono-hakushaku-reijou-kaedama-nitsuki-kaedama-no-watashi-ga-koushaku	2026	-	
sono-hatsukoi-wa-amasugiru	2026	-	
sono-hen-no-kusa-demo-kuttoke-to-tsuihousareta-sareta-munou-skill-shokubutsu-kui-mochi-tenseisha	2026	RELEASING	
sono-honoo-no-na-wa-seiheki	2026	RELEASING	
sono-isekai-harem-wa-seiyaku-tsuki	2026	RELEASING	
sono-jubutsu-toriatsukai-chuui-ni-tsuki	2026	RELEASING	
sono-kodomo-densetsu-no-kensei-ni-tsuki	2026	-	
sono-koi-jihanki-de-kaemasuka	2026	RELEASING	
sono-machi-no-ichimonji-san-ga-warau-toki	2026	RELEASING	
sono-mofu-cafe-tenshu-moto-saikyou-kaizoku	2026	-	
sono-monban-saikyou-ni-tsuki	2026	RELEASING	
sono-otoko-numa-ni-tsuki	2026	RELEASING	
sono-tensai-sama-wa-gisou-kanojo-ni-shuuchaku-suru	2026	RELEASING	
sora-made-itchau	2026	RELEASING	
sora-no-neiro	2026	RELEASING	
sora-o-matotte	2026	RELEASING	
soratobu-baiorin	2026	RELEASING	
sore-ga-maid-no-kanna-desu	2026	RELEASING	
sore-tte-douka-to-omoimasu	2026	RELEASING	
soredemo-ashita-mo-kareshi-ga-ii	2026	RELEASING	
soredemo-otouto-wa-koi-shitagaru	2026	RELEASING	
soredemo-oya-o-aisuru-kodomotachi	2026	RELEASING	
soreigai-no-hoshitachi	2026	-	
sorowanai-kazoku	2026	RELEASING	
soshiki-no-shukuteki-to-kekkon-shitara-me-cha-amai	2026	-	
soshite-kuchibiru-ni-chi-ga-nijimu	2026	-	
soshite-mina-ni-natta	2026	RELEASING	
soshite-setsuna-wa-kurikaesu	2026	-	
sotsugyou-album-no-kanojotachi	2026	RELEASING	
souchousama-dekiaichuu-ni-tsuki	2026	-	
souda-baikoku-shiyou-tensai-ouji-no-akaji-kokka-saiseijutsu	2026	RELEASING	
souiu-ie-no-ko-no-hanashi	2026	RELEASING	
sousei-mahou-no-saigensha	2026	RELEASING	
sousei-no-apokurifa	2026	RELEASING	
sousei-no-taiga	2026	RELEASING	
sparrow-s-hotel	2026	RELEASING	
speak	2026	-	
splatoon-bankara	2026	RELEASING	
spy-family	2026	RELEASING	
stand-appu	2026	FINISHED	2023
star-to-oobaa	2026	-	
star-train-natsuoka2026	2026	-	
star-uooku	2026	-	
stealth-reijou-no-renai-jijou	2026	-	
still-you	2026	-	
straight-punch	2026	-	
strategic-lovers	2026	RELEASING	
stray	2026	-	
streaming-love-addiction	2026	RELEASING	
sub-doru-sensational	2026	FINISHED	2025
subaru-to-subaru	2026	RELEASING	
suberu-tenshi	2026	RELEASING	
subete-no-negative-o-plus-ni-kaeru-otto-hige-taihennatoki-koso-ookiku-hen-wareru	2026	-	
succubus-hitman	2026	RELEASING	
succubus-slayer-onna-boukensha-to-sekai-o-sukuu	2026	-	
sudachi-no-maoujou	2026	RELEASING	
sudamadoro	2026	-	
sudate-hina-garasu	2026	-	
suekko-koujo-denka	2026	-	
sugar-appeal	2026	-	
sugar-coat-de-kowashite	2026	-	
sugar-girl-drip	2026	FINISHED	2026
sugar-meets-girl	2026	RELEASING	
sugar-sugar-rune	2026	FINISHED	2007
sugar-sugar-strawberry	2026	-	
sugata-o-itsuwatteita-reijou-wa-onnagiraina-koushakusama-no-osewagakari	2026	-	
suika	2026	RELEASING	
suiken-japan	2026	-	
suisei-rock-yuu	2026	-	
suki-koso-kurashi-no-jouzunare	2026	-	
suki-nara-nugasete	2026	FINISHED	2025
suki-nezumi	2026	-	
suki-no-hitotsu-mo-ienai-kuseni	2026	-	
suki-tte-ienakute-shinu	2026	RELEASING	
sukida-to-itteyo-chuukenkun	2026	-	
sukida-yo-mint-chan	2026	-	
sukina-ko-ni-kokuttara-futago-no-imouto-ga-omake-de-tsuitekita	2026	-	
sukina-yatsu-ga-tomodachi-ni-naritai-toka-iundesu-kedo	2026	-	
sukitte-itta-no-omae-darouga	2026	RELEASING	
sukoshi-nagame-no-isshun	2026	-	
sukosuko-file	2026	-	
sultan-to-tsuki-no-sabaku-de	2026	-	
sumiharu-hammer	2026	-	
suminigori	2026	RELEASING	
