slug	last_pub_year	anilist_status	anilist_end_year
uchi-no-musume-no-tame-naraba-ore-wa-moshikashitara-maou-mo-taoseru-kamo-shirenai	2020	FINISHED	2020
uminekosou-days	2020	FINISHED	2020
wanwan-monogatari	2020	FINISHED	2020
watashi-datte-surundesu	2020	-	
watashi-to-sensei-no-genjuu-shinryouroku	2020	FINISHED	2020
yoru-no-onee-san-wa-taberu-koto-bakari-kangaeteiru	2020	FINISHED	2020
yoshi-no-zui-kara	2020	FINISHED	2020
yowai-5000nen-no-soushoku-dragon-iwarenaki-jaryuu-5000-ntei	2020	-	
yuusha-sama-yukagen-wa-ikagadesuka	2020	RELEASING	
zesshaka	2020	RELEASING	
1-paasento-no-koi	2021	RELEASING	
19-sai-doutei-no-boku-ga-tobikonda-no-wa-av-gyokai-deshita	2021	-	
33-sai-kiyoraka-fujoshi-ga-toshishita-otoko-to-asagaeri	2021	-	
35sai-no-fu-junai	2021	-	
3p-hajimemashita	2021	FINISHED	2021
86-86	2021	CANCELLED	2021
86-operation-highschool	2021	CANCELLED	2021
anata-wa-otto-ni-damasareteiru	2021	-	
aohada-kyonyuu-to-kuso-bocchi	2021	RELEASING	
arafoo-shachiku-no-golem-master	2021	RELEASING	
asukumi-sensei-ni-kiitemita	2021	-	
atsu-tsugi-no-shigoto-wa-bakemono-taiji-desu	2021	-	
ayakashi-fuufu-wa-konsei-koso-shiawase-ni-naritai	2021	FINISHED	2021
bakkatsu-bakushu-kassai	2021	FINISHED	2019
boku-imasuyo	2021	FINISHED	2021
bou-oote-dungeon-o-kubi-ni-natta-node-jikka-no-dungeon-o-tsugimashita	2021	-	
boukensha-guild-no-cheat-keiei-kaikaku	2021	-	
caste-heaven	2021	FINISHED	2021
chibikasu-kun	2021	-	
chiko-chan-ni-shikarareru	2021	RELEASING	
choujin-koukouseitachi-wa-isekai-demo-yoyuu-de-ikinuku-youdesu	2021	FINISHED	2021
chuubosusan-level-99-saikyou-no-bukatachi-to-tomo-ni-nishuume-totsunyuu	2021	RELEASING	
dai-san-ouji-wa-hakkoubutsu-ni-tsuki-chokushi-chuui	2021	FINISHED	2021
damokuresu-no-golf	2021	-	
dbs-dirty-business-secret	2021	-	
dear-door	2021	-	
densetsu-no-level-1-yuusha	2021	FINISHED	2021
donyoku-joushi-wa-nido-osou	2021	FINISHED	2019
doreiku-gang-age	2021	FINISHED	2020
elf-to-shuryoushi-no-item-koubou	2021	FINISHED	2021
ero-manga-sensei	2021	FINISHED	2021
fantasy-o-hotondo-shiranai-joshi-joshikousei-ni-yoru-isekai-teni-seikatsu	2021	-	
fenrir-kaa-san-to-attaka-gohan-attomaaku-comic	2021	RELEASING	
fuhoni-desu-ryuukishidan-ga-kahogo-desu	2021	FINISHED	2021
furimukeba-azarashi	2021	-	
furonteia-diary	2021	FINISHED	2021
gekikara-kachou	2021	RELEASING	
girigiri-saegiru-katagiri-san	2021	FINISHED	2020
goinkyo-collection	2021	-	
gudaguda-ace	2021	FINISHED	2017
hai-no-futago-wa-shirokuro-tsukezu-ni-sekai-o-sukuimasu	2021	FINISHED	2021
hard-nuts	2021	-	
hayato-kun-to-saho-chan-wa-honjitsu-mo-ichaama	2021	-	
hazure-skill-mappingu-o-te-ni-shita-shounen-wa-saikyou-party-to-dungeon-ni-idomu	2021	-	
hello-merankorikku	2021	FINISHED	2020
hitsuji-sensei-ga-shukishukisugite-otaota-shitai	2021	FINISHED	2021
inaka-ni-kaeru-to-yakeni-natsuita-kasshoku-ponytail-shota-ga-iru	2021	FINISHED	2021
isekai-de-item-corrector	2021	-	
isekai-de-youjoka-shita-node-youjo-ni-nattari-shokikan-ni-nattari-shimasu	2021	-	
isekai-mou-kaeritai	2021	FINISHED	2021
isekai-sankanou	2021	FINISHED	2021
isekai-shachou-maougun-de-nariagaru	2021	RELEASING	
isekai-yankee-hachiouji	2021	FINISHED	2021
issenman-doutei	2021	-	
jinrui-o-metsuboo-sasetewa-ikemasen	2021	FINISHED	2022
joukyuu-kokumin-slayer	2021	-	
juujin-kareshi-to-kozukuri-seikatsu	2021	FINISHED	2020
kamiotoshi-no-oni	2021	FINISHED	2021
kawaisou-ni-ne-genki-kun	2021	FINISHED	2020
kawashima-yoshiko-wa-otoko-ni-naritai	2021	FINISHED	2020
kemono-no-rokuban	2021	FINISHED	2021
kinjo-no-nanako-san	2021	FINISHED	2021
kishi-danchou-shima-kousaku	2021	FINISHED	2021
koitsura-no-shoutai-ga-onna-dato-ore-dake-ga-shitte-iru	2021	FINISHED	2021
konyaku-haki-sareta-node-isekai-de-onsenyado-hajimemasu	2021	-	
konyakusha-ga-akuyaku-de-komattemasu	2021	RELEASING	
koushaku-reijou-no-tashinami	2021	RELEASING	
kurobane-hakusho	2021	FINISHED	2021
kuuden-no-himegimi	2021	FINISHED	2021
kyuubo-suterareteta-dragon-hirotta-kaikata	2021	FINISHED	2021
libel	2021	-	
love-dame-zettai	2021	FINISHED	2021
love-gurimowaaru	2021	RELEASING	
mahoutsukai-de-hikikomori	2021	FINISHED	2020
maou-gakuin-no-futekigousha	2021	CANCELLED	2021
maou-sama-to-kekkon-shitai	2021	FINISHED	2021
mitsubara-no-kekkon-deep-rabu	2021	FINISHED	2024
mogumogu-tabearuki-kuma	2021	-	
moichido-kare-to	2021	FINISHED	2021
monster-musume-no-koroshiya-san	2021	-	
monsutaamusume-no-oishasan-0	2021	FINISHED	2021
motokano-no-otouto-ga-kawaiitte-hanashi	2021	FINISHED	2021
mujintou-ni-nanika-hitotsu-motteku-to-shitara-nani-motteku-tte-hanashi	2021	-	
muteki-no-mirai-daisakusen	2021	FINISHED	2021
nakasete-kurenai-kamiya-san	2021	FINISHED	2021
neko-no-massaajiya-san	2021	FINISHED	2022
ninouchiirazu-no-shinmetsu-seijo	2021	-	
niwaka-reijou-wa-outaishi-denka-no-yatoware-konyakusha	2021	FINISHED	2021
nyuuyoku-yankees	2021	FINISHED	2021
oda-cinnamon-nobunaga	2021	FINISHED	2021
oishii-verandah	2021	FINISHED	2020
okashi-shokunin-no-nariagari	2021	-	
omukae-ni-agarimashita	2021	FINISHED	2020
onekosamazugurashi	2021	-	
otome-koukou-bokushingubu	2021	-	
otome-no-omocha	2021	FINISHED	2021
panda-to-inu	2021	-	
remushiita-bureibusu-online-slow-life-ni-akogareru-ore-no-mamanaranai-vuiaaru-boukenki-attomaaku	2021	RELEASING	
reworld-frontier-comic	2021	FINISHED	2021
rokudenashi-majutsu-koushi-to-akashic-record	2021	FINISHED	2021
roodosutou-senki-seiyaku-no-houkan	2021	FINISHED	2021
sabikui-bisco	2021	FINISHED	2021
saegusa-kyouju-no-subarashiki-kinruigaku-kyoushitsu	2021	FINISHED	2021
saikyou-no-ou-sama-nidome-no-jinsei-wa-nani-o-suru	2021	-	
saikyou-no-shuzoku-ga-ningen-datta-ken	2021	FINISHED	2021
samayoeru-tenseishatachi-no-riraibu-game	2021	-	
seikyouiku-120-paasento	2021	FINISHED	2021
sekai-katei-ryouri-no-tabi	2021	-	
semelparous	2021	RELEASING	
shinkon-yosoji-no-meshi-jijou	2021	-	
shinomiya-kouta-wa-mada-shinenai	2021	FINISHED	2021
shinsou-mahou-shoujo-howling-moon	2021	FINISHED	2021
shiori-no-nikki	2021	FINISHED	2020
shokushu-majutsushi-no-nariagari	2021	FINISHED	2021
shouan-to-hibi	2021	FINISHED	2020
stalker-koui-ga-barete-jinsei-shuuryouotoko	2021	FINISHED	2021
sumahitorashimu	2021	-	
tasogare-golf-club	2021	-	
tensei-shitara-hime-datta-node-dansou-joshi-kiwamete-saikyou-mahoutsukai-mezasuwa	2021	RELEASING	
tensei-yakushi-wa-isekai-o-meguru	2021	FINISHED	2021
toudoku-ni-ita	2021	RELEASING	
trinity-seven-anastasia-seiden	2021	FINISHED	2021
umarekawatta-kensei-wa-raku-o-shitai	2021	FINISHED	2021
ura-aka-joshi	2021	FINISHED	2021
waga-gyouyuu-ni-furueyo-tenchi	2021	FINISHED	2021
watashi-no-juuboku	2021	-	
watashi-no-kizu-wa-shindemo-kesanai	2021	FINISHED	2021
wild-etchi-de-ishiki-tonjau	2021	RELEASING	
will-sama-wa-kyou-mo-mahou-de-asonde-imasu	2021	-	
world-customize-creator	2021	FINISHED	2021
yakumo-san-wa-ezuke-ga-shitai	2021	FINISHED	2021
yankee-wa-isekai-de-seirei-ni-aisaremasu	2021	FINISHED	2021
youjo-shachoo	2021	RELEASING	
yuusha-ni-haibokushita-maou-sama-wa-kaerizaku-tameni-mamono-guild-o-tsukuru-koto-ni-shimashita	2021	RELEASING	
zettai-koukaisasemasen-kara	2021	FINISHED	2020
18	2022	-	
70-nenme-no-kokuhaku	2022	FINISHED	2022
86-furagumentaru-neotenii	2022	FINISHED	2022
aishota	2022	FINISHED	2022
akagami-no-onnashounin	2022	-	
akechi-kogorou-kaikodan	2022	FINISHED	2022
akuyaku-reijou-nanode-rasubosu-o-katte-mimashita	2022	FINISHED	2022
akuyaku-reijou-nanode-yorokonde-shikaeshi-itashimasu	2022	-	
akuyaku-reijou-ni-erabaretanara-yuuga-ni-enjite-misemashou	2022	RELEASING	
akuyaku-reijou-ni-tensei-shita-hazu-ga-marii-antoinette-deshita	2022	FINISHED	2022
akuyaku-reijou-no-onii-sama-wa-kouryaku-taishougai-desu	2022	FINISHED	2022
akuyaku-reijou-no-yakuwari-wa-oemashita	2022	FINISHED	2022
akuyaku-reijou-wa-shomin-ni-totsugitai	2022	FINISHED	2022
ano-hi-chikyuu-ni-dungeon-ga-shutsugen-shita	2022	RELEASING	
ano-onikyoushi-ga-boku-no-ane-ni-narundesuka	2022	FINISHED	2022
arafoo-eigyouman-isekai-ni-tatsu	2022	-	
asahi-daikazoku	2022	FINISHED	2022
ashitsumakatari	2022	RELEASING	
asobinin-wa-kenja-ni-tenshoku-dekiru-tte-shittemashita	2022	FINISHED	2022
atsugari-seito-kaichou-to-hieshou-gal-ga-boku-ni-semaru	2022	FINISHED	2022
atsumare-doubutsu-no-mori-nonbiri-shimadayori	2022	FINISHED	2022
baba-ikuko-ga-koyonaku-bike-o-ice-wake	2022	-	
bakumatsu-familia	2022	FINISHED	
ballroom-e-youkoso	2022	RELEASING	
bishuu-gyakuten-sekai-no-chouzetsu-busaiku-ni-muriyari-yome-ni-hai-yorokonde	2022	-	
blood-doom	2022	FINISHED	2021
boku-wa-konyaku-haki-nante-shimasen-karane	2022	FINISHED	2022
bokutachi-no-rikon	2022	FINISHED	2021
bougyoryoku-zero-no-yome	2022	FINISHED	2022
cheezare	2022	FINISHED	2021
chiisana-koi-no-monogatari	2022	FINISHED	2020
cool-doji-otoko	2022	RELEASING	
daisy	2022	-	
dakaretai-hito	2022	FINISHED	2023
dansou-reijou-no-fuhonina-kekkon	2022	-	
dansou-shitara-suujitsu-de-barete-kokuou-heika-ni-dekiai-sarete-imasu	2022	FINISHED	2022
datsusara-chan-wa-iyasaretai	2022	FINISHED	2021
death-ball	2022	RELEASING	
dekiai-seifuku	2022	-	
dekiai-yakuza-niwa-amayakasarenai	2022	FINISHED	2022
disney-twisted-wonderland-the-comic	2022	-	
doshomin-no-watashi-jitsu-wa-tenseisha-deshita	2022	FINISHED	2022
doushitemo-hametsu-shitakunai-akuyaku-reijou-ga-gendai-heiki-o-te-ni-shita-kekka-ga-kore-desu	2022	FINISHED	2022
dracula-yakin	2022	FINISHED	2022
dual-na-kanojo-no-taoshikata	2022	FINISHED	2022
dungeon-battle-royale	2022	RELEASING	
eigyoubu-no-saeki-san-to-kagitsuki-etchi	2022	-	
esuranku-party-o-kubi-ni-natta-node-sekaiju-to-satogaeri-shimasu	2022	-	
fenrir-kishitai-no-taguimare-naru-mofumofu-jijou	2022	FINISHED	2022
fushisha-no-deshi	2022	RELEASING	
fuusui-pet	2022	FINISHED	2022
gacen-no-kanojo	2022	FINISHED	2022
gashi-tensei	2022	-	
gate-of-nightmares	2022	FINISHED	2022
gensai-to-shouzan	2022	-	
ginkai-no-yuuri	2022	FINISHED	2022
ginshio-shoushou	2022	FINISHED	2022
girls-und-panzer-momi-no-ki-to-tetsu-no-hane-no-majo	2022	FINISHED	2022
gohoubi-wa-izakaya-de	2022	RELEASING	
gyakuisekai-tensei-shite-kimowota-ni-natte-shimatta-daimajutsushi-derurei-kaachisu-no-fujouri-na	2022	-	
hagure-seireii-no-shinsatsu-kiroku	2022	FINISHED	2022
haikai-sensei	2022	-	
haikei-heika-2-dome-no-ouhi-wa-okotowari	2022	FINISHED	2022
hajimete-no-camp-san	2022	FINISHED	2022
hajimete-no-sense	2022	FINISHED	2021
hametsu-end-masshigura-no-akuyaku-reijou-ni-tensei-shita-node-oishii-gohan-o-tsukutte-kurashimasu	2022	FINISHED	2022
hametsu-no-kanojo	2022	FINISHED	2022
hana-wa-ingoku-e-ochizu-ni-sumu-ka	2022	-	
hanamaru-skip	2022	FINISHED	2022
hanatsumugu-higo-no-kami	2022	FINISHED	2022
hannari-hanjirou	2022	FINISHED	2022
heibon-koukousei-no-ore-ga-game-dewa-saikyou-guild-no-guild-master-nandesuga	2022	-	
hensachi-10-no-ore-ga-isekai-de-chie-no-yuusha-ni-nareta-wake	2022	-	
hidamari-no-asufaruto	2022	-	
higuma	2022	-	
hikkomi-jian-na-shinchoujuu-tsukai-planet-intoruudaa-online-comic	2022	-	
himuro-no-tenchi	2022	FINISHED	2025
hiroware-koneko-to-moto-yakuza	2022	FINISHED	2022
honzuki-no-gekokujou	2022	FINISHED	2025
hyakuki-yakai	2022	FINISHED	2022
idol-sama-ga-riakoi-suruna	2022	-	
ikemen-ni-tensei-kedo-cheat-wa-dekimasendeshita	2022	FINISHED	2021
imouto-ga-burakon-de-nani-ga-warui	2022	-	
imouto-no-tomodachi-ga-nani-kangaeteru-noka-wakaranai	2022	FINISHED	2022
isekai-de-seireishi-hajimemasu	2022	-	
isekai-no-yakusho-de-arubaito-hajimemashita	2022	-	
isekai-oooku-de-jk-wa-koi-o-suru	2022	FINISHED	2022
isekai-sensei	2022	RELEASING	
isekai-tenisha-no-maipeesu-kouryakuki	2022	RELEASING	
ishuzoku-kyoshoujo-sextet	2022	FINISHED	2022
itsuka-nemuri-ni-tsuku-hi	2022	FINISHED	2022
jigen-no-sakeme-ni-ochita-teni-no-saki-de	2022	RELEASING	
joou-denka-wa-oikari-no-youdesu	2022	FINISHED	2022
kanbayashi-buchou-to-koibito-keiyaku	2022	-	
karisome-chouhi-no-pride	2022	FINISHED	2022
kasshoku-henshuu-san-to-shota-mangaka	2022	FINISHED	2021
kaze-no-daichi	2022	CANCELLED	2022
kazemachi-no-futari	2022	FINISHED	2022
ken-to-mahou-no-zeikin-taisaku-attomaaku-comic	2022	RELEASING	
kenja-ga-nakama-ni-natta	2022	FINISHED	2022
kenja-no-deshi-o-nanoru-kenja-gaiden	2022	FINISHED	2021
kichikujima	2022	FINISHED	2022
kikakuhazure-no-eiyuu-ni-sodaterareta-joushikihazure-no-mahou-kenshi	2022	FINISHED	2022
kinki-inouryoku-no-kijutsushi	2022	FINISHED	2022
kiraware-yuusha-ni-tensei-shita-node-aisare-yuusha-o-mezashimasu	2022	-	
kirenu-pai-nado-anmari-nai	2022	FINISHED	2024
kiryuu-menkyo-totta-joshikousei	2022	RELEASING	
kishi-danchou-wa-moto-megane-shoujo-o-hitorijime-shitai	2022	FINISHED	2022
koi-ni-yami-ai-o-utau	2022	FINISHED	2022
koisuru-gokudou-onii-san	2022	FINISHED	2022
konkatsu-battle-field-37	2022	FINISHED	2025
konsaru-nain	2022	FINISHED	2022
konya-sushiya-de	2022	FINISHED	2023
korokoro-soukan-densetsu	2022	RELEASING	
kou-miete-hiwatari-kun-no-joshiryoku-wa-53-man-desu	2022	-	
kouhai-kun-ga-shitagi-no-himo-o-kuwaetara	2022	-	
kounoike-tsuyoshi-no-gakeppuchi-ruumushiea	2022	-	
kouritsuchuu-madoushi-daini-no-jinsei-de-madou-o-kiwameru	2022	FINISHED	2022
kouyoukoku-koukyuu-tan	2022	FINISHED	2022
kuma-kuma-kuma-bear-kyou-mo-kuma-kuma-hiyori	2022	FINISHED	2022
kumichou-no-musume-wa-isekai-de-saikyou-no-kumi-o-tsukuru-tame-gokudou-musou-hajimemashita	2022	RELEASING	
kuro-no-senki	2022	CANCELLED	2022
kuso-zako-choroin-nishiga-hachi	2022	FINISHED	2022
kyou-mo-watashi-wa-genki-desuu-kiregimi	2022	FINISHED	2022
kyou-mo-yakubi-desu	2022	-	
kyuukoku-no-seijo-desu-kokugai-tsuihousareta-sarechaimashita	2022	-	
kyuuteii-no-musume	2022	FINISHED	2022
last-encore	2022	-	
level-99-boukensha-ni-yoru-hajimete-no-ryouchi-keiei	2022	RELEASING	
love-mii-tender-ni-sayounara	2022	FINISHED	2023
lunatic-circus	2022	FINISHED	2022
madk	2022	FINISHED	2022
mahou-shoujo-zenin-oji-san	2022	-	
majo-to-yajuu	2022	RELEASING	
maketsurakusha-no-shuunou-mahou	2022	RELEASING	
manga-henshuusha-ga-kaisha-o-yamete-inakagurashi-o-shitara-isekai-datta-ken	2022	FINISHED	2022
maou-no-musume-ni-umaremashita	2022	-	
maou-o-attou-suru-daimadoushi-desu-ie-de-wa-kare-ni-osarete-imasu	2022	FINISHED	2022
maou-sama-ni-shoukan-sareta-kedo-kotoba-ga-tsuujinai	2022	FINISHED	2022
me-no-doku-sugiru-shokuba-no-futari	2022	FINISHED	2022
megami-kourin	2022	-	
meikyuu-kingdom	2022	FINISHED	2022
meitantei-conan-zero-no-teiitaimu	2022	FINISHED	2022
mibu-no-tsugai	2022	FINISHED	2021
mierundesu	2022	-	
mii-chan-wa-kyou-mo-ganbaranai	2022	FINISHED	2022
mikawa-beruno-to-ika-gorira-no-manga-beauty	2022	-	
minarai-fuufu	2022	FINISHED	2022
mitsuaikon	2022	FINISHED	2022
mobile-suit-gundam-valpurgis	2022	FINISHED	2022
mobu-dakedo-oshi-ga-ikiteru-kara-mainichi-ga-tanoshii	2022	FINISHED	2022
modern-romanesco	2022	FINISHED	2022
mofumofu-o-shiranakattara-jinsei-no-hanbun-wa-muda-ni-shite-ita	2022	-	
motherfuckers	2022	-	
moto-kouzou-kaiseki-kenkyuusha-no-isekai-bouken-tan	2022	FINISHED	2021
moumoku-no-koushaku-reijou-ni-tensei-shimashita	2022	FINISHED	2022
mousou-fudanshi-kun	2022	FINISHED	2020
musubaru-yakeato	2022	RELEASING	
namihara-san-wa-buchimaketai	2022	FINISHED	2022
narita-kun-o-semetai	2022	FINISHED	2022
nichijou	2022	RELEASING	
noichigo-shoujo-satsujin-jiken	2022	FINISHED	2022
noroi-no-maken-de-koufuka-toreeningu	2022	-	
nyotaika-shita-boku-o-kishisamatachi-ga-nerattemasu	2022	RELEASING	
oidasaretara-nanikato-umaku-ikimashite	2022	FINISHED	2022
okubyou-na-hakushaku-reijou-wa-momegoto-o-nozomanai	2022	FINISHED	2022
onigami-no-hanayome	2022	-	
onna-doushi-toka-arienaidesho-to-iiharu-onna-no-ko-o-hyakunichikan-de-tetteitekini-otosu-yuri-no	2022	FINISHED	2022
ore-no-megane-wa-tabun-sekai-seifuku-dekiru-to-omou	2022	RELEASING	
ore-wa-mada-honki-o-dashite-inai-dx	2022	RELEASING	
orenchi-ni-kita-onnakishi-to-inakagurashi-suru-koto-ni-natta-ken	2022	RELEASING	
osaka-madame-koukyuuhi-ni-naru	2022	RELEASING	
osanai-fusai-wa-itonamitai	2022	FINISHED	2022
osananajimikon	2022	FINISHED	2022
oshi-ga-tonari-de-jugyou-ni-shuuchuu-dekinai	2022	FINISHED	2022
oshi-no-idol-ga-tonari-no-heya-ni-hikkoshitekita	2022	RELEASING	
oshite-dame-datta-node-hiite-miru-koto-ni-shita-no-desu	2022	-	
ossan-36-ga-idol-ni-naru-hanashi	2022	-	
otomege-tensou-ore-ga-heroine-de-kyuuseishu	2022	FINISHED	2022
outo-no-gakuen-ni-kyousei-renkou-sareta-saikyou-no-dragon-rider-wa-chou-ga-tsukuhodo-inakamono	2022	-	
oyu-de-hokorobu-yukime-senpai	2022	FINISHED	2022
patalliro	2022	RELEASING	
pichipichi-pitch	2022	FINISHED	2005
pochamusume-wa-koakuma-muubu-ga-yamerarenai	2022	FINISHED	2022
reiko-no-fuugi	2022	RELEASING	
rental-otoko-no-haruto-kun-wa-shiawase-o-todoketai	2022	FINISHED	2022
riria-densetsu-no-kaseifu	2022	RELEASING	
rival-kon	2022	-	
ryuuou-heika-no-gekirin-sama	2022	FINISHED	2022
ryuusa-no-ori	2022	FINISHED	2022
sachiko-to-kamineko-sama	2022	RELEASING	
saikyou-kenshi-saiteihen-kishidan-de-funsenchuu	2022	FINISHED	2022
sand-no-meshi-to-are-ga-suki	2022	FINISHED	2021
sanzennenme-no-kamitaiou	2022	FINISHED	2021
seiken-ga-ningen-ni-tensei-shitemitara-yuusha-ni-henai-sarete-komatte-imasu	2022	FINISHED	2021
sekai-no-owari-ni-shibainu-to	2022	RELEASING	
sekai-wa-are-de-dekite-iru	2022	FINISHED	2022
semiritaia-shita-boukensha-wa-nonbiri-kurashitai	2022	FINISHED	2022
sex-ando-dungeon	2022	FINISHED	2022
shachiku-dungeon-master-no-shokudou-keiei	2022	FINISHED	2022
shiitagerareta-hime-desu-ouji-sama-no-noroi-o-toite-shiawase-ni-narimasu	2022	FINISHED	2022
shikabanegatana	2022	FINISHED	2021
shikkaku-kara-hajimeru-nariagari-madoushidou	2022	RELEASING	
shima-no-oto	2022	FINISHED	2022
shiniyasui-koushaku-reijou-to-shichinin-no-kikoushi	2022	FINISHED	2023
shinriki-no-yakushi-tenseigo-wa-sengoku-bushou-to-kekkon-o-zentei-ni-hatsukoi-shimasu	2022	-	
shinya-anata-no-mono-ni-naru	2022	FINISHED	2024
shiro-no-necromancer	2022	RELEASING	
shitennou-saijaku-datta-ore	2022	FINISHED	2022
shitsuren-go-kenaku-datta-osananajimi-ga-satou-gashi-mitai-ni-amai	2022	FINISHED	2022
shitsuren-yakezake-masaka-no-asachun-demo-wake-atte-kukkyou-na-ryodanchou-to-mofumofu-ni	2022	-	
shoujo-fight	2022	RELEASING	
slow-life-ga-shitai-daikenja-musume-o-hirou	2022	FINISHED	2022
sono-mono-nochi-ni	2022	RELEASING	
soukyuu-no-shihaisha	2022	FINISHED	2022
splatoon	2022	FINISHED	2021
spy-kyoushitsu	2022	FINISHED	2022
stateless	2022	-	
succubus-na-iinchou-ni-okotowarisaremashite	2022	FINISHED	2021
sukaruman	2022	FINISHED	1970
suki-sugiru-kara-kanojo-ijou-no-imouto-to-shite-ai-shite-kudasai	2022	FINISHED	2022
sukuwanakya-dame-desuka-isekai	2022	RELEASING	
suterareta-tensei-kenja	2022	FINISHED	2022
suuji-de-sukuu-jakushou-kokka	2022	FINISHED	2022
suupaaman-buiesu-meshi	2022	FINISHED	2022
tade-kuu-kimi-mo-suki-zuki	2022	FINISHED	2022
tamako-sama-no-oki-ni-mesu-mama	2022	RELEASING	
tanaka-no-isekai-nariagari	2022	FINISHED	2022
tasogareboshi-no-sui-to-neri	2022	FINISHED	2021
tensai-gekai-ga-isekai-de-yamiisha-o-hajimemashita	2022	-	
tenseishitara-maou-sama-ni-dekiaisaremashita	2022	FINISHED	2022
tenshoku-no-shinden-o-hirakimashita	2022	RELEASING	
tenshou-ero-elf-no-naka-no-hito-wa-29-sai-shojo-ol-desu	2022	-	
terror-kyouju-no-ayashii-jugyou	2022	FINISHED	2022
the-bad-guys	2022	-	
the-idolm-ster-million-live-theater-days-lively-flowers	2022	FINISHED	2022
tonari-no-seki-ni-natta-bishoujo-ga-horesaseyou-to-karakatte-kuru-ga-itsu-no-ma-nika-kaeriuchi-ni	2022	FINISHED	2022
toyoda-san-wa-nayamanai	2022	FINISHED	2022
trinity-seven-revision	2022	FINISHED	2022
tsuma-ga-sukisugiru-otto	2022	FINISHED	2022
tsurugi-no-kanata	2022	-	
uchi-no-danna-ga-ama-chan-de	2022	FINISHED	2022
uchi-wa-wakarete-kurashiteru	2022	FINISHED	2022
uchuu-kenetsukan	2022	FINISHED	2023
uchuu-senkan-yamato-next-star-bureizaazu-ramuda	2022	-	
virus-tensei-kara-hajimaru-isekai-kansen-monogatari	2022	RELEASING	
waga-deshi-ga-mottomo-tsuyokute-kawaii-no-dearu	2022	FINISHED	2022
wagaya-wa-kakuriyo-no-kashihonya-san	2022	FINISHED	2023
wakiyaku-joshi-wa-kouhai-kun-ni-yowasaretai	2022	RELEASING	
watashi-no-janru-ni-kami-ga-imasu	2022	RELEASING	
watashi-tsugou-no-ii-onna-de-ii-desu	2022	-	
yakuza-to-metsuki-no-warui-onnakeiji-no-hanashi	2022	RELEASING	
yankee-shota-to-wotaku-onee-san	2022	RELEASING	
yaritsukai-to-kuroneko	2022	FINISHED	2022
yomei-rokkagetsu-enchoushitemoratta-kara-koko-kara-wa-watashi-no-jikandesu	2022	-	
youjo-to-sukoppu-to-maganou	2022	RELEASING	2026
youki-ni-naritai-shigure-san	2022	FINISHED	2022
youko-sama-no-hanayome	2022	-	
youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e	2022	RELEASING	
youkoso-kaii-kosekika-e	2022	RELEASING	
yukionna-to-kani-o-kuu	2022	FINISHED	2020
yuri-no-sono-nimo-mushi-wa-iru	2022	FINISHED	2022
yuusha-sama-ko-kore-tte-souiu-imi-desukatsu	2022	-	
za-king-obu-fantasy-yagami-iori-no-isekai-musou	2022	FINISHED	2022
zenra-kagyou	2022	FINISHED	2021
zettai-seiiki-no-cherion	2022	RELEASING	
1-nichi-ikkai-hateru-made	2023	FINISHED	2025
108-kai-korosareta-akuyaku-reijou	2023	FINISHED	2022
1f-no-kishi	2023	FINISHED	2023
300-nen-hikikomori-tsukuri-tsuzukete-shimatta-kottouhin-madougu-ga-nokinami-cheat-kyuu-no-madougu	2023	-	
4000-nenburi-ni-kikan-shita-dai-madoushi	2023	-	
5-byou-de-omae-o-ikasete-yaruyo	2023	-	
89-nagano-rengou	2023	RELEASING	
a-yasei-no-ojou-sama-ga-tobidashitekita	2023	RELEASING	
ai-ue-motto	2023	FINISHED	2023
aisare-ouji-no-isekai-honobono-seikatsu	2023	-	
akumei-takai-ryoushu-ni-totsugu-koto-ni-narimashita-ga-mainichi-shiawase-desu	2023	FINISHED	2023
akutoku-ryoushu-no-musuko-ni-tensei	2023	RELEASING	
akuyaku-reijou-dasou-desu-kouryaku-taishou-sono-5-igai-wa-kyoumi-arimasen	2023	-	
akuyaku-reijou-desu-moto-geboku-no-juujin-ni-flag-kaishuu-dekiaisaretemasu	2023	RELEASING	
akuyaku-reijou-ga-sei-heroine-o-kudoki-otosu-hanashi	2023	FINISHED	2023
akuyaku-reijou-iie-gokuaku-reijou-desuwa	2023	RELEASING	
akuyaku-reijou-ni-tensei-shippai-shite-kachi-heroine-ni-natte-shimaimashita	2023	FINISHED	2024
akuyaku-reijou-ni-tensei-shitakedo-hakyoku-shita-hazu-no-katabutsu-outaishi-ni-dekiai	2023	FINISHED	2023
akuyaku-reijou-ni-tensei-suru-mo-mahou-ni-muchuu-de-itara-ouji-ni-dekiai-saremashita	2023	-	
akuyaku-reijou-wa-isekai-tensei-shitemo-otome-game-o-tsukuritai	2023	FINISHED	2023
akuyaku-reijou-wa-nidome-no-jinsei-de-kaerizaku	2023	FINISHED	2023
akuyaku-reijou-wa-nightingale-o-mezasu	2023	CANCELLED	2024
akuyaku-reijou-wa-oji-sama-ni-muchuu-desu	2023	RELEASING	
akuyaku-reijou-wa-uwakimono-o-yurushimasen	2023	-	
akuyaku-reijou-yotei-rashii-kedo-watashi-wa-okashi-ga-tabetai	2023	-	
alice-san-no-iroribata	2023	FINISHED	2023
amaesasete-hinamori-san	2023	FINISHED	2023
