key	base	role	new_slug	title	vols	year	surname	sur_src	flag
qid:Q6383691|name:のこのこ!	nokonoko	sub	nokonoko-nishi-2015	のこのこ!	1	2015	nishi	anilist	
qid:Q11460448|name:エンブリヲ	embryo	main	embryo	エンブリヲ	6	1995	ogawa	anilist	
name:鳴瀬アツシ|name:エンブリオ	embryo	sub	embryo-naruse-2007	エンブリオ	2	2007	naruse	anilist	
name:木下けい子|name:17	17	main	17	17	2	2016	kinoshita	anilist	
qid:Q1617827|name:17	17	sub	17-1998	17	1	1998		none	
name:木下半太|name:サンブンノイチ	sanbunnoichi	main	sanbunnoichi	サンブンノイチ	2	2014		pykakasi	
qid:Q11405867|name:1/3	sanbunnoichi	sub	sanbunnoichi-2017	1/3	2	2017		none	
name:木内一雅|name:青龍	seiryuu	main	seiryuu	青龍	14	1997		pykakasi	
qid:Q11515329|name:清流	seiryuu	sub	seiryuu-1992	清流	2	1992		none	
name:木葉功一|name:キリコ	kiriko	main	kiriko	キリコ	4	1998	kiba	anilist	
qid:Q11520635|name:切子	kiriko	sub	kiriko-honda-2015	切子	1	2015	honda	anilist	
name:野原くろ|name:ミルク	milk	main	milk	ミルク	3	2005	nohara	anilist	
qid:Q17159013|name:MiLK	milk	sub	milk-sato-2007	MiLK	1	2007	sato	anilist	
name:矢追町成増|name:Keep out!	keep-out	main	keep-out	Keep out!	3	1993		pykakasi	
qid:Q4701143|name:Keep out	keep-out	sub	keep-out-kanbe-2002	Keep out	1	2002	kanbe	anilist	
qid:Q11396223|name:対魔導学園35試験小隊	taimadou-gakuen-35-shiken-shoutai	main	taimadou-gakuen-35-shiken-shoutai	対魔導学園35試験小隊	3	2013		pykakasi	
name:柳実冬貴|name:対魔導学園35試験小隊	taimadou-gakuen-35-shiken-shoutai	sub	taimadou-gakuen-35-shiken-shoutai-kippu-2015	対魔導学園35試験小隊	2	2015	kippu	anilist	
name:柳川創造|name:雨月物語	ugetsu-monogatari	main	ugetsu-monogatari	雨月物語	2	1991	yanagawa	anilist	
qid:Q7827649|name:雨月物語	ugetsu-monogatari	sub	ugetsu-monogatari-kihara-1996	雨月物語	2	1996	kihara	anilist	
qid:Q669049|name:今昔物語	konjaku-monogatari	main	konjaku-monogatari	今昔物語	4	1995	mizuki	anilist	
name:柳川創造|name:今昔物語	konjaku-monogatari	sub	konjaku-monogatari-yanagawa-1990	今昔物語	2	1990	yanagawa	anilist	
qid:Q3111408|name:今昔物語	konjaku-monogatari	sub	konjaku-monogatari-ozaki-1985	今昔物語	1	1985	ozaki	anilist	
name:柳内たくみ|name:ゲート	gate	main	gate	ゲート	27	2012	yanai	anilist	
qid:Q10942957|name:Gate	gate	sub	gate-2002	Gate	6	2002		pykakasi	
name:有久祐子|name:チェリーボーイ・スクランブル	cherry-boy-scramble	main	cherry-boy-scramble	チェリーボーイ・スクランブル	4	1992		pykakasi	
qid:Q11673673|name:美少年的大狂言	cherry-boy-scramble	sub	cherry-boy-scramble-maya-1985	美少年的大狂言	3	1985	maya	anilist	
name:有栖川るい|name:千年王国	sennen-oukoku	main	sennen-oukoku	千年王国	3	1997	arisugawa	anilist	
qid:Q11637834|name:千年王国	sennen-oukoku	sub	sennen-oukoku-2001	千年王国	1	2001		none	
qid:Q1073074|name:スプライト	sprite	main	sprite	スプライト	23	2010	ishikawa	anilist	
name:有村しのぶ|name:SPRITE	sprite	sub	sprite-arimura-1995	SPRITE	4	1995	arimura	anilist	
name:有田ケイ|name:LoVE GAME	love-game	main	love-game	LoVE GAME	4	2024	arita	anilist	
qid:Q11278399|name:ラブ・ゲーム	love-game	sub	love-game-1997	ラブ・ゲーム	1	1997		none	
qid:Q463078|name:LOVE GAME	love-game	sub	love-game-oshima-2004	LOVE GAME	1	2004	oshima	anilist	
name:遊川和彦|name:学校へ行こう!	gakkou-e-yukou	main	gakkou-e-yukou	学校へ行こう!	2	1991		pykakasi	
qid:Q11503752|name:学校へ行こう	gakkou-e-yukou	sub	gakkou-e-yukou-shinda-1998	学校へ行こう	1	1998	shinda	anilist	
name:夕薙|name:レジェンド	legend	main	legend	レジェンド	16	2016	takano	anilist	
qid:Q11272358|name:Legend	legend	sub	legend-1993	Legend	1	1993		none	
qid:Q3514189|name:レジェンド	legend	sub	legend-2006	レジェンド	1	2006		none	
name:来楽零|name:K	k	main	k	K	2	2012	rairaku	anilist	
qid:Q723853|name:K	k	sub	k-shitsuki-1988	K	1	1988	shitsuki	anilist	
name:李秀顯|name:リバース	reverse	main	reverse	リバース	7	2009		pykakasi	
qid:Q11393941|name:リバース	reverse	sub	reverse-uchiyama-1983	リバース	3	1983	uchiyama	anilist	
qid:Q11523608|name:リバース!	reverse	sub	reverse-mishima-2005	リバース!	1	2005	mishima	anilist	
qid:Q1042100|name:DOGS	dogs	main	dogs	DOGS	5	2012	miwa	anilist	
name:里つばめ|name:Dogs|sub:dog eat dog	dogs	sub	dogs-sato-2023	Dogs	2	2023	sato	anilist	
name:竜騎士07|name:ひぐらしのなく頃に令	higurashi-no-naku-koro-ni-rei	main	higurashi-no-naku-koro-ni-rei	ひぐらしのなく頃に令	6	2022	natsumi	anilist	
qid:Q6370938|name:ひぐらしのなく頃に礼	higurashi-no-naku-koro-ni-rei	sub	higurashi-no-naku-koro-ni-rei-ryukishi-2011	ひぐらしのなく頃に礼	1	2011	ryukishi	anilist	
name:稜敦水|name:旅情ミステリースペシャル	ryojou-mystery-special	main	ryojou-mystery-special	旅情ミステリースペシャル	2	2017		pykakasi	
qid:Q17161092|name:旅情ミステリースペシャル|sub:名探偵浅見光彦&警視庁十津川警部	ryojou-mystery-special	sub	ryojou-mystery-special-2020	旅情ミステリースペシャル	1	2020		none	
name:稜敦水|name:旅情ミステリー事件簿|sub:名探偵浅見光彦&警視庁十津川警部	ryojou-mystery-file	main	ryojou-mystery-file	旅情ミステリー事件簿	3	2021		pykakasi	
qid:Q47580510|name:旅情ミステリー事件簿|sub:名探偵浅見光彦&警視庁十津川警部	ryojou-mystery-file	sub	ryojou-mystery-file-2023	旅情ミステリー事件簿	1	2023		none	
name:林房雄|name:西郷隆盛	saigou-takamori	main	saigou-takamori	西郷隆盛	11	1989	hayashi	anilist	
qid:Q471103|name:西郷隆盛	saigou-takamori	sub	saigou-takamori-2004	西郷隆盛	1	2004		none	
name:林明日子|name:SEASON	season	main	season	SEASON	3	1990		pykakasi	
qid:Q28687870|name:SEASON	season	sub	season-1997	SEASON	2	1997		none	
qid:Q29425184|name:またのお越しを	mata-no-okoshi-o	main	mata-no-okoshi-o	またのお越しを	4	2022	ozawa	anilist	
name:鈴音ことら|name:来世(また)のお越しを!	mata-no-okoshi-o	sub	mata-no-okoshi-o-suzune-2018	来世(また)のお越しを!	3	2018	suzune	anilist	
name:鈴木光|name:アイアンマッスル	iron-muscle	main	iron-muscle	アイアンマッスル	7	1983		pykakasi	
qid:Q6883402|name:アイアン・マッスル	iron-muscle	sub	iron-muscle-1969	アイアン・マッスル	2	1969		none	
name:和田エリカ|name:アリスのお茶会	alice-no-ochakai	main	alice-no-ochakai	アリスのお茶会	5	1993		pykakasi	
qid:Q11435123|name:アリスのお茶会	alice-no-ochakai	sub	alice-no-ochakai-2009	アリスのお茶会	1	2009		none	
qid:Q1332841|name:サンクチュアリ	sanctuary	main	sanctuary	サンクチュアリ	43	1990	okamura	anilist	
name:冲方丁|name:サンクチュアリ	sanctuary	sub	sanctuary-ubukata-2010	サンクチュアリ	2	2010	ubukata	anilist	
name:廣岡克隆|name:アレルヤ	hallelujah	main	hallelujah	アレルヤ	5	2007		pykakasi	
qid:Q56059979|name:ハレルヤ!	hallelujah	sub	hallelujah-watanabe-1991	ハレルヤ!	1	1991	watanabe	anilist	
qid:Q5975051|name:99	99	main	99	99	3	2010	sogabe	anilist	
name:莉ジャンヒュン|name:99.99%	99	sub	99-2014	99.99%	2	2014		pykakasi	
qid:Q120757217|name:鍔鳴の太刀|sub:ゴブリンスレイヤー外伝2	tsubanari-no-tachi	main	tsubanari-no-tachi	鍔鳴の太刀	5	2021		pykakasi	
name:蝸牛くも|name:鍔鳴の太刀	tsubanari-no-tachi	sub	tsubanari-no-tachi-kagyu-2025	鍔鳴の太刀	2	2025	kagyu	anilist	
qid:Q3516091|name:光る風	hikaru-kaze	main	hikaru-kaze	光る風	16	1972	yamagami	anilist	
name:髙橋三千綱|name:光る風	hikaru-kaze	sub	hikaru-kaze-2013	光る風	2	2013		pykakasi	
qid:Q11263851|name:Good job	good-job	main	good-job	Good job	7	2001		pykakasi	
name:髙野洋|name:グッドジョブ	good-job	sub	good-job-motomiya-2018	グッドジョブ	7	2018	motomiya	anilist	
qid:Q352353|name:中華一番!	chuuka-ichiban	main	chuuka-ichiban	中華一番!	24	1996	ogawa	anilist	
qid:Q1010233|name:中華一番	chuuka-ichiban	sub	chuuka-ichiban-1993	中華一番	1	1993		none	
qid:Q9047351|name:カケル	kakeru	main	kakeru	カケル	13	1997	takeshita	anilist	
qid:Q101199829|name:繋	kakeru	sub	kakeru-2017	繋	1	2017		none	
qid:Q11380324|name:JAPAN	japan	main	japan	JAPAN	6	1994	itoh	anilist	
qid:Q1016880|name:ジャパン	japan	sub	japan-miura-1992	ジャパン	2	1992	miura	anilist	
qid:Q7564122|name:JAPAN	japan	sub	japan-2	JAPAN	1			none	DEFER_YEAR_MISSING
qid:Q8967173|name:Road	road	main	road	Road	5	2001		none	
qid:Q1016880|name:覇-LORD	road	sub	road-2011	覇-lord	1	2011		pykakasi	
qid:Q17230626|name:ロマンチック	romantic	main	romantic	ロマンチック	1	2018		none	
qid:Q102248386|name:ロマンティック	romantic	sub	romantic-nishida-2020	ロマンティック	1	2020	nishida	anilist	
qid:Q11468186|name:サイレーン	siren	main	siren	サイレーン	11	2013	yamazaki	anilist	
qid:Q1036246|name:SIREN	siren	sub	siren-1991	SIREN	1	1991		none	
qid:Q1036246|name:龍	ryuu	main	ryuu	龍	62	1991	murakami	anilist	
qid:Q8193684|name:リュウ	ryuu	sub	ryuu-oze-1987	リュウ	7	1987	oze	anilist	
qid:Q1040463|name:トリコ	toriko	main	toriko	トリコ	60	2008	nakano	anilist	
qid:Q11396374|name:囚|sub:愛玩少女	toriko	sub	toriko-osakabe-2003	囚	6	2003	osakabe	anilist	
qid:Q41698730|name:TORIKO	toriko	sub	toriko-kitamimaki-2000	TORIKO	1	2000	kitamimaki	anilist	
qid:Q11519052|name:からん	karan	main	karan	からん	7	2008	kimura	anilist	
qid:Q104538840|name:KARAN	karan	sub	karan-2001	KARAN	1	2001		none	
qid:Q17217827|name:またあした	mata-ashita	main	mata-ashita	またあした	3	2015	murata	anilist	
qid:Q104538840|name:また明日!	mata-ashita	sub	mata-ashita-1989	また明日!	2	1989		none	
qid:Q1135131|name:ジーザス	jesus	main	jesus	ジーザス	20	1993	nanatsuki	anilist	
qid:Q1049526|name:イエス	jesus	sub	jesus-yasuhiko-1997	イエス	3	1997	yasuhiko	anilist	
qid:Q859232|name:ジーザス!	jesus	sub	jesus-aoki-2001	ジーザス!	1	2001	aoki	anilist	
qid:Q6142167|name:まる三角しかく	maru-sankaku-shikaku	main	maru-sankaku-shikaku	まる三角しかく	4	2001	obata	anilist	
qid:Q1049596|name:まるさんかくしかく	maru-sankaku-shikaku	sub	maru-sankaku-shikaku-higashimura-2024	まるさんかくしかく	3	2024	higashimura	anilist	
qid:Q1050794|name:亜紀子	akiko	main	akiko	亜紀子	4	1968	watanabe	anilist	
qid:Q3776935|name:愛生子	akiko	sub	akiko-1987	愛生子	4	1987		none	
qid:Q11458108|name:AKIKO	akiko	sub	akiko-2	AKIKO	1			none	DEFER_YEAR_MISSING
qid:Q17217426|name:逢う魔が時	oumagatoki	main	oumagatoki	逢う魔が時	1	1987		none	
qid:Q1050794|name:逢魔が刻	oumagatoki	sub	oumagatoki-1996	逢魔が刻	1	1996		none	
qid:Q11278399|name:逢魔が刻	oumagatoki	sub	oumagatoki-2000	逢魔が刻	1	2000		none	
qid:Q55541922|name:おうまがとき|sub:異種婚姻浪漫譚	oumagatoki	sub	oumagatoki-haradaiko-2023	おうまがとき	1	2023	haradaiko	anilist	
qid:Q1050794|name:悪夢	akumu	main	akumu	悪夢	1	1994		none	
qid:Q1141948|name:悪夢	akumu	sub	akumu-umezu-2011	悪夢	1	2011	umezu	anilist	
qid:Q11672794|name:不如帰	hototogisu	main	hototogisu	不如帰	2	2006	tokutomi	anilist	
qid:Q1050794|name:不如帰	hototogisu	sub	hototogisu-1997	不如帰	1	1997		none	
qid:Q2608898|name:赤	aka	main	aka	赤	1	1999		none	
qid:Q2606338|name:紅霹	aka	sub	aka-2004	紅霹	1	2004		none	
qid:Q105704193|name:丹	aka	sub	aka-ikuhana-2021	丹	1	2021	ikuhana	anilist	
qid:Q1059934|name:あこがれ	akogare	main	akogare	あこがれ	14	1975	hosokawa	anilist	
qid:Q11364438|name:あ・こ・が・れ	akogare	sub	akogare-1987	あ・こ・が・れ	2	1987		none	
qid:Q3234503|name:GO AHEAD	go-ahead	main	go-ahead	GO AHEAD	4	2005	sasaki	anilist	
qid:Q1062844|name:Go ahead!!	go-ahead	sub	go-ahead-1981	Go ahead!!	2	1981		none	
qid:Q6359803|name:RECORD	record	main	record	RECORD	1	2011		none	
qid:Q1062844|name:RECORD	record	sub	record-2020	RECORD	1	2020		none	
qid:Q11558454|name:ねこばなし|sub:4人と4匹の愛情物語	neko-banashi	main	neko-banashi	ねこばなし	1	2007		none	
qid:Q106478449|name:ねこむかしばなし	neko-banashi	sub	neko-banashi-pandania-2020	ねこむかしばなし	1	2020	pandania	anilist	
qid:Q21019283|name:スキャンダル	scandal	main	scandal	スキャンダル	1	1979		none	
qid:Q106479596|name:SCANDAL!	scandal	sub	scandal-soji-2017	SCANDAL!	1	2017	soji	anilist	
qid:Q43425398|name:Your song	your-song	main	your-song	Your song	1	2003		none	
qid:Q106480274|name:ユアソング	your-song	sub	your-song-fujimaru-2020	ユアソング	1	2020	fujimaru	anilist	
qid:Q8978193|name:ラヴミーテンダー	love-me-tender	main	love-me-tender	ラヴミーテンダー	7	2002	kiki	anilist	
qid:Q106480274|name:ラブミーテンダー	love-me-tender	sub	love-me-tender-fujimaru-2017	ラブミーテンダー	1	2017	fujimaru	anilist	
qid:Q11429931|name:Fiesta	fiesta	main	fiesta	Fiesta	1	1998		none	
qid:Q1069214|name:FIESTA!!	fiesta	sub	fiesta-2003	FIESTA!!	1	2003		none	
qid:Q108109805|name:破門	hamon	main	hamon	破門	1	2025	ando	anilist	
qid:Q11465222|name:波紋	hamon	sub	hamon-2	波紋	1			none	DEFER_YEAR_MISSING
qid:Q108415280|name:天使のたまご	tenshi-no-tamago	main	tenshi-no-tamago	天使のたまご	7	1993		none	
qid:Q11552274|name:天使の卵	tenshi-no-tamago	sub	tenshi-no-tamago-murayama-2006	天使の卵	1	2006	murayama	anilist	
qid:Q10855535|name:エリカ	erika	main	erika	エリカ	3	2014	kusumoto	anilist	
qid:Q11364015|name:えりか	erika	sub	erika-2008	えりか	1	2008		none	
qid:Q11489301|name:ストーカー	stalker	main	stalker	ストーカー	1	1997	tami	anilist	
qid:Q10855535|name:ストーカー|sub:レイナとエリカ	stalker	sub	stalker-2021	ストーカー	1	2021		none	
qid:Q10856127|name:学ぶ	manabu	main	manabu	学ぶ	2	1986		none	
qid:Q10855535|name:マナブ	manabu	sub	manabu-2022	マナブ	1	2022		none	
qid:Q11414072|name:てんねん	tennen	main	tennen	てんねん	7	2002	yoshida	anilist	
qid:Q10856127|name:天然	tennen	sub	tennen-1988	天然	3	1988		none	
qid:Q11451518|name:ホワイトアルバム	white-album	main	white-album	ホワイトアルバム	3	1988		none	
qid:Q1085764|name:WHITE ALBUM	white-album	sub	white-album-aquaplus-2009	WHITE ALBUM	3	2009	aquaplus	anilist	
qid:Q304953|name:天下一!!	tenkaichi	main	tenkaichi	天下一!!	6	2009	aomata	anilist	
qid:Q11362843|name:テンカイチ|sub:日本最強武芸者決定戦	tenkaichi	sub	tenkaichi-azuma-2025	テンカイチ	3	2025	azuma	anilist	
qid:Q11677429|name:WARNING	warning	main	warning	WARNING	3	1995		none	
qid:Q108776526|name:Warning	warning	sub	warning-1991	Warning	1	1991		none	
qid:Q7720778|name:WARNING	warning	sub	warning-2003	WARNING	1	2003		none	
qid:Q521706|name:Secret	secret	main	secret	Secret	3	2014	tonogai	anilist	
qid:Q108776612|name:シークレット	secret	sub	secret-2010	シークレット	1	2010		none	
qid:Q11526412|name:恋の奴隷	koi-no-dorei	main	koi-no-dorei	恋の奴隷	1	1993		none	
qid:Q108777014|name:恋の奴隷	koi-no-dorei	sub	koi-no-dorei-2021	恋の奴隷	1	2021		none	
qid:Q108777015|name:Crusader	crusader	main	crusader	Crusader	2	1989		none	
qid:Q8977925|name:クルセイダー	crusader	sub	crusader-kawaso-2002	クルセイダー	1	2002	kawaso	anilist	
qid:Q9188012|name:Game	game	main	game	Game	3	1995		none	
qid:Q8972749|name:GAME	game	sub	game-ima-2006	GAME	2	2006	ima	anilist	
qid:Q108777015|name:Game	game	sub	game-1992	Game	1	1992		none	
qid:Q20041218|name:game	game	sub	game-2014	game	1	2014		pykakasi	
qid:Q108777015|name:花も嵐も!	hana-mo-arashi-mo	main	hana-mo-arashi-mo	花も嵐も!	1	1998		none	
qid:Q11453576|name:花も嵐も	hana-mo-arashi-mo	sub	hana-mo-arashi-mo-miyagi-2014	花も嵐も	1	2014	miyagi	anilist	
qid:Q11393946|name:気分はハードボイルド	kibun-wa-hardboiled	main	kibun-wa-hardboiled	気分はハードボイルド	1	1986		none	
qid:Q108777015|name:気分は!?ハードボイルド	kibun-wa-hardboiled	sub	kibun-wa-hardboiled-2	気分は!?ハードボイルド	1			none	DEFER_YEAR_MISSING
qid:Q2715024|name:Sweet	sweet	main	sweet	Sweet	1	2003		pykakasi	
qid:Q6381491|name:Sweet	sweet	sub	sweet-minami-2007	Sweet	1	2007	minami	anilist	
qid:Q10882406|name:Sweet	sweet	sub	sweet-2009	Sweet	1	2009		pykakasi	
qid:Q10885113|name:千夜一夜物語	senya-ichiya-monogatari	main	senya-ichiya-monogatari	千夜一夜物語	2	1996		none	
qid:Q1370780|name:千夜一夜物語	senya-ichiya-monogatari	sub	senya-ichiya-monogatari-2004	千夜一夜物語	1	2004		pykakasi	
qid:Q10908776|name:ピンポンラッシュ!	ping-pong-rush	main	ping-pong-rush	ピンポンラッシュ!	4	2017		none	
qid:Q11459864|name:PING PONG RUSH	ping-pong-rush	sub	ping-pong-rush-2009	PING PONG RUSH	2	2009		none	
qid:Q11573256|name:アニマルマニア	animal-mania	main	animal-mania	アニマルマニア	2	2002		none	
qid:Q109596250|name:あにまるまにあ	animal-mania	sub	animal-mania-2010	あにまるまにあ	1	2010		none	
qid:Q1627449|name:BROTHERS	brothers	main	brothers	BROTHERS	7	1995	tajima	anilist	
qid:Q967455|name:ブラザーズ	brothers	sub	brothers-2021	Brothers	5	2021		pykakasi	
qid:Q11045541|name:ブラザーズ +	brothers	sub	brothers-2015	ブラザーズ +	2	2015		pykakasi	
qid:Q11638679|name:ラストダンス	last-dance	main	last-dance	ラストダンス	1	1985	kondo	anilist	
qid:Q11045602|name:ラスト・ダンス	last-dance	sub	last-dance-1999	ラスト・ダンス	1	1999		none	
qid:Q11072255|name:かぽーん（＞＿＜）!	kapoon	main	kapoon	かぽーん（＞＿＜）!	3	2005	shigano	anilist	
qid:Q11590539|name:カポーん。	kapoon	sub	kapoon-kawahara-2010	カポーん。	2	2010	kawahara	anilist	
qid:Q460877|name:秘密	himitsu	main	himitsu	秘密	24	2001	shimizu	anilist	
qid:Q9332488|name:ひみつ	himitsu	sub	himitsu-kozuki-1999	ひみつ	1	1999	kozuki	anilist	
qid:Q11072255|name:秘密	himitsu	sub	himitsu-shigano-2003	秘密	1	2003	shigano	anilist	
qid:Q11465222|name:秘密	himitsu	sub	himitsu-kamon-2015	秘密	1	2015	kamon	anilist	
qid:Q11103202|name:キメイラ	chimera	main	chimera	キメイラ	4	1994		none	
qid:Q64784524|name:鬼面羅	chimera	sub	chimera-2002	鬼面羅	1	2002		none	
qid:Q11142084|name:OPEN SESAME	open-sesame	main	open-sesame	OPEN SESAME	20	2001	kawakata	anilist	
qid:Q9009823|name:オープンセサミ	open-sesame	sub	open-sesame-muto-2006	オープンセサミ	1	2006	muto	anilist	
qid:Q11153241|name:二度目のプロポーズ	nidome-no-propose	main	nidome-no-propose	二度目のプロポーズ	2	2025		none	
qid:Q40039813|name:二度めのプロポーズ	nidome-no-propose	sub	nidome-no-propose-1979	二度めのプロポーズ	1	1979		none	
qid:Q11413004|name:あかるい家族計画	akarui-kazoku-keikaku	main	akarui-kazoku-keikaku	あかるい家族計画	9	1999	yoshikawa	anilist	
qid:Q11153241|name:明るい家族計画	akarui-kazoku-keikaku	sub	akarui-kazoku-keikaku-1995	明るい家族計画	2	1995		none	
qid:Q11153674|name:パイドパイパー	pied-piper	main	pied-piper	パイドパイパー	6	2002	asada	anilist	
qid:Q445827|name:パイド・パイパー	pied-piper	sub	pied-piper-yamagishi-1992	パイド・パイパー	2	1992	yamagishi	anilist	
qid:Q11180591|name:つるぎのまい!	tsurugi-no-mai	main	tsurugi-no-mai	つるぎのまい!	4	2007		none	
qid:Q1191638|name:雪の峠 剣の舞	tsurugi-no-mai	sub	tsurugi-no-mai-iwaaki-2001	雪の峠 剣の舞	2	2001	iwaaki	anilist	
qid:Q3072264|name:SAKURA❤	sakura	main	sakura	SAKURA❤	1	1993		none	
qid:Q11190769|name:Sakura	sakura	sub	sakura-2014	Sakura	1	2014		pykakasi	
qid:Q463594|name:さくら	sakura	sub	sakura-2020	さくら	1	2020		none	
qid:Q3276552|name:ぴゅあ❤ぴゅあ	pure-pure	main	pure-pure	ぴゅあ❤ぴゅあ	1	2000	yabuchi	anilist	
