slug	title	edition	publishers	majority	minority_vols
megurumeku-kisetsu-no-naka-de	めぐるめく季節の中で	standard	LINE　Digital　Frontier:2 | LINE Digital Frontier:1	LINE　Digital　Frontier	[3]
meirei-kuchou-no-kuchibiru-de	命令口調の唇で	standard	海王社:1 | 桜桃書房:1	海王社	[2]
menou-no-ryuu	瑪瑙之竜	standard	エンターブレイン:3 | KADOKAWA:1	エンターブレイン	[4]
mercy	マーシー	standard	富士見書房:1 | ホビージャパン:1	富士見書房	[3]
meshinuma	めしぬま。	standard	コアミックス:9 | ノース・スターズ・ピクチャーズ:6	コアミックス	[1, 2, 3, 4, 5, 6]
mesu-yo-kagayake	メスよ輝け!!	standard	集英社:12 | ホーム社（千代田区）:3	集英社	[13, 14, 15]
metamo-kiss	メタモ・キス	standard	KADOKAWA:2 | 角川書店:1	KADOKAWA	[1]
mezase-toudai-tanuko-san	目指せ東大!たぬ子さん	standard	LINE Digital Frontier:2 | LINE:1	LINE Digital Frontier	[1]
mibu-gishiden	壬生義士伝	standard	角川書店:2 | 講談社:2	角川書店	[3, 4]
mibu-gishiden	壬生義士伝	aizoban	ホーム社:8 | ホーム社（千代田区）:5	ホーム社	[1, 2, 3, 4, 5]
midara-na-ryuu-ni-obore-ru-hana	淫らな龍に溺れる花	standard	大都社:2 | 秋水社:1	大都社	[1]
midorimushi-wa-midori-desuka-mushi-desuka	ミドリムシは植物ですか?虫ですか?	standard	エンターブレイン:1 | KADOKAWA:1	エンターブレイン	[2]
mierundesu	視えるんです。	standard	朝日新聞出版:5 | メディアファクトリー:3	朝日新聞出版	[1, 2, 3]
mikan-no-tsuki	未完の月	standard	KADOKAWA:4 | 角川書店:2	KADOKAWA	[5, 6]
mikazuki-to-neko	三日月とネコ	standard	集英社:3 | エコーズ:1	集英社	[1]
mimi-o-sumaseba	耳をすませば	standard	徳間書店:3 | 集英社:1	徳間書店	[1]
minase-youmu-to-hontou-wa-kowai-cthulhu-shinwa	水瀬陽夢と本当はこわいクトゥルフ神話	standard	KADOKAWA:2 | 角川書店:1	KADOKAWA	[1]
minivan	みにヴぁん	standard	ブシロードワークス:5 | KADOKAWA:2	ブシロードワークス	[1, 2]
mirai-nikki	未来日記	standard	KADOKAWA:11 | 角川書店:1	KADOKAWA	[8]
miseinen	未成年	standard	講談社:1 | 小学館クリエイティブ:1	講談社	[2]
misu-misou	ミスミソウ	standard	ぶんか社:2 | 双葉社:1	ぶんか社	[1]
mitsu-to-doku	蜜と毒	standard	双葉社:2 | viviON:2	双葉社	[3, 4]
miyamoto-musashi-1985	宮本武蔵	standard	講談社:5 | KTC中央出版:3	講談社	[3, 4, 5]
mizu-no-mori-ki-tan	水の森綺譚	standard	偕成社:3 | MOE出版:1	偕成社	[1]
mobile-ryodan-hachifukujin	機動旅団八福神	standard	KADOKAWA:9 | エンターブレイン:1	KADOKAWA	[7]
mobile-shinseiki-gundam-ekkusu	機動新世紀ガンダムX	standard	講談社:3 | 角川書店:1	講談社	[4]
mobile-suit-buyo-gundam	機動戦士ぶよガンダム	standard	角川書店:1 | KADOKAWA:1	角川書店	[2]
mobile-suit-crossbone-gundam-koutetsu-no-7-nin	機動戦士クロスボーン・ガンダム鋼鉄の7人	standard	KADOKAWA:2 | 角川書店:1	KADOKAWA	[3]
mobile-suit-gundam-age-first-evolution	機動戦士ガンダムAGE First Evolution	standard	KADOKAWA:2 | 角川書店:1	KADOKAWA	[3]
mobile-suit-gundam-age-second-evolution	機動戦士ガンダムAGE Second Evolution	standard	KADOKAWA:1 | 角川書店:1	KADOKAWA	[2]
mobile-suit-gundam-daburuoo-79	機動戦士ガンダム0079	standard	アスキー・メディアワークス:8 | KADOKAWA:4	アスキー・メディアワークス	[3, 7, 11, 12]
mobile-suit-gundam-ekooru-deyu-shieru	機動戦士ガンダムエコール・デュ・シエル	standard	角川書店:10 | KADOKAWA:2	角川書店	[1, 12]
mobile-suit-gundam-hybrid-4-koma-dai-sensen	機動戦士ガンダムハイブリッド4コマ大戦線	standard	KADOKAWA:4 | 角川書店:1	KADOKAWA	[2]
mobile-suit-gundam-jion-koukoku-younen-gakkou	機動戦士ガンダムジオン公国幼年学校	standard	KADOKAWA:1 | 角川書店:1	KADOKAWA	[2]
mobile-suit-gundam-seed-astray	機動戦士ガンダムSEED ASTRAY	standard	KADOKAWA:4 | 角川書店:2	KADOKAWA	[2, 3]
mobile-suit-gundam-thunderbolt	機動戦士ガンダムサンダーボルト	standard	小学館:17 | KADOKAWA:1	小学館	[10]
mobile-suit-gundam-uc-testament	機動戦士ガンダムUCテスタメント	standard	角川書店:1 | KADOKAWA:1	角川書店	[2]
mobile-suit-z-gundam	機動戦士Zガンダム	standard	講談社:2 | アスキー・メディアワークス:1	講談社	[2]
mobuko-no-koi	モブ子の恋	standard	コアミックス:18 | ノース・スターズ・ピクチャーズ:6	コアミックス	[1, 2, 3, 4, 5, 6]
mofumofu-to-mukumuku-to-isekai-hyouryuu-seikatsu	もふもふとむくむくと異世界漂流生活	standard	アース・スターエンターテイメント:4 | アース・スター エンターテイメント:2	アース・スターエンターテイメント	[5, 6]
moko-to-yuganda-satsujinkidomo	モコと歪んだ殺人鬼ども	standard	KADOKAWA:4 | メディアファクトリー:1	KADOKAWA	[1]
momotarou-kun-wa-iu-koto-o-kikanai	桃太郎くんは言うコトをきかない	standard	LINE Digital Frontier:4 | LINE:1	LINE Digital Frontier	[1]
mondaijitachi-ga-isekai-kara-kurusoudesuyo	問題児たちが異世界から来るそうですよ?	standard	角川書店:3 | KADOKAWA:1	角川書店	[4]
mononoke	モノノ怪	standard	スクウェア・エニックス:2 | ノース・スターズ・ピクチャーズ:1	スクウェア・エニックス	[3]
monster-musume-no-iru-nichijou	モンスター娘のいる日常	standard	徳間書店:20 | ノース・スターズ・ピクチャーズ:1	徳間書店	[12]
moto-kizoku-no-yonkyoudai-wa-kujikenai	元貴族の四兄弟はくじけない!	standard	アース・スターエンターテイメント:1 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[2]
motohashi-kyoudai	本橋兄弟	standard	双葉社:4 | リイド社:2	双葉社	[1, 2]
mouhitsu-hallucination	妄筆ハルシネーション	standard	角川書店:2 | KADOKAWA:1	角川書店	[3]
mouretsusensei	もうれつ先生	standard	マンガショップ:2 | パンローリング:1	マンガショップ	[1]
mouryou-shoujo	魍魎少女	standard	ノース・スターズ・ピクチャーズ:4 | コアミックス:3	ノース・スターズ・ピクチャーズ	[5, 6, 7]
mousou-kagyou-no-michinaga-san	妄想稼業の道長さん	standard	KADOKAWA:2 | メディアファクトリー:1	KADOKAWA	[3]
ms-marvel	Ms.マーベル	standard	ウィーヴ:2 | ヴィレッジブックス:2	ウィーヴ	[3, 4]
mud-men	マッドメン	standard	秋田書店:1 | 集英社クリエイティブ:1	秋田書店	[2]
mud-men	マッドメン	bunkobon	筑摩書房:1 | 集英社クリエイティブ:1	筑摩書房	[2]
mujihi-na-8bit	無慈悲な8bit	standard	KADOKAWA　Game　Linkage:5 | KADOKAWA:3	KADOKAWA　Game　Linkage	[1, 2, 3]
mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu	無自覚聖女は今日も無意識に力を垂れ流す	standard	アース・スターエンターテイメント:6 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[7]
munekatakyoujudenkikou	宗像教授伝奇考	standard	潮出版社:3 | 小学館:2	潮出版社	[7, 8]
murasaki-tenshi-wa-gokigen-naname	紫天使はご機嫌ななめ	standard	スコラ:1 | 日本文芸社:1	スコラ	[2]
musashinosen-no-shimai	武蔵野線の姉妹	standard	フレックスコミックス:4 | ほるぷ出版:1	フレックスコミックス	[5]
mushoku-no-eiyuu	無職の英雄	standard	アース・スターエンターテイメント:9 | アース・スター エンターテイメント:1	アース・スターエンターテイメント	[10]
musunde-hiraite	むすんでひらいて	standard	マッグガーデン:7 | 集英社:1	マッグガーデン	[1]
muv-luv	マブラヴ	standard	KADOKAWA:2 | アスキー・メディアワークス:1	KADOKAWA	[1]
nakasu-utanikki	中洲歌日記	standard	アムリタ書房:1 | 福岡明林:1	アムリタ書房	[2]
namae-no-nai-kaibutsu	名前のない怪物	standard	LINE Digital Frontier:6 | 宝島社:1	LINE Digital Frontier	[1]
nanairo-inko	七色いんこ	bunkobon	講談社コミッククリエイト:2 | 秋田書店:1	講談社コミッククリエイト	[2]
nanairo-kamen	七色仮面	standard	マンガショップ:2 | パンローリング:1	マンガショップ	[3]
nananana	なななな	standard	アスキー・メディアワークス:2 | KADOKAWA:2	アスキー・メディアワークス	[3, 4]
naniwa-doraihon	難波鉦異本	standard	少年画報社:2 | KADOKAWA:1	少年画報社	[3]
nariagari	成りあがり	standard	風雅書房:2 | 角川書店:1	風雅書房	[3]
naru-doma	ナルどマ	standard	KADOKAWA:1 | 双葉社:1	KADOKAWA	[2]
nazo-no-ano-mise	謎のあの店	standard	朝日新聞出版:2 | 朝日新聞社:1	朝日新聞出版	[1]
negai-o-kanaete-moraou-to-akuma-o-shoukan-shita-kedo-kawaikatta-node-kekkon-shimashita	願いを叶えてもらおうと悪魔を召喚したけど、可愛かったので結婚しました	standard	アース・スターエンターテイメント:10 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[11]
nein	Nein	standard	新書館:2 | KADOKAWA:1	新書館	[3]
nekketsu-daibouken-tairiku	熱血!大冒険大陸	standard	ホビージャパン:5 | ノアール出版:1	ホビージャパン	[1]
nekojiru-udon	ねこぢるうどん	standard	青林堂:2 | 文藝春秋:1	青林堂	[3]
nekomeewaku	ねこめ～わく	standard	朝日新聞出版:3 | 宙出版:2 | 朝日ソノラマ:1 | 朝日新聞社:1	朝日新聞出版	[2, 3, 4, 6]
nekomushi-stories	ネコムシ・ストーリーズ	standard	偕成社:3 | MOE出版:2	偕成社	[1, 3]
nerawareta-gakuen	ねらわれた学園	standard	KADOKAWA:1 | 角川書店:1	KADOKAWA	[2]
netsuai-prince	熱愛プリンス	standard	宙出版:14 | ネクストF:7	宙出版	[13, 14, 15, 16, 17, 18, 19]
nibiiro-no-hako-no-naka-de	鈍色の箱の中で	standard	LINE Digital Frontier:5 | LINE:2	LINE Digital Frontier	[1, 2]
night-head	NIGHT HEAD	standard	角川書店:7 | フジテレビ出版:1	角川書店	[1]
niji-no-tani-no-an	虹の谷のアン	deluxe	コミックス:1 | 講談社コミッククリエイト:1	コミックス	[2]
nijiiro-no-trotsky	虹色のトロツキー	standard	潮出版社:5 | 双葉社:3	潮出版社	[1, 2, 3]
ningen-club	人間倶楽部	standard	主婦と生活社:8 | 宙出版:2	主婦と生活社	[11, 14]
ningen-shikkaku-ito-2010	人間失格	standard	イースト・プレス:1 | 新潮社:1	イースト・プレス	[3]
ningen-shikkaku	人間失格	standard	新潮社:2 | 小学館:1	新潮社	[3]
ninja-slayer	ニンジャスレイヤー	standard	KADOKAWA:14 | 秋田書店:4	KADOKAWA	[15, 16, 17, 18]
nippon-o-ashi-de-hakatta-otoko	日本を足で測った男	standard	中央出版:2 | KTC中央出版:1	中央出版	[1]
nipponia-nippon	ニッポニア・ニッポン	standard	ソニー・ミュージックソリューションズ:2 | スコラ:1	ソニー・ミュージックソリューションズ	[1]
nishimura-shinobu-no-kobe-motomachi-shimoyamate-dress	西村しのぶの神戸・元町“下山手ドレス”	standard	KADOKAWA:2 | 角川書店:1	KADOKAWA	[1]
nobara	野ばら	standard	東京漫画社:1 | KADOKAWA:1	東京漫画社	[2]
nobunaga	信長	standard	小学館:7 | KADOKAWA:1	小学館	[8]
nobushi-no-gourmet	野武士のグルメ	standard	幻冬舎:2 | 幻冬舎コミックス:1	幻冬舎	[3]
nokemono-to-hanayome	ノケモノと花嫁	standard	幻冬舎コミックス:3 | インデックス・コミュニケーションズ:2 | モール・オブ・ティーヴィー:2	幻冬舎コミックス	[1, 3, 4, 5]
nono-chan-zenshuu	ののちゃん 全集	standard	スタジオジブリ:2 | スタジオ・ジブリ:1	スタジオジブリ	[8]
nono-chan	ののちゃん	standard	チャンネルゼロ:7 | 東京創元社:4 | 徳間書店:2 | 双葉社:1	チャンネルゼロ	[8, 9, 10, 11, 12, 13, 14]
norogaaru	のろガール!	standard	KADOKAWA:1 | 角川書店:1	KADOKAWA	[2]
nuretoro-3p	濡れトロ3P	standard	CLAPコミックス:1 | 三交社:1	CLAPコミックス	[2]
nyohanbou	女犯坊	standard	太田出版:3 | 実業之日本社:1	太田出版	[4]
nyotai-katsu	にょたいかっ。	standard	KADOKAWA:4 | メディアファクトリー:1	KADOKAWA	[3]
o-kashira-tsuki	尾かしら付き。	standard	ノース・スターズ・ピクチャーズ:3 | コアミックス:1	ノース・スターズ・ピクチャーズ	[4]
obaa-chan-shoujo-hinata-chan	老女的 (おばあちゃん) 少女ひなたちゃん	standard	ノース・スターズ・ピクチャーズ:7 | コアミックス:4	ノース・スターズ・ピクチャーズ	[8, 9, 10, 11]
obake	オバケ	standard	講談社:2 | 光文社:1	講談社	[3]
obito-no-hime-to-kubinashi-kishi	首の姫と首なし騎士	standard	白泉社:2 | 角川書店:1	白泉社	[1]
oda-cinnamon-nobunaga	織田シナモン信長	standard	ノース・スターズ・ピクチャーズ:8 | コアミックス:2	ノース・スターズ・ピクチャーズ	[9, 10]
oda-nobuna-no-yabou	織田信奈の野望	standard	角川書店:4 | KADOKAWA:2	角川書店	[5, 6]
odd-taxi	オッドタクシー	standard	ポニーキャニオン:3 | 小学館:2	ポニーキャニオン	[1, 5]
odenwa-omachishitemasu	お電話お待ちしてます	standard	主婦と生活社:2 | 秋田書店:1	主婦と生活社	[1]
oedo-shitamachi-komoridou	大江戸下町こもり堂	standard	宙出版:3 | ネクストF:2	宙出版	[4, 5]
offline-game	おふらいんげーむ	standard	双葉社:5 | エンジェル出版:2	双葉社	[6, 7]
ohime-sama-no-yuuutsu	お姫様の憂鬱	standard	KADOKAWA:2 | アスキー・メディアワークス:1	KADOKAWA	[1]
ohitori-sama-shutsu-san	おひとりさま出産	standard	集英社クリエイティブ:4 | 集英社:2	集英社クリエイティブ	[2, 3]
oideyo-doubutsu-byouin	おいでよ動物病院!	standard	集英社クリエイティブ:14 | 集英社:1	集英社クリエイティブ	[11]
oji-sama-koushaku-wa-koisuru-otoshigoro	おじさま侯爵は恋するお年頃	standard	宙出版:10 | ネクストF:6	宙出版	[11, 12, 13, 14, 15, 16]
okane-ga-nai	お金がないっ	standard	幻冬舎コミックス:18 | 桜桃書房:1	幻冬舎コミックス	[1]
omae-no-kaa-chan-bitch	お前の母ちゃんBitch!	standard	竹書房:1 | ぶんか社:1	竹書房	[2]
omae-o-wotaku-ni-shiteyaru-kara-ore-o-riajuu-ni-shitekure	おまえをオタクにしてやるから、俺をリア充にしてくれ!	standard	KADOKAWA:6 | メディアファクトリー:1	KADOKAWA	[2]
omakase-spirits	おまかせ精霊	standard	KADOKAWA:2 | メディアファクトリー:1	KADOKAWA	[4]
omega-ni-dake-wa-naritakunai	Ωにだけはなりたくない!!	standard	ふゅ〜じょんぷろだくと:2 | ふゅ～じょんぷろだくと:1	ふゅ〜じょんぷろだくと	[2]
omoide-poroporo	おもひでぽろぽろ	standard	青林堂:2 | 徳間書店:1	青林堂	[4]
omotteta-yori-futsuu-desune	思ってたよりフツーですね	standard	KADOKAWA:2 | 角川書店:1	KADOKAWA	[3]
onee-na-kareshi-to-boyish-kanojo	オネエな彼氏とボーイッシュ彼女	standard	ホーム社（千代田区）:3 | ホーム社:2	ホーム社（千代田区）	[4, 5]
onegai-sonna-ni-kamanaide	お願い、そんなに噛まないで	standard	れんが書房新社:1 | 道玄坂書房:1	れんが書房新社	[2]
onihei-hankachou	鬼平犯科帳	standard	リイド社:68 | 文藝春秋:51 | 文藝春秋情報出版:3	リイド社	[2, 6, 21, 23, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88]
onii-chan-no-koto-ga-sukisugite-nyannyan-shitai-burakon-imouto-dakedo-sunao-ni-narenaino	お兄ちゃんのことが好きすぎてにゃんにゃんしたいブラコン妹だけど素直になれないの	standard	角川書店:1 | KADOKAWA:1	角川書店	[2]
onii-sama-to-chikai-no-bara	お兄様と誓いの薔薇	standard	宙出版:3 | ネクストF:1	宙出版	[4]
online-no-hitsujitachi	オンラインの羊たち	standard	Nagisa:2 | ヒーローズ:1	Nagisa	[3]
onmyouji	陰陽師	standard	白泉社:12 | スコラ:1	白泉社	[3]
onryou-oku-sama	怨霊奥様	standard	BookLive:5 | フレックスコミックス:5	BookLive	[5, 6, 7, 8, 9]
ooi-yamabiko	オーイ!!やまびこ	standard	毎日新聞出版:6 | 講談社:1	毎日新聞出版	[5]
ookami-koushaku-no-kyuukon	狼公爵の求婚	standard	宙出版:2 | ネクストF:1	宙出版	[3]
ookina-kuri-no-ki-no-shita-de	大きな栗の木の下で	standard	地方・小出版流通センター:1 | ビブロス:1	地方・小出版流通センター	[2]
oraa-guzura-dado	おらぁグズラだど	standard	マンガショップ:1 | パンローリング:1	マンガショップ	[2]
orange-2012	orange	standard	双葉社:4 | 集英社:2	双葉社	[1, 2]
ore-no-jouwan-nitoukin-etchi-na-me-de-miteta-desho	俺の上腕二頭筋、エッチな目で見てたでしょ?	standard	彗星社:7 | （株）彗星社:1	彗星社	[3]
ore-no-shinsengumi	俺の新選組	standard	勁文社:2 | ホーム社（千代田区）:2	勁文社	[2, 4]
ore-no-yubi-de-midarero	俺の指で乱れろ。	standard	彗星社:8 | （株）彗星社:1	彗星社	[2]
orenchi-ni-kita-onnakishi-to-inakagurashi-suru-koto-ni-natta-ken	俺んちに来た女騎士と田舎暮らしすることになった件	standard	アース・スターエンターテイメント:9 | アース・スター　エンターテイメント:1	アース・スターエンターテイメント	[1]
oretachi-tsukiattenai-kara	俺たちつき合ってないから	standard	竹書房:2 | ノース・スターズ・ピクチャーズ:1	竹書房	[1]
oribe-shimai-no-iroiro	織部姉妹のいろいろ	standard	LINE Digital Frontier:5 | LINE　Digital　Frontier:1	LINE Digital Frontier	[5]
orinraijingu	オリンライジング!	standard	KADOKAWA:2 | アスキー・メディアワークス:1	KADOKAWA	[1]
orochi	おろち	standard	秋田書店:1 | 小学館:1	秋田書店	[4]
oruchuban-ebichu	おるちゅばんエビちゅ	standard	主婦と生活社:2 | 双葉社:2	主婦と生活社	[13, 14]
osaka-mamegohan	大阪豆ゴハン	bunkobon	コミックス:3 | 講談社:3	コミックス	[4, 5, 6]
osanpo-daiou	おさんぽ大王	standard	エンターブレイン:4 | アスキー・メディアワークス:3	エンターブレイン	[1, 2, 3]
ossu-tonko-chan	オッス!トン子ちゃん	standard	ポプラ社:2 | 扶桑社:1	ポプラ社	[1]
othello-2010	OTHELLO	standard	桜桃書房:1 | 講談社:1	桜桃書房	[2]
otogi-bukkoroshiamu	おとぎぶっ殺シアム	standard	LINE Digital Frontier:4 | LINE　Digital　Frontier:1	LINE Digital Frontier	[1]
otoko-hanayakanare	男子華やかなれ	standard	ホーム社（千代田区）:1 | 集英社:1	ホーム社（千代田区）	[2]
otokonoko-wa-meidofuku-ga-osuki	オトコのコはメイド服がお好き!?	standard	KADOKAWA:1 | 角川書店:1	KADOKAWA	[2]
otome-wa-onee-sama-ni-koishiteru	乙女はお姉さまに恋してる	standard	角川書店:2 | KADOKAWA:1	角川書店	[3]
otona-ni-naru-jumon	大人になる呪文	standard	ワニブックス:2 | Fox出版:1 | 文苑堂:1	ワニブックス	[1, 2]
otona-no-shikumi	おとなのしくみ	standard	エンターブレイン:2 | アスキー・メディアワークス:1	エンターブレイン	[2]
otsubone-reijou-to-shuka-no-kisetsu	お局令嬢と朱夏の季節	standard	アース・スターエンターテイメント:4 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[5]
otteke-3-haron	おってけ!3ハロン	standard	産經新聞出版:2 | 産業経済新聞社:1	産經新聞出版	[1]
ougon-taikouki	黄金太閤記	standard	リイド社:1 | 双葉社:1	リイド社	[2]
ouji-no-yuugana-seikatsu-kari	王子の優雅な生活（仮）	standard	朝日新聞出版:2 | 朝日新聞社:1	朝日新聞出版	[2]
oukuu-kishidan-to-kyuukoku-no-shoujo	王空騎士団と救国の少女	standard	アース・スターエンターテイメント:1 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[3]
oyaji-kairou-e-youkoso	オヤジ回廊へようこそ	standard	ビブロス:1 | リブレ:1	ビブロス	[2]
oz-itsuki-2004	OZ	standard	白泉社:5 | KADOKAWA:1	白泉社	[6]
p-b-b	P.B.B.	standard	リブレ:3 | ビブロス:2 | リブレ出版:1	リブレ	[1, 2, 3]
pachipro-hyena	パチプロハイエナ	standard	スコラ:6 | 日本文芸社:4	スコラ	[7, 8, 9, 10]
pachisuro-hitoritabi	パチスロひとり旅	standard	白夜書房:5 | ガイドワークス:2	白夜書房	[14, 15]
pandora-yoshinaga-1995	パンドラ	standard	朝日ソノラマ:1 | 復刊ドットコム:1	朝日ソノラマ	[2]
panzer-princess	ぱんつぁープリンセス	standard	学研パブリッシング:2 | 学研:1	学研パブリッシング	[2]
papakon	ぱぱこん	standard	Fox出版:3 | 文苑堂:1	Fox出版	[1]
parts-no-pa	パーツのぱ	standard	アスキー・メディアワークス:8 | KADOKAWA:2	アスキー・メディアワークス	[9, 10]
peesuke	ペエスケ	standard	朝日新聞出版:7 | 講談社:1	朝日新聞出版	[1]
peppaaminto-monogatari	ペッパーミント物語	bunkobon	ふゅーじょんぷろだくと:1 | ふゅ〜じょんぷろだくと:1	ふゅーじょんぷろだくと	[2]
perfect-planet	パーフェクトプラネット	standard	ジュリアン:1 | Jパブリッシング:1	ジュリアン	[2]
perman-fujiko-1979	パーマン	standard	小学館:7 | 中央公論新社:3	小学館	[8, 10, 12]
perman	パーマン	standard	小学館:7 | 中央公論新社:4	小学館	[8, 10, 11, 12]
persona-4-ji-ultimate-in-mayonaka-aleana	ペルソナ4ジ・アルティメットインマヨナカアリーナ	standard	アスキー・メディアワークス:2 | KADOKAWA:1	アスキー・メディアワークス	[3]
petshop-of-horrors	Petshop of horrors	standard	宙出版:6 | 主婦と生活社:2	宙出版	[2, 3]
pied-piper	パイドパイパー	standard	幻冬舎:5 | 幻冬舎コミックス:1	幻冬舎	[5]
pippira-note	ぴっぴら帳	standard	双葉社:2 | コアミックス:1	双葉社	[3]
pita-ten	ぴたテン	standard	アスキー・メディアワークス:6 | KADOKAWA:2	アスキー・メディアワークス	[1, 2]
platinum-2007	プラチナ	standard	集英社:1 | 講談社:1	集英社	[2]
popokan	ポポ缶	standard	アスキー・メディアワークス:2 | KADOKAWA:1	アスキー・メディアワークス	[3]
pretty-maniizu	ぷりてぃまにぃず	standard	KADOKAWA:2 | アスキー・メディアワークス:1	KADOKAWA	[1]
prisma-illya-2wei	プリズマ・イリヤ2wei!	standard	KADOKAWA:3 | 角川書店:1	KADOKAWA	[1]
project-remover	プロジェクト・リムーバー	standard	アスキー・メディアワークス:1 | KADOKAWA:1	アスキー・メディアワークス	[2]
ps-surii-san	P.S.すりーさん	standard	マイクロマガジン社:3 | マイクロマガジンシャ:1	マイクロマガジン社	[1]
puchimasu	ぷちます!	standard	KADOKAWA:9 | アスキー・メディアワークス:5	KADOKAWA	[1, 2, 3, 4, 5]
pumpkin-night	パンプキンナイト	standard	LINE Digital Frontier:4 | 竹書房:2 | LINE　Digital　Frontier:1	LINE Digital Frontier	[1, 2, 4]
punch	Punch↑	standard	リブレ:4 | リブレ出版:3	リブレ	[1, 2, 3]
qt-t	qtμt	standard	LINE Digital Frontier:3 | スクウェア・エニックス:2	LINE Digital Frontier	[1, 2]
quick-start	くいっくすたーと	standard	ゲーム・フィールド:3 | ゲームフィールド:1	ゲーム・フィールド	[4]
quo-vadis	Quo Vadis	standard	幻冬舎コミックス:19 | 幻冬舎:1	幻冬舎コミックス	[5]
radiant	ラディアン	standard	Euromanga:11 | 飛鳥新社:7 | ユーロマンガ合同会社:1	Euromanga	[12, 13, 14, 15, 16, 17, 18, 19]
radical-blood-monster	ラジカル・ブラッド・モンスター	standard	リブレ:1 | リブレ出版:1	リブレ	[2]
raikonen-no-nettaigyo	ライコネンの熱帯魚	standard	秋田書店:1 | 徳間書店:1	秋田書店	[3]
rakkiidoggu-1-blast	ラッキードッグ1 BLAST	standard	KADOKAWA:5 | メディアファクトリー:2	KADOKAWA	[3, 4]
rakudai-ninja-rantarou	落第忍者乱太郎	standard	朝日新聞出版:62 | 立風書房:2	朝日新聞出版	[1, 2]
rapper-ni-kamaretara-rapper-ni-naru-manga	ラッパーに噛まれたらラッパーになる漫画	standard	LINE:2 | LINE Digital Frontier:1	LINE	[3]
rdg-red-data-girl	RDG レッド データ ガール	standard	KADOKAWA:3 | 角川書店:2	KADOKAWA	[1, 2]
reikan-doubutsu-tanteisha	霊感動物探偵社	standard	青泉社（千代田区）:14 | Bbmfマガジン:1	青泉社（千代田区）	[2]
reikan-koumuten-ripea	霊感工務店リペア	standard	集英社クリエイティブ:10 | 集英社:1	集英社クリエイティブ	[6]
reikan-shounen-no-file	霊感少年の事件簿	standard	Bbmfマガジン:1 | 青泉社（千代田区）:1	Bbmfマガジン	[2]
rejiden-505-tei-goomarugo	レジデン都市505	standard	角川書店:2 | KADOKAWA:1	角川書店	[3]
renaidisutooshon	恋愛ディストーション	standard	少年画報社:5 | 小学館:3	少年画報社	[6, 7, 8]
revenge	REVENGE	standard	小学館:1 | 小学館クリエイティブ:1	小学館	[2]
ri-ryou	李陵	standard	講談社:1 | 文藝春秋:1	講談社	[2]
ribenjirabu	リベンジ・ラブ	standard	LINE Digital Frontier:2 | LINE　Digital　Frontier:1	LINE Digital Frontier	[1]
ring-1996	リング	standard	講談社:1 | 角川書店:1	講談社	[3]
rinjou	臨場	standard	日本文芸社:1 | 双葉社:1	日本文芸社	[3]
robotics-notes-2012	Robotics;Notes	standard	集英社:3 | マッグガーデン:1	集英社	[6]
robotics-notes-phantom-snow	Robotics;Notes Phantom Snow	standard	KADOKAWA:1 | エンターブレイン:1	KADOKAWA	[2]
robotics-notes-pleiades-ambition	Robotics;Notes Pleiades Ambition	standard	KADOKAWA:2 | メディアファクトリー:1	KADOKAWA	[1]
rockman-8	ロックマン8	standard	講談社:2 | 復刊ドットコム:1	講談社	[3]
rockman-maniax	ロックマンマニアックス	standard	ウェッジホールディングス:1 | 復刊ドットコム:1	ウェッジホールディングス	[3]
rockman-megamix	ロックマンメガミックス	standard	講談社:2 | エンターブレイン:1	講談社	[3]
rockman-zx	ロックマンゼクス	standard	エンターブレイン:1 | KD（eb発行）:1	エンターブレイン	[2]
rockomanga	ROCKOMANGA!	standard	リットーミュージック:1 | シンコーミュージック・エンタテイメント:1	リットーミュージック	[2]
romeo	Romeo	standard	ジュネット:3 | マガジン・マガジン:1	ジュネット	[2]
roodosutou-senki-1998	ロードス島戦記	standard	角川書店:2 | KADOKAWA:1	角川書店	[3]
ruri-no-kaze-ni-hana-wa-nagareru	瑠璃の風に花は流れる	standard	角川書店:2 | KADOKAWA:1	角川書店	[3]
ruriko-joou-no-kareinaru-hibi	瑠璃子女王の華麗なる日々	standard	リイド社:1 | 集英社:1	リイド社	[2]
rush-1992	RUSH!	standard	白夜書房:1 | 小学館:1	白夜書房	[2]
rush	Rush	standard	祥伝社:4 | 双葉社:1	祥伝社	[1]
ruugaruu	ルー=ガルー	standard	講談社:2 | 徳間書店:1	講談社	[1]
ryoumin-0-nin-start-no-henkyou-ryoushusama	領民0人スタートの辺境領主様	standard	アース・スターエンターテイメント:13 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[14]
ryouta	良太	standard	潮出版社:1 | 文藝春秋:1	潮出版社	[2]
