slug	title	英化候補run
lion-heart-1993	ライオン・ハート	ライオン・ハート→lion-heart
lion-heart-shigematsu-2020	ライオン・ハート	ライオン・ハート→lion-heart
lion-heart	ライオンハート	ライオンハート→lion-heart
lion-no-nakaniwa	ライオンの中庭	ライオン→lion
lion-no-shiro	ライオンの城	ライオン→lion
lion-to-hanayome	ライオンと花嫁	ライオン→lion
lion-wa-nemuranai	ライオンは眠らない	ライオン→lion
little-2-miracle	りとる〔＾2〕☆ミラクル	ミラクル→miracle
little-magic	リトル☆マジック	マジック→magic
living-game	りびんぐゲーム	ゲーム→game
london-game-princess-ni-ai-oeegekai-ni-ai-wa-moete	ロンドン・ゲーム プリンセスに愛をエーゲ海に愛は燃えて	プリンセス→princess
love-ando-fuaiyaa	ラブ＆ファイヤー	ファイヤー→fire
love-boy-love	ラブ・ボーイ・ラブ	ラブ・ボーイ・ラブ→love-boy-love
love-fighter	ラブファイター!	ラブファイター→love-fighter
love-fire	Loveファイヤー	ファイヤー→fire
love-fish-sanpei-club	Love fish三平クラブ	クラブ→club
love-game-1997	ラブ・ゲーム	ラブ・ゲーム→love-game
love-hunter-ren	ラブ・ハンター・Ren	ラブ・ハンター・→love-hunter
love-ikinokori-game	♂♀生き残りゲーム	ゲーム→game
love-life-2016	ラブ・ライフ	ラブ・ライフ→love-life
love-live-superstar-liella-kirakira-life-comic	ラブライブ!スーパースター!!liella! kila² life comic	スーパースター→super-star
love-love-game	ラブ×ラブゲーム	ラブゲーム→love-game
love-love-nurse	らぶらぶ❤ナース	ナース→nurse
love-lucky	ラブ・らっきぃ	ラブ・→love
love-master-a	ラブマスターA	ラブマスター→love-master
love-master-x	ラブ・マスターX	ラブ・マスター→love-master
love-monster-mio-2011	らぶ・モンスター	・モンスター→monster
love-monster	ラブ・モンスター	ラブ・モンスター→love-monster
love-romance	ラブロマンス	ラブロマンス→love-romance
love-wars	らぶウォーズ	ウォーズ→wars
lover-s-kiss	ラヴァーズキス	ラヴァーズキス→lovers-kiss
lovers-6-shoku-no-koibitotachi	ラヴァーズ 6色の恋人たち	ラヴァーズ→lovers
lovers-alpha	ラヴァーズα	ラヴァーズ→lovers
lovers-cafe-mariina-ni-youkoso	ラヴァーズカフェ マリーナにようこそ	ラヴァーズカフェ→lovers-cafe
lovers-kiss	ラヴァーズ・キス	ラヴァーズ・キス→lovers-kiss
lp-life-partner-3banme-no-haiguusha	LP～ライフ・パートナー～3番目の配偶者	ライフ・パートナー→life-partner
lv2-kara-cheat-datta-moto-yuusha-kouho-no-mattari-isekai-life	Lv2からチートだった元勇者候補のまったり異世界ライフ	ライフ→life
m-game	M・ゲーム	・ゲーム→game
m-league-hobo-mainichi-4-koma	Mリーグほぼ毎日4コマ	リーグ→league
machine-inochi	マシン・命	マシン・→machine
machitohitonoromansu	街と人のロマンス	ロマンス→romance
mad-angel	まっどエンジェル	エンジェル→angel
madame-to-risou-no-android	マダムと理想のアンドロイド	アンドロイド→android
magic-master	マジック・マスター	マジック・マスター→magic-master
magic-meister	マジック☆マイスター	マジック→magic
magic-no-himitsu	マジックのひみつ	マジック→magic
magic-tree-house	マジック・ツリーハウス	マジック・ツリーハウス→magic-tree-house
magical-1to3	マジカル1to3	マジカル→magical
magical-boogie	マジカル☆ブギ	マジカル→magical
magical-chaser-aki	マジカル★チェイサーAKI	マジカル→magical
magical-dream-kirapichi-5	マジカル★ドリームキラピチ5	マジカル→magical
magical-explorer-eroge-no-yuujin-chara-ni-tensei-shita-kedo-game-chishiki-tsukatte-jiyuu-ni-ikiru	マジカル★エクスプローラーエロゲの友人キャラに転生したけど、ゲーム知識使って自由に生きる	マジカル→magical; ゲーム→game
magical-power-mariko-no-bouken	マジカルパワー鞠子の冒険	マジカルパワー→magical-power
magical-sweet-mermaid	まじかる☆スイート☆マーメイド	スイート→sweet; マーメイド→mermaid
magical-takahashi-yousuke-tour	マジカル・高橋葉介・ツアー	マジカル・→magical
magical-travel-boy	マジカル★トラベルBOY	マジカル→magical
mahou-shougakusei-magical-hazure-chan	魔法小学生マジカルはずれちゃん	マジカル→magical
mahou-shoujo-san-ando-moon	魔法少女サン&ムーン	ムーン→moon
mahoutsukai-ros-no-sado-life	魔法使いロゼの佐渡ライフ	ライフ→life
mahoutsukai-yousei-senmon-magic-star-gakuin	魔法使い養成専門マジックスター学院	マジックスター→magic-star
maid-wa-miracle	メイドはミラクル	ミラクル→miracle
mainichi-ga-honeymoon	毎日がハネムーン!	ハネムーン→honeymoon
majime-girl-to-seishun-lingerie	真面目ガールと青春ランジェリー	ガール→girl
majiwari-office	まじわりオフィス	オフィス→office
majutsu-o-kiwamete-tabi-ni-deta-tensei-elf-mote-amashita-jumyou-de-ikeru-densetsu-to-naru	魔術を極めて旅に出た転生エルフ、持て余した寿命で生ける伝説となる	エルフ→elf
majuu-suit-tiger	魔獣戦士タイガー	タイガー→tiger
makai-toshi-hunter	魔界都市ハンター	ハンター→hunter
make-heroine-ga-oosugiru-atto-comic	負けヒロインが多すぎる!@comic	ヒロイン→heroine
make-heroine-ni-tensei-shitara-seijo-ni-narimashita	負けヒロインに転生したら聖女になりました	ヒロイン→heroine
mama-trouble	ママ❤トラブル	トラブル→trouble
mamie-angel	メイミー❤エンジェル	エンジェル→angel
mamiya-san-wa-battle-tenkai-o-kitai-suru	間宮さんはバトル展開を期待する	バトル→battle
mamono-o-karu-na-to-iwareta-saikyou-hunter-ryouri-guild-ni-tenshoku-suru	魔物を狩るなと言われた最強ハンター、料理ギルドに転職する	ハンター→hunter
manbou-chan-to-lion-kun	マンボウちゃんとライオンくん	ライオン→lion
manga-nishimura-kyoutarou-mystery-totsugawa-keibu-special	マンガ西村京太郎ミステリー十津川警部スペシャル	ミステリー→mystery
manga-project-ekkusu-chousenshatachi	まんがプロジェクトX挑戦者たち	プロジェクト→project
manga-shiawase-neko-life	マンガしあわせねこライフ	ライフ→life
manii-road	まにぃロード	ロード→road
maou-nado-ga-black-kigyou-no-shachou-ni-naru-manga	魔王などがブラック企業の社長になる漫画	ブラック→black
maou-no-ore-ga-dorei-elf-o-yome-ni-shitandaga-dou-medereba-ii	魔王の俺が奴隷エルフを嫁にしたんだが、どう愛でればいい?	エルフ→elf
maou-to-seijo-ga-michibiku-boukensha-life	魔王と聖女が導く冒険者ライフ	ライフ→life
maougun-wa-white-kigyou	魔王軍はホワイト企業	ホワイト→white
marshmallow-bungaku-girl	ましまろ文學ガール	ガール→girl
maruhi-no-nurse-special	〔○泌〕のナース!!スペシャル	ナース→nurse
maruwakari-captain-tsubasa-issaku-issatsu-ikki-shiri	まるわかりキャプテン翼	キャプテン→captain
marvel-super-heroes-secret-wars	マーベルスーパーヒーローズ:シークレット・ウォーズ	シークレット・ウォーズ→secret-wars
master-children	マスターチルドレン	マスターチルドレン→master-children
master-keaton-remaster	MASTERキートン Reマスター	マスター→master
mawarimichi-no-romance	まわり道のロマンス	ロマンス→romance
mayaku-mitsubainin-heart-no-irezumi	麻薬密売人 ハートの刺青	ハート→heart
mayoi-ga-station	迷い家ステーション	ステーション→station
mayonaka-no-cafe-de-ocha-o	真夜中のカフェでお茶を	カフェ→cafe
mayonaka-no-tenshi-blue	真夜中の天使ブルー	ブルー→blue
mazumeshi-elf-to-yuubokugurashi	マズ飯エルフと遊牧暮らし	エルフ→elf
medikaru-magical	めでぃかるマジカル	マジカル→magical
megamori-hontou-ni-atta-nama-black-kaisha-dai-kokuhatsu-esupii	メガ盛!本当にあった〔○生〕ブラック会社大告発SP	ブラック→black
megamori-hontou-ni-atta-yukai-na-hanashi-black-na-shokuba-esupii	メガ盛!!本当にあった愉快な話ブラックな職場SP	ブラック→black
megumi-no-daigo-kyuukoku-no-orange	め組の大吾救国のオレンジ	オレンジ→orange
meguriai-house	めぐり愛ハウス	ハウス→house
meidesu-maid-jigoku-no-senjou-ni-tensou-dekiaisareru-koyuu-no-gomi-shuushuu-mahou-de-saijaku-class	MAIDes-メイデス-メイド、地獄の戦場に転送される。固有のゴミ収集魔法で、最弱クラスのまま人類最強に。@COMIC	クラス→class
meiji-rabu-shop	明治ラブショップ	ラブショップ→love-shop
meikyuu-black-company	迷宮ブラックカンパニー	ブラックカンパニー→black-company
meisou-love-game	迷走ラブゲーム	ラブゲーム→love-game
meiten-restaurant	冥天レストラン	レストラン→restaurant
melty-blood-rojiura-nightmare	MELTY BLOOD路地裏ナイトメア	ナイトメア→nightmare
men-yatai-road-narutoya	麺屋台ロード ナルトヤ!	ロード→road
mermaid-boy	マーメイドボーイ	マーメイドボーイ→mermaid-boy
mermaid-boys	マーメイド・ボーイズ	マーメイド・ボーイズ→mermaid-boys
mermaid-girl-1994	マーメイドガール	マーメイドガール→mermaid-girl
mermaid-girl	マーメイド❤ガール	マーメイド→mermaid; ガール→girl
mermaid-lovers	マーメイド・ラヴァーズ	マーメイド・ラヴァーズ→mermaid-lovers
mermaid-queen	マーメイドクイーン	マーメイドクイーン→mermaid-queen
mermaid	マーメイド	マーメイド→mermaid
metal-k	メタルK	メタル→metal
metal-wind	メタルウインド	メタルウインド→metal-wind
mf-ghost	MFゴースト	ゴースト→ghost
mi-play-no-otome-game-ni-tensei-shita-heibon-reijou-wa-seinaru-shishuu-no-ito-o-sasu	未プレイの乙女ゲームに転生した平凡令嬢は聖なる刺繍の糸を刺す	ゲーム→game
miboujin-elf-no-kanamori-san	未亡人エルフの金森さん	エルフ→elf
midarete-office-ranse	淫れてオフィス乱世	オフィス→office
midnight-children	ミッドナイト☆チルドレン	チルドレン→children
midnight-game	ミッドナイト ゲーム	ゲーム→game
migawari-honeymoon	身代わりハネムーン	ハネムーン→honeymoon
migawari-lady-to-sukuriin-no-koibito	身代わりレディとスクリーンの恋人	レディ→lady
miihaa-paradise	ミーハー❤パラダイス	パラダイス→paradise
mikado-boy	ミカド☆ボーイ	ボーイ→boy
mikansei-family	未完成ファミリー	ファミリー→family
mikansei-girl	未完成ガール	ガール→girl
mikansei-lovers	未完成ラヴァーズ	ラヴァーズ→lovers
mikawa-beruno-no-geemudamashii	美川べるののゲーム魂	ゲーム→game
mikazuki-no-dragon	三日月のドラゴン	ドラゴン→dragon
mikazuki-romance	三日月ロマンス	ロマンス→romance
mikazuki-to-orange	三日月とオレンジ	オレンジ→orange
mikkii-no-itsudemo-happy	ミッキーのいつでもハッピー	ハッピー→happy
milk-boy	MILK ボーイ	ボーイ→boy
milk-shibori-hunter-no-isekai-sakunyuuki	ミルク搾りハンターの異世界搾乳記	ハンター→hunter
mimi-paradise	美味パラダイス	パラダイス→paradise
minatoya-yumekichi-shuusei-legend	湊谷夢吉集成レジェンド	レジェンド→legend
mind-game-1990	マインド・ゲーム	マインド・ゲーム→mind-game
mind-game-2004	マインド・ゲーム	マインド・ゲーム→mind-game
miniyon-fighter-v	ミニ四ファイターV	ファイター→fighter
minna-de-happy-tamagotchi	みんなでハッピー☆たまごっち!	ハッピー→happy
minna-no-kiss-club	みんなのキスクラブ	キスクラブ→kiss-club
mira-kuru-1	ミラ・クル・1	ミラ・クル・→miracle
miracle-2000	ミラクル	ミラクル→miracle
miracle-ball	ミラクルボール	ミラクルボール→miracle-ball
miracle-girls	ミラクル☆ガールズ	ミラクル→miracle; ガールズ→girls
miracle-happy-kibou-no-doubutsu-monogatari	ミラクルハッピー☆希望のどうぶつ物語	ミラクルハッピー→miracle-happy
miracle-ryuuichi-sama-land	ミラクル琉一様ランド	ミラクル→miracle
miracle-tonchinkan	ミラクルとんちんかん	ミラクル→miracle
miracle	ミラクル	ミラクル→miracle
mirror-twins	ミラー・ツインズ	ミラー・ツインズ→mirror-twins
miryokuchi-minus-no-yuusha-ga-bishoujo-monster-niwa-motemote-datta-ken	魅力値マイナスの勇者が美少女モンスターにはモテモテだった件	モンスター→monster
misoji-to-lady	三十路とレディ	レディ→lady
miss-prince	Miss❤プリンス	プリンス→prince
mission-2	ミッションⅡ	ミッション→mission
mission-3	ミッション・Ⅲ	ミッション・→mission
misu-wizard-kari	Missウィザード（仮）	ウィザード→wizard
misuteriina-trouble-tsuaa	ミステリーなトラブル・ツアー	ミステリー→mystery
mitsuaji-blood	蜜味ブラッド	ブラッド→blood
mitsuboshi-colors	三ツ星カラーズ	カラーズ→colors
mitsugetsuhime-to-vampire	蜜血姫とヴァンパイア	ヴァンパイア→vampire
mitsuiro-office	蜜色オフィス	オフィス→office
mitsuyubi-paradise	みつゆびパラダイス	パラダイス→paradise
miya-chan-no-kyuuin-life	美夜ちゃんのきゅーいんライフ!	ライフ→life
moekare-wa-orenjiiro	モエカレはオレンジ色	オレンジ→orange
moeyo-dragon	もえよドラゴン	ドラゴン→dragon
mofumofu-to-tanoshimu-mujintou-nonbiri-kaitaku-life	もふもふと楽しむ無人島のんびり開拓ライフ	ライフ→life
mogumogu-garden	もぐもぐガーデン	ガーデン→garden
momoiro-friends	ももいろフレンズ	フレンズ→friends
momoiro-mystery	桃色ミステリー	ミステリー→mystery
momoiro-secret	桃色シークレット	シークレット→secret
momomoke-restaurant	ももも怪レストラン	レストラン→restaurant
momopuro-zetto-z-super-star-rendetsu	ももプロZ AEスーパースター列伝	スーパースター→super-star
monster-13-bunch	モンスター13番地	モンスター→monster
monster-dj	モンスターD・J	モンスター→monster
monster-ga-afureru-sekai-ni-nattanode-suki-ni-ikitai-to-omoimasu	モンスターがあふれる世界になったので、好きに生きたいと思います	モンスター→monster
monster-hunter-episode	モンスターハンターEPISODE	モンスターハンター→monster-hunter
monster-hunter	モンスターハンター 閃光の狩人	モンスターハンター→monster-hunter
monster-master	モンスターマスター	モンスターマスター→monster-master
monster-musume-no-iru-nichijou	モンスター娘のいる日常	モンスター→monster
monster-musume-no-koroshiya-san	モンスター娘の殺し屋さん	モンスター→monster
monster-musume-no-oisha-san	モンスター娘のお医者さん	モンスター→monster
monster-na-onnatachi	モンスターな女たち	モンスター→monster
monster-ni-kiss-o	モンスターにキスを	モンスター→monster
monster-no-goshujin-sama	モンスターのご主人様	モンスター→monster
monster-no-konkatsuya-san	モンスターの婚活屋さん	モンスター→monster
monster-no-nemuri	モンスターの眠り	モンスター→monster
monster-no-niku-o-kutteitara-oui-ni-tsuita-ken	モンスターの肉を食っていたら王位に就いた件	モンスター→monster
monster-onna-kanbu-wa-osanaki-yuusha-o-dekiai-suru	モンスター女幹部は幼き勇者を溺愛する	モンスター→monster
monster-rendetsu-oreka-battle-2	モンスター烈伝オレカバトル2	モンスター→monster
monster-rendetsu-oreka-battle	モンスター烈伝オレカバトル	モンスター→monster
monster-satsujin-jiken	モンスター殺人事件	モンスター→monster
monster-soul	モンスターソウル	モンスターソウル→monster-soul
monster-tachi-no-yoru	モンスター達の夜	モンスター→monster
monster-to-parent	モンスターとペアレント	モンスター→monster
monsutaamusume-no-oishasan-0	モンスター娘のお医者さん0	モンスター→monster
moon-fantasy	ムーン・ファンタジー	ムーン・ファンタジー→moon-fantasy
moon-house-e-youkoso	ムーンハウスへようこそ	ムーンハウス→moon-house
moon-princess	ムーンプリンセス	ムーンプリンセス→moon-princess
moon-river-o-watatte	ムーンリバーを渡って	ムーンリバー→moon-river
moonlight-kiss	ムーンライト・キス	ムーンライト・キス→moon-light-kiss
mori-boy	森ボーイ	ボーイ→boy
mori-girl	銛ガール	ガール→girl
mori-no-crisis	森のクライシス	クライシス→crisis
moriawase-girl	盛り合わせガール	ガール→girl
mother-cosmos	マザー・コスモス	マザー・コスモス→mother-cosmos
moto-heroine-mob-ni-naru	元ヒロイン、モブになる	ヒロイン→heroine
moto-seijo-heroine-no-watashi-zokuhen-dewa-mobu-nanoni-zen-suteetasu-koukando-o-fukumu-ga-kansuto	元聖女ヒロインの私、続編ではモブなのに全ステータス〈好感度を含む〉がカンストしているんですが	ヒロイン→heroine
moto-yuusha-wa-monster-musume-ni-yaburaretai	元勇者はモンスター娘に敗られたい	モンスター→monster
motto-mogumogu-garden	もっと!もぐもぐガーデン	ガーデン→garden
motto-motto-baby	もっともっとベイビー	ベイビー→baby
mousou-office	妄想オフィス	オフィス→office
mousou-senki-robot-zantouhei	妄想戦記ロボット残党兵	ロボット→robot
mousou-sister-demo-shounen-shuudoushi-ni-koi-shite-ii-desu-ka	妄想シスターでも少年修道士に恋していいですか?	シスター→sister
mp-girls-hen	「MPガールズ」編	ガールズ→girls
mr-boy	Mr.ボーイ	ボーイ→boy
mshiki-princess	M式プリンセス	プリンセス→princess
mubou-captain	無謀キャプテン	キャプテン→captain
mujintou-de-elf-to-kyoudou-seikatsu-attomaaku-comic	無人島でエルフと共同生活@COMIC	エルフ→elf
mujuuryoku-girl	無重力ガール	ガール→girl
mukoumachi-girl-hakkei	向こう町ガール八景	ガール→girl
mumokuteki-space	無目的スペース	スペース→space
murazukuri-game-no-npc-ga-namami-no-ningen-to-shika-omoenai	村づくりゲームのNPCが生身の人間としか思えない	ゲーム→game
musanso-nou-family	無酸素脳ファミリー	ファミリー→family
mutant-turtles-tv-adventure	ミュータントタートルズTVアドベンチャー	アドベンチャー→adventure
mutou-black	無刀ブラック	ブラック→black
my-brother	Myブラザー	ブラザー→brother
my-darling-lion	Myダーリン❤ライオン	ライオン→lion
mystery-kan	ミステリー館	ミステリー→mystery
mystery-minzokugakusha-yakumo-itsuki	ミステリー民俗学者八雲樹	ミステリー→mystery
mystery-world	ミステリーワールド	ミステリーワールド→mystery-world
naa-game-o-yaroujanaika	なぁゲームをやろうじゃないか!!	ゲーム→game
nagareboshi-paradise	流れ星パラダイス	パラダイス→paradise
nagareboshi-romance	流れ星ロマンス	ロマンス→romance
nagomi-club	なごみクラブ	クラブ→club
naisho-no-princess	ないしょのプリンセス	プリンセス→princess
naisho-x-boy	ナイショ×ボーイ	ボーイ→boy
nakanai-baby	泣かないベイビー	ベイビー→baby
nakitai-toki-ni-yomu-kandou-rabu-story	泣きたい時に読む感動ラブストーリー	ラブストーリー→love-story
namida-to-yuuki-no-deru-kandou-rabu-story	涙と勇気のでる感動ラブストーリー	ラブストーリー→love-story
nanahan-rider	750ライダー	ライダー→rider
nanairo-keito-rabu-moyou	ナナ色毛糸・ラブもよう	・ラブ→love
nanairo-magic	なな色マジック	マジック→magic
nanairo-miracle	なないろ☆ミラクル	ミラクル→miracle
nanako-house	ななこハウス	ハウス→house
nanatsu-no-taizai-king-no-mangamichi	七つの大罪キングのまんが道	キング→king
nanbaa-2-monogatari	ナンバー2物語	ナンバー→number
nanbaa-7	ナンバー7	ナンバー→number
natsuki-crisis	なつきクライシス	クライシス→crisis
natsuki-shizuko-sasupensu	夏樹静子サスペンス	サスペンス→suspense
nazo-no-kaibutsu-to-robot-kitarou	謎の怪物とロボット鬼太郎	ロボット→robot
nekketsu-houkago-club	ねっけつ放課後クラブ	クラブ→club
neko-cafe-ni-oideyo	ねこカフェにおいでよ!	カフェ→cafe
neko-kare-cool	猫彼クール	クール→cool
neko-to-master	ねことマスター	マスター→master
neko-to-watashi-no-hokkori-life	猫と私のほっこりライフ	ライフ→life
nekogami-shujin-no-bakeneko-cafe	猫神主人のばけねこカフェ	カフェ→cafe
nekomamire-life	猫まみれライフ	ライフ→life
nekoneko-family	ねこねこファミリー	ファミリー→family
nekoneko-nihonshi-hero-ando-heroine-rendetsu	ねこねこ日本史ヒーロー&ヒロイン列伝	ヒーロー→hero; ヒロイン→heroine
neringu-project	ねりんぐプロジェクト	プロジェクト→project
netorare-manga-no-kuzu-otoko-ni-tensei-shita-hazu-ga-heroine-ga-yotte-kuru-ken	寝取られ漫画のクズ男に転生したはずがヒロインが寄ってくる件	ヒロイン→heroine
netsuai-prince	熱愛プリンス	プリンス→prince
netsuretsuteki-hautou-girl	熱烈的喰好ガール	ガール→girl
ng-boy-x-paradise	NG BOY×パラダイス	パラダイス→paradise
ng-dandy-ok-lady	NGダンディー・OKレディ	レディ→lady
ng-life	NGライフ	ライフ→life
night-lovers	ナイト☆ラヴァーズ	ラヴァーズ→lovers
nightbaado	ないとバード	バード→bird
nightmare-children	ナイトメア☆チルドレン	ナイトメア→nightmare; チルドレン→children
nightmare-family	ナイトメア・ファミリー	ナイトメア・ファミリー→nightmare-family
nihonshi-sasupensu-gekijou	日本史サスペンス劇場	サスペンス→suspense
niji-no-rannaa	虹のランナー	ランナー→runner
nijihama-love-story	虹浜ラブストーリー	ラブストーリー→love-story
ninja-boy-tonton-tobimaru	忍者ボーイとんとん飛丸	ボーイ→boy
nippon-e-youkoso-elf-san	日本へようこそエルフさん。	エルフ→elf
nippon-no-rekishi-rival-taiketsu	日本の歴史ライバル対決	ライバル→rival
no-boy	NO‐ボーイ	ボーイ→boy
nobara-no-princess	野薔薇のプリンセス	プリンセス→princess
norakuro-family	のらくろファミリー	ファミリー→family
norogaaru	のろガール!	ガール→girl
noroiya-secret	のろい屋シークレット	シークレット→secret
norowareta-shinrei-game	呪われた心霊ゲーム	ゲーム→game
nousatsu-body-houman-muchimuchi-no-sexy-bijo-ga-daishuugou	悩殺ボディ!豊満ムチムチのsexy美女が大集合!!	ボディ→body
noushou-sakuretsu-girl	脳漿炸裂ガール	ガール→girl
noyu-girl	野湯ガール	ガール→girl
nozomi-no-mama-ni-romance	希望のままにロマンス	ロマンス→romance
number-girl-2011	ナンバーガール	ナンバーガール→number-girl
number-girl	ナンバーガール	ナンバーガール→number-girl
nurekoi-hotel	濡恋ホテル	ホテル→hotel
nurse-angel-ririka-esuooesu	ナースエンジェル りりかSOS	ナースエンジェル→nurse-angel
nurse-ga-oshigoto	ナースがお仕事	ナース→nurse
nurse-no-chikara-plus	ナースのチカラplus	ナース→nurse
nurse-no-chikara	ナースのチカラ	ナース→nurse
nurse-no-oshigoto	ナースのお仕事	ナース→nurse
nurse-o-kanojo-ni-suru-houhou	ナースを彼女にする方法	ナース→nurse
nurse-senka	ナースsenka	ナース→nurse
nurse-station-kozan-1990	ナースステーション	ナースステーション→nurse-station
nurse-station	ナース・ステーション	ナース・ステーション→nurse-station
nurse-to-bushouhige-tokidoki-tsundere	ナースと無精ひげ、時どきツンデレ	ナース→nurse
nurse-wa-dare-o-aishiteru	ナースは誰を愛してる?	ナース→nurse
nurse-witch-komugi-chan-majikarute	ナースウィッチ小麦ちゃんマジカルて	ナースウィッチ→nurse-witch; マジカル→magical
nusumareta-honeymoon	盗まれたハネムーン	ハネムーン→honeymoon
ny-bird	N・Yバード	バード→bird
nyandafuru-life	にゃんだふるライフ	ライフ→life
nyuugan-to-tatakau-pink-no-ribbon	乳がんと闘う!!ピンクのリボン	ピンク→pink
obaa-chan-to-game	おばあちゃんとゲーム	ゲーム→game
obake-restaurant	おばけレストラン	レストラン→restaurant
obake-yakyuu-chiimu	おばけ野球チーム	チーム→team
odawara-dragon-quest	小田原ドラゴンくえすと!	ドラゴン→dragon
odoriba-hotel	踊り場ホテル	ホテル→hotel
odoron-angel	おどろんエンジェル	エンジェル→angel
oedo-urawaarudo	大江戸裏ワールド	ワールド→world
office-7	オフィス7	オフィス→office
office-de-himitsu-no-amanure-konkatsu	オフィスで秘密の甘濡れ婚活	オフィス→office
office-hokkyokusei	オフィス北極星	オフィス→office
office-no-himegoto-osananajimi-to	オフィスのヒメゴト幼なじみと	オフィス→office
office-no-kemono-wa-jirashijouzu	オフィスの獣は焦らし上手	オフィス→office
office-no-koi	オフィスの恋愛	オフィス→office
ofuton-boys	おふとんボーイズ!	ボーイズ→boys
oh-my-prince	Oh!myプリンス	プリンス→prince
ohanashi-chouhyakka-pocket-monster	おはなし超ひゃっかポケットモンスター	ポケットモンスター→pocket-monster
ohi-sama-company	お日様カンパニー	カンパニー→company
ohitori-sama-hotel	おひとりさまホテル	ホテル→hotel
oirangaaru	おいらんガール	ガール→girl
oiroke-ibento-no-oosa-ni-teihyou-no-aru-watashi-desu-rival-reijou-toshite-no-shimei-o-hatashimasu	お色気イベントの多さに定評のある私ですがライバル令嬢としての使命を果たします	ライバル→rival
oishii-elf	美味しいエルフ	エルフ→elf
ojou-sama-wa-ice-ga-osuki	お嬢様はアイスがお好き。	アイス→ice
okaa-san-life	おかあさんライフ。	ライフ→life
okashina-elf-elf-joshi-joshikousei	おかしなエルフと女子高生	エルフ→elf
oko-sama-star	おこさまスター	スター→star
oku-sama-wa-onna-spy	奥さまは女スパイ	スパイ→spy
oku-sama-wa-vampire	おくさまはヴァンパイア	ヴァンパイア→vampire
okuchi-ga-etchi-na-jakuten-datte-rival-no-elite-douryou-ni-barete-shimaimashita	おくちがエッチな弱点だって、ライバルのエリート同僚にバレてしまいました	ライバル→rival
okuda-tamio-ni-naritai-boy-deau-otoko-subete-kuruwaseru-girl	奥田民生になりたいボーイ出会う男すべて狂わせるガール	ボーイ→boy; ガール→girl
okujou-pikapika-romance	屋上ぴかぴかロマンス	ロマンス→romance
okutani-michinori-tanpenshuu	時空ウォーズ	ウォーズ→wars
ol-paradise	OLパラダイス	パラダイス→paradise
ol-thunder	OLサンダー	サンダー→thunder
ol-yokujou-battle	OL欲情バトル	バトル→battle
omae-mitaina-heroine-ga-ite-tamaruka	お前みたいなヒロインがいてたまるか!	ヒロイン→heroine
omajinai-komitsuku-shiyuu	ハートのないしょばなし	ハート→heart
omakase-miracle-cat-dan	おまかせ!みらくるキャット団	キャット→cat
omakase-nurse-tengoku	おまかせナース天国	ナース→nurse
omega-no-kakushigoto-wa-hotel-no-naka-de	オメガの隠しごとは、ホテルのなかで	ホテル→hotel
omoikkiri-hontouni-atta-kandou-rabu-story	思いっきり本当にあった感動ラブストーリー	ラブストーリー→love-story
omoikkiri-kagaku-adventure-soonanda	おもいっきり科学アドベンチャーそーなんだ!	アドベンチャー→adventure
omote-ura-girl	表×裏ガール	ガール→girl
onedari-girl	おねだりガール	ガール→girl
onee-chan-wa-game-o-suru-to-hito-ga-kawaru-onee-chan	お姉ちゃんはゲームをすると人が変わるお姉ちゃん	ゲーム→game
oniku-girl	お肉ガール	ガール→girl
onomichi-kami-sama-no-kakurega-restaurant	尾道神様の隠れ家レストラン	レストラン→restaurant
ooeru-tokusou-angel-lip	OL特捜エンジェルlip	エンジェル→angel
ookami-game	狼ゲーム	ゲーム→game
oomon-paradise	雪月花 大門パラダイス	パラダイス→paradise
oono-aino-story	Oh-no!逢野ストーリー	ストーリー→story
orange-city	オレンジ・シティ	オレンジ・シティ→orange-city
orange-delivery	オレンジでりばりぃ	オレンジ→orange
orange-gundan	オレンジぐんだん	オレンジ→orange
orange-kakumei	オレンジ革命	オレンジ→orange
orange-kiss	オレンジ・キス	オレンジ・キス→orange-kiss
orange-planet	オレンジ・プラネット	オレンジ・プラネット→orange-planet
orange-pocket	オレンジポケット	オレンジポケット→orange-pocket
orange-to-lemon	オレンジとレモン	オレンジ→orange
orange-tsuushin	オレンジ通信	オレンジ→orange
orange-yane-no-chiisana-ie	オレンジ屋根の小さな家	オレンジ→orange
orange-yellow	オレンジイエロー	オレンジイエロー→orange-yellow
order-maid-satsujin-club	オーダーメイド殺人クラブ	クラブ→club
ore-ga-bl-manga-no-heroine-nante-arienee	オレがBL漫画のヒロインなんてありえねぇ!	ヒロイン→heroine
ore-ga-hero	おれがヒーロー	ヒーロー→hero
ore-ga-heroine-o-tasukesugite-sekai-ga-little-apocalypse	俺がヒロインを助けすぎて世界がリトル黙示録!?	ヒロイン→heroine
ore-no-genjitsu-wa-love-game-ka-to-omottara-inochigake-no-game-datta	俺の現実は恋愛ゲーム??-かと思ったら命がけのゲームだった	ゲーム→game
ore-no-pink-star	おれのピンク星	ピンク→pink
ore-to-hero-to-mahou-shoujo	俺とヒーローと魔法少女	ヒーロー→hero
ore-to-kazuno-no-game-doukoukai-katsudou-nisshi	おれと一乃のゲーム同好会活動日誌	ゲーム→game
ore-wa-captain	おれはキャプテン	キャプテン→captain
orenjina-futari	オレンジなふたり	オレンジ→orange
