slug	title	std_vols	publishers	majority	minority_detail	minority_vols
ouchi-e-kaerou	おうちへかえろう	3	三交社(発売):2 | 三交社:1	三交社(発売)	三交社=[1]	[1]
pippira-note	ぴっぴら帳	3	双葉社:2 | コアミックス:1	双葉社	コアミックス=[3]	[3]
rapper-ni-kamaretara-rapper-ni-naru-manga	ラッパーに噛まれたらラッパーになる漫画	3	LINE:2 | LINEDigitalFrontier:1	LINE	LINEDigitalFrontier=[3]	[3]
robin	ロビン	3	ソフトバンククリエイティブ:2 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[3]	[3]
rojiura-brothers	路地裏ブラザーズ	3	リブレ:2 | リブレ出版:1	リブレ	リブレ出版=[1]	[1]
ruugaruu	ルー=ガルー	3	講談社:2 | 徳間:1	講談社	徳間=[1]	[1]
ryuusei-inisharaizu	流星イニシャライズ	3	LINE:2 | LINEDigitalFrontier:1	LINE	LINEDigitalFrontier=[3]	[3]
sabaku-no-usagi	砂漠のウサギ	3	イカロス出版:2 | 司書房:1	イカロス出版	司書房=[1]	[1]
saiga-rokuji-no-shiro	雑賀六字の城	3	リイド社:2 | PHP研究所:1	リイド社	PHP研究所=[1]	[1]
saku-wa-edo-nimo-sono-soshitsu	咲くは江戸にもその素質	3	NHNcomico:2 | KADOKAWA:1	NHNcomico	KADOKAWA=[1]	[1]
seinen-no-tame-no-dokusho-club	青年のための読書クラブ	3	ソフトバンククリエイティブ:2 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[3]	[3]
seirei-mamori-no-kusushi-reijou-wa-konyaku-haki-o-tsukitsukerareta-you-desu	精霊守りの薬士令嬢は、婚約破棄を突きつけられたようです	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
sewa-ga-yakemasu-haadesu-sama	世話がやけますハーデス様	3	ジャイブ:2 | ジャイブ(発売):1	ジャイブ	ジャイブ(発売)=[3]	[3]
shangurira-no-tori	シャングリラの鳥	3	フランス書院:2 | フランス書院(発売):1	フランス書院	フランス書院(発売)=[3]	[3]
sheerlore	シアロア	3	LINEDigitalFrontier:2 | 集英社:1	LINEDigitalFrontier	集英社=[1]	[1]
shin-juuishi-no-file	新獣医師の事件簿	3	青泉社:2 | Bbmfマガジン:1	青泉社	Bbmfマガジン=[1]	[1]
shoki-skill-ga-benri-sugite-isekai-seikatsu-ga-tanoshisugiru	初期スキルが便利すぎて異世界生活が楽しすぎる!	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
shukoku-no-jin	朱黒の仁	3	朝日:2 | KADOKAWA:1	朝日	KADOKAWA=[1]	[1]
sono-koi-jihanki-de-kaemasuka	その恋、自販機で買えますか?	3	三交社(発売):2 | 三交社:1	三交社(発売)	三交社=[1]	[1]
sougihime	葬儀姫	3	ほるぷ出版:2 | ハーパーコリンズ・ジャパン:1	ほるぷ出版	ハーパーコリンズ・ジャパン=[3]	[3]
suki	好きだ。	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[1]	[1]
tales-of-berseria	テイルズオブベルセリア	3	講談社:2 | 一迅社:1	講談社	一迅社=[1]	[1]
the-boys	ザ・ボーイズ	3	G-NOVELS:2 | GrafficaNovels:1	G-NOVELS	GrafficaNovels=[1]	[1]
toaru-chiisana-mura-no-cheat-na-kajiya-san	とある小さな村のチートな鍛冶屋さん	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
tokumei-kachou-tadano-hitoshi-otonaaji	特命課長只野仁	3	ぶんか社:2 | 楽楽出版:1	ぶんか社	楽楽出版=[1]	[1]
tomomi-san-to-norimaki	ともみさんとのりまき	3	幻冬舎:2 | 幻冬舎(発売):1	幻冬舎	幻冬舎(発売)=[2]	[2]
tsubaki	ツバキ	3	講談社:2 | ぶんか社:1	講談社	ぶんか社=[1]	[1]
tsuihousareta-ouji-no-eiyuumon	追放王子の英雄紋!	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
tsuihousareta-sareta-jogenshi-no-guild-keiei	追放された〈助言士〉のギルド経営	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[1]	[1]
tsurugi-no-mai	つるぎのまい!	3	廣済堂あかつき出版事業部:2 | 飛鳥新社:1	廣済堂あかつき出版事業部	飛鳥新社=[1]	[1]
uchi-no-nee-chan-to-kitara	うちの姉ちゃんときたら!	3	フレックスコミックス:2 | ほるぷ出版:1	フレックスコミックス	ほるぷ出版=[1]	[1]
uranai-chan-wa-kimekirenai	占いちゃんは決めきれない!	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
wagamama-diy	わがままDIY	3	インプレス:2 | インプレスコミュニケーションズ:1	インプレス	インプレスコミュニケーションズ=[1]	[1]
watashi-no-heya-no-neko-houdai	私の部屋の猫放題	3	大都社:2 | 学研:1	大都社	学研=[1]	[1]
watashi-wa-akuyaku-reijou-nanka-ja-nai	私は悪役令嬢なんかじゃないっ!!	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[1]	[1]
wataya-san-no-tomodachi	綿谷さんの友だち	3	コアミックス:2 | 徳間:1	コアミックス	徳間=[1]	[1]
yae-no-sakura	八重の桜	3	小学館:2 | 集英社:1	小学館	集英社=[1]	[1]
yuri-to-koe-to-kazematoi	百合と声と風纏い	3	サイゾー:2 | れんが書房新社:1	サイゾー	れんが書房新社=[3]	[3]
zetsurin-jigoku	絶倫地獄	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[3]	[3]
1-yuuden-de-kaesanai-tatta-1tsu-no-houhou	終電で帰さない、たった1つの方法	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
33-sai-kiyoraka-fujoshi-ga-toshishita-otoko-to-asagaeri	33歳清らか腐女子が年下男子と朝帰り!?	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
akage-no-nyanko-to-mori-no-banken	赤毛のにゃんこと森の番犬	2	三交社:1 | CLAPコミックス:1	三交社	CLAPコミックス=[2]	[2]
anata-de-fukuramu-watashi-no-peshanko	あなたでふくらむ、私のぺしゃんこ。	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
anata-o-korosu-tabi	あなたを殺す旅	2	秋田書店:1 | 徳間:1	秋田書店	徳間=[3]	[3]
anata-wa-otto-ni-damasareteiru	あなたは夫に騙されている	2	秋水社(発行元):1 | 青泉社:1	秋水社(発行元)	青泉社=[2]	[2]
baacharu-kun-wa-otonari-san-kara-nigetai	バーチャルくんはおとなりさんから逃げたい	2	コスミック出版:1 | KADOKAWA:1	コスミック出版	KADOKAWA=[2]	[2]
barezuni-dekitara-gohoubi-yaruyo	バレずにデキたらご褒美やるよ	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
botchama-wa-kyou-mo-ijirareru	ぼっちゃまは今日もイジられる	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
chuugoku-koujou-no-kotone-chan	中国工場の琴音ちゃん	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
color-recipe	カラーレシピ	2	KADOKAWA:1 | 新書館:1	KADOKAWA	新書館=[3]	[3]
comic-higashino-keigo-mystery-2014	コミック東野圭吾ミステリー	2	実業之日本社:1 | 秋田書店:1	実業之日本社	秋田書店=[2]	[2]
comic-higashino-keigo-mystery	コミック東野圭吾ミステリー	2	実業之日本社:1 | 秋田書店:1	実業之日本社	秋田書店=[2]	[2]
dare-nimo-aisarenai	誰にも愛されない	2	リブレ出版:1 | 竹書房:1	リブレ出版	竹書房=[3]	[3]
dark-alice	DARK ALICE	2	書苑新社:1 | 書苑新社(発売):1	書苑新社	書苑新社(発売)=[2]	[2]
dekichatta-otoko	できちゃった男子	2	リブレ出版:1 | リブレ:1	リブレ出版	リブレ=[2]	[2]
demi-life	デミライフ!	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
doro-no-onnatsuushin	泥の女通信	2	太田出版:1 | WeComix:1	太田出版	WeComix=[2]	[2]
double-revenge	ダブルリベンジ	2	楽楽出版:1 | ぶんか社:1	楽楽出版	ぶんか社=[2]	[2]
eden-2021	エデン	2	KADOKAWA:1 | 少年画報社:1	KADOKAWA	少年画報社=[2]	[2]
eden-sakurazawa-2014	エデン	2	KADOKAWA:1 | 集英社:1	KADOKAWA	集英社=[3]	[3]
eien-o-chikau-girishia	永遠を誓うギリシア	2	ハーレクイン:1 | ハーパーコリンズ・ジャパン:1	ハーレクイン	ハーパーコリンズ・ジャパン=[2]	[2]
elite-joushi-wa-kyuuai-no-kikai-o-nogasanai	エリート上司は求愛の機会を逃さない	2	星雲社(発売):1 | 星雲社:1	星雲社(発売)	星雲社=[2]	[2]
face	フェイス	2	幻冬舎:1 | 幻冬舎ルネッサンス:1	幻冬舎	幻冬舎ルネッサンス=[2]	[2]
fujiwara-ranka-no-4koma-gekijou	藤原らんかの4コマ劇場	2	ニューズ出版:1 | 三栄書房:1	ニューズ出版	三栄書房=[2]	[2]
fukigen-itoko-ga-kawaisugite-shikatanai-side-naoki	不機嫌イトコがかわい過ぎて仕方ないside直樹	2	三交社(発売):1 | 三交社:1	三交社(発売)	三交社=[3]	[3]
furuhon-yatai	古本屋台	2	集英社:1 | 本の雑誌社:1	集英社	本の雑誌社=[2]	[2]
fuufu	ふーふ	2	KADOKAWA:1 | 一迅社:1	KADOKAWA	一迅社=[2]	[2]
gachiiki-chouhatsu-night	ガチイキ挑発ナイト	2	マガジン・マガジン:1 | ジュネット:1	マガジン・マガジン	ジュネット=[2]	[2]
ginga-tetsudou-no-yoru-2023	銀河鉄道の夜	2	イースト・プレス:1 | 学研:1	イースト・プレス	学研=[2]	[2]
girl-s-x-road-bike	ガールズ×ロードバイク	2	ほるぷ出版:1 | フレックスコミックス:1	ほるぷ出版	フレックスコミックス=[2]	[2]
hachimitsu-etchi	蜂蜜えっち。	2	祥伝社(発売):1 | 祥伝社:1	祥伝社(発売)	祥伝社=[2]	[2]
himegami-gadget	姫神ガジェット	2	ソフトバンククリエイティブ:1 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[2]	[2]
hito-no-ko	ひとのこ	2	新潮社:1 | リイド社:1	新潮社	リイド社=[3]	[3]
hitokiri-share-house	ヒトキリシェアハウス	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
hitozuma-mansion-kaede	人妻マンション楓	2	双葉社:1 | エンジェル出版:1	双葉社	エンジェル出版=[2]	[2]
honban-5byoumae	本番5秒前!	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
ichiya-kagiri-no-zetsurin-kareshi	一夜限りの絶倫彼氏	2	青泉社:1 | 青泉社(発売):1	青泉社	青泉社(発売)=[2]	[2]
idol-sousenkyo-4-i-datta-watashi-ga-maou-o-taosundesuka	アイドル総選挙4位だった私が魔王を倒すんですか?	2	れんが書房新社:1 | れんが書房新社(発売):1	れんが書房新社	れんが書房新社(発売)=[2]	[2]
imadoki-ejiputoshin	イマドキ☆エジプト神	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
ingi-no-hate	淫戯の果て	2	双葉社:1 | エンジェル出版:1	双葉社	エンジェル出版=[2]	[2]
isekai-de-youhei-ni-natta-ore-desu	異世界で傭兵になった俺ですが	2	星雲社(発売):1 | 星雲社:1	星雲社(発売)	星雲社=[2]	[2]
isekai-ni-tensei-shitakedo-trouble-taishitsu-nanode-shinpai-desu	異世界に転生したけどトラブル体質なので心配です	2	星雲社(発売):1 | 星雲社:1	星雲社(発売)	星雲社=[2]	[2]
itoshii-kimi-to-seiryaku-kekkon	愛しいきみと、政略結婚	2	星雲社(発売):1 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
jigoku-no-sougiya	地獄の葬儀屋	2	秋田書店:1 | リイド社:1	秋田書店	リイド社=[2]	[2]
kabukichou-goshimei-hairimasu	歌舞伎町ご指名♂挿入ります!	2	ブライト出版:1 | 三交社(発売):1	ブライト出版	三交社(発売)=[3]	[3]
kahogo-shitsuji-niwa-unzari-desu	過保護執事にはうんざりです。	2	宙出版:1 | ジャイブ:1	宙出版	ジャイブ=[2]	[2]
kan-chan	カンちゃん	2	TOブックス:1 | 熊日出版:1	TOブックス	熊日出版=[2]	[2]
kani-kousen	蟹工船	2	イースト・プレス:1 | 学研:1	イースト・プレス	学研=[2]	[2]
karada-de-haratte-sumanai-hanashi	体で払って済まない話	2	三交社(発売):1 | 三交社:1	三交社(発売)	三交社=[2]	[2]
karoojiero-no-enogu	カロージェロの絵の具	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
king-abyss	キングアビス	2	ジャイブ:1 | パイインターナショナル:1	ジャイブ	パイインターナショナル=[3]	[3]
komikkuiwate	コミックいわて	2	岩手県:1 | メディアパル:1	岩手県	メディアパル=[2]	[2]
konyaku-haki-de-tsuihousareta-sarete-shiawase-na-hibi-o-sugosu	婚約破棄で追放されて、幸せな日々を過ごす。	2	星雲社(発売):1 | 星雲社:1	星雲社(発売)	星雲社=[2]	[2]
koori-no-joou-2013	氷の女王	2	宙出版:1 | 講談社:1	宙出版	講談社=[2]	[2]
kuroi-yakushi-to-shiroki-ryuuhime	黒い薬師と白き竜姫	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
kuroneko-wa-nakanai	黒猫は泣かない。	2	とおとうみ出版:1 | 双葉社:1	とおとうみ出版	双葉社=[2]	[2]
kuudere-zuma	クーデレづま	2	星雲社(発売):1 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
kyonyuu-to-loli-to-boyish	巨乳とロリとボーイッシュ	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
kyoushi-mo-iroiro-aru-wake-de	教師も色々あるわけで	2	リブレ:1 | リブレ出版:1	リブレ	リブレ出版=[2]	[2]
kyuukoku-no-meshia	救国のメシア	2	宙出版:1 | ジャイブ:1	宙出版	ジャイブ=[2]	[2]
loop-kara-nukedasenai-akuyaku-reijou-wa-akiramete-sukikatte-ikiru-koto-ni-kimemashita	ループから抜け出せない悪役令嬢は、諦めて好き勝手生きることに決めました	2	星雲社(発売):1 | 星雲社:1	星雲社(発売)	星雲社=[2]	[2]
love-kowai	れんあいこわい	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
love-taishitsu	恋愛体質	2	小学館:1 | 大都社:1	小学館	大都社=[3]	[3]
magatora-kurandogari	禍虎-喰人狩り-	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
mahou-shoujo-chikichiki	魔法少女チキチキ	2	ジャイブ:1 | 竹書房:1	ジャイブ	竹書房=[3]	[3]
makimodori-koushaku-reijou-desu-maou-cheat-de-saikyou-yuusha-ni-narimashita	巻き戻り公爵令嬢ですが魔王チートで最強勇者になりました!?	2	星雲社(発売):1 | 星雲社:1	星雲社(発売)	星雲社=[2]	[2]
matsuko-san-no-kiwame-kun	松子さんちのきわめくん	2	ほるぷ出版:1 | フレックスコミックス:1	ほるぷ出版	フレックスコミックス=[2]	[2]
megane-no-kimi-ga-suki	メガネのキミがスキ!	2	リブレ出版:1 | リブレ:1	リブレ出版	リブレ=[2]	[2]
meta-baron-no-ichizoku	メタ・バロンの一族	2	小学館:1 | 集英社:1	小学館	集英社=[2]	[2]
midori-no-mahou-to-kaori-no-tsukaite	緑の魔法と香りの使い手	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
mitsubachi-to-enrai	蜜蜂と遠雷	2	幻冬舎:1 | 幻冬舎(発売):1	幻冬舎	幻冬舎(発売)=[2]	[2]
nagahama-monogatari-taishou-collection	長浜ものがたり大賞コレクション	2	「長浜ものがたり大賞」実行委員会:1 | サンライズ出版:1	「長浜ものがたり大賞」実行委員会	サンライズ出版=[2]	[2]
naru-doma	ナルどマ	2	KADOKAWA:1 | NHNcomico:1	KADOKAWA	NHNcomico=[2]	[2]
nekuromaria-hanashoubu	ネクロマリア-花菖蒲-	2	廣済堂あかつき:1 | 廣済堂出版:1	廣済堂あかつき	廣済堂出版=[2]	[2]
ningen-koujou	人間工場	2	泰文堂:1 | アース・スターエンターテイメント:1	泰文堂	アース・スターエンターテイメント=[2]	[2]
ningen-shikkaku-ito-2010	人間失格	2	イースト・プレス:1 | 新潮社:1	イースト・プレス	新潮社=[3]	[3]
nobara	野ばら	2	東京漫画社:1 | KADOKAWA:1	東京漫画社	KADOKAWA=[2]	[2]
onnatarashi-na-oji-san-ga-honki-ni-nattara	女たらしなオジサンが本気になったら。	2	三交社:1 | 三交社(発売):1	三交社	三交社(発売)=[2]	[2]
oogami-san-to-keruberosuu	大上さんとケルベロスゥ!	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
ookami-san-wa-taberaretai	オオカミさんは食べられたい	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
ore-dake-no-senzoku-alpha	俺だけの専属アルファ	2	三交社:1 | 三交社(発売):1	三交社	三交社(発売)=[2]	[2]
ore-no-pan	俺のパン	2	おかやま工房:1 | デザインエッグ:1	おかやま工房	デザインエッグ=[2]	[2]
otogibanashi-wa-owaranai	おとぎ話は終わらない	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
otoshigo-to-juusha-no-monogatari	落とし子と従者の物語	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
outcast	アウトキャスト	2	GrafficaNovels:1 | G-NOVELS:1	GrafficaNovels	G-NOVELS=[2]	[2]
perfect-planet	パーフェクトプラネット	2	ジュリアンパブリッシング:1 | Jパブリッシング:1	ジュリアンパブリッシング	Jパブリッシング=[2]	[2]
raikonen-no-nettaigyo	ライコネンの熱帯魚	2	秋田書店:1 | 徳間:1	秋田書店	徳間=[3]	[3]
reikan-shounen-no-file	霊感少年の事件簿	2	Bbmfマガジン:1 | 青泉社:1	Bbmfマガジン	青泉社=[2]	[2]
rinjou	臨場	2	日本文芸社:1 | 双葉社:1	日本文芸社	双葉社=[3]	[3]
rockman-maniax	ロックマンマニアックス	2	文苑堂:1 | 復刊ドットコム:1	文苑堂	復刊ドットコム=[3]	[3]
rockomanga	ROCKOMANGA!	2	リットーミュージック:1 | シンコーミュージック・エンタテイメント:1	リットーミュージック	シンコーミュージック・エンタテイメント=[2]	[2]
ryuu-to-ryuugoroshi-no-miko	龍と龍殺しの巫女	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
saisei-gakkou	再生学校	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
sakuma-kun-to-taki-kun-kekkon-suru-rashiiyo	佐久間くんと多喜くん、結婚するらしいよ	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
sanren-aruchizan	三連アルチザン	2	ブライト出版:1 | サイゾー:1	ブライト出版	サイゾー=[2]	[2]
sasaki-ore-wa-amaku-wa-nai-karana	佐々木、俺は甘くはないからな	2	星雲社:1 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
satore-miroku-chan	悟れ!弥勒ちゃん	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
sayonara-flower-petal	さよならフラワーペタル	2	日販アイ・ピー・エス(発売):1 | 日販アイ・ピー・エス:1	日販アイ・ピー・エス(発売)	日販アイ・ピー・エス=[2]	[2]
shinsetsu-sakamotsu-chan	新説!さかもっちゃん	2	少年画報社:1 | 集英社:1	少年画報社	集英社=[2]	[2]
shirou-kun-no-ichibanme	史郎くんのいちばんめ。	2	三交社(発売):1 | 三交社:1	三交社(発売)	三交社=[2]	[2]
shojo-ga-yakuza-ni-dekiai-dekiaisaretemasu	処女がヤクザに溺愛されてます!	2	大都社(発売):1 | 大都社:1	大都社(発売)	大都社=[2]	[2]
shougakusei-dansui-no-torisetsu	小学生男子のトリセツ	2	扶桑社:1 | マガジンハウス:1	扶桑社	マガジンハウス=[2]	[2]
sui-gattsuo	翠▼▼▼gazzo	2	ジュリアン:1 | ジュリアンパブリッシング:1	ジュリアン	ジュリアンパブリッシング=[2]	[2]
tabetai-anata	たべたいあなた	2	星雲社(発売):1 | 星雲社:1	星雲社(発売)	星雲社=[4]	[4]
taichou-san-to-akutoresu-ssu	隊長さんとアクトレスっす	2	メディアパル(発売):1 | メディアパル:1	メディアパル(発売)	メディアパル=[2]	[2]
taishou-karisomekon	大正仮初婚	2	秋水社(発行元):1 | 青泉社:1	秋水社(発行元)	青泉社=[2]	[2]
takada-kun-wa-hajimete-ga-osuki	鷹田くんはハジメテがお好き	2	三交社:1 | 三交社(発売):1	三交社	三交社(発売)=[2]	[2]
toshishita-kareshi-no-love-kanriheki	年下彼氏の恋愛管理癖	2	竹書房:1 | リブレ:1	竹書房	リブレ=[2]	[2]
tsubakikan-no-utsukushisugiru-gyaruson	椿館の美しすぎるギャルソン	2	ソフトバンククリエイティブ:1 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[2]	[2]
tsugi-hagi-nightmare	つぎ☆はぎナイトメア	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
tsuyabanashi-sakaba-otakubaa	艶話酒場オタクバー	2	ぶんか社:1 | 楽楽出版:1	ぶんか社	楽楽出版=[2]	[2]
ukiyo-hatsukoi-emaki	浮世初恋絵巻	2	宙出版:1 | ジャイブ:1	宙出版	ジャイブ=[2]	[2]
ukkari-haitchatta-itoko-to-mitchaku-geemuchuu	うっかり入っちゃった!従姉妹と密着ゲーム中	2	トライアングル・フォース:1 | ジーウォーク:1	トライアングル・フォース	ジーウォーク=[2]	[2]
watashi-no-ani-wa-hito-o-ayamemashita	私の兄は人を殺めました	2	ジャイブ:1 | ジャイブ(発売):1	ジャイブ	ジャイブ(発売)=[2]	[2]
wotaku-shojo-wa-koi-ni-bukiyou	オタク処女は恋に不器用	2	大都社(発売):1 | 大都社:1	大都社(発売)	大都社=[2]	[2]
yatterman	ヤッターマン	2	講談社:1 | 小学館:1	講談社	小学館=[2]	[2]
yume-genji-tsurugi-no-saimon	夢源氏剣祭文	2	小池書院:1 | KADOKAWA:1	小池書院	KADOKAWA=[2]	[2]
yuriyuri	ゆりゆり	2	一迅社:1 | 講談社:1	一迅社	講談社=[2]	[2]
zenryaku-onii-chan-wa-seijo-ni-narimashita	前略、お兄ちゃんは聖女になりました。	2	星雲社(発売):1 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
zombie-ga-shitaitsu	ゾンビがしたいっ!	2	リブレ出版:1 | リブレ:1	リブレ出版	リブレ=[2]	[2]
