slug	title	our_author	src_author(種1/楽天)	誤ISBN数
keikenchi-chochiku-de-nonbiri-shoushin-ryokou-yuushatokoibitonitsuihousaretasenshinomu	経験値貯蓄でのんびり傷心旅行	noise;西崎正	riritto;奏ヨシキ;徳川レモン	7
kimono-chan-to-lolita-chan	着物ちゃんとロリータちゃん	森長アヤミ	岡野ク仔	7
komiyama-ga-kirai-da	小宮山がキライだ	湊ユウキ	桃白茉乃	7
konya-mo-damasare-honey	今夜も騙されハニー	堀江要戸	タムラ紗知	7
mai-chan-no-onee-san-shiiku-gohan	舞ちゃんのお姉さん飼育ごはん。	北野ハルタ	秋津貴央	7
manyuu-hikenchou	魔乳秘剣帖	コンチキ	山田秀樹	7
mashirohi	ましろ日	g3井田	若狭星;香川マサヒト	7
megumi-to-tsugu-mi	めぐみとつぐみ	久壁オト	s井ミツル	7
misato-san-wa-amasugi-joushi-ni-chotto-kibishii	三郷さんは甘すぎ上司にちょっとキビしい	陽村空葉	クロタマ	7
mononobe-koshoten-kaiki-tan	もののべ古書店怪奇譚	re:	紺吉	7
moto-kouzou-kaiseki-kenkyuusha-no-isekai-bouken-tan	元構造解析研究者の異世界冒険譚	ナッツ	ヨシモト;桐沢十三;犬社護	7
mousou-telepathy	妄想テレパシー	竹充ヒロ	nobel	7
munou-no-taka	無能の鷹	吉本祐樹	ハンザキ朝未	7
neko-to-spica	猫とスピカ	西野キイナ	鳩屋タマ	7
nyuushitsu-knock-wa-wasurezuni	入室ノックは忘れずに	ポン	黒木エヌコ	7
onnakui	女喰い	ミネ武;小嶋悟;広尾満;広山義慶	伊東恒久;向後ツグオ	7
orenchi-no-maid-san	俺んちのメイドさん	jin	大原ロロン	7
otome-kaijuu-caramelise	乙女怪獣キャラメリゼ	萩原アサ美	蒼木スピカ	7
pashiri-na-boku-to-koisuru-banchou-san	パシリな僕と恋する番長さん	柏葉ペス	鹿島初	7
phantom-busters	ファントムバスターズ	高岡祥	ネオショコ	7
pose-file	ポーズ・ファイル	(unknown)	エイト企	7
sarezuma-shitao-no-koibitotachi	サレ妻シタ夫の恋人たち	降本孟	村岡恵	7
sensei-wa-koi-o-oshierarenai	先生は恋を教えられない	sharpliam	源素水	7
shiota-sensei-to-amai-chan	塩田先生と雨井ちゃん	クレヨンカンパニー	ナカトカクミコ	7
shota-oni	ショタおに	アカコッコ	中山幸	7
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	breckleheather;fly	アダムブライストーマス;イアンフリン;セガ;トレ	7
soukon-no-shoujo-to-sourei-no-tabi	送魂の少女と葬礼の旅	朝倉誠一	路那	7
star-ocean-blue-sphere	スターオーシャン ブルースフィア	米山シヲ	水城葵	7
tatoe-todokanu-ito-dato-shitemo	たとえとどかぬ糸だとしても	真船佳奈	tmnr	7
tempest-1993	テンペスト	庄司陽子	阿仁谷ユイジ	7
tendou-no-singularity	天動のシンギュラリティ	浪咲ユカ	大崎ミツル;砂阿久雁;長谷敏司	7
tensei-babaa-wa-misugosenai	転生ババァは見過ごせない!	マツリ;橋広功	タカ氏;ナカノムラアヤスケ;文月路亜	7
tonari-no-kuuderella-o-amayakashitara-uchi-no-aikagi-o-watasu-koto-ni-natta	隣のクーデレラを甘やかしたら、ウチの合鍵	ムツキ潤;熊乃ゲン骨	カガチサク;雪仁;青島カナエ	7
toukoku-no-subaru	嶌国のスバル	後藤	カトウコトノ;カトウチカ;小林裕和	7
tsuchikaburi-no-elena-hime	土かぶりのエレナ姫	夢木ミツル	晴海ヒツジ	7
umamusume-pretty-derby-umamusumeshi	ウマ娘プリティーダービーうまむすめし	アキノミドリ	cygames;浅草九十九	7
usotsuki-satsuki-wa-shi-ga-mieru	ウソツキ皐月は死が視える	ヒイロロニ	了子	7
watashi-konotabi-oukoku-kishidan-dokushinryou-no-kaseifu-o-suru-koto-ni-narimashita	私この度、王国騎士団独身寮の家政婦をする	poni;青梅ナナセ	如月美樹;蔦森エン;赤羽ニナ	7
x-men	X-MEN	(unknown)	ジョナサンヒックマン;レイニルフラン;小学館プロ	7
zenbu-kimi-no-sei	ぜんぶきみの性	森島コン	浅月ノリト	7
zenryaku-kumo-no-ue-yori	前略雲の上より	中馬孝博	猪乙クロ;竹本真	7
29-to-jk	29とJK	ヨパン男爵	加藤カキト;渡辺樹;裕時悠示	6
aaru-teii-ee-sousha-wa-game-sekai-kara-kaerenai	RTA走者はゲーム世界から帰れない	uzno	小出ヨシト	6
anna-comnena	アンナ・コムネナ	小林丸々	佐藤二葉	6
boku-no-kanojo-wa-saikou-desu	僕の彼女は最高です!	上機シホ	伊織;高田タカミ;髙田タカミ	6
boku-wa-isekai-de-fuyo-mahou-to-shoukan-mahou-o-tenbin-ni-kakeru	ぼくは異世界で付与魔法と召喚魔法を天秤に	スズノ木クロ;青辺マヒト	ツカモリシュウジ;マニャ子;横塚司	6
bukkafe	ぶっカフェ!	劇団イヌカレー	小林ロク	6
bukyou-ichidai	武侠一代	倉科遼	司敬	6
busamen-gachi-fighter	ブサメンガチファイター	ナガヤマ由貴	上月ヲサム;弘松涼	6
charisma-2	カリスマ	花小路ユミ	石原理	6
corpo-a-corpo	コーポ・ア・コーポ	ノド山	岩浪レンジ	6
daikaizoku-doumei-extra-edition	大海賊同盟 EXTRA EDITION	(unknown)	ノアール出版	6
dandori-kun	ダンドリくん	ネテル	久住昌之;泉昌之;泉晴紀	6
dekisokonai-no-himegimi-tachi	できそこないの姫君たち	柴モナカ	アジイチ	6
etchina-oshiri-ja-dame-desuka	えっちなお尻じゃダメですか?	西野キイナ	鳩屋タマ	6
fukumen-no-hitsuji	覆面の羊	坂崎未侑	船木涼介	6
fukuonsei-wa-urusai-juubun-ni	副音声はうるさい十分に	新矢リン	英子	6
fukushuu-no-dokko	復讐の毒鼓	トキヮ	meenxbaekdoo	6
girigiri-out	ギリギリアウト	青インク	ソウマトウ	6
goseichou-arigatou-gozaimasu	ご成長ありがとうございます	小倉アスカ	三本阪奈	6
gray-zone	Gray zone	(unknown)	ノアール出版	6
haibasu-ni-sumu	廃バスに住む	暁葉悠	イチヒ	6
hakoniwa-no-ie	ハコニワノイエ	須王アヤ	小森江莉	6
hallelujah-baby	ハレルヤベイビー	多賀タイラ	仔縞楽々	6
hokuriku-triangle	北陸とらいあんぐる	田仲ミノル	チサコ	6
ichika-bachika	イチカバチカ	益子リョウヘイ	本間仁助	6
igarashi-kun-to-nakahara-kun	五十嵐くんと中原くん	西野キイナ	イサム	6
ii-otouto-warui-otouto	いい弟、悪い弟	涼子	瀬能ジュン	6
ikeoji-monster-to-zettai-reido-otoko	イケオジモンスターと絶対零度男子	ヤマアキ連理	フミト	6
jitsuroku-hoikushi-deko-sensei	実録保育士でこ先生	ネコクロ	デコポン吾郎	6
kanojo-to-2p	彼女とつーぴー	奥田薫	森井暁正	6
karasu-wa-aruji-o-erabanai	烏は主を選ばない	東藤ナガル	松崎夏未;阿部智里	6
keisatsu-no-onii-san	けいさつのおにーさん	唐花見コウ	カラケミ	6
kimi-no-nadekata-shitsukekata	キミの撫で方躾け方	長岡太一	カサイチアキ	6
koizumi-san-no-katei-no-jijou	小泉さんちの「家庭の事情」	hanukaassaf	夏芽アコ	6
konbini-de-kimi-to-no-5funkan	コンビニで君との5分間。	流悦子	一永ノゾミ	6
kuro	黒	青インク	ソウマトウ	6
kyokutou-jihen	極東事変	杷木アモネ	大上明久利	6
kyuukyoku-no-komyushou-wotaku-joshi-no-watashi-ga-soshage-no-sekai-ni-kita-kedo-oshi-ga-toutosugite	究極のコミュ障オタク女子の私がソシャゲの	burnscharles	悦若エツコ	6
machine-head	マシンヘッド	(unknown)	スペアパ-ツプロダクション	6
mahou-shoujo-misoji	魔法少女三十路	神林イチトラ	三倉ユメ	6
majuu-kessha	魔獣結社	来留間慎一	秋恭摩	6
manga-de-opera	マンガでオペラ	小林可多入	サダカネアイコ;ブロッコリー子;モツ子;中野京子	6
mask-otoko-wa-koishitakunainoni	マスク男子は恋したくないのに	鮫類	参号ミツル	6
masuikai-hana	麻酔科医ハナ	中山寛巳	ナカオ白亜;松本克平	6
mujikaku-na-tensai-shoujo-wa-kizukanai	無自覚な天才少女は気付かない	キラタ	マキブロ;伊吹有;狂zip	6
murazukuri-game-no-npc-ga-namami-no-ningen-to-shika-omoenai	村づくりゲームのNPCが生身の人間としか	茶柱一号	昼熊;森田和彦;海鼠	6
narikawari	ナリカワリ	大石普人	オオイシヒロト;長田トヒキ	6
nee-mou-isso-tsukiatchau	ねぇ、もういっそつき合っちゃう?	ケンイチ	叶田キズ;塩カズノコ;西島黎	6
new-normal	ニューノーマル	シュガーペロペロ	相原瑛人	6
nina-san-no-mahou-seikatsu	ニーナさんの魔法生活	ringo	高梨リンゴ	6
noijii-ruumumeito	ノイジールームメイト	グルッペンフューラー	緒崎カホ	6
nukenai-seiken-chan	ヌけない聖剣ちゃん	mita	クマノキュウ	6
nyotaika-yankee-gakuen	女体化ヤンキー学園★	佐藤千鳥	高尾鷹浬	6
okuchi-ga-etchi-na-jakuten-datte-rival-no-elite-douryou-ni-barete-shimaimashita	おくちがエッチな弱点だって、ライバルのエ	サクラ蒼	アワイポッポ	6
onnanoko-ga-daicha-dame-desuka	女の子が抱いちゃダメですか?	今井ササル	ネジガナメタ	6
ore-no-saakitto	おれのサーキット	飛鳥弓樹	山口博史	6
ore-to-atashi-to-shinsekai	オレとあたしと新世界	宇野リッカ	古宇田エン	6
oshi-ga-kounin-stalker-ni-narimashita	推しが公認ストーカーになりました	津島ツシマ	瀬尾ミイノスケ	6
printernia-nippon	プリンタニア・ニッポン	鳶田ハジメ	迷子	6
rabu-wanko	愛×野獣	真敷ヒサメ	三浦ヒラク	6
rengoku-game	煉獄ゲーム	伊藤翔太	北野弘務;江崎双六;福原蓮士	6
sainou-nashi-to-iwareta-otsu-san-tamer-wa-manamusume-to-tomoni-musou-suru	才能なしと言われたおっさんテイマーは、愛	モスコンブ	柊木楸;琥宮千孝	6
satsukare	殺彼	今井ササル	daisuke+;大介;大介+旭	6
shinjuku-box	新宿box	奥谷通教;花乃軍	奥道則;観月昴	6
somari-to-mori-no-kami-sama	ソマリと森の神様	梅木泰祐	暮石ヤコ	6
sora-made-itchau	空までイっちゃう	オワル	吉沢リョウ	6
starting-gate	STARTING GATE!	桂イチホ	cygames;s濃スギ	6
subaru-to-suu-san	昴とスーさん	菊池マリコ	高橋那津子	6
susume-dainaman	すすめ!!ダイナマン	川野匠	池田匠	6
taishou-no-kondate	大正の献立	ジョポジョリン	サカキシン	6
tamaranai-no-wa-koi-nanoka	たまらないのは恋なのか	ナカガワパリ	空華ミア	6
teens-blues	ティーンズブルース	春田ナナ	コージィ城倉	6
tensei-shitara-butouha-reijou	転生したら武闘派令嬢!?	伊恵中二;八茶橋ラック	キャル;双葉ハヅキ;白瀬ヤヤ	6
tetsugaku-letra	鉄楽レトラ	夢花李	佐原ミズ;名和田耕平デザイン事務所	6
the-bad-guys	バッドガイズ	blabeyaaron	アーロンブレイビー;中井ハルノ	6
tokedase-mizore-chan	とけだせ!みぞれちゃん	酒井敦朗	足袋ハナオ	6
world-is-dancing	ワールドイズダンシング	中馬孝博	]三原和人;三原和人	6
yasashii-milk	やさしいミルク	五月雨キョウスケ	高田ローズ	6
yoshifumi-to-karaage	よしふみとからあげ	フカサワ映	関口カンコ	6
10-nen-shitenai-sudachi-san	10年シてないスダチさん	五月雨キョウスケ	高田ローズ	5
acro-trip	アクロトリップ	アンネコ	佐和田米	5
aka-no-gurimoa	赫のグリモア	不破大輔	a-10	5
akizuki-san-wa-otona-ni-narenai	秋月さんは大人になれない	三木ヨウ子	優風	5
arasa-mama-no-watashi-de-iino	アラサーママの私でいいの?	浪咲ユカ	ネコ末端	5
aru-hazu-no-nai-umi	あるはずのない海	獸木野生	伸タマキ	5
atsu-tsugi-no-shigoto-wa-bakemono-taiji-desu	あっ、次の仕事はバケモノ退治です。	麦子	zoo;市村基	5
azamukare-seijo-to-shugoryuu-no-konyaku	欺かれ聖女と守護竜の婚約	アキツ鉄鋼	志藤ミネ	5
babel	BABEL	石川優吾	重松成美	5
baby-kokoro-no-mama-ni	Baby,ココロのママに!	トワ	奥山プク	5
banken-honey	番犬ハニー	八街潤	如月ユキノ	5
batman	バットマン	晴山晴緒	グレックカプロ他;グレッグカプロ;グレッグカプロ	5
bingo	BINGO!	葉芝真己	松村努	5
bishuu-no-daichi	美醜の大地	園田俊樹	藤森治見	5
bl-drama-no-shuen-ni-narimashita	BLドラマの主演になりました	kera	スズリ街	5
black-madougushi-guild-o-tsuihousareta-sareta-watashi-oukyuu-majutsushi-to-shite-hirowareru	ブラック魔道具師ギルドを追放された私、王	bcoca;エムケエ	mi;nec&#246;necömi;葉月秋水	5
bourei-madoushi-no-hiroiage-hanayome	亡霊魔道士の拾い上げ花嫁	一花カナウ;久保田流生	瀬尾優梨;藤谷一帆;麻先ミチ	5
camera-senpai-to-sewayaki-jouzu-na-kouhai-chan	カメラ先輩と世話焼き上手な後輩ちゃん	ムツキ潤;宮城コハク	美月麗;青島カナエ	5
choubu-no-shinobi	蝶撫の忍	横山旬	村田真哉;速水時貞	5
cult-on-demand	カルトオンデマンド	ササオカエリ;大石普人	オオイシヒロト;殺野高菜	5
doushitara-osananajimi-no-kanojo-ni-naremasuka	どうしたら幼馴染♀の彼女になれますか!?	ナムル	矢坂シュウ	5
dragon-quest-princess-aleana	ドラゴンクエスト～プリンセスアリーナ～	天麻灯;小松崎康弘	八坂麻美子	5
drama-queen	ドラマクイン	宇乃花空樹	市川苦楽	5
eikan-wa-ore-ni-kagayaku	栄冠は俺に輝く	鈴木ミニラ	熊田龍泉	5
faasu-akechi-hakase-boukenki	FARCE!明智博士冒険記	赤井里美	紗夢猫;鹿住忠広	5
fate-grand-order-comic-la-carte-plus	Fate/Grand Orderコミック	henselerthomas	type-moon;コンプエース編集	5
full-drum	フルドラム	鹿子	箱石達	5
futari-ashita-mo-sorenari-ni	ふたり明日もそれなりに	chippi	スズユキ	5
gal-ga-sylvanian-family-o-dekiai-shitara	ギャルがシルバニアファミリーを溺愛したら	森長アヤミ	岡野ク仔	5
gangsta-cursed-ep-marco-adriano	GANGSTA:CURSED.EP_MA	高嶋育	コースケ;鴨修平	5
gee-maou	ゲー魔王	岩崎優次	普津澤画乃新	5
gekidan	激男	(unknown)	ジープロジェクト	5
getsuyou-kara-kinyou-no-otoko-koukousei	月曜から金曜の男子高校生	インカ帝国	森ツブミ	5
goblin-wa-mou-juubun-ni-tsuyoi	ゴブリンはもう十分に強い	藤松盟	サラマンダ	5
godzilla-rulers-of-earth	ゴジラ:ルーラーズ・オブ・アース	frankmatt	クリスマウリー;ジェフゾーナウ;マッ	5
gokuritsu	ごくりっ	加藤望	前原タケル	5
hadakaikkan-tsuzui-san	裸一貫!つづ井さん	内野コメコ	ツヅ井	5
hajime-rabukome-ogabebe	はじめラブコメオガベベ	小木ハム	オキラクボーイ	5
hakui-no-ou-sama	白衣の王様	ウミハル	綾瀬レツ	5
hanabasu	ハナバス	jkyum	三好宏平	5
happy-family-fukushuunorentaruokaasan	ハッピーファミリー	坂崎未侑	船木涼介	5
hard-worker-nakada	ハードワーカー中田	南部ゼロイチ	内海瀬戸	5
hate-no-shoutsuushin	果ての星通信	楢島サチ	メノタ	5
heartstopper	ハートストッパー	osemanalice	アリスオズマン;牧野琴子	5
higashi-no-mori-no-majo-no-niwa	東の森の魔女の庭	紺津名子	越田ウメ	5
hokuou-joshi-oosa-ga-mitsuketa-nippon-no-fushigi	北欧女子オーサが見つけた日本の不思議	ekströmåsa	オーサイェークストロム	5
hoshi-no-kazu-dake-dakishimete	星の数だけ抱きしめて	アサイモトユキ	浅井裕	5
hoshi-no-rekishi	星の歴史	獸木野生	伸タマキ	5
hyottoko-school	ひょっとこスクール	天空宇宙流	武凪知	5
imouto-wa-siscon-ani-ga-mendokusai	妹はシスコン兄がめんどくさい	濱田ミフミ	ヨシミズ	5
isogaba-sefure	急がばセフれ。	ninomiyasoniaregin	波多アキミ	5
jigoku-no-ie	地獄の家	王欣太	gonta	5
jiki-koushaku-fujin-no-yakuwari-dake-o-motomete-kita-koori-no-bara-to-utawareru-danna-sama-ga	次期公爵夫人の役割だけを求めてきた、氷の	ウモウ	皐月メイ;石沢ウミ	5
joker-game-the-animation	ジョーカー・ゲームTHE ANIMATI	大島連盟	仁藤スバル;柳広司	5
joou-denka-wa-oikari-no-youdesu	王女殿下はお怒りのようです	植田真太郎	八ツ橋皓;凪白ミト;四ツ葉ネコ	5
joou-sama-ga-ippai	女王様がいっぱい	月島冬二	イワシタシゲユキ	5
jump-sq-comic-selection	ジャンプSQ.Comic Selecti	集英社	ジャンプsq編集部	5
kaburidani	カブリダニ	紙屋リナ	オオゾネサトシ	5
kaibutsu-maid-no-karei-naru-oshigoto	怪物メイドの華麗なるお仕事	紅城蒼	田辺ユガタ	5
kaijuu-no-hanataba	かいじゅうの花束	ツキミセイ	雨花深衣	5
kanojo-shoukan-shimashita	彼女召喚しました!?	連城寺ノア	ワタリサエ	5
katakoi-kekkon	片恋結婚	イヌヅカヒロ	オオヒラシルス	5
killers-holiday	キラーズホリディ	松イラストレーター	松(atypecorp)	5
kiyoku-tadashiku-fushidarani	清く正しくふしだらに	中村朝	三雲ジョージ	5
koiiro-devil	恋色・DEVIL	真敷ヒサメ	三浦ヒラク	5
koisuru-shirokuma	恋するシロクマ	大島連盟	コロモ	5
koisuru-succubus-no-ikenai-jijou	恋するサキュバスのイケない事情	ササキサキü	リーフィ	5
kojirase-hyakki-domainaa	こじらせ百鬼ドマイナー	天乃チハル	南郷晃太	5
kokokara-wa-otona-no-jikan-desu	ここからはオトナの時間です。	モタ	ツキノオマメ	5
kokuei-no-junk	黒影のジャンク	佐々木尚	中尾拓矢	5
konna-hazu-ja-nakatta-sore-wa-zannen-deshitane	こんなはずじゃなかった?それは残念でした	haeyeon;熊雪フル	シアビス;志風キヨ;風見ユウミ	5
konya-uchi-ni-oide	今夜、うちにおいで	maleevalexander	椿野イメリ	5
konyaku-haki-no-tsugi-wa-gisou-konyaku-sate-sono-tsugi-wa	婚約破棄の次は偽装婚約。さて、その次は…	mpワークス;タンサンデンチ	タナ;瑞本千紗;阿久田ミチ	5
korogaru-kyoudai	転がる姉弟	インカ帝国	森ツブミ	5
korosensee-quest	殺せんせーQ!	近藤憲一	松井優征;渡邉築;青戸成	5
kuro-1999	黒	奥浩哉	ソウマトウ	5
kuro-mahou-ryou-no-sanakunin	黒魔法寮の三悪人	イマイマキ	斎藤キミオ	5
kurogyaru-san-ga-kuru	黒ギャルさんが来る!	ザシーツ	]イツム;イツム	5
mahoutsukai-no-hanzai-sousa	魔法使いの犯罪捜査	日暮眠都	タモツ葉子	5
