slug	title	our_author	src_author(種1/楽天)	誤ISBN数
wakadanna-wa-konzen-koushou-dekimasen	若旦那は、婚前交渉できません。	stradleyrandy	コハル	2
wake-atte-ayakashi-no-kosodate-hajimemasu	訳あって、あやかしの子育て始めます	福富優樹;西岡壱誠	日巻イト;朝比奈希夜	2
wanwan-otou-san-kiwami	わんわんお義父さん極	(unknown)	前向キナドm	2
waon	和おん!	高坂ハシヤン	リョク	2
warau-arusunotoria-sun	咲うアルスノトリアすんっ!	mato	goodsmilecompany)	2
watashi-ga-daisuki-na-shousetsuka-o-korosu-made	私が大好きな小説家を殺すまで	士土幽太郎;本間ピルパ	斜線堂有紀;足立イマル	2
watashi-isekai-de-seirei-ni-narimashita	私、異世界で精霊になりました。	コウシ;ヨシモト	オギノサトシ;カッパン	2
watashi-ni-ai-o-sakebasete	私に愛を叫ばせて	ヒロセエイ	小坂奈津希	2
watashi-no-ani-wa-hito-o-ayamemashita	私の兄は人を殺めました	未散ソノオ	ミズモ	2
watashi-no-kami-sama	私の神様	森永ミキ	夢野ツクシ	2
watashi-to-neko-to-hatachi-no-kimi-to	私と猫と二十歳の君と	安房サトル	アサヒヨヒ	2
watashitachi-5nin-5-mai-desu	わたしたち、5人姉妹です。	中島諒	泥川恵	2
watashitachi-wa-moto-joshi-desu	私たちは元女子です	藤野晴海	咲次朗	2
wild-lovers	Wild Lovers	guilt|pleasure	山岸ホクト	2
x-men-1994-5	X-MEN	児嶋都;萩原玲二	ジョナサンヒックマン;レイニルフラン	2
x-men-1994	X-MEN	ヒグチヒロシ;ヤスエコージ	ジョナサンヒックマン;レイニルフラン	2
yakara-to-donkan	輩と鈍感	竹若トモハル	南志都	2
yakou-touki-scarlet	夜光闘姫スカーレット	来留間慎一	秋恭摩	2
yakubyougami-to-baka-megami	疫病神とバカ女神	(unknown)	森拓也	2
yakuza-ni-ofuro-de-hatarakasaretemasu	ヤクザにお風呂で働かされてます。	芋畑サリー	タカシ♂	2
yamato-takeru	ヤマトタケル	安彦良和	山岸凉子;山岸涼子	2
yamori-senpai-to-isshokenmei-de-iinjane	ヤモリ先輩といっしょでいいんじゃね?	姫ナッツン	サダウオジ	2
yandere-cafe-e-youkoso	ヤンデレカフェへようこそ	玉木トラコ	ヒノミヤ	2
yankee-to-futago-no-tsukurikata	ヤンキーと双子の作り方	森長アヤミ	岡野ク仔	2
yano-kun-ni-oshihen-wa-dekinai	矢野くんに推し変はできない!	上機シホ	吉田バナ	2
yano-nanako-hakkyuu-o-ou	矢野七菜子、白球を追う。	丸本チンタ	田丸鴇彦	2
yatsuhakamura-1996	八つ墓村	jet	ツノダジロウ;影丸譲也;横溝正史	2
yoake-no-polaris	夜明けのポラリス	真敷ヒサメ	嘉島チアキ	2
yoikokei-furyou-succubus-saki-chan	よいこ系不良サキュバスサキちゃん	zuccherilaura	ショウマケイト	2
yoinochi-hareyaka	酔いのち晴れやか	卯月ヨウ	眠井アヒル	2
yokohama-rokku	横浜ロック	熊谷祐樹	前田治郎	2
yoru-no-chou-wa-ayashiku-kataru	夜ノ蝶ハ怪シク談ル	中林ズン	伊藤和良	2
yoru-no-nightingale	夜のナイチンゲール♥	丸井シロ	羽浪由惚	2
yoshibari-oobaado	夜縛◆夜明曲	(unknown)	ran	2
yotsukoto	ヨツコト	甘乃クグリ	中曽ネコ;双見酔	2
youka-san-ga-nameru	八日さんが舐める	カワラハジメ	松羅弁当	2
youkai-manga-de-tanoshii-koten	妖怪マンガで楽しい古典	ミズナトモミ;武楽清;能松健七	kirero;カサブタ;クロニャコ;小松和彦;山	2
youkoso-ball-game-e	ようこそBALLGAMEへ!	丸本チンタ	田丸鴇彦	2
yoyohara	ヨヨハラ	ナモナキ	ogros	2
yukiusagi-no-oshinagaki	ゆきうさぎのお品書き	有生青春	小湊悠貴;木田翔一	2
yume-de-aredake-yatta-noni	夢であれだけやったのに	石井紺	臓内ニガツ	2
yume-nara-sameteyo	夢なら醒めてよ	aipub2025	片瀬リタ	2
yume-no-hashibashi	夢の端々	藤峰式	須藤佑実	2
yume-no-tadaji-o-koimadou	夢の直路を恋惑ふ	紺津名子	越田ウメ	2
yuru-days	ゆるデイズ	久壁オト	s井ミツル	2
yutori-noberaizu	ゆとりノベライズ	中西ユカ	渡辺伊織	2
yuuki-yuuna-wa-yuusha-de-aru-washio-sumi-no-show	結城友奈は勇者である-鷲尾須美の章-	高光晶	bunbun;project2h	2
yuunagi-ni-mae-boku-no-ribbon	夕凪に舞え、僕のリボン	ヨシタ	黒川裕美	2
yuunou-na-gunjin-koutei-wa-katabutsu-reijou-o-amaku-dekiai-suru	有能な軍人皇弟はカタブツ令嬢を甘く溺愛す	シンギョウガク;怜悧	スケマル;チロリン	2
yuurei-kareshi	幽霊彼氏	春兎アヤ	オグリイコ	2
yuusha-shirei-daguon	勇者指令ダグオン	細雪純	アンソロジー	2
yuusha-wa-hitori-nippon-de	勇者はひとり、ニッポンで	モミモミジ;泉スズシロ	山崎響;雪狸	2
yuutousei-ja-irarenai	優等生じゃいられない!	レノts	有馬レンジ	2
za-king-obu-fighters-3997-4koma-ketteiban	ザ・キング・オブ・ファイターズ'97 4	(unknown)	コミックゲーメスト編集部	2
za-town-ribenjaa	THE TOWN 復讐者	田代弓矢	加藤清志	2
zen	ZEN	(unknown)	横田南嶺;高島正嗣	2
zense-de-koroshita-aite-no-tantou-henshuu-ni-narimashita	前世で殺した相手の担当編集になりました	kera	スズリ街	2
zettai-kunshu-shoukougun	絶対君主症候群	月島冬二	イワシタシゲユキ	2
zettai-ni-tsukiattewa-ikenai-3b-otoko	絶対に付き合ってはいけない3B男子	藤田阿登	馬アグリ	2
zootopia	ズートピア	(unknown)	ディズニーパブリッシングワールドワイ;和波雅子;	2
10-nenkan-tomodachi-dato-omotteta-otokonoko-ni-kokuhaku-dekiaisareru-ohanashi	10年間友達だと思ってた男の子に告白され	○線	〇線(マルセン)	1
12ji-kara-hajimaru	12時からはじまる	右京アヤネ	左京亜也	1
1nen-3kumi-momochan-sensei	1ねん3くみ桃ちゃん先生。	紺野比奈子	ヒナ	1
25-jigen-no-dice	25次元のダイス	hal	ハル	1
2821-kokakoora	2821コカコーラ	獸木野生	伸タマキ	1
4-n-megami-tensei-devil-children-koma-gyagu-battle	真・女神転生デビルチルドレン 4コマギャ	蜂文太	アンソロジー	1
40-made-ni-shitai-10-no-koto	40までにしたい10のこと	la軍	マミタ	1
5-nenburi-ni-tsunagaru-moto-kare-ishi-kara-tsutawaru-atsui-netsu	5年ぶりに繋がる元カレ医師から伝わる熱い	可児イトウ	玄野サワ	1
adarutona-kaihatsushitsu	アダルトな開発室	極楽院櫻子	サクラアシカ	1
ai-no-akujotachi	愛の悪女たち	星合操	寺館和子;近藤厚子	1
ai-no-meikyuu	愛の迷宮	矢萩貴子	エメラルド	1
ai-rabu-taiwan-yataimeshi	アイラブ台湾屋台めし	沼田ヌシヲ	フジナミコナ	1
aijin-2001	A・i・ji・n	カヤマユミ	加山弓	1
aijou-monogatari	愛縄物語	前田寿安;椋陽児;沖渉二;笠間シロウ	アンソロジー	1
akabako	赤箱。	北浜勇介	キタハマンz	1
akarui-kazoku-keikaku-1995	明るい家族計画	ミヅキ水脈	有馬由美子	1
akechi	AKECHI	後藤正人;江戸川乱歩	イイヅカケイタ	1
akuryoku-1ton-no-1-kkounin	握力1トンの執行人	雨蘭	橋本還	1
akuyaku-hime-desu-kirawarete-iru-hazu-no-ouji-to-kozukuri-shinaito-ikemasen	悪役姫ですが、嫌われているはずの王子と子	林倉吉	モチアンコ	1
akuyaku-reijou-mitai-ni-danzai-saresou-datta-kedo-zenryoku-de-aisaretemasu	悪役令嬢みたいに断罪されそうだったけど、	セントラルド熊;六花キイ;冬月コテツ	アルト;北川ニキタ;善丸ミフク;島知	1
akuyaku-reijou-ni-tensei-shitara-risou-no-heya-ga-te-ni-hairimashita	悪役令嬢に転生したら理想の部屋が手に入り	森長アヤミ	岡野ク仔	1
albatross	アルバトロス	サトウ輝	佐藤輝	1
alien-crash	エイリアンクラッシュ	syufo	板橋シュウホウ	1
amagami-osananajimi-wa-dekiaisuru	甘噛み幼なじみは溺愛する	三咲	白弓サン	1
amayaka-na-yoru-no-otogibanashi	甘やかな夜のおとぎ話	辰巳仁	ミナモトカズキ;山田パン;米田ヒナ	1
ana-ga-aiteru	穴があいてる	増田剛	ウラマック	1
anata-dake-ga-suki	あなただけがすき	極楽院櫻子	サクラアシカ	1
angel-heart-1998	エンゼル・ハート	伊藤伸平	緒形モリ	1
ano-ko-to-boku-to-ano-hito-to	あの子とボクとあの人と	極楽院櫻子	サクラアシカ	1
ao-mata-ao	青また青	獸木野生	伸タマキ	1
arms-1988	Arms	唯登詩樹	加藤雅基	1
arslan-senki	アルスラーン戦記	田中芳樹;荒川弘	中村地里	1
aruiteikou-2004	歩いていこう。	折原ミト	青山クミコ	1
aruji-no-oose-no-mama-ni	主のおおせのままに	ツダミキヨ	蔵王大志	1
asakusa-uneune-tabearuki	浅草うねうね食べある記	猫田ピノ字	上野ウネ	1
asami-mitsuhiko-mystery-special	浅見光彦ミステリースペシャル	内田康夫;千村青;日下部拓海;羽柴麟	中邑冴;稜敦水	1
at-tension	@テンション!	厦門潤	アモイ潤	1
atai-to-nechikoyan	あたいとネチコヤン	ゴジョウフミエ	モチギ	1
atta-2	Atta2	佐藤元	サトウゲン	1
awahime-lullaby	泡姫ららばい	村祖俊一	如月次郎	1
axel-rex	アクセルレックス	大野純二	オオノジュンジ	1
aya	AYA	速水翼	克亜樹	1
b-boy-petit	B-boyぷち	星崎龍	アンソロジー	1
b-boy	b-Boy	ナルト真樹;桃サクラ	倉持知子	1
b-play	B-play	ツインテール	万利休	1
baacha-fighter-kage	バーチャファイター影	来留間慎一	秋恭摩	1
baka-sennyuu	バカ潜入!	桜井トシフミ	桜壱バーゲン	1
bakugan-master-honoo-moetaroo	爆丸マスター炎もえたろー	ヒコチャン	杉谷和彦	1
banei-kakeru	ばんえい駆ける	イワシゲ孝	岩重孝	1
bannin	番人	坂井久仁江	国枝彩香	1
biikyuu-tenshi	B級天使	イワタナオミ;江間浩司	岩田直巳	1
bikishin-densetsu-momo	美鬼神伝説MOMO	berrystar;沖南数人;津島直	z-one;小林雄次	1
bio-luminescence	バイオ・ルミネッセンス	漆原友紀	志摩冬青	1
boku-tachi-ha-asu-ni-mukatte-ikiru-no-da	僕たちは明日に向かって生きるのだ	ツダミキヨ	蔵王大志	1
bonnou-inbijiburu	煩悩★インビジブル	米餅昭彦	ナメゾウ	1
buchou-no-koi	部長の恋	松山花子	九州男児	1
bus-hashiru	バス走る。	夢花李	佐原ミズ	1
butchouzura-ni-koi-o-shite	仏頂面に恋をして	極楽院櫻子	サクラアシカ	1
c-live	C-live	内田美奈子	大野安之	1
canaan	CANAAN	チュンソフト;石田アキラ	石堂マユ	1
candy-2012	キャンディ	鈴木有布子	ワタナベアジア	1
catwalk	キャットウォーク	ケロリン	佐多ミサキ	1
change-h	チェンジH	(unknown)	tali;オリモトミマナ;タカミチ	1
character	キャラクター	龍翠	イワヤ晃;川原杏奈;永井聡;江野スミ	1
cherry-2005	CHERRY	筒井旭	平泉由紀子	1
chichiyuukai-no-shinjiyu	地中海の真珠	布浦翼	アマネカズミ	1
chimachima-puppet	ちまちまぱぺっと	紺野比奈子	ヒナ	1
chita-nyan-ga-kita	ちたにゃんがきた!	稲荷家房之介	九条友淀	1
chizu-dai-tanken	地図大探検	藤子f不二雄	小学館	1
chocolate-fighter	チョコレート・ファイター	フウタマロ	森川ヒサシ	1
chou-ten-chan	超てんちゃん!	ワイソーシリアス	wssplayground;シオン	1
chouetsusha-to-natta-otsu-san-wa-mai-peesu-ni-isekai-o-sansaku-suru	超越者となったおっさんはマイペースに異世	石田総司;青柳朔	神尾優	1
choukou-sennin-haruka	超昂閃忍ハルカ	alicesoft	missblack;アリスソフト	1
cinderella-2004	シンデレラ	寺館和子	村崎百郎;森園ミルク	1
cinnamon	シナモン	吉岡榊	天乃咲哉;寝路;嵩乃朔;川井マコト	1
colors-side-k	Colors side-K	麻宮騎亜	菊池通隆	1
comic-mazin	コミック魔人	(unknown)	シャウトデザインワークス	1
comic-super-famicom-selection	COMICスーパーファミコンセレクション	上田信舟	海鳴杜	1
cool-1999	Cool!	神崎裕	渋谷ウララ	1
cool	COOL	許斐剛	桜沢エリカ	1
crazy-crazy	CRAZY CRAZY	草薙竜樹	水城カナル	1
cream-lemon	くりいむレモン	フェアリーダスト	小川末来;海老原秀幸	1
crescent	CRESCENT	葉月シノブ	岩尾収蔵	1
crows-kaizokuban	クローズ海賊版	秋田書店	月刊少年チャンピオン編集部;高橋ヒロ	1
crusader-kawaso-2002	クルセイダー	河惣益巳	水縞トオル	1
cue-2004	CUE	村上カツラ	花見沢q太郎	1
custom-robo-v2-4-koma-gag-battle	カスタムロボV2 4コマギャグバトル	藤凪カオル	アンソロジー	1
cyborg-0-zeronain-zerozero-gakuen-kiki-ippatsu	サイボーグ009 00学園危機一髪	マイトウ	マツハラトモフミ;石ノ森章太郎	1
d-triangle	D-triangle	イーダ俊嗣	スンヂ	1
daisuke	DAISUKE!	キリシマソウ;ジェネオンユニバーサル	新木場ユキ;菊月蓮	1
daisuki-love-love-tamagotchi	だいすきLOVE・LOVEたまごっち	河井リツ子	リッチ	1
dakaapo	だかあぽ	川島博幸	鷹城冴貴	1
dakarete-tamaruka	抱かれてたまるか!	吾平	山本トモミツ	1
dakishimetekurerunara	抱きしめてくれるなら	榎本ナリコ	野火ノビタ	1
dare-nimo-ienai-hi	誰にも言えない(秘)	ユカリガワ弓夜;夏生恒;夏葉ヤシ	ナツミチハル;俊成有人;東雲水生	1
dark-angel-1995	闇天使comics	ムツキツトム	アンソロジー	1
david	David	syufo	板橋シュウホウ	1
de-ji-kyaratto-piyopiyo-piyoko-chan	デ・ジ・キャラットぴよぴよぴよこちゃん	紺野比奈子	ヒナ	1
deadpool-kills-the-marvel-universe	デッドプール・キルズ・マーベルユニバース	tarrbabs	カレンバン;ダリバータラジッチ;小池	1
dear-sweet-heart	Dear sweet heart	計奈恵	和猫	1
death-hotel	デスホテル	鮪オーケストラ	ハセガワm	1
debirukko-ruru	デビルっ子ルル	団龍彦;樋口雅一;能田茂	ノダシゲル	1
derayd	Derayd	秋山タマヨ	clamp	1
desertification	Desertification	イーダ俊嗣	スンヂ	1
doll-1996	DOLL	惣領冬実	岡戸達也	1
doll-2000	DOLL	伊達将範;緒方剛志	岡戸達也	1
doll-no-ie	人形の家	マツザキアケミ	日下部拓海	1
doraemon-no-kokugo-omoshiro-kouryaku-surasura-sakubun-ga-kakeru	ドラえもんの国語おもしろ攻略 すらすら作	方倉陽二;鈴木伸一	若林富夫	1
doraemon-no-taiiku-omoshiro-kouryaku	ドラえもんの体育おもしろ攻略	村田ヒロシ;藤子プロ;鈴木伸一	立木正	1
doragonkuesuto-4-koma-manga-gekijou	ドラゴンクエスト4コママンガ劇場	ゲームドラゴンクエストシリーズ	エニックス出版局	1
dougenzaka-alice	道玄坂アリス	月島冬二	イワシタシゲユキ	1
dousei-kara-hajimemashita	同棲からはじめました。	ナパ	ko	1
dragon-ball-gaiden-tensei-shitara-yamucha-datta-ken	DRAGON BALL外伝 転生したらヤ	津田穂波	ドラゴン画廊リー;鳥山明	1
dragon-league	ドラゴンリーグ	川島博幸	鷹城冴貴	1
dragon-rance-senki	ドラゴンランス戦記	トーマスイエイツ;ロイトーマス	トニーデズニガ	1
dream-times	ドリームタイムズ	タミ	イズミハラキミ;赤塚不二夫	1
eden-2021	エデン	ネットフリックス;磯本ツヨシ	スギサキユキル+retrograde	1
eden-sakurazawa-2014	エデン	桜沢エリカ	スギサキユキル+retrograde	1
eden-sugisaki-2006	EDEN	千之ナイフ	定広美香;秋野コヨミ	1
edge	Edge	トミナガ貴和;緋乃鹿六	ワタナベ京;佐野真砂輝	1
efupiiesu-no-tomodachi-to-real-de-au-manga	FPSの友達とリアルで会う漫画	ユメノ	チクワ	1
egao-no-yukue-2003	笑顔の行方	逢沢雪名	シャロンサラ;瀧川イヴ	1
egoist-clergyman	エゴイストな聖職者	ミナミ遥	南カズカ	1
eien-no-kodou	永遠の鼓動	折原ミト	成瀬千絵	1
electric-hands	Electric Hands	ツダミキヨ	蔵王大志	1
elf-dorei-to-kizuku-dungeon-harem	エルフ奴隷と築くダンジョンハーレム	ツキシタカグヤ;二月公	ネイビ;火野アカリ	1
engage-watanabe-2009	エンゲージ	渡辺瑞樹	日高七緒	1
erabarezaru-mono	選ばれざる者	日輪早夜	ヒマワリソウヤ	1
es	ES	惣領冬実	シンツグル;スタジオ編集部	1
eternal-melody	エターナルメロディ	森下要	遊演体	1
face-1992	Face	六本木綾	逢坂ミヤ	1
fake-fur	フェイクファー	名尾生博	ヤマガタサトミ	1
fat-you-want	ファット・ユー・ウォント	松山花子	九州男児	1
fate-grand-order-comic-collection	Fate/grand orderコミック	(unknown)	type-moon;狂zip	1
fate-hollow-ataraxia-comic-a-la-carte	Fate/hollow ataraxia	(unknown)	コンプティーク編集部	1
fate-stay-night-comic-battle	Fate/stay nightコミックバ	(unknown)	コンプティーク	1
feroumerou	フェロウメロウ	夕倉アキ	ユイツ	1
ff	ff	樹崎聖	ミズハラ樹理	1
fifty-fifutei	50×50	坂井久仁江	国枝彩香	1
fire-emblem-4-koma-manga-gekijou	ファイアーエムブレム4コママンガ劇場	魔神グリ子	エニックス	1
first-mission	ファースト・ミッション	松山花子	九州男児	1
flying-shoujo-hai	フライング少女ハイ!	帯ヒロ志	本能猛	1
forever	Forever	美村アキノ	亜宮マサミ	1
fudanshi-no-ore-ga-youkya-osananajimi-ni-semarareteru-ken	腐男子の俺が陽キャ幼馴染に迫られてる件	シチミヤ	雪潮ニギリ	1
fujiko-efu-fujio	藤子・F・不二雄	サイトウハルオ	藤子プロ	1
fukigen-kareshi-no-nadamekata	不機嫌彼氏のなだめ方	右京アヤネ	左京亜也	1
fukigen-kareshi-no-saraikata	不機嫌彼氏のさらい方	右京アヤネ	左京亜也	1
fukuzawa-akuninjuku	福沢悪人塾	業田良家	武井海彦	1
furin-to-iu-na-no-koi-o-shita	不倫という名の恋をした	津雲ムツミ	アマネカズミ	1
fushiou-wa-surooraifu-o-kibou-shimasu	不死王はスローライフを希望します	小滝カイ;電電世界	小狐丸	1
fuufu	ふーふ	源久也	祥人	1
fuuin-toshi	封印都市	美衣暁	佐江明	1
gag-battle-special	ギャグバトルスペシャル	アオキケイ	月刊少年ジャンプ編集部	1
gakkou-no-kaidan-2	学校の怪談2	井上大助	イノウエダイスケ	1
gakkou-no-kowai-hanashi	学校の怖い話	猪川朱美	滝清流	1
game-over-inoe	Game Over	尾崎未来	井上洋子(漫画家)	1
game	Game	市東亮子	水縞トオル	1
garou-densetsu-2000	餓狼伝説	石川賢	leoadver	1
gashu	画趣	皇名月	皇ナツキ	1
gebaruto	ゲバルト	雨蘭	橋本還	1
gedounosho	外道の書	イダタツヒコ	井田辰彦	1
geinoujin-no-kareshi	芸能人の彼氏	ツワブキ杏	朝田トモ;菊乃杏	1
gelateria-supernova	ジェラテリアスーパーノヴァ	コン炉	キタハラリイ	1
genghis-khan-1997	チンギスハン	石ノ森章太郎	石森プロ	1
gensou-suikoden-5	幻想水滸伝Ⅴ	柘植ミズキ	沙月ユウ	1
get-azuma-1999	GET!	東マユミ	金沢有倖	1
ghost-world	ゴーストワールド	clowesdaniel	ダニエルクロウズ	1
gikyoudai	戯姉弟	厦門潤	陸乃家鴨	1
ginga-tetsudou-no-yoru	銀河鉄道の夜	マスムラヒロシ;宮沢賢治	古城武司	1
ginga	銀河	アルコ	佐々木潤子	1
ginhiji-kinema	銀土キネマ	山田シロ	松本アズサ	1
giniro-no-arufureddo	銀色のアルフレッド	ベルネ	belne	1
girlfriends	ガールフレンズ	山下和美	浮谷チヒロ	1
godzilla-tai-mosura-kessenshi	ゴジラVSモスラ決戦史	園田光慶	久松文雄;吉田キミマロ	1
gogh-chan	ゴッホちゃん	涼川リン	マブレックス	1
gokuben	ごくべん	大石普人	オオイシヒロト	1
gokuhi-yongouki-shoumetsu-chuu	極秘四号機消滅中	緋尾乃嵩巳	アンソロジー	1
gokujou-dekiai-darling	極上溺愛ダーリン	飛世	アンソロジー;カーミラ;冴月ユト	1
gold-1997	Gold	魔木子	夢殿リサ	1
gold-2004	GOLD	山本隆一郎	夢殿リサ	1
goo-goo-tamagotchi-dream	GOGO♪たまごっち!ドリーム	yascorn	ヤスコーン;水木麻子	1
good-boy-chuudoku	Good boy中毒	アマネ水咲	トモチ	1
googoo-tamagotchi-best	Gogo♪たまごっち!ベスト	yascorn	ヤスコーン;水木麻子	1
gouketsuji-ichizoku-2	豪血寺一族2	氏賀y太	古葉美一	1
ground-maker	Ground maker	syufo	板橋シュウホウ	1
gunjou-2012	群青	吉田秋生	カネサダ雪緒;宮木アヤ子	1
gurechawanaidene	ぐれちゃわないでね	ゴトウシノブ;高嶋ヒロミ	南京グレ子	1
gush-mania	GUSH mania	千歳ピヨコ;葛井美鳥	アンソロジー	1
gusha-no-koi	愚者の恋	松山花子	九州男児	1
gyo-tto-paradise	ぎょ!っとパラダイス	紺野比奈子	ヒナ	1
haha-ga-rachisareta-toki-boku-wa-mada-1saidatta	母が拉致された時僕はまだ1歳だった	小山唯史;須本壮一	本ソウイチ;飯塚耕一郎	1
haha-ni-naru-noga-osoroshii	母になるのがおそろしい	山田可南	ヤマダカナン	1
haisouki-2013	敗走記	國津武士	シマタケヒト	1
hakake-no-uta	歯かけの恋	小幡文生	カワサキ健;フンワリ	1
hakase-noshippai	ハカセの失敗	史群アル仙	七野ワビセン	1
hakoiri	ハコイリ❤	御米椎	飯閃澪	1
hakoniwa	箱庭	坂井久仁江	国枝彩香	1
hakui-no-suit-operenjaa	白衣の戦士オペレンジャー	ミモリ	伊井トモ	1
hal-ayase-2017	ハル	hal	ハル	1
hamster-club-1996	ハムスター倶楽部	樹原チサト	アンソロジー	1
hamusarada-kun	ハムサラダくん	ヨシダ忠	吉田忠;吉田忠(1944-)	1
hana-o-meshimase	花を召しませ	瀬之タツネ	シロヒト梨太	1
hanabiki	花引き	小幡文生	フンワリ;小池一夫	1
hanaichimonme	花いちもんめ	アマネカズミ	谷川史子	1
happy-penguin	ハッピーペンギン	谷間夢路	出井州忍	1
haru-natsu-aki-fuyu	春夏秋冬	ツダミキヨ;影木栄貴	高井祐	1
haru-ni-kaeru	春に孵る	坂井久仁江	国枝彩香	1
haruki-murakami-manga-stories	HARUKI MURAKAMI MANG	日乃チハヤ;村上春樹	]harukimurakami;]j	1
haruo	ハルオ	榎本ナリコ	野火ノビタ	1
hatsujou-rippusuteikku	発情リップスティック	見田竜介	花筐絢	1
hatsukoi-wa-minoranai-nante-uso	初恋は実らないなんて、うそ。	hal	ハル	1
haunted-campus	ホーンテッド・キャンパス	箸井地図	ヤマウチシズ;吉田宙丸;櫛木理宇	1
heart	HEART	高田リエ	前田恵津子	1
hebi	蛇	楳図カズオ	井口カノン	1
hellhound-2018	ヘルハウンド	安藤慈朗	皆川亮二	1
help-fujiwara-2004	HELP!!	藤原規代	瀬戸優菜	1
heroine	ヒロイン	函岬誉	瀬口恵子	1
hidamari-ga-kikoeru-koufukuron	ひだまりが聴こえる-幸福論-	茜田千	文乃ユキ	1
hidamari-ga-kikoeru-limit	ひだまりが聴こえる リミット	茜田千	文乃ユキ	1
higurashi-no-naku-koro-ni-itagaki-hako-senshuu	ひぐらしのなく頃に 板垣ハコ撰集	オンディ	07thexpansion;板垣ハコ	1
higurashi-no-nakukoro-ni	ひぐらしのなく頃に	ico;kanzume;イケダジュン	アンソロジー	1
hiiragi-buchou-no-panst-line	柊部長のパンストライン	吉宗	ウシハシル	1
hikou-shounenzu	飛行少年ズ	榎本ナリコ	野火ノビタ	1
hima-inu-pepper	ひまいぬペッパー!	yascorn	杉木ヤスコ	1
hima-nanode-hajimetemimasu	ヒマなのでハジメテみます。	右京アヤネ	左京亜也	1
himegoto-2010	ひめごと	國津武士	堀多磊音	1
himitsu-kessha-arufaa	秘密結社α	イダタツヒコ	井田辰彦	1
himitsu-no-chikashitsu	秘密の地下室	中ノ尾恵	矢追町成増	1
himitsu-no-kemonotachi	ひみつのケモノたち	極楽院櫻子	サクラアシカ	1
hitomi-ni-utsuru-kimi-wa-zenbu-ore-no-mono	瞳に映るキミは、全部オレのもの	ルスケ	カモ;カモ漫画家	1
hitorigurashi-no-shougakusei	ひとり暮らしの小学生	ribicesad	松下幸市朗	1
honda-souichirou	本田宗一郎	ヒキノ真二	竹内均	1
hone-made-aishite-takaguchi-2011	骨まで愛して	高口里純	森崎法美	1
honto-ni-atta-itai-ohanashi	ホントにあった痛いお話	ウグイスミツル	流水リンコ	1
hoohokekyo-tonari-no-yamada-kun	ホーホケキョとなりの山田くん	イシイヒサイチ;高畑勲	アニメージュ編集部	1
horeta-otoko-ga-warukatta	惚れた男がワルかった。	松山花子	九州男児	1
horror-manga-no-gyakushuu	ホラーマンガの逆襲	(unknown)	唐沢俊一	1
hoshi-ni-negai-o-2001	星に願いを	入江紀子	堀口純男;西村ミツル	1
hot-shot	Hot Shot	大野純二	ハリミスモモ	1
houkago-2014	ほうかご!	伊藤ハチ	アンソロジー;犬丸	1
houkago-kimi-dake-no-heroine	放課後、君だけのヒロイン	北村有香	キタムラユウカ	1
houkagodeetokurabu	放課後デート倶楽部	浦嶋嶺至	浦島礼仁	1
howaatto-izu-golf	ホワーッ!といずゴルフ	(unknown);ヤマサキ十三	ファミリー企;古谷三敏	1
hyouhen-suit-to-choukyou-office	豹変スーツと調教オフィス	山本美希	本崎月子	1
i-am-a-hero-in-nagasaki	アイアムアヒーローin NAGASAKI	富士沢一矢	ニシダケンスケ;花沢健吾	1
i-city	アイ・シティ	syufo	板橋シュウホウ	1
idol-master	アイドルマスター	ナギリ京	バンダイナムコゲームス;稍日向	1
idol-to-koi-ni-ochiru-houhou	アイドルと恋に落ちる方法	磯山晶	小泉スミレ(漫画家)	1
ie-de-munou-to-iware-tsuzuketa-ore-desu-sekaiteki-niwa-chou-yuunou-datta-you-desu	家で無能と言われ続けた俺ですが、世界的に	鈴木匡	kimimaro;モキュ	1
ijippari-na-senpai-no-shitsukekata	意地っ張りな先輩のしつけ方	八神凪	アサミ青子	1
ijiwaru-na-tsugai	いじわるな番	山本アットホーム	桜庭ユリン	1
ikezu-kareshi-no-otoshikata	イケズ彼氏の堕とし方	右京アヤネ	左京亜也	1
iki-doll	生き人形	永久保貴一	楳図カズオ	1
ikishini	イキ死ニ	鮪オーケストラ	ハセガワm	1
iku-natsu	逝く夏	尾崎未来	井上洋子(漫画家)	1
ikuji-tte-konna-ni-waraerunya	育児ってこんなに笑えるんや!	デン蔵	モチコ	1
ikusei-jouzu-na-boukensha-youjo-o-hiroi-second-life-o-ikuji-ni-sasageru	育成上手な冒険者、幼女を拾い、セカンドラ	ヨウイチ;森見明日	サクミチ;リズ	1
imadoki-seishun-dankura	イマドキ青春男クラ	神田ハルカ	カワハラ恋	1
imadoki-seishun-jokura	イマドキ青春女クラ	神田ハルカ	カワハラ恋	1
inagawa-kaidan	稲川怪談	井出智香恵;稲川淳二	永久保貴一	1
inu-no-kagayaki-nikki	犬のかがやき日記	ナカ憲人	犬ノカガヤキ	1
invincible-iron-man-ironheart	インビンシブル・アイアンマン:アイアンハ	casellistefano;sny	ステファノカセッリ他;ブライアンマイ	1
isekai-kara-elf-san-ga-ochitekita-nodesuga	異世界からエルフさんが落ちてきたのですが	カエデ透	山田パスタ	1
isekai-ni-kita-mitai-dakedo-dou-sureba-yoi-no-darou	異世界に来たみたいだけど如何すれば良いの	天野コヒツジ;白石新	トキチ	1
