slug	title	authors	matched_title_core(著者の作品)	orig_status
akutou-ikka-no-manamusume-tenseisaki-mo-otome-game-no-gokudou-reijou-deshita-saijoukyuu-rank-no	悪党一家の愛娘、転生先も乙女ゲームの極道令嬢でした。～最上級ランクの悪役さま、その溺愛は不要です!～@COMIC	ナムル;轟斗ソラ	悪党一家ノ愛娘、転生先モ乙女ゲムノ極道令嬢デシタ最上級ランクノ悪役サマ、ソノ溺愛ハ不要デス@comic第5巻	NOT_FOUND
akutou-no-otou-sama-watashi-to-kekkon-shite-kudasai	悪党のお父様、私と結婚してください	dalseul;via	悪党ノオ父様、私ト結婚シテクダサイ2	NOT_FOUND
akuu-no-seijo	亜空の聖女	ラチム;芳澤勇介	亜空ノ聖女妹ニ濡レ衣ヲ着セラレタ最強魔術師ハ、正体ヲ隠シテヤリ直ス01	NOT_FOUND
akuyaku-joou-no-ryuukishidan-seikatsu	悪役王女の竜騎士団生活	新奈シオ;福田ヤスヒロ	悪役王女ノ竜騎士団生活婚約破棄後ニ溺愛サレテモ困リマス2	NOT_FOUND
akuyaku-kizoku-toshite-hitsuyou-na-sore	悪役貴族として必要なそれ	マサコリン;夏野ウミ	悪役貴族トシテ必要ナソレ2	NOT_FOUND
akuyaku-no-ending-wa-shi-nomi	悪役のエンディングは死のみ	suol	悪役ノエンディングハ死ノミ6	NOT_FOUND
akuyaku-no-go-reisoku-no-dounika-shitai-nichijou	悪役のご令息のどうにかしたい日常	光田サノ;馬ノコエガ聞コエル	悪役ノゴ令息ノドウニカシタイ日常4巻	NOT_FOUND
akuyaku-ouji-no-eiyuu-tan	悪役王子の英雄譚	ヒロサキ;左リュウ	悪役王子ノ英雄譚3	NOT_FOUND
akuyaku-ouji-no-ichizu-na-shuuchaku-hatenai-dekiai	悪役王子の一途な執着、果てない溺愛。	ミクラヤ杏樹	悪役王子ノ一途ナ執着、果テナイ溺愛モブ令嬢ナノニ極上愛撫デイカサレッパナシデス	NOT_FOUND
akuyaku-reijou-battle-royale	悪役令嬢バトルロワイヤル	小川夏;岩咲兎夢子	悪役令嬢バトルロワイヤル3	NOT_FOUND
akuyaku-reijou-burakon-ni-job-change-shimasu	悪役令嬢、ブラコンにジョブチェンジします	此匙;浜千鳥	悪役令嬢、ブラコンニジョブチェンジシマス3	NOT_FOUND
akuyaku-reijou-cinderella	悪役令嬢シンデレラ	柚原テイル;桧川リツ	悪役令嬢シンデレラ騎士団長ノキュンガ激シスギテ受ケ止メキレマセンワ1	NOT_FOUND
akuyaku-reijou-desu-moto-geboku-no-juujin-ni-flag-kaishuu-dekiaisaretemasu	悪役令嬢ですが、元下僕の獣人にフラグ回収されてます!?	夜田アカリ	悪役令嬢デスガ、元下僕ノ獣人ニフラグ回収サレテマス2	NOT_FOUND
akuyaku-reijou-desu-oshigoto-ni-isogashii-node-dekiai-wa-goenryo-kudasai	悪役令嬢ですが推し事に忙しいので溺愛はご遠慮ください!	五里江剛一郎;日乃チハヤ	悪役令嬢デスガ推シ事ニ忙シイノデ溺愛ハゴ遠慮クダサイ俺様王子ト婚約破棄シタイワタシノ奮闘記1	NOT_FOUND
akuyaku-reijou-ga-kyoufu-no-haou-to-seiryaku-kekkon-suru-batsu-wa-amasugimasen-ka	悪役令嬢が恐怖の覇王と政略結婚する罰は甘すぎませんか!?	セキハラ;柚原テイル	悪役令嬢ガ恐怖ノ覇王ト政略結婚スル罰ハ甘スギマセンカ2	NOT_FOUND
akuyaku-reijou-ga-sei-heroine-o-kudoki-otosu-hanashi	悪役令嬢が正ヒロインを口説き落とす話。	フジイ葛西	悪役令嬢ガ正ヒロインヲ口説キ落トス話2	NOT_FOUND
akuyaku-reijou-godome-no-jinsei-o-jaryuu-to-ikiru	悪役令嬢、五度目の人生を邪竜と生きる。	島田莉音;東弥イツキ	悪役令嬢、五度目ノ人生ヲ邪竜ト生キル破滅ノ邪竜ハ花嫁ヲ甘ヤカシタイ	NOT_FOUND
akuyaku-reijou-kari-no-funtou	悪役令嬢〈仮〉の奮闘	木村ルカ;梶山ミカ;氷堂レン	悪役令嬢ノ奮闘異世界転生ニ気ヅイタノデ婚約破棄シテ魂ノ番ヲ探シマス3	NOT_FOUND
akuyaku-reijou-level-99	悪役令嬢レベル99	ウタシマ;七夕サトリ	悪役令嬢レベル99私ハ裏ボスデスガ魔王デハアリマセンソノ2	NOT_FOUND
akuyaku-reijou-mitai-ni-danzai-saresou-datta-kedo-zenryoku-de-aisaretemasu	悪役令嬢みたいに断罪されそうだったけど、全力で愛されてます!不幸な運命に「ざまぁ」しますわ!	セントラルド熊;六花キイ;冬月コテツ;千種アカリ;宮内駿;心	悪役令嬢ミタイニ断罪サレソウダッタケド、全力デ愛サレテマス不幸ナ運命ニ「ザマァ」シマスワアンソロジコミック	NOT_FOUND
akuyaku-reijou-ni-naritakunai-node-ouji-sama-to-isshokenmei-ni-kanpeki-reijou-o-mezashimasu	悪役令嬢になりたくないので、王子様と一緒に完璧令嬢を目指します!	島田チエ;月神サキ	悪役令嬢ニナリタクナイノデ、王子様ト一緒ニ完璧令嬢ヲ目指シマス4	NOT_FOUND
akuyaku-reijou-ni-tensei-shippai-shite-kachi-heroine-ni-natte-shimaimashita	悪役令嬢に転生失敗して勝ちヒロインになってしまいました	御守リツヒロ;柚原テイル	悪役令嬢ニ転生失敗シテ勝チヒロインニナッテシマイマシタ4悪役令嬢ノ兄トノ家族エンドヲ諦メテ恋人エンドヲ目指シマス	NOT_FOUND
akuyaku-reijou-ni-tensei-shita-haha-wa-kosodate-kaikaku-o-itashimasu	悪役令嬢に転生した母は子育て改革をいたします	tubling;端野洋子	悪役令嬢ニ転生シタ母ハ子育テ改革ヲイタシマス結婚ハウンザリナノデ王太子殿下ハ聖女様ニ差シ上ゲマスネ	NOT_FOUND
akuyaku-reijou-ni-tensei-shita-inaka-musume-ga-baddoendo-kaihi-ni-idomu-hanashi	悪役令嬢に転生した田舎娘がバッドエンド回避に挑む話	日之影ソラ;汐田晴人	悪役令嬢ニ転生シタ田舎娘ガバッドエンド回避ニ挑ム話死ニタクナイノデラスボスヨリ強クナッテミタ	NOT_FOUND
akuyaku-reijou-ni-tensei-shita-no-de-kakure-haisupe-ouji-to-hametsu-no-unmei-o-kaihi-shimasu	悪役令嬢に転生したので、隠れハイスペ王子と破滅の運命を回避します!	イヌ乃サエコ;支倉文度	悪役令嬢ニ転生シタノデ、隠レハイスペ王子ト破滅ノ運命ヲ回避シマス2	NOT_FOUND
akuyaku-reijou-ni-tensei-shita-watashi-to-akuyaku-ouji-ni-tensei-shita-ore	悪役令嬢に転生した私と悪役王子に転生した俺	ウミヤマネコ	悪役令嬢ニ転生シタ私ト悪役王子ニ転生シタ俺第3巻	NOT_FOUND
akuyaku-reijou-no-ane-desu-mobu-de-ii-node-shinitakunai	悪役令嬢の姉ですがモブでいいので死にたくない	トケタアオ;海倉ノク	悪役令嬢ノ姉デスガモブデイイノデ死ニタクナイ1	NOT_FOUND
akuyaku-reijou-no-ani-ni-tensei-shimashita	悪役令嬢の兄に転生しました	ヨシマツメツ;内河弘児	悪役令嬢ノ兄ニ転生シマシタ6	NOT_FOUND
akuyaku-reijou-no-chichioya-ni-tensei-shita-node-tsuma-to-musume-o-dekiai-shimasu	悪役令嬢の父親に転生したので、妻と娘を溺愛します	yui;サウスノサウス;永緒ウカ	悪役令嬢ノ父親ニ転生シタノデ、妻ト娘ヲ溺愛シマス2	NOT_FOUND
akuyaku-reijou-no-chocolatier-wa-oshi-no-kouryaku-ni-yuukou-deshita	悪役令嬢のショコラティエは推しの攻略に有効でした	桐原イヅミ	悪役令嬢ノショコラティエハ推シノ攻略ニ有効デシタ2	NOT_FOUND
akuyaku-reijou-no-karei-naru-gyakuten-jinsei	悪役令嬢の華麗なる逆転人生	スズネ凜;八月ヤコ	悪役令嬢ノ華麗ナル逆転人生転生シタカラニハ、絶対ハッピエンドデ終ワラセマス2	NOT_FOUND
akuyaku-reijou-no-kyouji	悪役令嬢の矜持	上田夜壱;星樹スズカ	悪役令嬢ノ矜持婚約者ヲ奪イ取ッテ義姉ヲ追イ出シタ私ハ、ドウヤラ今カラ破滅スルヨウデス	NOT_FOUND
akuyaku-reijou-no-mamahaha-wa-ni-ga-omoi-node-zenryoku-de-shiawase-route-mezashimasu	悪役令嬢の継母は荷が重いので、全力で幸せルート目指します	マチバリ;史々花ハトリ;差異等タカヒ子	悪役令嬢ノ継母ハ荷ガ重イノデ、全力デ幸セルト目指シマス2	NOT_FOUND
akuyaku-reijou-no-naka-no-hito	悪役令嬢の中の人	キラタ;白梅ナズナ	悪役令嬢ノ中ノ人断罪サレタ転生者ノタメ嘘ツキヒロインニ復讐イタシマス	NOT_FOUND
akuyaku-reijou-no-okiniiri-ouji-jama	悪役令嬢のお気に入り王子……邪魔っ	椎名南;緋色ノ雨	悪役令嬢ノオ気ニ入リ王子......邪魔ッ1	NOT_FOUND
akuyaku-reijou-no-onii-sama-wa-kouryaku-taishougai-desu	悪役令嬢のお兄様は攻略対象外です!!	夢衣	悪役令嬢ノオ兄様ハ攻略対象外デス1	NOT_FOUND
akuyaku-reijou-no-shitsuji-sama	悪役令嬢の執事様	緋色ノ雨;菖蒲	悪役令嬢ノオ気ニ入リ王子......邪魔ッ1	NOT_FOUND
akuyaku-reijou-no-torimaki-ee-desu-outaishi-denka-ni-semararete-imasu	悪役令嬢の取り巻きAですが、王太子殿下に迫られています。	城之内寧々;川奈アメ	悪役令嬢ノ取リ巻キaデスガ、王太子殿下ニ迫ラレテイマス2	NOT_FOUND
akuyaku-reijou-no-tsuihougo	悪役令嬢の追放後!	吉村旋;柚原テイル	悪役令嬢ニ転生失敗シテ勝チヒロインニナッテシマイマシタ4悪役令嬢ノ兄トノ家族エンドヲ諦メテ恋人エンドヲ目指シマス	NOT_FOUND
akuyaku-reijou-tachi-wa-yuruganai	悪役令嬢たちは揺るがない	poni;八月八	悪役令嬢タチハ揺ルガナイ2	NOT_FOUND
akuyaku-reijou-taisen	悪役令嬢大戦	十凪高志	悪役令嬢大戦底辺貴族ノ俺ハ貞操観念逆転世界デ下剋上スル	NOT_FOUND
akuyaku-reijou-to-akuyaku-reisoku-ga-deatte-koi-ni-ochita-nara	悪役令嬢と悪役令息が、出逢って恋に落ちたなら	榛名丼;迂回チル	悪役令嬢ト悪役令息ガ、出逢ッテ恋ニ落チタナラ名無シノ精霊ト契約シテ追イ出サレタ令嬢ハ、今日モ令息ト競イ合ッテイルヨウデス6	NOT_FOUND
akuyaku-reijou-to-gokudou-pii	悪役令嬢と極道P	ユウキアズサ	悪役令嬢ト極道p異世界ノヤクザ、乙女ゲムノ悪役令嬢ヲプロデュススル	NOT_FOUND
akuyaku-reijou-to-kichiku-kishi	悪役令嬢と鬼畜騎士	猫田;生還	悪役令嬢ト鬼畜騎士4巻	NOT_FOUND
akuyaku-reijou-to-otou-sama	悪役令嬢とお父さま	秋山アズマ	悪役令嬢トオ父サマ2	NOT_FOUND
akuyaku-reijou-wa-dance-ga-shitai	悪役令嬢はダンスがしたい	シッポタヌキ;佐倉アメユ	悪役令嬢ハダンスガシタイ2	NOT_FOUND
akuyaku-reijou-wa-isekai-tensei-shitemo-otome-game-o-tsukuritai	悪役令嬢は異世界転生しても乙女ゲームをつくりたい!	村崎ユカリ;葉月エリカ	悪役令嬢ハ異世界転生シテモ乙女ゲムヲツクリタイ3オトメ趣味ヲ隠シテイタ俺ガドウシテ巻キ込マレテイルノダロウ	NOT_FOUND
akuyaku-reijou-wa-iya-na-no-de-imushitsu-joshu-ni-narimashita	悪役令嬢は嫌なので、医務室助手になりました。	六人部彰彦;東由宇	悪役令嬢ハ嫌ナノデ、医務室助手ニナリマシタ5	NOT_FOUND
akuyaku-reijou-wa-kyou-mo-karei-ni-anyakusuru	悪役令嬢は今日も華麗に暗躍する	コン炉;高松翼	悪役令嬢ハ今日モ華麗ニ暗躍スル追放後モ推シノタメニ悪党トシテ支援シマス	NOT_FOUND
akuyaku-reijou-wa-nidome-no-jinsei-de-kaerizaku	悪役令嬢は二度目の人生で返り咲く	poni;雨宮レン	悪役令嬢ハ二度目ノ人生デ返リ咲ク破滅エンドヲ回避シテ、恋モ帝位モイタダキマス2	NOT_FOUND
akuyaku-reijou-wa-ouji-no-honshou-dekiai-o-shiranai	悪役令嬢は王子の本性〈溺愛〉を知らない	西賀スオミ;霜月セツ	悪役令嬢ハ王子ノ本性ヲ知ラナイ2	NOT_FOUND
akuyaku-reijou-wa-seijo-route-o-nozomanai	悪役令嬢は聖女ルートを望まない	tera;白松	悪役令嬢ハ聖女ルトヲ望マナイ私、イケメン攻略ナンテシタクナインデス1	NOT_FOUND
akuyaku-reijou-wa-zenryoku-de-oshi-ni-kakin-shitai	悪役令嬢は、全力で推しに課金したい!	ヤマセマヤ;桜小路ムツミ	悪役令嬢ハ、全力デ推シニ課金シタイ軍資金ハ五千万ペンド1	NOT_FOUND
akuyaku-reijou-yotei-rashii-kedo-watashi-wa-okashi-ga-tabetai	悪役令嬢 (予定) らしいけど、私はお菓子が食べたい	pole;佐槻奏多	悪役令嬢ラシイケド、私ハオ菓子ガ食ベタイブロックスキルデ穏ヤカナ人生目指シマス2巻	NOT_FOUND
akuyaku-reijourashiku-kouryaku-taishou-o-fukujuu-sasemasu	悪役令嬢らしく、攻略対象を服従させます	奈院ユリエ;時田トオル	悪役令嬢ラシク、攻略対象ヲ服従サセマス推シガダメニナッテイテ解釈違イナンデスケド	NOT_FOUND
akuyaku-reisoku-ni-tensei-shitakedo-hametsu-end-wa-iya-nanode-shujinkou-o-sodatemasu	悪役令息に転生したけど、破滅エンドは嫌なので主人公を育てます	タタキカツオ	悪役令息ニ転生シタケド、破滅エンドハ嫌ナノデ主人公ヲ育テマス1	NOT_FOUND
akuyaku-reisoku-ni-tensei-shitakedo-osananajimi-no-mama-ni-naruzo	悪役令息に転生したけど幼馴染のママ♂になるぞ!	パラリラ	悪役令息ニ転生シタケド幼馴染ノママ♂ニナルゾ2	NOT_FOUND
akuyaku-wa-koi-shicha-dame-desu-ka	悪役は恋しちゃダメですか?	深山キリ;葉月クロル	悪役ハ恋シチャダメデスカ1	NOT_FOUND
akuyuu-no-ore-ga-ponkotsu-kishi-o-miterarenaindaga-dou-sewa-o-yakya-ii	悪友の俺がポンコツ騎士を見てられないんだが、どう世話を焼きゃいい?	オンディ;手島史詞;綿桐サヤ	悪友ノ俺ガポンコツ騎士ヲ見テラレナインダガ、ドウ世話ヲ焼キャイイマドメ外伝3	NOT_FOUND
alabaster-no-kisetsu	アラバスターの季節	高津マコト	アラバスタノ季節2	NOT_FOUND
alba-no-shounen-to-jigoku-no-joou	アルバの少年と地獄の女王	森永ミキ	アルバノ少年ト地獄ノ女王3	NOT_FOUND
alchemic-girl-x-berserker-boy	アルケミックガ～ル×バ～サ～カ～ボ～イ	松賀諒真	アルケミックガル×バサカボイ1	NOT_FOUND
alice-tanteikyoku	アリス探偵局	吉富昭仁	天才テレビクンアリス探偵局	NOT_FOUND
alice-to-shieerazaado	アリスとシェエラザード	諸星大二郎	諸星大二郎劇場第6集アリストシェエラザド騙シ絵ノ館	NOT_FOUND
alice-to-taiyou	アリスと太陽	凸ノ高秀	アリスト太陽2	NOT_FOUND
aliens-area	ALIENS AREA	那波歩才	aliensarea1	NOT_FOUND
all-free	All Free!!	青野テル坊	allfree絶対無差別級挑戦女子伝	NOT_FOUND
all-raundaazu	オールラウンダーズ!!	サエトミユウ;ヒラノセイ	オルラウンダズ転生シタラ幼女デシタ家ニ居ヅライノデオッサント冒険ニ出マス	NOT_FOUND
all-the-maaburuzu	オール・ザ・マーブルズ!	伊図透	オルザマブルズ2	NOT_FOUND
almark	アルマーク	ヤマダノボルpub2022;柚ノ木ヒヨト	アルマク5	NOT_FOUND
alpha-no-hanayome	αの花嫁	岩本薫;幸村佳苗	αノ花嫁共鳴恋情2	NOT_FOUND
amagasa-san-no-nichinichi	雨傘さんちの日日	前田トモ	雨傘サンチノ日日1	NOT_FOUND
amaguro-joushi-no-okiniiri	甘黒上司のお気に入り	サッチャン漫画家;玉紀直	甘黒上司ノオ気ニ入リオトナノ本気ニ蕩カサレマシタ	NOT_FOUND
amai-choubatsu-scarlet	甘い懲罰SCARLET	イヅミ翔	甘イ懲罰scarlet私ハ看守専用ペット2	NOT_FOUND
amai-go-san	甘い誤算	上戸アサミ;涼暮ツキ	甘イ誤算特異体質ノ御曹司ハ初心ナオメガヲ独占スル	NOT_FOUND
amai-nowa-osuki	甘いのはお好き?	永田正実	甘イノハオ好キ2	NOT_FOUND
amaku-dakareru-shitsuaikon	甘く抱かれる執愛婚	オオグロテン;玉紀直	甘ク抱カレル執愛婚冷酷ナ御曹司ハ契約花嫁ヲ離サナイ1	NOT_FOUND
amaku-hodokeru-seiryaku-kekkon	甘くほどける政略結婚	志希フウコ;蓮美チマ	甘クホドケル政略結婚大嫌イナ人ハ愛シタガリノ許婚デシタ1	NOT_FOUND
amaku-kaotte-tokeatte	甘く香って溶けあって	ニイミ	甘ク香ッテ溶ケアッテ2	NOT_FOUND
amakusa-shirou-wa-sukuitai	天草四郎は救いたい	リサ湊	天草四郎ハ救イタイ3	NOT_FOUND
amasugite-zurui-kimi-no-dekiai	甘すぎてずるいキミの溺愛。	ミューナ;南谷郁	甘スギテズルイキミノ溺愛1	NOT_FOUND
amazing-grace	アメイジング・グレイス	梱枝リコ	アメイジンググレイスwhatcolorisyourattribute	AUTHOR_MISMATCH
ame-ga-shinai-koto	雨がしないこと	オカヤイヅミ	雨ガシナイコト上	NOT_FOUND
ame-no-ouji-to-hana-no-nie	雨の皇子と花の贄	モトイモ	雨ノ皇子ト花ノ贄2	NOT_FOUND
ame-no-yakusoku	雨の約束	山本マユリ	霊能者緒方克巳sc編4雨ノ約束	NOT_FOUND
ame-to-muchi	あめとむち	アイソエル	アメトムチ4	AUTHOR_MISMATCH
ame-to-umi	あめとうみ	ヤマガタアツカ	アメトウミ3	NOT_FOUND
amefuri-harete-hana-hikaru	雨降り晴れて花ひかる	大沢ヤヨイ	雨降リ晴レテ花ヒカル1	NOT_FOUND
amemiya-san	雨宮さん	アラヰケイイチ	雨宮サン2特別版	NOT_FOUND
amou-amane-wa-amakunai	天羽あまねは甘くない	井上和郎	天羽アマネハ甘クナイ1	NOT_FOUND
anarchy-oji-san	アナーキーおじさん	赤塚不二夫	akatsukamaniaxxアナキオジサン	NOT_FOUND
anata-denai-dareka-ni-dakareru-yoru	あなたでない誰かに抱かれる夜	相田早智子	アナタデナイ誰カニ抱カレル夜2	NOT_FOUND
anata-ga-watashi-o-suki-ni-naru-jishin-wa-arimasenga-watashi-ga-anata-o-suki-ni-naru-jishin-wa	貴方がわたしを好きになる自信はありませんが、わたしが貴方を好きになる自信はあります	ラゲ;鈴木大輔作家	貴方ガワタシヲ好キニナル自信ハアリマセンガ、ワタシガ貴方ヲ好キニナル自信ハアリマスgunsbulletsbloodsbonescigarettesalcoholsdesperadosdieswithlove	NOT_FOUND
anata-ga-watashi-o-terasu-kara	あなたが私を照らすから。	ムク	アナタガ私ヲ照ラスカラ3	NOT_FOUND
anata-mo-watashi-mo-doubutsu-dakara	あなたも私も動物だから	hikaripub2022;宮川サトシ	アナタモ私モ動物ダカラ不倫ノ森1	NOT_FOUND
anata-ni-ageru	あなたにあげる♡	赤星タミコ	アナタニアゲル	NOT_FOUND
anata-ni-miren-wa-arimasen	貴方に未練はありません!	水垣スルメ;蒼空ユキヤ	貴方ニ未練ハアリマセン浮気者ノ婚約者ヲ捨テタラ王子様ノ溺愛ガ待ッテイマシタ	NOT_FOUND
anata-no-amai-kiba-de	あなたの甘い牙で	中村理恵	アナタノ甘イ牙デ虐ゲラレタ花嫁ハ狼ノ王ト契リヲカワス2	NOT_FOUND
anata-no-oshiro-no-kobito-san	あなたのお城の小人さん	栗原一実;美袋和仁	アナタノオ城ノ小人サン御飯下サイ、働キマスッ	NOT_FOUND
anata-no-osoba-ni	あなたのおソバに	夏ノティー	アナタノオソバニ上	NOT_FOUND
anata-no-oyaku-ni-tatemasuka	あなたのお役に立てますか?	桃季サエ	アナタノオ役ニ立テマスカ2	NOT_FOUND
anata-no-to-nari-no-yami-sekai	あなたのとなりの闇世界	子原コウ;宮崎ネコ;鈴木智彦	アナタノトナリノ闇世界街ニ蠢ク人類失格者タチ	AUTHOR_MISMATCH
anata-wa-dandan-suki-ni-naru	あなたはだんだん好きになる	芦垣丁	アナタハダンダン好キニナル2	NOT_FOUND
anatatachi-soredemo-sensei-desu-ka	あなた達それでも先生ですかっ!	石坂リューダイ	アナタ達ソレデモ先生デスカッ1	NOT_FOUND
anatomia	アナトミア	高城玲	アナトミア解剖シテワカッタコトダガ、人間ハ必ズ死ヌヨウニデキテイル2	AUTHOR_MISMATCH
andaazu-rina-no-monogatari	アンダーズ〈里奈の物語〉	山崎紗也夏;鈴木大介	アンダズ2	NOT_FOUND
andou-kanoko-no-angou-file	安堂鍵乃子の暗号事件簿	関﨑俊三	安堂鍵乃子ノ暗号事件簿=thecodecasefilesofkanokoandou	AUTHOR_MISMATCH
ane-ga-saikyou-sugite-josou-sezaru-o-enai-boku	姉が最強すぎて女装せざるをえない僕。	八木羊;六井調	姉ガ最強スギテ女装セザルヲエナイ僕1	NOT_FOUND
ane-ni-akuhyou-o-tateraremashita-ga-naze-ringoku-no-taikou-ni-dekiai-sarete-imasu	姉に悪評を立てられましたが、何故か隣国の大公に溺愛されています	咲宮;長神	姉ニ悪評ヲ立テラレマシタガ、何故カ隣国ノ大公ニ溺愛サレテイマス1自分ラシク生キルコトガモットデス	NOT_FOUND
ane-ni-iwarerugamama-ni-totsu-kun-o-shite-itara-tondemonai-tsuyosa-ni-natte-ita-otouto	姉に言われるがままに特訓をしていたら、とんでもない強さになっていた弟	吉田杏;相模映	姉ニ言ワレルガママニ特訓ヲシテイタラ、トンデモナイ強サニナッテイタ弟ブラコン姉ニ鍛エラレスギタ新米冒険者、ヤガテ英雄トナル	NOT_FOUND
ane-ni-konyakusha-to-oui-o-ubawareta-no-de-suterareta-mono-doushi-nagusameatte-imasu	姉に婚約者と王位を奪われたので、捨てられた者同士慰め合っています。	波田パタコ;真白燈	姉ニ婚約者ト王位ヲ奪ワレタノデ、捨テラレタ者同士慰メ合ッテイマス2	NOT_FOUND
