slug	title	db	ndl	s2	fill_isbns	class
hodogaya-saichuusokuha-seven	保土ヶ谷最中速派セブン	[2, 3]	[2, 3]	[2, 3]		CONT
honnyara-gokko-kariage-kun	ほんにゃらごっこ かりあげクン	[51, 52, 53, 54, 55, 56, 57, 58, 59, 60]	[55, 56, 57, 58, 59, 60]	[51, 52, 53, 54, 55, 56, 57, 58, 59, 60]		CONT
hontoni-atta-noroi-no-video-comic	ほんとにあった!呪いのビデオcomic	[3, 4, 5]	[2, 3, 4, 5]	[3, 4, 5]	2:4892363502	FILL
hontou-ni-atta-chibi-waraeru-hanashi	本当にあったちび笑える話	[204, 205, 207, 208]	[204, 205, 207, 208]	[204, 205, 207, 208]		CONT
hop-suteppushou-selection	ホップ☆ステップ賞SELECTION	[16, 17, 18, 19]	[]	[1]		S2_HAS
hoshizora-o-mitsumeta-sono-ato-de	星空を見つめたそのあとで	[2, 3]	[]	[0, 2, 3]		NDL_NONE
hotel-2624	HOTEL	[2, 37]	[]	[]		NDL_NONE
houkago-hokenshitsu	放課後保健室	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		CONT
houkago-pedal	放課後ペダル	[6, 7, 8]	[]	[6, 7, 8]		NDL_NONE
hyoujin	鏢人	[2, 3]	[1, 2, 3]	[2, 3]	1:9784785962883	FILL
ib	ib	[3, 4]	[1, 2, 3, 4, 5]	[3, 4]	1:9784048662529;2:9784048663991	FILL
ikenai-luna-sensei-r	いけない!ルナ先生R	[1, 2, 3, 4, 6, 7, 8]	[1, 2, 3, 4, 5, 6, 7, 8]	[1, 2, 3, 4]	5:9784065372197	FILL
ikukyuu-maou-to-nise-yuusha	育休魔王とニセ勇者	[2, 3]	[]	[0, 2, 3]		NDL_NONE
inaka-no-kuro-gal-jieikee-to-kekkon-shimashita	田舎の黒ギャルJKと結婚しました	[2, 3]	[]	[2, 3]		NDL_NONE
inakappe-taishou	いなかっぺ大将	[1, 2, 3, 4, 5, 6, 7]	[1, 2, 3, 4]	[1, 2, 3, 4, 5]		CONT
incubus-datte-junai-shitai	インキュバスだって純愛したい	[2, 3]	[]	[0, 2, 3]		NDL_NONE
infinite-sutoratosu	IS〈インフィニット・ストラトス〉	[7, 8]	[1, 2, 3, 4, 5, 6, 7, 8]	[7, 8]	1:9784091573605;2:9784091573797;3:9784091574008;4:9784091574220;5:9784091574527;6:9784091574947	FILL
inukko-club	犬っこ倶楽部	[6, 7]	[1, 6, 7]	[6, 7]	1:4873170087	FILL
isekai-class-shoukan-saretara-r1-no-skill-o-kakutoku-shita-node-yaritai-houdai-sasete-moraimasu	異世界クラス召喚されたらR1〇のスキルを獲得したので	[2, 3, 4]	[1, 2, 3, 4, 5]	[2, 3, 4]	1:9784537148756	FILL
isekai-de-cheat-nouryoku-o-te-ni-shita-ore-wa-genjitsu-sekai-womo-musou-suru-girls-side	異世界でチート能力を手にした俺は、現実世界をも無双す	[2, 3]	[1, 2, 3, 4, 5]	[2, 3]	1:9784040747699	FILL
isekai-no-sumikko-de-kaiteki-monozukuri-seikatsu	異世界のすみっこで快適ものづくり生活	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]	1:9784048113182	FILL
isekai-oooku	異世界大奥	[2, 3, 4, 5]	[1, 2, 3, 4, 5]	[0, 2, 3, 4, 5]	1:9784434294365	FILL
isekai-shounin	異世界商人	[2, 3, 4]	[1, 2, 3, 4, 5]	[2, 3, 4]	1:9784575420128	FILL
itoshii-kimi-to-seiryaku-kekkon	愛しいきみと、政略結婚	[2, 3]	[1, 2, 3]	[0, 2]	1:9784434306426	FILL
janai-hou-dakedo-aisarekon	じゃない方、だけど愛され婚	[2, 3]	[1, 2, 3]	[0, 2, 3]	1:9784434358548	FILL
jigoku-no-sata-mo-ougon-shidai	地獄の沙汰も黄金次第	[2, 3]	[1, 2, 3]	[2, 3]	1:9784575246452	FILL
jingai-coupling-catalog	人外CP(カップリング)かたろぐ。	[2, 3]	[1, 2, 3]	[2, 3]	1:9784040695273	FILL
jiraikei-kareshi-suzu-kun	地雷系彼氏すずくん	[2, 4]	[]	[0, 2, 4]		NDL_NONE
joker	JOKER	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[]	[1, 2, 3, 4, 5]		NDL_NONE
jumon-yo-sekai-o-kutsugaese	呪文よ世界を覆せ	[1, 3, 4]	[1, 2, 3, 4]	[1, 3, 4]	2:9784065366097	FILL
kaeri-no-kai-o-hajimemasu	帰りの会をはじめます。	[2, 3]	[1, 2, 3]	[2, 3]	1:9784757597990	FILL
kaikyaku-sengen	海客宣言	[12, 13, 14, 15]	[]	[13]		NDL_NONE
kaisei-no-ketsumeisha	廻生の血盟者	[2, 3, 4, 5, 6]	[1]	[2, 3, 4, 5, 6]		CONT
kakushigoto	かくしごと	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		NDL_NONE
kamui-den	カムイ伝	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[1, 2, 3, 10, 11]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		CONT
kandouou-rendetsu	感動王列伝	[2, 3]	[2, 3]	[3]		CONT
kanon	Kanon	[2, 8]	[]	[1, 2]		S2_HAS
kantai-collection-kancolle-4-koma-comic	艦隊これくしょん-艦これ-4コマコミック	[10, 12, 13, 14, 15, 16, 17]	[]	[10, 12, 13, 14, 15, 16, 17]		NDL_NONE
kantai-collection-kancolle-comic-a-ra-carte-kai	艦隊これくしょん-艦これ-コミックアラカルト改	[20, 21]	[20, 21]	[20, 21]		CONT
kantai-collection-kancolle-comic-arakaruto	艦隊これくしょん-艦これ-コミックアラカルト	[15, 18, 19]	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[15, 18, 19]	3:9784041210192;4:9784041211250;5:9784041016848;6:9784041016855;7:9784041024676;8:9784041031391;9:9784041035924;10:9784041038666;11:9784041041703;12:9784041045299;13:9784041048726;14:9784041055595;16:9784041063064;17:9784041068335	FILL
karada-ga-koisuru-keiyaku-kekkon	カラダが恋する契約結婚	[2, 3, 5]	[1, 2, 3, 4, 5]	[0, 2, 3]	1:9784434304996;4:9784434342585	FILL
karate-baka-ichidai	空手バカ一代	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]	[]	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]		NDL_NONE
karen-osakabe-2011	花恋	[6, 7]	[]	[1, 2, 3, 4, 5, 6, 7]		S2_HAS
karrafuru-na-etsubburidei	カッラフルなエッッブリデイ	[2, 4]	[1, 2, 3, 4]	[0, 2]	1:9784046814210;3:9784046840547	FILL
kasei-yakiyoku	華星夜曲	[2, 3, 4, 5, 6, 7, 8, 9]	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[2, 3, 4, 5, 6, 7, 8, 9]		CONT
kasuribana	掏摸花	[2, 3, 4]	[2, 3, 4]	[]		CONT
katakoi-kekkon	片恋結婚	[2, 3, 4, 5, 6]	[]	[0, 2, 3, 4, 5, 6]		NDL_NONE
kawaii-kimi	かわいいきみ	[2, 3, 4]	[]	[0, 3]		NDL_NONE
kekkon-shita-node-sekkusu-yuukyuu-kudasai	結婚したので、セックス有休ください!	[2, 3, 4]	[1, 2, 3, 4]	[0, 2, 3, 4]	1:9784434294372	FILL
kekkon-zenjitsu-ni-suki-to-itta-kaisuu-ga-mieru-you-ni-natta-no-de-outaishihi-ni-wa-narimasen	結婚前日に「好き」と言った回数が見えるようになったの	[2, 3]	[1, 2, 3]	[2, 3]	1:9784813763642	FILL
kemono-friends-comic-arakaruto	けものフレンズコミックアラカルト	[3, 4]	[]	[3, 4]		NDL_NONE
kemono-otoko-to-yuutousei-joshi	ケモノ男子と優等生女子	[3, 4]	[3, 4]	[3, 4]		CONT
kemonomichi-kagemaru-1980	けものみち	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[]	[7, 8, 9, 10]		NDL_NONE
khan-kusa-to-tetsu-to-hitsuji	ハーン-草と鉄と羊-	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	1:9784065112892	FILL
kick-ass	キック・アス	[2, 3]	[1, 2, 3]	[2, 3]		CONT
kiken-na-chouai	危険な寵愛	[2, 3]	[1, 2, 3]	[0, 2, 3]		CONT
kikou-kiden-hiwou-senki	機巧奇伝ヒヲウ戦記	[2, 3, 4]	[]	[3, 4]		NDL_NONE
kimi-to-natsu-no-naka	君と夏のなか	[2, 3]	[1, 2, 3]	[0, 2, 3]		CONT
kingdom-hearts-3	キングダムハーツⅢ	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]	1:9784757565913	FILL
kinoshita-mahou-koumuten	きのした魔法工務店	[2, 3]	[1, 2, 3]	[2, 3]	1:9784815621810	FILL
kiraware-reijou-wa-gin-no-ouji-ni-amayakasareru	嫌われ令嬢は銀の王子に甘やかされる	[2, 3]	[1, 2, 3]	[0, 2, 3]		CONT
kirikiritei-no-buraun-sensei	きりきり亭のぶら雲先生	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[1, 2, 3, 4, 5]	[1, 2, 3, 4, 5, 6, 7, 8, 9]		CONT
kiruniru	キルニル	[2, 3]	[1, 2, 3]	[2, 3]	1:9784091578426	FILL
kishin-kakka-no-migawari-hanayome	鬼神閣下の身代わり花嫁	[2, 3, 4, 5]	[1, 2, 3, 4, 5]	[0, 2, 3]	1:9784776754145	FILL
kiss-me-crying	Kiss me crying	[2, 3, 4, 5]	[1, 3, 5]	[0, 2, 3, 5]		CONT
kisu-kara-hajimaru-isekai-harem	キスからはじまる異世界ハーレム	[2, 3]	[1, 2, 3, 4]	[2, 3]	1:9784801984257	FILL
kizuato	痕	[2, 4, 5]	[]	[2, 4, 5]		NDL_NONE
kizuguchi-to-houtai	傷口と包帯	[3, 4]	[]	[3, 4]		NDL_NONE
koala-enikki	コアラ絵日記	[2, 3, 4, 5]	[]	[0, 2, 3]		NDL_NONE
kogane-no-rafu-2	黄金のラフ2	[10, 11, 12, 13]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[10, 11, 12, 13]	1:9784091867704;2:9784091871794;3:9784091874467;4:9784091876263;5:9784091877581;6:9784091892683;7:9784091894960;8:9784091896261;9:9784091898067	FILL
koharu-to-minato	小春と湊	[2, 3]	[1, 2, 3, 4]	[0, 2]	1:9784758025829	FILL
koori-no-koushaku-sama-to-karisome-no-hanayome	氷の侯爵様とかりそめの花嫁	[2, 3]	[1, 2, 3]	[2, 3]	1:9784866753911	FILL
kootaroo-makaritooru	コータローまかりとおる!	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]	[1, 2, 3, 4, 5, 10, 11, 12, 13, 14]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		CONT
korason-sakkaa-damashii	コラソン サッカー魂	[2, 3, 4, 5, 6, 7, 8, 9]	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[4, 5, 6, 7, 8, 9]	1:9784063619072	FILL
kougei-shokunin-wa-sekando-life-o-ouka-suru	工芸職人はセカンドライフを謳歌する	[2, 3]	[1, 2, 3]	[2, 3]	1:9784434344992	FILL
koyoi-omae-to	今宵おまえと	[2, 3]	[2]	[2, 3]		CONT
kunigei	クニゲイ	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]	1:9784088842738	FILL
kureyon-shin-chan-gemu-book	クレヨンしんちゃんゲームブック	[4, 5, 6]	[3, 4, 5]	[4, 5]	3:4575283630	FILL
kuudere-zuma	クーデレづま	[2, 3]	[1, 2, 3, 4]	[0, 2]	1:9784434299315	FILL
kuusou-kagaku-dai-bouken-katsugeki-kyousaku-dai-zenshuu	空想科学大冒険活劇競作大全集	[8, 9]	[8, 9]	[8, 9]		CONT
kuwata-kigurumi-gekijou-damekko-doubutsu	桑田着ぐるみ劇場だめっこどうぶつ	[9, 10, 11]	[6, 7, 8, 9, 10, 11]	[9, 10, 11]	6:9784812487433;7:9784801952935;8:9784801961159	FILL
kyou-kara-ore-wa	今日から俺は!!	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]	[1, 10, 11, 12]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		CONT
kyouryuu-hajimemashita	恐竜はじめました	[2, 3, 4]	[1, 2, 3, 4]	[0, 2, 3, 4]	1:9784046819451	FILL
kyoushi-no-orera-wa-shitemo-ii-desho	教師の俺らはシてもいいでしょ?	[2, 3]	[1, 2, 3]	[2, 3]	1:9784434378652	FILL
kyuukoku-no-seijo-desu-kokugai-tsuihousareta-sarechaimashita	救国の聖女ですが、国外追放されちゃいましたー!?	[2, 3]	[]	[0, 2, 3]		NDL_NONE
kyuupii-agatsuma-ryou-desperado	QP我妻涼デスペラード	[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	1:9784253140515;2:9784253140522;3:9784253140539;4:9784253140546;5:9784253140553;6:9784253140560	FILL
last-man	ラストマン	[4, 5, 6]	[]	[1, 2, 3, 4]		S2_HAS
let-s-go-nirvana	Let's go nirvana	[2, 3]	[]	[2, 3]		NDL_NONE
linkman	リンクマン	[2, 3, 4]	[]	[2, 3, 4]		NDL_NONE
love-drug	ラブドラッグ	[4, 9]	[4, 9]	[4]		CONT
lupin-iii	ルパン三世	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[1]	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]		CONT
mabo-chan-dei-bai-dei	マボちゃんDAY BY DAY	[1, 2, 3, 4, 5, 6, 7, 8]	[1, 2, 3, 4, 5, 6, 7, 8]	[1, 2, 3, 4]		CONT
madame-tachi-no-room-share	マダムたちのルームシェア	[2, 3, 5]	[1, 2, 3, 4, 5, 6]	[0, 2, 3, 5]	1:9784046815637;4:9784046842510	FILL
mae-kousetsu-hyakumonogatari	前巷説百物語	[2, 3]	[1, 2, 3]	[2, 3]	1:9784048737692	FILL
magia-record-mahou-shoujo-madoka-magica-gaiden	マギアレコード魔法少女まどか☆マギカ外伝	[4, 5, 6, 7, 8, 9]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[4, 5, 6, 7, 8, 9]	1:9784832270770;2:9784832271470;3:9784832271609	FILL
majikyuu-4-koma-maji-de-watashi-ni-koishinasai-s	マジキュー4コマ真剣で私に恋しなさい!S	[5, 6]	[]	[5, 6]		NDL_NONE
majikyuu-4-koma-steins-gate	マジキュー4コマ STEINS;GATE	[3, 5, 6]	[]	[5, 6]		NDL_NONE
mama	ママ	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[]	[1, 2, 3, 4, 5, 6, 7, 8, 9]		NDL_NONE
manga-de-zesshou-shinfogia	まんがDE絶唱しんふぉぎあ	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]	1:9784048994293	FILL
maoujou-no-nisemono-hime	魔王城のニセモノ姫	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]	1:9784065351871	FILL
marii-to-ellie-no-atelier-zaaruburugu-no-renkinjutsushi-sekando-season	マリーとエリーのアトリエザールブルグの錬金術士 Se	[4, 5, 6, 7, 8]	[]	[5, 7, 8]		NDL_NONE
marino-syndrome	まりのシンドローム	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[1, 2, 3, 4, 5, 6, 7, 8, 9]		CONT
matamoya-daikichi	またもや大吉	[2, 3]	[1, 2, 3]	[2, 3]		CONT
matatabisou-wa-nekoyashiki	またたび荘は猫屋敷	[2, 3]	[]	[2, 3]		NDL_NONE
matsuoka-kunio-youkai-taiji	松岡國男妖怪退治	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]	1:9784047154049	FILL
medarot-2	メダロット2	[1, 2, 3, 4]	[1, 2, 3, 4]	[1, 2, 3, 4]		CONT
megumi-no-daigo-kyuukoku-no-orange	め組の大吾救国のオレンジ	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 11, 12]		CONT
mei-tantei-asami-mitsuhiko-ando-ryojou-mystery-comic-selection	名探偵浅見光彦＆旅情ミステリーコミックセレクション	[2, 6, 7, 18, 19, 20, 21, 23]	[1, 2, 3, 5, 6, 7, 8, 9, 10, 11]	[18, 21, 23]	1:9784253248136;3:9784253248150;5:9784253245333;8:9784253245364;9:9784253245371;10:9784253245388;11:9784253245395;12:9784253245401;13:9784253245418;14:9784253245425;15:9784253245432;16:9784253245449;17:9784253245456;22:9784253245500	FILL
meitantei-conan-tokubetsuhen-2016	名探偵コナン 特別編	[16, 18, 21, 24, 27, 28, 30, 32, 34, 36, 38, 39, 40, 41, 42]	[1, 10, 13, 16, 18]	[41, 42]	10:4091425402;13:4091427839	FILL
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	[13, 14, 15, 16, 17, 18, 19, 20]	[]	[13, 14, 15, 16, 17, 19, 20]		COLLECTION
miboujin-wa-ogenkijirushi	未亡人はお元気印	[2, 3, 4]	[]	[2, 3, 4]		NDL_NONE
migawari-romantica	身代わりロマンチカ	[2, 3]	[1, 2, 3]	[2, 3]	1:9784866753881	FILL
mikoto-chan-wa-kirawaretakunai	みことちゃんは嫌われたくない!	[2, 3, 4, 5]	[]	[0, 2, 3, 4, 5]		NDL_NONE
milky-comic	milky comic	[8, 10, 23, 26, 30]	[23, 26, 30]	[23, 26, 30]		CONT
minami-kun-wa-sono-koe-ni-jirasaretai	南くんはその声に焦らされたい	[2, 3]	[1, 2, 3]	[0, 2, 3]		CONT
minikui-orc-no-gyakushuu	醜いオークの逆襲	[2, 3, 4]	[1, 2, 3, 4, 5]	[2, 3, 4]	1:9784575420777	FILL
mitarai	ミタライ	[2, 3]	[]	[2, 3]		NDL_NONE
miyazawa-kenji-mangakan-1996	宮澤賢治・漫画館	[2, 3, 4, 5]	[]	[4, 5]		NDL_NONE
mizushina-takayuki-no-mizu-cinema	みずしな孝之のミズシネマ	[1, 2, 3]	[1, 2, 3]	[1, 2, 3]		CONT
mobile-suit-gundam-emuesuvui-aaru	機動戦士ガンダムMSV-R	[7, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]	[]	[7, 17, 18, 19, 20, 21, 22, 23, 24, 25]		NDL_NONE
mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の	[13, 14, 15, 16, 17, 18, 19]	[13, 14, 15, 16, 17, 18, 19]	[14, 15, 16, 17, 18, 19]		CONT
mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリ	[20, 21, 22]	[20, 21, 22]	[21, 22]		CONT
moeyo-sensha-gakkou	萌えよ!戦車学校	[2, 3, 5, 6]	[1, 2, 3, 4, 5, 6, 7, 8]	[2, 3, 5, 6]	1:4871496929;4:4802211949	FILL
mondeki	モンでき。	[2, 3, 4, 5, 6, 7]	[]	[2, 3, 4, 5, 6, 7]		NDL_NONE
monkey-peak-the-rock	Monkey peak the rock	[4, 5, 6, 7, 8, 9]	[]	[4, 5, 6, 7, 8, 9]		NDL_NONE
monty-paradise	モンティパラダイス	[2, 3]	[1, 2, 3]	[3]	1:9784864682091	FILL
moon-trick-2018	Moon・trick	[3, 4, 5, 6, 7, 9, 10, 11, 12]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[9, 10, 11, 12]	1:9784864230834;2:9784864231336;8:9784864233972	FILL
morohoshi-daijirou-tanpen-shuusei	諸星大二郎短編集成	[2, 3]	[1, 2, 3, 4]	[2, 3]	1:9784098638369	COLLECTION
moto-yakuza-wa-shinshi-de-moujuu	(元) ヤクザは紳士で猛獣	[2, 3, 4, 5]	[1, 2, 3, 4, 5]	[0, 2, 3, 4, 5]		CONT
moto-yan-ooeru-wa-kojirase-elite-no-iinari-omocha	元ヤンOLはこじらせエリートのいいなりおもちゃ♡	[2, 3]	[1, 2, 3]	[0, 2, 3]		CONT
motokare-shidou-kun-ni-kokuritai	モトカレ紫藤くんに告りたい!	[2, 3]	[1, 2, 3]	[0, 2]	1:9784776754930	FILL
mousou-suit	妄想戦士	[3, 4]	[1, 2, 3, 4, 5]	[3, 4]	1:478592103X;2:4785921900	FILL
muhai-no-futari	無敗のふたり	[1, 2, 3, 4]	[1, 2, 3, 4, 5]	[1, 2, 3, 4]		CONT
munou-no-akudou-ouji-wa-ikinokoritai	無能の悪童王子は生き残りたい	[2, 3]	[]	[2, 3]		NDL_NONE
muryoku-seijo-to-munou-joou	無力聖女と無能王女	[2, 3]	[1, 2, 3]	[2, 3]	1:9784758027809	FILL
mushi-to-gankyuu-to-tedibea	蟲と眼球とテディベア	[3, 4, 5, 6]	[3, 4, 5, 6]	[3, 4, 5, 6]		CONT
mushoku-kakutou-niito-konbatto	無職格闘-ニート・コンバット-	[2, 3]	[]	[2, 3]		NDL_NONE
nakayoshi-orijinaruban-sakuhinshuu	なかよしオリジナル版作品集	[2, 3, 4, 5]	[]	[2, 3, 4, 5]		COLLECTION
nakazawa-deka-chosakushuu	中沢啓治著作集	[2, 3, 4]	[1, 2, 3, 4, 5]	[4]	1:9784773404036	FILL
nakeru-golgo-13	泣ける!ゴルゴ13	[2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 5, 6, 7, 9, 10, 11]	1:9784098034475	FILL
nanahan-rider	750ライダー	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[1, 2, 8, 10, 11, 12, 13, 14, 15, 16]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		CONT
nando-dakaretatte-suki-ni-nanka-naranaiyo	何度抱かれたって、好きになんかならないよ。	[2, 3, 4, 5]	[1, 2, 3, 4, 5]	[0, 2, 3, 4, 5]	1:9784434313813	FILL
nanimo-kikazu-ni-dakasetekure	何も聞かずに抱かせてくれ	[2, 3, 4, 5]	[]	[0, 2, 3, 4, 5]		NDL_NONE
nante-suteki-ni-japanesuku-hitozumahen	なんて素敵にジャパネスク人妻編	[5, 6]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[5, 6]	1:4592182111;2:4592182227;3:4592182235;4:4592182243	FILL
neko-o-hirotta-hanashi	猫を拾った話。	[1, 2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]		CONT
neko-punch	ねこぱんち	[10, 14, 17, 18, 23, 30, 33]	[]	[10, 17, 23, 30]		NDL_NONE
neko-puni	ねこぷに	[3, 6, 7, 8, 9, 26]	[3, 6, 7, 8, 9]	[3, 6, 7, 8, 9]		CONT
nekokko-club	猫っこ倶楽部	[3, 4, 5, 6, 7]	[2, 3, 4, 5, 6, 7]	[3, 4, 5, 6, 7]	2:4796287566	FILL
nekomata-to-asagohan	ねこまたとあさごはん	[2, 3, 4]	[]	[0, 2, 3, 4]		NDL_NONE
nikumare-akuyaku-reijou-no-yarinaoshi	憎まれ悪役令嬢のやり直し	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]	1:9784065331057	FILL
nina-to-usagi-to-mahou-no-sensha	ニーナとうさぎと魔法の戦車	[1, 2, 3]	[1, 2, 3]	[1, 2, 3]		CONT
ningen-no-jouken	人間の條件	[2, 4]	[]	[2]		NDL_NONE
nodarutanyan	風のダルタニヤン	[2, 3, 4]	[1, 2, 3, 4]	[]		CONT
non-sutoppu-kyouhei	NON STOP!恭平	[10, 11]	[10, 11]	[10, 11]		CONT
nonke-joushi-30-nichi-no-kaihatsu-mesoddo	ノンケ上司、30日の開発メソッド	[2, 3, 4, 5]	[]	[0, 2, 3, 4, 5]		NDL_NONE
nono-chan-zenshuu	ののちゃん 全集	[6, 7, 8]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[6, 7, 8]	1:4197500025;2:4197500033;3:419750005X;4:4197500068;5:4197500076	FILL
nuclear	Nuclear	[2, 3, 4, 5]	[]	[2, 3, 4, 5]		NDL_NONE
nui-dara-zetsurin	脱いだら絶倫!?	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 11]		S2_HAS
nureginu-de-tsuihousareta-sareta-saikyou-kaijushi-maboroshi-no-kodai-oukoku-o-saikou-sasete-musou	濡れ衣で追放された最強解呪士、幻の古代王国を再興させ	[2, 3]	[1, 2, 3]	[2, 3]	1:9784088935027	FILL
nurse-station	ナース・ステーション	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	[]	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]		NDL_NONE
ohanashi-chouhyakka-pocket-monster	おはなし超ひゃっかポケットモンスター	[2, 3, 4, 5, 6, 7, 8]	[]	[2, 3, 4, 5, 6, 7, 8]		NDL_NONE
oji-sama-shinshi-wa-kedamono-joushi	オジサマ紳士はケダモノ上司	[2, 3, 4, 5, 6, 7, 8]	[1, 2, 3]	[0, 2, 3, 4, 5, 6, 7, 8]		CONT
oji-tensei	おじ転生	[2, 3, 4]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[2, 3, 4]	1:9784098536863	FILL
omakase-spirits	おまかせ精霊	[2, 3, 4]	[2, 3, 4]	[2, 3, 4]		CONT
onape	オナぺ	[2, 5]	[2, 5]	[2]		CONT
onetsu-wa-nando	お熱は何度?	[4, 5]	[4, 5]	[4, 5]		CONT
onikogi	オニコギ	[2, 3]	[]	[2, 3]		NDL_NONE
onsen-e-yukou	温泉へゆこう!	[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[1, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[1, 3, 4, 5, 6, 7, 8, 9, 10, 11]		CONT
ookisugite-kare-no-are-ga-sakitcho-shika-hairimasen	大きすぎて、 (彼のアレが) 先っちょしか入りません	[2, 3, 4]	[]	[0, 2, 3, 4]		NDL_NONE
operation-g-g	オペレーションG.G	[2, 3, 5]	[2]	[0]		CONT
oppai-no-tatsujin	おっぱいの達人	[2, 3]	[1, 2, 3]	[2, 3]		CONT
optional-tour	オプショナル・ツアー	[2, 3]	[2, 3]	[2, 3]		CONT
ore-janee-to-dame-na-kuseni	俺じゃねぇとダメなくせに	[2, 3]	[1, 2, 3]	[0, 2]	1:9784909699794	FILL
