slug	title	tv	has_synopsis	genres	n_isbn	caption
uchuu-otetsudai-yayoi-san	宇宙お手伝い☆やよいさん	1	False	comedy	1	
kanpon-jigoku-kun	完本・地獄くん	1	False	supernatural,comedy	1	
kanpeki-master-puro-no-waza-oshiemasu	完璧マスタープロの技教えます	1	False	sports	1	
teihon-akuma-kun	定本・悪魔くん	1	True	action,adventure,supernatural	1	
jitsuroku-shouwa-ryouki-jiken	実録昭和猟奇事件	1	True	mystery,suspense	1	
yoiyami-no-aria	宵闇のアリア	1	False	mystery,drama	1	
kateika-no-jikan	家庭科のじかん	1	False	school	1	
kiseijin	寄生人	1	False	horror,drama	1	
okujou-no-kiss	屋上のキス	1	False	romance,school	1	
yagi-no-atama-no-soup	山羊の頭のSOUP	1	True	suspense	1	
kaettekita-hitosarai	帰って来たひとさらい	1	False	drama,mystery	1	
maboroshi-no-ai-yume-no-koi	幻の愛夢の恋	1	False	romance,fantasy	1	
genei-ki-tan	幻影奇譚	1	True	fantasy,mystery,romance,supernatural	1	
misemon	店もん	1	False	comedy,slice-of-life	1	
kareshi-ga-kieta-hi-ni	彼氏が消えた日に	1	False	romance,drama	1	
onhito-inochi-mugen-no-ki	御ひといのち夢幻の記	1	False	fantasy,drama	1	
fukkatsu-dokutaa-chichibuyama	復活ドクター秩父山	1	False	comedy	1	
fukushuu-no-kiba	復讐の牙	1	False	drama,horror	1	
tokugawa-yoshinobu	徳川慶喜	1	False	historical	1	
kaikidou-honpo	怪奇堂本舗	1	False	horror	1	
kaidan-ugetsu-monogatari	怪談・雨月物語	1	False	horror,historical	1	
koi-janakunaru-hi	恋じゃなくなる日	1	False	romance,drama	1	
koi-suru-tarot	恋するタロット	1	False	fantasy,romance	1	
koi-wa-hanamarutsu	恋は花マルッ	1	False	romance,comedy	1	
love-boom	恋愛ブーム!	1	False	romance	1	
kyoufu-no-tani	恐怖の谷	1	False	mystery	1	
kyouryuu-hakkenki	恐竜発見記	1	False	adventure	1	
akutou	悪党	1	False	romance,drama	1	
akuryou-no-yakata	悪霊の館	1	False	horror,supernatural	1	
guzu-na-onna-bakari-janaize	愚図な女ばかりじゃないぜ	1	True	romance	1	
aisuru-koto-shika-shiranai	愛することしか知らない	1	False	romance,drama	1	
aisuru-mono-ha-sukuwareru	愛する者は救われる!	1	False	romance,drama	1	
ai-tte-yuu-nowa-ne	愛っていうのはね	1	False	romance,drama	1	
ai-to-seishun-no-hatsunetsu	愛と青春の発熱	1	False	romance	1	
bojou	慕情	1	True	romance,drama	1	
sengoku-no-kaze	戦国の疾風	1	False	historical,action	1	
fusou-ryuujinden	扶桑龍神伝	1	False	fantasy,historical	1	
shin-f1-guranpuri-tengoku	新F1グランプリ天国	1	False	sports,comedy	1	
shin-oretacha-dragons	新おれたちゃドラゴンズ	1	False	sports,comedy	1	
shin-haihiiru-koppu	新・ハイヒールCOP	1	False	mystery,action	1	
shintani-kaoru	新谷かおる	1	False	war,action,drama	1	
nippon-touka	日本刀歌	1	False	historical,drama	1	
soushun-cinderella	早春シンデレラ	1	False	romance,school	1	
hoshi-ga-nemuru-made	星が眠るまで	1	False	romance,drama	1	
hoshi-furu-heya-de	星降る部屋で	1	False	romance,drama	1	
harukaze-to-tanpopo	春風とタンポポ	1	False	drama	1	
toki-no-kariudo	時の狩人	1	False	fantasy,supernatural	1	
saitei	最低!!	1	True	ecchi,romance	1	
saigo-no-denwa	最後の電話	1	False	drama	1	
mimizuku-no-ie	木兎の家	1	False	drama	1	
mirai-no-tenshi-tachi-he	未来の天使たちへ	1	False	fantasy,drama	1	
suehirochou-35banchi	末広町35番地	1	False	drama,slice-of-life	1	
hontou-ni-yasashii	本当に、やさしい。	1	True	bl,romance	1	
tokyo-konnyaku	東京コンニャ区	1	False	comedy	1	
tokyo-bakuretsu-musume	東京爆裂娘	1	False	action,comedy	1	
tokyo-mononoke-zuroku	東京物怪図録	1	False	supernatural,mystery	1	
saimon-fumi	柴門ふみ	1	False	drama	1	
kurikosanchi-no-orgel	栗子さんちのオルゴール	1	False	drama,music	1	
sakuramichi-hanako	桜道花子	1	False	romance	1	
mori-no-iruka	森のイルカ	1	False	drama,fantasy	1	
morishita-tsuushin-kanameeru	森下通信かなめーる	1	False	comedy	1	
yokubarina-kuchibiru	欲張りな唇	1	False	romance	1	
utaotoko	歌男	1	False	music,drama	1	
butou-shaojie-powerful-china	武闘小姐パワフルチャイナ	1	False	action,comedy	1	
shi-no-suna-meikyuu	死の砂迷宮	1	False	horror	1	
shinin-no-hana	死人の花	1	False	horror,supernatural	1	
shiryou-no-sakebi	死霊の叫び	1	False	horror,supernatural	1	
eien-ga-hoshii-wake-janai	永遠が欲しいわけじゃない	1	False	romance	1	
eien-no-pootoreito	永遠のポートレイト	1	False	romance,drama	1	
eguchi-hisashi	江口寿史	1	True	horror	1	
ryuusei-to-manatsu-no-christmas	流星と真夏のクリスマス	1	True	romance	1	
rouman-girl-1997	浪漫ガール	1	False	romance,drama	1	
umi-made-tobasou	海までとばそう	1	False	romance	1	
hitode-ha-konya-mo-matteiru	海星は今夜も待っている	1	False	romance	1	
namida-no-kajitsu	涙の果実	1	True	romance	1	
shibuya-ako	渋谷A子	1	False	drama	1	
mujaki-na-yuuwaku	無邪気なユーワク	1	False	romance	1	
musanso-nou-family	無酸素脳ファミリー	1	False	comedy,slice-of-life	1	
mugen-hakkou-denchuurin	無限発光電虫林	1	False	fantasy,drama	1	
dokuritsu-koukatai-ganferon-adventure	独立降下隊ガンフェロン・アドベンチャー	1	False	action	1	
ou-sama-no-tamago	王様のタマゴ	1	True	comedy	1	
ikimaasu	生きまーす	1	False	comedy	1	
igyou-no-tsubasa	異形の翼	1	False	fantasy	1	
iseijin-kousaten	異星人交差点	1	False	sci-fi,drama,romance	1	
tsuukai-suzuran-doori	痛快すずらん通り	1	False	comedy	1	
shiro-ni-toketai	白に溶けたい	1	False	drama	1	
shiratori-reiko-no-gokuraku-hawai-de-gozaimasutsu	白鳥麗子の極楽ハワイでございますっ!	1	False	comedy,romance	1	
ishi-kuu-otoko	石喰う男	1	False	essay,comedy	1	
ishi-meikyuu	石迷宮	1	False	fantasy,mystery	1	
hametsu-tenshi	破滅天使	1	False	fantasy,drama	1	
kami-sama-no-kodomotachi	神様のこどもたち	1	False	fantasy	1	
shinma-no-taikan	神魔の戴冠	1	False	fantasy,drama	1	
shiritsu-tantei-ebisu-yoshikazu	私立探偵エビスヨシカズ	1	False	mystery,comedy	1	
shisetsu-shutchou-host	私設出張ホスト	1	False	drama	1	
sora-no-antena	空のアンテナ	1	True	romance	1	
kuuhaku-no-season	空白のシーズン	1	False	mystery,drama	1	
kago-no-naka-no-ohime-sama	籠の中のお姫様	1	True	romance	1	
akai-juujiro	紅い十字路	1	False	drama,mystery	1	
junsui-baiyou-etsuranzu	純粋培養閲覧図	1	False	drama	1	
owaranai-koi-no-tame-ni	終わらない恋のために	1	True	romance	1	
kizuna-no-koe	絆の声	1	False	drama,fantasy	1	
kekkon-no-subete	結婚のすべて	1	False	romance,drama	1	
zekkyou-kan-no-shi-shoujo	絶叫館の死少女	1	False	horror	1	
zetsubou-hanbaagu-koujou	絶望ハンバーグ工場	1	False	comedy	1	
zokuzoku-sutoppu-ryuubi-kun	続続・Stop劉備くん!	1	False	historical,comedy	1	
ayane-chan-haikikku	綾音ちゃんハイキック!	1	False	action,comedy	1	
bishounen	美少年	1	False	romance,drama	1	
show-meikyuu	翔迷宮	1	False	fantasy,mystery	1	
seijuuden	聖獣伝	1	False	fantasy,drama	1	
sei-meikyuu	聖迷宮	1	False	fantasy,mystery	1	
nikuiro-no-kai	肉色の怪	1	False	horror,supernatural	1	
haitoku-ga-matte-iru	背徳が待っている	1	True	romance	1	
fran-shoujo	腐乱少女	1	True	horror	1	
rinshikai-yori	臨死界より	1	False	horror,supernatural	1	
hanakouji-komachi	花小路小町	1	False	drama,historical	1	
kachou-fuugetsu-satsujin-jiken	花鳥風月殺人事件	1	False	mystery	1	
arazuri-ippon-shiomi-kaidou	荒釣一本・潮見海童	1	False	sports,drama	1	
kunpuuki	薫風記	1	False	historical,drama	1	
fujiko-f-fujio	藤子・F・不二雄	1	False	sci-fi	1	
kouryuu-ibun	虹龍異聞	1	False	fantasy,historical	1	
hotaru-no-watashimori	螢の渡守	1	False	fantasy,historical	1	
hadashi-meguri	裸足めぐり	1	False	drama	1	
saionji-san-to-yamada-kun	西園寺さんと山田くん	1	False	romance,comedy	1	
uta-o-kikasete	詩を聴かせて	1	False	romance	1	
keishichou-0-ka-no-onna	警視庁0課の女	1	False	action	1	
goudan-jiraiya	豪談児雷也	1	False	historical,action	1	
goudan-gotou-matabee	豪談後藤又兵衛	1	False	historical	1	
kenji-to-suishou-kikansha	賢治と水晶機関車	1	False	fantasy,drama	1	
akai-himo-no-densetsu	赤いヒモの伝説	1	False	romance,fantasy	1	
akai-hoshi	赤い星	1	False	drama,romance	1	
akai-yami-no-rakuin	赤い闇の烙印	1	False	horror,supernatural	1	
metameta-gakuen-akademinyan	超々学園アカデミニャン	1	False	comedy,school	1	
choujin-gakuen-goukaizaa	超人学園ゴウカイザー	1	False	action,school	1	
choujin-book	超人読本	1	False	essay,comedy	1	
chou-kankaku-anaru-man	超感覚analマン	1	False	ecchi	1	
tennyuusei	転入生	1	False	school,drama	1	
tsuioku-no-shounen	追憶の少年	1	False	drama,romance	1	
nigenaide-sensei	逃げないで先生	1	True	drama,romance	1	
shuumatsu-no-koibito	週末のこいびと	1	False	romance,drama	1	
asobi-o-sentoya-umarekemu	遊びをせんとや生れけむ	1	False	drama	1	
doutoku-suit-choujuu-giigaa	道徳戦士超獣ギーガー	1	False	comedy,action	1	
satonaka-chuugaku-housoubu	里中中学放送部	1	False	romance	1	
gin-no-tsuki	銀の月	1	False	drama	1	
gin-no-sato	銀の里	1	True	romance,supernatural	1	
juusei-no-komoriuta	銃声の子守唄	1	False	action,drama	1	
yami-no-giisu	闇のギース	1	False	action	1	
kaijou-no-lion	階上のライオン	1	False	drama,slice-of-life	1	
ame-no-niau-heya	雨の似合う部屋	1	False	drama,romance	1	
aoi-kitsunebi	青いきつね火	1	False	supernatural	1	
seinen-wa-kouya-o-mezasu	青年は荒野をめざス	1	False	drama	1	
seishun-no-kake	青春の賭け	1	False	drama,romance,school	1	
aonuma-takako-no-madame-hanako	青沼貴子のマダム花子	1	False	comedy,slice-of-life	1	
kouu-1997	項羽	1	False	historical	1	
kaze-meikyuu	風迷宮	1	False	fantasy,mystery	1	
honkon-hisui-gensou	香港翡翠幻想	1	False	mystery,drama,romance	1	
maamaa-fuufuu	馬馬虎虎	1	True	comedy	1	
kouyahijiri-1997	高野聖	1	False	horror,historical	1	
mato-no-gunmou	魔都の群盲	1	False	mystery,horror	1	
kurozushi	黒寿司	1	False	gourmet,drama	1	
ryuu-to-mahoutsukai	龍と魔法使い	1	False	fantasy,adventure	1	
nibunnoichi-1998	1/2	1	False	drama,romance	1	
12shoku-no-cocktail	12色のカクテル	1	False	gourmet	1	
14sai-manual	14さいマニュアル	1	False	romance,school	1	
2-tenichiyon-jiken	2.14事件	1	False	romance,drama,school	1	
2-bun-no-ni	2/2	1	False	drama	1	
aika	Aika	1	False	fantasy,comedy	1	
aquarium	Aquarium	1	False	drama	1	
aqua-no-kisetsu	Aquaの季節	1	False	drama,slice-of-life,romance	1	
b-boy-petit	B-boyぷち	1	True	romance	1	
born-2-die	BORN 2 DIE	1	False	mystery	1	
bed	Bed	1	False	romance	1	
berry-very-sutoroberii	Berry Very すとろべりぃ	1	False	romance,school	1	
b-biidaman-bakushouden	Bビーダマン爆笑伝	1	False	comedy,action	1	
childish	CHILDISH	1	False	romance,drama	1	
cr	CR	1	False	comedy	1	
d-boy-1998	D-boy	1	False	romance	1	
drop-by-drop	DROP BY DROP	1	False	drama	1	
dear-sweet-heart	Dear sweet heart	1	False	romance	1	
desertification	Desertification	1	False	sci-fi,drama	1	
doctor-stop	Doctor stop	1	False	ecchi	1	
egoist	EGOIST	1	True	romance,drama	1	
fiesta	Fiesta	1	False	drama,music	1	
gogo-mario-world	GO GO!マリオワールド	1	False	adventure,comedy	1	
going-bad	GOING BAD	1	False	romance,drama	1	
gong-rock	Gong rock	1	False	music	1	
grandeek	Grandeek	1	False	action,adventure,fantasy	1	
happy-happy-honey	Happy Happy Honey	1	False	romance,comedy	1	
hard-blow	Hard blow	1	False	action	1	
honey-blue	Honey Blue	1	False	romance,ecchi	1	
j-p-s	J.P.S	1	False	action	1	
junk-a	JUNK A	1	False	fantasy	1	
kids-1998	Kids!	1	False	drama	1	
kurofunemaru-de-rio	Kurofunemaru de Rio	1	False	slice-of-life,drama	1	
mugen	MUGEN	1	False	sci-fi,fantasy	1	
mahoko	Mahoko	1	False	drama	1	
mined	Mined	1	False	drama	1	
natural-beauty	NATURAL BEAUTY	1	False	romance,drama	1	
nico-says	NICO SAYS	1	True	drama,music	1	
nanzawa-kun-desu	Nanzawaくんです。	1	False	romance,comedy	1	
platinum-boys-1998	PLATINUM BOYS	1	False	romance,comedy	1	
platinum-boys	PLATINUM BOYS	1	False	romance	1	
rein	Rein	1	False	drama	1	
sing-a-song	SING A SONG	1	True	drama,music,slice-of-life	1	
selection-nonki-kun	Selectionのんき君	1	False	comedy	1	
slayers-dra-mata	Slayers dra-mata	1	False	fantasy,comedy	1	
smile-1998-2	Smile!	1	False	romance	1	
smooth-or-rough	Smooth or rough	1	False	romance,drama	1	
the-last-man-premium	The last man premium	1	False	drama,action	1	
tickets	Tickets	1	False	drama,sci-fi	1	
toy-children	Toy×children	1	False	romance,drama	1	
we-are-the-kinx	WE ARE THE KINX	1	False	music	1	
wei	Weiβ	1	False	action,drama	1	
jie	Ж	1	False	drama,mystery	1	
route-3-1998	〔√3〕	1	False	drama,romance	1	
akogare-kujira	あこがれくじら	1	False	drama,slice-of-life	1	
asasawa-dx	あささわDX	1	False	essay,comedy	1	
anata-dake-ga-suki	あなただけがすき	1	False	romance	1	
anata-ni-aeta	あなたに逢えた	1	False	romance,drama	1	
anata-o-kouru-onna	あなたを恋うる女	1	False	romance	1	
ii-onna	いい・おんな	1	False	drama,romance	1	
ijimekko	いじめっ娘	1	False	horror,drama	1	
itami-1998	いたみ	1	False	drama,romance	1	
utatane-no-ki	うたたねの木	1	False	fantasy,drama	1	
ultra-maririn	うるとらまりりん	1	False	comedy,romance,sci-fi	1	
oshaberina-kuchibiru	おしゃべりな唇	1	False	romance	1	
onegai-kami-sama	おねがい神様	1	False	comedy,fantasy	1	
obento-denka	おべんと殿下	1	False	comedy	1	
omake-no-kaidouke	おまけの海藤家	1	False	comedy	1	
osaru-de-wan	おサルでワン!	1	False	comedy	1	
ojou-sama-densha	お嬢様電車	1	False	comedy,romance	1	
katsu-chan-kazunoko	かっちゃんカズノコ	1	False	comedy,slice-of-life	1	
karappo-no-sekai	からっぽの世界	1	True	slice-of-life	1	
karaman	からまん	1	False	comedy	1	
karisome-yasha	かりそめ夜叉	1	False	fantasy,historical	1	
kawaiku-naru-kara-mite-itene	かわいくなるから見ていてね	1	False	romance,comedy	1	
kichinto-gunbai	きちんと軍配!	1	False	sports,comedy	1	
kimagure-mvp	きまぐれMVP!	1	False	sports,comedy	1	
kira-ga-iku	きらが行く	1	False	romance,comedy	1	
koko-ga-sekai-no-mannaka-da	ここが世界のまんなかだ	1	False	drama	1	
kono-yo-no-hate-de-koi-o-utau-shoujo-yuuno	この世の果てで恋を唄う少女Yu-no	1	False	sci-fi	1	
korera-subete-futashikana-mono	これらすべて不確かなもの	1	False	drama	1	
konna-ie-ga-hoshii	こんな家がほしい	1	False	essay,comedy	1	
gokigen-na-nemuri-hime	ごきげんな眠り姫	1	False	fantasy,comedy	1	
sakana-no-efu	さかなのf	1	False	drama,slice-of-life	1	
sakura-sakura-1998	さくらサクラ	1	False	romance,school	1	
sakurairo-happy	さくら色ハッピー	1	False	romance	1	
sayonara-no-engage-ring	さよならのエンゲージリング	1	False	romance,drama	1	
soshite-harukaze-ni-sasayaite	そして春風にささやいて	1	False	romance,drama	1	
tanoshii-jinsei	たのしい人生	1	True	comedy,slice-of-life	1	
chotto-anata-wa-medachisugi	ちょっとあなたはめだちすぎ	1	False	comedy,romance	1	
tondemo-yuusha	とんでも勇者	1	False	fantasy,comedy	1	
dowasure-nippon-seiji	ど忘れ日本政治	1	False	essay,comedy	1	
namekuji-shoujo	なめくじ少女	1	False	horror,drama	1	
neko-no-march	ねこのマーチ	1	False	essay,slice-of-life	1	
neko-moko-guusuka	ねこモコぐうすか	1	False	essay,slice-of-life	1	
nemu-no-ki-no-komoriuta	ねむの木の子守歌	1	False	drama,music	1	
no-ana	の、穴	1	False	drama	1	
norakuro-no-senryuu-manga	のらくろの川柳まんが	1	False	comedy	1	
nonkina-tou-san	のんきな父さん	1	False	comedy,slice-of-life	1	
hajimari-no-ki	はじまりの樹	1	False	fantasy,drama	1	
harahachibuu	はらはちぶう	1	False	comedy	1	
harimogu-zenin-shuugou	はりもぐ全員集合!	1	False	comedy	1	
haruka-refrain	はるかリフレイン	1	False	romance,drama,music	1	
himawari-no-dengonban	ひまわりの伝言板	1	False	romance	1	
himawari-jigoku	ひまわり地獄	1	False	drama,school	1	
himitsu-no-gujirushi-kankou-konsu	ひみつの〔○グ〕印観光公司	1	False	essay,adventure	1	
hiroizumu-kotohajime	ひろいずむ事始	1	False	drama	1	
pink-no-hiyoko	ぴんくのひよこ	1	True	ecchi	1	
fushiana	ふしあな	1	False	drama,supernatural	1	
futatsu-no-uta-tokei	ふたつのうた時計	1	False	romance,fantasy	1	
boku-no-kanshiin	ぼくの監視員	1	True	romance,comedy	1	
misoji-no-koiji-o-jama-suruna	みそぢのこいぢをぢゃまするな	1	False	romance,comedy	1	
meruhen-maker	めるへんめーかー	1	False	fantasy	1	
menzu	めんず	1	False	drama,comedy	1	
mou-sugu-hana-mo-sakushi	もうすぐ花も咲くし	1	False	romance	1	
yatchimattara-gomennasai	やっちまったらごめんなさい!	1	False	romance,comedy	1	
yappa-jinsei-to-ha-nanda	やっぱ人生とはなんだ	1	False	comedy	1	
yokeena-osewa	よけーなお世話!!	1	False	comedy	1	
waga-seishun-ni-kui-nashi	わが青春に悔いなし?	1	False	essay,comedy	1	
wasurenagusa	わすれな草	1	False	romance,drama	1	
watashi-to-ouji-sama	わたしと王子様	1	False	romance	1	
watashi-no-iru-hoshi	わたしのいる星	1	True	romance	1	
waru-world	わるわーるど	1	False	fantasy,comedy	1	
iron-virgin	アイアンバージン	1	False	ecchi	1	
aquarium-2000	アクアリウム	1	False	drama	1	
anemoneeki	アネモネ駅	1	True	drama	1	
alice-chan-kiki-ippatsu	アリスちゃん危機一髪!!	1	False	comedy,fantasy	1	
angelique-sweet-memories	アンジェリークsweet memories	1	False	romance,fantasy	1	
unbalance-city	アンバランスシティ	1	False	romance	1	
ittei	イッテイ	1	False	comedy,school	1	
uwasa-ni-naritai	ウワサになりたい!	1	False	romance,comedy	1	
erotic	エノティック	1	False	comedy,drama	1	
angel-heart-1998	エンゼル・ハート	1	False	romance,fantasy,drama	1	
kappuruzu	カップルズ	1	False	romance	1	
karada-wa-hachimitsu	カラダはハチミツ	1	False	romance	1	
glass-no-kairou	ガラスの回廊	1	False	drama,romance	1	
kisu-no-kamikazari	キスの髪飾り	1	False	romance	1	
kyurio-shop-sepiadou	キュリオショップせぴあ堂	1	False	fantasy	1	
kushii-kun-no-pikabiana-yoru	クシー君のピカビアな夜	1	False	drama	1	
kuma-san-no-yasashii-te	クマさんのやさしい手	1	False	romance,drama	1	
getter-robo-dai-kessen	ゲッターロボ大決戦	1	False	mecha,action	1	
game-ga-owaru-toki	ゲームが終わるとき	1	False	mystery,drama	1	
kokoro-no-hana	ココロの花	1	True	romance	1	
comic-spectral-force	コミック スペクトラルフォース	1	False	sci-fi,action	1	
comic-otoko-no-bigaku	コミック男の美学	1	False	drama	1	
convenience-store-crisis	コンビニ・クライシス	1	False	comedy,drama	1	
golden-delicious-apple-sherbet	ゴールデン・デリシャス・アップルシャーベット	1	False	romance	1	
circus-ga-kita	サーカスが来た	1	False	horror,drama	1	
kyojinjuu	ザ・パラノイド 巨人獣	1	False	horror	1	
shineraria-wa-nido-warau	シネラリアは二度笑う	1	False	mystery,drama	1	
chopin-to-baieru	ショパンとバイエル	1	False	music,romance	1	
giants	ジャイアンツ	1	False	sports	1	
jacaranda-road	ジャカランダ・ロード	1	False	romance,drama	1	
jungle-shounen-jan-honpen	ジャングル少年ジャン本編	1	False	adventure,comedy,fantasy	1	
suki-suki-darling	スキスキ・ダーリン	1	True	romance	1	
super-lady-mako	スーパーレディ魔子	1	False	ecchi,action	1	
sekando-stage	セカンドすてーじ	1	False	drama	1	
sofutobooru-wa-sukikashira	ソフトボールは好きかしら?	1	False	sports,romance	1	
zombieman	ゾンビマン	1	True	horror	1	
time-capsule	タイムカプセル	1	False	drama,romance	1	
tafu-nandamon	タフなんだもん!	1	False	comedy,school	1	
double-panic	タブルパニック	1	False	romance,comedy	1	
tablets	タブレッツ	1	False	drama	1	
turning-point	ターニング・ポイント	1	False	drama,romance	1	
daburi-love-stories	ダブリ・ラブストーリーズ	1	False	romance	1	
double-moon	ダブルムーン	1	False	fantasy,romance	1	
cherish	チェリッシュ	1	True	comedy,drama,romance	1	
channel-q	チャンネルQ	1	False	comedy,slice-of-life	1	
tulip-teas	チューリップティーズ	1	False	romance	1	
chocolate-diary	チョコレートダイアリイ	1	False	romance,drama	1	
texture-heroine	テクスチャーヒロイン	1	False	ecchi,comedy	1	
daisy-magic	デイジー❤Magic	1	False	fantasy,comedy	1	
trouble-quartet	トラブル・カルテット	1	False	comedy,drama	1	
doubutsu-manga	ドウブツマンガ	1	False	comedy	1	
dreieck	ドライエック	1	False	sports,drama	1	
knight	ナイト	1	False	fantasy,romance	1	
nakanonchi-no-tameiki	ナカノんちのため息	1	False	comedy	1	
nyarome-no-ketsuekigata-omoshiro-zatsugaku-chishiki	ニャロメの血液型おもしろ雑学知識	1	False	comedy	1	
nurugerira	ヌルゲリラ	1	False	comedy	1	
happy-omajinai-comic	ハッピーおまじないコミック	1	False	fantasy,comedy	1	
happy-kamu-kamu-company	ハッピーかむかむカンパニー	1	False	comedy	1	
haru-ni-saku	ハルニ咲ク	1	False	drama,romance,school	1	
parallel-trappers	パラレルトラッパーズ!	1	False	sci-fi,action	1	
heroine	ヒロイン	1	False	drama,romance	1	
bitter-honeymoon	ビター・ハネムーン	1	False	romance,drama	1	
pin-kara-brothers	ピンからブラザーズ	1	False	comedy,drama	1	
fire-emblem-1998	ファイアーエムブレム 風の魔道士	1	True	comedy,fantasy	1	
platonic-animal	プラトニックアニマル	1	False	romance,drama	1	
pretty-monkey	プリティー・モンキー	1	False	comedy,school	1	
prototype	プロトタイプ	1	False	action	1	
hotel-new-karamatsu	ホテルニューからまつ	1	False	comedy	1	
body-talk-1998	ボディー・トーク	1	False	romance	1	
poeyan	ポエやん	1	False	mind-game,sci-fi,slice-of-life	1	
pocket-no-naka-no-darling	ポケットの中のダーリン	1	False	romance,comedy	1	
manga-kessaku-rakugo-taizen	マンガ傑作落語大全	1	False	historical,comedy	1	
miu-miu	ミウミウ	1	False	romance	1	
mystery-mama	ミステリー・ママ	1	False	mystery,drama,comedy	1	
midori-no-mori	ミドリの森	1	False	drama,fantasy	1	
melody-hallelujah	メロディ・ハレルヤ	1	False	music,romance	1	
morning-call	モーニングコール	1	False	romance,slice-of-life	1	
yosshii-story-4-koma-gyagu-battle-nikoniko-hen	ヨッシーストーリー 4コマギャグバトル	1	False	comedy,4-koma	1	
rafia-no-ribbon	ラフィアのリボン	1	False	romance	1	
la-vie-en-rose	ラヴィアンローズ	1	False	drama,romance	1	
lunatic	ルナティック	1	False	fantasy,drama	1	
rouge-1998	ルージュ	1	False	drama	1	
legend-of-langrisser	レジェンド・オブ・ラングリッサー	1	False	fantasy,action	1	
lemon-drops	レモンドロップス	1	False	romance,comedy	1	
romance-no-izumi	ロマンスの泉	1	False	romance	1	
long-shoot	ロング・シュート	1	False	sports,drama,romance	1	
wagarannaaa	ワガランナァー	1	False	sports,comedy	1	
hitokoma-manga-sengen	一齣漫画宣言	1	False	comedy	1	
fuyajou	不夜城	1	False	drama,action,mystery	1	
yononakana-mahou	世の中なまほう	1	False	comedy,fantasy	1	
oka-no-ue-de-binsento-van-gogh-wa	丘の上でビンセント・ヴァン・ゴッホは	1	False	drama,historical	1	
jiken-no-chiheisen	事件の地平線	1	False	mystery,comedy	1	
jinmen-sou-1998	人面瘡	1	False	horror	1	
kyou-no-futari	今日のふたり	1	False	romance	1	
shigoto-de-osaru	仕事でおさる	1	False	comedy	1	
senboku-no-kajitsu	仙木の果実	1	False	fantasy,historical	1	
saeki-kayono	佐伯かよの	1	False	sci-fi	1	
hikari-no-tobira	光の扉	1	False	fantasy,drama	1	
boukendoki-no-watashitachi-densetsu	冒険どきの私達伝説	1	False	adventure,comedy	1	
shokei-joou-sama-renka	処刑女王様蓮花	1	False	historical,ecchi	1	
seifuku-max	制服max	1	False	ecchi	1	
juuniya-suit	十二夜戦士	1	False	fantasy,action	1	
sen-meikyuu	千迷宮	1	False	fantasy,mystery	1	
sotsugyou-zenya	卒業前夜	1	False	romance,school	1	
souichi-no-noroi-no-nikki	双一の呪いの日記	1	False	horror,supernatural,comedy	1	
souichi-no-tanoshii-nikki	双一の楽しい日記	1	False	horror,supernatural,comedy	1	
soutou-no-koei	双頭の孤影	1	False	mystery,drama	1	
furuta-oribe	古田織部	1	False	historical	1	
kawaiiakuma-1998	可愛い悪魔	1	False	romance,fantasy	1	
aien-kien	合縁奇縁	1	False	drama	1	
kimi-no-koe-o-kikinagara	君の声を聴きながら	1	False	romance,drama	1	
doyou-waido-satsujin-jiken	土曜ワイド殺人事件	1	False	mystery	1	
chiheisen-no-hoshi	地平線の星	1	False	drama,romance	1	
kowareta-hitotachi	壊れた人たち	1	False	drama	1	
natsuyasumi-wa-mou-konai	夏休みはもうこない	1	False	drama,horror	1	
gaiden-youma-no-fuuin	外伝・妖魔の封印	1	False	fantasy,supernatural	1	
takouyama	多幸山	1	False	drama,historical	1	
yakouhai	夜光杯	1	False	historical,drama	1	
yumedeaimashou	夢で逢いましょう。	1	False	romance,drama	1	
yume-no-ki-no-shita-de	夢の木の下で	1	False	fantasy	1	
otona-chop	大人チョップ	1	False	comedy	1	
daidoujin-monogatari	大同人物語	1	False	action	1	
dainetsugen	大熱言	1	False	comedy	1	
daikuu-maryuu-gaiking	大空魔竜ガイキング	1	False	mecha	1	
daichouhen-super-mario-kun	大長編スーパーマリオくん	1	False	comedy,adventure	1	
tenshi-ni-natte-mitakatta	天使になってみたかった	1	False	fantasy,drama	1	
tenshi-no-mayu	天使の繭	1	False	fantasy,romance	1	
tenshi-no-rondo	天使の輪舞曲	1	False	romance,fantasy	1	
tennenshoku-girl	天然色girl	1	False	ecchi	1	
joshikousei-hasshin	女子高生発進!	1	False	comedy,school	1	
jooubachi-1998	女王蜂	1	False	romance,drama	1	
suki-ga-ippai	好きがいっぱい	1	False	romance,comedy	1	
shikoutei-ansatsu	始皇帝暗殺	1	False	historical,drama	1	
kodomo-no-mori-kanketsuhen	子供の森	1	False	drama	1	
gakuen-tengoku-1998	学園天国	1	False	comedy,school	1	
gakkou	学校	1	False	comedy	1	
gakkou-e-yukou-shinda-1998	学校へ行こう	1	False	ecchi	1	
uchuujin-panapana	宇宙人パナパナ	1	False	sci-fi,comedy	1	
mamotteagetai-1998	守ってあげたい	1	False	romance	1	
kojima-gouseki-chuushingura	小島剛夕忠臣蔵	1	True	action,adventure,drama	1	
komazukai	小間使い	1	False	drama,historical	1	
shounen-ga-yoru-ni-naru-koro	少年が夜になるころ	1	False	drama	1	
