slug	title	our_authors	source_authors(同題)	status
kowareru-hodo-ni-dakishimete	壊れるほど抱きしめて	相原実貴		AUTHOR_MISMATCH
kowareru-mae-ni-tabi-ni-deta	壊れる前に旅に出た	菊池真理子	真理子;菊池	AUTHOR_MISMATCH
kowareta-chikyuu-no-arukikata-comic	#壊れた地球の歩き方@COMIC	アキヅキ弥;ヤマモトユウスケ		NOT_FOUND
kowloon-jou-de-mou-ichido	九龍城でもう一度	藤田三司;藤田三司栄	三司;藤田	AUTHOR_MISMATCH
kowloons-ball-parade	クーロンズ・ボール・パレード	福井アシビ;鎌田幹康		NOT_FOUND
koyoi-anata-to-hitamuki-midara	今宵あなたとひたむき淫ら	九重幽;青井千寿		NOT_FOUND
koyoi-kagiri-no-iesutadi	今宵かぎりのイエスタディ	サイトウチホ		NOT_FOUND
koyoi-lorenzi-de-kanbi-naru-chuusei-o	今宵、ロレンツィ家で甘美なる忠誠を	八橋ハチ;深見アキ		NOT_FOUND
koyoi-mo-ore-wa-joshi-joshikousei-to-zassou-ban-san-o-sagasu	今宵も俺は女子高生と雑草〈晩餐〉を探す	モトカズ;日之影ソラ		NOT_FOUND
koyoi-no-akuma-teishoku	今宵の悪魔定食	橋本省吾	橋本智広	AUTHOR_MISMATCH
koyoi-no-maid-wa-korosenai	今宵のメイドは殺せない	真冬麻里	真冬;麻里	AUTHOR_MISMATCH
koyoi-tubame-to-miru-yume-wa	今宵ツバメと見る夢は	ココノツヒロ		NOT_FOUND
koyoi-wa-dare-to	今宵は誰と	喜国雅彦		NOT_FOUND
koyomikko	こよみっこ	(unknown)	ミチタカ;納豆マゼオ	AUTHOR_MISMATCH
koyubi-sensei-no-reiteki-chousen	こゆび先生の霊的挑戦	ヒヨドリ祥子	ウグイス祥子	AUTHOR_MISMATCH
kozuka-buchou-gohan-isshokenmei-ni-dou-desu-ka	小塚部長、ごはん一緒にどうですか?	グリコ		NOT_FOUND
kozukuri-maeve	コヅクリメイヴ	コジマタケシ	コジマ;タケシ	AUTHOR_MISMATCH
kozure-doushin	子連れ同心	オノ;ナツメ	オノナツメ	AUTHOR_MISMATCH
kozure-orc	子連れオーク	才谷ウメタロウ;海空リク		NOT_FOUND
kubi-o-matsuru	首をまつる	雨瀬シオリ	シオリ;雨瀬	AUTHOR_MISMATCH
kubo-san-wa-mob-o-yurusanai	久保さんは僕(モブ)を許さない	荒井小豆	雪森寧々	AUTHOR_MISMATCH
kuchi-hatchoubori	口八丁堀	鈴木アツム	アツム;鈴木	AUTHOR_MISMATCH
kuchi-no-koufun	口の興奮	安部慎一	安部愼一	AUTHOR_MISMATCH
kuchibeni	口紅	メェ田ノン		NOT_FOUND
kuchibeta-shokudou	くちべた食堂	梵辛		NOT_FOUND
kuchibiru-wa-egoisuteikku	唇はエゴイスティック	藤河ルリ		NOT_FOUND
kuchidome-no-gohoubi-wa-dansou-otome-to-icha-ero-desu	口止めのご褒美は男装乙女とイチャエロです!	raymon;市村鉄之助		NOT_FOUND
kuchikake-ryuu-no-keiyakusha	朽ちかけ龍の契約者	ミドリワタル		NOT_FOUND
kudamimi-no-neko	くだみみの猫	アカコッコ	中山幸	AUTHOR_MISMATCH
kudan-no-pistol	くだんのピストル	大塚英志;山崎峰水		NOT_FOUND
kugatsu-no-koi-to-deau-made	九月の恋と出会うまで	菅田ウリ	ウリ;松尾;由美;菅田	AUTHOR_MISMATCH
kugizuke-sasupishasu	釘付け鎖スピシャス	瀬之タツネ	芹川豆	AUTHOR_MISMATCH
kujaku-no-dance-dare-ga-mita	クジャクのダンス、誰が見た?	浅見理都	浅見;理都	AUTHOR_MISMATCH
kuji-kara-hajimaru-konyaku-seikatsu	「くじ」から始まる婚約生活	秋風キノコ		NOT_FOUND
kujibiki-tokushou-musou-haaremuken	くじ引き特賞:無双ハーレム権	長谷見亮		NOT_FOUND
kujima-utaeba-ie-hororo	クジマ歌えば家ほろろ	紺野アキラ	アキラ;紺野	AUTHOR_MISMATCH
kujirahama-otoko-koukou-engee-bu	くじら浜男子高校えんげー部	生倉大福	サンカク	AUTHOR_MISMATCH
kujishi-no-ben	公事師の弁	星野泰視;田島隆	星野;泰視;田島	AUTHOR_MISMATCH
kujou-san-wa-hitobanjuu-dakeru-do-zetsurin	九条さんは一晩中抱けるド絶倫	星月奏		NOT_FOUND
kukkoro-naito	くっころナイト☆	葉月エリカ;雪華		NOT_FOUND
kuma-kuma-kuma-bear-gaiden-yuna-no-yorimichi-techou	くまクマ熊ベアー外伝～ユナのよりみち手帖～	クマナノ;金森ケイタ		NOT_FOUND
kuma-no-puu-san	くまのプーさん	(unknown)		NOT_FOUND
kuma-to-usagi-wa-tomodachi-dewa-irarenai	クマとウサギは友達ではいられない	漆赤	犬好晶	AUTHOR_MISMATCH
kumafuufu	くま夫婦	パンチョ近藤	中央ヤンボル	AUTHOR_MISMATCH
kumagurashi	くまぐらし	若松卓宏;野田宏	卓宏;若松;野田	AUTHOR_MISMATCH
kumasannoshiki	クマさんの四季	和田慎二		NOT_FOUND
kumauchi-no-samurai	羆撃ちのサムライ	井原忠政;本庄敬	井原;忠政;本庄	AUTHOR_MISMATCH
kumazou-to-game-na-goshujin	クマ蔵とゲームなご主人	若井ケン	ケン;若井	AUTHOR_MISMATCH
kumi-chan-no-otsukai	くみちゃんのおつかい	吉田フラワ	軽部華子	AUTHOR_MISMATCH
kumikyoku-ai	組曲“愛	里中満智子		NOT_FOUND
kumo-no-ue-de-kiss-o-shiyou	雲の上でキスをしよう	カヤマユミ	加山弓	AUTHOR_MISMATCH
kuni-ni-saikyou-no-baria-o-hattara-heiwa-ni-narisugite-tsuihousareta-saremashita	国に最強のバリアを張ったら平和になりすぎて追放されました。	ck;国吉ミサキ		NOT_FOUND
kuni-o-ketta-otoko	国を蹴った男	伊東潤;幾花ニイロ		NOT_FOUND
kuni-o-owareta-ryuushi-san-hirowareta-ringoku-de-ukkari-musou-shite-shimau	国を追われた竜師さん、拾われた隣国でうっかり無双してしまう。	佐藤駿光;謙虚ナサークル		NOT_FOUND
kunigei	クニゲイ	髙野陽介		NOT_FOUND
kunihachibu	くにはちぶ-国八分-	各務浩章		NOT_FOUND
kunisaki-izumo-no-jijou-2010	国崎出雲の事情	ヒラカワアヤ		NOT_FOUND
kunoichi-hazukashii	くのいちはずかしい	中嶋チズナ		NOT_FOUND
kunoichi-joshikousei-otonashi-san	くのいち女子高生音無さん	彭傑	渡部マサミ	AUTHOR_MISMATCH
kunoichi-momoka-tabegoro-desu	くノ一桃果食べごろです?	コンチキ		NOT_FOUND
kunpuuki	薫風記	田辺真由美		NOT_FOUND
kurage-to-sango	くらげと珊瑚	仲藤ヌイ	ヌイ;仲藤	AUTHOR_MISMATCH
kurahime-to-koikarasu	昏姫と恋烏	大宙晃		NOT_FOUND
kuraki-kyuuden-no-shisha-no-ou	昏き宮殿の死者の王	唐崎;槻影		NOT_FOUND
kuramashiya-kagyou	くらまし屋稼業	ミナカミショウ;ユウダイ		NOT_FOUND
kurara-shake	くららシェイク	唯登詩樹	加藤雅基	AUTHOR_MISMATCH
kurayami-girls-talk	くらやみガールズトーク	ウラモトユウコ;朱野帰子		NOT_FOUND
kurayami-matsuri-kidan	暗闇祭奇談	和田慎二;細雪純		NOT_FOUND
kurebatesu	クレバテス	岩原裕二		NOT_FOUND
kurenai	紅	子安秀明;山本ヤマト;片山憲太郎;降矢大輔	井上英樹;冬木ルリカ;岡村茂;樫ミチヨ;清水トシミツ	AUTHOR_MISMATCH
kurenainochousensha	紅の挑戦者	中城ケンタロウ;梶原一騎	中城健;高森朝雄;高森朝雄(梶原一騎)	AUTHOR_MISMATCH
kuri-hiroi	クリヒロイ	オイユウタ	オイ;ユウタ	AUTHOR_MISMATCH
kuriipii-cat-neko-to-watashi-no-kimyou-na-seikatsu	CreepyCat猫と私の奇妙な生活	ws	コットン;バレント	AUTHOR_MISMATCH
kurikoto-hiyori	くりことびより	雪本愁二	愁二;雪本	AUTHOR_MISMATCH
kuro-ga-ita-natsu	クロがいた夏	中沢啓治	絵]中沢啓治	AUTHOR_MISMATCH
kuro-hakubutsukan-mikazuki-yo-kaibutsu-to-odore	黒博物館三日月よ、怪物と踊れ	藤田和日郎	和日郎;藤田	AUTHOR_MISMATCH
kuro-ka-shiro-ka	黒か白か	桜日梯子	サチモ	AUTHOR_MISMATCH
kuro-kishi-sama-no-oki-ni-mesu-mama	黒騎士様のお気に召すまま	kiseru;小春リン		NOT_FOUND
kuro-mahou-ryou-no-sanakunin	黒魔法寮の三悪人	イマイマキ	キミオ;斎藤	AUTHOR_MISMATCH
kuro-no-gurotesuku	黒のグロテスク	北大路ミミ	ムジハ	AUTHOR_MISMATCH
kuro-no-kami-sama-to-shiro-no-adeputo	黒のカミサマと白のアデプト	柴嶺タカシ		NOT_FOUND
kuro-no-kenja-wa-kage-o-oru	黒の賢者は影を織る	緒川園原;龍田タルト		NOT_FOUND
kuro-no-senki-2	クロの戦記2	サイトウアユム;玉盛順一朗		NOT_FOUND
kuro-no-senki	クロの戦記	サイトウアユム;白瀬優海		NOT_FOUND
kuro-no-shoukanshi	黒の召喚士	天羽銀		NOT_FOUND
kuro-no-tasogare	黒のたそがれ	流水凜子	流水リンコ;流水凛子	AUTHOR_MISMATCH
kuro-rekishi	黒歴史	鴻池剛		NOT_FOUND
kuro-to-kuro-to-shiro-no-prunelle	黒と黒と白のプリュネル	幸奈フナ		NOT_FOUND
kuro-to-makoto	黒と誠	カミムラ晋		NOT_FOUND
kuro	黒	青インク	ソウマトウ;奥浩哉;高口里純	AUTHOR_MISMATCH
kuroane-insomnia	黒姉インソムニア	的良ミラン		NOT_FOUND
