class	n	slugs	authors	nvols	isbn_overlap
DIFF_AUTHOR	2	sensei-2009,sensei	華夜/銀ノ橋倫/咲坂芽亜/小泉蓮/水瀬藍/星森ゆきも/天音佑湖/藍川さき/ホンゴウランコ || 河原和音	2,31	no
DIFF_AUTHOR	2	sensei-anone-2010,sensei-anone	夏水りつ || 立花アスカ	1,3	no
DIFF_AUTHOR	2	sensei-no-jijou-1994,sensei-no-jijou-2017	池田多恵子 || 楠見らんま	1,1	no
DIFF_AUTHOR	2	sequence,shiikuensu	みずき健 || 冴凪亮	2,1	no
DIFF_AUTHOR	2	seton-2009,seton	梶川卓郎 || 谷口ジロー	1,8	no
DIFF_AUTHOR	2	seven-2000,shonan-seven	花津ハナヨ || 高橋伸輔	1,17	no
DIFF_AUTHOR	2	shambala,shambhala	高階良子 || 津寺里可子	2,3	no
DIFF_AUTHOR	2	shamo-1990,shamo	篠原とおる || たなか亜希夫	4,34	no
DIFF_AUTHOR	2	shangri-la-karasuma-2008,shangri-la	烏丸匡 || 岡村賢二	4,8	no
DIFF_AUTHOR	2	shikei-shikkounin-mine-1984,shikei-shikkounin	みね武 || 内田康平/草下シンヤ/大槻展子	2,7	no
DIFF_AUTHOR	2	shiki-sentaro-1979,shiki	久松文雄 || 横山光輝	22,26	no
DIFF_AUTHOR	2	shimauma-1989,shimauma	坂田靖子 || 小幡文生	1,22	no
DIFF_AUTHOR	2	shin-city,sin-city	フランク・ミラー || ank	3,1	no
DIFF_AUTHOR	2	shin-kamen-rider-spirits,shin-kamen-rider	石ノ森章太郎 || すがやみつる	41,1	no
DIFF_AUTHOR	2	shin-mimibukuro,shinmimibukuro	萩原玲二 || 佐伯かよの	2,1	no
DIFF_AUTHOR	2	shin-naniwa-kinyuudou-gaiden-2015,shin-naniwa-kinyuudou-gaiden	青木雄二 || 青木雄二プロダクション	2,1	no
DIFF_AUTHOR	2	shin-zankoku-no-nemuru-grimm-douwa-2007,shin-zankoku-no-nemuru-grimm-douwa	佐々木みすず/寺館和子/みなかみあんず/中里りえ/中野きゆ美/西魚リツコ || 森園みるく	1,1	no
DIFF_AUTHOR	2	shinigami-alice-izumiya-2011,shinigami-alice	いづみやおとは || 小林ぽんず	1,11	no
DIFF_AUTHOR	2	shinigami-sama-ni-saigo-no-onegai-o-re,shinigami-sama-ni-saigo-no-onegai-o	宗一郎 || 山口ミコト	5,4	no
DIFF_AUTHOR	2	shining-1999,shining	バロン吉元 || まいた菜穂	2,6	no
DIFF_AUTHOR	2	shinkokyuu-no-hitsuyou-the-comic,shinkokyuu-no-hitsuyou	くりた陸 || 高田祐子	1,2	no
DIFF_AUTHOR	2	shinrei-tantei-yakumo-2007,shinrei-tantei-yakumo	都戸利津 || 小田すずか	2,14	no
DIFF_AUTHOR	2	shinyaku-seisho-1981,shinyaku-seisho	いけうち誠一 || バラエティ・アートワークス	1,1	no
DIFF_AUTHOR	2	shiseikatsu-2007,shiseikatsu	安部慎一 || 里中満智子	1,2	no
DIFF_AUTHOR	2	shishousetsu,watashi-shousetsu	藤たまき || 大谷博子	1,1	no
DIFF_AUTHOR	2	shishunki-kokoro-2011,shishunki	心あゆみ || 庄司陽子	1,1	no
DIFF_AUTHOR	2	shiyounan-bakusouzoku,shounan-bakusouzoku	西城隆詞 || 吉田聡	4,25	no
DIFF_AUTHOR	2	shocking-pink-33-13,shocking-pink	風間すずめ || 渡辺直美	4,6	no
DIFF_AUTHOR	2	shoujo-doll-mizushiro-1999,shoujo-doll	水城せとな || 杉本ふぁりな	2,3	no
DIFF_AUTHOR	2	shoujo-no-kisetsu,shoujonokisetsu	咲香里 || 羽中ルイ	1,1	no
DIFF_AUTHOR	2	shoujo-null,shoujo	あきま/井上みつる || 岩下慶子	3,1	no
DIFF_AUTHOR	2	shoukoujo-1996,shoukoujo-nakagawa-1983	わたなべまさこ || 中川佳子	2,2	no
DIFF_AUTHOR	2	shounen-shoujo-nemu-2011,shounen-shoujo	ねむようこ || 福島聡	1,4	no
DIFF_AUTHOR	2	show-up,show	いとう杏六 || くじらいいく子	2,4	no
DIFF_AUTHOR	2	shuudensha-aruko-2010,shuudensha	アルコ || 山下和美	1,1	no
DIFF_AUTHOR	2	signal-100,signal	龍翠 || 日高ショーコ	4,1	no
DIFF_AUTHOR	2	sister-complex-2020,sister-complex	ゆあま || 大橋薫	1,2	no
DIFF_AUTHOR	2	sleeping-beauty-enomoto-2013,sleeping-beauty-yoshikawa-2003	堂本奈央 || 吉川新	3,2	no
DIFF_AUTHOR	2	smash-1,smash	藤原ゆか || 咲香里	1,18	no
DIFF_AUTHOR	2	snack-world,tv-animation-snack-world	萬屋不死身之介 || レベルファイブ	3,2	no
DIFF_AUTHOR	2	soccer-boy-3104,soccer-boy	柴田 文明／ || 大武ユキ	1,1	no
DIFF_AUTHOR	2	sora-karano-okurimono,ten-kara-no-okurimono	夢路行 || 水谷愛	1,1	no
DIFF_AUTHOR	2	sore-de-ii,sorede-ii	細川貂々 || 佐藤久文	1,2	no
DIFF_AUTHOR	2	soukyuu-no-fafunaa-2005,soukyuu-no-fafunaa	現津みかみ || 松下朋未	2,9	no
DIFF_AUTHOR	2	soul-reviver-south,soul-reviver	藤沢とおる || 秋重学	3,6	no
DIFF_AUTHOR	2	souseiki-1989,souseiki-2006	藤原カムイ || 星園すみれ子	1,1	no
DIFF_AUTHOR	2	special-boys,special	そうま竜也 || 平方イコルスン	1,4	no
DIFF_AUTHOR	2	spica-2013,spica	高橋しん || 羽海野チカ	1,1	no
DIFF_AUTHOR	2	spider-man-j,spider-man	山中あきら || 池上遼一	2,13	no
DIFF_AUTHOR	2	spotlight-miura-2021,spotlight	三浦風 || 里中満智子	3,7	no
DIFF_AUTHOR	2	stalker-2021,stalker	楠本哲 || 御茶漬海苔	1,1	no
DIFF_AUTHOR	2	stand-by-me-higashiyama-2008,stand-by-me	大羽隆廣 || おおや和美	2,3	no
DIFF_AUTHOR	2	star-dust-11,stardust	こうのたけし || ジョージ秋山	2,1	no
DIFF_AUTHOR	2	star-lord,star-road	まつい智 || 倉科遼	2,3	no
DIFF_AUTHOR	2	steins-gate-2011,steins-gate	nini || さらちよみ/ニトロプラス	2,3	yes
DIFF_AUTHOR	2	stigmata,suteigumata	高冶星 || 高橋秀武	3,1	no
DIFF_AUTHOR	2	street-fighter-tsuu-bui-rendetsu,sutoritofuaita2v	馬場康誌 || 馬場康士	2,1	no
DIFF_AUTHOR	2	subete-ga-f-ni-naru-mori-2015,subete-ga-f-ni-naru	霜月かいり || 浅田寅ヲ	2,2	no
DIFF_AUTHOR	2	sugao-no-mamade-1985,sugao-no-mamade	樫みちよ || 七月みりん	3,2	no
DIFF_AUTHOR	2	sugar-arai-2002,sugar	新井英樹 || さいとう・たかを	8,10	no
DIFF_AUTHOR	2	sugata-sanshirou-1987,sugata-sanshirou	(unknown) || 本宮ひろ志	2,10	no
DIFF_AUTHOR	2	suite-room,sweet-room	香川大八 || 東屋めめ	4,6	no
DIFF_AUTHOR	2	sukaruman,the-skull-man	島本和彦 || MEIMU/石ノ森章太郎	4,7	no
DIFF_AUTHOR	2	suna-no-ken,suna-no-tsurugi	比嘉慂 || 矢萩貴子	1,1	no
DIFF_AUTHOR	2	sunadokei-ikegami,sunadokei	池上遼一 || 芦原妃名子	1,15	no
DIFF_AUTHOR	2	super-cub-rei,super-cub	さいとー栄/歌山キナ子 || 蟹丹	2,10	no
DIFF_AUTHOR	2	susanoo-1985,susanoo	小室孝太郎 || 増田晴彦	1,3	no
DIFF_AUTHOR	2	suteki-na-kekkon,sutekina-kekkon	たらさわみち || 風間宏子	2,2	no
DIFF_AUTHOR	2	suteki-na-oku-san,sutekina-oku-san	竹田真理子 || 一條裕子	4,1	no
DIFF_AUTHOR	2	suteki-na-shufutachi,sutekina-shufutachi	たらさわみち || 風間宏子	1,2	no
DIFF_AUTHOR	2	sweet-darling-watanabe-2002,sweet-darling	渡辺あゆ || 辰巳仁	1,2	no
DIFF_AUTHOR	2	sweet-home-2012,sweet-home	夢路行 || 西野つぐみ	1,4	no
DIFF_AUTHOR	2	sweet-hoomuruumu,swweeet	横山真由美 || 青山景	2,2	no
DIFF_AUTHOR	2	sweet-revenge-takase-2002,sweet-revenge	高瀬綾 || 柏屋コッコ	1,3	no
DIFF_AUTHOR	2	taboo-yahagi-1996,taboo	矢萩貴子 || みやもと留美	1,1	no
DIFF_AUTHOR	2	taiheiki-1995,taiheiki	さいとう・たかを || 横山まさみち	6,6	no
DIFF_AUTHOR	2	taiyou-ga-ippai-aoki-1999,taiyou-ga-ippai	青木琴美 || 山口譲司	1,1	no
DIFF_AUTHOR	2	takeru-1984,takeru-1997-2	石渡治 || 葉月京	1,6	no
DIFF_AUTHOR	2	tales-of-the-abyss-2006,tales-of-the-abyss	遠藤久美子 || 狩野アユミ	2,2	no
DIFF_AUTHOR	2	tales-of-xillia-side-jude,tales-of-xillia-side-mira	佐藤夕子 || バンダイナムコゲームス	4,5	no
DIFF_AUTHOR	2	tanpenshuu-nananan-2003,tanpenshuu	魚喃キリコ || ちばあきお	1,2	no
DIFF_AUTHOR	2	tantei-wa-mou-shinde-iru-za-lost-memory,tantei-wa-mou-shinde-iru	poni || 麦子	4,6	no
DIFF_AUTHOR	2	tayuu-2005,tayuu	碧也ぴんく || きくち正太	2,6	no
DIFF_AUTHOR	2	teddy-bear-1999,teddy-bear	粕谷紀子 || あしべゆうほ	3,5	no
DIFF_AUTHOR	2	tegami-2014,tegami	樋口橘 || 谷川史子	1,1	no
DIFF_AUTHOR	2	teizokurei-daydream,teizokurei-monophobia	目黒三吉 || 刻夜セイゴ	10,6	no
DIFF_AUTHOR	2	ten-count-1987,ten-count	ちばてつや || 宝井理人	1,6	no
DIFF_AUTHOR	2	tenchi-souzou-1999,tenchi-souzou	手塚治虫 || 天麻灯	2,2	no
DIFF_AUTHOR	2	tengoku-eno-kaidan-2004,tengoku-eno-kaidan	小林まこと || むつ利之	4,6	no
DIFF_AUTHOR	2	tenka-gomen-1990,tenka-gomen	ほんまりう || 庄司陽子	2,14	no
DIFF_AUTHOR	2	tenkousei-2006,tenkousei	古泉智浩 || 樹原ちさと	1,1	no
DIFF_AUTHOR	2	tennen-1988,tennen-bad	根本敬 || 長谷川潤	2,1	no
DIFF_AUTHOR	2	tensei-kizoku-no-isekai-boukenroku-sasaki-2020,tensei-kizoku-no-isekai-boukenroku	佐々木あかね || nini	6,14	no
DIFF_AUTHOR	2	tensei-shita-dai-seijo-wa-seijo-de-aru-koto-o-hitakakusu-zero,tensei-shita-daiseijo-wa-seijo-de-aru-koto-o-hitakakusu	十夜/海楠 || 青辺マヒト	5,14	no
DIFF_AUTHOR	2	tensei-shitara-ken-deshita-another-wish,tenseishitara-ken-deshita	いのうえひなこ || 丸山朝ヲ	6,19	no
DIFF_AUTHOR	2	tenshi-kamo-shirenai,tenshi-kamoshirenai	大谷博子 || 田村由美	1,1	no
DIFF_AUTHOR	2	the-bokusaa,the-boxer	黒咲一人 || JH	2,5	no
DIFF_AUTHOR	2	the-combat,the-konbatto	望月三起也 || あさりよしとお	1,1	no
DIFF_AUTHOR	2	the-idolm-ster-million-live-blooming-clover,the-idolm-ster-million-live	稲山覚也 || 門司雪	16,5	no
DIFF_AUTHOR	2	tight-rope,tightrope	夏目イサク || 定広美香	1,2	no
DIFF_AUTHOR	2	tobidase-doubutsu-no-mori-2014,tobidase-doubutsu-no-mori	村上ゆみ子 || 大崎亮平	1,4	no
DIFF_AUTHOR	2	tokyo-kazoku-2019,tokyo-kazoku	トウテムポール || 山崎紗也夏	1,3	no
DIFF_AUTHOR	2	tokyo-ravens-sword-of-song,tokyo-ravens	久世蘭 || 鈴見敦	4,15	no
DIFF_AUTHOR	2	tomodachi-gokko-momochi-2011,tomodachi-gokko-yamada-2016	ももち麗子 || 山田デイジー	3,3	no
DIFF_AUTHOR	2	tomodachi-takashi-2018,tomodachi	五十嵐かおる || 原明日美	1,3	no
DIFF_AUTHOR	2	tomodachizukuri-eto-2025,tomodachizukuri	江渡ピリカ || GAGAGA	2,2	no
DIFF_AUTHOR	2	tonari-no-801chan-kojima-2008,tonari-no-801chan	もこやま仁 || 小島アジコ	3,6	no
DIFF_AUTHOR	2	toorima-1991,toorima	田村由美 || はざまもり	1,1	no
DIFF_AUTHOR	2	top-2007,toppu-10	岩田和久 || ザンダー・キャノン/ジーン・ハー	2,2	no
DIFF_AUTHOR	2	toppu-o-nerae-2,toppu-o-nerae	茜虎徹 || かぼちゃ	1,5	no
DIFF_AUTHOR	2	toshiue-no-hito-kawai-2020,toshiue-no-hito-odawara-2007	河合あめ || 小田原みづえ	2,2	no
DIFF_AUTHOR	2	toshokan-sensou,toshokansensou-spitfire	弓きいろ || ふる鳥弥生	15,1	no
DIFF_AUTHOR	2	tottemo-bb,tottemo-pink	今井康絵 || 湊よりこ	3,1	no
DIFF_AUTHOR	2	totteoki-maxion,totteoki	武林武士 || みこくのほまれ	1,1	no
DIFF_AUTHOR	2	touken-ranbu-2025,touken-ranbu	蜷川ヤエコ || 岡村賢二	1,4	no
DIFF_AUTHOR	2	touyuuki-2013,touyuuki	シタラマサコ || 酒井ようへい	2,4	no
DIFF_AUTHOR	2	towazugatari-1995,towazugatari	いがらしゆみこ || 美桜せりな	2,3	no
DIFF_AUTHOR	2	tr-umerei,traumerei	涼子 || 島田虎之介	2,1	no
DIFF_AUTHOR	2	treasure-hunter-kukai,treasure-hunter	末永繁信 || 今井専	8,2	no
DIFF_AUTHOR	2	trickster-1994,trickster	高梨みどり || あろひろし	2,1	no
DIFF_AUTHOR	2	trigger-1996,trigger	三浦みつる || 武村勇治	1,5	no
DIFF_AUTHOR	2	triple-kiss,triple-r	嶋木あこ || ほんまりう	2,1	no
DIFF_AUTHOR	2	try-again-1995,try-again	さくら・がい || 橘皆無	1,1	no
DIFF_AUTHOR	2	tsuioku-no-shounen-2001,tsuioku-no-shounen	小菅勇太郎 || 浜田翔子	1,1	no
DIFF_AUTHOR	2	tsuiteru-kanojo-enjoji-2005,tsuiteru-kanojo	円城寺マキ || 二区	1,3	no
DIFF_AUTHOR	2	tsuki-no-usagi-2008,tsuki-no-usagi	安孫子三和 || 佐藤智一	1,4	no
DIFF_AUTHOR	2	tsukiyo-zoushi-2009,tsukiyo-zoushi	姫神ヒロ || 川田美紀	1,3	no
DIFF_AUTHOR	2	tsukiyomi,tsukuyomi-yamagishi-1996	瀬野春紀 || 山岸凉子	2,1	no
DIFF_AUTHOR	2	tsuukaa-2018,tsuukaa	しのはらしのめ || 入江紀子	2,1	no
DIFF_AUTHOR	2	tsuzuki-wa-mata-ashita-hinachi-2020,tsuzuki-wa-mata-ashita	ヒナチなお || 紺野キタ	2,4	no
DIFF_AUTHOR	2	turning-point-2017,turning-point	浦沢直樹 || 橘皆無	1,1	no
DIFF_AUTHOR	2	ue-o-muite-arukou-1996,ue-o-muite-arukou-1997	高須賀由枝 || むつ利之	2,3	no
DIFF_AUTHOR	2	ugetsu-monogatari-kihara-1996,ugetsu-monogatari	木原敏江 || 柳川創造	2,1	no
DIFF_AUTHOR	2	umi-no-ouji-2009,umi-no-ouji	藤子・F・不二雄/藤子不二雄Ⓐ || 藤子不二雄	2,5	no
DIFF_AUTHOR	2	umi-yori-mo-fukaku,umi-yorimo-fukaku	杜真琴 || 吉村明美	6,16	no
DIFF_AUTHOR	2	undead-inoe-2008,undead-tsuyuhisa-2021	井上和郎 || 露久ふみ	1,2	no
DIFF_AUTHOR	2	under-3,under	榎本俊二 || 森脇真末味	3,3	no
DIFF_AUTHOR	2	under-dog,underdog	冨田望pub. 2022 || 壬生ロビン	2,3	no
DIFF_AUTHOR	2	usagi-1994,usagi-1996	青柳裕介 || 名取ちずる	2,1	no
DIFF_AUTHOR	2	utahime-2010,utahime	住吉文子 || 清水としみつ	1,7	no
DIFF_AUTHOR	2	utahime-aki-2006,utahime-fight	あき || 垣野内成美	1,1	no
DIFF_AUTHOR	2	utawareru-mono-shimakusa-2006,utawareru-mono	島草あろう || (unknown)	2,3	no
DIFF_AUTHOR	2	utopia-yugureuchusen-nagahama,utopia	長浜幸子 || 上村一夫	1,9	no
DIFF_AUTHOR	2	utsukushiki-kemonotachi-fujisaki-2002,utsukushiki-kemonotachi	藤崎こう || 今市子	1,1	no
DIFF_AUTHOR	2	uwasa-no-aitsu,uwasa-no-risky-boy	みやすのんき || 飯坂友佳子	2,1	no
DIFF_AUTHOR	2	valkyrie,walkure	千之ナイフ || 泉晴紀	1,1	no
DIFF_AUTHOR	2	violence-jack-20xx,violence-jack	衣谷遊 || 永井豪/ダイナミックプロダクション	4,56	no
DIFF_AUTHOR	2	wangan-jungle,wangan-midnight	田村由美 || 楠みちはる	1,42	no
DIFF_AUTHOR	2	ware-ware-wa,wareware-wa	松枝穂積 || かわかみじゅんこ	3,1	no
DIFF_AUTHOR	2	waru-g,waru-kagemaru-1977	片山誠 || 影丸穣也	4,26	no
DIFF_AUTHOR	2	warui-otoko-2002,warui-otoko	吉村明美 || 金城りえ	1,3	no
DIFF_AUTHOR	2	wasurerarenai-tanikawa-2012,wasurerarenai	谷川史子 || かわちゆかり	1,1	no
DIFF_AUTHOR	2	watashi-nouryoku-wa-heikinchi-de-tte-ittayone-funa-2017,watashi-nouryoku-wa-heikinchi-de-tte-ittayone	荒井小豆 || ほなみ彩/うすいかつら	4,5	no
DIFF_AUTHOR	2	winning-shot-1996,winning-shot	能田茂 || 小谷憲一	2,3	no
DIFF_AUTHOR	2	wizardry-zeo,wizardry	福原蓮士 || 石垣環	4,6	no
DIFF_AUTHOR	2	wonder-azuma-hideo-land,wonderland	吾妻ひでお || 石川優吾	2,6	no
DIFF_AUTHOR	2	yagyou,yakou	つげ義春 || 込由野しほ	4,2	no
DIFF_AUTHOR	2	yagyuu-juubei-shisu-2015,yagyuu-juubei-shisu	石川賢 || 石川賢とダイナミックプロ	2,5	no
DIFF_AUTHOR	2	yamato-takeru-1994,yamato-takeru	たかや健二 || 安彦良和	1,9	no
DIFF_AUTHOR	2	yami-kara-no-houmonsha-1994,yami-kara-no-houmonsha	三浦浩子 || 高階良子	1,1	no
DIFF_AUTHOR	2	yamikariudo,yamikaryuudo	坂口いく || 浜田翔子	6,2	no
DIFF_AUTHOR	2	yaminabe-2012,yaminabe	桑田乃梨子 || 清澄炯一	1,2	no
DIFF_AUTHOR	2	yasashii-akuma-fujii-1992,yasashii-akuma	坂井久仁江 || 川口まどか	1,14	no
DIFF_AUTHOR	2	yat-anshin-uchuu-ryokou,yatto-anshin-uchuu-ryokou	よしむらなつき/川本祐太郎 || 西川伸司	1,6	no
DIFF_AUTHOR	2	yoake-mae,yoakemae	南塔子 || 二ツ橋知子/バラエティ・アートワークス	1,1	no
DIFF_AUTHOR	2	yokokuhan-za-copycat,yokokuhan	小幡文生 || 筒井哲也	3,3	no
DIFF_AUTHOR	2	yomotsuhegui-2023,yomotsuhegui-shishanokuninokajitsu	キューライス || 柿崎正澄	1,3	no
DIFF_AUTHOR	2	yorozuya-kagyou-tadaima-seigyouchuu,yorozuya	霧嶋珠生 || 霧島珠樹	1,1	no
DIFF_AUTHOR	2	yoru-no-sakana,yoru-no-uo	藤原薫 || 吾妻ひでお	1,1	no
DIFF_AUTHOR	2	yoru-no-suit-okamura-2015,yoru-no-suit	岡村賢二 || 高橋はるまさ	3,3	no
DIFF_AUTHOR	2	youka-2,youka	内村月子 || 高階良子	1,1	no
DIFF_AUTHOR	2	youkai-ningen-bem-returns,youkai-ningen-bem	津島直人 || 田中憲	5,3	no
DIFF_AUTHOR	2	ys-5,ys	池上明子 || 羽衣翔	2,7	no
DIFF_AUTHOR	2	yubikiri-genman-1993,yubikiri-genman	佐藤智一 || 犬丸りん	1,1	no
DIFF_AUTHOR	2	yuki-no-hana,yukinohana	楳図かずお || 岸裕子	1,1	no
DIFF_AUTHOR	2	yuki-to-sumi-2022,yuki-to-sumi	Marita || うの花みゆき	3,7	no
DIFF_AUTHOR	2	yume-de-aetara-1985,yume-de-aetara-2000	小椋冬美 || 山花典之	1,17	no
DIFF_AUTHOR	2	yume-hitoyo,yume-ichiya	美村あきの || 東山和子/木下さくら	1,1	no
DIFF_AUTHOR	2	yume-no-kouseki-1986,yume-no-kouseki	里中満智子 || 庄司陽子	3,4	no
DIFF_AUTHOR	2	yumeiro-fuurin,yumeiro-girl	伊万里すみ子 || 高野葉子	2,2	no
DIFF_AUTHOR	2	yurayura-2001,yurayura	克・亜樹 || 南Q太	1,1	no
DIFF_AUTHOR	2	yuugi-ou,yuugioujiiekkusu	高橋和希 || 影山なおゆき	60,9	no
DIFF_AUTHOR	2	yuugiou-rush-duel-erupii,yuugiou-zearu	友永晃浩 || 三好直人	2,9	no
DIFF_AUTHOR	2	yuuwaku-1996,yuuwaku-ibuki-2003	二宮ひかる || 新條まゆ	1,1	no
DIFF_AUTHOR	2	zettai-shitai-eichi-na-koi,zettai-shitai-etchi-na-koi	入江紀子 || もんでんあきこ	1,2	no
DIFF_AUTHOR	2	zeus-2020,zeus-komori-1996	秋重学 || 風忍	2,1	no
