class	n	slugs	authors	nvols	isbn_overlap
DIFF_AUTHOR	2	futari-no-derby-sasaki-2017,futari-no-derby	佐々木マサヒト || 田中つかさ	1,3	no
DIFF_AUTHOR	2	futaribocchi-yamakawa-2003,futaribocchi	山川あいじ || 吉村明美	1,4	no
DIFF_AUTHOR	2	futarigurashi-2012,futarigurashi	群りゅうせい || 柿本ケンジロウ	1,13	no
DIFF_AUTHOR	2	fuurin-kazan-2007-2,fuurin-kazan-2007	田辺節雄 || 横山まさみち	1,2	no
DIFF_AUTHOR	2	g-zoo-e-youkoso,genzoo-e-youkoso	佐々木淳子 || 武内昌美	1,1	no
DIFF_AUTHOR	2	gakken-manga-new-sekai-no-rekishi,gakken-manga-sekai-no-rekishi	近藤二郎 || ムロタニツネ象	12,2	no
DIFF_AUTHOR	2	gallop,gyaroppu	伊藤明弘 || 小野弥夢	1,1	no
DIFF_AUTHOR	2	game-in-high-school,high-school-agent	西形まい || 谷村ひとし	2,2	no
DIFF_AUTHOR	2	ganbaranakucha,ganbaranakutcha	佐藤智一 || 仲尾ひとみ	3,7	no
DIFF_AUTHOR	2	garden,pearl-garden	岡田ユキオ || みなと鈴	1,5	no
DIFF_AUTHOR	2	garu,tenma-no-sora	司敬 || 倉科遼	1,3	no
DIFF_AUTHOR	2	gate-0-zero,gate	才谷屋龍一/柳内たくみ || 竿尾悟	3,27	no
DIFF_AUTHOR	2	gebaruto,gewalt	雨蘭 || コウノコウジ	1,3	no
DIFF_AUTHOR	2	gegege-no-kitarou-1987,gegege-no-kitarou	水木プロ || 松本しげのぶ/ラルフ・マッカーシー	2,39	no
DIFF_AUTHOR	2	gekitotsu-1990,gekitotsu	小林源文/橋本一郎 || 小島剛夕	1,2	no
DIFF_AUTHOR	2	gekitsuiou-2000,gekitsuiou	細井雄二 || 滝沢聖峰	1,2	no
DIFF_AUTHOR	2	genghis-khan-1997,genghis-khan	石ノ森章太郎 || 横山光輝	1,10	no
DIFF_AUTHOR	2	genma-taisen-ribaasu,genma-taisen	早瀬マサト || 石ノ森章太郎	11,7	no
DIFF_AUTHOR	2	gensou-suikoden-3,gensou-suikoden-5	志水アキ || 柘植ミズキ	8,4	no
DIFF_AUTHOR	2	gentei-emu-kanojo,gentei-kanojo	Hisasi/井上淳哉/萩尾ノブト/こまめ丸/かなめ薙/凪妖女/舞原マツゲ/松波留美/コタニヨーコ || 内村かなめ	1,2	no
DIFF_AUTHOR	2	ghost-writer-tsubaki-2012,ghost-writer	椿カヲリ || 御影夏	2,3	no
DIFF_AUTHOR	2	gi-king,king-z	河惣益巳 || 一峰大二	1,3	no
DIFF_AUTHOR	2	giant-1984,giant	松田一輝 || 山田芳裕	5,9	no
DIFF_AUTHOR	2	giant-robo,gr-giant-robo	横山光輝/戸田泰成/水田麻里 || 稜町しろー	11,1	no
DIFF_AUTHOR	2	gift-2002,gift-2009	中村かなこ || 山田J太	1,2	no
DIFF_AUTHOR	2	gigolo,the-go-ro	川崎三枝子 || 檜垣憲朗	1,32	no
DIFF_AUTHOR	2	gin-no-oni-1986,gin-no-oni	茶木宏実 || 茶木ひろみ	6,3	no
DIFF_AUTHOR	2	girigiri-out-2020,girigiri-out	翠川稜 || 青インク	2,6	no
DIFF_AUTHOR	2	girlfriend-mitaonsha-1997,girlfriend	朔本敬子 || 別天荒人	1,5	no
DIFF_AUTHOR	2	glass-no-kutsu-ha-niawanai,glass-no-kutsu-wa-niawanai	島津郷子 || 中村真理子	2,1	no
DIFF_AUTHOR	2	gokko-sakurakoji-2003,gokko	桜小路かのこ || 小路啓之	1,3	no
DIFF_AUTHOR	2	gokudoo-kun-manyuuki-za-badesuto,gokudoo-kun-manyuuki	東田寛子 || 桐嶋たける	3,3	no
DIFF_AUTHOR	2	gokudou-caf,gokudou-domu-sabu	青海信濃 || 拝	3,1	no
DIFF_AUTHOR	2	gokuu-no-dai-bouken,gokuu-no-daibouken	出崎統 || 企画	2,2	no
DIFF_AUTHOR	2	gold-2,gold	山本隆一郎 || 藤田和子	2,8	no
DIFF_AUTHOR	2	gomen-asobase,gomenasobase	丹沢恵 || 細野不二彦	8,6	no
DIFF_AUTHOR	2	gouketsuji-ichizoku-2,gouketsuji-ichizoku	氏賀Y太 || 貴城輝	1,2	no
DIFF_AUTHOR	2	great-mazinger-1974-75,great-mazinger	永井豪 || 桜多吾作/ダイナミックプロダクション	1,4	no
DIFF_AUTHOR	2	green-1993,green-2000	朔本敬子 || ユーキあきら	1,1	no
DIFF_AUTHOR	2	growing-drive,v-drive	紅林直 || 猫にゃん	3,2	no
DIFF_AUTHOR	2	guardian,sexy-guardian	武田すん || 新條まゆ	1,4	no
DIFF_AUTHOR	2	guilty-crown-dancing-endlaves,guilty-crown	かんの糖子 || 満月シオン	3,7	no
DIFF_AUTHOR	2	guin-saga-yanagisawa-2001,guin-saga	柳澤一明 || 沢田一	1,6	no
DIFF_AUTHOR	2	gunjou-2012,gunjou	吉田秋生 || 桐原いづみ	2,5	no
DIFF_AUTHOR	2	gyanburu-taiheiki,gyanburutaiheiki-g	藤島じゅん || 後藤羽矢子	1,1	no
DIFF_AUTHOR	2	gym-2000,moto-jimu	池上遼一 || ばどみゅーみん	1,6	no
DIFF_AUTHOR	2	gyouten-ningen-batoshiiraa,gyouten-ningen-batsealer	舵真秀斗 || 立迫文明	2,3	no
DIFF_AUTHOR	2	hachitenshiyou,hattenshou	永井豪 || Jet	1,2	no
DIFF_AUTHOR	2	hadashi-no-tenshi-nonomiya-2021,hadashi-no-tenshi	野ノ宮いと || さがわれん	3,3	no
DIFF_AUTHOR	2	hae-bun-bun,nanpuu	米原秀幸 || 森永あい	4,1	no
DIFF_AUTHOR	2	hagakure-1986,hagakure	赤塚不二夫 || 黒鉄ヒロシ	1,2	no
DIFF_AUTHOR	2	haisouki-2013,haisouki	國津武士 || 水木しげる	1,5	no
DIFF_AUTHOR	2	hajimete-no-h,hajimeteno	藤臣柊子 || 楢島さち	1,3	no
DIFF_AUTHOR	2	hajimete-no-kiss-ishii-2015,hajimete-no-kiss	久世みずき || 赤池うらら	1,2	no
DIFF_AUTHOR	2	hakkou-1985,hakkou	長岡良子 || 中村理恵	1,4	no
DIFF_AUTHOR	2	hakobune-2000,hakobune-yuki-2024	しりあがり寿 || nov/うるまなつこ/悠木星人	1,2	no
DIFF_AUTHOR	2	hakugei-kagemaru-2004,hakugei	影丸穣也 || ひおあきら/バラエティ・アートワークス	1,1	no
DIFF_AUTHOR	2	hakuouki,hakuouki-esuesueru-sweet-school-life	ひらく椥 || デザインファクトリー/ミカサ	4,2	no
DIFF_AUTHOR	2	hallelujah-7,hallelujah-watanabe-1991	藤田麻貴 || 渡辺直美	3,1	no
DIFF_AUTHOR	2	hamlet-1974,hamlet	みなもと太郎 || 聖悠紀/バラエティ・アートワークス/ブロン園田	1,2	no
DIFF_AUTHOR	2	hamster-club-1996,hamster-club	樹原ちさと || めで鯛	1,5	no
DIFF_AUTHOR	2	hana-ichimonme,hanaichimonme	渡千枝 || あまねかずみ	1,2	no
DIFF_AUTHOR	2	hana-mo-arashi-mo-miyagi-2014,hana-mo-arashi-mo	宮城とおこ || 水縞とおる	2,1	no
DIFF_AUTHOR	2	hana-no-namae-1999,hana-no-namae	柴門ふみ || 斎藤けん	2,4	no
DIFF_AUTHOR	2	hana-no-utage-takada-1997,hana-no-utage	河村恵利 || 庄司陽子	1,1	no
DIFF_AUTHOR	2	hana-o-meshimase-iwashita-2014,hana-o-meshimase	岩下慶子 || 瀬之たつね	1,1	no
DIFF_AUTHOR	2	hanabi-yoshihara-2021,hanabi	吉原由起 || 立原あゆみ	1,1	no
DIFF_AUTHOR	2	hanjuku-eiyuu-1994,hanjuku-eiyuu	おちよしひこ || 沖野真歩	1,2	no
DIFF_AUTHOR	2	happiness-furuya-2006,happiness	古屋兎丸 || 押見修造	1,10	no
DIFF_AUTHOR	2	happy-family-fukushuunorentaruokaasan,happy-family	坂崎未侑 || 三原ミツカズ	5,5	no
DIFF_AUTHOR	2	harmony-mizutani-2023,harmony	水谷フーカ || 金魚鉢でめ	2,4	no
DIFF_AUTHOR	2	hataraku-onee-san-2000,hataraku-onee-san	細井玲子 || 後藤ユタカ	4,2	no
DIFF_AUTHOR	2	hayabusa-2005,hayabusa	六本木綾 || 松永空也	1,3	no
DIFF_AUTHOR	2	hayou-no-ken,hayou-no-tsurugi	厦門潤 || 松元陽	3,4	no
DIFF_AUTHOR	2	heart-no-kuni-no-alice-my-fanatic-rabbit,heart-no-kuni-no-alice	彩景でりこ || ほしの総明	2,6	no
DIFF_AUTHOR	2	heaven-2000,heaven-oda-2000	遠藤淑子 || 織田綺	3,2	no
DIFF_AUTHOR	2	hei-sei-nanairo-inko,nanairo-inko	石田敦子 || 手塚治虫	1,10	no
DIFF_AUTHOR	2	hellhound-2018,hellhound	安藤慈朗 || 皆川亮二	2,7	no
DIFF_AUTHOR	2	hello-goodbye-2000,hello-goodbye	本秀康 || 那波マオ	1,2	no
DIFF_AUTHOR	2	henshin-2019,henshin	須賀原洋行 || 横山旬	1,3	no
DIFF_AUTHOR	2	henshin-ninja-arashi-1972,henshin-ninja-arashi	石ノ森章太郎 || 大賀浅木	2,6	no
DIFF_AUTHOR	2	hero-1985,hero-1989	たがみよしひさ || 川原正敏	1,2	no
DIFF_AUTHOR	2	herscherik-aaru-tensei-ouji-no-eiyuu-tan,herscherik-tensei-ouji-no-eiyuu-tan	伊恵中二 || 鈴紀オズク	2,2	no
DIFF_AUTHOR	2	hi-no-tori-2772,hinotori	御厨さと美 || 手塚治虫	2,35	no
DIFF_AUTHOR	2	hidan-no-aria-aa,hidan-no-aria	橘書画子 || こよかよしの	14,16	no
DIFF_AUTHOR	2	hige-o-soru-soshite-joshikousei-o-hirou-each-stories,hige-o-soru-soshite-joshikousei-o-hirou	バラマツヒトミ || 士土幽太郎	2,13	no
DIFF_AUTHOR	2	high-heel-bomb,high-heel-cop	春日光広 || 大和和紀	5,8	no
DIFF_AUTHOR	2	hijikata-toshizou,hijikatatoshizou	伊賀和洋 || 神田たけ志	2,1	no
DIFF_AUTHOR	2	hikari-no-kairou,hikarinokairou	清原なつの || めるへんめーかー	2,1	no
DIFF_AUTHOR	2	hikaru-kaze-2013,hikaru-kaze	高橋功一郎 || 山上たつひこ	2,6	no
DIFF_AUTHOR	2	hikuidori-imamura-2025,hikuidori	瀬口忍/みなかみしょう || 篠原とおる	4,2	no
DIFF_AUTHOR	2	himawari-san-2003,himawari-san	テリー山本 || 菅野マナミ	3,13	no
DIFF_AUTHOR	2	himitsu-no-hokenshitsu-2003,himitsu-no-hokenshitsu	遠山光 || 山東ユカ	1,4	no
DIFF_AUTHOR	2	himouto-umaru-chan-esu-super,himouto-umaru-chan-s	ヒジキ || サンカクヘッド	1,1	no
DIFF_AUTHOR	2	hirahira-ame-2007,hirahira	飴あられ || 岡田屋鉄蔵	1,1	no
DIFF_AUTHOR	2	hisui-no-mori-1999,hisui-no-mori	川原由美子 || 名香智子	2,2	no
DIFF_AUTHOR	2	hito-ha-sore-o-furin-to-yobu,hito-wa-sore-o-furin-to-yobu	津雲むつみ || 島津郷子	1,1	no
DIFF_AUTHOR	2	hitomi-tenkuu-no-escaflowne,tenkuu-no-escaflowne	矢代ゆづる || 克・亜樹	2,8	no
DIFF_AUTHOR	2	home-sweet-home-2008,home-sweet-home-2014	小野直美 || 八寿子	1,2	no
DIFF_AUTHOR	2	hone-made-aishite-takaguchi-2011,hone-made-aishite	高口里純 || 岩崎つばさ	2,3	no
DIFF_AUTHOR	2	hong-kong-working-girl,working-girl-h	村田順子 || もんでんあきこ	3,2	no
DIFF_AUTHOR	2	hontou-ni-atta-kowai-hanashi-2015,hontou-ni-atta-kowai-hanashi	かわぐちけい || かがり淳子/環方このみ/久世みずき/小室栄子/栖川マキ/姫川きらら/牧原若菜/坂元勲	1,1	no
DIFF_AUTHOR	2	hoshi-e-iku-fune,hoshi-e-yuku-fune	よしまさこ || 深沢かすみ	1,2	no
DIFF_AUTHOR	2	hoshi-ni-negai-o-2001,hoshi-ni-negai-o	入江紀子 || 水野透子	2,1	no
DIFF_AUTHOR	2	hoshi-no-kirby-manpukupupupufantajii,hoshi-no-kirby	武内いぶき || ひかわ博一	14,25	no
DIFF_AUTHOR	2	hot-doc,hot-dog	加藤唯史 || 石川優吾	12,1	no
DIFF_AUTHOR	2	hotel-scarlet-lady,hotel	桜井汐里 || 石ノ森章太郎	2,56	no
DIFF_AUTHOR	2	hototogisu-1997,hototogisu	わたなべまさこ || 高見まこ	1,2	no
DIFF_AUTHOR	2	houkago-no-pureibooi,houkago-no-sos	六本木綾 || こはく那音	1,1	no
DIFF_AUTHOR	2	hungry-2012,hungry	北川夕夏 || 現代洋子	1,1	no
DIFF_AUTHOR	2	hyou-man,hyouman	南波健二 || 桑田二郎	1,2	no
DIFF_AUTHOR	2	i-love-you-1995,p-s-i-love-you	盛田賢司 || 谷川史子	3,1	no
DIFF_AUTHOR	2	i-s-1997,you-re-my-only-shinin-star	桂正和 || 高河ゆん	24,2	no
DIFF_AUTHOR	2	ibitsu-ryo-2010,ibitsu	了春刀 || 岡田和人	2,7	no
DIFF_AUTHOR	2	ichiban-yoshikawa-2002,ichiban	吉川新 || 小沢としお	2,6	no
DIFF_AUTHOR	2	ichigeki-2001,ichigeki	田中美菜子 || 松本次郎	1,7	no
DIFF_AUTHOR	2	ichigo-milk-sanjou,ichigo-milk	竹田真理子 || 内村かなめ	2,1	no
DIFF_AUTHOR	2	ichika-bachika-2014,ichika-bachika	石川ちか || 益子リョウヘイ	1,6	no
DIFF_AUTHOR	2	ijiwaru-matsuzaki-1993,ijiwaru	まつざきあけみ || 篠有紀子	1,1	no
DIFF_AUTHOR	2	ikazuchi,raijin	佐野タカシ || 真船一雄	11,4	no
DIFF_AUTHOR	2	ikenai-boy,ikenai-day-dream	須磨ヨシヒロ || 中西やすひろ	5,3	no
DIFF_AUTHOR	2	ikenai-koto-kai-hiura-2005,ikenai-koto-kai	ひうらさとる || 内田一奈	1,3	no
DIFF_AUTHOR	2	inferno,inheruno	マツモトトモ || カラスヤサトシ	5,1	no
DIFF_AUTHOR	2	infinitei-8,infinitei	ふくしま正保 || 遊人	2,2	no
DIFF_AUTHOR	2	inugami-ri,inugami	志水アキ || 外薗昌也	3,21	no
DIFF_AUTHOR	2	ippon-masuda-2016,ippon	松本救助 || 佐藤タカヒロ	3,14	no
DIFF_AUTHOR	2	irasshai-1996,irasshai	ありさか邦 || こやま拓	3,3	no
DIFF_AUTHOR	2	iron-muscle-1969,iron-muscle	園田光慶 || 永井豪/ダイナミックプロダクション	1,5	no
DIFF_AUTHOR	2	isekai-eebui,isekai-netorare	大石普人 || 佐藤健悦/五里蘭堂	4,8	no
DIFF_AUTHOR	2	isekai-ni-kita-mitai-dakedo-dou-sureba-yoi-no-darou,isekai-ni-kita-mitai-dakedo-dousureba-yoinodarou	白石新/天野こひつじ || 森ゆきなつ	4,1	no
DIFF_AUTHOR	2	isshokenmei-ni-kurasou-2002,isshokenmei-ni-kurasou	武内昌美 || 牧村久実	1,2	no
DIFF_AUTHOR	2	ixion-saga-ed,ixion-saga	双葉はづき || 白梅ナズナ	2,2	no
DIFF_AUTHOR	2	j-f-kennedy,kennedy	旭丘光志 || ひらまつおさむ	1,1	no
DIFF_AUTHOR	2	jadou-tsuchiyama-2012,jadou	土山しげる || 沖麻実也	4,6	no
DIFF_AUTHOR	2	janken-pon,jankenpon	佐々木潤子 || 泉昭二	3,1	no
DIFF_AUTHOR	2	jesus-aoki-2001,jesus	青木琴美 || 藤原芳秀	1,27	no
DIFF_AUTHOR	2	jiikufuriito,siegfried	森川久美 || 松本零士	2,1	no
DIFF_AUTHOR	2	jiiniaasu,pk-genius	押切蓮介 || 薬師寺敦子	5,3	no
DIFF_AUTHOR	2	jikkai-1999,jikkai	手塚治虫 || 杜真琴	1,2	no
DIFF_AUTHOR	2	jin-no-mori,seirei-no-mori	葉月秋子 || 高階良子	1,1	no
DIFF_AUTHOR	2	jinsei-wa-barairo-da-1991,jinsei-wa-barairo-da-honma-2004	桑田乃梨子 || 本間アキラ	1,1	no
DIFF_AUTHOR	2	jk-splash,splash	春雨 || 千葉きよかず	2,5	no
DIFF_AUTHOR	2	joou-sama-no-inu-2005,joou-sama-no-inu	吉川新 || 竹内未来	1,11	no
DIFF_AUTHOR	2	joukyou-monogatari-2003,joukyou-monogatari	増田剛 || 目白花子	1,1	no
DIFF_AUTHOR	2	joyuu-kawasaki-1988,joyuu	川崎ひろこ || 和気一作	3,9	no
DIFF_AUTHOR	2	junai-junkie,junai-junkies	紫海早希 || 葉月京	1,15	no
DIFF_AUTHOR	2	junai-tenshi,tenshi	すぎ恵美子 || 桜沢エリカ	1,4	no
DIFF_AUTHOR	2	juso-1994,juso	菊川近子 || 花輪和一	1,1	no
DIFF_AUTHOR	2	juugo-shounen-hyouryuuki-2013,juugo-shounen-hyouryuuki	大谷じろう || 河合一慶/バラエティ・アートワークス	2,2	no
DIFF_AUTHOR	2	juunen-ai,juunenai	くりきあきこ || 水名瀬雅良	2,1	no
DIFF_AUTHOR	2	kabu-tantei-monogatari,tanteir-monogatari	かわぐちかいじ || 伊万里すみ子	2,2	no
DIFF_AUTHOR	2	kago-no-tori-caskabe-2004,kago-no-tori	吉野マリ || 市東亮子	1,2	no
DIFF_AUTHOR	2	kagome-kagome-ikebe-2014,kagome-kagome	池辺葵 || 唯登詩樹	1,3	no
DIFF_AUTHOR	2	kai-tan,kaitan	ひぐらしカンナ || 木崎拓史	1,5	no
DIFF_AUTHOR	2	kaibutsu-kun-1988,kaibutsu-kun	藤子不二雄Ⓐ || 藤子不二雄	23,14	no
DIFF_AUTHOR	2	kaijin-nijiyuu-mensou,kaijin-nijuumensou	藤子不二雄Ⓐ/藤子不二雄 || たくま朋正	2,3	no
DIFF_AUTHOR	2	kaiki-daisakusen-2005,kaiki-daisakusen	影丸穣也 || 桑田二郎	1,1	no
DIFF_AUTHOR	2	kaiwa-1990,kaiwa	竹宮惠子 || クレパス	1,2	no
DIFF_AUTHOR	2	kakatte-kinasai-enomoto-2001,kakatte-kinasai	榎本ちづる || 谷地恵美子	1,6	no
DIFF_AUTHOR	2	kakushigoto-nieki-2019,kakushigoto	二駅ずい || 久米田康治	5,12	no
DIFF_AUTHOR	2	kami-no-ko-kanazawa-2003,kami-no-ko	金沢有倖 || 村生ミオ	3,3	no
DIFF_AUTHOR	2	kami-sama-no-iu-toori-mimori-2003,kami-sama-no-iu-toori	美森青 || 折原みと	2,17	no
DIFF_AUTHOR	2	kami-sama-onegai-1994,kami-sama-onegai-2022	藤井明美 || 小骨トモ	2,1	no
DIFF_AUTHOR	2	kamome-1990,kamome	谷村ひとし || まつざきあけみ	1,1	no
DIFF_AUTHOR	2	kanata-e-2001,kanata-e	つりたくにこ || 里中満智子	1,3	no
DIFF_AUTHOR	2	kandou-ou-rendetsu,kandouou-rendetsu	藤原芳秀 || 高橋よしひろ/斉藤むねお	1,2	no
DIFF_AUTHOR	2	karate-baka-ichidai-1972,karate-baka-ichidai	つのだじろう || 影丸穣也/影丸譲也とJ・Kプロ	51,47	yes
DIFF_AUTHOR	2	karin-kagesaki-2003,qb-karin	影崎由那 || 西山優里子	14,4	no
DIFF_AUTHOR	2	kataku-makiko,kataku	魔木子 || 近藤ようこ	1,1	no
DIFF_AUTHOR	2	kataribe-2018,kataribe	舟 || 石川雅之	1,1	no
DIFF_AUTHOR	2	katekyo-2009,katekyo	佐野タカシ || 萌木ゆう	1,4	no
DIFF_AUTHOR	2	katekyon-2010,katekyon	佐野タカシ || あづま笙子	1,3	no
DIFF_AUTHOR	2	katte-ni-alive,katte-ni-supaaku	清水たかし || 立野真琴	8,1	no
DIFF_AUTHOR	2	kawaiiakuma-1998,kawaiiakuma	雅亜公 || 西岸良平	1,2	no
DIFF_AUTHOR	2	kaze-hikaru-1997,kaze-hikaru	渡辺多恵子 || 川三番地	68,57	no
DIFF_AUTHOR	2	kaze-no-darutaniyan,nodarutanyan	うさとさや || 田中雅子	1,3	no
DIFF_AUTHOR	2	kaze-no-oukoku-1988,kaze-no-oukoku	寺館和子 || 飛川ゆり子	2,3	no
DIFF_AUTHOR	2	kaze-no-sonata-1986,kaze-no-sonata	のがみけい || 原ちえこ	1,6	no
DIFF_AUTHOR	2	kaze-tachinu-hori-2015,kaze-tachinu	宮崎駿 || 徳間書店	1,2	no
DIFF_AUTHOR	2	kedamono-damono-2001,kedamono-damono	富永裕美 || フクシマハルカ	2,3	no
DIFF_AUTHOR	2	keishichou-tokumubu-tokushu-kyouaku-han-taisakushitsudainanaka-tokunana,keishichou-tokumubu-tokushu-kyouakuhan-taisakushitsu-dai-nanaka-tokunana-file-0	なまざかな || 漣ミサ	2,2	no
DIFF_AUTHOR	2	kekkon-kyousoukyoku-pokettsu-morita,kekkon-kyousoukyoku-pokettsu	もりたじゅん || 星野めみ	1,1	no
DIFF_AUTHOR	2	kekkon-shiyou-yo,kekkonshiyouyo	水上航 || 星里もちる	4,6	no
DIFF_AUTHOR	2	kemono-tachi-no-yoru,kemonotachi-no-yoru	潮見知佳 || 押井守	6,1	no
DIFF_AUTHOR	2	kenja-no-mago-extra-story,kenja-no-mago	菊池政治 || 緒方俊輔	7,27	no
DIFF_AUTHOR	2	keserasera,que-ser-ser	金子節子 || 玉越博幸	1,4	no
DIFF_AUTHOR	2	kibun-wa-mou-sensou-2002,kibun-wa-mou-sensou	藤原カムイ || 大友克洋	2,2	no
DIFF_AUTHOR	2	kimi-ha-boku-no-taiyou-da,kimi-wa-boku-no-taiyou-da	東城和実 || 聖千秋	2,7	no
DIFF_AUTHOR	2	kimi-ni-kisu-shitai,kimi-ni-kisushitai	湖東美朋 || かやまゆみ	3,3	no
DIFF_AUTHOR	2	kimi-no-iru-basho-sakurazawa-2011,kimi-no-iru-basho	桜沢エリカ || 亘理なおみ	1,2	no
DIFF_AUTHOR	2	kimi-no-na-wa-another-side-earthbound,kimi-no-na-wa	加納新太 || 琴音らんまる	2,3	no
DIFF_AUTHOR	2	kin-no-ito-1983,kin-no-ito	神坂智子 || 稲妻桂	1,2	no
DIFF_AUTHOR	2	kinai-again,kinai	あまね水咲 || まつざきあけみ/矢萩貴子/六畳間/藤本さみ/富沢みどり	1,1	no
DIFF_AUTHOR	2	kingdom,uk-kingdom	原泰久 || 藤澤勇希	94,4	no
DIFF_AUTHOR	2	kinjiki-2010,kinjiki	兄崎ゆな || 刑部真芯	1,3	no
DIFF_AUTHOR	2	kinkyori-love-2000,kinkyori-love-2001	池谷理香子 || 朝比奈ゆうや	1,1	no
DIFF_AUTHOR	2	kiraritei,kirariteii	大石まさる || うるし原智志	1,3	no
DIFF_AUTHOR	2	kiss-2014,kiss	森田ゆき || マツモトトモ	1,12	no
DIFF_AUTHOR	2	kitsune-no-yomeiri-yoshida-1995,kitsune-no-yomeiri	吉田秋生 || 髙木聡	1,7	no
DIFF_AUTHOR	2	koi-meikyuu-2005,koi-meikyuu	神谷悠 || 伊万里すみ子	1,1	no
DIFF_AUTHOR	2	koi-no-dorei-2021,koi-no-dorei	水田ゆき || 東城和実	1,1	no
DIFF_AUTHOR	2	koi-no-hajimari-2010,koi-no-hajimari	桜沢エリカ || 蒼井まもる	1,7	no
DIFF_AUTHOR	2	koi-to-senkyo-to-chocolate-slc,koi-to-senkyo-to-chocolate	依河和希 || かんの糖子	6,6	no
DIFF_AUTHOR	2	koi-wa-100kg,koi-wa-googoo	樹原ちさと || 山本小鉄子	1,1	no
DIFF_AUTHOR	2	koibana-enomoto-2007,koibana	すぎ恵美子/わたなべ志穂/宮坂香帆/嶋木あこ/堂本奈央/香代乃 || ななじ眺	1,10	no
DIFF_AUTHOR	2	koibitotachi-2005,koibitotachi	桜沢エリカ || 文月今日子	2,1	no
DIFF_AUTHOR	2	koko-dake-no-hanashi,kokodake-no-hanashi	まみや綸 || 尾崎未来	2,1	no
DIFF_AUTHOR	2	kokoro-momochi-2006,kokoro-natsume-2023	ももち麗子 || バラエティ・アートワークス/吉崎凪	4,2	no
DIFF_AUTHOR	2	koneko-city,koneko-club	星合操 || 都築和彦	3,1	no
DIFF_AUTHOR	2	kono-yo-no-hate-de-koi-o-utau-shoujo-yuuno,konoyo-no-hate-de-koi-o-utau-shoujo-yuuno	まりお金田 || 石田総司	1,2	no
DIFF_AUTHOR	2	koori-no-joou-2013,koori-no-joou	真崎春望 || リカチ	1,2	no
DIFF_AUTHOR	2	korou-no-chi-level2,korou-no-chi	常石爾來也 || 小林こー	3,4	no
DIFF_AUTHOR	2	kouchuu-tar-mushi-king,kouchuu-tar-mushikingu	今賀俊 || おおせよしお	7,8	no
DIFF_AUTHOR	2	kousoku-esper-asano-2005,kousoku-esper	あさのりじ || 松本零士	1,3	no
DIFF_AUTHOR	2	kurekure-tama-chan,tama-chan	永野のりこ || 小道迷子	3,1	no
DIFF_AUTHOR	2	kuro-no-meikyuu-hitaka-1987,kuro-no-meikyuu	ひたか良 || 松本洋子	1,1	no
DIFF_AUTHOR	2	kuro-no-senki-2,kuro-no-senki	サイトウアユム/玉盛順一朗 || 白瀬優海	5,3	no
DIFF_AUTHOR	2	kuro-tokage,kurotokage-2019	高階良子 || 森下裕美	2,1	no
DIFF_AUTHOR	2	kurobee-2002,kurobee	藤子不二雄Ⓐ || 藤子不二雄	2,3	no
DIFF_AUTHOR	2	kusogaki-1996,kusogaki	いたば吉広 || 平川雄一	2,5	no
DIFF_AUTHOR	2	kusuriya-no-hitorigoto-shino-2017,kusuriya-no-hitorigoto	ねこクラゲ || 倉田三ノ路	9,21	no
DIFF_AUTHOR	2	kuukai-nakajima,kuukai	中島徳博 || 睦月れい	1,2	no
DIFF_AUTHOR	2	kyattou-ninden-teyandee,kyattou-shinobiden-teyandee	はまだよしみ || そうま竜也	1,1	no
DIFF_AUTHOR	2	kyou-kara-omae-wa-ore-no-yome-2013,kyou-kara-omae-wa-ore-no-yome	神田はるか || 七緒リヲン	1,2	no
DIFF_AUTHOR	2	kyou-mo-ii-tenki-1994,kyou-mo-ii-tenki	伊藤理佐 || 山本おさむ	2,2	no
DIFF_AUTHOR	2	kyoufu-gakuen-1988,kyoufu-gakuen	浜慎二 || のなかみのる	1,1	no
DIFF_AUTHOR	2	kyoufu-kaiki-kazama,kyoufu-kaiki	風間宏子 || わたなべまさこ/河あきら/名香智子	1,1	no
DIFF_AUTHOR	2	kyoukaku-1993,kyoukaku	たがみよしひさ || 落合裕介	2,6	no
DIFF_AUTHOR	2	kyuuyaku-seisho-2008,kyuuyaku-seisho	あずみ椋 || 藤原カムイ	3,3	no
DIFF_AUTHOR	2	l-l-cool-jtarou,tarou	杉作J太郎 || 細野不二彦	1,39	no
DIFF_AUTHOR	2	la-vie-en-rose-yamada-2005,la-vie-en-rose	ヤマダサクラコ || 亀井高秀	1,1	no
DIFF_AUTHOR	2	lady-lynx,links	ますだ直紀 || キヅナツキ	2,1	no
DIFF_AUTHOR	2	last-dance-1999,last-dance	山本まゆり || 近藤ようこ	1,1	no
DIFF_AUTHOR	2	last-man,the-last-man	VivésBastien || 江川達也	3,12	no
DIFF_AUTHOR	2	legend-2006,legend	福谷たかし || たかの雅治	1,17	no
DIFF_AUTHOR	2	less,resu	つかさき有 || 深海魚	3,5	no
DIFF_AUTHOR	2	level-4,level-e	岬下部せすな || 冨樫義博	2,5	no
DIFF_AUTHOR	2	live-odyssey,odyssey	谷口ジロー || 池上遼一	7,5	no
DIFF_AUTHOR	2	lloyd,roid	TAEKO || しろし	4,2	no
DIFF_AUTHOR	2	love-all-sako-2010,love-all	栄羽弥 || 中野きゆ美	3,4	no
