title	kana_slug	v2_slug	new_slug	type	changed	flag
鉄人28号 皇帝の紋章	tetsujin-28go-kotei-no-monsho	tetsujin-28go-kotei-no-monsho	tetsujin-28go-kotei-no-monsho	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
鉄人28号 少年オリジナル版 復刻大全集	tetsujin-nijuhachigo-shonen-orijinaruban-fukkoku-daizenshu	tetsujin-nijuhachigo-shonen-orijinaruban-fukkoku-daizenshu	tetsujin-28-go-shonen-orijinaruban-fukkoku-daizenshu	音読み→数字(先頭分割)	CHANGED	
鉄人28号 鉄人奪還作戦	tetsujin-28-go-tetsujin-dakkan-sakusen	tetsujin-28-go-tetsujin-dakkan-sakusen	tetsujin-28-go-tetsujin-dakkan-sakusen	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
鉄人28号	tetsujin-nijuhachigo	tetsujin-nijuhachigo	tetsujin-28-go	音読み→数字(先頭分割)	CHANGED	
鉄人28号DELUXE	tetsujin-nijuhachigo-deluxe	tetsujin-nijuhachigo-deluxe	tetsujin-nijuhachigo-deluxe	latin-mixed		latin混じり(別処理)
2週間のアバンチュール	2shukan-no-abanchuru	2shukan-no-abanchuru	2shukan-no-abanchuru	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
#140字のロマンス	hasshutagu-hyakuyonjuji-no-romansu	hasshutagu-hyakuyonjuji-no-romansu	hasshutagu-140-ji-no-romansu	音読み→数字(先頭分割)	CHANGED	
デビルズライン2〈逆襲〉	debiruzu-rain-tsu-gyakushu	debiruzu-rain-tsu-gyakushu	debiruzu-rain-2-gyakushu	英語読み付随→数字	CHANGED	
君のことが大大大大大好きな100人の彼女	kimi-no-koto-ga-daidaidaidaidaisuki-na-hyakunin-no-kanojo	kimi-no-koto-ga-daidaidaidaidaisuki-na-hyakunin-no-kanojo	kimi-no-koto-ga-daidaidaidaidaisuki-na-100-nin-no-kanojo	音読み→数字(先頭分割)	CHANGED	
1995年のスモーク・オン・ザ・ウォーター	1995nen-no-sumoku-on-za-uotaa	1995nen-no-sumoku-on-za-uotaa	1995nen-no-sumoku-on-za-uotaa	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
5年めのUターン	gonenme-no-yutaan	gonenme-no-yutaan	gonenme-no-yutaan	latin-mixed		latin混じり(別処理)
100年のライラ	hyakunen-no-raira	hyakunen-no-raira	100-nen-no-raira	音読み→数字(先頭分割)	CHANGED	
マリエ館37号室	mariekan-37goshitsu	mariekan-37goshitsu	mariekan-37goshitsu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
RUNNING第2部	ranningu	ranningu	ranningu	latin-mixed		latin混じり(別処理)
BLEACH 4コマコマブリ	buriichi-4-koma-komaburi	buriichi-4-koma-komaburi	buriichi-4-koma-komaburi	latin-mixed		latin混じり(別処理)
Mother2ギーグの逆襲・ネスの冒険記	mazaa-tsu-giigu-no-gyakushu-nesu-no-bokenki	mazaa-tsu-giigu-no-gyakushu-nesu-no-bokenki	mazaa-tsu-giigu-no-gyakushu-nesu-no-bokenki	latin-mixed		latin混じり(別処理)
9年めの未病生活	kyunenme-no-mibyo-seikatsu	kyunenme-no-mibyo-seikatsu	9-nenme-no-mibyo-seikatsu	音読み→数字(先頭分割)	CHANGED	
不登校の17歳。	futoko-no-junanasai	futoko-no-junanasai	futoko-no-17-sai	音読み→数字(先頭分割)	CHANGED	
洋服を9枚に減らしてみた。	yofuku-o-9mai-ni-herashitemita	yofuku-o-9mai-ni-herashitemita	yofuku-o-9mai-ni-herashitemita	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
私には5人の毒親がいる	watashi-niwa-gonin-no-dokuoya-ga-iru	watashi-niwa-gonin-no-dokuoya-ga-iru	watashi-niwa-5-nin-no-dokuoya-ga-iru	音読み→数字(先頭分割)	CHANGED	
今日の5の2	kyo-no-5-no-2	kyo-no-5-no-2	kyo-no-5-no-2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1年A組のモンスター	1nen-agumi-no-monsutaa	1nen-agumi-no-monsutaa	1nen-agumi-no-monsutaa	latin-mixed		latin混じり(別処理)
1985年のソドム	senkyuhyakuhachijugonen-no-sodomu	senkyuhyakuhachijugonen-no-sodomu	1985-nen-no-sodomu	音読み→数字(先頭分割)	CHANGED	
Wsamarus・2001	usamaruzu-nisen-ichi	usamaruzu-nisen-ichi	usamaruzu-nisen-ichi	latin-mixed		latin混じり(別処理)
彼女を守る51の方法	kanojo-o-mamoru-51-no-hoho	kanojo-o-mamoru-51-no-hoho	kanojo-o-mamoru-51-no-hoho	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
シャーマンキング0	shaaman-kingu-zero	shaaman-kingu-zero	shaaman-kingu-0	音読み→数字	CHANGED	
うみねこのなく頃に散 Episode7	umineko-no-naku-koro-ni-chiru-episodo-sebun	umineko-no-naku-koro-ni-chiru-episodo-sebun	umineko-no-naku-koro-ni-chiru-episodo-sebun	latin-mixed		latin混じり(別処理)
友達100人できるかな	tomodachi-100nin-dekirukana	tomodachi-100nin-dekirukana	tomodachi-100nin-dekirukana	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
アンコールが3回	ankoru-ga-sankai	ankoru-ga-sankai	ankoru-ga-3-kai	音読み→数字(先頭分割)	CHANGED	
わずか5センチのロック	wazuka-gosenchi-no-rokku	wazuka-gosenchi-no-rokku	wazuka-5-senchi-no-rokku	音読み→数字(先頭分割)	CHANGED	
駅から5分	eki-kara-5fun	eki-kara-5fun	eki-kara-5fun	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
LEGAの13	lega-no-13	lega-no-13	lega-no-13	latin-mixed		latin混じり(別処理)
超人類6	chojinrui-shikkusu	chojinrui-shikkusu	chojinrui-6	英語読み付随→数字	CHANGED	
超人類6	chojinrui-shikkusu	chojinrui-shikkusu	chojinrui-6	英語読み付随→数字	CHANGED	
ファルコン50	farukon-faibuo	farukon-faibuo	farukon-faibuo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
TVアニメコミックス うちの3姉妹	teiibui-anime-komikkusu-uchi-no-san-shimai	teiibui-anime-komikkusu-uchi-no-san-shimai	teiibui-anime-komikkusu-uchi-no-san-shimai	latin-mixed		latin混じり(別処理)
うちの3ねこ	uchi-no-sanneko	uchi-no-sanneko	uchi-no-3-neko	音読み→数字(先頭分割)	CHANGED	
うちの3姉妹	uchi-no-sanshimai	uchi-no-sanshimai	uchi-no-3-shimai	音読み→数字(先頭分割)	CHANGED	
うちの3姉妹 番外編	uchi-no-sanshimai	uchi-no-sanshimai	uchi-no-3-shimai	音読み→数字(先頭分割)	CHANGED	
おってけ!3ハロン	otteke-3-haron	otteke-3-haron	otteke-3-haron	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
松本ぷりっつの夫婦(めおと)漫才旅ときどき3姉妹	matsumoto-purittsu-no-meoto-manzaitabi-tokidoki-sanshimai	matsumoto-purittsu-no-meoto-manzaitabi-tokidoki-sanshimai	matsumoto-purittsu-no-meoto-manzaitabi-tokidoki-3-shimai	音読み→数字(先頭分割)	CHANGED	
松本ぷりっつの夫婦漫才旅ときどき3姉妹	matsumoto-purittsu-no-fufu-manzai-tabi-tokidoki-san-shimai	matsumoto-purittsu-no-fufu-manzai-tabi-tokidoki-san-shimai	matsumoto-purittsu-no-fufu-manzai-tabi-tokidoki-3-shimai	音読み→数字	CHANGED	
アイツに恋した4つの理由	aitsu-ni-koi-shita-yottsu-no-wake	aitsu-ni-koi-shita-yottsu-no-wake	aitsu-ni-koi-4-ta-yottsu-no-wake	音読み→数字(先頭分割)	CHANGED	
アタシがハマッた4つの純愛	atashi-ga-hamatta-4tsu-no-junai	atashi-ga-hamatta-4tsu-no-junai	atashi-ga-hamatta-4tsu-no-junai	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
7年目のセキララ結婚生活	7nenme-no-sekirara-kekkon-seikatsu	7nenme-no-sekirara-kekkon-seikatsu	7nenme-no-sekirara-kekkon-seikatsu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
マジカル1to3	majikaru-wan-tsu-surii	majikaru-wan-tsu-surii	majikaru-wan-tsu-surii	latin-mixed		latin混じり(別処理)
結婚伝説2	kekkon-densetsu-2	kekkon-densetsu-2	kekkon-densetsu-2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
作品ナンバー20	sakuhin-nanbaa-20	sakuhin-nanbaa-20	sakuhin-nanbaa-20	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
帰って来たどらン猫2	kaettekita-doranko2	kaettekita-doranko2	kaettekita-doranko2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
幽霊の1/2	yurei-no-nibun-no-ichi	yurei-no-nibun-no-ichi	yurei-no-2-bun-no-1	音読み→数字(先頭分割) ; 音読み→数字	CHANGED	
813の謎	hachi-ichi-san-no-nazo	hachi-ichi-san-no-nazo	hachi-ichi-san-no-nazo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
UFOロボグレンダイザー1975-77	yufo-robo-gurendaizaa-senkyuhyakunanajugo-nanajunana	yufo-robo-gurendaizaa-senkyuhyakunanajugo-nanajunana	yufo-robo-gurendaizaa-senkyuhyakunanajugo-nanajunana	latin-mixed		latin混じり(別処理)
オカルト団D3	okarutodan-d3	okarutodan-d3	okarutodan-d3	latin-mixed		latin混じり(別処理)
クライシス2050	kuraishisu-2050	kuraishisu-2050	kuraishisu-2050	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
グレート・マジンガー1974-75	gureeto-majingaa-senkyuhyakunanajuyon-nanajugo	gureeto-majingaa-senkyuhyakunanajuyon-nanajugo	gureeto-majingaa-1974-75	音読み→数字	CHANGED	
サイボーグ009VSデビルマン	saibogu-zerozeronain-baasasu-debiruman	saibogu-zerozeronain-baasasu-debiruman	saibogu-zerozeronain-baasasu-debiruman	latin-mixed		latin混じり(別処理)
バイオレンスジャック20XX	baiorensu-jakku-nisenekkusuekkusu	baiorensu-jakku-nisenekkusuekkusu	baiorensu-jakku-nisenekkusuekkusu	latin-mixed		latin混じり(別処理)
バラバンバ2	barabanba-ni	barabanba-ni	barabanba-2	音読み→数字	CHANGED	
マジンガーZ 1972-74	majingaa-zetto-senkyuhyakunanajuni-nanajuyon	majingaa-zetto-senkyuhyakunanajuni-nanajuyon	majingaa-zetto-senkyuhyakunanajuni-nanajuyon	latin-mixed		latin混じり(別処理)
『ああっ女神さまっ』1988-2008	aatsu-megamisamatsu-1988-2008	aatsu-megamisamatsu-1988-2008	aatsu-megamisamatsu-1988-2008	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
サクラ大戦 第2部	sakura-taisen-dai-ni-bu	sakura-taisen-dai-ni-bu	sakura-taisen-dai-2-bu	音読み→数字	CHANGED	
テイルズオブヴェスペリア4コマKINGS	teiruzu-obu-vesuperia-yonkoma-kingusu	teiruzu-obu-vesuperia-yonkoma-kingusu	teiruzu-obu-vesuperia-yonkoma-kingusu	latin-mixed		latin混じり(別処理)
テイルズオブジアビス 4コマkings	teiruzu-obu-ji-abisu-yonkoma-kingusu	teiruzu-obu-ji-abisu-yonkoma-kingusu	teiruzu-obu-ji-abisu-yonkoma-kingusu	latin-mixed		latin混じり(別処理)
テイルズオブシンフォニア4コマkings	teiruzu-obu-shinfonia-yonkoma-kingusu	teiruzu-obu-shinfonia-yonkoma-kingusu	teiruzu-obu-shinfonia-yonkoma-kingusu	latin-mixed		latin混じり(別処理)
カクテル25時	kakuteru-nijugoji	kakuteru-nijugoji	kakuteru-25-ji	音読み→数字(先頭分割)	CHANGED	
閉じられた9月	tojirareta-seputenbaa	tojirareta-seputenbaa	tojirareta-seputenbaa	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
5	faibu	faibu	faibu	no-segment		分かち書き無=token置換不可
5年めのピーターパン	5nenme-no-piitaa-pan	5nenme-no-piitaa-pan	5nenme-no-piitaa-pan	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
うちの子1等賞!	uchi-no-ko-1tosho	uchi-no-ko-1tosho	uchi-no-ko-1tosho	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
30歳まで童貞だと魔法使いになれるらしい	30sai-made-dotei-dato-mahotsukai-ni-narerurashii	30sai-made-dotei-dato-mahotsukai-ni-narerurashii	30sai-made-dotei-dato-mahotsukai-ni-narerurashii	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
8月のソーダ水	hachigatsu-no-sodasui	hachigatsu-no-sodasui	8-gatsu-no-sodasui	音読み→数字(先頭分割)	CHANGED	
惑星9の休日	wakusei-nain-no-kyujitsu	wakusei-nain-no-kyujitsu	wakusei-9-no-kyujitsu	英語読み付随→数字	CHANGED	
キングダムハーツ3	kingudamu-haatsu-3	kingudamu-haatsu-3	kingudamu-haatsu-3	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
7時間目の音符	shichijikanme-no-noto	shichijikanme-no-noto	7-jikanme-no-noto	音読み→数字(先頭分割)	CHANGED	
ヒネヤ2の8	hineya-ni-no-hachi	hineya-ni-no-hachi	hineya-2-no-8	音読み→数字	CHANGED	
幻の9階	maboroshi-no-9kai	maboroshi-no-9kai	maboroshi-no-9kai	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
電夢時空2 runner	denmu-jiku-2-runner	denmu-jiku-2-runner	denmu-jiku-2-runner	latin-mixed		latin混じり(別処理)
バツイチ2人は未定な関係	batsuichi-futari-wa-mitei-na-kankei	batsuichi-futari-wa-mitei-na-kankei	batsuichi-futari-wa-mitei-na-kankei	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
3丁目神社奇譚	3chome-jinja-ki-tan	3chome-jinja-ki-tan	3chome-jinja-kitan	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
99	kyuju-kyu	kyuju-kyu	99	音読み→数字	CHANGED	
5000光年の虎	5000-konen-no-tora	5000-konen-no-tora	5000-konen-no-tora	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
石川賢初期自薦ギャグ傑作選1970-1973	ishikawa-ken-shoki-jisen-gyagu-kessakusen-1970-kara-1973	ishikawa-ken-shoki-jisen-gyagu-kessakusen-1970-kara-1973	ishikawa-ken-shoki-jisen-gyagu-kessakusen-1970-kara-1973	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
極悪妻・花奈30歳	gokuakuzuma-kana-30sai	gokuakuzuma-kana-30sai	gokuakuzuma-kana-30sai	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
惰性67パーセント	dasei-rokujunanapaasento	dasei-rokujunanapaasento	dasei-67-paasento	音読み→数字(先頭分割)	CHANGED	
2月は雨に濡れて	nigatsu-wa-ame-ni-nurete	nigatsu-wa-ame-ni-nurete	2-gatsu-wa-ame-ni-nurete	音読み→数字(先頭分割)	CHANGED	
深紫'72伝説	diipu-paapuru-sebunteiitsu-densetsu	diipu-paapuru-sebunteiitsu-densetsu	diipu-paapuru-72-densetsu	英語読み付随→数字	CHANGED	
1	ichi	ichi	ichi	no-segment		分かち書き無=token置換不可
殺し屋1	koroshiya-ichi	koroshiya-ichi	koroshiya-1	音読み→数字	CHANGED	
33歳独身女騎士隊長。	sanjusansai-dokushin-onnakishi-taicho	sanjusansai-dokushin-onnakishi-taicho	33-sai-dokushin-onnakishi-taicho	音読み→数字(先頭分割)	CHANGED	
午前0時の冷蔵庫	gozen-rei-ji-no-reizoko	gozen-rei-ji-no-reizoko	gozen-0-ji-no-reizoko	音読み→数字	CHANGED	
25時のシンデレラ	nijugoji-no-shinderera	nijugoji-no-shinderera	25-ji-no-shinderera	音読み→数字(先頭分割)	CHANGED	
午前3時のティータイム	gozen-sanji-no-teiitaimu	gozen-sanji-no-teiitaimu	gozen-3-ji-no-teiitaimu	音読み→数字(先頭分割)	CHANGED	
2/2	nibun-no-ni	nibun-no-ni	2-bun-no-ni	音読み→数字(先頭分割)	CHANGED	
リトルバスターズ!EX the 4コマ	ritoru-basutaazu-ekusutashii-za-4koma	ritoru-basutaazu-ekusutashii-za-4koma	ritoru-basutaazu-ekusutashii-za-4koma	latin-mixed		latin混じり(別処理)
リトルバスターズ!The 4コマ	ritoru-basutaazu-the-4koma	ritoru-basutaazu-the-4koma	ritoru-basutaazu-the-4koma	latin-mixed		latin混じり(別処理)
デュラララ!! 3way standoff-alley-	deyurarara-surii-uei-sutando-ofu-arei	deyurarara-surii-uei-sutando-ofu-arei	deyurarara-surii-uei-sutando-ofu-arei	latin-mixed		latin混じり(別処理)
ミスター味っ子2	misutaa-ajikko-tsu	misutaa-ajikko-tsu	misutaa-ajikko-2	英語読み付随→数字	CHANGED	
将太の寿司2	shota-no-sushi-tsu	shota-no-sushi-tsu	shota-no-sushi-2	英語読み付随→数字	CHANGED	
将太の寿司2 World Stage	shota-no-sushi-tsu-waarudo-suteeji	shota-no-sushi-tsu-waarudo-suteeji	shota-no-sushi-tsu-waarudo-suteeji	latin-mixed		latin混じり(別処理)
金田一37歳の事件簿	kindaichi-sanjunana-sai-no-jikenbo	kindaichi-sanjunana-sai-no-jikenbo	kindaichi-37-sai-no-jikenbo	音読み→数字	CHANGED	
金田一少年の1泊2日小旅行	kindaichi-shonen-no-ippaku-futsuka-shoryoko	kindaichi-shonen-no-ippaku-futsuka-shoryoko	kindaichi-shonen-no-1-paku-futsuka-shoryoko	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
たて・よこ・ななめプリズム'80	tate-yoko-naname-purizumu-hachiju	tate-yoko-naname-purizumu-hachiju	tate-yoko-naname-purizumu-80	音読み→数字	CHANGED	
もうひとつの9月	mo-hitotsu-no-9gatsu	mo-hitotsu-no-9gatsu	mo-hitotsu-no-9gatsu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
聖14グラフィティ	sento-foteiin-gurafitei	sento-foteiin-gurafitei	sento-14-gurafitei	英語読み付随→数字	CHANGED	
3歳児くん	3saiji-kun	3saiji-kun	3saiji-kun	no-segment		分かち書き無=token置換不可
まるごと1冊ぼのぼのスペシャル	marugoto-issatsu-bonobono-supesharu	marugoto-issatsu-bonobono-supesharu	marugoto-1-satsu-bonobono-supesharu	音読み→数字(先頭分割)	CHANGED	
ワタシとこどもの14章	watashi-to-kodomo-no-juyonsho	watashi-to-kodomo-no-juyonsho	watashi-to-kodomo-no-14-sho	音読み→数字(先頭分割)	CHANGED	
あのこに1000％	anoko-ni-senpaasento	anoko-ni-senpaasento	anoko-ni-1000-paasento	音読み→数字(先頭分割)	CHANGED	
1時間でわかる介護のお仕事	ichijikan-de-wakaru-kaigo-no-oshigoto	ichijikan-de-wakaru-kaigo-no-oshigoto	1-jikan-de-wakaru-kaigo-no-oshigoto	音読み→数字(先頭分割)	CHANGED	
だんじり母ちゃんとコシノ3姉妹	danjiri-kaa-chan-to-koshino-3shimai	danjiri-kaa-chan-to-koshino-3shimai	danjiri-kaachan-to-koshino-3shimai	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
ライトno.1	raito-nanbaa-wan	raito-nanbaa-wan	raito-nanbaa-wan	latin-mixed		latin混じり(別処理)
ドラゴンクエスト4コママンガ劇場	doragon-kuesuto-yonkoma-manga-gekijo	doragon-kuesuto-yonkoma-manga-gekijo	doragon-kuesuto-4-koma-manga-gekijo	音読み→数字(先頭分割)	CHANGED	
藤原カムイ画集40GB	fujiwara-kamui-gashu	fujiwara-kamui-gashu	fujiwara-kamui-gashu	latin-mixed		latin混じり(別処理)
8!～エイト～	eito	eito	eito	no-segment		分かち書き無=token置換不可
寺田克也ココ10年	terada-katsuya-koko-junen	terada-katsuya-koko-junen	terada-katsuya-koko-10-nen	音読み→数字(先頭分割)	CHANGED	
コットン200％	kotton-nihyaku-paasento	kotton-nihyaku-paasento	kotton-200-paasento	音読み→数字	CHANGED	
2乗な恋の駆け引き	2jona-koi-no-kakehiki	2jona-koi-no-kakehiki	2jona-koi-no-kakehiki	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
2010カネモリ	2010-kanemori	2010-kanemori	2010-kanemori	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
9月 September	kugatsu	kugatsu	kugatsu	latin-mixed		latin混じり(別処理)
太陽の下の17歳	taiyo-no-shita-no-17sai	taiyo-no-shita-no-17sai	taiyo-no-shita-no-17sai	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
