title	kana_slug	v2_slug	new_slug	type	changed	flag
ナイン2	nain-2	nain-2	nain-2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ナイン3	nain-3	nain-3	nain-3	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
コミックス プロジェクトA子2	komikkusu-purojiekutoeekotsu	komikkusu-purojiekutoeekotsu	komikkusu-purojiekutoeekotsu	latin-mixed		latin混じり(別処理)
涙100万粒のリアル・ライフ	namida-hyakumantsubu-no-riaru-raifu	namida-hyakumantsubu-no-riaru-raifu	namida-100-mantsubu-no-riaru-raifu	音読み→数字(先頭分割)	CHANGED	
労働2号	rodo-2go	rodo-2go	rodo-2go	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
8	eito	eito	eito	no-segment		分かち書き無=token置換不可
上條淳士画集1983 SINCE	kamijo-atsushi-gashu-senkyuhyakuhachiju-san-shinsu	kamijo-atsushi-gashu-senkyuhyakuhachiju-san-shinsu	kamijo-atsushi-gashu-senkyuhyakuhachiju-san-shinsu	latin-mixed		latin混じり(別処理)
666～サタン～	666-sa-tan	666-sa-tan	666-satan	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
助太刀09	sukedachi-nain	sukedachi-nain	sukedachi-9	英語読み付随→数字	CHANGED	
クレヨンしんちゃん30周年スペシャル	kureyon-shin-chan-sanjusshunen-supesharu	kureyon-shin-chan-sanjusshunen-supesharu	kureyon-shinchan-30-shunen-supesharu	音読み→数字(先頭分割)	CHANGED	
1・2の三四郎	1-2-no-sanshiro	1-2-no-sanshiro	1-2-no-sanshiro	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1・2の三四郎2	1-2-no-sanshiro-2	1-2-no-sanshiro-2	1-2-no-sanshiro-2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
4階のミズ桜子	yonkai-no-mizu-sakurako	yonkai-no-mizu-sakurako	4-kai-no-mizu-sakurako	音読み→数字(先頭分割)	CHANGED	
アフロディーテ'90	afurodiitenaintei	afurodiitenaintei	afurodiitenaintei	no-segment		分かち書き無=token置換不可
コミックいわて11	komikku-iwate-irebun	komikku-iwate-irebun	komikku-iwate-11	英語読み付随→数字	CHANGED	
12色のカクテル	12shoku-no-kakuteru	12shoku-no-kakuteru	12shoku-no-kakuteru	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1936-2021古谷三敏メモリアルセレクション	senkyuhyakusanjuroku-nisennijuichi-furuya-mitsutoshi-memoriaru-serekushon	senkyuhyakusanjuroku-nisennijuichi-furuya-mitsutoshi-memoriaru-serekushon	1936-2021-furuya-mitsutoshi-memoriaru-serekushon	音読み→数字	CHANGED	
Barレモン・ハート ドラマ・シーズン2エピソード集	bar-remon-haato	bar-remon-haato	bar-remon-haato	latin-mixed		latin混じり(別処理)
ピンクのカーテン〔★〕2	pinkunokaatenni	pinkunokaatenni	pinkunokaatenni	no-segment		分かち書き無=token置換不可
特区八犬士［code:T-8］	tokku-hakkenshi-kodo-teii-eito	tokku-hakkenshi-kodo-teii-eito	tokku-hakkenshi-kodo-teii-eito	latin-mixed		latin混じり(別処理)
ニーチェが京都にやってきて17歳の私に哲学のこと教えてくれた。	niiche-ga-kyoto-ni-yatte-kite-junanasai-no-watakushi-ni-tetsugaku-no-koto-oshiete-kureta	niiche-ga-kyoto-ni-yatte-kite-junanasai-no-watakushi-ni-tetsugaku-no-koto-oshiete-kureta	niiche-ga-kyoto-ni-yatte-kite-17-sai-no-watakushi-ni-tetsugaku-no-koto-oshiete-kureta	音読み→数字(先頭分割)	CHANGED	
六人の嘘つきな大学生〈プラス1〉	rokunin-no-usotsuki-na-daigakusei-purasu-wan	rokunin-no-usotsuki-na-daigakusei-purasu-wan	rokunin-no-usotsuki-na-daigakusei-purasu-1	英語読み付随→数字	CHANGED	
六人の噓つきな大学生〈プラス1〉	rokunin-no-usotsuki-na-daigakusei-purasu-wan	rokunin-no-usotsuki-na-daigakusei-purasu-wan	rokunin-no-usotsuki-na-daigakusei-purasu-1	英語読み付随→数字	CHANGED	
魔法陣グルグル2	mahojin-guruguru-2	mahojin-guruguru-2	mahojin-guruguru-2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
刑事かれん24時の都会	keiji-karen-24ji-no-tokai	keiji-karen-24ji-no-tokai	keiji-karen-24ji-no-tokai	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
KING OF PRISM by PrettyRhythm 4コマアンソロジー 次世代編	kingu-obu-purizumu-bai-puritei-rizumu-yonkoma-ansorojii	kingu-obu-purizumu-bai-puritei-rizumu-yonkoma-ansorojii	kingu-obu-purizumu-bai-puritei-rizumu-yonkoma-ansorojii	latin-mixed		latin混じり(別処理)
機動戦士ガンダム0079	kido-senshi-gandamu-daburuo-sebunteinain	kido-senshi-gandamu-daburuo-sebunteinain	kido-senshi-gandamu-daburuo-79	英語読み付随→数字	CHANGED	
20代のリアル	nijudai-no-riaru	nijudai-no-riaru	20-dai-no-riaru	音読み→数字(先頭分割)	CHANGED	
3D彼女	riaru-gaaru	riaru-gaaru	riaru-gaaru	latin-mixed		latin混じり(別処理)
3D彼女リアルガール	suriidii-kanojo-riaru-gaaru	suriidii-kanojo-riaru-gaaru	suriidii-kanojo-riaru-gaaru	latin-mixed		latin混じり(別処理)
おひとりさまのあったか1ケ月食費2万円生活	ohitori-sama-no-attaka-ikkagetsu-shokuhi-nimanen-seikatsu	ohitori-sama-no-attaka-ikkagetsu-shokuhi-nimanen-seikatsu	ohitorisama-no-attaka-1-kagetsu-shokuhi-2-manen-seikatsu	音読み→数字(先頭分割)	CHANGED	
おひとりさまのあったか1ケ月食費2万円生活四季の野菜レシピ	ohitori-sama-no-attaka-ikkagetsu-shokuhi-nimanen-seikatsu-shiki-no-yasai-reshipi	ohitori-sama-no-attaka-ikkagetsu-shokuhi-nimanen-seikatsu-shiki-no-yasai-reshipi	ohitorisama-no-attaka-1-kagetsu-shokuhi-2-manen-seikatsu-shiki-no-yasai-reshipi	音読み→数字(先頭分割)	CHANGED	
おひとりさまのゆたかな年収200万生活	ohitori-sama-no-yutaka-na-nenshu-nihyakuman-seikatsu	ohitori-sama-no-yutaka-na-nenshu-nihyakuman-seikatsu	ohitorisama-no-yutaka-na-nenshu-200-man-seikatsu	音読み→数字(先頭分割)	CHANGED	
ごきげんな40歳になりたい	gokigen-na-yonjussai-ni-naritai	gokigen-na-yonjussai-ni-naritai	gokigen-na-40-sai-ni-naritai	音読み→数字(先頭分割)	CHANGED	
わたしの1ヶ月1000円ごほうび	watashi-no-ikkagetsu-senen-gohobi	watashi-no-ikkagetsu-senen-gohobi	watashi-no-1-kagetsu-1000-en-gohobi	音読み→数字(先頭分割)	CHANGED	
わたしの1ケ月1000円ごほうび	watashi-no-ikkagetsu-senen-gohobi	watashi-no-ikkagetsu-senen-gohobi	watashi-no-1-kagetsu-1000-en-gohobi	音読み→数字(先頭分割)	CHANGED	
金曜日のほろよい1000円ふたりメシ	kinyobi-no-horoyoi-senen-futari-meshi	kinyobi-no-horoyoi-senen-futari-meshi	kinyobi-no-horoyoi-1000-en-futari-meshi	音読み→数字(先頭分割)	CHANGED	
3月の第2ボタン	3gatsu-no-dai2-bo-tan	3gatsu-no-dai2-bo-tan	3gatsu-no-dai2-botan	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
キラキラ100％	kirakira-100paasento	kirakira-100paasento	kirakira-100paasento	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
マジカル★ドリームキラピチ5	majikaru-doriimu-kirapichi-faibu	majikaru-doriimu-kirapichi-faibu	majikaru-doriimu-kirapichi-5	英語読み付随→数字	CHANGED	
バッファロー5人娘	baffaro-5nin-musume	baffaro-5nin-musume	baffaro-5nin-musume	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
3月の夢	3gatsu-no-yume	3gatsu-no-yume	3gatsu-no-yume	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
12の結婚物語	juni-no-kekkon-monogatari	juni-no-kekkon-monogatari	12-no-kekkon-monogatari	音読み→数字	CHANGED	
ズームインage25	zumuineijitoenteifaibu	zumuineijitoenteifaibu	zumuineijitoenteifaibu	latin-mixed		latin混じり(別処理)
蔵出し選集!!コミック乱創刊20周年記念特別編集	kuradashi-senshu-komikku-ran-sokan-nijusshunen-kinen-tokubetsu-henshu	kuradashi-senshu-komikku-ran-sokan-nijusshunen-kinen-tokubetsu-henshu	kuradashi-senshu-komikku-ran-sokan-20-shunen-kinen-tokubetsu-henshu	音読み→数字(先頭分割)	CHANGED	
ファイナルファンタジー11	fainaru-fantajii-11	fainaru-fantajii-11	fainaru-fantajii-11	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ファイナルファンタジー11未来への約束	fainaru-fantajii-irevun-asu-eno-yakusoku	fainaru-fantajii-irevun-asu-eno-yakusoku	fainaru-fantajii-11-asu-eno-yakusoku	英語読み付随→数字	CHANGED	
100万回のkiss	hyakumankai-no-kisu	hyakumankai-no-kisu	hyakumankai-no-kisu	latin-mixed		latin混じり(別処理)
キャプテン2	kyaputen-tsu	kyaputen-tsu	kyaputen-2	英語読み付随→数字	CHANGED	
プレイボール2	pureiboru-tsu	pureiboru-tsu	pureiboru-2	英語読み付随→数字	CHANGED	
20世紀伝説	nijusseikiseikidensetsu	nijusseikiseikidensetsu	nijusseikiseikidensetsu	no-segment		分かち書き無=token置換不可
1000年女王	sennen-jo	sennen-jo	1000-nen-jo	音読み→数字(先頭分割)	CHANGED	
3000年の春	sanzennen-no-haru	sanzennen-no-haru	3000-nen-no-haru	音読み→数字(先頭分割)	CHANGED	
V2パンツァー	v2-pantsuaa	v2-pantsuaa	v2-pantsuaa	latin-mixed		latin混じり(別処理)
さよなら銀河鉄道999	sayonara-ginga-tetsudo-surii-nain	sayonara-ginga-tetsudo-surii-nain	sayonara-ginga-tetsudo-surii-nain	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
そのまま連載第1回松本零士	sonomama-rensai-dai1kai-matsumoto-reiji	sonomama-rensai-dai1kai-matsumoto-reiji	sonomama-rensai-dai1kai-matsumoto-reiji	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ダイバー0	daibaa-zero	daibaa-zero	daibaa-0	音読み→数字	CHANGED	
宇宙戦艦ヤマト2	uchu-senkan-yamato-ni	uchu-senkan-yamato-ni	uchu-senkan-yamato-2	音読み→数字	CHANGED	
火聖旅団ダナサイト999.9	faiaa-fosu-danasaito-fonain	faiaa-fosu-danasaito-fonain	faiaa-fosu-danasaito-fonain	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
銀河鉄道999	ginga-tetsudo-suriinain	ginga-tetsudo-suriinain	ginga-tetsudo-suriinain	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
銀河鉄道999 ANOTHER STORYアルティメットジャーニー	ginga-tetsudo-suriinain-anazaa-sutorii-aruteimetto-jaanii	ginga-tetsudo-suriinain-anazaa-sutorii-aruteimetto-jaanii	ginga-tetsudo-suriinain-anazaa-sutorii-aruteimetto-jaanii	latin-mixed		latin混じり(別処理)
銀河鉄道999 perfect book	ginga-tetsudo-999-perfect-bok	ginga-tetsudo-999-perfect-bok	ginga-tetsudo-999-perfect-bok	latin-mixed		latin混じり(別処理)
銀河鉄道999アンドロメダ編	ginga-tetsudo-suriinain-andoromedahen	ginga-tetsudo-suriinain-andoromedahen	ginga-tetsudo-suriinain-andoromedahen	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
銀河鉄道999エターナル編	ginga-tetsudo-suriinain-etaanaruhen	ginga-tetsudo-suriinain-etaanaruhen	ginga-tetsudo-suriinain-etaanaruhen	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
銀河鉄道999エターナル編	ginga-tetsudo-suriinain-etaanaruhen	ginga-tetsudo-suriinain-etaanaruhen	ginga-tetsudo-suriinain-etaanaruhen	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
幻想新幹線0	genso-shinkansen-rei	genso-shinkansen-rei	genso-shinkansen-0	音読み→数字	CHANGED	
思春期100万年	shishunki-hyakumannen	shishunki-hyakumannen	shishunki-100-mannen	音読み→数字(先頭分割)	CHANGED	
潜水艦スーパー99	sensuikan-supaa-99	sensuikan-supaa-99	sensuikan-supaa-99	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
漂流3000万光年	hyoryu-sanzenman-konen	hyoryu-sanzenman-konen	hyoryu-3000-man-konen	音読み→数字(先頭分割)	CHANGED	
漂流幹線000	hyoryu-kansen-suriizero	hyoryu-kansen-suriizero	hyoryu-kansen-suriizero	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
蜃気楼フェリーアイランダー0	shinkiro-ferii-airandaa-0	shinkiro-ferii-airandaa-0	shinkiro-ferii-airandaa-0	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1001	naitsu	naitsu	naitsu	no-segment		分かち書き無=token置換不可
コミティア30thクロニクル	komiteia-saateiisu-kuronikuru	komiteia-saateiisu-kuronikuru	komiteia-saateiisu-kuronikuru	latin-mixed		latin混じり(別処理)
にぎやか文庫3	nigiyaka-bunko-san	nigiyaka-bunko-san	nigiyaka-bunko-3	音読み→数字	CHANGED	
願いを3ページだけ叶えてやろう	negai-o-3peeji-dake-kanaete-yaro	negai-o-3peeji-dake-kanaete-yaro	negai-o-3peeji-dake-kanaete-yaro	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1/2の林檎	2bunno1-no-ringo	2bunno1-no-ringo	2bunno1-no-ringo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
5年目の意地っぱり	gonenme-no-ijippari	gonenme-no-ijippari	5-nenme-no-ijippari	音読み→数字(先頭分割)	CHANGED	
スイート10	suiito-ten	suiito-ten	suiito-10	英語読み付随→数字	CHANGED	
6月のラブレター	rokugatsu-no-rabu-retaa	rokugatsu-no-rabu-retaa	6-gatsu-no-rabu-retaa	音読み→数字(先頭分割)	CHANGED	
ライフ2ギバーテイカー	raifu-tsu-gibaateikaa	raifu-tsu-gibaateikaa	raifu-2-gibaateikaa	英語読み付随→数字	CHANGED	
涙100万粒	namida-hyakumantsubu	namida-hyakumantsubu	namida-100-mantsubu	音読み→数字(先頭分割)	CHANGED	
パリ1921	pari-senkyuhyakunijuichi	pari-senkyuhyakunijuichi	pari-1921	音読み→数字	CHANGED	
黄昏のニキータちゃん2010	tasogare-no-nikiita-chan-2010	tasogare-no-nikiita-chan-2010	tasogare-no-nikiitachan-2010	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
緋賀ゆかり画集15th ART WORKS	higa-yukari-gashu-fifuteiinsu-aato-waakusu	higa-yukari-gashu-fifuteiinsu-aato-waakusu	higa-yukari-gashu-fifuteiinsu-aato-waakusu	latin-mixed		latin混じり(別処理)
イケメン☆9!	ikemen-nain	ikemen-nain	ikemen-9	英語読み付随→数字	CHANGED	
地上10メートルの檻から	chijo-10meetoru-no-ori-kara	chijo-10meetoru-no-ori-kara	chijo-10meetoru-no-ori-kara	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
エイリアン9	eirian-nain	eirian-nain	eirian-9	英語読み付随→数字	CHANGED	
エイリアン9 エミュレイターズ	eirian-9-emyureitaazu	eirian-9-emyureitaazu	eirian-9-emyureitaazu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
17歳の解剖学	17sai-no-kaibogaku	17sai-no-kaibogaku	17sai-no-kaibogaku	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
21世紀のアサーッ!	21seiki-no-asaatsu	21seiki-no-asaatsu	21seiki-no-asaatsu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
アラベスク第1部	arabesuku	arabesuku	arabesuku	no-segment		分かち書き無=token置換不可
アラベスク第2部	arabesuku	arabesuku	arabesuku	no-segment		分かち書き無=token置換不可
舞姫 第2部	maihime-dai2bu	maihime-dai2bu	maihime-dai2bu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
リベルテ144時間	riberute-hyaku-shijushi-jikan	riberute-hyaku-shijushi-jikan	riberute-144-jikan	音読み→数字	CHANGED	
森のなかの1羽と3匹	mori-no-naka-no-ichiwa-to-sanbiki	mori-no-naka-no-ichiwa-to-sanbiki	mori-no-naka-no-1-wa-to-3-biki	音読み→数字(先頭分割)	CHANGED	
3人目が消えた	sannin-me-ga-kieta	sannin-me-ga-kieta	3-nin-me-ga-kieta	音読み→数字(先頭分割)	CHANGED	
そして5回の鈴が鳴る	soshite-gokai-no-suzu-ga-naru	soshite-gokai-no-suzu-ga-naru	soshite-5-kai-no-suzu-ga-naru	音読み→数字(先頭分割)	CHANGED	
D・N・〔A^2〕	dii-enu-ee-tsu	dii-enu-ee-tsu	dii-enu-ee-tsu	latin-mixed		latin混じり(別処理)
30デビュー	saatei-debyu	saatei-debyu	30-debyu	英語読み付随→数字	CHANGED	
11番目のねこはねね	juichibanme-no-neko-wa-nene	juichibanme-no-neko-wa-nene	11-banme-no-neko-wa-nene	音読み→数字(先頭分割)	CHANGED	
100万ポンドの愛	100manpondo-no-ai	100manpondo-no-ai	100manpondo-no-ai	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
秘密 season0	himitsu-shiizun-zero	himitsu-shiizun-zero	himitsu-shiizun-zero	latin-mixed		latin混じり(別処理)
秘密season0	himitsu-shiizun-zero	himitsu-shiizun-zero	himitsu-shiizun-zero	latin-mixed		latin混じり(別処理)
100万ドルの女	100mandoru-no-onna	100mandoru-no-onna	100mandoru-no-onna	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1999年七の月～上海	1999nen-shichi-no-tsuki-kara-shanhai	1999nen-shichi-no-tsuki-kara-shanhai	1999nen-shichi-no-tsuki-kara-shanhai	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1年5組いきものがかり	1nen-5kumi-ikimonogakari	1nen-5kumi-ikimonogakari	1nen-5kumi-ikimonogakari	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
おとなにナッツー2	otona-ni-natsu-2	otona-ni-natsu-2	otona-2-natsu-2	音読み→数字	CHANGED	
エンジェル・ハート 2ndシーズン	enjieru-haato-2nd-shiizun	enjieru-haato-2nd-shiizun	enjieru-haato-2nd-shiizun	latin-mixed		latin混じり(別処理)
北条司漫画家20周年記念イラストレーションズ	hojo-tsukasa-mangaka-20shunen-kinen-irasutoreeshonzu	hojo-tsukasa-mangaka-20shunen-kinen-irasutoreeshonzu	hojo-tsukasa-mangaka-20shunen-kinen-irasutoreeshonzu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
北条司漫画家25周年記念自選イラストレーション100	hojo-tsukasa-mangaka-25shunen-kinen-jisen-irasutoreeshon-100	hojo-tsukasa-mangaka-25shunen-kinen-jisen-irasutoreeshon-100	hojo-tsukasa-mangaka-25shunen-kinen-jisen-irasutoreeshon-100	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
午後3時の魔法	gogo-3ji-no-maho	gogo-3ji-no-maho	gogo-3ji-no-maho	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
恋愛内科25時	renai-naika-25ji	renai-naika-25ji	renai-naika-25ji	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
9つの夜の扉	kokonotsu-no-yoru-no-tobira	kokonotsu-no-yoru-no-tobira	kokonotsu-no-yoru-no-tobira	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
009ノ1	zerozero-nain-wan	zerozero-nain-wan	zerozero-nine-one	英語読み→英単語	CHANGED	
イナズマン1973	inazuman-senkyuhyakunanaju-san	inazuman-senkyuhyakunanaju-san	inazuman-1973	音読み→数字	CHANGED	
キカイダー02	kikaidaa-02	kikaidaa-02	kikaidaa-02	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
キカイダー02Special Graphics Edition	kikaidaa-zerotsu-supesharu-gurafikkusu-edishon	kikaidaa-zerotsu-supesharu-gurafikkusu-edishon	kikaidaa-zerotsu-supesharu-gurafikkusu-edishon	latin-mixed		latin混じり(別処理)
サイボーグ009	saibogu-zerozeronain	saibogu-zerozeronain	saibogu-zerozeronain	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
サイボーグ009 00学園危機一髪	saibogu-zerozeronain-zerozero-gakuen-kiki-ippatsu	saibogu-zerozeronain-zerozero-gakuen-kiki-ippatsu	saibogu-0-zeronain-zerozero-gakuen-kiki-ippatsu	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
サイボーグ009 BGOOPARTS DELETE	saibogu-zerozeronain-bigoopaatsu-deriito	saibogu-zerozeronain-bigoopaatsu-deriito	saibogu-zerozeronain-bigoopaatsu-deriito	latin-mixed		latin混じり(別処理)
サイボーグ009	saibogu-zerozeronain	saibogu-zerozeronain	saibogu-zerozeronain	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
サイボーグ009その世界	saibogu-zerozeronain-sono-sekai	saibogu-zerozeronain-sono-sekai	saibogu-zerozeronain-sono-sekai	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
サイボーグ009完結編	saibogu-zerozeronain-kanketsuhen	saibogu-zerozeronain-kanketsuhen	saibogu-zerozeronain-kanketsuhen	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
サイボーグ009天使編・神々との闘い編	saibogu-zerozeronain-tenshihen-kamigami-to-no-tatakaihen	saibogu-zerozeronain-tenshihen-kamigami-to-no-tatakaihen	saibogu-zerozeronain-tenshihen-kamigami-to-no-tatakaihen	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ロボット刑事1973	robotto-keiji-senkyuhyakunanaju-san	robotto-keiji-senkyuhyakunanaju-san	robotto-keiji-1973	音読み→数字	CHANGED	
仮面ライダー 1971	kamen-raidaa-senkyuhyakunanajuichi	kamen-raidaa-senkyuhyakunanajuichi	kamen-raidaa-1971	音読み→数字	CHANGED	
仮面ライダーV3	kamenraidaa-bui3	kamenraidaa-bui3	kamenraidaa-bui3	latin-mixed		latin混じり(別処理)
仮面ライダーアマゾン1974	kamen-raidaa-amazon-senkyuhyakunanajuyon	kamen-raidaa-amazon-senkyuhyakunanajuyon	kamen-raidaa-amazon-1974	音読み→数字	CHANGED	
劇画家畜人ヤプー 正編「宇宙帝国への招待」続編「悪夢の日本史」【2巻セット】	gekiga-kachikujin-yapu	gekiga-kachikujin-yapu	gekiga-kachikujin-yapu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
劇場版仮面ライダーヒビキと7人の戦鬼	gekijoban-kamen-raidaa-hibiki-to-7nin-no-senki	gekijoban-kamen-raidaa-hibiki-to-7nin-no-senki	gekijoban-kamen-raidaa-hibiki-to-7nin-no-senki	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
決死戦7人ライダー	kesshisen-7nin-raidaa	kesshisen-7nin-raidaa	kesshisen-7nin-raidaa	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
人造人間キカイダー1972	jinzo-ningen-kikaidaa-senkyuhyakunanajuni	jinzo-ningen-kikaidaa-senkyuhyakunanajuni	jinzo-ningen-kikaidaa-1972	音読み→数字	CHANGED	
石ノ森章太郎変身ヒーロー画集 after 1975	ishinomori-shotaro-henshin-hiiro-gashu-afutaa-senkyuhyakunanajugo	ishinomori-shotaro-henshin-hiiro-gashu-afutaa-senkyuhyakunanajugo	ishinomori-shotaro-henshin-hiiro-gashu-afutaa-senkyuhyakunanajugo	latin-mixed		latin混じり(別処理)
石ノ森章太郎変身ヒーロー画集 before 1975	ishinomori-shotaro-henshin-hiiro-gashu-bifoa-senkyuhyakunanajugo	ishinomori-shotaro-henshin-hiiro-gashu-bifoa-senkyuhyakunanajugo	ishinomori-shotaro-henshin-hiiro-gashu-bifoa-senkyuhyakunanajugo	latin-mixed		latin混じり(別処理)
大江戸緋鳥808	oedo-hicho-happyaku-hachi	oedo-hicho-happyaku-hachi	oedo-hicho-808	音読み→数字	CHANGED	
秘密戦隊ゴレンジャー1975	himitsu-sentai-gorenjaa-senkyuhyakunanajugo	himitsu-sentai-gorenjaa-senkyuhyakunanajugo	himitsu-sentai-gorenjaa-1975	音読み→数字	CHANGED	
変身忍者嵐1972	henshin-ninja-arashi-senkyuhyakunanajuni	henshin-ninja-arashi-senkyuhyakunanajuni	henshin-ninja-arashi-1972	音読み→数字	CHANGED	
未来救助隊アスガード7 1974すがやみつる版	mirai-kyujotai-asu-gaado-sebun	mirai-kyujotai-asu-gaado-sebun	mirai-kyujotai-asu-gaado-7	英語読み付随→数字 ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
未来救助隊アスガード7 1975すがやみつる版	mirai-kyujotai-asu-gaado-sebun-senkyuhyakunanajugo-sugaya-mitsuruban	mirai-kyujotai-asu-gaado-sebun-senkyuhyakunanajugo-sugaya-mitsuruban	mirai-kyujotai-asu-gaado-7-1975-sugaya-mitsuruban	英語読み付随→数字 ; 音読み→数字	CHANGED	
オフィス7	ofisu-7	ofisu-7	ofisu-7	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
その名は101	sono-na-wa-wanzerowan	sono-na-wa-wanzerowan	sono-na-wa-wanzerowan	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
バビル2世	babiru-2sei	babiru-2sei	babiru-2sei	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
バビル2世 ザ・リターナー	babiru-2sei-za-ritaanaa	babiru-2sei-za-ritaanaa	babiru-2sei-za-ritaanaa	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
バビル2世	babiru-nisei	babiru-nisei	babiru-2-sei	音読み→数字(先頭分割)	CHANGED	
バビル2世ザ・リターナー	babiru-nisei-za-ritaanaa	babiru-nisei-za-ritaanaa	babiru-2-sei-za-ritaanaa	音読み→数字(先頭分割)	CHANGED	
続・鉄人28号	zoku-tetsujin-28go	zoku-tetsujin-28go	zoku-tetsujin-28go	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
地球ナンバーV-7	chikiyu-nanbaa-bui-sebun	chikiyu-nanbaa-bui-sebun	chikiyu-nanbaa-bui-sebun	latin-mixed		latin混じり(別処理)
鉄人28号	tetsujin-28go	tetsujin-28go	tetsujin-28go	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
