slug	title	tv	need_synopsis	need_catch	genres	caption
watashi-no-aisuru-asseisha	私の愛する圧制者	6	1	1	drama,romance	従軍看護師として戦線にいたアネットに、突然後方の野戦病院へ異動命令が下される。発令したのは、元夫で総司令官のハイナー。彼は、『生きる』ことを条件に離婚したはずの彼女が最前線にいることが許せなかったのだ。再会を果たしたふたりだったが、想いはすれ違いーー？
omae-o-tsuihousareta-suru-tsuihousareta-sareta-no-wa-ore-dewa-naku-mukuchi-na-mahou-shoujo-deshita	「お前を追放する」追放されたのは俺ではなく無口な魔法少女でした	5	1	1	action,adventure,comedy,ecchi,fantasy,romance	"虐げられた
最強Sランク美少女を拾って成り上がる！！

「お前を追放する！」
新米ソロ冒険者・ガリオンが出会ったのは、
Sランク冒険者パーティ『栄光の剣』を追放された無口な魔法使いの少女・テレサ。
落ち込む彼女を慰め、パーティを結成、冒険の日々を共にすることに。
そんな中、落ち目になった『栄光の剣』はテレサを陥れる計画を画策。
ガリオンは彼女の穏やかな冒険ライフを守るため、下剋上を決意するーー!！
かわいくてちょっとドジな魔法少女との日常が紡ぐ、
笑いあり、LOVEあり（⁉）の成り上がり冒険譚開幕！！"
kaijuu-tan-arawaru	かいじゅうたん、現る。	5	1	1	comedy,sci-fi	"かいじゅうたんの大事なおともだち“大仏たん(国宝)”に文化庁から返却命令が…!?
突然のお別れに悲しむ、かいじゅうたん。この窮地に総理はとあるプランを画策する。
総理の計画は文化庁の方針を変えることが出来るのか…!?
真の“文化”、そして本当の“愛”を我々は目撃する…!!

夏祭り、アサガオの観察、そしてみんなで音楽発表会♪
いっぱい遊んで、たくさん学んで、かいじゅうたんは今日も元気いっぱい!!

ほこほこニッコリ、時にはジーン。
読者の皆さんもかいじゅうたんの保護者です!!
みんなで愛でよう、“かいじゅう”保育マンガ!!"
koishika-koi-wa-shikaku	こいしか!	5	1	1	romance	"共感度200％のカルテットラブ、完結！ 

 文化祭で“王子に気もちを伝える”
と覚悟を決めたれん。
でも、先に王子から「好き」
と告白されてーー。

両想いになれたのはうれしいけれど、
王子にちゃんと想いを伝えたい！
「告白リベンジ」しようと
れんは王子を教室から連れ出して…!?

一方、2人の恋が実ったことを知り
傷つく氷上くんに、ここなは「もう私にしなよ」と
思わずキスをしてしまうけど…!?

4人の恋がフィナーレを迎える最終巻!! 

 【編集担当からのおすすめ情報】 
 「たしかに はずかしくしてる王子を見るのは 楽しい 正しくは私のことでそうなってる王子が だと思う」
「私を好きになれってことでしょ!! これで！私のことしか考えられなくなるでしょ!?のキスでしょ!!!」
「オレも恋をしてたんだ それは叶わなかった恋だけど 好きになってよかったって 思ってるんだ 
はじめての気もちばかりで とってもおもしろかった」----

むずキュンカルテットラブの最終巻は、共感度200％のモノローグがたっぷり！
初デートのワクワク、初キスの緊張感、失恋の苦しさーー
キュートな4人のリアルラブを最後まで楽しめるエモさに満ちた1冊です!!"
konotabi-oni-joushi-no-hisho-ni-narimashite	このたび鬼上司の秘書になりまして	5	1	1	romance	"見知らぬ車に突然連れ去られた美月。
しかし、そこにいたのは最上を始めとする、見知った顔ぶれの3人でーー。
彼らは不審な人物が美月の周囲にいることを察知し、救いに来たのだった。
念のため美月の部屋を調べてみたところ、室内から盗聴器の反応があり……。
このままここで暮らすのは危険だと判断した瀬戸と竜胆は、安全のためしばらく最上の家に泊まることを提案する。
密かに最上に想いを寄せていた美月は、思わぬ形で彼との同居生活をスタートさせることになりー...!?"
kore-wa-hanzai-dewanaku-koi-desu	これは犯罪ではなく恋です。	5	1	1	romance	"推しが彼氏に…365日溺愛ラブ、開幕！ 

 いつでも、どんな時でも、あなたの虜…

情報システム部の相馬に夢中の春奈。
朝も昼も相馬のことを眺めていられたらそれだけで幸せ…（ときどき法に触れない範囲でストーカー行為はしているけれど）と思っていたのに。
参加した飲み会で彼に「じゃあ、つき合う？」なんて言われてしまって！？
これって都合のいい夢ですか！？
いやいやでも、夢でも何でも、相馬さんとおつきあいできるなら、なんでもやります…！！！と意気込む春奈。
そして、その相馬にも実は重大な秘密があって…

★収録作品★
mission:1「じゃあ、俺とつき合う？」
mission:2「君の週末を俺にくれない？」
mission:3「私が良識あるストーカーだからよかったものの…」
mission:4「それでも君を放したくない」 

 【編集担当からのおすすめ情報】 
 「注文の多い玉の輿婚」や「悪役令嬢は2度死ぬ」でブレイクした川瀬あや先生の最新作です！
今回は主人公がストーカー、そして、そのストーカー相手の彼も実は…！！（これ以上はネタバレしませんので…！！言いたい…！！）というニヤニヤ展開に、プチコミック本誌でも初回から1位を獲得するなど大人気！！
もちろん早くもデジタル単話版は売れ売れでとてもノッております。
ぜひまだの方はこの機会にご堪能ください☆"
dekiru-maid-sama	できるメイド様	5	1	1	fantasy,romance	"皇宮のメイドとして働く「マリ」は、これといった特技もなく、不器用でいつも怒られてばかり。
けれど、その出自には大きな秘密が隠されていたーー！ある日彼女は、世話を任された余命いくばくもない囚人から「神に君の願いを届けたい」という申し出を受ける。
願い事を口にしたその夜、とても不思議な夢を見て…？「できるメイド」マリの物語が今、始まる！"
nonbiri-mura-no-yakuba-neko	のんびり村の役場猫	5	1	1	comedy	"村役場の猫守さんが、悪の芽を根絶やしにします！

X（Twitter）で「やりすぎでは？？」と話題沸騰！
かわいくてお仕事熱心な猫守さんの勧善懲悪コメディ！
ポップ＆キュート＆ちょっぴりブラックな新感覚猫マンガ！"
hitohitogami-nichinichi	ひとひとがみ日々	5	1	1	supernatural	"人の姿をした神と物の怪。その不思議日常譚 

 時は現代。ミツカド山の麓のある廃村に暮らす者たちがいた。
彼らはすべて神ーーそう、人の姿をした神だった。
その神たちに売る品物を背負ってやってくる物の怪もいれば
森の中でうごめく怪しい物の怪もいる。
菊の神、大石の神、蔵の神、屋根の神、大杉の神……
人の体を持つ神たちと、闇にうごめく物の怪たちの
仄暗くも優しい日々の物語、開幕。
 

 【編集担当からのおすすめ情報】 
 不気味さと可笑しみ、妖しさと微笑ましさ、不穏と安穏……
相反する要素が同居する摩訶不思議な世界を、独特の優しさで紡ぐ。
新鋭・古山フウの異色コミックです。"
futago-no-mahoutsukai	ふたごの魔法使い	5	1	1	adventure,fantasy	"ふたごの魔法使い、エレナとエドは、魔法学校行きのバスに乗りおくれてしまう。
そのまま家にも帰れず伯母の屋しきへ行った二人は、ひょんなことから裏切り者として追われる身に！　
やがて新しい仲間と出会う中、魔法使いと人間の、大人たちの対立を知るーー。
12か国語で翻訳！　世界で大人気の、友情と冒険心にあふれたグラフィックノベルシリーズ第1巻。
2021　ALA（米国図書館協会）Best Graphic Novels for Children選定。（原作名：『HOOKY』）
1　バスに乗りおくれた！
2　ヒルデおばさんの屋しき
3　空飛ぶ岩の地下牢とドラゴンの卵
4　ふしぎ少年ニコとマスター・ペンドラゴン
5　エバンズカフェで騒動
6　王国の城で
7　ペンドラゴンと、みんなで暮らす
8　魔法使いの家
9　エレナをすくえ
10　海での課外自習！？
11　魔法薬のきき目
12　なぞの魔法集会へ
13　塔の上のモニカ
14　仲間でキャンプ
15　モニカのこれまでと、これから
★物語に登場した主な場所
★翻訳者の言葉／2巻予告"
yoasobi-gurashi	よあそびぐらしっ!	5	1	1	romance	"超危険な同居ラブコメ、TVアニメ化＋単行本2巻目突入!!
単行本だけの4ページ描き下ろし付！

「今日は…シてくれる日でしょ」

同居中の幼馴染、弥生の”とある秘密”を知ってから
昼はただの幼馴染、夜は××なカンケイになってしまったカズト。

いけない”夜遊び”に耽る2人の家に…
弥生の姉、薫がやってきて!?
弥生が留守の間、カズトは
薫にも夜遊びを迫られてーー"
remu	れむ	5	1	1	drama	"あなたの大切な人の老後は大丈夫ですか？ 

 国が作った制度が人と人を引き裂いていく。
「あなたの大切な人の老後は大丈夫ですか？」現代日本において、介護や後見人の問題など、親の、また自身の老後の事を考えるのは必須の課題です。例えば成年後見人制度。国が作った制度が人と人を引き裂いていくこともあります。本作は高齢化社会に潜む闇に斬り込んだクライムサスペンスです。
父親の財産を狙う姉たちは後見人である弁護士吉村と結託し、父・耕三をヴィラサントスという老人ホームに拉致します。その老人ホームはかなり悪辣な経営をしています。第3集ではれむが仲間と力を合わせ、養父・耕三を悪徳ホームから脱出させます。手に汗を握る展開をぜひお楽しみください。


実力派作家・山本おさむ氏がたくさんの取材を元に、
精緻に物語を紡ぎ上げました。 

 【編集担当からのおすすめ情報】 
 編集部にこの作品を読んだ読者の「身につまされる」との電話が殺到してます。
実力派作家・山本おさむ氏がたくさんの取材を元に、
精緻に物語を紡ぎ上げました。
どうか手にとってお楽しみください。"
akina-chan-kamigakaru	アキナちゃん神がかる	5	1	1	action,drama,supernatural	"戦神楽、そして”隠”…衝突、不可避！？ 

 活発に動き始め、存在感を強めていく人間の隠…“鬼”。
荘一郎を失い悲嘆に暮れるも、気持ちを一つに一丸となる戦神楽たち。
のどかな田舎町だったはずの猫寄に、不穏な緊張が走る。
そんな中、アキナの姿は東京にあり……！？
戦いが、更なる戦いを呼んでいく……
大ヒット作『デトロイト・メタル・シティ』の著者が送る
トンデモ地方創生奇譚、焦眉の第5巻！！"
ayashide	アヤシデ 怪神手	5	1	1	action,horror,supernatural	"史上最大の絶望の中で──想い、交わる。 

 東京・上野に史上最大の怪神が襲来。

行方不明となっていた萩原美月は、かつての友・
碧流らとともに怪神を討つべく上野へ急いでいた。
時を同じくして、実験台として軍に囚われていた
テンメイ様もまた、美月に会いたい一心で脱走を図る……

贖罪と、復讐と、無垢な愛と。
歪んだ情熱の先にある、それぞれの希望の正体とは。
 

 【編集担当からのおすすめ情報】 
 ONE氏（『モブサイコ100』『ワンパンマン』）、岡部閏氏（『グッド・ナイト・ワールド』『世界鬼』）、江野朱美氏（『アフターゴッド』『亜獣譚』）など漫画家から絶賛の声多数！！
規格外新人が描く”罰と懺悔の怪異ロマン”、待望の第3巻！

力を手に入れ、新たな仲間と出会った美月たちの前に現れた史上最大規模の怪神。
容赦なく襲いかかる敵の脅威を前に、美月は今度こそ大切なものを守ることができるのか？
さらにその裏では、軍やテンメイ様、それぞれの想いが交差して──！？

繊細にして大胆な筆致で描かれる、
心揺さぶるバトルとドラマをお見逃しなく！！"
