title	a_romaji	a_id	key
ダンジョン島で宿屋をやろう!	Dungeon Tou de Yadoya wo Yarou! Souzou Mahou w	148026	name:てんまそ|name:ダンジョン島で宿屋をやろう!|sub:創造魔法を貰った俺の細腕繁盛記
道化師は恋の語りべ	Doukeshi wa Koi no Kataribe	91706	name:トーリ・フィリップス|name:道化師は恋の語りべ
ログアウトしたのはVRMMOじゃなく本物の異世界でした	Logout Shita no wa VRMMO ja Naku Honmono no Is	205571	name:とーわ|name:ログアウトしたのはVRMMOじゃなく本物の異世界でした|sub:現実に戻ってもステータスが壊
神々の加護で生産革命	Kamigami no Kago de Seisan Kakumei: Isekai no 	149401	name:トトキハルキ|name:神々の加護で生産革命
世界最強の陰キャ、ダンジョン配信で億バズる	Sekai Saikyou Inkya, Dungeon Haishin de Oku Ba	194620	name:どまどま|name:世界最強の陰キャ、ダンジョン配信で億バズる
最強で最速の無限レベルアップ	Saikyou de Saisoku no Mugen Level Up: Skill [K	173022	name:トモゼロ|name:最強で最速の無限レベルアップ|sub:スキル〈経験値1000倍〉と〈レベルフリー〉でレベル
濁る瞳で何を願う	Nigoru Hitomi de Nani wo Negau: Highserk Senki	145369	name:トルトネン|name:濁る瞳で何を願う
ラ・マキユーズ	La Maquilleuse: Versailles no Keshoushi	139214	name:なつなつ@研究職|name:ラ・マキユーズ
ハイスペ婚にもほどがある	High Spec Kon ni mo Hodo ga Aru: 13-nin no Iji	195997	name:ななお|name:ハイスペ婚にもほどがある
冷酷な狼皇帝の契約花嫁	Reikoku na Ookami Koutei no Keiyaku Hanayome: 	183316	name:ナナキハル|name:冷酷な狼皇帝の契約花嫁
異世界健康食堂(キッチン)	Isekai Kenkou Shokudou: Arasaa Eiyoushi no Sec	106840	name:ななひめ|name:異世界健康食堂(キッチン)
俺が女にしてやるよ	Ore ga Onna ni Shite yaru yo: Toshiue Kareshi 	211786	name:なもなき|name:俺が女にしてやるよ|sub:年上彼氏は、飢えて狼になる?
アレクサンダー英雄戦記	Alexander Eiyuu Senki: Saikyou no Tsuchi Majut	194983	name:なんじゃもんじゃ|name:アレクサンダー英雄戦記
エリート自衛官に溺愛されてる…らしいです?	Elite Jieikan ni Dekiai Sareteru... Rashii des	192523	name:にしのムラサキ|name:エリート自衛官に溺愛されてる…らしいです?|sub:もしかして、これって恋ですか?
フェンリルに転生したはずがどう見ても柴犬	Fenrir ni Tensei Shita Hazuga Doumitemo Shiba 	180637	name:にじまあるく|name:フェンリルに転生したはずがどう見ても柴犬|sub:柴犬(最強)になった俺、もふもふされ
ワールド・ティーチャー	World Teacher: Isekaishiki Kyouiku Agent	98201	name:ネコ光一|name:ワールド・ティーチャー
アテナの卒業式	Athena no Sotsugyoushiki: Chuugakkou Kyoushi N	180307	name:のぶ|name:アテナの卒業式
ディアマイマスター	Dear My Master: Dom/Sub Universe	136413	name:ハシモトミツ|name:ディアマイマスター|sub:Dom/Sub universe
鬼神閣下の身代わり花嫁	Kishin Kakka no Migawari Hanayome: Yotsugi ga 	184196	name:はちくもりん|name:鬼神閣下の身代わり花嫁
鬼神閣下の身代わり花嫁	Kishin Kakka no Migawari Hanayome: Yotsugi ga 	184196	name:はちくもりん|name:鬼神閣下の身代わり花嫁|sub:世継ぎができたら離縁です
アースウィズダンジョン	Earth with Dungeon: Koyuu Skill "Touka Koukan 	181073	name:バッド|name:アースウィズダンジョン
ペイル・ブルー・ドット	Pale Blue Dot Battle Athletes Daiundoukai: ReS	123586	name:バトルアスリーテス大運動会ReSTART!製作委員会|name:ペイル・ブルー・ドット
骨姫ロザリー	Hone Hime Rosalie: Shisha no Saigo wo Tsuitaik	185605	name:パミラ|name:骨姫ロザリー
我輩は猫魔導師である	Wagahai wa Neko Madoushi de Aru: Kijitora Luke	207773	name:ハム|name:我輩は猫魔導師である|sub:キジトラ・ルークの快適チート猫生活
ヘルモード	Hell Mode: Yarikomi Suki no Gamer wa Haisettei	129882	name:ハム男|name:ヘルモード
英雄王、武を極めるため転生す	Eiyuu-ou, Bu wo Kiwameru Tame Tenseisu: Soshit	116380	name:ハヤケン|name:英雄王、武を極めるため転生す|sub:そして、世界最強の見習い騎士♀
YAKSA	Ya-Sha	54005	name:ハヤトコウジ|name:YAKSA
白衣の虎は極道で絶倫	Hakui no Tora wa Gokudou de Zetsurin: Yami Ish	212170	name:ハル.|name:白衣の虎は極道で絶倫|sub:闇医者ヤクザに毎晩溺愛されて…
追放薬師アメリー	Tsuihou Kusushi Amélie: Konyaku Haki Saretara,	197848	name:はんそで|name:追放薬師アメリー
春秋宮廷アンティーカ	Shunjuu Kyuutei Antica - Itsuwari no Reijin, M	171378	name:ひかり旭|name:春秋宮廷アンティーカ|sub:偽りの麗人、蹊を成す
小春びより	Kimi ga Koi wo Yobu: 30-nin no Danshi to Koish	165134	name:ひぐちにちほ|name:小春びより
俺アリス	Ore Alice: Danjo Gyakuten	86916	name:ビジュアルワークス|name:俺アリス
99回断罪されたループ令嬢ですが今世は「超絶愛されモード」ですって!?	99-kai Danzai sareta Loop Reijou desu ga Konse	181644	name:ひだかなみ|name:99回断罪されたループ令嬢ですが今世は「超絶愛されモード」ですって!?|sub:真の力に
魔法薬師が二番弟子を愛でる理由	Mahou Yakushi ga Niban Deshi wo Mederu Riyuu: 	113887	name:ひだかなみ|name:魔法薬師が二番弟子を愛でる理由
不遇職〈鑑定士〉が実は最強だった	Fuguushoku [Kanteishi] ga Jitsuwa Saikyou Datt	122180	name:ひたきゆう|name:不遇職〈鑑定士〉が実は最強だった|sub:奈落で鍛えた最強の〈神眼〉で無双する
異世界じゃスローライフはままならない	Isekai ja Slow Life wa Mamanaranai: Seijuu no 	209486	name:ひなた丸だいや|name:異世界じゃスローライフはままならない
無慈悲な悪役貴族に転生した僕は掌握魔法を駆使して魔法世界の頂点に立つ	Mujihi na Akuyaku Kizoku ni Tensei shita Boku 	188485	name:びゃくし|name:無慈悲な悪役貴族に転生した僕は掌握魔法を駆使して魔法世界の頂点に立つ
底辺領主の勘違い英雄譚	Teihen Ryoushu no Kanchigai Eiyuutan: Heimin n	130048	name:ファルまろ|name:底辺領主の勘違い英雄譚
魔剣の弟子は無能で最強!	Maken no Deshi wa Munou de Saikyou! Eiyuuryuu 	198003	name:ふか田さめたろう|name:魔剣の弟子は無能で最強!
魔剣の弟子は無能で最強!	Maken no Deshi wa Munou de Saikyou! Eiyuuryuu 	198003	name:ふか田さめたろう|name:魔剣の弟子は無能で最強!|sub:英雄流の修行で万能になれたので、最強を目指します
舞台少女☆歌劇レヴュースタァライト	Shoujo☆Kageki Revue Starlight: The LIVE - #2 T	118345	name:ブシロード|name:舞台少女☆歌劇レヴュースタァライト|sub:-The LIVE-#2 Transitio
舞台少女☆歌劇レヴュースタァライト	Shoujo☆Kageki Revue Starlight: The LIVE - SHOW	104484	name:ブシロード|name:舞台少女☆歌劇レヴュースタァライト|sub:-The LIVE-SHOW MUST GO
橘くん抱いてください!	Tachibana-kun Daite Kudasai! Hajimete no Aite 	133688	name:ふどのふどう|name:橘くん抱いてください!|sub:ハジメテの相手は同僚王子!?
グリザイア:ファントムトリガー	Grisaia: Phantom Trigger - Sekai no Hate	103267	name:フロントウイング|name:グリザイア:ファントムトリガー
ダンジョンバトルロワイヤル	Dungeon Battle Royale: Maou ni Natta node Seka	153830	name:ペコー|name:ダンジョンバトルロワイヤル
すたぴぃ	Star P: Anata wa Motto Kagayakeru	95412	name:ほおのきソラ|name:すたぴぃ
キャプテン翼 ワールドユース編	Captain Tsubasa: World Youth-hen	31790	name:ホーム社|name:キャプテン翼 ワールドユース編
キン肉マンⅡ世	Kinnikuman II-Sei: All Choujin Dai Shingeki	51608	name:ホーム社|name:キン肉マンⅡ世
ジョジョの奇妙な冒険	JoJo no Kimyou na Bouken: Sentou Chouryuu	31630	name:ホーム社|name:ジョジョの奇妙な冒険
クイーンズブレイド	Queen's Blade: Rurou no Senshi	76014	name:ホビージャパン|name:クイーンズブレイド
キック・アス	Kick Ass	60347	name:マーク・ミラー|name:キック・アス
25歳の女子高生	25-Sai no Joshikousei: Kodomo ni wa Oshieraren	114025	name:マカナ|name:25歳の女子高生
お飾り王妃になったので、こっそり働きに出ることにしました	Okazari Ouhi ni Nattanode, Kossori Hataraki ni	147467	name:まち|name:お飾り王妃になったので、こっそり働きに出ることにしました|sub:うさぎがいるので独り寝も寂し
じゃない方の伯爵令嬢	Janai Kata no Hakushaku Reijou: Hitochigai de 	194973	name:まちの九々|name:じゃない方の伯爵令嬢
アンティケール・メモワール	Antique Memoir: Iwakutsuki Toriatsukai Kottouh	115495	name:マツキトウ|name:アンティケール・メモワール|sub:曰く憑き取扱骨董品店
元・世界1位のサブキャラ育成日記	Moto Sekai 1-i no Sub Chara Ikusei Nikki: Hai 	106760	name:まろ|name:元・世界1位のサブキャラ育成日記|sub:廃プレイヤー、異世界を攻略中!
Lo×se night	Loxse Night: Make Joshi to Utsukushiki Yajuu n	208030	name:ミキモトマイ|name:Lo×se night|sub:負け女子と美しき野獣のふしだらな夜
黙って俺に愛されとけば?	Damatte Ore ni Aisaretokeba?: Kusareen kara Ot	208077	name:ミキモトマイ|name:黙って俺に愛されとけば?|sub:くされ縁から男と女に変わる夜
悪役王子の一途な執着、果てない溺愛。	Akuyaku Ouji no Ichizu na Shuuchaku, Hatenai D	210520	name:みくらや杏樹|name:悪役王子の一途な執着、果てない溺愛。
OUT	Fuuck no Jikan	192597	name:みずたまこと|name:OUT
モブなのに巻き込まれています	Mob na no ni Makikomareteimasu: Ouji no Ibukur	210721	name:ミズメ|name:モブなのに巻き込まれています|sub:王子の胃袋を掴んだらしい
プリンセス・レダリア	Princess Ledalia: Bara no Kaizoku	111603	name:みぞぐちまいこ|name:プリンセス・レダリア
転ちゅら!	Tenchura! Tensei Shitara Slime Datta Ken	110029	name:みっつばー|name:転ちゅら!|sub:転生したらスライムだった件
悪役令嬢ルートから解放されました!	Akuyaku Reijou Route kara Kaihousaremashita!: 	207976	name:みなとpub.|name:悪役令嬢ルートから解放されました!
ムーちゃんと手をつないで	Muu-chan to Te wo Tsunaide: Jihen Shou no Musu	164923	name:みなと鈴|name:ムーちゃんと手をつないで|sub:自閉症の娘が教えてくれたこと
黙って僕に甘やかされて	Damatte Boku ni Amayakasarete: Aishou ii no wa	139491	name:みなのなこ|name:黙って僕に甘やかされて|sub:相性いいのはカラダだけ?
お兄ちゃんから逃げられない!	Onii-chan Kara Nigerarenai!: Doutei Hishojo ni	182621	name:ミマ|name:お兄ちゃんから逃げられない!
魔女が下す鉄槌	Majo ga Kudasu Tettsui Malleus Maleficarum	100412	name:みやまるん|name:魔女が下す鉄槌|sub:マレウス・マレフィカルム
勇者と呼ばれた後に	Yuusha to Yobareta Nochi ni: Soshite Musou Oto	168615	name:むすあき|name:勇者と呼ばれた後に
えるくえすと!	Elle's Quest! Yuusha Elvira wa Genjitsu Sekai 	158534	name:むらさき*|name:えるくえすと!|sub:勇者エルヴィーラは現実世界に転移しました
お局令嬢と朱夏の季節	Okyoku Reijou to Shiyuka no Kisetsu: Reitetsu 	188427	name:メアリー|name:お局令嬢と朱夏の季節
メリー・ウィッチーズ・ライフ	Merry Witches Life: Berle Basil no 3-nin no Mi	182291	name:メノタ|name:メリー・ウィッチーズ・ライフ
勇者刑に処す	Yuusha Kei ni Shosu: Choubatsu Yuusha 9004-tai	164543	name:めふぃすと|name:勇者刑に処す|sub:懲罰勇者9004隊刑務記録
婚約者様差し上げます	Konyakusha-sama Sashiagemasu: Heroine Toujou m	197593	name:めるこ|name:婚約者様差し上げます
婚約者様差し上げます	Konyakusha-sama Sashiagemasu: Heroine Toujou m	197593	name:めるこ|name:婚約者様差し上げます|sub:ヒロイン登場まで待ちません
アバンチュリエ	Adventurier: Shinyaku Arsène Lupin	55021	name:モーリス・ルブラン|name:アバンチュリエ
ダンジョン・ファーム	Dungeon Farm: Ie wo Oidasareta node, Dungeon n	195015	name:もずくず|name:ダンジョン・ファーム
咲き還り姫の葬歌	Sakikaeri-hime no Homura Uta: Suterareta Hana 	165892	name:もすこ|name:咲き還り姫の葬歌
隠れ星は心を繋いで	Kakureboshi wa Kokoro wo Tsunaide: Konyaku wo 	202667	name:もりのもみじ|name:隠れ星は心を繋いで
S×蜜オフィス	SxMitsu Office: Ore-tachi Karada no Aishou Ii 	158752	name:モリフジ|name:S×蜜オフィス|sub:俺達カラダの相性いいかもな
俺は冒険者ギルドの悪徳ギルドマスター	Ore wa Boukensha Guild no Akutoku Guild Master	198160	name:やつきしろ|name:俺は冒険者ギルドの悪徳ギルドマスター
ソロフェッショナル	Solo-fessional: Solo Katsu Danshi to Bocchi Jo	194995	name:やまことり|name:ソロフェッショナル
転生聖女は推し活がしたい!	Tensei Seijo wa Oshikatsu ga Shitai! Shiitager	200597	name:ヤマモリニシロ|name:転生聖女は推し活がしたい!
傲慢シークのプロポーズ	Gouman Sheikh no Propose: Shojo wo Sasageta Ka	209903	name:ゆうき莉子|name:傲慢シークのプロポーズ|sub:処女を捧げた彼は王子様でした
アウトブレイク・カンパニー	Outbreak Company: Moeru Shinryakusha	89052	name:ゆーげん|name:アウトブレイク・カンパニー
キッチンカー『デリ・ジョイ』	Kitchen Car "Deli Joy": Shasou kara Isekai e U	199658	name:ゆき哉|name:キッチンカー『デリ・ジョイ』|sub:車窓から異世界へ美味いもの密輸販売中!
冒険者の服、作ります!	Boukensha no Fuku, Tsukurimasu!: Isekai de Haj	135312	name:ゆき哉|name:冒険者の服、作ります!|sub:異世界ではじめるデザイナー生活
お願いしなきゃイカせてやんない	Onegai Shinakya Ikasete Yannai: Ijiwaru Kyoush	107460	name:ゆずしを|name:お願いしなきゃイカせてやんない
キン肉マンジャンプ	Kinnikuman: Kiseki no Kyuseishu Densetsu no Ma	91466	name:ゆでたまご|name:キン肉マンジャンプ
王都の行き止まりカフェ『隠れ家』	Outo no Ikidomari Cafe “Kakurega”: Ukkari Maho	187672	name:ゆとと|name:王都の行き止まりカフェ『隠れ家』
